Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to5,Feature log2 fold change topic 2to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12
ENSG00000272106,AL691432.2,11,-0.6401,12,-0.6945,11,-0.5779,9,-0.9734,16,-0.0381,11,-0.5652,19,0.21904,41,1.47623,34,1.17616
ENSG00000197530,MIB2,19,-0.8815,29,-0.3310,41,0.27876,25,-0.4592,41,0.31114,28,-0.3098,31,-0.1479,57,0.83530,50,0.61367
ENSG00000248333,CDK11B,36,-0.4015,45,-0.0329,63,0.48590,101,1.28068,35,-0.4353,69,0.64792,21,-1.1547,21,-1.1705,26,-0.8579
ENSG00000189339,SLC35E2B,3,-1.9134,10,-0.4850,20,0.70429,12,-0.1000,23,0.94807,11,-0.1326,6,-1.0934,10,-0.3082,26,1.18179
ENSG00000008128,CDK11A,27,0.43319,17,-0.3650,27,0.42208,25,0.26479,16,-0.3871,25,0.31284,17,-0.2932,28,0.47706,14,-0.6124
ENSG00000215790,SLC35E2A,5,-1.9690,20,0.07168,15,-0.3359,21,0.16013,22,0.25295,19,0.00513,12,-0.6625,41,1.23518,14,-0.4723
ENSG00000008130,NADK,8,-1.5348,21,-0.1826,25,0.16598,23,0.02358,17,-0.4250,24,0.09573,22,-0.0702,32,0.57350,37,0.78956
ENSG00000078369,GNB1,405,-0.3883,456,-0.2737,439,-0.2618,402,-0.3978,552,0.09507,565,0.13408,712,0.50403,737,0.55997,597,0.22161
ENSG00000187730,GABRD,278,0.62341,202,0.15845,147,-0.3823,205,0.13342,108,-0.8545,55,-1.8658,138,-0.4861,146,-0.3974,374,1.12431
ENSG00000067606,PRKCZ,171,-0.3260,198,-0.1341,208,-0.0157,181,-0.2356,185,-0.2010,239,0.20213,264,0.36023,221,0.07272,267,0.37509
ENSG00000162585,FAAP20,36,0.07170,26,-0.5716,17,-1.0475,19,-0.8977,45,0.44113,35,0.01473,60,0.90532,63,0.97689,33,-0.0416
ENSG00000157933,SKI,6,-1.6443,15,-0.4492,25,0.49275,19,0.02669,23,0.31680,34,0.96657,10,-0.8953,30,0.77928,16,-0.2418
ENSG00000157916,RER1,68,0.17610,64,0.12845,40,-0.6513,52,-0.2320,37,-0.7365,29,-1.0992,62,0.04883,101,0.83275,79,0.43050
ENSG00000157911,PEX10,10,-1.1614,23,0.08319,14,-0.7002,17,-0.4021,20,-0.1572,23,0.06545,19,-0.2219,46,1.23701,22,0.05524
ENSG00000157881,PANK4,12,-0.1713,17,0.55912,4,-1.6965,5,-1.4386,10,-0.3620,4,-1.7410,17,0.40044,17,0.44220,21,0.73940
ENSG00000157870,PRXL2B,28,-0.5009,47,0.44661,36,-0.1308,33,-0.2668,28,-0.5056,17,-1.2268,24,-0.7086,40,0.04964,71,0.97041
ENSG00000158109,TPRG1L,201,-0.0489,226,0.19697,161,-0.3921,185,-0.1773,192,-0.1164,154,-0.4544,208,0.00784,197,-0.0807,281,0.48974
ENSG00000116213,WRAP73,9,-0.4576,14,0.24881,24,1.08209,2,-2.5996,13,0.07440,7,-0.8319,11,-0.2353,16,0.39764,11,-0.1764
ENSG00000130764,LRRC47,54,-0.5181,80,0.12575,82,0.12546,61,-0.3252,69,-0.1247,38,-1.0282,108,0.57946,82,0.14144,90,0.27493
ENSG00000116198,CEP104,36,0.46234,23,-0.2996,47,0.91399,15,-0.8357,23,-0.2301,53,1.12785,22,-0.2938,22,-0.2593,9,-1.6681
ENSG00000198912,C1orf174,16,0.16863,14,-0.0674,12,-0.2680,12,-0.2586,12,-0.2236,8,-0.8709,20,0.50109,16,0.15764,20,0.55464
ENSG00000196581,AJAP1,8,-2.0775,30,-0.2364,45,0.44144,55,0.76560,28,-0.2982,31,-0.1158,21,-0.7435,30,-0.1862,68,1.12509
ENSG00000069424,KCNAB2,223,-0.0248,222,-0.0398,191,-0.2665,264,0.24524,196,-0.2197,132,-0.8304,193,-0.2507,282,0.35251,345,0.68062
ENSG00000116254,CHD5,213,-0.0570,177,-0.4565,384,0.89702,313,0.55767,162,-0.4816,386,0.90334,130,-0.8164,125,-0.8773,231,0.06962
ENSG00000116251,RPL22,435,-0.3450,372,-0.7560,373,-0.5785,645,0.27360,861,0.74428,886,0.79170,662,0.31592,595,0.14680,567,0.07052
ENSG00000116237,ICMT,55,0.44439,42,0.01912,46,0.16900,52,0.34722,28,-0.5813,16,-1.4390,32,-0.3764,54,0.41305,47,0.19229
ENSG00000097021,ACOT7,300,0.19434,380,0.87050,215,-0.3276,176,-0.6378,159,-0.7925,89,-1.6605,201,-0.4298,199,-0.4437,324,0.31770
ENSG00000215788,TNFRSF25,6,-1.4966,14,-0.4087,52,1.89401,8,-1.0318,8,-1.0317,3,-2.2609,13,-0.3853,31,0.94897,25,0.64572
ENSG00000171680,PLEKHG5,35,0.77066,20,-0.1776,29,0.44543,27,0.36370,16,-0.4433,12,-0.8737,6,-1.8594,31,0.57783,23,0.12935
ENSG00000162408,NOL9,15,-0.5140,17,-0.4310,24,0.22234,16,-0.4084,24,0.18017,19,-0.1423,23,0.14567,26,0.30208,38,0.93395
ENSG00000162413,KLHL21,21,-0.3010,30,0.35945,21,-0.3068,18,-0.5215,32,0.34255,22,-0.2502,30,0.24894,25,-0.0176,18,-0.5564
ENSG00000041988,THAP3,18,0.03943,17,-0.0924,9,-1.0333,8,-1.1772,16,-0.1607,18,0.03339,12,-0.5282,26,0.60952,37,1.19929
ENSG00000007923,DNAJC11,16,-0.9670,28,-0.1428,35,0.25475,31,0.06277,15,-1.0701,36,0.29043,37,0.32690,42,0.54666,35,0.25957
ENSG00000171735,CAMTA1,497,0.49870,327,-0.2270,525,0.58935,363,-0.0018,315,-0.2253,471,0.41073,410,0.19061,226,-0.7312,250,-0.5780
ENSG00000049245,VAMP3,2,-2.6326,10,-0.7590,26,0.93341,4,-1.9292,11,-0.4238,24,0.77705,6,-1.2373,40,1.67282,22,0.66718
ENSG00000049246,PER3,19,-0.8444,21,-0.8611,34,0.06273,40,0.33980,43,0.43214,48,0.62723,28,-0.2119,55,0.84214,39,0.30180
ENSG00000116288,PARK7,461,0.27392,430,0.22741,198,-1.0310,369,-0.0772,281,-0.5002,276,-0.5269,487,0.36168,364,-0.0979,499,0.40117
ENSG00000116285,ERRFI1,51,1.08955,23,-0.2018,30,0.24358,15,-0.8236,27,0.08695,25,-0.0656,30,0.23353,23,-0.1555,15,-0.8230
ENSG00000162426,SLC45A1,41,0.34770,43,0.64806,32,-0.0107,36,0.15589,17,-1.0055,11,-1.6681,28,-0.2549,20,-0.7643,35,0.11350
ENSG00000142599,RERE,82,-0.4058,85,-0.4601,153,0.57856,120,0.18495,99,-0.1131,161,0.66509,85,-0.3483,123,0.23306,114,0.10958
ENSG00000074800,ENO1,405,-0.2301,627,0.68101,276,-0.8205,353,-0.4455,274,-0.8321,223,-1.1406,398,-0.2586,812,0.88825,387,-0.3001
ENSG00000171612,SLC25A33,19,-0.3116,21,-0.2555,14,-0.8051,30,0.37121,22,-0.1331,15,-0.6832,17,-0.5317,73,1.91938,10,-1.2544
ENSG00000171603,CLSTN1,526,-0.5443,1077,0.88722,633,-0.2577,810,0.12879,339,-1.2090,378,-1.0449,632,-0.2606,611,-0.3139,727,-0.0433
ENSG00000178585,CTNNBIP1,12,-1.5512,37,0.15138,34,-0.0245,12,-1.6185,54,0.72177,28,-0.3134,55,0.74452,37,0.08598,35,0.00019
ENSG00000162441,LZIC,51,0.08590,43,-0.2351,34,-0.5135,37,-0.4098,57,0.27107,82,0.86551,46,-0.0540,69,0.56961,28,-0.8008
ENSG00000130939,UBE4B,53,0.55995,42,0.23752,71,1.03771,12,-1.7386,40,0.11671,33,-0.1824,35,-0.1068,17,-1.1855,21,-0.8829
ENSG00000054523,KIF1B,352,-0.0261,321,-0.2310,441,0.33208,454,0.37752,421,0.25525,458,0.39275,351,-0.0302,288,-0.3369,247,-0.5731
ENSG00000284642,AL139424.2,20,0.70387,18,0.71096,12,-0.0850,3,-1.8949,12,-0.1035,9,-0.5037,8,-0.7124,10,-0.4609,10,-0.3785
ENSG00000142657,PGD,99,0.70364,87,0.74580,60,-0.0855,41,-0.6634,43,-0.5916,31,-1.0740,62,-0.0454,47,-0.4711,31,-1.0887
ENSG00000175279,CENPS,39,1.46046,12,-0.5766,10,-0.6937,13,-0.2742,20,0.35803,7,-1.1129,15,-0.0904,17,0.07001,22,0.51815
ENSG00000241563,CORT,91,0.61208,35,-1.0792,63,0.02518,19,-1.7397,27,-1.2474,31,-1.0392,163,1.62189,102,0.79402,105,0.85767
ENSG00000160049,DFFA,49,0.46788,25,-0.7488,47,0.39987,45,0.32070,47,0.41265,46,0.36766,27,-0.4654,51,0.53556,26,-0.5412
ENSG00000142655,PEX14,20,-0.1095,24,0.27243,22,0.02608,11,-0.9431,13,-0.6793,12,-0.8361,12,-0.8646,32,0.64370,36,0.86192
ENSG00000120948,TARDBP,80,-0.0134,91,0.26882,130,0.76917,58,-0.4995,74,-0.1293,62,-0.4129,73,-0.1465,77,-0.0704,49,-0.7691
ENSG00000271895,AL109811.2,2,-2.5212,19,0.40804,31,1.13513,20,0.40003,11,-0.4680,9,-0.7576,12,-0.4097,16,0.01944,9,-0.7610
ENSG00000116649,SRM,50,-0.3996,63,-0.0849,50,-0.4062,54,-0.2984,66,0.02022,38,-0.8242,80,0.32059,117,0.93988,77,0.26406
ENSG00000171824,EXOSC10,16,-0.9409,37,0.44254,59,1.06640,40,0.42922,11,-1.4977,15,-1.0212,17,-0.8778,34,0.17610,24,-0.3432
ENSG00000198793,MTOR,49,0.17679,54,0.47826,53,0.29296,34,-0.4078,24,-0.9015,28,-0.6874,17,-1.4622,50,0.20509,56,0.37212
ENSG00000116661,FBXO2,172,-0.1281,191,0.04866,88,-1.1469,234,0.35906,158,-0.2624,111,-0.8031,162,-0.2250,295,0.73313,258,0.51632
ENSG00000132879,FBXO44,43,-1.0767,101,0.34144,119,0.49676,70,-0.3434,58,-0.6201,23,-1.9739,50,-0.8547,115,0.44211,161,1.00226
ENSG00000177000,MTHFR,4,-1.5542,13,-0.0220,20,0.59133,14,0.10752,15,0.21316,12,-0.2158,16,0.25303,15,0.22036,11,-0.2967
ENSG00000011021,CLCN6,57,-0.3890,83,0.28001,93,0.37635,56,-0.4163,63,-0.2223,55,-0.4328,107,0.60846,66,-0.1532,48,-0.6346
ENSG00000116685,KIAA2013,29,0.25613,24,-0.0329,33,0.45524,23,-0.1217,21,-0.2865,24,-0.0614,21,-0.2913,29,0.22778,21,-0.2505
ENSG00000083444,PLOD1,11,-0.3123,13,0.02689,10,-0.3850,4,-1.5245,8,-0.7496,10,-0.3725,19,0.61429,37,1.73261,4,-1.6855
ENSG00000116688,MFN2,129,0.09341,134,0.22427,107,-0.1921,95,-0.3715,108,-0.1743,68,-0.8906,122,0.01387,144,0.27104,145,0.27786
ENSG00000048707,VPS13D,62,-0.2674,75,0.03335,128,0.89376,70,-0.0823,54,-0.4749,67,-0.1455,54,-0.4808,78,0.08391,72,-0.0383
ENSG00000162496,DHRS3,9,-0.8175,11,-0.5770,13,-0.1537,16,0.13944,27,0.96027,4,-1.9154,4,-1.9605,56,2.30248,4,-1.7068
ENSG00000116731,PRDM2,228,0.15730,179,-0.2920,282,0.49800,421,1.17056,140,-0.6047,332,0.76568,111,-0.9503,98,-1.1311,147,-0.5287
ENSG00000189337,KAZN,96,0.26071,86,0.12210,85,0.06762,50,-0.7500,89,0.13904,70,-0.2281,118,0.59508,85,0.07597,39,-1.1289
ENSG00000142634,EFHD2,44,-0.8839,87,0.22574,111,0.55623,9,-3.2157,74,-0.0919,130,0.81309,163,1.20738,39,-1.0683,23,-1.8193
ENSG00000116138,DNAJC16,55,0.54119,44,0.24539,41,0.07959,50,0.38891,22,-0.8817,23,-0.7936,42,0.09410,25,-0.6689,36,-0.1113
ENSG00000197312,DDI2,21,-0.5548,32,0.05573,46,0.63129,40,0.39308,29,-0.1043,36,0.24380,30,-0.0168,10,-1.6369,31,0.00623
ENSG00000116786,PLEKHM2,115,0.00505,67,-1.0379,42,-1.5119,165,0.58424,185,0.77355,157,0.50850,109,-0.0828,168,0.61568,164,0.57674
ENSG00000065526,SPEN,138,0.34418,91,-0.4086,194,0.90839,190,0.87445,69,-0.7200,216,1.09313,56,-1.0438,50,-1.2121,52,-1.1411
ENSG00000116809,ZBTB17,24,0.44872,10,-1.1643,31,0.88617,7,-1.2887,18,0.03071,14,-0.3444,27,0.67089,23,0.39028,31,0.87393
ENSG00000037637,FBXO42,25,0.57640,18,0.04076,16,-0.1304,16,-0.0992,13,-0.4772,15,-0.1894,19,0.14559,15,-0.1878,18,0.04328
ENSG00000055070,SZRD1,11,-0.6680,8,-1.2329,16,-0.0616,14,-0.2056,27,0.78405,17,0.05451,27,0.78530,31,0.98204,22,0.41289
ENSG00000159363,ATP13A2,180,0.35770,175,0.44867,117,-0.3143,61,-1.2918,114,-0.3556,46,-1.7012,224,0.71622,100,-0.5543,180,0.35795
ENSG00000117118,SDHB,111,0.24765,116,0.45619,79,-0.2914,97,0.03329,54,-0.8718,31,-1.6969,113,0.28259,85,-0.1717,105,0.16687
ENSG00000117115,PADI2,8,-1.2506,5,-2.1059,5,-1.9466,9,-0.9427,20,0.19118,48,1.64037,13,-0.4921,81,2.67714,10,-0.8596
ENSG00000179051,RCC2,22,-0.0313,20,-0.2458,34,0.61664,21,-0.1385,34,0.62400,17,-0.4386,14,-0.7718,17,-0.4124,34,0.62362
ENSG00000074964,ARHGEF10L,4,-1.7887,17,0.36770,10,-0.5657,5,-1.6172,19,0.47782,16,0.16222,13,-0.1405,21,0.60208,16,0.18059
ENSG00000117154,IGSF21,76,-0.1952,88,0.04213,97,0.17412,100,0.22387,77,-0.1813,78,-0.1681,51,-0.8212,86,-0.0006,121,0.53331
ENSG00000159423,ALDH4A1,8,-0.6311,3,-2.2190,3,-1.8128,6,-0.9227,22,1.03786,22,0.99628,3,-2.0557,52,2.63059,12,0.01630
ENSG00000127481,UBR4,63,0.51461,46,0.03083,62,0.49846,60,0.43193,24,-0.9791,55,0.30258,41,-0.1575,35,-0.3889,21,-1.1745
ENSG00000127463,EMC1,31,0.13682,30,0.10100,44,0.68236,21,-0.4860,9,-1.6689,29,0.03618,27,-0.1176,48,0.81621,15,-1.0013
ENSG00000053372,MRTO4,39,-0.2633,41,-0.2249,45,-0.0432,64,0.52924,40,-0.2003,42,-0.1538,50,0.14802,37,-0.3123,69,0.64298
ENSG00000053371,AKR7A2,33,0.26326,27,-0.0539,21,-0.4736,18,-0.6434,22,-0.3351,20,-0.5383,15,-0.9716,69,1.49540,29,0.04335
ENSG00000077549,CAPZB,175,0.00728,195,0.25735,181,0.06185,185,0.09549,124,-0.5189,109,-0.7163,180,0.05272,155,-0.1773,197,0.19632
ENSG00000173436,MICOS10,371,-0.1323,310,-0.5359,217,-0.9492,326,-0.3301,579,0.57924,491,0.31300,690,0.87188,460,0.20796,464,0.22195
ENSG00000158747,NBL1,120,-0.4138,160,0.03740,128,-0.3182,185,0.26067,165,0.07359,90,-0.8505,186,0.26392,241,0.68758,131,-0.2861
ENSG00000169914,OTUD3,19,-0.1214,23,0.25659,46,1.32958,10,-1.0328,13,-0.6631,10,-1.0099,26,0.40808,13,-0.6073,14,-0.5371
ENSG00000162545,CAMK2N1,971,-0.9869,853,-1.4569,1039,-0.8851,4045,1.29673,2127,0.22441,2687,0.60211,767,-1.3419,3430,1.01047,3676,1.12961
ENSG00000090432,MUL1,19,0.22322,18,0.24538,23,0.55180,23,0.54411,13,-0.3104,6,-1.3803,7,-1.1801,15,-0.0774,15,-0.1169
ENSG00000183114,FAM43B,10,-1.0356,27,0.73622,26,0.42514,1,-3.7213,16,-0.2982,19,-0.1046,40,1.10427,13,-0.6060,5,-2.0948
ENSG00000158828,PINK1,531,0.17170,522,0.19985,293,-0.7517,330,-0.5677,534,0.17826,441,-0.1234,593,0.34781,362,-0.4295,550,0.22553
ENSG00000244038,DDOST,29,-0.4678,54,0.78883,42,0.13635,34,-0.2016,25,-0.6828,10,-1.9892,18,-1.1235,34,-0.2046,57,0.60664
ENSG00000117245,KIF17,9,-2.1573,68,1.40616,26,-0.6272,14,-1.5148,21,-0.9565,19,-1.1323,83,1.20925,9,-2.1280,21,-0.9459
ENSG00000189410,SH2D5,39,-0.2934,44,-0.1238,34,-0.5010,48,0.03943,32,-0.5992,23,-1.0526,27,-0.8506,67,0.55781,117,1.51286
ENSG00000127483,HP1BP3,190,-0.0224,184,-0.0983,291,0.66145,268,0.53036,125,-0.6620,267,0.52330,167,-0.2228,145,-0.4422,122,-0.7043
ENSG00000075151,EIF4G3,580,1.17478,329,0.33679,370,0.42528,407,0.57986,120,-1.3056,267,-0.0908,133,-1.1596,86,-1.8083,121,-1.2953
ENSG00000076864,RAP1GAP,53,-1.4171,171,0.53129,179,0.44058,86,-0.6941,99,-0.4867,88,-0.6675,154,0.19993,127,-0.0990,157,0.23622
ENSG00000090686,USP48,96,0.44139,86,0.38794,113,0.70425,64,-0.1984,25,-1.6183,78,0.11585,34,-1.1681,41,-0.8910,77,0.08871
ENSG00000070831,CDC42,205,-0.1014,299,0.74246,156,-0.5203,168,-0.4070,155,-0.5365,131,-0.7867,250,0.21065,176,-0.3366,187,-0.2448
ENSG00000133216,EPHB2,17,0.22040,17,0.33722,12,-0.3154,4,-1.7561,6,-1.2213,18,0.31211,6,-1.2872,28,1.02854,16,0.14811
ENSG00000004487,KDM1A,86,0.69553,72,0.60821,56,0.02606,31,-0.8901,19,-1.5950,43,-0.3901,40,-0.4909,48,-0.2300,54,-0.0467
ENSG00000169641,LUZP1,503,1.62011,190,-0.0180,222,0.23105,216,0.18932,135,-0.5430,153,-0.3458,179,-0.1029,49,-2.0427,81,-1.3009
ENSG00000125944,HNRNPR,98,-0.3780,149,0.39021,115,-0.1319,164,0.42640,80,-0.6955,119,-0.0807,118,-0.0871,109,-0.2090,104,-0.2898
ENSG00000142676,RPL11,445,-0.2190,337,-0.8311,275,-0.9568,526,0.04404,666,0.41917,672,0.43487,817,0.75432,831,0.78233,563,0.15193
ENSG00000011007,ELOA,34,0.53760,22,-0.1495,34,0.55036,30,0.33131,19,-0.3709,33,0.49131,14,-0.8572,16,-0.5945,20,-0.2941
ENSG00000057757,PITHD1,160,-0.0382,194,0.38419,121,-0.4722,120,-0.4754,138,-0.2699,122,-0.4511,215,0.43470,134,-0.3059,178,0.13082
ENSG00000011009,LYPLA2,19,-0.3442,25,0.07485,15,-0.7203,22,-0.1787,28,0.20179,23,-0.1187,17,-0.5568,36,0.59999,33,0.44831
ENSG00000117308,GALE,12,-0.5731,22,0.54851,18,0.08882,11,-0.6169,9,-0.9109,6,-1.5863,25,0.58153,11,-0.6330,26,0.65573
ENSG00000117305,HMGCL,4,-1.6569,12,-0.1036,13,0.06457,4,-1.4949,16,0.34624,13,0.00119,16,0.37451,19,0.60921,19,0.61414
ENSG00000189266,PNRC2,28,-1.0487,56,0.05855,65,0.27092,46,-0.2764,50,-0.1464,69,0.35030,42,-0.4008,84,0.68789,49,-0.1668
ENSG00000188529,SRSF10,44,-0.4273,56,-0.0609,85,0.61901,54,-0.0942,45,-0.3791,91,0.73350,38,-0.6348,62,0.10239,49,-0.2546
ENSG00000001461,NIPAL3,152,0.68260,114,0.30298,142,0.56749,69,-0.5533,54,-0.9220,104,0.07001,110,0.16767,58,-0.8155,47,-1.1474
ENSG00000133226,SRRM1,156,0.16211,128,-0.1950,267,1.04563,206,0.61118,74,-0.9930,286,1.16372,56,-1.4051,66,-1.1513,65,-1.1889
ENSG00000169504,CLIC4,12,-0.3156,3,-2.5725,7,-1.0757,3,-2.0623,34,1.41014,33,1.37956,8,-0.9275,58,2.44181,5,-1.5744
ENSG00000117614,SYF2,77,-0.3159,89,-0.1346,77,-0.3171,145,0.67913,93,-0.0359,148,0.71555,76,-0.3458,72,-0.4330,94,-0.0109
ENSG00000117616,RSRP1,22,-1.6331,58,-0.2451,236,2.23634,26,-1.3813,18,-1.9479,58,-0.1869,38,-0.8164,117,0.93806,36,-0.8883
ENSG00000183726,TMEM50A,35,-0.9383,68,0.10712,67,0.05639,52,-0.3519,41,-0.7103,66,0.03159,23,-1.5580,108,0.82387,114,0.90641
ENSG00000204178,MACO1,72,0.58862,54,0.18202,92,0.99615,74,0.61843,31,-0.7215,49,-0.0439,29,-0.8357,18,-1.5126,17,-1.5959
ENSG00000117643,MAN1C1,62,0.47850,43,-0.1560,22,-1.0843,93,1.14345,19,-1.3450,18,-1.3718,18,-1.4425,47,0.01957,102,1.31298
ENSG00000162430,SELENON,5,-1.7755,19,0.00853,18,-0.0686,15,-0.2747,13,-0.4919,13,-0.4712,14,-0.3870,44,1.43341,23,0.37452
ENSG00000117640,MTFR1L,58,0.02557,53,-0.1767,57,0.00173,50,-0.2239,65,0.20702,52,-0.1403,48,-0.2619,83,0.58523,63,0.14458
ENSG00000117632,STMN1,1037,-0.7338,2434,0.92031,1081,-0.6707,1303,-0.3852,878,-0.9862,1229,-0.4746,2435,0.60672,931,-0.8972,1390,-0.2843
ENSG00000158008,EXTL1,27,-0.8074,48,0.08192,46,0.01494,46,0.01390,41,-0.1560,46,0.02002,23,-1.0183,76,0.80715,53,0.22959
ENSG00000175087,PDIK1L,10,-0.6656,19,0.32462,29,0.89310,7,-1.2248,18,0.15937,8,-0.9703,21,0.42842,14,-0.2259,12,-0.4794
ENSG00000142684,ZNF593,43,0.30483,40,0.28759,16,-1.1969,43,0.30725,34,-0.0510,33,-0.1146,38,0.11327,32,-0.1451,24,-0.5845
ENSG00000142669,SH3BGRL3,174,-0.3018,249,0.36950,163,-0.4019,96,-1.2068,202,-0.0702,188,-0.1782,314,0.63699,166,-0.3751,236,0.17677
ENSG00000158062,UBXN11,10,-1.0510,17,-0.3374,12,-0.8081,19,-0.0716,31,0.69869,18,-0.1501,15,-0.4051,34,0.84220,33,0.80177
ENSG00000117682,DHDDS,11,-0.9106,21,0.00860,51,1.47963,6,-1.7493,10,-1.0496,18,-0.1797,33,0.72646,24,0.23213,11,-0.8811
ENSG00000198830,HMGN2,70,-0.9345,107,-0.3907,104,-0.3470,115,-0.1865,109,-0.2652,144,0.16475,129,-0.0059,302,1.40717,152,0.25309
ENSG00000117713,ARID1A,42,-0.3261,42,-0.4315,94,0.97378,55,0.10305,46,-0.1660,70,0.48356,43,-0.2784,55,0.10270,46,-0.1632
ENSG00000204160,ZDHHC18,17,0.33985,15,0.26212,26,1.01106,7,-1.0203,10,-0.5286,4,-1.8756,18,0.41432,13,-0.1135,9,-0.6381
ENSG00000142751,GPN2,15,-0.1069,16,0.03588,17,0.05744,17,0.06498,3,-2.5506,16,0.00981,17,0.11166,22,0.45703,22,0.45030
ENSG00000090273,NUDC,254,0.04662,244,-0.0220,161,-0.6582,343,0.52580,215,-0.2151,199,-0.3326,263,0.09910,202,-0.3156,348,0.54703
ENSG00000253368,TRNP1,108,0.81030,67,0.06875,23,-1.5428,42,-0.6567,78,0.27551,47,-0.5107,86,0.43885,44,-0.5974,85,0.41676
ENSG00000090020,SLC9A1,31,0.39973,33,0.73399,16,-0.6099,9,-1.4230,13,-0.9733,7,-1.7546,49,1.12195,21,-0.1998,12,-1.0934
ENSG00000142784,WDTC1,17,-0.5973,20,-0.4403,17,-0.6460,52,1.17072,36,0.56544,39,0.67497,8,-1.7127,29,0.22956,25,-0.0517
ENSG00000186501,TMEM222,22,-1.0486,41,-0.1332,52,0.26390,50,0.20105,34,-0.4091,27,-0.7309,41,-0.1053,76,0.89050,60,0.49523
ENSG00000158195,WASF2,6,-1.7957,7,-1.8494,10,-1.0638,21,0.10546,29,0.60347,66,2.04696,13,-0.6356,59,1.81229,7,-1.5483
