Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to5,Feature log2 fold change topic 3to5,Feature count topic 6to8,Feature log2 fold change topic 6to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000189339,SLC35E2B,10,-0.6942,25,0.70201,20,0.47294,14,-0.2267,16,-0.0218,7,-1.3067
ENSG00000215790,SLC35E2A,2,-3.0136,13,-0.7449,20,-0.0419,25,0.42980,36,0.91064,19,-0.1410
ENSG00000008130,NADK,21,-0.3919,30,0.17161,29,0.17818,29,0.19191,28,0.07663,13,-1.0596
ENSG00000078369,GNB1,227,-1.4186,588,0.05224,565,-0.0154,687,0.40513,715,0.37209,405,-0.5343
ENSG00000187730,GABRD,23,-3.1019,319,0.90989,259,0.76138,181,-0.0446,67,-1.5532,117,-0.7075
ENSG00000067606,PRKCZ,158,-0.7613,448,0.93034,276,0.15381,288,0.24247,175,-0.5967,92,-1.5728
ENSG00000162585,FAAP20,45,0.04268,71,0.77436,36,-0.3964,43,-0.0716,43,-0.0354,46,0.07070
ENSG00000157933,SKI,31,-0.6530,76,0.76912,31,-0.7829,34,-0.6158,60,0.37081,110,1.43655
ENSG00000157916,RER1,58,-0.0403,58,-0.0226,71,0.38248,50,-0.3313,69,0.23946,45,-0.4458
ENSG00000157911,PEX10,27,0.09708,25,-0.0189,17,-0.7146,27,0.12100,57,1.34685,12,-1.0894
ENSG00000149527,PLCH2,13,-0.6159,17,-0.2189,17,-0.2530,25,0.59335,5,-1.8128,30,0.74949
ENSG00000197921,HES5,0,-8.6649,30,0.29216,16,-0.7664,33,0.60361,66,1.68857,5,-2.3988
ENSG00000157873,TNFRSF14,7,-1.3525,12,-0.5742,15,-0.2084,25,0.86593,12,-0.5517,19,0.14311
ENSG00000157870,PRXL2B,19,-2.0067,90,0.32934,80,0.17339,88,0.38595,71,-0.0530,50,-0.5833
ENSG00000177133,PRDM16-DT,22,-0.3486,19,-0.6070,20,-0.6457,24,-0.2427,68,1.54905,35,0.36882
ENSG00000142611,PRDM16,20,0.12714,20,0.12861,8,-1.4586,21,0.21006,36,1.06144,24,0.41329
ENSG00000158109,TPRG1L,55,-2.0647,226,0.08671,296,0.72690,240,0.23588,153,-0.5307,100,-1.1787
ENSG00000130764,LRRC47,43,-0.9717,74,-0.1402,104,0.55582,89,0.20181,68,-0.2625,43,-0.9792
ENSG00000116198,CEP104,78,1.67852,37,0.36164,25,-0.2877,15,-1.2053,25,-0.2784,33,0.18599
ENSG00000198912,C1orf174,10,-0.8486,19,0.18244,24,0.67621,13,-0.5018,9,-0.9074,24,0.49249
ENSG00000196581,AJAP1,14,-1.7179,29,-0.6125,48,0.21933,60,0.71726,24,-0.8896,42,-0.0522
ENSG00000069424,KCNAB2,61,-2.1535,324,0.39732,252,-0.0118,295,0.31846,263,0.05810,248,-0.0368
ENSG00000116254,CHD5,89,-1.5337,568,1.47101,260,0.15748,177,-0.5995,140,-0.8443,302,0.36775
ENSG00000116251,RPL22,678,0.66161,238,-0.9992,295,-0.8167,555,0.43929,590,0.43044,473,0.06903
ENSG00000116237,ICMT,31,-0.5093,42,-0.0474,55,0.51702,43,-0.0144,41,-0.0970,25,-0.8422
ENSG00000097021,ACOT7,51,-2.2669,179,-0.3720,388,1.30740,231,0.04376,113,-1.0815,62,-1.9823
ENSG00000215788,TNFRSF25,4,-2.9716,21,-0.7471,40,0.36543,40,0.36008,15,-1.2144,57,0.85834
ENSG00000171680,PLEKHG5,8,-1.9123,26,-0.0912,32,0.30470,36,0.56963,23,-0.2932,16,-0.8296
ENSG00000162408,NOL9,41,-0.0948,71,0.80927,51,0.31525,33,-0.5209,47,0.11617,25,-0.8640
ENSG00000162413,KLHL21,33,-0.4695,46,0.04016,54,0.40504,44,-0.0429,50,0.17490,25,-0.9079
ENSG00000116273,PHF13,10,-0.6738,13,-0.3037,23,0.83246,14,-0.2964,10,-0.7387,16,-0.0267
ENSG00000007923,DNAJC11,30,-0.6266,60,0.48336,52,0.34096,38,-0.3136,38,-0.2428,46,0.06823
ENSG00000171735,CAMTA1,156,-1.3502,533,0.57773,455,0.42028,351,-0.1333,296,-0.3727,343,-0.1410
ENSG00000049245,VAMP3,91,1.83665,11,-1.5623,19,-0.9454,20,-0.8944,61,1.07356,38,0.30517
ENSG00000049246,PER3,64,0.70856,21,-1.0342,34,-0.3838,40,-0.0588,65,0.73675,42,-0.0018
ENSG00000116288,PARK7,154,-1.0771,157,-1.0547,295,-0.0943,453,0.86802,415,0.48166,122,-1.4323
ENSG00000116285,ERRFI1,13,-1.2376,31,0.09604,41,0.76410,32,0.16886,19,-0.6895,11,-1.4916
ENSG00000162426,SLC45A1,5,-2.2978,25,-0.0861,42,1.10196,21,-0.3810,16,-0.7679,25,-0.0795
ENSG00000142599,RERE,188,0.43175,125,-0.2266,154,0.13522,135,-0.1225,109,-0.4308,150,0.06740
ENSG00000074800,ENO1,308,-0.9417,415,-0.4818,599,0.12950,544,-0.0715,1108,1.14001,372,-0.6519
ENSG00000171612,SLC25A33,16,-1.5465,41,-0.0953,27,-0.8964,50,0.29617,104,1.48452,44,0.00063
ENSG00000171608,PIK3CD,5,-1.4970,35,1.49681,22,0.89365,7,-1.3336,7,-1.1469,12,-0.2213
ENSG00000171603,CLSTN1,264,-1.5972,695,-0.1147,1149,1.00201,698,-0.1360,445,-0.8088,518,-0.5751
ENSG00000178585,CTNNBIP1,35,0.01809,53,0.68635,35,0.01794,30,-0.3031,51,0.64315,13,-1.4570
ENSG00000162441,LZIC,95,1.04963,47,-0.1119,30,-0.9652,48,-0.1201,77,0.68084,54,0.09042
ENSG00000130939,UBE4B,61,0.56781,40,-0.1230,57,0.62200,35,-0.3745,26,-0.7832,25,-0.8132
ENSG00000054523,KIF1B,581,0.65310,424,0.13520,364,-0.1418,376,-0.0780,391,0.00176,288,-0.4781
ENSG00000142657,PGD,54,-0.0667,45,-0.3571,84,0.91118,47,-0.3464,47,-0.2848,24,-1.3304
ENSG00000241563,CORT,20,-0.6557,18,-0.7632,52,1.27604,13,-1.4610,43,0.55266,27,-0.1938
ENSG00000160049,DFFA,85,0.95728,51,0.10362,33,-0.7037,38,-0.4537,84,0.94459,44,-0.1148
ENSG00000142655,PEX14,10,-0.9516,13,-0.5321,29,1.09881,17,-0.1105,15,-0.3025,5,-1.8997
ENSG00000120948,TARDBP,115,0.35808,69,-0.4414,109,0.36184,88,-0.0815,91,-0.0102,52,-0.8801
ENSG00000271895,AL109811.2,16,-0.4685,17,-0.4378,30,0.67485,21,-0.1216,19,-0.2204,16,-0.4763
ENSG00000116649,SRM,44,-0.8974,76,-0.0765,76,-0.0919,93,0.34578,77,-0.0499,89,0.18382
ENSG00000171824,EXOSC10,53,0.84156,19,-0.7896,32,0.01509,28,-0.2856,26,-0.3334,42,0.42990
ENSG00000198793,MTOR,24,-0.7790,14,-1.5366,48,0.41669,43,0.21326,45,0.21454,36,-0.1284
ENSG00000116661,FBXO2,97,-0.8697,110,-0.6755,161,-0.1074,158,-0.1429,348,1.21622,184,0.12774
ENSG00000132879,FBXO44,50,-1.3572,147,0.31770,162,0.65468,104,-0.2999,87,-0.5069,124,0.05023
ENSG00000116670,MAD2L2,24,0.06757,15,-0.5966,16,-0.6327,32,0.73388,14,-0.7967,31,0.48336
ENSG00000177000,MTHFR,19,-0.2495,11,-1.0633,32,0.78029,21,-0.1306,23,0.00176,13,-0.8356
ENSG00000011021,CLCN6,31,-1.5279,123,0.60161,109,0.54349,76,-0.2078,87,0.04733,51,-0.7868
ENSG00000116685,KIAA2013,54,0.61970,28,-0.4358,41,0.18893,34,-0.1705,38,0.06139,26,-0.5531
ENSG00000083444,PLOD1,19,0.00608,11,-0.8146,14,-0.4769,16,-0.3111,39,1.23767,26,0.55585
ENSG00000116688,MFN2,125,-0.1527,121,-0.2150,174,0.50734,138,-0.0062,121,-0.2058,77,-0.8988
ENSG00000048707,VPS13D,68,0.16008,78,0.38895,77,0.47845,44,-0.6295,44,-0.5222,61,-0.0009
ENSG00000162496,DHRS3,38,0.19149,31,-0.0957,19,-1.0542,22,-0.7778,99,1.91423,42,0.38876
ENSG00000116731,PRDM2,175,0.12738,195,0.30143,160,-0.0185,124,-0.5246,75,-1.1893,321,1.15213
ENSG00000189337,KAZN,98,0.85577,58,-0.0095,69,0.35841,38,-0.8249,40,-0.5995,67,0.23228
ENSG00000142634,EFHD2,52,-0.3199,149,1.44092,90,0.76517,25,-1.6476,36,-0.8936,57,-0.1976
ENSG00000116138,DNAJC16,18,-1.0030,40,0.20009,41,0.27888,38,0.10907,29,-0.3234,34,-0.0899
ENSG00000197312,DDI2,31,0.01576,21,-0.5723,38,0.42537,26,-0.3451,30,-0.0170,35,0.19697
ENSG00000116786,PLEKHM2,55,-0.9632,139,0.48642,75,-0.6118,129,0.48606,124,0.29928,100,-0.0489
ENSG00000065526,SPEN,355,1.95444,98,-0.2915,56,-1.3397,71,-0.9384,99,-0.2771,240,1.20764
ENSG00000116809,ZBTB17,25,0.06491,21,-0.2125,21,-0.2529,26,0.11095,22,-0.1639,33,0.51764
ENSG00000037637,FBXO42,17,-0.5625,18,-0.4342,33,0.67777,15,-0.8888,22,-0.1890,42,0.88806
ENSG00000055070,SZRD1,40,0.40552,46,0.62647,19,-0.9250,26,-0.3840,45,0.59066,47,0.67400
ENSG00000219481,NBPF1,29,0.65865,17,-0.1893,15,-0.5184,20,0.09974,31,0.76190,11,-0.8404
ENSG00000159363,ATP13A2,36,-1.7633,200,0.91319,158,0.69775,102,-0.2540,87,-0.4393,52,-1.2346
ENSG00000117118,SDHB,30,-1.2716,53,-0.4393,94,0.66504,74,0.11347,90,0.41065,21,-1.8349
ENSG00000117115,PADI2,321,2.46859,59,-0.5486,26,-2.0134,47,-1.0809,152,0.98595,87,0.05986
ENSG00000179051,RCC2,4,-2.4191,25,0.38983,32,1.16417,16,-0.4158,11,-0.9082,12,-0.7096
ENSG00000074964,ARHGEF10L,13,-0.7499,23,0.06423,18,-0.4059,25,0.26355,17,-0.3641,37,0.88618
ENSG00000117154,IGSF21,39,-0.9058,47,-0.6254,92,0.60557,71,0.03583,61,-0.1989,62,-0.1923
ENSG00000159423,ALDH4A1,24,-0.6245,53,0.59873,21,-1.0163,42,0.28551,75,1.20460,24,-0.6316
ENSG00000127481,UBR4,45,0.94263,23,-0.1566,21,-0.3876,17,-0.7077,34,0.44417,38,0.63826
ENSG00000127463,EMC1,31,-0.4511,31,-0.4222,53,0.57239,45,0.18085,36,-0.2235,18,-1.2316
ENSG00000053372,MRTO4,15,-1.3724,47,0.37899,51,0.71214,35,-0.1352,30,-0.3565,22,-0.8106
ENSG00000053371,AKR7A2,49,0.22669,27,-0.7061,36,-0.3043,44,0.06686,82,1.09142,26,-0.7425
ENSG00000077549,CAPZB,115,-0.5036,138,-0.2203,174,0.18289,159,-0.0069,173,0.13252,168,0.08478
ENSG00000173436,MICOS10,111,-1.2597,148,-0.8254,220,-0.2724,376,0.91699,338,0.48162,134,-0.9840
ENSG00000158747,NBL1,76,-1.1734,227,0.54395,188,0.30824,139,-0.3155,152,-0.1076,191,0.25832
ENSG00000169914,OTUD3,13,-0.3692,26,0.69074,21,0.44445,12,-0.6111,14,-0.2747,16,-0.0467
ENSG00000162545,CAMK2N1,840,-1.3134,1326,-0.6175,1281,-0.8162,3014,0.99427,2245,0.21693,2337,0.28184
ENSG00000090432,MUL1,14,-0.4762,24,0.38036,19,-0.0502,23,0.40130,16,-0.2371,11,-0.8161
ENSG00000158828,PINK1,199,-1.0663,478,0.31069,461,0.33450,430,0.18115,376,-0.0767,218,-0.9232
ENSG00000244038,DDOST,11,-1.6317,13,-1.3704,43,0.68791,38,0.38515,31,-0.0405,18,-0.8150
ENSG00000117245,KIF17,6,-2.1926,29,0.18552,34,0.64953,27,0.13899,19,-0.4921,17,-0.6011
ENSG00000189410,SH2D5,6,-3.3156,58,-0.0160,82,0.72722,74,0.49713,26,-1.2395,31,-0.9867
ENSG00000127483,HP1BP3,383,0.65049,238,-0.1282,246,-0.0970,197,-0.5204,253,-0.0276,373,0.60798
ENSG00000075151,EIF4G3,203,0.31826,124,-0.4692,186,0.23438,144,-0.2903,93,-0.9098,256,0.70679
ENSG00000117298,ECE1,30,1.02298,19,0.28214,14,-0.3445,5,-1.9626,24,0.60317,33,1.17845
ENSG00000076864,RAP1GAP,54,-1.1410,146,0.39974,171,0.92679,96,-0.3320,64,-0.8855,73,-0.6880
ENSG00000090686,USP48,125,0.96561,46,-0.6539,65,-0.1469,64,-0.1839,40,-0.8721,102,0.61627
ENSG00000070831,CDC42,179,-0.2540,219,0.06826,278,0.61843,198,-0.1179,179,-0.2507,94,-1.2354
ENSG00000004487,KDM1A,22,-1.3253,29,-0.9563,69,0.57631,66,0.45257,41,-0.4028,35,-0.6458
ENSG00000169641,LUZP1,47,-1.2876,145,0.45878,127,0.31314,84,-0.5030,61,-0.8943,206,1.05859
ENSG00000125944,HNRNPR,176,0.46856,77,-0.8425,149,0.25474,144,0.17880,112,-0.2612,77,-0.8368
ENSG00000117318,ID3,37,0.80570,1,-4.4054,1,-4.3011,0,-7.4329,104,2.87684,83,2.33366
ENSG00000142676,RPL11,550,0.53738,170,-1.3040,238,-0.9580,466,0.34673,686,0.91233,442,0.17751
ENSG00000011007,ELOA,42,0.66844,24,-0.2236,24,-0.2714,25,-0.2398,13,-1.1429,52,1.04774
ENSG00000057757,PITHD1,122,-0.6688,159,-0.2614,262,0.75212,201,0.14244,111,-0.8144,94,-1.0761
ENSG00000011009,LYPLA2,16,-0.6198,22,-0.1584,27,0.23906,28,0.34308,21,-0.2268,16,-0.6242
ENSG00000117305,HMGCL,11,-0.5720,15,-0.0894,13,-0.4595,21,0.50177,27,0.82335,9,-0.8966
ENSG00000189266,PNRC2,58,-0.1137,29,-1.1781,67,0.12777,64,0.02948,83,0.45222,66,0.07664
ENSG00000188529,SRSF10,87,0.45090,44,-0.6221,68,0.07135,66,0.00339,63,-0.0755,62,-0.0911
ENSG00000001461,NIPAL3,308,1.86557,107,-0.0005,97,-0.1909,62,-1.0082,71,-0.6291,102,-0.0618
ENSG00000133226,SRRM1,535,2.01418,92,-0.9682,81,-1.3770,73,-1.5619,75,-1.2791,560,2.11090
ENSG00000169504,CLIC4,244,3.07166,27,-0.9347,16,-1.9350,14,-2.1635,71,0.57954,66,0.44770
ENSG00000117614,SYF2,136,0.55539,77,-0.3495,68,-0.6636,89,-0.1664,128,0.45371,153,0.75683
ENSG00000117616,RSRP1,114,0.51132,62,-0.4748,112,0.65335,57,-0.7437,76,-0.1551,77,-0.1314
ENSG00000183726,TMEM50A,61,-0.5446,68,-0.3890,89,0.06231,106,0.43692,104,0.28840,48,-0.9268
ENSG00000204178,MACO1,71,0.56504,40,-0.3552,47,-0.1215,42,-0.3497,31,-0.7442,92,1.00585
ENSG00000117643,MAN1C1,16,-1.7243,26,-1.0091,65,0.57805,59,0.38372,35,-0.5285,47,-0.0847
ENSG00000162430,SELENON,27,-0.4407,27,-0.4269,28,-0.4780,41,0.29652,50,0.56089,45,0.38907
ENSG00000117640,MTFR1L,52,-0.8133,103,0.25659,102,0.30668,93,0.10025,76,-0.2372,67,-0.4344
ENSG00000117632,STMN1,782,-0.7403,1132,-0.1624,1676,0.64399,1435,0.28683,779,-0.7443,510,-1.3890
ENSG00000158008,EXTL1,11,-2.3226,98,0.98665,63,0.31153,50,-0.1654,52,-0.0638,42,-0.3920
ENSG00000175087,PDIK1L,15,-0.0415,18,0.19035,25,1.09283,7,-1.2992,19,0.27815,7,-1.2233
ENSG00000142684,ZNF593,4,-2.6407,29,0.12189,36,0.62901,27,0.02811,19,-0.5400,27,0.01482
ENSG00000142669,SH3BGRL3,161,0.08871,185,0.31241,187,0.44062,141,-0.1672,122,-0.3514,75,-1.1091
ENSG00000158062,UBXN11,11,-1.0419,35,0.71661,13,-1.0172,28,0.49530,39,0.88256,16,-0.4959
ENSG00000117682,DHDDS,11,-0.7352,29,0.77336,25,0.66317,12,-0.7033,11,-0.7116,18,0.02602
ENSG00000198830,HMGN2,315,0.46645,129,-0.9416,191,-0.4266,237,0.00339,421,0.95727,219,-0.1241
ENSG00000117713,ARID1A,116,0.66724,62,-0.3468,78,0.01845,60,-0.4910,102,0.44873,79,0.02578
ENSG00000204160,ZDHHC18,12,-0.7181,21,0.10361,28,0.74957,14,-0.6439,16,-0.2911,22,0.19444
ENSG00000142751,GPN2,29,0.72730,23,0.28937,16,-0.2629,21,0.19225,16,-0.2889,9,-1.0828
ENSG00000090273,NUDC,132,-0.8516,183,-0.3473,235,0.05771,303,0.62957,196,-0.2422,156,-0.5922
ENSG00000253368,TRNP1,9,-2.7578,51,-0.2266,79,0.61966,78,0.61276,39,-0.6347,22,-1.5167
ENSG00000090020,SLC9A1,8,-1.5791,55,1.54562,30,0.63509,14,-0.8432,6,-1.8678,21,-0.0446
ENSG00000142784,WDTC1,24,-0.7191,61,0.78555,35,-0.1694,38,-0.0046,45,0.28271,31,-0.3206
ENSG00000186501,TMEM222,53,-0.0215,87,0.79681,53,-0.0099,52,-0.0738,40,-0.4536,41,-0.4220
ENSG00000158195,WASF2,152,1.86953,41,-0.3761,22,-1.5237,32,-0.9036,59,0.20797,106,1.19254
ENSG00000126705,AHDC1,38,-0.3294,76,0.78233,52,0.18423,37,-0.4723,51,0.11884,41,-0.2185
ENSG00000126709,IFI6,112,-0.0139,166,0.62917,150,0.63018,64,-1.0471,115,0.03509,92,-0.3256
ENSG00000009780,FAM76A,25,0.05037,12,-1.0323,26,0.15100,26,0.17784,14,-0.8469,34,0.52900
ENSG00000117758,STX12,115,0.04559,104,-0.1140,128,0.29043,116,0.08329,110,-0.0224,55,-1.1011
ENSG00000117751,PPP1R8,40,0.22159,31,-0.1671,47,0.63486,29,-0.3868,37,0.08522,15,-1.2929
ENSG00000117748,RPA2,31,-0.6319,18,-1.4453,59,0.54273,55,0.39546,41,-0.1744,27,-0.8149
ENSG00000126698,DNAJC8,176,0.11024,134,-0.3305,143,-0.2797,164,-0.0031,176,0.11097,237,0.59969
ENSG00000130770,ATP5IF1,130,-1.6615,130,-1.6670,392,0.04274,615,1.10569,364,-0.0877,198,-1.0314
ENSG00000204138,PHACTR4,101,2.24037,30,0.07163,9,-2.0191,14,-1.2510,20,-0.5575,68,1.44918
ENSG00000180098,TRNAU1AP,31,0.63661,17,-0.3297,21,-0.0554,23,0.20121,11,-0.9592,20,-0.0762
ENSG00000120656,TAF12,10,-0.6751,12,-0.4817,19,0.27851,22,0.66198,14,-0.2828,5,-1.7759
ENSG00000198492,YTHDF2,56,-0.6317,87,0.05607,130,1.02813,68,-0.3958,67,-0.3601,31,-1.5006
ENSG00000116329,OPRD1,2,-2.9487,20,0.44982,24,1.02083,16,0.05643,4,-1.8407,8,-1.0612
ENSG00000159023,EPB41,6,-1.4920,18,0.07462,16,-0.0708,13,-0.4239,16,-0.0524,39,1.41510
ENSG00000116350,SRSF4,125,0.88352,87,0.28018,60,-0.3891,43,-1.0008,44,-0.7784,167,1.40394
ENSG00000116353,MECR,12,-1.2126,32,0.27191,36,0.62808,27,-0.0192,35,0.41120,3,-3.2453
ENSG00000060656,PTPRU,12,-0.2497,17,0.27492,20,0.78787,6,-1.6221,13,-0.1855,23,0.77286
ENSG00000162512,SDC3,180,0.41928,189,0.49962,103,-0.5741,104,-0.5683,246,0.95226,153,0.15635
ENSG00000134644,PUM1,187,0.03622,233,0.39671,206,0.25888,176,-0.0741,121,-0.6484,138,-0.4418
ENSG00000121766,ZCCHC17,138,0.00933,109,-0.3663,146,0.12623,155,0.26228,62,-1.2284,160,0.24833
ENSG00000121769,FABP3,16,-1.9335,84,0.63548,86,0.93824,54,-0.1050,32,-0.8846,18,-1.7530
ENSG00000162517,PEF1,37,-0.8136,58,-0.1153,78,0.46854,69,0.19962,59,-0.0784,31,-1.0718
ENSG00000084636,COL16A1,54,1.07418,25,-0.2084,24,-0.3059,15,-1.1984,35,0.34627,52,1.02216
ENSG00000121753,ADGRB2,83,-1.3798,205,0.00957,249,0.44133,254,0.48128,140,-0.5822,96,-1.1660
ENSG00000184007,PTP4A2,1082,2.82387,173,-0.5469,132,-1.1564,155,-0.8723,123,-1.0662,215,-0.2097
ENSG00000121774,KHDRBS1,138,-0.3714,136,-0.3861,184,0.10941,187,0.14454,192,0.15825,165,-0.0884
ENSG00000121775,TMEM39B,16,0.18077,25,0.91151,16,0.20159,13,-0.1621,4,-1.9734,12,-0.3402
ENSG00000025800,KPNA6,48,-0.3555,41,-0.5778,67,0.23417,49,-0.3791,53,-0.1761,107,0.96534
ENSG00000084652,TXLNA,39,0.27783,39,0.28205,33,-6.4191,26,-0.4038,24,-0.4938,47,0.60381
ENSG00000160050,CCDC28B,15,-0.5954,18,-0.2754,12,-1.0157,27,0.47427,29,0.49756,35,0.81733
ENSG00000084623,EIF3I,50,-1.0203,71,-0.4887,124,0.53495,111,0.28098,94,-0.0465,50,-1.0164
ENSG00000175130,MARCKSL1,702,2.48800,156,-0.2527,68,-1.7632,94,-1.2322,336,1.02297,146,-0.3509
ENSG00000160058,BSDC1,72,0.31292,54,-0.1371,69,0.32455,62,0.09246,33,-0.9133,40,-0.5985
ENSG00000160062,ZBTB8A,5,-1.8485,12,-0.6395,13,-0.5501,24,0.60325,5,-1.9089,47,1.61567
ENSG00000176261,ZBTB8OS,32,-0.0296,16,-1.1041,29,-0.2341,42,0.53105,49,0.67039,17,-0.9913
ENSG00000162521,RBBP4,111,0.16774,71,-0.5301,110,0.19805,91,-0.2006,116,0.23522,101,0.01127
ENSG00000162522,KIAA1522,3,-2.9088,27,0.19146,23,-0.0494,32,0.67042,29,0.34726,12,-1.0588
ENSG00000134684,YARS,43,-1.2356,65,-0.6174,149,1.00961,105,0.17457,42,-1.2796,52,-0.9484
ENSG00000116497,S100PBP,45,1.54260,13,-0.4668,17,-0.0977,14,-0.4944,9,-1.0336,20,0.15870
ENSG00000160097,FNDC5,5,-2.8263,53,0.72941,41,0.43000,28,-0.3566,27,-0.3414,45,0.44744
ENSG00000121905,HPCA,27,-2.7655,185,0.13837,199,0.33631,229,0.66430,109,-0.6897,93,-0.9350
ENSG00000121900,TMEM54,28,-0.4037,43,0.29497,29,-0.4110,36,0.00630,66,0.99829,27,-0.4290
ENSG00000116514,RNF19B,6,-1.5756,16,-0.1168,24,0.76504,12,-0.6628,23,0.46906,18,0.05346
ENSG00000004455,AK2,63,1.28897,35,0.28543,22,-0.5053,22,-0.5054,41,0.56433,18,-0.7420
ENSG00000142920,AZIN2,28,0.29479,18,-0.3616,32,0.72042,17,-0.5274,13,-0.8414,23,-0.0162
ENSG00000160094,ZNF362,23,-0.0590,42,0.94745,26,0.24963,15,-0.8805,26,0.16634,21,-0.1693
ENSG00000134686,PHC2,65,0.34073,53,-0.0001,59,0.23571,46,-0.2486,34,-0.6826,59,0.17465
ENSG00000163866,SMIM12,26,-1.2903,55,-0.1389,85,0.75446,65,0.16607,54,-0.1819,19,-1.7796
ENSG00000116544,DLGAP3,5,-3.3906,59,0.26842,34,-0.7304,74,0.90444,49,-0.0177,61,0.32493
ENSG00000163867,ZMYM6,23,-0.2221,19,-0.4706,30,0.24797,24,-0.1932,28,0.12567,32,0.30573
ENSG00000116560,SFPQ,581,1.37840,192,-0.4721,209,-0.4177,160,-0.9070,186,-0.5164,520,1.17627
ENSG00000146463,ZMYM4,67,0.22391,51,-0.2234,60,0.07071,55,-0.1034,60,0.05243,58,-0.0101
ENSG00000142687,KIAA0319L,65,0.14066,74,0.36272,58,-0.0470,62,0.10971,33,-0.8910,59,-0.0010
ENSG00000020129,NCDN,189,-1.6068,586,0.14090,669,0.47725,648,0.40469,320,-0.8066,323,-0.7924
ENSG00000126067,PSMB2,80,-0.4754,99,-0.1381,146,0.67103,97,-0.2202,68,-0.7286,104,-0.0503
ENSG00000142686,C1orf216,8,-3.3440,97,0.28474,127,1.03666,74,-0.2000,51,-0.7349,55,-0.6111
ENSG00000134698,AGO4,24,0.52464,25,0.56405,17,-0.1162,12,-0.7044,16,-0.1169,24,0.50944
ENSG00000092847,AGO1,54,0.35707,49,0.19828,53,0.45884,31,-0.6547,46,0.10577,30,-0.5424
ENSG00000126070,AGO3,89,1.25503,33,-0.3848,37,-0.2519,26,-0.8881,32,-0.4498,78,1.02185
ENSG00000116863,ADPRHL2,17,0.04314,19,0.18047,26,0.99756,12,-0.6309,10,-0.7043,7,-1.2811
ENSG00000054116,TRAPPC3,21,-1.0042,23,-0.9315,53,0.53581,48,0.32114,33,-0.3335,33,-0.3634
