Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to4,Feature log2 fold change topic 2to4,Feature count topic 5to9,Feature log2 fold change topic 5to9,Feature count topic 10to12,Feature log2 fold change topic 10to12
ENSG00000057757,PITHD1,71,-1.0908,104,-0.6006,199,0.88960,121,-0.3327
ENSG00000011009,LYPLA2,9,-1.5508,20,-0.4349,29,0.31209,31,0.37701
ENSG00000117308,GALE,9,-0.8015,13,-0.3184,20,0.56277,14,-0.1902
ENSG00000117305,HMGCL,12,-0.3885,19,0.36766,17,0.21952,11,-0.6000
ENSG00000189266,PNRC2,89,0.61659,65,0.11846,62,0.04166,46,-0.5233
ENSG00000188529,SRSF10,102,0.52365,76,0.08303,72,-0.0418,62,-0.2933
ENSG00000001461,NIPAL3,259,1.41095,86,-0.4707,111,0.00319,86,-0.4676
ENSG00000133226,SRRM1,396,1.71697,89,-0.8498,115,-0.5026,159,0.21278
ENSG00000169504,CLIC4,228,2.07137,147,1.77608,20,-2.3704,19,-2.1666
ENSG00000117614,SYF2,147,0.68336,115,0.35337,83,-0.3509,82,-0.2837
ENSG00000117616,RSRP1,85,-0.0904,75,-0.3539,110,0.52604,75,-0.3488
ENSG00000183726,TMEM50A,77,-0.0219,88,0.22751,94,0.49284,42,-1.0847
ENSG00000204178,MACO1,53,0.09324,32,-0.8288,63,0.58597,47,-0.1084
ENSG00000117643,MAN1C1,26,-0.8632,53,0.27186,54,0.40963,33,-0.6166
ENSG00000162430,SELENON,40,0.18859,65,1.28574,21,-1.0990,30,-0.3464
ENSG00000117640,MTFR1L,31,-0.9015,49,-0.2682,67,0.44236,56,-0.0443
ENSG00000117632,STMN1,819,-0.4371,606,-1.0375,1592,1.13902,807,-0.5445
ENSG00000158008,EXTL1,7,-2.6384,31,-0.6546,52,0.40167,58,0.53296
ENSG00000175087,PDIK1L,6,-1.2330,3,-2.3221,17,0.40656,25,1.08330
ENSG00000142684,ZNF593,26,-0.2888,36,0.24287,34,0.16078,26,-0.3802
ENSG00000142669,SH3BGRL3,165,-0.1139,190,0.13352,194,0.22072,142,-0.4105
ENSG00000158062,UBXN11,5,-2.0066,16,-0.3615,23,0.41900,22,0.24657
ENSG00000117682,DHDDS,11,-1.0005,20,-0.0625,26,0.55963,17,-0.3995
ENSG00000198830,HMGN2,280,0.94612,232,0.82218,127,-0.4857,89,-1.0059
ENSG00000117713,ARID1A,122,0.93282,67,-0.0321,58,-0.3850,69,0.02070
ENSG00000204160,ZDHHC18,12,-0.8504,18,-0.3477,25,0.43440,21,0.02507
ENSG00000142751,GPN2,23,0.25784,15,-0.4221,22,0.36967,17,-0.2176
ENSG00000090273,NUDC,126,-0.5740,172,-0.1094,233,0.66030,129,-0.6408
ENSG00000253368,TRNP1,8,-2.4095,27,-0.7970,51,0.52770,53,0.46346
ENSG00000090020,SLC9A1,6,-1.9435,9,-1.5901,28,0.39735,38,0.95471
ENSG00000142784,WDTC1,28,-0.0001,23,-0.3346,29,0.11386,30,0.16203
ENSG00000186501,TMEM222,46,-0.0620,40,-0.3267,49,0.05692,54,0.24827
ENSG00000158195,WASF2,148,2.37824,47,0.41745,15,-1.8717,32,-0.3465
ENSG00000126705,AHDC1,53,0.09544,34,-0.6911,54,0.21315,57,0.27485
ENSG00000126709,IFI6,118,-0.0041,116,-0.0425,121,0.06954,115,-0.0469
ENSG00000009780,FAM76A,37,0.62783,13,-1.0935,34,0.86080,18,-0.6317
ENSG00000117758,STX12,120,0.11636,117,0.08643,125,0.28799,82,-0.5730
ENSG00000117751,PPP1R8,47,0.73409,31,0.10861,34,0.36545,14,-1.2218
ENSG00000117748,RPA2,24,-0.7997,44,0.19253,48,0.48334,28,-0.6532
ENSG00000126698,DNAJC8,229,0.36828,168,-0.1438,185,0.04714,173,-0.0893
ENSG00000130770,ATP5IF1,141,-1.3032,303,-0.1669,464,0.97334,201,-0.8974
ENSG00000204138,PHACTR4,78,2.26672,14,-0.7138,13,-0.9954,22,0.09823
ENSG00000180098,TRNAU1AP,31,0.45383,21,-0.2152,26,0.28212,19,-0.4027
ENSG00000120656,TAF12,13,-0.3574,21,0.51073,17,0.09964,11,-0.6203
ENSG00000198492,YTHDF2,60,-0.3838,64,-0.3357,92,0.46836,70,-0.1673
ENSG00000159023,EPB41,4,-2.2759,22,0.11886,17,-0.4592,31,0.84126
ENSG00000116350,SRSF4,143,1.05442,59,-0.4334,68,-0.2240,79,0.10380
ENSG00000116353,MECR,13,-1.1034,16,-0.9068,33,0.55456,32,0.33831
ENSG00000060656,PTPRU,15,-0.2239,13,-0.4989,21,0.44916,17,-0.0527
ENSG00000162511,LAPTM5,1,-4.1578,62,2.23316,14,-1.2354,15,-0.8982
ENSG00000162512,SDC3,89,-0.0556,133,0.75858,82,-0.2676,68,-0.5391
ENSG00000134644,PUM1,149,-0.0725,109,-0.6575,162,0.09209,196,0.45561
ENSG00000121766,ZCCHC17,123,0.13883,95,-0.3171,135,0.47026,90,-0.4099
ENSG00000121769,FABP3,18,-1.9562,29,-1.4157,102,1.31117,60,-0.1849
ENSG00000162517,PEF1,39,-0.9307,45,-0.8085,98,0.91005,63,-0.2281
ENSG00000084636,COL16A1,79,1.40951,20,-0.9196,33,-0.0144,33,-0.0666
ENSG00000121753,ADGRB2,60,-1.8162,147,-0.5524,279,0.98204,162,-0.3754
ENSG00000184007,PTP4A2,856,2.38155,166,-0.5349,150,-0.8562,185,-0.3387
ENSG00000121774,KHDRBS1,140,0.07226,157,0.32412,145,0.19920,90,-0.7256
ENSG00000121775,TMEM39B,6,-1.2695,2,-2.7379,20,0.71084,23,0.86085
ENSG00000025800,KPNA6,70,-0.1533,68,-0.2478,85,0.22815,77,-0.0022
ENSG00000084652,TXLNA,26,-0.1127,36,0.45582,24,-0.3453,28,-0.0091
ENSG00000160050,CCDC28B,11,-0.9126,37,1.35705,15,-0.6597,14,-0.5832
ENSG00000084623,EIF3I,62,-0.7735,127,0.41225,117,0.33046,69,-0.7123
ENSG00000175130,MARCKSL1,789,2.52936,267,0.69376,83,-1.6819,94,-1.2432
ENSG00000160058,BSDC1,57,0.03823,52,-0.1352,56,0.02646,58,0.08084
ENSG00000160062,ZBTB8A,35,1.18498,9,-1.1362,19,0.34808,15,-0.2341
ENSG00000176261,ZBTB8OS,20,-0.8720,41,0.32594,37,0.15138,30,-0.2781
ENSG00000162521,RBBP4,125,0.26228,114,0.14718,109,0.07094,86,-0.3845
ENSG00000162522,KIAA1522,0,-5.7692,17,-0.2121,23,0.56689,19,0.08168
ENSG00000134684,YARS,43,-1.3233,83,-0.3869,137,0.79596,85,-0.3420
ENSG00000116497,S100PBP,26,0.58700,27,0.80350,12,-0.8094,16,-0.2201
ENSG00000160097,FNDC5,2,-3.8296,9,-1.9370,38,0.66343,46,0.89557
ENSG00000121905,HPCA,18,-3.4097,142,-0.4775,277,1.22155,128,-0.6671
ENSG00000121900,TMEM54,25,-0.5804,45,0.38475,30,-0.4894,45,0.37794
ENSG00000004455,AK2,63,0.81292,69,1.28320,22,-1.1367,26,-0.7108
ENSG00000142920,AZIN2,11,-1.0609,22,0.00119,27,0.55843,17,-0.4565
ENSG00000160094,ZNF362,11,-0.9030,26,0.48719,20,-0.0331,18,-0.2067
ENSG00000134686,PHC2,80,0.55470,55,-0.0387,55,-0.0551,52,-0.1599
ENSG00000163866,SMIM12,31,-0.9262,63,0.23282,56,-0.0294,59,0.08471
ENSG00000116544,DLGAP3,10,-2.3364,58,0.36722,48,-0.0186,51,0.13620
ENSG00000163867,ZMYM6,15,-0.5963,20,-0.2519,23,0.07993,27,0.32382
ENSG00000116560,SFPQ,368,0.87834,165,-0.4829,206,-0.0866,224,0.09153
ENSG00000146463,ZMYM4,52,-0.0509,44,-0.3898,58,0.17507,58,0.15071
ENSG00000142687,KIAA0319L,52,-0.3623,71,0.16036,67,0.05885,61,-0.1104
ENSG00000020129,NCDN,65,-2.7788,220,-1.1331,675,1.52880,303,-0.5862
ENSG00000126067,PSMB2,93,-0.0283,87,-0.1558,117,0.56688,65,-0.6646
ENSG00000142686,C1orf216,31,-1.5042,42,-1.2493,132,1.34247,68,-0.3999
ENSG00000134698,AGO4,26,0.56068,16,-0.2514,15,-0.3921,23,0.43444
ENSG00000092847,AGO1,37,-0.0926,30,-0.4793,44,0.29104,41,0.09173
ENSG00000126070,AGO3,113,1.57913,25,-1.0115,39,-0.3005,49,0.20407
ENSG00000116863,ADPRHL2,24,0.34781,24,0.46676,18,-0.1278,14,-0.5483
ENSG00000054116,TRAPPC3,14,-1.6275,41,0.00327,52,0.65099,32,-0.4851
ENSG00000116871,MAP7D1,259,0.46471,150,-0.4674,222,0.35760,168,-0.2713
ENSG00000054118,THRAP3,182,0.56483,112,-0.2515,120,-0.1506,138,0.15865
ENSG00000196182,STK40,20,0.21132,18,0.09375,16,-0.2239,18,0.09759
ENSG00000181817,LSM10,5,-2.7107,35,0.12091,42,0.65063,25,-0.4913
ENSG00000116885,OSCP1,3,-2.2021,4,-2.0953,25,1.33925,17,0.10939
ENSG00000116898,MRPS15,18,-1.4182,42,-0.1440,59,0.68865,37,-0.4133
ENSG00000163873,GRIK3,17,-0.4429,10,-1.4161,32,0.99206,21,-0.0828
ENSG00000163875,MEAF6,68,-0.7286,93,-0.3049,131,0.46532,105,-0.0860
ENSG00000163877,SNIP1,11,-0.6284,21,0.33989,19,0.23269,13,-0.4935
ENSG00000134697,GNL2,38,0.84201,28,0.44160,22,-0.0876,13,-0.9602
ENSG00000116922,C1orf109,7,-1.4569,29,0.92372,20,0.18220,9,-1.1206
ENSG00000185090,MANEAL,7,-1.5149,5,-2.2956,29,1.02246,26,0.45479
ENSG00000197982,C1orf122,229,0.47090,246,0.75729,145,-0.3760,117,-0.6749
ENSG00000188786,MTF1,37,1.26232,12,-0.6157,15,-0.2316,18,0.10630
ENSG00000183431,SF3A3,38,-0.0955,32,-0.4279,49,0.50731,35,-0.2475
ENSG00000183520,UTP11,31,-0.1417,31,-0.1612,40,0.39534,28,-0.3278
ENSG00000185668,POU3F1,0,-6.7655,9,-0.8872,15,0.14134,24,1.03486
ENSG00000116954,RRAGC,52,0.09769,54,0.19385,47,-0.0742,45,-0.1492
ENSG00000174574,AKIRIN1,136,0.77956,74,-0.2334,93,0.28178,60,-0.6091
ENSG00000168653,NDUFS5,269,-1.1349,610,0.15078,714,0.64129,368,-0.7736
ENSG00000127603,MACF1,893,1.58558,426,0.41007,151,-1.6830,412,0.33992
ENSG00000090621,PABPC4,105,0.85618,60,-0.0360,56,-0.2173,57,-0.1357
ENSG00000116983,HPCAL4,125,-1.0361,206,-0.3369,320,0.71672,206,-0.3373
ENSG00000084072,PPIE,35,0.04647,23,-0.7376,47,0.86251,25,-0.5774
ENSG00000168389,MFSD2A,35,1.00774,35,1.33630,7,-1.8898,17,-0.1841
ENSG00000131236,CAP1,150,0.08273,152,0.12717,158,0.27210,103,-0.5813
ENSG00000131238,PPT1,72,-0.9481,124,-0.1248,175,0.77010,91,-0.6853
ENSG00000117000,RLF,26,0.24905,11,-1.1654,25,0.23282,29,0.47607
ENSG00000084073,ZMPSTE24,53,0.49560,43,0.20581,35,-0.2178,35,-0.1729
ENSG00000049089,COL9A2,98,3.26635,18,0.07981,7,-1.8311,7,-1.4957
ENSG00000084070,SMAP2,40,-1.7332,69,-1.0514,163,0.71406,148,0.33017
ENSG00000117016,RIMS3,15,-3.5627,124,-0.5717,216,0.66800,188,0.20507
ENSG00000066136,NFYC,27,-0.3947,26,-0.4901,37,0.20220,40,0.31031
ENSG00000127124,HIVEP3,25,0.31678,19,-0.1178,20,0.00872,20,-0.0375
ENSG00000198815,FOXJ3,39,-0.6378,50,-0.3218,68,0.36966,60,0.03300
ENSG00000177181,RIMKLA,3,-3.9509,28,-1.0485,60,0.45493,73,0.75897
ENSG00000127125,PPCS,40,-0.2793,51,0.10705,54,0.28647,38,-0.4099
ENSG00000186409,CCDC30,36,0.10507,38,0.20244,27,-0.4890,41,0.33796
ENSG00000065978,YBX1,251,1.36285,188,1.15446,59,-1.2952,70,-0.8168
ENSG00000164008,C1orf50,24,0.69828,22,0.73175,12,-0.5790,12,-0.4914
ENSG00000177868,SVBP,35,-0.1357,37,-0.0557,41,0.20097,35,-0.1592
ENSG00000117394,SLC2A1,43,-0.5447,117,1.45901,32,-1.3144,59,-0.0777
ENSG00000117395,EBNA1BP2,54,-0.3641,60,-0.2383,87,0.64486,51,-0.5436
ENSG00000179178,TMEM125,148,5.51218,4,-2.1749,0,-4.7543,6,-1.5899
ENSG00000066322,ELOVL1,189,3.31442,42,0.49479,7,-2.8848,15,-1.3262
ENSG00000159479,MED8,12,-0.8875,20,-0.1933,27,0.53834,19,-0.2556
ENSG00000198198,SZT2,23,0.32399,18,-0.1076,22,0.36357,14,-0.5768
ENSG00000178922,HYI,19,0.16729,28,0.98498,14,-0.4861,12,-0.6807
ENSG00000142949,PTPRF,94,-0.1441,91,-0.2239,116,0.31325,95,-0.1440
ENSG00000066135,KDM4A,18,0.06207,13,-0.4656,16,-0.2333,24,0.63385
ENSG00000126091,ST3GAL3,16,-1.3276,32,-0.2817,41,0.18573,46,0.37352
ENSG00000117408,IPO13,155,1.60680,67,0.22736,48,-0.4643,38,-0.7929
ENSG00000117410,ATP6V0B,185,-0.8672,189,-0.9711,473,1.10311,262,-0.3990
ENSG00000117411,B4GALT2,59,-0.2066,90,0.56883,56,-0.4334,68,0.00139
ENSG00000159214,CCDC24,3,-2.0338,8,-1.0450,20,0.92824,15,0.09886
ENSG00000178028,DMAP1,45,-0.3712,31,-1.0854,84,1.09896,45,-0.4713
ENSG00000117419,ERI3,91,-0.3982,119,0.00798,119,0.00953,126,0.12177
ENSG00000187147,RNF220,136,0.15570,98,-0.4250,138,0.29093,119,-0.0559
ENSG00000142937,RPS8,1274,0.87161,1036,0.67923,599,-0.5010,518,-0.6625
ENSG00000070785,EIF2B3,15,-0.9739,26,-0.1504,36,0.64724,22,-0.4440
ENSG00000126107,HECTD3,8,-0.9473,10,-0.8127,20,0.76739,15,-0.0249
ENSG00000126088,UROD,42,-0.9073,62,-0.3861,103,0.83388,58,-0.5026
ENSG00000117450,PRDX1,281,0.00912,452,1.02147,259,-0.1880,142,-1.1931
ENSG00000117448,AKR1A1,40,0.19601,45,0.48682,40,0.32897,16,-1.3679
ENSG00000132780,NASP,218,2.06945,45,-0.6592,48,-0.6941,64,-0.0523
ENSG00000159592,GPBP1L1,48,0.61828,28,-0.3091,32,-0.0226,33,0.02052
ENSG00000159596,TMEM69,20,0.31223,19,0.23304,20,0.43969,8,-1.2223
ENSG00000086015,MAST2,17,-0.6268,34,0.54548,27,0.07819,19,-0.5331
ENSG00000117461,PIK3R3,15,-1.0324,31,0.14222,23,-0.5528,42,0.76142
ENSG00000085998,POMGNT1,57,-0.0199,46,-0.4316,65,0.30184,58,0.01014
ENSG00000132128,LRRC41,30,-0.5211,43,0.07580,43,0.10796,41,-0.0349
ENSG00000173660,UQCRH,126,-1.6457,363,-0.0561,476,0.66321,296,-0.4311
ENSG00000117481,NSUN4,28,0.47449,17,-0.3487,21,0.03104,21,0.06464
ENSG00000117480,FAAH,28,0.07818,10,-1.6231,35,0.76307,28,0.12671
ENSG00000079277,MKNK1,19,-0.7519,24,-0.4947,33,0.17051,39,0.44294
