Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to4,Feature log2 fold change topic 2to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000159363,ATP13A2,89,-0.1207,140,0.85779,57,-0.8042,72,-0.4570,124,0.41501,101,0.07814,64,-0.6361,33,-1.6282
ENSG00000117118,SDHB,17,-1.4849,61,0.61934,12,-1.9946,17,-1.5023,81,0.93194,87,1.04922,41,-0.1862,23,-1.1044
ENSG00000117115,PADI2,10,-3.0340,23,-2.1562,71,-0.1774,61,-0.4276,56,-0.5372,50,-0.7212,143,0.97273,335,2.70340
ENSG00000179051,RCC2,7,-1.4256,26,0.69154,9,-1.0871,19,-0.0297,29,0.68685,19,0.02428,6,-1.7522,22,0.27078
ENSG00000074964,ARHGEF10L,10,-0.7644,17,0.13628,8,-1.1114,10,-0.7981,25,0.72502,9,-0.8079,40,1.52563,8,-1.0119
ENSG00000117154,IGSF21,84,0.77874,72,0.71394,34,-0.6621,39,-0.4622,66,0.36351,48,-0.1204,16,-1.7973,20,-1.4888
ENSG00000159423,ALDH4A1,16,-0.6367,11,-1.4252,3,-2.9274,36,0.64373,36,0.65809,26,0.12059,64,1.70236,27,0.16612
ENSG00000127481,UBR4,60,0.57523,40,-0.1338,62,0.62458,38,-0.1735,10,-2.0853,50,0.27375,22,-1.0215,62,0.61382
ENSG00000127463,EMC1,30,0.02034,41,0.72108,4,-2.7287,26,-0.2278,44,0.65079,22,-0.4519,18,-0.7586,29,-0.0602
ENSG00000053372,MRTO4,56,0.63572,41,0.14472,12,-1.7648,54,0.57757,48,0.37367,34,-0.1544,30,-0.3447,23,-0.7910
ENSG00000053371,AKR7A2,9,-1.3227,25,0.15185,6,-2.0630,26,0.22712,36,0.73727,13,-0.8663,36,0.72161,29,0.36712
ENSG00000077549,CAPZB,127,-0.1085,172,0.51404,122,-0.1711,76,-0.8893,170,0.36541,113,-0.2860,97,-0.5184,135,-0.0035
ENSG00000173436,MICOS10,149,-0.9073,260,-0.0482,228,-0.2467,295,0.16262,470,0.94586,435,0.80834,209,-0.3843,99,-1.5253
ENSG00000158747,NBL1,179,0.39265,162,0.30052,163,0.23659,166,0.27055,134,-0.0707,91,-0.6857,123,-0.2065,63,-1.2324
ENSG00000169914,OTUD3,40,1.04188,20,-0.1126,18,-0.2331,13,-0.7356,30,0.54234,23,0.15795,22,0.08507,5,-2.0557
ENSG00000162545,CAMK2N1,1055,-0.6366,1360,-0.3026,1068,-0.6179,1753,0.16543,2361,0.65848,2571,0.80393,1929,0.32099,1005,-0.7111
ENSG00000090432,MUL1,20,0.17226,21,0.30814,3,-2.5052,16,-0.1988,17,-0.0527,10,-0.9355,32,0.96225,19,0.07816
ENSG00000183114,FAM43B,29,0.59069,15,-0.5385,50,1.52919,18,-0.1595,18,-0.2115,22,0.15679,11,-0.9518,8,-1.2910
ENSG00000158828,PINK1,294,-0.4329,531,0.71119,301,-0.3921,258,-0.6331,479,0.34862,519,0.48125,271,-0.5579,148,-1.4798
ENSG00000244038,DDOST,18,-0.5417,31,0.43954,9,-1.5243,22,-0.1959,43,0.90542,31,0.36228,17,-0.5939,17,-0.5600
ENSG00000117245,KIF17,23,0.15566,39,1.49044,11,-0.9215,13,-0.6904,22,0.07578,23,0.12263,0,-6.4760,2,-3.4991
ENSG00000189410,SH2D5,26,-0.4383,58,1.25906,7,-2.2444,53,0.72848,38,0.19703,32,-0.0765,3,-3.6284,7,-2.2867
ENSG00000127483,HP1BP3,343,0.35473,208,-0.5503,338,0.32971,216,-0.3849,216,-0.3817,222,-0.3400,335,0.31977,461,0.85340
ENSG00000075151,EIF4G3,379,0.70644,295,0.38382,293,0.28004,177,-0.5216,167,-0.6105,168,-0.6046,158,-0.6988,240,-0.0460
ENSG00000117298,ECE1,16,-0.4587,13,-0.9951,3,-2.6759,33,0.69904,19,-0.1841,10,-1.1529,65,1.92011,32,0.61737
ENSG00000076864,RAP1GAP,168,0.63385,149,0.58059,164,0.58998,90,-0.3747,97,-0.2612,89,-0.3849,38,-1.6902,50,-1.2852
ENSG00000090686,USP48,126,0.69580,83,0.01286,57,-0.5812,56,-0.6127,44,-0.9605,50,-0.7916,77,-0.1141,167,1.18165
ENSG00000070831,CDC42,143,-0.2117,221,0.67253,96,-0.8303,90,-0.9267,195,0.28551,128,-0.3866,133,-0.3279,186,0.20654
ENSG00000133216,EPHB2,32,1.74044,9,-0.4291,3,-1.7666,4,-1.4189,16,0.52141,8,-0.4626,1,-3.5143,23,1.11981
ENSG00000004487,KDM1A,72,0.40918,74,0.62009,32,-0.8716,33,-0.7958,60,0.10760,60,0.10834,44,-0.3891,36,-0.6808
ENSG00000169641,LUZP1,271,0.98575,196,0.58847,103,-0.5830,167,0.17391,104,-0.5746,160,0.10005,41,-1.9712,66,-1.2740
ENSG00000125944,HNRNPR,120,-0.2027,143,0.09029,160,0.25672,94,-0.5946,141,0.04328,114,-0.2918,124,-0.1551,187,0.50561
ENSG00000125945,ZNF436,21,0.72709,14,0.10150,5,-1.3860,14,0.04224,8,-0.7616,8,-0.7231,30,1.39212,4,-1.5782
ENSG00000142676,RPL11,138,-1.4970,240,-0.7998,445,0.31983,264,-0.5080,535,0.62749,616,0.86886,406,0.17299,525,0.59616
ENSG00000011007,ELOA,36,0.42600,27,-0.0764,13,-1.1600,18,-0.6622,36,0.40752,27,-0.0568,24,-0.2366,44,0.74537
ENSG00000057757,PITHD1,124,-0.1801,203,0.86412,79,-0.8841,126,-0.1550,184,0.45922,120,-0.2350,41,-1.8595,106,-0.4246
ENSG00000011009,LYPLA2,25,0.24987,28,0.53713,13,-0.7693,18,-0.2835,23,0.09170,13,-0.7535,32,0.59901,9,-1.2971
ENSG00000117305,HMGCL,13,-0.1364,11,-0.4973,7,-1.0370,8,-0.9566,35,1.49901,15,0.04428,18,0.33828,15,0.07574
ENSG00000189266,PNRC2,44,-0.3942,54,-0.1070,51,-0.1739,53,-0.1183,56,-0.0328,32,-0.8659,107,1.06145,63,0.17136
ENSG00000188529,SRSF10,96,0.57032,68,0.01085,48,-0.5433,54,-0.3686,45,-0.6478,68,-1.3380,70,0.05747,93,0.51302
ENSG00000001461,NIPAL3,164,0.13566,128,-0.3226,257,0.89034,94,-0.7401,69,-1.2025,92,-0.7724,102,-0.6147,343,1.41078
ENSG00000133226,SRRM1,300,0.49796,156,-0.6792,233,0.08451,152,-0.5918,84,-1.4803,115,-1.0134,290,0.44237,570,1.64242
ENSG00000169504,CLIC4,18,-1.4135,9,-2.7423,73,0.72680,23,-1.0522,38,-0.3089,9,-2.4976,64,0.50664,214,2.91329
ENSG00000117614,SYF2,101,-0.2740,93,-0.5070,203,0.85936,113,-0.1089,87,-0.5072,146,0.30917,128,0.09686,149,0.33949
ENSG00000117616,RSRP1,96,0.58069,57,-0.3135,15,-2.1988,81,0.31538,49,-0.4856,30,-1.2388,114,0.88225,112,0.85683
ENSG00000183726,TMEM50A,53,-0.3827,83,0.43854,52,-0.4090,43,-0.7180,59,-0.2138,68,0.01237,83,0.33362,69,0.04035
ENSG00000204178,MACO1,82,0.41345,71,0.23666,39,-0.7621,42,-0.6548,59,-0.1111,36,-0.8541,76,0.29643,87,0.51346
ENSG00000117643,MAN1C1,29,0.08599,45,1.11857,6,-2.1418,10,-1.4598,42,0.65522,43,0.72095,2,-3.5140,10,-1.5831
ENSG00000162430,SELENON,24,-0.1443,14,-1.1056,36,0.50690,34,0.44381,36,0.51320,18,-0.5428,39,0.65656,31,0.26985
ENSG00000117640,MTFR1L,62,0.04127,78,0.55418,61,0.01487,51,-0.2584,85,0.55873,34,-0.8718,34,-0.9053,43,-0.5321
ENSG00000117632,STMN1,1143,-0.0566,1591,0.65530,1291,0.13899,761,-0.6939,1411,0.28295,1142,-0.0584,415,-1.6139,908,-0.4197
ENSG00000158008,EXTL1,65,0.62367,50,0.26572,44,-0.0165,52,0.24025,45,0.01471,41,-0.1306,41,-0.1262,5,-3.0388
ENSG00000175087,PDIK1L,23,0.43796,18,0.11587,16,-0.1407,9,-0.9938,18,0.08686,25,0.57889,9,-0.9266,18,0.07107
ENSG00000142684,ZNF593,33,-0.1798,49,0.60020,27,-0.4885,20,-0.9114,62,0.83515,47,0.37464,8,-2.2647,27,-0.4809
ENSG00000142669,SH3BGRL3,106,-0.3319,149,0.26978,106,-0.3284,123,-0.0919,154,0.26685,112,-0.2380,139,0.10000,120,-0.1317
ENSG00000158062,UBXN11,3,-2.7378,22,0.28707,13,-0.5117,18,-0.0283,24,0.38992,26,0.50208,31,0.83220,7,-1.3597
ENSG00000117682,DHDDS,17,-0.1297,31,1.26151,7,-1.4093,11,-0.7517,22,0.28129,15,-0.3075,9,-1.0866,8,-1.1426
ENSG00000198830,HMGN2,64,-0.9986,84,-0.7251,95,-0.4054,105,-0.2432,163,0.46246,136,0.16262,212,0.90590,200,0.80458
ENSG00000117713,ARID1A,101,0.13876,74,-0.4488,133,0.58827,89,-0.0664,53,-0.8813,37,-1.4105,129,0.53928,164,0.95221
ENSG00000204160,ZDHHC18,15,-0.3109,23,0.52977,25,0.52913,16,-0.2428,15,-0.2611,11,-0.7284,15,-0.3489,15,-0.2844
ENSG00000142751,GPN2,29,0.54041,25,0.46922,0,-5.5901,18,-0.1616,15,-0.4724,4,-2.2524,41,1.13716,21,0.04006
ENSG00000090273,NUDC,129,-0.8114,251,0.30649,217,-0.0017,193,-0.1900,241,0.16834,307,0.56718,180,-0.2974,152,-0.5589
ENSG00000253368,TRNP1,32,-0.2698,50,0.58989,11,-1.8829,32,-0.2553,68,0.96147,59,0.72276,20,-0.9958,9,-2.2078
ENSG00000090020,SLC9A1,23,0.55898,26,1.00588,8,-1.0190,17,0.07030,18,0.13298,10,-0.8096,10,-0.7332,1,-3.5401
ENSG00000142784,WDTC1,27,0.35976,20,-0.1517,7,-1.6439,26,0.28694,24,0.18565,20,-0.1385,21,-0.0103,30,0.54967
ENSG00000186501,TMEM222,47,0.16447,37,-0.3067,48,0.19749,40,-0.1175,62,0.60007,45,0.07883,34,-0.3507,41,-0.0536
ENSG00000158195,WASF2,34,-0.7485,16,-2.0886,20,-1.4983,71,0.42215,19,-1.6034,35,-0.6971,124,1.38182,196,2.30881
ENSG00000126705,AHDC1,63,0.74599,43,0.14921,30,-0.4572,55,0.53231,30,-0.4454,28,-0.5459,40,-0.0039,24,-0.7611
ENSG00000126709,IFI6,103,0.37479,116,0.78639,52,-0.7040,94,0.21939,86,0.08213,46,-0.8909,20,-2.1336,69,-0.2733
ENSG00000009780,FAM76A,39,0.63470,23,-0.2789,6,-2.2648,16,-0.7560,27,0.00477,33,0.36743,43,0.76942,33,0.33080
ENSG00000117758,STX12,100,-0.0573,129,0.47875,93,-0.1635,71,-0.5901,104,0.01044,107,0.05263,81,-0.3830,91,-0.2012
ENSG00000117751,PPP1R8,15,-0.9019,29,0.12192,10,-1.5349,41,0.64811,35,0.37198,14,-1.0656,28,-0.0019,46,0.82640
ENSG00000117748,RPA2,42,0.01641,52,0.46641,19,-1.2400,47,0.17293,56,0.47496,25,-0.7994,47,0.16776,28,-0.6513
ENSG00000126698,DNAJC8,242,0.12455,214,-0.0930,312,0.54194,189,-0.2667,172,-0.4171,258,0.22863,172,-0.4185,253,0.19405
ENSG00000130770,ATP5IF1,180,-0.9711,487,0.84177,160,-1.1525,150,-1.2484,602,0.97342,497,0.64342,190,-0.8919,121,-1.5656
ENSG00000204138,PHACTR4,22,-0.3299,18,-0.7653,9,-1.5892,31,0.16441,11,-1.3637,9,-1.6651,36,0.44588,102,2.36722
ENSG00000180098,TRNAU1AP,18,0.00570,23,0.48283,3,-2.3562,11,-0.7128,23,0.38609,4,-2.2520,21,0.26118,32,0.91516
