Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8to10,Feature log2 fold change topic 8to10
ENSG00000117118,SDHB,32,-1.1637,39,-0.8503,54,-0.3465,17,-2.0416,39,-0.8411,84,0.40595,108,1.11178
ENSG00000117115,PADI2,398,3.31011,215,1.83266,70,-0.1202,14,-2.4920,13,-2.5862,10,-3.1122,8,-3.6147
ENSG00000179051,RCC2,17,-0.4474,18,-0.3115,24,0.11705,6,-1.8401,16,-0.4666,34,0.77996,24,0.20120
ENSG00000117154,IGSF21,17,-2.3353,21,-2.0187,64,-0.3718,63,-0.3839,127,0.73887,74,-0.1519,122,0.95691
ENSG00000127481,UBR4,49,0.12989,76,0.85195,34,-0.4231,65,0.60178,48,0.08752,31,-0.6363,39,-0.2897
ENSG00000127463,EMC1,24,-0.2848,10,-1.5755,17,-0.8025,15,-0.9664,36,0.33931,33,0.25530,40,0.71946
ENSG00000053372,MRTO4,26,-0.8177,39,-0.1942,59,0.49501,41,-0.1138,23,-0.9983,47,0.14354,52,0.35830
ENSG00000053371,AKR7A2,20,-0.4087,31,0.27421,64,1.53318,17,-0.6467,17,-0.6744,15,-0.9596,28,0.10649
ENSG00000077549,CAPZB,121,-0.9594,166,-0.4703,184,-0.3105,221,-0.0177,238,0.10256,255,0.23961,265,0.36782
ENSG00000173436,MICOS10,176,-1.0279,318,-0.1103,396,0.24171,179,-1.0028,129,-1.4999,637,1.25364,313,-0.1756
ENSG00000158747,NBL1,32,-2.4129,83,-0.9983,230,0.62393,133,-0.2633,168,0.10613,166,0.09838,198,0.50384
ENSG00000162545,CAMK2N1,1020,-0.9779,1171,-0.7679,5275,1.77803,2397,0.36789,1497,-0.3863,1937,0.02363,1294,-0.7503
ENSG00000158828,PINK1,194,-1.3827,249,-1.0050,348,-0.4912,283,-0.8085,301,-0.7168,694,0.72142,663,0.74818
ENSG00000244038,DDOST,16,-0.8660,17,-0.8548,33,0.21689,20,-0.5885,33,0.23450,29,0.02961,37,0.53186
ENSG00000117245,KIF17,7,-1.9790,1,-4.3223,16,-0.8438,5,-2.5811,14,-1.0428,62,1.60219,39,0.68458
ENSG00000189410,SH2D5,14,-1.5978,7,-2.5948,37,-0.1526,23,-0.8966,50,0.31235,46,0.19234,63,0.96729
ENSG00000127483,HP1BP3,508,0.92461,440,0.67964,235,-0.3378,552,1.07144,322,0.15976,136,-1.2751,195,-0.7722
ENSG00000075151,EIF4G3,337,-0.0828,320,-0.1639,174,-1.1066,540,0.69415,345,-0.0412,259,-0.5454,437,0.45255
ENSG00000076864,RAP1GAP,37,-1.9572,27,-2.3990,80,-0.7940,151,0.19788,204,0.69692,129,-0.0643,193,0.83166
ENSG00000090686,USP48,127,0.45486,176,1.01284,65,-0.6149,137,0.57826,138,0.59439,38,-1.5374,80,-0.3487
ENSG00000070831,CDC42,151,-0.0719,97,-0.7635,109,-0.5864,81,-1.0409,129,-0.3185,160,0.01555,232,0.87038
ENSG00000004487,KDM1A,42,-0.5967,33,-0.9504,39,-0.7104,69,0.18786,80,0.41892,62,-0.0042,77,0.46938
ENSG00000169641,LUZP1,39,-2.5016,97,-1.1535,121,-0.8184,324,0.76188,265,0.42210,219,0.13047,253,0.46031
ENSG00000125944,HNRNPR,251,0.79781,147,-0.0805,118,-0.4341,251,0.79634,155,-0.0039,110,-0.6016,136,-0.2561
ENSG00000142676,RPL11,705,0.51685,1032,1.17490,820,0.77168,245,-1.1467,275,-0.9758,556,0.14100,318,-0.9123
ENSG00000011007,ELOA,39,0.59998,44,0.79731,21,-0.3641,31,0.23824,20,-0.5011,24,-0.1816,22,-0.3991
ENSG00000057757,PITHD1,97,-0.6369,45,-1.7815,90,-0.7475,115,-0.3688,92,-0.7077,209,0.69270,198,0.69264
ENSG00000011009,LYPLA2,7,-2.0651,11,-1.3728,17,-0.7443,23,-0.2875,49,0.97257,34,0.37828,33,0.41167
ENSG00000117305,HMGCL,43,1.29155,14,-0.5260,31,0.71225,7,-1.5005,7,-1.5930,18,-0.1472,20,0.02089
ENSG00000189266,PNRC2,58,0.17488,46,-0.1838,78,0.66795,73,0.54339,66,0.38192,42,-0.3829,39,-0.5811
ENSG00000188529,SRSF10,79,0.17110,109,0.69578,53,-0.4447,50,-0.5481,153,1.29340,44,-0.8303,60,-0.3405
ENSG00000001461,NIPAL3,480,1.60501,358,1.06378,115,-0.7813,147,-0.3993,141,-0.4650,89,-1.2605,159,-0.3510
ENSG00000133226,SRRM1,675,1.29212,687,1.32476,197,-0.7332,507,0.78409,326,0.05344,144,-1.3162,158,-1.2744
ENSG00000169504,CLIC4,173,3.12055,62,0.96497,56,0.79032,7,-2.3870,19,-0.9041,10,-1.9364,3,-3.7448
ENSG00000117614,SYF2,185,0.34046,258,0.90147,181,0.30676,197,0.44218,140,-0.1128,109,-0.5562,107,-0.6519
ENSG00000117616,RSRP1,162,1.28541,58,-0.4280,46,-0.7830,37,-1.1070,304,2.58103,17,-2.3507,39,-1.2262
ENSG00000183726,TMEM50A,101,0.98301,37,-0.6301,57,0.03917,68,0.31247,40,-0.5134,38,-0.6503,59,0.13230
ENSG00000204178,MACO1,108,0.72385,82,0.26579,43,-0.7506,140,1.18305,82,0.27968,36,-1.0891,55,-0.4430
ENSG00000117643,MAN1C1,13,-1.5316,6,-2.6617,49,0.52259,34,-0.0679,37,0.07219,32,-0.1472,50,0.77736
ENSG00000162430,SELENON,14,-0.6694,19,-0.1905,58,1.67266,24,0.16232,27,0.35997,19,-0.2082,12,-1.0539
ENSG00000117640,MTFR1L,32,-0.8989,39,-0.5826,64,0.18961,31,-0.9269,73,0.40905,81,0.68059,55,-0.0527
ENSG00000117632,STMN1,1296,-0.1547,756,-0.9912,543,-1.4904,1050,-0.4852,1281,-0.1731,1627,0.23806,2035,0.80000
ENSG00000158008,EXTL1,13,-1.7658,10,-2.0903,43,0.09228,45,0.14773,38,-0.1263,63,0.83291,45,0.18057
ENSG00000142684,ZNF593,25,-0.6739,17,-1.2394,49,0.39286,19,-1.0993,18,-1.1239,53,0.62694,49,0.55448
ENSG00000142669,SH3BGRL3,143,-0.2941,120,-0.5746,210,0.31497,54,-1.7798,118,-0.6017,229,0.53056,208,0.39966
ENSG00000117682,DHDDS,20,-0.0666,4,-2.4973,11,-0.9010,18,-0.2493,27,0.40138,21,0.04112,29,0.70069
ENSG00000198830,HMGN2,240,0.78472,249,0.84764,218,0.62096,159,0.10237,175,0.26168,97,-0.7415,86,-1.0391
ENSG00000117713,ARID1A,115,0.81383,74,0.08351,91,0.42894,79,0.19781,94,0.48829,44,-0.8026,53,-0.5379
ENSG00000204160,ZDHHC18,31,0.36513,4,-2.5442,19,-0.3564,17,-0.5377,29,0.26985,22,-0.1748,33,0.67166
ENSG00000090273,NUDC,123,-1.2297,189,-0.5797,259,-0.0869,305,0.17543,142,-1.0190,444,0.94335,276,0.01870
ENSG00000253368,TRNP1,5,-3.3621,9,-2.6307,55,0.08087,18,-1.6478,46,-0.2243,122,1.77455,50,-0.1086
ENSG00000142784,WDTC1,49,0.86087,24,-0.2958,42,0.58104,4,-2.7270,36,0.32473,32,0.18785,24,-0.3915
ENSG00000186501,TMEM222,48,0.06050,29,-0.6943,58,0.37276,51,0.15465,51,0.16856,44,-0.0736,45,-0.0477
ENSG00000158195,WASF2,243,2.58744,176,1.88146,75,0.34302,46,-0.4123,8,-3.0496,12,-2.5246,10,-2.9181
ENSG00000126705,AHDC1,25,-0.8488,20,-1.2206,53,0.29746,87,1.14974,63,0.59679,30,-0.6469,43,-0.0211
ENSG00000126709,IFI6,66,-0.6853,30,-1.8773,76,-0.4836,19,-2.5590,126,0.32927,83,-0.3824,183,1.39848
ENSG00000117758,STX12,120,0.49444,67,-0.4310,48,-0.9520,71,-0.3503,68,-0.4119,80,-0.1660,116,0.60574
ENSG00000117751,PPP1R8,19,-0.3795,20,-0.2975,35,0.56707,18,-0.4572,45,0.99244,20,-0.3567,23,-0.1559
ENSG00000117748,RPA2,26,-0.8124,10,-2.1656,34,-0.3923,23,-0.9645,37,-0.2622,43,-0.0048,72,1.22332
ENSG00000126698,DNAJC8,289,0.04965,361,0.41309,236,-0.2754,426,0.69032,230,-0.3154,241,-0.2699,260,-0.1533
ENSG00000130770,ATP5IF1,184,-1.7863,165,-1.9501,584,-0.0216,271,-1.2128,398,-0.6249,966,0.95272,796,0.65630
ENSG00000204138,PHACTR4,144,2.29943,75,1.03936,45,0.17282,47,0.23832,49,0.30529,6,-2.9030,10,-2.2960
ENSG00000198492,YTHDF2,79,0.03645,41,-0.9769,52,-0.6060,105,0.50049,72,-0.1078,56,-0.5455,104,0.64163
ENSG00000116350,SRSF4,143,0.49131,190,0.97251,94,-0.1892,114,0.12310,124,0.25816,71,-0.6756,83,-0.4681
ENSG00000116353,MECR,30,0.02741,12,-1.4006,17,-0.8581,12,-1.3373,15,-1.0146,49,0.95639,38,0.51145
ENSG00000162511,LAPTM5,82,1.80983,95,2.12011,65,1.37027,0,-7.2320,2,-3.9358,11,-1.5586,8,-2.2127
ENSG00000162512,SDC3,99,-0.2209,137,0.29387,176,0.71156,119,0.06700,148,0.42042,84,-0.5383,98,-0.2974
ENSG00000134644,PUM1,74,-0.9345,117,-0.2367,157,0.22921,245,0.98235,141,0.06273,98,-0.5592,143,0.09905
ENSG00000121766,ZCCHC17,203,0.04926,227,0.23512,198,0.01222,257,0.43766,126,-0.6914,163,-0.3288,209,0.13016
ENSG00000121769,FABP3,16,-2.9817,21,-2.6160,45,-1.5059,18,-2.8637,69,-0.8794,202,0.99092,214,1.37691
ENSG00000162517,PEF1,41,-0.9197,17,-2.2637,70,-0.1005,39,-1.0284,88,0.25960,110,0.71798,92,0.43942
ENSG00000084636,COL16A1,103,1.75710,51,0.49223,34,-0.1565,25,-0.6082,37,-0.0042,17,-1.2547,30,-0.4512
ENSG00000121753,ADGRB2,39,-2.4943,49,-2.1579,191,-0.0931,198,-0.0335,306,0.67771,192,-0.0920,286,0.77569
ENSG00000184007,PTP4A2,1098,1.53954,1708,2.46275,186,-1.3578,335,-0.4610,107,-2.1764,247,-1.0171,188,-1.5740
ENSG00000121774,KHDRBS1,137,0.07520,124,-0.0912,145,0.16263,126,-0.0575,189,0.60299,92,-0.6047,134,0.05521
ENSG00000025800,KPNA6,107,-0.0975,78,-0.5899,108,-0.0895,175,0.70162,157,0.51573,78,-0.6645,120,0.11007
ENSG00000084652,TXLNA,59,1.46370,35,0.55639,28,0.21007,18,-0.5161,5,-2.3081,19,-0.4634,22,-0.2600
ENSG00000084623,EIF3I,119,0.28652,47,-1.1611,82,-0.3159,103,0.05020,54,-0.9612,87,-0.2328,139,0.74954
ENSG00000175130,MARCKSL1,1440,3.45911,383,0.62681,332,0.38896,73,-1.9525,79,-1.8266,88,-1.7825,44,-3.0082
ENSG00000160058,BSDC1,78,0.41613,62,0.04916,81,0.49159,53,-0.2013,54,-0.1676,55,-0.1717,55,-0.1915
ENSG00000176261,ZBTB8OS,24,-0.7718,18,-1.2305,53,0.45527,25,-0.7647,36,-0.1833,59,0.70857,43,0.14109
ENSG00000162521,RBBP4,112,-0.1095,94,-0.3966,88,-0.4930,178,0.63825,214,0.95765,81,-0.6810,119,-0.0290
ENSG00000134684,YARS,34,-1.8022,46,-1.3215,65,-0.8096,38,-1.6258,80,-0.4870,142,0.47534,183,1.22716
ENSG00000160097,FNDC5,3,-3.0211,12,-1.3317,19,-0.6169,17,-0.8098,33,0.21663,61,1.51348,28,-0.0959
ENSG00000121905,HPCA,26,-2.9091,18,-3.4546,230,0.35720,110,-0.8005,171,-0.1202,239,0.48813,269,0.86547
ENSG00000121900,TMEM54,27,-0.9293,54,0.15092,72,0.62421,23,-1.1619,20,-1.3775,85,1.07902,42,-0.3251
ENSG00000116514,RNF19B,16,-0.3135,8,-1.3975,6,-1.7889,2,-2.8896,8,-1.4178,28,0.61067,34,1.31093
ENSG00000004455,AK2,87,1.82427,55,0.95973,29,-0.0800,7,-2.1176,34,0.19330,15,-1.1326,21,-0.7349
ENSG00000142920,AZIN2,35,0.62550,10,-1.2270,19,-0.3755,4,-2.4819,15,-0.7338,33,0.63552,29,0.43969
ENSG00000160094,ZNF362,8,-1.4435,26,0.34323,48,1.40702,15,-0.5523,31,0.61810,15,-0.5178,17,-0.4025
ENSG00000134686,PHC2,65,0.43447,43,-0.2053,47,-0.0870,21,-1.3151,58,0.24647,47,-0.0847,56,0.24535
ENSG00000163866,SMIM12,11,-2.3093,16,-1.8046,40,-0.3874,30,-0.8281,41,-0.3512,79,0.81125,74,0.78641
ENSG00000116544,DLGAP3,7,-2.6408,5,-3.2132,111,1.60391,58,0.45183,40,-0.1415,63,0.69504,30,-0.7185
ENSG00000116560,SFPQ,423,0.59221,500,0.87785,197,-0.6291,423,0.59184,377,0.40118,175,-0.8945,226,-0.5208
ENSG00000146463,ZMYM4,49,-0.3624,69,0.17001,76,0.33629,104,0.84606,68,0.15249,52,-0.2932,50,-0.4369
ENSG00000142687,KIAA0319L,54,-0.5653,51,-0.6575,84,0.12738,112,0.59460,74,-0.0753,67,-0.2696,90,0.29932
ENSG00000020129,NCDN,72,-3.0835,44,-3.8021,449,-0.3453,536,-0.0642,745,0.47011,466,-0.3201,936,1.23651
ENSG00000126067,PSMB2,60,-0.6191,29,-1.7080,68,-0.4153,73,-0.3091,154,0.90617,84,-0.0978,112,0.50835
ENSG00000142686,C1orf216,5,-4.2194,33,-1.5547,75,-0.3025,123,0.50131,81,-0.1663,121,0.54200,115,0.52911
ENSG00000092847,AGO1,55,0.52353,44,0.18733,31,-0.3709,37,-0.0986,45,0.20152,29,-0.5354,42,0.11124
ENSG00000126070,AGO3,168,2.00712,64,0.27336,42,-0.3956,62,0.22793,95,0.93113,23,-1.4307,21,-1.6500
ENSG00000054116,TRAPPC3,7,-3.0332,14,-1.9963,54,-0.0156,29,-0.9713,74,0.49896,49,-0.1947,90,1.17552
ENSG00000116871,MAP7D1,342,0.77884,193,-0.1625,233,0.13735,218,0.03036,140,-0.6588,191,-0.1976,209,-0.0411
ENSG00000054118,THRAP3,215,-0.0200,301,0.53390,161,-0.4705,447,1.21707,196,-0.1609,121,-0.9870,203,-0.1347
ENSG00000181817,LSM10,31,-0.6002,2,-4.4811,57,0.33815,19,-1.3470,32,-0.5575,73,0.89874,57,0.47701
ENSG00000116898,MRPS15,23,-1.3338,25,-1.1947,66,0.30774,46,-0.2804,17,-1.7760,81,0.74277,70,0.51853
ENSG00000163875,MEAF6,37,-1.5355,38,-1.4967,95,-0.0864,72,-0.5122,98,-0.0355,134,0.55265,131,0.58968
ENSG00000134697,GNL2,54,0.69195,19,-0.9729,28,-0.3421,42,0.26619,46,0.41720,24,-0.6676,39,0.20461
ENSG00000185090,MANEAL,1,-4.1750,5,-1.8688,13,-0.5036,11,-0.7676,14,-0.4518,20,0.13466,34,1.45336
ENSG00000197982,C1orf122,336,1.11977,176,0.02852,249,0.59692,81,-1.1782,52,-1.8381,220,0.45084,131,-0.5354
ENSG00000183431,SF3A3,30,-0.6057,37,-0.2919,27,-0.7832,51,0.24117,38,-0.2382,36,-0.3439,62,0.76481
ENSG00000183520,UTP11,13,-1.6973,41,0.08302,33,-0.2522,61,0.72778,25,-0.6759,29,-0.5419,54,0.69291
ENSG00000116954,RRAGC,50,0.37617,35,-0.1901,38,-0.0573,46,0.24536,23,-0.8384,28,-0.5692,49,0.45246
ENSG00000174574,AKIRIN1,87,0.24109,45,-0.7902,40,-0.9650,65,-0.2263,98,0.43345,93,0.39982,76,0.03051
ENSG00000168653,NDUFS5,231,-1.5668,298,-1.1851,671,0.07597,404,-0.7209,424,-0.6455,1043,0.94975,763,0.37545
ENSG00000127603,MACF1,772,1.23643,798,1.29891,297,-0.3559,574,0.71655,340,-0.1416,205,-1.0070,175,-1.3795
ENSG00000090621,PABPC4,161,1.17459,154,1.09039,104,0.42178,75,-0.1112,55,-0.5846,70,-0.2479,38,-1.3675
