Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9
ENSG00000160049,DFFA,155,0.94619,120,0.50210,93,0.07910,102,0.24186,55,-0.7355,44,-1.1891,112,0.39288,70,-0.3752
ENSG00000120948,TARDBP,155,0.50166,97,-0.2543,147,0.41089,147,0.42068,116,0.03136,104,-0.1674,75,-0.6547,81,-0.5375
ENSG00000116649,SRM,155,1.95558,3,-3.9634,27,-1.0521,30,-0.8709,18,-1.6313,64,0.38375,31,-0.8136,79,0.69150
ENSG00000171824,EXOSC10,155,1.89435,61,0.21332,32,-0.7915,46,-0.2644,41,-0.4417,33,-0.8626,61,0.20158,23,-1.2845
ENSG00000198793,MTOR,155,2.13739,35,-0.5149,33,-0.6096,16,-1.6810,55,0.21458,49,0.03550,16,-1.6667,26,-0.9582
ENSG00000116661,FBXO2,155,0.55745,41,-1.5418,53,-1.1464,48,-1.2926,73,-0.6513,115,0.07028,85,-0.4174,311,1.85515
ENSG00000132879,FBXO44,155,1.34320,7,-3.4963,26,-1.5457,17,-2.1738,60,-0.2754,125,1.16137,64,-0.1778,62,-0.2146
ENSG00000011021,CLCN6,155,1.12407,17,-2.3068,49,-0.7801,50,-0.7406,78,-0.0344,113,0.67539,56,-0.5545,89,0.16948
ENSG00000116685,KIAA2013,155,2.03677,33,-0.6731,38,-0.4371,73,0.60555,33,-0.6724,39,-0.4696,9,-2.6012,36,-0.5232
ENSG00000116688,MFN2,155,0.51081,69,-0.7773,139,0.33567,82,-0.5070,103,-0.1600,144,0.45202,61,-0.9773,125,0.15829
ENSG00000048707,VPS13D,155,1.04972,65,-0.3982,49,-0.8310,56,-0.6260,123,0.64948,86,0.04719,69,-0.2907,62,-0.4723
ENSG00000116731,PRDM2,155,-0.5133,231,0.12384,85,-1.4365,141,-0.6607,416,1.14109,215,0.01217,305,0.58953,162,-0.4455
ENSG00000189337,KAZN,155,0.71908,80,-0.3609,108,0.11548,147,0.63587,83,-0.3085,90,-0.1946,107,0.10241,44,-1.2794
ENSG00000142634,EFHD2,155,0.91539,23,-2.0538,36,-1.4303,4,-4.5114,82,-0.1446,191,1.63861,100,0.16724,28,-1.7959
ENSG00000116138,DNAJC16,155,1.87440,17,-1.7333,41,-0.4338,53,-0.0521,42,-0.4226,60,0.17508,48,-0.1844,14,-2.0704
ENSG00000197312,DDI2,155,1.72228,51,-0.2061,33,-0.9070,40,-0.6188,65,0.15872,57,-0.0595,52,-0.2028,19,-1.7069
ENSG00000116786,PLEKHM2,155,0.24702,60,-1.2331,43,-1.7415,42,-1.7813,121,-0.1555,195,0.75094,172,0.42233,216,0.81363
ENSG00000065526,SPEN,155,-0.8561,682,1.66550,221,-0.3017,288,0.12907,371,0.54719,82,-1.9545,342,0.41148,176,-0.6564
ENSG00000055070,SZRD1,155,2.07806,38,-0.4310,49,-0.0078,51,0.04701,16,-1.6834,26,-1.1123,36,-0.5127,49,-0.0162
ENSG00000159363,ATP13A2,155,1.41070,7,-3.4411,36,-1.0201,20,-1.9111,63,-0.1357,119,1.11753,45,-0.6527,56,-0.3296
ENSG00000117118,SDHB,155,2.15347,6,-3.1175,51,0.09300,45,-0.1048,41,-0.2301,41,-0.2831,14,-1.8868,37,-0.3823
ENSG00000117115,PADI2,155,0.02657,191,0.37120,383,1.63237,417,1.80242,15,-3.4323,30,-2.6442,37,-2.1359,112,-0.4818
ENSG00000117154,IGSF21,155,2.06993,14,-1.9296,18,-1.5614,3,-3.8941,36,-0.5163,78,0.91656,16,-1.6841,48,-0.0625
ENSG00000127481,UBR4,155,1.24679,87,0.25190,27,-1.5580,68,-0.1516,105,0.55520,34,-1.3205,124,0.84815,39,-1.0141
ENSG00000127463,EMC1,155,1.99467,22,-1.3008,32,-0.7604,29,-0.8769,53,0.04488,53,0.05155,17,-1.7143,50,-0.0553
ENSG00000053372,MRTO4,155,1.89074,15,-1.9748,29,-0.9646,23,-1.2795,43,-0.3483,67,0.41323,40,-0.4717,46,-0.2419
ENSG00000077549,CAPZB,155,0.28217,65,-1.0834,174,0.48321,129,-0.0187,137,0.08152,140,0.13236,92,-0.5460,140,0.12026
ENSG00000173436,MICOS10,155,-0.4714,118,-0.8935,323,0.73471,125,-0.8055,112,-0.9651,281,0.58520,114,-0.9442,364,0.94634
ENSG00000158747,NBL1,155,0.47293,45,-1.4779,28,-2.1524,21,-2.6141,84,-0.5135,199,1.10749,160,0.53539,154,0.46230
ENSG00000162545,CAMK2N1,155,-3.3664,617,-1.3205,1135,-0.3797,908,-0.7285,1635,0.20829,1789,0.41714,1326,-0.1327,3600,1.62218
ENSG00000158828,PINK1,155,-0.9144,132,-1.1508,237,-0.2507,113,-1.3862,226,-0.3221,494,1.20083,152,-0.9387,487,0.95700
ENSG00000189410,SH2D5,155,2.28151,0,-9.0617,2,-4.5455,4,-3.6189,62,0.50940,57,0.44006,24,-0.9551,47,0.06161
ENSG00000127483,HP1BP3,155,-1.3800,691,1.03761,342,-0.1523,554,0.64820,412,0.15157,260,-0.6509,481,0.40830,226,-0.8017
ENSG00000075151,EIF4G3,155,-0.7293,368,0.67470,222,-0.1650,265,0.12215,567,1.46412,174,-0.6149,145,-0.8277,141,-0.8693
ENSG00000076864,RAP1GAP,155,0.85533,20,-2.3235,35,-1.5028,33,-1.6137,115,0.35499,179,1.37703,62,-0.6472,60,-0.6884
ENSG00000090686,USP48,155,0.26858,210,0.79007,102,-0.3961,240,1.02297,125,-0.0744,69,-1.0962,143,0.14137,67,-1.0500
ENSG00000070831,CDC42,155,-0.0834,88,-0.9734,226,0.54292,190,0.25442,149,-0.1470,234,0.71106,90,-0.9265,101,-0.7541
ENSG00000173372,C1QA,155,2.08520,24,-1.1419,105,1.31085,33,-0.6309,10,-2.3391,4,-3.8547,29,-0.8240,80,0.80248
ENSG00000173369,C1QB,155,2.01418,56,0.14025,126,1.59645,29,-0.8758,4,-3.5539,11,-2.4854,23,-1.2385,44,-0.2364
ENSG00000004487,KDM1A,155,1.52023,48,-0.4897,26,-1.4275,31,-1.1420,103,0.77221,74,0.24152,17,-1.9971,57,-0.2096
ENSG00000169641,LUZP1,155,0.20883,72,-1.0063,35,-2.0517,29,-2.3536,337,1.59934,188,0.63358,129,-0.0870,92,-0.6259
ENSG00000125944,HNRNPR,155,-0.1175,232,0.54929,208,0.36855,244,0.63884,196,0.26746,110,-0.7219,109,-0.6739,133,-0.3541
ENSG00000142676,RPL11,155,-1.7341,557,0.25997,1225,1.68048,604,0.39269,163,-1.6571,342,-0.5850,183,-1.4859,710,0.66837
ENSG00000011007,ELOA,155,2.22296,57,0.34800,7,-2.8172,38,-0.3152,39,-0.2812,21,-1.3431,56,0.31028,23,-1.0528
ENSG00000057757,PITHD1,155,0.27177,37,-1.9518,101,-0.4137,120,-0.1420,141,0.11902,242,1.28338,35,-1.9957,106,-0.3390
ENSG00000189266,PNRC2,155,1.53071,28,-1.2931,80,0.34503,85,0.45913,54,-0.2684,39,-0.8526,35,-0.9659,65,0.00867
ENSG00000188529,SRSF10,155,0.77580,81,-0.2906,74,-0.4432,141,0.61065,112,0.22505,68,-0.6331,97,-0.0079,81,-0.2871
ENSG00000001461,NIPAL3,155,-0.3945,290,0.63199,278,0.56435,444,1.40417,131,-0.6589,138,-0.6355,136,-0.5983,73,-1.5359
ENSG00000133226,SRRM1,155,-1.4097,1506,2.63066,228,-0.8179,496,0.42430,311,-0.3335,121,-1.9163,427,0.17842,84,-2.3258
ENSG00000169504,CLIC4,155,0.86501,83,-0.1671,218,1.50273,300,2.16419,0,-7.6745,13,-3.0990,20,-2.3090,30,-1.7331
ENSG00000117614,SYF2,155,-0.0332,258,0.82836,217,0.52879,125,-0.3778,141,-0.1867,95,-0.8844,168,0.09612,168,0.09961
ENSG00000117616,RSRP1,155,0.48237,116,0.00790,105,-0.1462,208,0.99632,151,0.43865,76,-0.7280,83,-0.5210,69,-0.8115
ENSG00000183726,TMEM50A,155,1.19400,26,-1.6843,72,-0.1080,137,0.97066,68,-0.2079,67,-0.2489,37,-1.1298,65,-0.2694
ENSG00000204178,MACO1,155,1.02429,123,0.62868,36,-1.3068,79,-0.1035,102,0.30748,51,-0.8635,121,0.59885,41,-1.1265
ENSG00000117640,MTFR1L,155,1.31169,28,-1.4559,43,-0.7975,44,-0.7805,75,0.06528,85,0.31566,61,-0.2629,73,0.01831
ENSG00000117632,STMN1,155,-2.6543,467,-1.0050,839,-0.0872,1124,0.39354,1280,0.61504,1591,1.21893,342,-1.4780,578,-0.6768
ENSG00000158008,EXTL1,155,2.33076,1,-5.1002,2,-4.4323,2,-4.2724,27,-0.7722,69,0.90200,24,-0.9655,48,0.14857
ENSG00000142669,SH3BGRL3,155,0.47058,75,-0.6967,136,0.25600,134,0.23037,50,-1.3031,147,0.44826,68,-0.8497,136,0.25024
ENSG00000198830,HMGN2,155,-0.4685,216,0.06087,356,0.91064,376,1.01145,93,-1.2464,143,-0.6563,117,-0.8987,269,0.42744
ENSG00000117713,ARID1A,155,0.44049,102,-0.2328,103,-0.2163,162,0.51744,121,0.04087,84,-0.6071,157,0.46750,97,-0.3262
ENSG00000090273,NUDC,155,-0.1862,97,-0.9180,164,-0.0911,129,-0.4777,208,0.29249,224,0.48695,91,-1.0064,273,0.75596
ENSG00000142784,WDTC1,155,2.22544,7,-2.8465,35,-0.4292,24,-1.0159,27,-0.8305,34,-0.5443,56,0.31683,44,-0.0668
ENSG00000186501,TMEM222,155,1.89919,27,-1.0811,32,-0.7958,51,-0.0756,20,-1.5211,67,0.41050,18,-1.6831,48,-0.1926
ENSG00000158195,WASF2,155,0.38970,231,1.08401,205,0.86936,240,1.15697,35,-1.8913,27,-2.4542,108,-0.1979,72,-0.8346
ENSG00000126705,AHDC1,155,1.31358,23,-1.7427,10,-2.8707,5,-3.9648,72,-0.0030,122,1.05637,124,0.91507,18,-2.1266
ENSG00000126709,IFI6,155,0.69792,55,-0.9715,155,0.70435,70,-0.5893,72,-0.5556,88,-0.2725,97,-0.0739,137,0.49478
ENSG00000117758,STX12,155,0.85958,30,-1.7432,98,0.08447,100,0.12987,90,-0.0498,110,0.32367,56,-0.8047,87,-0.1090
ENSG00000117751,PPP1R8,155,2.14213,21,-1.2855,50,0.07210,48,0.01598,35,-0.4817,36,-0.4955,17,-1.5500,33,-0.6101
ENSG00000117748,RPA2,155,2.14625,12,-2.0878,28,-0.8479,34,-0.5277,34,-0.5525,51,0.12419,18,-1.4567,48,-0.0025
ENSG00000126698,DNAJC8,155,-0.6261,397,0.92579,202,-0.2028,275,0.29288,401,0.94453,163,-0.6071,102,-1.2617,209,-0.1537
ENSG00000130770,ATP5IF1,155,-0.4271,89,-1.2712,176,-0.2192,122,-0.7956,271,0.48378,325,0.95431,65,-1.7372,292,0.61083
ENSG00000204138,PHACTR4,155,1.21439,139,1.02127,62,-0.3400,136,0.97488,40,-0.9969,15,-2.5935,77,0.02112,47,-0.7545
ENSG00000198492,YTHDF2,155,0.86054,63,-0.6039,67,-0.5069,98,0.08859,149,0.79963,100,0.13436,57,-0.7745,46,-1.0939
ENSG00000116350,SRSF4,155,0.58742,157,0.61546,97,-0.1833,101,-0.1198,128,0.27312,69,-0.7865,132,0.31464,69,-0.7111
ENSG00000162511,LAPTM5,155,1.09411,93,0.21576,226,1.82560,64,-0.3782,5,-4.1052,19,-2.3523,37,-1.2283,115,0.57502
ENSG00000162512,SDC3,155,0.14959,111,-0.3774,159,0.19085,60,-1.3228,140,-0.0177,115,-0.3710,180,0.40008,236,0.86602
ENSG00000134644,PUM1,155,-0.3394,137,-0.5261,140,-0.4965,154,-0.3492,277,0.61330,250,0.51589,220,0.22916,139,-0.5019
ENSG00000121766,ZCCHC17,155,0.22008,147,0.13416,125,-0.1296,127,-0.0970,169,0.36216,140,0.05940,77,-0.8749,138,0.03357
ENSG00000162517,PEF1,155,1.68442,13,-2.3077,34,-0.8647,48,-0.3302,50,-0.2894,90,0.81191,12,-2.4163,45,-0.4396
ENSG00000084636,COL16A1,155,1.74104,38,-0.6718,46,-0.3515,59,0.03092,32,-0.9382,39,-0.6895,84,0.62277,29,-1.0503
ENSG00000121753,ADGRB2,155,0.09321,15,-3.3998,49,-1.6691,42,-1.9210,181,0.34921,278,1.35654,140,-0.0736,177,0.31812
ENSG00000184007,PTP4A2,155,-2.1515,1568,1.61251,1778,1.86966,1239,1.16177,208,-1.7150,208,-1.8455,135,-2.3492,168,-2.0287
ENSG00000121774,KHDRBS1,155,-0.1066,112,-0.6174,161,-0.0418,227,0.52548,218,0.45878,148,-0.2035,142,-0.2464,177,0.11377
ENSG00000025800,KPNA6,155,0.64452,76,-0.5047,71,-0.6136,110,0.07170,103,-0.0273,128,0.37858,109,0.05544,65,-0.7569
ENSG00000084652,TXLNA,155,2.10978,39,-0.3357,45,-0.1207,36,-0.4616,17,-1.5650,29,-0.9169,46,-0.0978,42,-0.2261
ENSG00000084623,EIF3I,155,1.25163,31,-1.3696,100,0.48289,54,-0.5156,94,0.37943,73,-0.0294,10,-2.9284,81,0.13418
ENSG00000175130,MARCKSL1,155,-1.0106,330,0.18374,708,1.54193,956,2.17059,65,-2.3090,66,-2.4408,101,-1.6604,206,-0.5700
ENSG00000160058,BSDC1,155,1.20357,52,-0.6093,46,-0.8042,96,0.36634,85,0.16418,65,-0.2923,76,-0.0165,50,-0.6634
ENSG00000176261,ZBTB8OS,155,2.35882,39,-0.1801,22,-1.0658,33,-0.4491,33,-0.4311,29,-0.7261,8,-2.5885,46,0.08743
ENSG00000162521,RBBP4,155,0.23709,123,-0.1378,104,-0.4070,177,0.46533,200,0.66929,86,-0.7798,126,-0.1014,149,0.17131
ENSG00000134684,YARS,155,1.26057,15,-2.4278,35,-1.1650,50,-0.6376,88,0.27251,106,0.68670,44,-0.8334,72,-0.0472
ENSG00000121905,HPCA,155,0.81199,2,-5.5855,14,-2.9151,1,-6.5485,70,-0.4879,252,2.30141,51,-0.9722,63,-0.6605
ENSG00000121900,TMEM54,155,2.24397,25,-0.9562,20,-1.2623,31,-0.6034,10,-2.3041,48,0.08428,27,-0.7975,49,0.09474
ENSG00000004455,AK2,155,1.61531,38,-0.7717,122,1.16856,98,0.77689,17,-1.9248,28,-1.3290,21,-1.6215,48,-0.4081
ENSG00000134686,PHC2,155,1.29708,51,-0.5692,58,-0.3552,110,0.67748,40,-0.9284,69,-0.1061,65,-0.1932,40,-0.9258
ENSG00000163866,SMIM12,155,2.20651,14,-1.8310,25,-0.9398,27,-0.8600,43,-0.1311,61,0.52770,15,-1.7332,18,-1.4352
ENSG00000116544,DLGAP3,155,1.73853,2,-4.6397,0,-9.3064,0,-9.7513,32,-0.9476,75,0.50023,77,0.45504,108,1.04784
ENSG00000116560,SFPQ,155,-1.4100,972,1.64789,269,-0.5653,439,0.22070,495,0.42317,205,-1.0841,492,0.41069,220,-0.8757
ENSG00000146463,ZMYM4,155,1.15457,87,0.17130,57,-0.5235,49,-0.7424,119,0.68776,47,-0.8869,75,-0.0746,72,-0.1403
ENSG00000142687,KIAA0319L,155,1.31605,52,-0.5285,34,-1.1650,35,-1.1160,78,0.12088,78,0.14724,61,-0.2627,79,0.14183
ENSG00000020129,NCDN,155,-0.7565,6,-5.3496,38,-2.8335,32,-3.1143,341,0.51336,674,2.38408,81,-1.7283,248,-0.0133
ENSG00000126067,PSMB2,155,1.16234,48,-0.7628,84,0.11645,78,-0.0175,63,-0.3403,109,0.64878,19,-2.1656,40,-1.0433
ENSG00000142686,C1orf216,155,1.43182,11,-2.6884,23,-1.6750,7,-3.3686,61,-0.1704,141,1.58025,33,-1.1081,39,-0.8784
ENSG00000092847,AGO1,155,1.43894,68,0.00898,53,-0.3855,39,-0.8507,63,-0.1011,55,-0.3544,61,-0.1529,58,-0.2535
ENSG00000126070,AGO3,155,0.72584,146,0.62706,96,-0.0689,163,0.81882,112,0.18610,38,-1.6249,117,0.25812,36,-1.5702
ENSG00000116871,MAP7D1,155,-0.4839,212,0.02092,236,0.19553,343,0.82554,170,-0.3366,236,0.22102,124,-0.8238,175,-0.2861
ENSG00000054118,THRAP3,155,-0.4500,296,0.61079,135,-0.6636,299,0.62578,301,0.63615,173,-0.3054,175,-0.2514,139,-0.6127
ENSG00000163875,MEAF6,155,0.88985,35,-1.4735,58,-0.7144,77,-0.2703,131,0.59535,132,0.72346,36,-1.4254,66,-0.5175
ENSG00000197982,C1orf122,155,0.08974,92,-0.7300,278,1.09746,191,0.44086,58,-1.4302,112,-0.4736,85,-0.8473,233,0.77775
ENSG00000188786,MTF1,155,2.32297,38,-0.2417,15,-1.6715,82,1.03925,39,-0.1982,10,-2.3994,19,-1.2752,31,-0.5486
ENSG00000183431,SF3A3,155,1.72777,21,-1.5801,46,-0.3833,42,-0.5121,74,0.38449,46,-0.4152,57,-0.0396,39,-0.6477
ENSG00000183520,UTP11,155,2.26565,33,-0.4917,26,-0.8697,34,-0.4701,32,-0.5680,38,-0.3160,16,-1.6120,38,-0.2953
ENSG00000116954,RRAGC,155,1.76786,30,-1.0221,44,-0.4049,71,0.34528,52,-0.1534,56,-0.0380,23,-1.3818,28,-1.0854
ENSG00000174574,AKIRIN1,155,0.80009,53,-0.9173,98,0.04034,118,0.34017,84,-0.2077,111,0.27921,58,-0.7950,74,-0.4036
ENSG00000168653,NDUFS5,155,-1.3392,125,-1.6596,350,-0.0728,216,-0.8290,399,0.14180,603,1.01754,227,-0.7558,614,0.87339
ENSG00000127603,MACF1,155,-2.0083,1506,1.72533,341,-0.8170,564,-0.0227,678,0.27981,198,-1.7749,1122,1.15770,384,-0.6300
ENSG00000090621,PABPC4,155,0.42583,215,0.99977,137,0.21857,116,-0.0508,107,-0.1731,64,-1.0685,140,0.26111,77,-0.6963
ENSG00000116983,HPCAL4,155,-1.0412,49,-2.7406,36,-3.1784,31,-3.4025,413,0.52504,476,0.92592,541,0.99976,527,0.95279
ENSG00000084072,PPIE,155,2.26544,12,-1.9594,26,-0.8596,37,-0.3216,19,-1.3518,53,0.29881,18,-1.4539,36,-0.3787
ENSG00000131236,CAP1,155,-0.0251,133,-0.2644,225,0.59353,224,0.59098,153,-0.0461,136,-0.2668,132,-0.2759,121,-0.4144
ENSG00000131238,PPT1,155,0.61826,45,-1.3454,69,-0.6857,64,-0.7969,106,-0.0109,160,0.81143,44,-1.3666,156,0.63272
ENSG00000117000,RLF,155,2.08070,37,-0.4683,21,-1.3371,47,-0.0901,63,0.38684,19,-1.5795,61,0.35838,23,-1.1543
ENSG00000084073,ZMPSTE24,155,2.35657,11,-2.0466,36,-0.3013,36,-0.2937,37,-0.2572,38,-0.2495,17,-1.4746,25,-0.8657
ENSG00000049089,COL9A2,155,1.99474,54,0.07573,88,0.89529,99,1.11478,5,-3.4003,6,-3.2172,19,-1.4875,30,-0.8412
ENSG00000084070,SMAP2,155,0.31104,104,-0.3321,71,-0.9138,53,-1.3526,271,1.29335,185,0.72956,33,-2.0816,94,-0.4872
ENSG00000117016,RIMS3,155,0.24311,2,-6.1047,8,-4.1271,5,-4.7222,147,0.16277,304,1.83585,110,-0.3088,166,0.35871
ENSG00000066136,NFYC,155,2.30940,6,-2.9546,15,-1.6342,23,-1.0171,15,-1.6434,57,0.46818,32,-0.4999,41,-0.1424
ENSG00000127124,HIVEP3,155,2.08858,18,-1.5631,18,-1.5572,20,-1.3552,67,0.50666,37,-0.5037,48,-0.0486,44,-0.1921
ENSG00000198815,FOXJ3,155,1.69078,24,-1.3877,32,-0.9646,25,-1.3332,53,-0.1709,70,0.31848,72,0.31906,33,-0.9219
ENSG00000127125,PPCS,155,1.44751,60,-0.1718,74,0.15020,44,-0.6551,30,-1.2290,68,0.00970,28,-1.3392,78,0.25015
ENSG00000186409,CCDC30,155,1.20097,96,0.36133,17,-2.2942,25,-1.7313,127,0.84806,37,-1.2493,145,1.07855,53,-0.5740
ENSG00000065978,YBX1,155,0.14789,202,0.59425,243,0.91583,258,1.02541,59,-1.3524,36,-2.2226,106,-0.4584,176,0.35940
ENSG00000177868,SVBP,155,1.53604,55,-0.2463,69,0.12106,68,0.08753,51,-0.3596,37,-0.9457,58,-0.1531,48,-0.4714
ENSG00000117395,EBNA1BP2,155,1.44585,27,-1.4025,50,-0.4625,34,-1.0476,130,1.12122,67,0.00159,18,-1.9707,57,-0.2766
ENSG00000179178,TMEM125,155,1.62174,53,-0.2242,85,0.54013,223,2.41620,0,-7.1762,5,-3.8423,21,-1.6431,7,-3.2861
