Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to10,Feature log2 fold change topic 8to10
ENSG00000157191,NECAP2,21,0.67929,27,1.07156,23,0.82366,4,-1.6966,5,-1.5867,23,0.79316,4,-1.7052,11,-0.5039
ENSG00000159363,ATP13A2,21,-2.4911,36,-1.6917,39,-1.5895,103,-0.0906,73,-0.6360,126,0.23469,199,1.00423,165,0.94846
ENSG00000117118,SDHB,30,-1.0834,71,0.27199,57,-0.0898,41,-0.5895,28,-1.1542,76,0.38439,102,0.87252,65,0.17013
ENSG00000117115,PADI2,278,2.19628,327,2.56525,116,0.56078,18,-2.2964,7,-3.5916,21,-2.0561,9,-3.2843,15,-2.8392
ENSG00000179051,RCC2,17,-0.7115,26,-0.0803,20,-0.4462,19,-0.5017,23,-0.2580,31,0.23731,70,1.63182,21,-0.4705
ENSG00000074964,ARHGEF10L,6,-1.1752,6,-1.3318,18,0.37539,21,0.60325,9,-0.6856,32,1.34069,24,0.86114,9,-0.8857
ENSG00000117154,IGSF21,7,-3.2684,29,-1.3096,35,-1.0143,60,-0.1878,55,-0.3041,60,-0.1865,84,0.35439,114,1.27312
ENSG00000159423,ALDH4A1,16,-0.6685,24,-0.0487,59,1.49762,24,-0.0459,8,-1.7172,82,2.14098,10,-1.3649,8,-1.9678
ENSG00000127481,UBR4,76,1.02372,18,-1.2919,47,0.19694,20,-1.1325,87,1.25862,32,-0.3833,37,-0.1840,32,-0.4924
ENSG00000127463,EMC1,27,-0.2835,20,-0.7066,17,-1.0021,18,-0.8762,32,-0.0228,28,-0.1934,46,0.56640,45,0.72432
ENSG00000053372,MRTO4,9,-2.0045,32,-0.1683,28,-0.3616,39,0.16129,41,0.21345,44,0.34706,39,0.13086,41,0.30734
ENSG00000053371,AKR7A2,25,-0.4333,65,1.12667,55,0.84346,25,-0.4302,5,-2.8635,62,1.03471,24,-0.4837,23,-0.6695
ENSG00000077549,CAPZB,162,-0.2470,126,-0.6430,134,-0.5432,186,-0.0289,141,-0.4647,228,0.29803,235,0.35238,227,0.39220
ENSG00000173436,MICOS10,116,-1.4097,267,-0.1245,226,-0.3890,551,1.08222,116,-1.4129,425,0.63325,287,-0.0133,301,0.08468
ENSG00000158747,NBL1,23,-2.6797,73,-1.0017,124,-0.1836,151,0.14088,103,-0.4700,146,0.08402,248,0.96625,173,0.48014
ENSG00000169914,OTUD3,21,0.05295,4,-2.3765,14,-0.5971,19,-0.1586,33,0.75983,17,-0.3413,16,-0.4068,28,0.64004
ENSG00000162545,CAMK2N1,407,-1.6630,891,-0.4710,2764,1.42778,2392,1.16235,1768,0.63569,788,-0.6616,581,-1.1271,806,-0.7655
ENSG00000090432,MUL1,23,0.38930,18,-0.0066,12,-0.6424,9,-1.1061,9,-1.0366,31,0.89480,28,0.69031,17,-0.1172
ENSG00000183114,FAM43B,5,-2.1064,12,-0.7411,8,-1.2403,14,-0.5392,6,-1.6488,33,0.86996,28,0.57270,30,0.94301
ENSG00000158828,PINK1,108,-2.0604,272,-0.6694,247,-0.8211,553,0.45832,185,-1.2616,437,0.07258,619,0.64662,584,0.75713
ENSG00000244038,DDOST,7,-1.8239,19,-0.4425,21,-0.3388,7,-1.8268,19,-0.4862,36,0.56162,25,-0.0379,40,1.05386
ENSG00000117245,KIF17,5,-2.4697,5,-2.3613,9,-1.5847,27,-0.0069,15,-0.8906,24,-0.2109,7,-2.0535,60,2.13889
ENSG00000189410,SH2D5,6,-2.3565,5,-2.6625,21,-0.5184,34,0.25827,38,0.44184,35,0.29625,24,-0.2995,43,0.86411
ENSG00000127483,HP1BP3,572,1.08459,246,-0.3114,467,0.73216,251,-0.2808,474,0.75774,191,-0.7039,222,-0.4710,191,-0.8574
ENSG00000075151,EIF4G3,280,-0.0704,126,-1.3033,232,-0.3703,196,-0.6298,565,1.10666,194,-0.6411,405,0.53074,309,0.11616
ENSG00000117298,ECE1,42,1.09333,25,0.22892,46,1.25661,14,-0.6492,16,-0.4217,22,0.02120,10,-1.1941,14,-0.8419
ENSG00000076864,RAP1GAP,48,-1.4369,44,-1.5788,40,-1.7208,117,-0.0793,108,-0.2057,97,-0.3636,91,-0.4655,227,1.54173
ENSG00000090686,USP48,230,1.48333,107,0.16099,72,-0.4573,56,-0.8592,138,0.58052,47,-1.0983,88,-0.1544,76,-0.4619
ENSG00000070831,CDC42,152,-0.2160,234,0.47812,67,-1.4694,131,-0.4486,111,-0.7079,150,-0.2463,177,0.01643,242,0.72372
ENSG00000133216,EPHB2,21,0.59090,16,0.19040,6,-1.2504,17,0.21568,29,1.11888,6,-1.3066,9,-0.7542,14,-0.0972
ENSG00000004487,KDM1A,32,-1.3544,42,-0.9459,45,-0.8570,44,-0.8800,108,0.53417,92,0.27317,109,0.55231,101,0.58921
ENSG00000169641,LUZP1,85,-1.2132,9,-4.4654,140,-0.4613,211,0.19554,376,1.17689,156,-0.2844,500,1.70991,131,-0.6825
ENSG00000125944,HNRNPR,198,0.47061,180,0.32023,152,0.04570,143,-0.0547,215,0.61042,113,-0.4239,98,-0.6387,127,-0.3084
ENSG00000088280,ASAP3,8,-0.6145,12,0.00995,29,1.44509,17,0.49308,2,-2.5249,13,0.05694,9,-0.5569,11,-0.2019
ENSG00000142676,RPL11,417,0.10723,755,1.11092,594,0.69422,508,0.43220,177,-1.2230,329,-0.2676,267,-0.5923,283,-0.6184
ENSG00000011007,ELOA,51,0.54589,31,-0.2593,53,0.62768,24,-0.6629,40,0.17632,26,-0.5426,34,-0.0883,35,-0.0951
ENSG00000057757,PITHD1,60,-1.3513,144,0.00595,54,-1.4973,124,-0.2376,89,-0.7508,189,0.44171,193,0.48398,195,0.67550
ENSG00000011009,LYPLA2,7,-1.6900,13,-0.7878,9,-1.4064,38,0.91064,24,0.11596,31,0.58440,36,0.80700,20,-0.1387
ENSG00000117308,GALE,8,-0.9336,9,-0.6642,11,-0.3917,8,-0.8062,15,0.06535,21,0.67092,8,-0.8870,20,0.81904
ENSG00000117305,HMGCL,30,1.12810,14,-0.1202,10,-0.5960,13,-0.2178,11,-0.4863,31,1.16351,15,-0.0065,9,-0.9283
ENSG00000189266,PNRC2,39,-0.5644,63,0.16618,75,0.44777,51,-0.1727,63,0.16148,57,0.00129,38,-0.6227,60,0.13498
ENSG00000188529,SRSF10,108,0.66564,79,0.13923,67,-0.1189,49,-0.5983,76,0.09375,89,0.34799,62,-0.2307,63,-0.2601
ENSG00000001460,STPG1,4,-1.6658,14,-0.0657,7,-1.0899,9,-0.6642,19,0.42196,11,-0.3926,15,0.04037,21,0.90320
ENSG00000001461,NIPAL3,282,1.08539,267,0.98585,69,-1.1651,100,-0.6161,111,-0.4440,59,-1.4011,195,0.45138,131,-0.2398
ENSG00000133226,SRRM1,678,1.84687,154,-0.6798,289,0.32191,211,-0.1899,381,0.78238,123,-1.0196,127,-0.9671,136,-1.0377
ENSG00000169504,CLIC4,204,2.31432,263,2.92970,35,-0.7393,9,-2.7379,2,-4.9723,10,-2.6448,13,-2.2262,12,-2.6812
ENSG00000117614,SYF2,155,0.17425,144,0.05384,246,0.94739,151,0.12747,173,0.35080,121,-0.2196,108,-0.4023,98,-0.6741
ENSG00000117616,RSRP1,238,1.43863,83,-0.3379,37,-1.5452,23,-2.2714,91,-0.1850,66,-0.6964,15,-2.8587,158,0.99264
ENSG00000183726,TMEM50A,81,0.22944,120,0.89321,64,-0.1441,44,-0.7128,59,-0.2726,44,-0.7358,47,-0.6208,80,0.29540
ENSG00000204178,MACO1,127,0.91432,39,-0.9719,53,-0.5097,61,-0.2718,135,1.01966,53,-0.4879,97,0.45869,55,-0.5467
ENSG00000117643,MAN1C1,11,-1.7474,13,-1.5720,29,-0.3392,25,-0.5575,63,0.90809,31,-0.2297,48,0.46577,47,0.57031
ENSG00000162430,SELENON,17,-0.7719,37,0.49149,52,1.05212,26,-0.0645,17,-0.7459,45,0.79497,14,-1.0090,22,-0.4058
ENSG00000117640,MTFR1L,38,-0.7124,43,-0.5305,43,-0.5260,49,-0.3480,62,0.03243,90,0.63512,58,-0.0803,75,0.44741
ENSG00000117632,STMN1,628,-0.9056,1020,-0.1529,378,-1.6711,938,-0.2845,882,-0.3808,1073,-0.0713,863,-0.4159,1814,1.13412
ENSG00000158008,EXTL1,4,-3.2874,12,-1.8698,30,-0.5303,71,0.86437,36,-0.2503,49,0.25410,30,-0.5050,62,0.90087
ENSG00000175087,PDIK1L,14,-0.2858,10,-0.8182,8,-1.0447,15,-0.2076,14,-0.2380,36,1.25566,24,0.59458,16,-0.1483
ENSG00000142684,ZNF593,9,-1.7816,28,-0.1441,31,-0.0115,45,0.57688,21,-0.5917,32,0.05107,31,-0.0375,38,0.43162
ENSG00000142669,SH3BGRL3,85,-1.1074,245,0.57159,127,-0.4808,207,0.28974,63,-1.5360,159,-0.1347,165,-0.0766,226,0.58784
ENSG00000158062,UBXN11,4,-2.4540,17,-0.4548,26,0.19445,30,0.43097,10,-1.1539,52,1.39169,6,-2.0452,27,0.40829
ENSG00000117682,DHDDS,3,-2.4769,12,-0.7562,15,-0.4005,12,-0.7346,18,-0.1229,28,0.55560,21,0.09783,29,0.87002
ENSG00000198830,HMGN2,241,0.51702,317,0.98178,308,0.93312,156,-0.1873,121,-0.5810,154,-0.2088,72,-1.3641,129,-0.5975
ENSG00000117713,ARID1A,147,0.91475,92,0.14410,118,0.54943,56,-0.6500,82,-0.0431,69,-0.3248,32,-1.4836,83,-0.0384
ENSG00000204160,ZDHHC18,7,-1.8552,13,-0.9925,8,-1.7326,27,0.15290,25,0.00478,17,-0.5851,36,0.63311,38,0.98389
ENSG00000142751,GPN2,19,-0.0044,17,-0.1841,27,0.60403,15,-0.3492,24,0.36372,16,-0.2558,21,0.20157,16,-0.2644
ENSG00000090273,NUDC,160,-0.4600,160,-0.4622,213,-0.0145,285,0.46103,204,-0.0830,208,-0.0479,204,-0.0786,238,0.21177
ENSG00000253368,TRNP1,10,-2.2818,10,-2.2024,26,-0.8704,77,0.87394,30,-0.6369,53,0.26929,114,1.59112,44,-0.0551
ENSG00000090020,SLC9A1,4,-2.5522,2,-3.4088,6,-1.9161,23,0.08201,17,-0.4000,25,0.22236,48,1.33489,31,0.79149
ENSG00000142784,WDTC1,16,-0.9332,25,-0.2427,35,0.27851,38,0.45135,24,-0.2695,32,0.14915,33,0.21520,29,0.00122
ENSG00000186501,TMEM222,47,0.07461,49,0.12837,35,-0.3831,31,-0.5825,47,0.05688,49,0.11171,44,-0.0468,50,0.21020
ENSG00000158195,WASF2,322,2.60940,158,1.15259,144,0.99691,28,-1.5790,27,-1.6333,41,-1.0369,25,-1.7495,16,-2.6831
ENSG00000126705,AHDC1,53,-0.2154,38,-0.7105,40,-0.6362,58,-0.0591,106,0.92798,56,-0.1337,49,-0.3212,68,0.25163
ENSG00000126709,IFI6,70,-0.6246,95,-0.1486,59,-0.8720,90,-0.2391,48,-1.1866,93,-0.1861,201,1.10298,129,0.45589
ENSG00000009780,FAM76A,52,1.27700,40,0.82528,27,0.14105,11,-1.1835,33,0.48820,11,-1.1979,5,-2.3258,21,-0.2503
ENSG00000117758,STX12,87,-0.1891,125,0.38862,78,-0.3507,70,-0.5246,73,-0.4603,68,-0.5778,87,-0.1936,131,0.63629
ENSG00000117751,PPP1R8,16,-0.8522,61,1.36070,24,-0.1896,20,-0.5066,20,-0.4485,38,0.54376,7,-1.9559,29,0.10954
ENSG00000117748,RPA2,26,-0.6876,47,0.21543,49,0.26403,25,-0.7960,24,-0.8140,51,0.33951,24,-0.8328,55,0.64895
ENSG00000158161,EYA3,10,-0.3963,15,0.16469,19,0.54460,8,-0.7509,20,0.63947,20,0.67512,10,-0.5110,11,-0.4450
ENSG00000126698,DNAJC8,366,0.67488,181,-0.4629,288,0.27963,258,0.09626,366,0.67414,176,-0.5090,250,0.04729,181,-0.5724
