Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to8,Feature log2 fold change topic 5to8
ENSG00000149527,PLCH2,23,0.17860,14,-0.5699,31,0.66688,11,-0.9989,21,0.12384
ENSG00000157881,PANK4,9,-1.0032,25,0.62955,22,0.39841,15,-0.2118,17,-0.0911
ENSG00000197921,HES5,31,0.28688,56,1.37828,33,0.42353,13,-1.1007,18,-0.8455
ENSG00000157873,TNFRSF14,18,0.90855,8,-0.3782,28,1.76969,9,-0.2221,5,-1.5631
ENSG00000157870,PRXL2B,50,0.12571,40,-0.2235,42,-0.1317,42,-0.1580,48,0.15762
ENSG00000177133,PRDM16-DT,21,0.38970,33,1.23605,19,0.28078,11,-0.6315,12,-0.8410
ENSG00000142611,PRDM16,17,0.84584,21,1.26454,9,-0.1043,3,-1.6312,7,-0.7136
ENSG00000158109,TPRG1L,126,-0.7506,196,-0.0485,166,-0.3144,190,-0.0966,234,0.46254
ENSG00000116213,WRAP73,14,-0.4830,9,-1.0873,13,-0.5503,15,-0.3732,25,0.93166
ENSG00000130764,LRRC47,83,-0.0790,66,-0.4601,85,-0.0468,52,-0.8199,103,0.52769
ENSG00000116198,CEP104,43,1.08794,10,-1.1777,18,-0.3759,22,-0.0585,22,-0.0700
ENSG00000198912,C1orf174,10,-0.7087,12,-0.4516,18,0.15134,13,-0.3779,19,0.51951
ENSG00000196581,AJAP1,31,-0.2833,24,-0.7201,77,1.26728,31,-0.2744,34,-0.2683
ENSG00000131697,NPHP4,6,-0.6660,5,-0.9360,13,0.61081,4,-1.3501,11,0.68042
ENSG00000069424,KCNAB2,156,-0.2210,118,-0.6629,205,0.23320,118,-0.6569,207,0.47278
ENSG00000116254,CHD5,166,0.14348,110,-0.5236,186,0.33447,108,-0.5544,162,0.18507
ENSG00000116251,RPL22,636,0.29856,853,0.81031,562,0.09093,502,-0.0973,426,-0.5827
ENSG00000158286,RNF207,6,-0.6924,1,-2.7297,10,0.26637,5,-0.8059,12,1.05789
ENSG00000116237,ICMT,34,-0.5420,30,-0.7263,49,0.04061,52,0.13193,55,0.39313
ENSG00000158292,GPR153,10,0.40696,7,-0.1407,8,0.11511,10,0.44757,6,-0.4125
ENSG00000097021,ACOT7,155,-0.9544,157,-0.9307,173,-0.7803,269,-0.0813,377,0.99488
ENSG00000215788,TNFRSF25,49,0.67129,14,-1.3002,57,0.96069,21,-0.7177,30,-0.2175
ENSG00000171680,PLEKHG5,33,-0.0316,24,-0.5185,70,1.29965,25,-0.4942,29,-0.3804
ENSG00000162408,NOL9,41,0.54403,23,-0.4186,33,0.17040,21,-0.5429,30,0.01883
ENSG00000204859,ZBTB48,15,0.44098,7,-0.8337,16,0.53270,9,-0.3720,12,-0.0422
ENSG00000162413,KLHL21,36,0.16565,28,-0.2253,33,0.00313,19,-0.8547,36,0.31607
ENSG00000116273,PHF13,23,0.56155,7,-1.2289,24,0.69132,23,0.60087,13,-0.5674
ENSG00000041988,THAP3,25,0.34452,13,-0.6771,26,0.39413,17,-0.2373,20,-0.0098
ENSG00000007923,DNAJC11,35,0.30316,26,-0.1861,27,-0.1604,24,-0.2994,31,0.12272
ENSG00000171735,CAMTA1,318,0.06727,331,0.13406,314,0.04368,249,-0.3351,308,0.02430
ENSG00000049245,VAMP3,61,1.66620,21,-0.1907,26,0.09721,12,-1.0934,18,-0.6971
ENSG00000049246,PER3,77,1.17135,46,0.27024,56,0.60170,20,-1.0759,29,-0.7803
ENSG00000116288,PARK7,322,-0.5401,626,0.55852,363,-0.3493,522,0.24686,442,-0.0522
ENSG00000116285,ERRFI1,29,-0.1210,22,-0.5427,17,-0.9613,31,0.00572,37,0.58975
ENSG00000162426,SLC45A1,21,-0.6213,20,-0.6877,23,-0.4705,28,-0.1620,39,0.74850
ENSG00000142599,RERE,151,0.47651,108,-0.0832,136,0.28968,84,-0.4852,108,-0.1496
ENSG00000074800,ENO1,663,0.40843,547,0.08555,475,-0.1466,408,-0.3937,516,-0.0195
ENSG00000171612,SLC25A33,75,1.21960,78,1.29289,29,-0.4124,36,-0.0457,20,-1.4160
ENSG00000188807,TMEM201,12,-0.0308,11,-0.1034,9,-0.4484,7,-0.6962,14,0.49036
ENSG00000171608,PIK3CD,14,0.10016,7,-0.9232,5,-1.5040,4,-1.8692,19,1.30279
ENSG00000171603,CLSTN1,744,-0.3532,444,-1.1597,932,0.01276,752,-0.3358,1131,0.65547
ENSG00000178585,CTNNBIP1,37,-0.0438,47,0.35990,15,-1.4471,17,-1.2141,47,0.67916
ENSG00000162441,LZIC,75,0.56444,76,0.58631,46,-0.2457,51,-0.0773,45,-0.4526
ENSG00000173614,NMNAT1,7,-0.1241,5,-0.4507,7,-0.1482,5,-0.5104,9,0.49026
ENSG00000130939,UBE4B,41,0.01397,14,-1.5909,36,-0.2126,37,-0.1671,49,0.62139
ENSG00000054523,KIF1B,369,0.00227,307,-0.2992,284,-0.4238,280,-0.4440,428,0.46291
ENSG00000284642,AL139424.2,10,-0.7834,12,-0.3956,6,-1.5248,7,-1.1907,23,1.35695
ENSG00000142657,PGD,51,0.03457,48,-0.0805,41,-0.3276,42,-0.2972,55,0.27193
ENSG00000175279,CENPS,14,0.06394,17,0.32172,13,-0.0710,18,0.45472,12,-0.3764
ENSG00000241563,CORT,45,-0.1949,58,0.21746,44,-0.2142,52,0.03696,52,0.05273
ENSG00000160049,DFFA,53,0.60087,37,0.01862,38,0.04333,39,0.09160,32,-0.3768
ENSG00000142655,PEX14,15,-0.5543,16,-0.3655,25,0.30118,25,0.33787,21,0.05141
ENSG00000120948,TARDBP,101,0.21073,78,-0.2046,84,-0.0892,90,0.02614,89,0.01413
ENSG00000271895,AL109811.2,16,-0.2915,19,-0.0774,32,0.83577,15,-0.4078,19,-0.1394
ENSG00000116649,SRM,72,0.50204,57,0.10611,70,0.45313,43,-0.3619,46,-0.3781
ENSG00000171824,EXOSC10,45,0.36293,26,-0.5511,42,0.24017,32,-0.1842,36,-0.0005
ENSG00000198793,MTOR,36,-0.6422,38,-0.5565,59,0.15284,58,0.13558,60,0.31817
ENSG00000120942,UBIAD1,18,0.81224,10,-0.1526,8,-0.6037,9,-0.3138,11,-0.0197
ENSG00000116661,FBXO2,315,0.91279,199,0.11761,172,-0.1235,194,0.07461,151,-0.5420
ENSG00000132879,FBXO44,89,-0.1299,55,-0.8836,117,0.31576,59,-0.7796,113,0.49454
ENSG00000116663,FBXO6,11,-0.0605,9,-0.3340,7,-0.6517,7,-0.7716,14,0.68888
ENSG00000116670,MAD2L2,22,0.90368,14,0.07461,16,0.32799,10,-0.3851,10,-0.5389
ENSG00000177000,MTHFR,30,1.10166,11,-0.4684,20,0.45218,8,-0.9868,14,-0.3418
ENSG00000011021,CLCN6,58,-0.4370,61,-0.3418,49,-0.6996,63,-0.2998,94,0.69663
ENSG00000175206,NPPA,5,-0.8412,6,-0.5753,40,3.26036,4,-1.1761,3,-1.9878
ENSG00000116685,KIAA2013,35,0.54130,22,-0.2485,31,0.32122,16,-0.7020,25,-0.0671
ENSG00000083444,PLOD1,35,0.90435,11,-0.9553,19,-0.1440,21,0.02386,20,-0.1206
ENSG00000116688,MFN2,114,-0.3087,118,-0.2469,131,-0.0769,127,-0.1323,153,0.31609
ENSG00000116691,MIIP,21,1.17853,7,-0.7159,7,-0.5382,5,-1.2055,11,0.16032
ENSG00000048707,VPS13D,60,-0.2807,56,-0.3942,52,-0.5214,53,-0.4895,88,0.66886
ENSG00000162496,DHRS3,30,1.39794,24,0.98358,10,-0.3990,10,-0.4814,8,-1.1163
ENSG00000116731,PRDM2,133,-0.0276,109,-0.3419,172,0.41228,105,-0.4107,140,0.10973
ENSG00000189337,KAZN,61,-0.1895,69,0.00896,41,-0.8109,74,0.13440,76,0.30202
ENSG00000142634,EFHD2,55,-0.5691,27,-1.6736,6,-3.8813,9,-3.1701,133,2.43660
ENSG00000132906,CASP9,12,-0.0115,8,-0.5777,11,-0.0258,16,0.47268,12,0.00017
ENSG00000116138,DNAJC16,28,-0.4032,32,-0.1833,41,0.22587,33,-0.1357,38,0.18801
ENSG00000197312,DDI2,22,-0.3313,12,-1.2271,21,-0.3991,21,-0.4424,35,0.87822
ENSG00000116786,PLEKHM2,89,0.05573,107,0.37453,76,-0.2027,81,-0.0890,83,-0.0829
ENSG00000065526,SPEN,135,1.37406,30,-1.1709,70,0.19845,45,-0.5207,55,-0.3553
ENSG00000116809,ZBTB17,28,0.49229,16,-0.4352,21,0.01212,16,-0.4373,21,0.09098
ENSG00000185519,FAM131C,5,-0.8287,6,-0.5513,6,-0.6042,5,-0.8388,13,1.06676
ENSG00000037637,FBXO42,18,-0.4343,16,-0.6505,14,-0.7957,15,-0.6768,32,0.97569
ENSG00000055070,SZRD1,41,1.05961,24,0.13001,27,0.30669,13,-0.8096,18,-0.5260
ENSG00000157191,NECAP2,23,1.26051,13,0.27545,6,-1.0188,7,-0.6337,10,-0.3045
ENSG00000219481,NBPF1,24,0.96087,13,-0.1136,9,-0.6018,12,-0.1561,13,-0.1957
ENSG00000058453,CROCC,18,0.85683,9,-0.3423,11,-0.0163,6,-0.8247,11,-0.0300
ENSG00000238142,BX284668.5,9,0.42939,6,-0.2389,10,0.56511,6,-0.2332,6,-0.3021
ENSG00000159363,ATP13A2,77,-0.4207,66,-0.6664,67,-0.6527,96,-0.0760,124,0.69615
ENSG00000117118,SDHB,50,-1.2491,138,0.37279,81,-0.4927,151,0.53306,116,0.13705
ENSG00000117115,PADI2,114,2.33780,27,-0.3204,9,-1.9899,15,-1.1977,26,-0.6778
ENSG00000179051,RCC2,19,-0.5470,28,0.05892,21,-0.3934,28,0.08350,30,0.30023
ENSG00000074964,ARHGEF10L,31,0.93973,18,-0.0138,8,-1.1568,17,-0.0841,17,-0.1039
ENSG00000117154,IGSF21,70,-0.1693,52,-0.6276,86,0.16519,48,-0.7609,91,0.50622
ENSG00000159423,ALDH4A1,24,0.53700,26,0.69907,9,-0.9583,10,-0.7800,17,-0.0302
ENSG00000169991,IFFO2,15,0.65953,4,-1.2182,8,-0.2760,17,0.95714,8,-0.3749
ENSG00000127481,UBR4,24,0.94401,10,-0.4746,13,-0.0385,16,0.20757,12,-0.4214
ENSG00000127463,EMC1,36,0.01105,36,0.02446,33,-0.1238,28,-0.3744,38,0.18563
ENSG00000053372,MRTO4,32,-0.3972,35,-0.2432,42,0.04955,35,-0.2424,45,0.33561
ENSG00000053371,AKR7A2,48,0.76116,36,0.27282,31,0.02730,22,-0.5127,27,-0.3491
ENSG00000040487,SLC66A1,14,0.59952,7,-0.6191,10,-0.0376,5,-1.0941,11,0.30158
ENSG00000077549,CAPZB,163,0.16971,126,-0.2538,166,0.19857,149,0.02314,143,-0.0753
ENSG00000173436,MICOS10,243,-0.7840,575,0.63338,247,-0.7529,491,0.35961,403,0.05161
ENSG00000158747,NBL1,203,0.38420,138,-0.2552,127,-0.3904,95,-0.8361,182,0.36898
ENSG00000169914,OTUD3,19,-0.3448,9,-1.4893,21,-0.2373,17,-0.5630,32,0.91984
ENSG00000162543,UBXN10,7,-0.0918,10,0.37868,8,0.09817,16,1.26191,5,-0.9740
ENSG00000162545,CAMK2N1,2217,0.48509,2155,0.43668,3914,1.54490,1476,-0.1944,885,-1.4632
ENSG00000090432,MUL1,24,-0.0591,20,-0.3562,18,-0.4859,23,-0.1238,28,0.40985
ENSG00000183114,FAM43B,13,-0.2925,13,-0.2877,4,-2.0988,3,-2.4034,24,1.45122
ENSG00000158828,PINK1,347,-0.6254,482,-0.1008,311,-0.7969,598,0.25562,591,0.44209
ENSG00000244038,DDOST,29,0.29026,20,-0.3135,23,-0.0629,24,-0.0226,24,0.02645
ENSG00000117245,KIF17,17,-0.6165,10,-1.3352,8,-1.6934,10,-1.4142,39,1.72701
ENSG00000189410,SH2D5,36,-0.3594,30,-0.6320,55,0.33999,42,-0.1180,49,0.26591
ENSG00000127483,HP1BP3,332,0.61655,178,-0.4209,261,0.20211,192,-0.2955,221,-0.1241
ENSG00000075151,EIF4G3,161,-0.5226,157,-0.5606,219,-0.0238,281,0.39370,240,0.23147
ENSG00000117298,ECE1,50,1.89070,15,-0.2082,15,-0.2195,9,-1.0282,13,-0.7744
ENSG00000162551,ALPL,19,1.19878,4,-1.2769,4,-1.0912,1,-3.2744,12,0.70626
ENSG00000076864,RAP1GAP,122,-0.7154,83,-1.3017,120,-0.7332,79,-1.3796,279,1.46441
ENSG00000090686,USP48,80,0.28758,52,-0.4003,76,0.21182,63,-0.1048,67,-0.0310
ENSG00000218510,LINC00339,5,-1.4003,10,-0.3434,11,-0.3032,14,0.17926,16,0.61183
ENSG00000070831,CDC42,183,-0.4873,240,-0.0552,172,-0.5887,258,0.06907,282,0.40407
ENSG00000184677,ZBTB40,8,-0.1433,7,-0.3137,14,0.71133,8,-0.2103,9,-0.0986
ENSG00000133216,EPHB2,21,0.73870,3,-2.0052,17,0.34216,9,-0.6673,15,0.21557
ENSG00000004487,KDM1A,47,-0.1156,31,-0.7764,67,0.46053,47,-0.1275,54,0.15364
ENSG00000169641,LUZP1,91,-0.4702,67,-0.9442,75,-0.7659,152,0.36688,147,0.61111
ENSG00000125944,HNRNPR,147,0.18943,99,-0.4560,172,0.45783,142,0.13358,122,-0.1959
ENSG00000125945,ZNF436,14,-0.2599,5,-1.7838,23,0.58169,8,-1.0956,20,0.67437
ENSG00000249087,ZNF436-AS1,11,-0.3378,19,0.48082,22,0.71108,9,-0.7436,13,-0.2076
ENSG00000204219,TCEA3,10,0.29803,16,1.06728,3,-1.6390,9,0.18726,7,-0.3686
ENSG00000088280,ASAP3,10,0.17473,8,-0.2735,4,-1.2692,4,-1.3734,12,0.87561
ENSG00000117318,ID3,125,3.60961,18,-0.4318,13,-0.9696,7,-1.8536,8,-2.3637
ENSG00000142676,RPL11,610,0.41031,749,0.77000,549,0.22919,422,-0.2051,374,-0.6401
ENSG00000011007,ELOA,23,0.08150,27,0.31156,25,0.19434,20,-0.1839,21,-0.1971
ENSG00000057757,PITHD1,115,-0.8545,197,0.00452,164,-0.2913,193,-0.0277,225,0.43014
ENSG00000011009,LYPLA2,26,-0.0931,22,-0.3558,21,-0.4894,26,-0.1046,32,0.41746
ENSG00000117308,GALE,15,-0.6380,11,-1.2003,22,-0.0602,16,-0.6129,30,0.90237
ENSG00000117305,HMGCL,21,0.08527,25,0.37152,10,-1.0771,17,-0.2498,22,0.24138
ENSG00000179163,FUCA1,9,-0.7609,7,-1.2221,12,-0.3446,15,-0.0424,19,0.84017
ENSG00000189266,PNRC2,77,0.22816,68,0.03651,105,0.76164,57,-0.2657,57,-0.4203
ENSG00000188529,SRSF10,84,0.27496,61,-0.2536,62,-0.2299,68,-0.0686,74,0.09901
ENSG00000001460,STPG1,10,0.19610,6,-0.5432,14,0.70455,6,-0.5293,9,-0.0509
ENSG00000001461,NIPAL3,111,0.27408,68,-0.5192,53,-0.9133,70,-0.4745,112,0.57491
ENSG00000133226,SRRM1,204,1.22831,61,-0.8147,122,0.31020,99,-0.0497,82,-0.5707
ENSG00000169504,CLIC4,139,2.85783,22,-0.6477,8,-2.1176,7,-2.3534,23,-0.9017
ENSG00000117614,SYF2,137,0.51796,111,0.16431,129,0.41788,97,-0.0625,83,-0.5156
ENSG00000117616,RSRP1,89,0.30955,34,-1.2012,114,0.72426,46,-0.7688,78,0.13160
ENSG00000183726,TMEM50A,96,0.04415,85,-0.1539,139,0.68032,100,0.11894,81,-0.3640
ENSG00000204178,MACO1,53,0.35008,26,-0.7703,57,0.48466,31,-0.5160,44,0.06497
ENSG00000117643,MAN1C1,38,-0.4014,31,-0.6826,99,1.25618,69,0.58772,38,-0.6483
ENSG00000162430,SELENON,60,1.25779,24,-0.3083,30,0.01883,17,-0.8267,26,-0.3422
ENSG00000117640,MTFR1L,69,0.14856,59,-0.1134,71,0.18384,50,-0.3950,64,0.05217
ENSG00000117632,STMN1,784,-1.3450,1576,-0.2548,1134,-0.7768,2119,0.23350,2281,0.70062
ENSG00000158008,EXTL1,44,-0.0767,40,-0.2170,43,-0.1021,24,-1.0394,54,0.51795
ENSG00000175087,PDIK1L,8,-0.9436,13,-0.2989,19,0.36584,14,-0.0909,17,0.30753
ENSG00000142684,ZNF593,21,-0.5642,41,0.55229,23,-0.4005,35,0.27486,29,-0.0365
ENSG00000142669,SH3BGRL3,174,0.27870,147,-0.0045,105,-0.5351,113,-0.4250,159,0.24136
ENSG00000158062,UBXN11,24,0.59459,22,0.47468,21,0.36783,12,-0.5013,14,-0.5274
ENSG00000117682,DHDDS,21,-0.2132,17,-0.4724,19,-0.3497,30,0.40789,25,0.21277
ENSG00000198830,HMGN2,276,1.19790,199,0.59519,190,0.51491,107,-0.4322,87,-1.1516
ENSG00000117713,ARID1A,87,0.96324,52,0.08967,59,0.29261,39,-0.3711,40,-0.5741
ENSG00000060642,PIGV,14,0.27843,13,0.07409,8,-0.5660,13,0.13997,12,-0.0139
ENSG00000204160,ZDHHC18,16,-0.2772,12,-0.7319,19,0.00922,16,-0.2425,22,0.47696
ENSG00000142751,GPN2,23,0.28859,13,-0.6454,24,0.38680,20,0.05372,18,-0.1083
ENSG00000198746,GPATCH3,7,-0.2912,5,-0.9297,6,-0.4714,6,-0.4659,11,0.82107
ENSG00000090273,NUDC,179,-0.1725,250,0.37763,208,0.06601,257,0.42585,175,-0.3487
ENSG00000253368,TRNP1,41,-0.5990,58,-0.0593,39,-0.6984,79,0.46891,66,0.27350
ENSG00000090020,SLC9A1,11,-1.1255,11,-1.0349,9,-1.4417,16,-0.5241,33,1.45736
ENSG00000142784,WDTC1,34,0.54936,19,-0.4338,19,-0.3707,18,-0.5096,26,0.23578
ENSG00000186501,TMEM222,68,0.51329,32,-0.7046,37,-0.5042,28,-0.9102,59,0.51253
ENSG00000158195,WASF2,95,2.49425,19,-0.4948,15,-0.9186,14,-0.9759,17,-1.0608
ENSG00000126705,AHDC1,37,0.46509,14,-1.0651,34,0.31245,18,-0.7100,30,0.23353
ENSG00000126709,IFI6,124,0.52596,80,-0.2073,40,-1.2675,101,0.17454,95,0.14107
ENSG00000009780,FAM76A,29,0.53088,16,-0.4534,36,0.91372,14,-0.6208,18,-0.3632
ENSG00000117758,STX12,100,-0.3141,108,-0.1980,102,-0.2832,105,-0.2332,139,0.42299
ENSG00000117751,PPP1R8,37,0.29040,26,-0.2763,32,0.05591,31,0.02634,30,-0.0608
ENSG00000117748,RPA2,49,-0.1242,37,-0.5746,63,0.29935,45,-0.2579,57,0.23341
ENSG00000158161,EYA3,15,0.36559,4,-1.5475,8,-0.6347,9,-0.3765,15,0.67313
ENSG00000126698,DNAJC8,225,-0.1143,275,0.21847,243,0.01490,273,0.20939,228,-0.1559
ENSG00000130770,ATP5IF1,268,-1.4880,922,0.48588,680,-0.0268,1033,0.68550,656,-0.1442
ENSG00000130766,SESN2,9,-0.0702,9,-0.0618,7,-0.3725,6,-0.4880,10,0.39499
ENSG00000204138,PHACTR4,54,2.01910,8,-1.2176,15,-0.2621,16,-0.2390,13,-0.8237
ENSG00000242125,SNHG3,7,-0.7773,9,-0.2539,17,0.68871,7,-0.7493,12,0.29291
ENSG00000180098,TRNAU1AP,23,0.30457,26,0.49284,12,-0.6821,12,-0.6853,20,0.11144
ENSG00000197989,SNHG12,12,0.36024,14,0.69735,6,-0.6182,13,0.58767,7,-0.6146
ENSG00000120656,TAF12,12,-0.3283,29,1.12275,10,-0.6532,9,-0.8415,15,0.02001
ENSG00000162419,GMEB1,13,0.48171,10,0.13546,12,0.36115,5,-0.8107,9,-0.1866
ENSG00000198492,YTHDF2,66,-0.4834,96,0.10888,72,-0.3500,110,0.34710,93,0.11109
ENSG00000116329,OPRD1,15,0.21838,10,-0.4473,13,-0.0500,11,-0.1960,14,0.17631
ENSG00000159023,EPB41,20,0.53342,8,-0.9710,10,-0.5494,14,-0.0560,16,0.29529
ENSG00000116350,SRSF4,79,0.49220,60,0.02745,74,0.38561,59,-0.0028,50,-0.4448
ENSG00000116353,MECR,31,-0.1422,30,-0.1956,23,-0.6361,40,0.26683,37,0.25247
ENSG00000060656,PTPRU,16,-0.0744,2,-2.9608,14,-0.3091,3,-2.6045,25,1.48054
ENSG00000162511,LAPTM5,21,1.51559,10,0.24971,5,-0.6694,9,0.04274,6,-0.8670
ENSG00000162512,SDC3,97,0.74501,51,-0.3169,64,0.02342,51,-0.3319,60,-0.1430
ENSG00000134644,PUM1,111,-0.1816,109,-0.2002,150,0.32632,87,-0.5723,133,0.21959
ENSG00000060688,SNRNP40,11,-0.2525,11,-0.2360,10,-0.4189,12,-0.1826,15,0.44444
ENSG00000121766,ZCCHC17,105,-0.4606,111,-0.3583,163,0.26379,170,0.33109,141,0.04009
ENSG00000121769,FABP3,57,-1.2993,90,-0.5888,26,-2.4480,159,0.33731,177,1.08738
ENSG00000162517,PEF1,45,-0.5611,50,-0.4209,70,0.13691,51,-0.3691,75,0.46543
ENSG00000084636,COL16A1,55,0.62498,20,-0.9977,35,-0.1518,15,-1.4825,45,0.52585
ENSG00000121753,ADGRB2,202,0.08335,124,-0.7026,263,0.53277,151,-0.3868,199,0.10435
ENSG00000184007,PTP4A2,238,0.54926,157,-0.1460,133,-0.4204,172,-0.0013,169,-0.0495
ENSG00000121774,KHDRBS1,146,0.10736,152,0.16759,202,0.65784,140,0.03782,114,-0.4862
ENSG00000121775,TMEM39B,13,-0.0674,4,-1.7065,24,0.90429,9,-0.6910,15,0.26522
ENSG00000025800,KPNA6,85,0.52934,52,-0.3047,59,-0.0903,38,-0.7977,66,0.17998
ENSG00000084652,TXLNA,36,0.80879,14,-0.6621,23,0.06162,15,-0.6225,22,0.01375
ENSG00000160050,CCDC28B,18,-0.1592,31,0.69513,25,0.36288,15,-0.4448,18,-0.2979
ENSG00000084623,EIF3I,89,-0.4770,97,-0.3411,115,-0.0677,150,0.37462,127,0.16957
ENSG00000116478,HDAC1,27,1.41173,15,0.28004,14,0.26168,8,-0.7359,8,-0.8832
ENSG00000175130,MARCKSL1,338,1.93102,106,-0.1942,31,-2.0547,43,-1.5981,110,-0.2426
ENSG00000160058,BSDC1,50,0.08909,27,-0.8797,59,0.35674,26,-0.9405,54,0.41912
ENSG00000160062,ZBTB8A,16,0.55973,6,-1.0470,34,2.03444,4,-1.4800,8,-0.9345
ENSG00000176261,ZBTB8OS,44,-0.4681,75,0.38396,53,-0.1828,88,0.65836,54,-0.2691
ENSG00000162521,RBBP4,105,0.21513,71,-0.4208,122,0.48002,96,0.07690,85,-0.2066
ENSG00000162522,KIAA1522,16,-0.3724,17,-0.2231,35,0.93486,18,-0.1347,18,-0.2201
ENSG00000134684,YARS,99,-0.5695,79,-0.9183,115,-0.3255,141,0.00187,173,0.67230
ENSG00000116497,S100PBP,21,0.57685,14,-0.0741,15,0.02495,7,-1.1057,15,0.09066
