Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to5,Feature log2 fold change topic 2to5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9
ENSG00000171735,CAMTA1,174,-1.2930,328,-0.4696,644,0.97210,518,0.43569,292,-0.4944
ENSG00000049245,VAMP3,152,2.73581,16,-1.7308,14,-1.5805,11,-1.7821,76,1.24999
ENSG00000049246,PER3,62,0.29690,37,-0.7713,48,-0.1347,43,-0.2902,117,1.40356
ENSG00000116288,PARK7,235,-0.5845,415,0.56973,224,-0.7345,312,-0.1382,403,0.27867
ENSG00000116285,ERRFI1,24,-0.1365,32,0.55871,20,-0.4298,25,-0.0597,17,-0.6266
ENSG00000162426,SLC45A1,10,-1.5288,47,1.72222,20,-0.6100,8,-1.8470,10,-1.5119
ENSG00000142599,RERE,105,-0.1288,94,-0.4680,140,0.38142,133,0.24439,135,0.26722
ENSG00000074800,ENO1,325,-0.7556,589,0.32156,317,-0.8786,277,-0.9995,1122,1.31961
ENSG00000171612,SLC25A33,25,-0.7747,36,-0.3369,20,-1.1809,35,-0.2289,125,2.01636
ENSG00000171603,CLSTN1,225,-1.8086,1003,0.98097,790,0.15446,346,-1.1625,387,-0.9921
ENSG00000178585,CTNNBIP1,22,-0.5809,34,0.12023,16,-1.2308,61,1.06397,42,0.40563
ENSG00000162441,LZIC,127,1.12790,43,-0.9610,50,-0.4692,87,0.47095,104,0.76724
ENSG00000130939,UBE4B,74,0.76790,45,-0.1179,42,-0.1714,45,-0.0431,38,-0.3451
ENSG00000054523,KIF1B,560,0.59981,303,-0.6011,437,0.21090,477,0.32844,391,0.00237
ENSG00000284642,AL139424.2,14,0.10462,14,0.01134,14,0.09436,12,-0.1899,12,-0.1279
ENSG00000142657,PGD,57,0.11441,68,0.71577,43,-0.3847,35,-0.6709,29,-0.9533
ENSG00000241563,CORT,5,-3.5276,76,0.63469,56,-0.1666,42,-0.5949,86,0.56387
ENSG00000160049,DFFA,94,0.89356,40,-0.7688,53,-0.0663,76,0.52752,62,0.19262
ENSG00000142655,PEX14,13,-0.6190,23,0.46693,19,-0.0674,26,0.45578,7,-1.6216
ENSG00000120948,TARDBP,116,0.38929,81,-0.2803,100,0.18261,79,-0.2351,100,0.14338
ENSG00000271895,AL109811.2,18,-0.0302,14,-0.5708,29,0.93889,12,-0.6282,18,0.01567
ENSG00000116649,SRM,28,-1.0677,63,0.31150,50,-0.2026,54,-0.0706,71,0.38428
ENSG00000171824,EXOSC10,41,0.16837,38,0.08287,36,-0.0172,17,-1.2093,49,0.45998
ENSG00000198793,MTOR,35,-0.6118,66,0.70646,45,-0.2448,21,-1.4019,55,0.10784
ENSG00000116661,FBXO2,66,-1.6658,215,0.25757,105,-1.0775,203,0.06311,420,1.32517
ENSG00000132879,FBXO44,24,-2.0421,115,0.63583,111,0.35197,88,-0.0800,36,-1.4622
ENSG00000177000,MTHFR,21,0.24527,13,-0.6659,28,0.89503,10,-0.9573,21,0.23565
ENSG00000011021,CLCN6,40,-0.7919,69,0.09634,70,0.11213,73,0.15327,68,0.03723
ENSG00000116685,KIAA2013,48,0.87428,27,-0.1969,25,-0.2156,18,-0.7592,35,0.33625
ENSG00000083444,PLOD1,17,-0.0216,14,-0.5058,13,-0.5010,17,-0.0810,41,1.46344
ENSG00000116688,MFN2,89,-0.5961,148,0.35293,150,0.27096,122,-0.1005,67,-1.0354
ENSG00000048707,VPS13D,52,-0.5000,76,0.16008,85,0.32290,72,0.00459,46,-0.6860
ENSG00000162496,DHRS3,20,0.05030,13,-0.8670,9,-1.3204,7,-1.4110,76,2.61080
ENSG00000116731,PRDM2,174,-0.1675,143,-0.7100,334,1.12704,228,0.26925,97,-1.0685
ENSG00000189337,KAZN,87,0.40089,68,-0.0283,63,-0.1609,69,0.00540,64,-0.1111
ENSG00000142634,EFHD2,37,-0.7225,60,0.02030,62,0.08614,98,0.83799,35,-0.8156
ENSG00000116138,DNAJC16,37,-0.2327,46,0.15696,55,0.45888,19,-1.2258,38,-0.1747
ENSG00000197312,DDI2,34,-0.0933,30,-0.4793,53,0.74907,35,-0.0602,32,-0.1853
ENSG00000116786,PLEKHM2,48,-1.0821,86,-0.2885,73,-0.4988,233,1.54916,98,0.01970
ENSG00000065526,SPEN,220,0.82075,52,-1.9300,253,1.31191,136,0.00596,145,0.11354
ENSG00000116809,ZBTB17,21,0.31012,14,-0.4600,11,-0.7897,28,0.79260,28,0.79548
ENSG00000037637,FBXO42,11,-0.8497,21,0.17290,22,0.22492,15,-0.4487,22,0.21507
ENSG00000055070,SZRD1,34,0.68841,14,-1.0967,17,-0.5034,34,0.68337,46,1.21729
ENSG00000219481,NBPF1,38,1.67663,9,-0.9387,12,-0.3182,9,-0.6577,21,0.60964
ENSG00000159363,ATP13A2,23,-2.2965,156,1.31621,80,-0.4688,71,-0.5902,57,-0.9286
ENSG00000117118,SDHB,46,-0.8094,104,0.93891,46,-0.8882,56,-0.4898,78,0.02235
ENSG00000117115,PADI2,317,2.99365,18,-2.6470,9,-3.1910,34,-1.1279,193,1.80095
ENSG00000179051,RCC2,15,-0.8495,36,0.95614,18,-0.6827,23,-0.1732,18,-0.6022
ENSG00000074964,ARHGEF10L,12,-0.4806,15,-0.3083,10,-0.8926,21,0.38714,38,1.42595
ENSG00000117154,IGSF21,29,-1.2582,88,0.83423,56,-0.2880,55,-0.2964,48,-0.5142
ENSG00000159423,ALDH4A1,16,-0.2515,16,-0.3520,5,-2.2125,31,0.79564,49,1.66121
ENSG00000127481,UBR4,47,0.54685,23,-0.8390,52,0.87201,20,-0.7793,38,0.19694
ENSG00000127463,EMC1,27,-0.3438,35,0.11411,42,0.43733,15,-1.1839,34,0.05844
ENSG00000053372,MRTO4,28,-0.6098,50,0.55591,33,-0.3715,46,0.19007,29,-0.5604
ENSG00000053371,AKR7A2,42,0.21743,36,-0.0615,20,-0.9814,15,-1.3274,88,1.53056
ENSG00000077549,CAPZB,128,-0.5456,205,0.34557,165,-0.1714,150,-0.3017,200,0.16057
ENSG00000173436,MICOS10,203,-0.6866,360,0.38594,207,-0.7336,524,0.86614,239,-0.4346
ENSG00000158747,NBL1,39,-1.8487,170,0.78421,104,-0.4018,150,0.22571,96,-0.4905
ENSG00000169914,OTUD3,12,-0.8708,26,0.62619,26,0.41302,12,-0.8676,8,-1.4485
ENSG00000162545,CAMK2N1,1065,-1.0554,1763,-0.4101,2107,0.01886,3219,0.72765,3219,0.72757
ENSG00000090432,MUL1,17,-0.0199,21,0.61468,17,0.03954,10,-0.7952,7,-1.3906
ENSG00000183114,FAM43B,2,-2.5022,14,0.29010,17,0.48798,8,-0.6603,14,0.18682
ENSG00000158828,PINK1,169,-1.4389,558,0.79397,366,-0.2760,489,0.22146,218,-1.0551
ENSG00000244038,DDOST,23,-0.6680,44,0.71423,24,-0.6630,20,-0.8358,44,0.39542
ENSG00000117245,KIF17,6,-1.8510,28,0.95621,26,0.49963,9,-1.1907,3,-2.7144
ENSG00000189410,SH2D5,1,-5.7245,62,0.80832,56,0.31432,50,0.10371,14,-1.8462
ENSG00000127483,HP1BP3,405,0.76165,175,-0.8841,352,0.60860,268,0.06808,240,-0.1156
ENSG00000075151,EIF4G3,232,-0.2197,260,-0.0626,424,0.93973,166,-0.7441,110,-1.3791
ENSG00000117298,ECE1,27,0.89277,10,-0.9820,12,-0.5134,14,-0.2099,38,1.48397
ENSG00000076864,RAP1GAP,53,-1.0914,132,0.62605,127,0.33923,79,-0.4706,41,-1.4466
ENSG00000090686,USP48,135,0.89679,65,-0.4883,110,0.64064,48,-0.8016,52,-0.6674
ENSG00000070831,CDC42,259,0.29008,265,0.57114,174,-0.3950,117,-0.9631,167,-0.4170
ENSG00000173372,C1QA,15,-0.5213,10,-1.4480,9,-1.3793,25,0.31897,87,2.76458
ENSG00000173369,C1QB,27,0.43643,12,-1.1606,4,-2.5429,19,-0.1050,82,2.65743
ENSG00000133216,EPHB2,14,-0.0125,13,-0.2507,26,1.21109,8,-0.8620,3,-2.2718
ENSG00000004487,KDM1A,32,-0.9426,62,0.12386,86,0.73546,37,-0.7495,43,-0.4915
ENSG00000169641,LUZP1,50,-1.6377,129,-0.2688,251,1.14059,170,0.27415,58,-1.4221
ENSG00000125944,HNRNPR,223,0.52242,143,-0.3248,186,0.24877,145,-0.1827,154,-0.0858
ENSG00000117318,ID3,21,0.01404,1,-4.3397,1,-4.3211,9,-1.3177,150,4.89475
ENSG00000142676,RPL11,806,0.63957,469,-0.3869,277,-1.1757,799,0.62428,908,0.84729
ENSG00000011007,ELOA,49,0.81575,24,-0.5395,39,0.52663,23,-0.3729,23,-0.4272
ENSG00000057757,PITHD1,106,-0.6907,224,0.93641,132,-0.3884,144,-0.2140,69,-1.3491
ENSG00000011009,LYPLA2,7,-1.5897,27,0.64026,20,-0.1607,12,-0.8903,27,0.36244
ENSG00000117308,GALE,4,-2.0888,21,0.84488,14,-0.1993,15,-0.1208,11,-0.5342
ENSG00000117305,HMGCL,18,0.28678,12,-0.4843,8,-0.9594,15,0.03423,35,1.50817
ENSG00000189266,PNRC2,90,0.49723,55,-0.4496,66,-0.0080,78,0.25778,77,0.24929
ENSG00000188529,SRSF10,100,0.62849,46,-0.9180,77,0.22099,68,-0.0019,111,0.81047
ENSG00000001461,NIPAL3,265,1.33918,101,-0.4566,134,0.16783,97,-0.3719,66,-0.9592
ENSG00000133226,SRRM1,345,1.15123,95,-1.3401,252,0.69901,182,0.04779,177,0.00275
ENSG00000169504,CLIC4,338,3.57240,13,-2.9160,9,-3.0810,27,-1.2776,126,1.21212
ENSG00000117614,SYF2,160,0.57865,78,-0.8554,117,0.07360,167,0.64955,143,0.39289
ENSG00000117616,RSRP1,136,1.11310,48,-0.8659,109,0.85337,21,-1.8528,69,-0.0429
ENSG00000183726,TMEM50A,127,0.68726,94,0.30822,66,-0.4312,42,-1.0848,79,-0.1018
ENSG00000204178,MACO1,80,0.51515,38,-0.9518,110,1.32601,43,-0.4699,29,-1.0826
ENSG00000117643,MAN1C1,13,-2.1023,65,0.64229,60,0.28840,25,-1.1329,48,-0.1096
ENSG00000162430,SELENON,29,0.17387,26,0.00549,16,-0.8718,19,-0.4838,51,1.12249
ENSG00000117640,MTFR1L,43,-0.7445,83,0.54968,56,-0.3630,61,-0.1868,68,-0.0093
ENSG00000117632,STMN1,1310,-0.0803,1808,0.80814,1158,-0.3142,1076,-0.3941,459,-1.6981
ENSG00000158008,EXTL1,5,-2.9424,53,1.03554,34,-0.1667,33,-0.2076,21,-0.9132
ENSG00000175087,PDIK1L,9,-0.8784,14,-0.2214,20,0.52883,19,0.38628,13,-0.2176
ENSG00000142684,ZNF593,14,-1.0814,35,0.56898,24,-0.2742,20,-0.5788,34,0.29776
ENSG00000142669,SH3BGRL3,107,-0.4260,176,0.65719,88,-0.8054,111,-0.3704,162,0.23660
ENSG00000158062,UBXN11,4,-2.5793,23,0.11556,17,-0.3880,48,1.38419,17,-0.3380
ENSG00000117682,DHDDS,5,-1.6992,19,0.24308,23,0.60284,13,-0.4031,13,-0.3803
ENSG00000198830,HMGN2,329,1.00130,132,-0.7571,116,-0.7848,186,0.03571,366,1.19712
ENSG00000117713,ARID1A,103,0.53597,57,-0.6259,89,0.33534,83,0.18333,78,0.06870
ENSG00000204160,ZDHHC18,12,-0.4052,16,0.09410,17,0.24073,21,0.49789,7,-1.2261
ENSG00000142751,GPN2,17,-0.2701,18,-0.2332,23,0.30977,23,0.22778,20,0.01156
ENSG00000090273,NUDC,137,-0.7837,253,0.31929,213,-0.1011,300,0.47613,150,-0.6392
ENSG00000253368,TRNP1,12,-2.2129,80,1.30638,41,-0.4424,42,-0.3769,23,-1.3116
ENSG00000090020,SLC9A1,2,-3.4417,32,1.39529,18,-0.3144,15,-0.5451,8,-1.4069
ENSG00000142784,WDTC1,20,-0.3044,24,-0.1126,20,-0.3517,25,-0.0113,43,0.90383
ENSG00000186501,TMEM222,29,-0.3700,38,0.07815,41,0.21731,26,-0.5336,41,0.19431
ENSG00000158195,WASF2,194,2.61169,14,-2.4413,23,-1.2868,36,-0.5041,113,1.43560
ENSG00000126705,AHDC1,26,-0.6692,34,-0.4421,52,0.47626,47,0.23070,53,0.43069
ENSG00000126709,IFI6,113,0.17922,110,0.23273,78,-0.4588,67,-0.6488,132,0.44627
ENSG00000009780,FAM76A,22,-0.2533,20,-0.5903,39,0.78535,21,-0.3736,33,0.38313
ENSG00000117758,STX12,117,0.06607,122,0.21331,109,-0.0670,106,-0.1003,85,-0.4398
ENSG00000117751,PPP1R8,39,0.56805,32,0.36755,17,-0.8304,19,-0.5809,30,0.12830
ENSG00000117748,RPA2,31,-0.5715,55,0.53651,36,-0.4267,32,-0.5517,54,0.27572
ENSG00000126698,DNAJC8,292,0.32776,200,-0.4344,273,0.25220,317,0.46751,196,-0.3154
ENSG00000130770,ATP5IF1,212,-1.4151,746,1.09495,373,-0.6108,474,-0.1666,315,-0.8093
ENSG00000204138,PHACTR4,62,1.41524,9,-2.1113,31,0.22560,30,0.13721,55,1.19481
ENSG00000180098,TRNAU1AP,20,0.12128,18,-0.0197,15,-0.3152,20,0.16278,21,0.25413
ENSG00000120656,TAF12,24,0.71409,16,0.07032,10,-0.8395,9,-0.9013,25,0.74209
ENSG00000198492,YTHDF2,65,-0.4737,91,0.07247,120,0.58973,68,-0.4102,59,-0.6480
ENSG00000116329,OPRD1,0,-4.5753,13,0.14606,23,1.18150,8,-0.7329,7,-0.9178
ENSG00000159023,EPB41,7,-1.4887,14,-0.7049,35,1.17840,20,-0.0152,22,0.19753
ENSG00000116350,SRSF4,86,0.22353,50,-0.9235,109,0.74611,63,-0.2680,106,0.58585
ENSG00000116353,MECR,12,-1.2641,39,0.94420,25,-0.2400,24,-0.2636,14,-1.0960
ENSG00000060656,PTPRU,8,-0.6834,11,-0.2744,19,0.89959,14,0.22157,6,-1.1090
ENSG00000162511,LAPTM5,41,0.54407,13,-1.6675,13,-1.3933,44,0.69921,100,2.28061
ENSG00000162512,SDC3,77,-0.2462,71,-0.5530,103,0.26721,69,-0.4219,170,1.09360
ENSG00000134644,PUM1,138,-0.0542,114,-0.5436,207,0.73281,139,-0.0496,140,-0.0388
ENSG00000060688,SNRNP40,28,0.85974,15,-0.2361,12,-0.5705,20,0.25538,18,0.11794
ENSG00000121766,ZCCHC17,127,-0.1491,143,0.05850,171,0.38885,121,-0.2264,95,-0.6154
ENSG00000121769,FABP3,23,-1.9080,122,1.37850,62,-0.4624,65,-0.3202,21,-2.0302
ENSG00000162517,PEF1,45,-0.7763,97,0.80721,71,-0.0705,53,-0.5029,35,-1.1385
ENSG00000084636,COL16A1,70,1.42931,20,-0.9668,27,-0.1974,11,-1.5172,60,1.14366
ENSG00000121753,ADGRB2,41,-2.2724,220,0.53015,221,0.36434,167,-0.1458,112,-0.7688
ENSG00000184007,PTP4A2,1047,2.48586,151,-1.3581,220,-0.4443,240,-0.2599,209,-0.4798
ENSG00000121774,KHDRBS1,221,0.39340,159,-0.2249,194,0.19974,114,-0.6659,208,0.28932
ENSG00000025800,KPNA6,86,4.33393,76,-0.2943,122,0.69448,61,-0.5403,76,-0.1900
ENSG00000084652,TXLNA,36,0.41096,28,-0.0095,26,-0.1207,19,-0.6281,33,0.27991
ENSG00000160050,CCDC28B,8,-0.9269,17,0.27131,13,-0.2342,19,0.38906,15,-0.0018
ENSG00000084623,EIF3I,92,-0.2342,124,0.41189,96,-0.2031,70,-0.6727,112,0.08138
ENSG00000175130,MARCKSL1,1014,3.38873,70,-2.1036,33,-2.8632,126,-0.7214,300,0.69049
ENSG00000160058,BSDC1,69,0.47953,48,-0.1486,55,0.11158,52,0.01143,39,-0.4350
ENSG00000160062,ZBTB8A,21,-0.0977,14,-0.9411,33,0.79359,17,-0.4106,37,0.85237
ENSG00000176261,ZBTB8OS,30,-0.5686,51,0.45761,48,0.21515,31,-0.5002,26,-0.7649
ENSG00000162521,RBBP4,134,0.17532,109,-0.2480,157,0.50848,74,-0.7645,126,0.07407
ENSG00000162522,KIAA1522,4,-2.3489,23,0.27905,25,0.37817,33,0.77846,6,-1.7373
ENSG00000134684,YARS,43,-1.5503,168,1.13320,111,-0.0974,66,-0.8897,50,-1.3062
ENSG00000160097,FNDC5,11,-1.6286,41,0.82979,28,-0.1825,33,0.10605,15,-1.1213
ENSG00000121905,HPCA,8,-4.4815,250,1.04896,194,0.16503,160,-0.1710,45,-2.0910
ENSG00000121900,TMEM54,19,-0.8814,34,-0.0357,17,-1.1592,65,1.07439,55,0.77617
ENSG00000116514,RNF19B,9,-1.2028,27,0.73459,23,0.22716,11,-1.0216,13,-0.7575
ENSG00000004455,AK2,59,0.88579,28,-0.5112,18,-1.1414,41,0.26148,65,1.07009
ENSG00000142920,AZIN2,19,0.07012,23,0.62113,20,0.12223,6,-1.7064,9,-1.0154
ENSG00000160094,ZNF362,17,-0.4732,17,-0.6188,30,0.52788,29,0.42821,28,0.37070
ENSG00000134686,PHC2,91,0.92143,52,-0.0220,34,-0.7589,48,-0.1409,57,0.14757
ENSG00000163866,SMIM12,31,-1.1443,86,0.85288,58,-0.1955,40,-0.7388,50,-0.4073
ENSG00000116544,DLGAP3,3,-3.7247,35,-0.2011,38,0.01729,68,1.01100,52,0.55085
ENSG00000163867,ZMYM6,27,0.12092,17,-0.7969,31,0.44394,27,0.12843,37,0.66033
ENSG00000116560,SFPQ,319,0.71907,158,-0.6468,258,0.42046,191,-0.1340,210,0.01754
ENSG00000146463,ZMYM4,69,0.04451,59,-0.3097,81,0.35692,93,0.53542,43,-0.6821
ENSG00000142687,KIAA0319L,39,-0.8816,74,0.17126,78,0.22222,58,-0.2765,74,0.11216
ENSG00000020129,NCDN,62,-3.2764,788,1.20119,616,0.24753,219,-1.4037,199,-1.5458
ENSG00000126067,PSMB2,98,0.10984,113,0.57902,70,-0.4789,79,-0.2350,58,-0.7191
ENSG00000142686,C1orf216,18,-2.6439,155,1.29892,98,-0.0997,65,-0.7275,34,-1.7190
ENSG00000134698,AGO4,19,0.10263,15,-0.4405,18,0.00102,31,0.87515,17,-0.1389
ENSG00000092847,AGO1,36,-0.0487,28,-0.6702,44,0.29062,49,0.44701,52,0.53212
ENSG00000126070,AGO3,117,1.58949,21,-1.6858,60,0.47041,38,-0.3626,66,0.55671
ENSG00000116863,ADPRHL2,29,0.66179,20,0.13829,17,-0.1980,13,-0.5897,15,-0.3275
ENSG00000054116,TRAPPC3,17,-1.5539,63,0.87136,35,-0.5037,45,-0.0644,38,-0.3273
ENSG00000116871,MAP7D1,286,0.43991,241,0.25561,197,-0.1909,173,-0.3795,155,-0.5500
ENSG00000054118,THRAP3,212,0.44944,124,-0.6293,228,0.67699,138,-0.2493,152,-0.0977
ENSG00000196182,STK40,2,-2.5973,15,-0.0644,14,-0.1165,19,0.30235,29,1.03744
ENSG00000181817,LSM10,17,-1.2491,47,0.57249,29,-0.5077,42,0.17313,40,0.06825
ENSG00000116885,OSCP1,10,-0.7763,25,1.11172,9,-1.1159,16,-0.1094,12,-0.5605
ENSG00000116898,MRPS15,30,-0.9494,76,1.02774,45,-0.3382,40,-0.4983,26,-1.1408
ENSG00000163873,GRIK3,5,-1.6238,13,-0.1391,26,1.25577,12,-0.2998,5,-1.4934
ENSG00000163875,MEAF6,66,-0.8241,126,0.31682,131,0.30167,112,-0.0057,64,-0.8756
ENSG00000163877,SNIP1,15,-0.3412,18,-0.0212,29,0.88778,9,-1.0803,11,-0.7830
ENSG00000134697,GNL2,33,0.33233,23,-0.3270,33,0.41513,17,-0.7258,31,0.23795
ENSG00000116922,C1orf109,9,-0.7175,19,0.54471,20,0.51989,7,-1.0855,6,-1.4215
ENSG00000185090,MANEAL,8,-1.2747,25,0.78532,21,0.17001,17,-0.2458,5,-1.8893
ENSG00000197982,C1orf122,261,0.83567,143,-0.2728,78,-1.2125,235,0.64671,209,0.44951
ENSG00000188786,MTF1,41,1.69923,10,-1.0191,13,-0.2825,14,-0.1340,19,0.33003
ENSG00000183431,SF3A3,51,-0.0458,54,0.05262,65,0.41373,47,-0.1677,30,-0.9019
ENSG00000183520,UTP11,66,0.73328,40,-0.1382,45,0.07667,51,0.28226,16,-1.4577
ENSG00000185668,POU3F1,1,-3.8088,27,0.85846,30,0.75630,10,-1.0604,3,-2.8382
ENSG00000116954,RRAGC,68,0.34877,48,-0.3203,62,0.23516,44,-0.3544,65,0.27583
ENSG00000174574,AKIRIN1,96,-0.0564,119,0.50850,84,-0.2879,84,-0.2560,68,-0.6035
ENSG00000168653,NDUFS5,300,-1.2322,842,0.70770,523,-0.4219,737,0.17940,495,-0.4609
ENSG00000127603,MACF1,525,1.02218,149,-1.4253,340,0.31465,289,0.00462,504,0.94914
ENSG00000090621,PABPC4,86,0.58858,36,-1.1091,67,0.20856,76,0.39311,99,0.83210
ENSG00000116983,HPCAL4,67,-2.1920,287,0.04110,332,0.30851,394,0.55427,268,-0.0848
ENSG00000084072,PPIE,30,-0.1484,39,0.50942,28,-0.2547,23,-0.5497,27,-0.2631
ENSG00000168389,MFSD2A,23,0.65652,9,-1.0454,10,-0.6719,28,1.03417,28,1.00166
ENSG00000131236,CAP1,214,0.36878,176,0.07675,166,-0.0519,112,-0.6671,176,0.04697
ENSG00000131238,PPT1,92,-0.8266,185,0.48652,145,-0.1313,119,-0.4248,159,0.03597
ENSG00000117000,RLF,33,0.25881,21,-0.7428,47,0.98210,22,-0.4064,25,-0.1777
ENSG00000259943,AL050341.2,17,0.02812,19,0.33937,14,-0.3264,10,-0.8711,21,0.31262
ENSG00000084073,ZMPSTE24,56,0.70100,40,0.21197,27,-0.5130,20,-0.9353,40,0.15258
ENSG00000049089,COL9A2,80,3.29661,3,-2.8487,3,-2.3146,19,0.33595,22,0.58874
