Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to11,Feature log2 fold change topic 7to11
ENSG00000197530,MIB2,22,-0.3726,31,0.17063,22,-0.3455,24,-0.2149,15,-0.9357,22,-0.3651,34,0.57079
ENSG00000248333,CDK11B,86,0.94112,36,-0.4769,74,0.68832,34,-0.5567,45,-0.1090,50,0.03650,42,-0.3727
ENSG00000189339,SLC35E2B,9,-1.2570,26,0.38411,33,0.77173,21,0.04062,14,-0.6077,16,-0.3987,21,0.10834
ENSG00000008128,CDK11A,51,1.47260,11,-0.9416,29,0.53041,14,-0.6076,21,-0.0106,28,0.44014,15,-0.7215
ENSG00000215790,SLC35E2A,12,-0.4497,24,0.65364,37,1.38194,23,0.56794,1,-3.5644,25,0.74137,11,-0.9021
ENSG00000008130,NADK,23,0.14100,30,0.53798,24,0.18278,23,0.09576,28,0.40394,31,0.59043,15,-0.7737
ENSG00000078369,GNB1,264,-0.9915,620,0.34199,665,0.45706,683,0.49935,646,0.40985,371,-0.4711,452,-0.2590
ENSG00000187730,GABRD,23,-3.1531,99,-0.9882,115,-0.7625,182,-0.0543,34,-2.5628,169,-0.1772,291,1.48197
ENSG00000067606,PRKCZ,117,-0.7642,146,-0.4157,295,0.70318,275,0.58774,151,-0.3695,131,-0.5869,198,0.08813
ENSG00000162585,FAAP20,26,-0.2035,65,1.30883,44,0.62226,27,-0.1220,14,-1.1556,24,-0.3268,25,-0.3992
ENSG00000157933,SKI,44,0.50969,61,1.06197,70,1.29968,30,-0.1133,11,-1.6266,32,0.02413,21,-0.9812
ENSG00000157916,RER1,56,0.18630,55,0.15364,36,-0.5123,37,-0.4749,41,-0.3027,24,-1.1284,60,0.53141
ENSG00000157911,PEX10,19,0.14082,46,1.62521,19,0.10245,14,-0.3458,11,-0.6343,3,-2.3054,16,-0.2341
ENSG00000157870,PRXL2B,18,-1.3679,49,0.18448,56,0.38031,42,-0.0618,21,-1.0941,51,0.23600,49,0.30889
ENSG00000158109,TPRG1L,49,-2.2319,137,-0.6971,282,0.43705,243,0.19404,236,0.14376,188,-0.2107,246,0.37934
ENSG00000130764,LRRC47,44,-0.7832,63,-0.2487,61,-0.3032,49,-0.6362,66,-0.1792,79,0.10655,90,0.57409
ENSG00000116198,CEP104,107,1.82068,34,-0.1294,13,-1.5370,26,-0.5585,46,0.36173,54,0.62977,25,-0.8883
ENSG00000196581,AJAP1,19,-1.2416,15,-1.5406,52,0.32670,30,-0.5062,33,-0.3911,72,0.88315,48,0.39247
ENSG00000069424,KCNAB2,45,-2.1995,199,0.04687,350,0.98066,245,0.38323,72,-1.5099,199,0.04936,202,0.13122
ENSG00000116254,CHD5,75,-1.9477,251,-0.1251,262,-0.0552,315,0.23782,331,0.31585,396,0.61257,271,-0.0022
ENSG00000116251,RPL22,821,0.55836,795,0.50516,979,0.85341,783,0.48009,812,0.53999,286,-1.0938,384,-0.9578
ENSG00000116237,ICMT,26,-0.6082,34,-0.2132,49,0.36322,33,-0.2497,16,-1.3110,26,-0.5969,49,0.65040
ENSG00000097021,ACOT7,54,-2.3543,113,-1.2623,163,-0.7100,227,-0.1936,132,-1.0266,267,0.06286,374,1.22911
ENSG00000171680,PLEKHG5,6,-1.8411,25,0.14234,18,-0.3725,37,0.80672,2,-3.4122,15,-0.6103,29,0.74103
ENSG00000162408,NOL9,32,0.16840,28,-0.0385,29,0.03304,33,0.22550,44,0.68511,44,0.69134,21,-0.7248
ENSG00000162413,KLHL21,6,-2.0803,33,0.36529,12,-1.1244,23,-0.1926,33,0.39646,20,-0.3645,31,0.55303
ENSG00000041988,THAP3,36,1.07014,11,-0.8278,18,-0.0034,14,-0.4696,5,-1.8998,19,0.00811,20,0.24921
ENSG00000007923,DNAJC11,28,-0.3209,31,-0.1825,35,0.00950,22,-0.7257,76,1.28768,38,0.12163,31,-0.3094
ENSG00000171735,CAMTA1,196,-1.2976,301,-0.6429,313,-0.5835,442,-0.0463,526,0.22973,725,0.75710,502,0.26504
ENSG00000049245,VAMP3,144,3.18850,27,-0.0214,28,0.03610,11,-1.4055,47,0.88948,12,-1.2760,6,-2.7816
ENSG00000049246,PER3,97,1.67494,55,0.67883,36,-0.0009,22,-0.7356,31,-0.2436,65,0.96597,18,-1.4706
ENSG00000116288,PARK7,215,-0.6432,391,0.29285,367,0.19232,305,-0.1016,326,0.00300,172,-0.9889,361,0.28521
ENSG00000116285,ERRFI1,19,-0.4455,11,-1.2756,7,-1.8241,22,-0.2098,31,0.34773,21,-0.2545,33,0.81591
ENSG00000162426,SLC45A1,8,-1.8978,13,-1.1851,24,-0.2317,25,-0.1412,36,0.40535,31,0.14719,34,0.57279
ENSG00000142599,RERE,229,0.76577,177,0.33403,136,-0.0865,171,0.27894,89,-0.7445,165,0.22307,122,-0.3967
ENSG00000074800,ENO1,301,-0.6179,814,0.98498,409,-0.1404,171,-1.4738,528,0.26596,324,-0.5027,475,0.16147
ENSG00000171612,SLC25A33,21,-0.4679,90,2.00208,38,0.47837,19,-0.6057,24,-0.2588,5,-2.3888,23,-0.5248
ENSG00000171603,CLSTN1,160,-2.2655,375,-1.0009,517,-0.5132,431,-0.7920,689,-0.0627,882,0.33195,967,0.92530
ENSG00000178585,CTNNBIP1,36,0.24627,52,0.84073,33,0.11084,25,-0.3392,79,1.57350,23,-0.4553,18,-1.1426
ENSG00000162441,LZIC,120,1.14926,57,-0.0740,64,0.11255,61,0.02027,62,0.06696,51,-0.2553,49,-0.5051
ENSG00000130939,UBE4B,41,0.18179,16,-1.2542,27,-0.4570,37,0.02528,64,0.90165,34,-0.1293,37,0.01102
ENSG00000054523,KIF1B,624,0.59840,311,-0.5104,322,-0.4572,382,-0.1899,511,0.27339,539,0.36020,410,-0.1269
ENSG00000142657,PGD,54,-0.4224,47,-0.6207,29,-1.3664,46,-0.6621,68,-0.0505,81,0.21609,90,0.73226
ENSG00000241563,CORT,24,-0.6686,50,0.47672,58,0.70090,22,-0.7751,2,-3.8052,17,-1.1893,47,0.69626
ENSG00000160049,DFFA,79,0.69353,65,0.37318,71,0.51228,44,-0.2300,49,-0.0924,43,-0.2975,43,-0.4326
ENSG00000142655,PEX14,15,-0.2437,14,-0.4456,14,-0.4457,15,-0.3027,18,-0.0274,7,-1.5017,24,0.76948
ENSG00000120948,TARDBP,97,0.39351,55,-0.4972,54,-0.5187,59,-0.3939,100,0.43360,82,0.12748,78,0.05667
ENSG00000116649,SRM,29,-0.8131,83,0.83471,75,0.66137,39,-0.3519,21,-1.3230,61,0.33792,47,-0.1145
ENSG00000171824,EXOSC10,50,1.09616,30,0.28776,9,-1.4860,16,-0.7042,13,-1.0412,42,0.81101,24,-0.1601
ENSG00000198793,MTOR,14,-1.7262,45,-0.0039,48,0.07881,25,-0.9337,21,-1.1969,63,0.51358,57,0.65782
ENSG00000116661,FBXO2,71,-1.1966,402,1.61940,195,0.36945,116,-0.4489,84,-0.9478,45,-1.8708,159,0.05837
ENSG00000132879,FBXO44,36,-1.4569,59,-0.7378,120,0.37477,77,-0.3285,74,-0.3891,93,-0.0208,117,0.60554
ENSG00000011021,CLCN6,39,-0.8280,61,-0.1521,40,-0.7854,61,-0.1505,103,0.70238,91,0.49455,68,0.05025
ENSG00000116685,KIAA2013,44,0.78697,23,-0.2424,28,0.07273,18,-0.6050,23,-0.2659,12,-1.1875,29,0.25849
ENSG00000083444,PLOD1,27,0.77264,19,0.22734,20,0.29314,6,-1.6073,3,-2.6198,13,-0.4434,19,0.40076
ENSG00000116688,MFN2,88,-0.4871,80,-0.6442,94,-0.3885,130,0.11638,128,0.09701,143,0.27610,133,0.26228
ENSG00000048707,VPS13D,36,-1.0653,49,-0.5944,44,-0.7732,77,0.11299,93,0.41095,124,0.88697,74,0.06647
ENSG00000162496,DHRS3,46,1.75700,48,1.85714,19,0.26790,1,-3.2488,13,-0.3152,5,-1.7723,9,-1.2404
ENSG00000116731,PRDM2,169,-0.4823,159,-0.5688,237,0.05232,273,0.27903,265,0.22827,304,0.44985,224,-0.0682
ENSG00000189337,KAZN,101,0.53299,57,-0.3918,33,-1.1914,82,0.19735,69,-0.0915,52,-0.5348,81,0.30690
ENSG00000142634,EFHD2,65,-0.4500,39,-1.2380,19,-2.2720,70,-0.3349,291,2.11831,110,0.37717,73,-0.4451
ENSG00000116138,DNAJC16,29,-0.2953,27,-0.4094,28,-0.3247,35,0.02206,13,-1.4481,32,-0.1278,44,0.66560
ENSG00000197312,DDI2,40,0.04978,13,-1.6980,27,-0.5786,49,0.35501,24,-0.7186,61,0.71979,43,0.27143
ENSG00000116786,PLEKHM2,72,-0.6014,131,0.34835,152,0.58704,186,0.92705,134,0.37825,64,-0.7628,84,-0.5408
ENSG00000065526,SPEN,288,1.23601,111,-0.3244,111,-0.3334,129,-0.0985,86,-0.7233,189,0.51445,119,-0.3559
ENSG00000116809,ZBTB17,28,0.79054,15,-0.1734,25,0.59981,16,-0.1351,19,0.13775,20,0.28124,13,-0.6392
ENSG00000055070,SZRD1,33,0.38988,51,1.13869,26,0.05646,9,-1.5454,19,-0.4288,31,0.30940,22,-0.3401
ENSG00000159363,ATP13A2,25,-2.2130,69,-0.6980,70,-0.6763,142,0.43220,75,-0.5694,105,-0.0558,142,0.80097
ENSG00000117118,SDHB,32,-1.3249,63,-0.2920,88,0.23406,85,0.18093,63,-0.2963,47,-0.7198,91,0.53223
ENSG00000117115,PADI2,355,3.49592,98,0.78841,45,-0.4652,12,-2.3619,44,-0.4986,31,-1.0030,16,-2.5794
ENSG00000179051,RCC2,21,-0.0917,25,0.20427,31,0.54589,14,-0.6615,5,-2.1531,12,-0.8784,27,0.55529
ENSG00000117154,IGSF21,20,-1.5453,57,0.00657,71,0.36267,36,-0.6984,79,0.54843,92,0.79869,53,-0.1562
ENSG00000159423,ALDH4A1,14,-0.3743,47,1.63696,31,0.86299,9,-1.0601,29,0.74539,23,0.36395,9,-1.4485
ENSG00000127481,UBR4,38,0.02318,36,-0.0705,24,-0.6958,14,-1.4669,41,0.11645,59,0.72589,41,0.19391
ENSG00000127463,EMC1,27,-0.2145,24,-0.3828,24,-0.4142,14,-1.2113,19,-0.7153,50,0.76018,37,0.47099
ENSG00000053372,MRTO4,24,-0.6603,31,-0.2839,59,0.72591,46,0.32403,12,-1.7017,44,0.24756,39,0.12136
ENSG00000053371,AKR7A2,45,0.70913,70,1.48448,40,0.51415,16,-0.8808,47,0.76537,8,-1.9046,18,-1.0072
ENSG00000077549,CAPZB,151,-0.1989,167,-0.0403,155,-0.1593,121,-0.5415,182,0.09410,130,-0.4317,196,0.37446
ENSG00000173436,MICOS10,239,-0.4051,342,0.15786,449,0.60354,533,0.89134,389,0.36598,181,-0.8346,255,-0.4813
ENSG00000158747,NBL1,91,-0.5873,151,0.20806,186,0.55215,96,-0.5041,128,-0.0566,112,-0.2640,139,0.12277
ENSG00000169914,OTUD3,15,-0.4197,9,-1.2319,7,-1.4428,10,-0.9792,24,0.32804,45,1.37392,21,0.19663
ENSG00000162545,CAMK2N1,840,-1.0969,2878,0.85185,4784,1.76833,2124,0.34721,847,-1.0845,957,-0.9005,1278,-0.6963
ENSG00000090432,MUL1,1,-4.0596,18,-0.2382,18,-0.1812,14,-0.6058,64,1.93963,29,0.52586,17,-0.5043
ENSG00000158828,PINK1,185,-1.4494,419,-0.2002,548,0.22627,509,0.10609,685,0.59015,350,-0.4796,508,0.17610
ENSG00000244038,DDOST,19,-0.5114,26,-0.0508,33,0.32619,16,-0.7768,30,0.19631,17,-0.7206,31,0.37767
ENSG00000117245,KIF17,5,-2.5115,7,-2.0514,16,-0.9723,33,0.11307,22,-0.4641,34,0.19059,43,1.11251
ENSG00000189410,SH2D5,0,-5.6034,32,-0.4552,75,0.90866,45,0.08232,11,-2.0504,48,0.15608,52,0.56621
ENSG00000127483,HP1BP3,398,0.37552,297,-0.0895,259,-0.3084,237,-0.4449,341,0.12545,386,0.32785,309,-0.0484
ENSG00000075151,EIF4G3,239,-0.5195,162,-1.1125,174,-1.0039,308,-0.1244,224,-0.6169,430,0.40963,426,0.73220
ENSG00000076864,RAP1GAP,37,-1.8383,66,-0.9710,85,-0.5962,130,0.06782,192,0.69651,199,0.75896,133,0.16577
ENSG00000090686,USP48,146,0.89414,43,-1.0239,34,-1.3663,77,-0.1487,120,0.57623,122,0.59708,77,-0.2311
ENSG00000070831,CDC42,178,-0.0644,113,-0.7683,116,-0.7300,122,-0.6516,273,0.62364,162,-0.2181,216,0.42413
ENSG00000004487,KDM1A,41,-0.9737,38,-1.0642,62,-0.3265,52,-0.6071,83,0.11828,91,0.27156,96,0.63924
ENSG00000169641,LUZP1,59,-2.0287,115,-1.0421,138,-0.7641,271,0.29241,191,-0.2623,212,-0.0955,299,0.86312
ENSG00000125944,HNRNPR,203,0.51194,120,-0.3186,108,-0.4926,110,-0.4562,111,-0.4479,157,0.10253,163,0.27124
ENSG00000142676,RPL11,732,0.77268,733,0.77519,718,0.73973,483,0.09154,629,0.51906,173,-1.4807,309,-0.9005
ENSG00000011007,ELOA,53,1.09918,24,-0.2069,28,0.02546,18,-0.5989,34,0.38220,29,0.08353,22,-0.4529
ENSG00000057757,PITHD1,94,-0.8412,59,-1.5384,103,-0.6938,143,-0.1908,180,0.17070,135,-0.2822,213,0.83557
ENSG00000011009,LYPLA2,9,-1.4090,23,0.00083,18,-0.3581,28,0.27649,15,-0.6310,30,0.42362,26,0.34052
ENSG00000117305,HMGCL,33,0.94151,25,0.46314,6,-1.6809,7,-1.4249,15,-0.2887,10,-0.9055,22,0.40879
ENSG00000189266,PNRC2,62,0.31836,62,0.31892,98,1.09365,31,-0.7667,35,-0.5731,61,0.31069,41,-0.4830
ENSG00000188529,SRSF10,90,0.62257,49,-0.3329,64,0.08393,54,-0.1837,51,-0.2951,75,0.32429,58,-0.1456
ENSG00000001461,NIPAL3,288,1.32698,53,-1.3810,60,-1.1830,101,-0.3913,221,0.86631,138,0.08529,114,-0.3259
ENSG00000133226,SRRM1,530,1.39925,136,-0.8170,162,-0.5477,187,-0.3303,187,-0.3316,288,0.35885,209,-0.2466
ENSG00000169504,CLIC4,296,4.22229,34,-0.2953,11,-1.9452,4,-3.4702,52,0.37191,9,-2.2872,9,-2.8346
ENSG00000117614,SYF2,130,-0.1052,142,0.03653,180,0.41901,151,0.13424,200,0.59306,121,-0.2213,121,-0.3519
ENSG00000117616,RSRP1,71,0.80402,29,-0.6240,70,0.77139,21,-1.1050,11,-2.0847,131,1.91324,29,-0.9349
ENSG00000183726,TMEM50A,82,0.57856,58,0.00777,91,0.74200,42,-0.4864,43,-0.4320,35,-0.7442,56,-0.0646
ENSG00000204178,MACO1,81,0.28973,33,-1.1032,48,-0.5445,46,-0.5915,42,-0.7553,141,1.21243,71,0.12525
ENSG00000117643,MAN1C1,7,-2.4277,28,-0.4871,41,0.12859,38,-0.0105,1,-5.3360,31,-0.3163,54,1.15293
ENSG00000162430,SELENON,25,0.21700,47,1.26774,38,0.88172,12,-0.9497,28,0.39843,18,-0.2658,14,-0.9336
ENSG00000117640,MTFR1L,44,-0.5826,58,-0.1753,97,0.65257,50,-0.3988,49,-0.4267,41,-0.7146,75,0.39608
ENSG00000117632,STMN1,874,-0.6526,561,-1.3242,857,-0.6826,1249,-0.0970,1806,0.49549,1310,-0.0222,1591,0.52012
ENSG00000158008,EXTL1,9,-2.1005,43,0.17597,43,0.14663,50,0.39855,67,0.88779,67,0.88892,30,-0.6479
ENSG00000142684,ZNF593,23,-0.8417,46,0.21014,32,-0.3476,32,-0.3688,31,-0.4068,50,0.34509,46,0.35474
ENSG00000142669,SH3BGRL3,170,0.07837,151,-0.1103,225,0.52990,179,0.15546,244,0.66338,173,0.10208,128,-0.5690
ENSG00000158062,UBXN11,4,-2.1830,29,0.80206,38,1.23982,21,0.25394,8,-1.2103,10,-0.7960,17,-0.1053
ENSG00000117682,DHDDS,2,-2.9054,20,0.15284,2,-3.0883,19,0.04530,7,-1.4420,27,0.61661,25,0.92766
ENSG00000198830,HMGN2,315,1.14925,252,0.76489,222,0.55214,112,-0.5357,202,0.39852,116,-0.4766,103,-0.9779
ENSG00000117713,ARID1A,166,1.28226,56,-0.4902,65,-0.2653,67,-0.2250,69,-0.1663,94,0.31741,66,-0.3843
ENSG00000204160,ZDHHC18,3,-2.6558,15,-0.3173,23,0.29966,18,-0.0919,14,-0.4644,16,-0.2440,24,0.66538
ENSG00000142751,GPN2,43,1.30853,14,-0.4769,28,0.57566,12,-0.6639,7,-1.4920,19,-0.0136,18,-0.1971
ENSG00000090273,NUDC,146,-0.6326,226,0.04970,321,0.61564,322,0.62086,186,-0.2572,173,-0.3719,208,-0.1405
ENSG00000253368,TRNP1,3,-3.9243,63,0.33040,62,0.30179,70,0.47899,39,-0.4407,32,-0.7275,60,0.40234
ENSG00000090020,SLC9A1,2,-3.3039,11,-0.9885,9,-1.3246,16,-0.4439,3,-2.5574,40,1.03698,30,1.14450
ENSG00000142784,WDTC1,30,0.27871,33,0.40838,31,0.32379,19,-0.4080,17,-0.5638,18,-0.4974,26,0.05381
ENSG00000186501,TMEM222,56,0.45437,50,0.25976,35,-0.3062,27,-0.7078,33,-0.3670,55,0.41744,42,-0.0248
ENSG00000158195,WASF2,171,2.61552,71,0.92709,52,0.39202,17,-1.2948,49,0.29467,26,-0.6620,12,-2.3995
ENSG00000126705,AHDC1,24,-0.5436,25,-0.4358,26,-0.4078,21,-0.6887,30,-0.1728,50,0.62156,39,0.39951
ENSG00000126709,IFI6,124,0.09869,114,-0.0288,54,-1.1806,61,-1.0055,104,-0.1773,122,0.07932,140,0.53802
ENSG00000009780,FAM76A,38,0.64547,18,-0.4905,12,-1.1142,11,-1.3190,10,-1.3905,57,1.34152,27,0.12832
ENSG00000117758,STX12,96,-0.1800,92,-0.2366,106,-0.0226,84,-0.3830,124,0.22771,123,0.21746,111,0.09455
ENSG00000117751,PPP1R8,48,1.24008,22,-0.0139,35,0.73906,11,-1.0463,16,-0.4771,24,0.09139,18,-0.5278
ENSG00000117748,RPA2,37,-0.2144,37,-0.2155,31,-0.4861,23,-0.9033,20,-1.1448,23,-0.9278,59,1.03561
ENSG00000126698,DNAJC8,309,0.12048,215,-0.4520,304,0.09128,321,0.17804,285,-0.0097,224,-0.3860,300,0.11565
ENSG00000130770,ATP5IF1,168,-1.6074,374,-0.3945,593,0.33737,607,0.37340,330,-0.5862,245,-1.0389,594,0.62157
ENSG00000204138,PHACTR4,77,1.92150,45,0.95277,19,-0.4101,10,-1.3715,8,-1.7129,34,0.46668,17,-0.9259
ENSG00000180098,TRNAU1AP,32,0.93933,17,-0.0183,13,-0.4387,7,-1.3023,9,-0.9572,28,0.72608,17,-0.0227
ENSG00000198492,YTHDF2,81,-0.3995,41,-1.4403,42,-1.4007,66,-0.7097,127,0.30321,131,0.35115,133,0.71045
ENSG00000159023,EPB41,24,-0.0512,9,-1.5493,7,-1.7983,30,0.32934,26,0.10760,32,0.44224,28,0.39294
ENSG00000116350,SRSF4,101,0.47663,91,0.31840,65,-0.2194,48,-0.6758,90,0.28802,85,0.20364,69,-0.2210
ENSG00000116353,MECR,13,-1.4723,25,-0.5453,35,-0.0445,47,0.42662,43,0.29265,23,-0.6799,42,0.41517
ENSG00000162511,LAPTM5,44,1.07880,76,2.10921,47,1.20962,20,-0.2098,7,-1.7497,7,-1.6448,9,-1.7649
ENSG00000162512,SDC3,104,-0.1292,186,0.81410,126,0.17657,87,-0.4068,101,-0.1707,120,0.09662,104,-0.2214
ENSG00000134644,PUM1,124,-0.2814,105,-0.5298,117,-0.3613,122,-0.2968,194,0.43426,242,0.80151,145,-0.0600
ENSG00000060688,SNRNP40,41,0.69520,21,-0.3879,8,-1.7427,18,-0.5548,15,-0.8374,33,0.32938,31,0.44962
ENSG00000121766,ZCCHC17,128,-0.2985,112,-0.5131,199,0.39819,148,-0.0792,203,0.43232,133,-0.2399,157,0.02854
ENSG00000121769,FABP3,28,-2.0515,57,-0.9849,46,-1.3150,131,0.29583,128,0.26444,86,-0.3664,144,0.85492
ENSG00000162517,PEF1,35,-0.9193,34,-0.9541,77,0.30146,69,0.11909,62,-0.0441,60,-0.1014,73,0.37472
ENSG00000084636,COL16A1,67,1.28412,35,0.19611,43,0.52250,11,-1.5518,30,-0.0464,44,0.57407,22,-0.7919
ENSG00000121753,ADGRB2,52,-2.1901,209,-0.0960,360,0.78568,145,-0.6634,190,-0.2476,282,0.37982,242,0.22698
ENSG00000184007,PTP4A2,1075,2.16453,178,-0.8840,246,-0.3902,260,-0.3035,630,1.14757,178,-0.8830,180,-1.2428
ENSG00000121774,KHDRBS1,180,0.41033,119,-0.2470,147,0.07738,98,-0.5543,110,-0.3706,109,-0.3902,155,0.28089
ENSG00000025800,KPNA6,77,-0.2606,57,-0.7197,87,-0.0760,86,-0.0965,115,0.36410,117,0.39979,93,0.04887
ENSG00000084652,TXLNA,52,1.04983,22,-0.2959,32,0.27146,22,-0.3415,20,-0.4550,25,-0.1245,25,-0.2008
ENSG00000160050,CCDC28B,11,-0.7526,37,1.14050,36,1.06491,15,-0.2866,0,-6.5899,19,0.00563,17,-0.1890
ENSG00000084623,EIF3I,78,-0.5603,83,-0.4761,85,-0.4348,86,-0.4207,128,0.20268,77,-0.5984,140,0.64538
ENSG00000175130,MARCKSL1,1236,3.00319,328,0.42370,206,-0.3190,79,-1.7584,295,0.25193,128,-1.0426,100,-1.9137
ENSG00000160058,BSDC1,45,-0.1241,44,-0.1632,49,0.00879,51,0.08192,36,-0.4783,65,0.46463,49,0.02364
ENSG00000160062,ZBTB8A,13,-0.5097,25,0.46460,35,1.05389,16,-0.2376,4,-2.2516,19,0.06672,18,-0.0402
ENSG00000176261,ZBTB8OS,27,-0.6824,38,-0.1724,47,0.16097,62,0.60132,23,-0.9241,37,-0.1977,46,0.24744
ENSG00000162521,RBBP4,120,-0.0608,126,0.02467,81,-0.6735,77,-0.7453,121,-0.0390,158,0.37858,137,0.26965
ENSG00000162522,KIAA1522,9,-0.9872,30,0.81984,31,0.89801,28,0.69832,2,-2.7910,5,-1.8864,18,0.05885
ENSG00000134684,YARS,20,-2.5426,76,-0.6059,76,-0.5958,86,-0.4001,75,-0.6163,115,0.05375,156,1.05380
ENSG00000160097,FNDC5,7,-2.2385,39,0.20203,8,-2.1020,22,-0.6784,8,-2.0495,40,0.23720,50,1.25536
ENSG00000121905,HPCA,17,-3.0737,78,-0.8310,280,1.22369,109,-0.3313,99,-0.4805,95,-0.5473,160,0.50111
ENSG00000121900,TMEM54,36,-0.1456,70,0.93115,44,0.17338,28,-0.5117,44,0.16484,13,-1.6340,40,0.02040
ENSG00000116514,RNF19B,17,-0.3723,15,-0.5116,13,-0.7247,14,-0.6418,21,-0.0142,11,-1.0023,29,0.89512
ENSG00000004455,AK2,73,1.50867,45,0.66079,17,-0.8665,16,-0.9329,21,-0.5690,19,-0.6713,27,-0.2146
ENSG00000160094,ZNF362,17,0.08233,25,0.73509,27,0.82519,9,-0.8856,10,-0.6380,13,-0.3702,15,-0.1581
ENSG00000134686,PHC2,105,1.23554,38,-0.4367,39,-0.3967,29,-0.8332,22,-1.2448,42,-0.2605,55,0.25921
ENSG00000163866,SMIM12,21,-1.4881,47,-0.2603,58,0.06283,54,-0.0510,29,-1.0267,51,-0.1609,71,0.71115
ENSG00000116544,DLGAP3,2,-4.1868,91,1.06489,96,1.15843,46,-0.0365,37,-0.4036,38,-0.3471,42,-0.2796
ENSG00000163867,ZMYM6,28,0.48205,20,-0.0092,32,0.73026,15,-0.4528,10,-1.0500,33,0.76060,17,-0.4081
ENSG00000116560,SFPQ,425,1.07002,143,-0.6924,195,-0.2125,173,-0.3973,125,-0.8877,341,0.68994,210,-0.1552
ENSG00000146463,ZMYM4,80,0.24630,74,0.12700,75,0.12853,54,-0.3843,72,0.07278,65,-0.0818,67,-0.0597
ENSG00000142687,KIAA0319L,40,-0.6668,83,0.46297,35,-0.8924,34,-0.9072,52,-0.2680,90,0.60038,69,0.31810
ENSG00000020129,NCDN,66,-2.9753,231,-1.1339,800,0.82760,299,-0.7434,171,-1.5833,478,-0.0150,652,0.93530
ENSG00000126067,PSMB2,82,-0.1609,41,-1.2283,70,-0.3987,65,-0.5267,106,0.24190,119,0.43519,103,0.35946
