Feature ID,Feature Name,Feature count topic 1to4,Feature log2 fold change topic 1to4,Feature count topic 5to8,Feature log2 fold change topic 5to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10to11,Feature log2 fold change topic 10to11
ENSG00000162408,NOL9,35,0.10096,33,0.00077,25,-0.4239,34,0.04866
ENSG00000162413,KLHL21,29,-0.0646,34,0.30783,24,-0.3427,26,-0.2300
ENSG00000041988,THAP3,21,0.63460,18,0.24203,13,-0.3507,4,-1.9633
ENSG00000007923,DNAJC11,47,0.35427,34,-0.3698,14,-1.5512,53,0.49310
ENSG00000171735,CAMTA1,536,0.75186,337,-0.3589,161,-1.3862,360,-0.1742
ENSG00000049245,VAMP3,19,-1.5160,37,-0.2448,149,2.26300,42,0.01922
ENSG00000049246,PER3,40,-0.1603,38,-0.2847,44,0.03545,59,0.58043
ENSG00000116288,PARK7,249,-0.1247,394,1.06574,145,-0.9184,88,-1.7687
ENSG00000116285,ERRFI1,42,1.01621,20,-0.7417,8,-1.8479,29,0.00330
ENSG00000162426,SLC45A1,35,1.17766,20,-0.2590,6,-1.8751,10,-1.2314
ENSG00000142599,RERE,132,-0.1969,106,-0.6402,161,0.17366,237,0.93160
ENSG00000074800,ENO1,464,-0.0785,653,0.77335,282,-0.8275,268,-0.9775
ENSG00000171612,SLC25A33,23,-0.6731,55,1.55166,18,-0.8888,10,-1.8318
ENSG00000171603,CLSTN1,957,1.20347,470,-0.5602,122,-2.4302,452,-0.5187
ENSG00000178585,CTNNBIP1,33,0.26483,32,0.18146,20,-0.5543,22,-0.4981
ENSG00000162441,LZIC,58,0.10693,47,-0.3502,113,1.19201,37,-0.6566
ENSG00000130939,UBE4B,53,0.44387,23,-1.2836,46,0.09722,66,0.77805
ENSG00000054523,KIF1B,414,0.02248,307,-0.6059,511,0.35384,555,0.55766
ENSG00000142657,PGD,71,0.78357,46,-0.2506,39,-0.4363,31,-0.8340
ENSG00000241563,CORT,36,0.66464,33,0.47337,2,-3.7551,11,-1.4550
ENSG00000160049,DFFA,39,-0.8279,53,-0.2286,113,1.08426,82,0.61358
ENSG00000142655,PEX14,25,1.02324,17,-0.0230,7,-1.2831,5,-1.7186
ENSG00000120948,TARDBP,92,0.05729,71,-0.5009,110,0.31797,113,0.41556
ENSG00000271895,AL109811.2,18,0.10923,15,-0.2859,14,-0.3067,21,0.38359
ENSG00000116649,SRM,74,0.31542,76,0.37083,37,-0.8625,38,-0.8855
ENSG00000171824,EXOSC10,37,-0.1514,25,-0.8960,51,0.39766,68,1.00854
ENSG00000198793,MTOR,56,0.91624,35,-0.2275,35,-0.1870,15,-1.5091
ENSG00000120942,UBIAD1,13,-0.1749,10,-0.5982,26,0.97248,18,0.39279
ENSG00000116661,FBXO2,138,-0.1988,217,0.93968,92,-0.7701,74,-1.1800
ENSG00000132879,FBXO44,105,0.59979,75,-0.1931,22,-1.9455,80,-0.0437
ENSG00000116670,MAD2L2,14,-0.0980,16,0.26004,29,1.16905,4,-1.7475
ENSG00000177000,MTHFR,15,-0.4923,18,-0.1194,16,-0.2462,31,0.86891
ENSG00000011021,CLCN6,93,0.66414,66,-0.1791,35,-1.1026,57,-0.3913
ENSG00000116685,KIAA2013,36,-0.0105,28,-0.4957,50,0.51883,45,0.38025
ENSG00000083444,PLOD1,19,-0.4806,29,0.42994,25,0.05011,24,-0.0111
ENSG00000116688,MFN2,154,0.62407,98,-0.4250,76,-0.7055,115,-0.0631
ENSG00000116691,MIIP,8,-1.3132,20,0.60123,15,-0.0512,22,0.66603
ENSG00000048707,VPS13D,112,0.66641,61,-0.6924,54,-0.7250,97,0.22452
ENSG00000162496,DHRS3,18,-1.4699,56,0.94695,30,-0.3816,50,0.45536
ENSG00000116731,PRDM2,280,0.48869,158,-0.7691,163,-0.5235,300,0.49790
ENSG00000189337,KAZN,78,0.31459,51,-0.6313,124,0.96523,57,-0.3130
ENSG00000142634,EFHD2,106,0.62145,66,-0.4678,10,-3.1002,104,0.41253
ENSG00000116138,DNAJC16,59,1.77144,16,-1.2961,22,-0.5574,15,-1.2308
ENSG00000197312,DDI2,45,0.28886,24,-1.0421,32,-0.3247,65,0.93199
ENSG00000116786,PLEKHM2,75,-0.6968,148,0.88621,43,-1.3354,108,0.05514
ENSG00000065526,SPEN,117,-0.8216,84,-1.4286,381,1.30616,367,1.47778
ENSG00000116809,ZBTB17,12,-0.8046,21,0.40918,23,0.43698,20,0.19527
ENSG00000037637,FBXO42,38,0.63178,16,-1.1110,16,-0.9394,44,0.74684
ENSG00000055070,SZRD1,22,-0.4001,27,0.02060,43,0.78875,27,0.01695
ENSG00000157191,NECAP2,9,-0.7122,15,0.23139,22,0.78537,14,0.10495
ENSG00000159363,ATP13A2,165,1.58727,67,-0.7188,18,-2.4782,48,-1.1210
ENSG00000117118,SDHB,65,0.19010,79,0.67789,40,-0.6047,21,-1.6512
ENSG00000117115,PADI2,15,-2.4569,55,-0.2203,273,2.77597,57,-0.1161
ENSG00000179051,RCC2,34,1.00788,20,-0.3186,10,-1.2764,14,-0.8251
ENSG00000074964,ARHGEF10L,13,-0.2937,22,0.88109,6,-1.2810,11,-0.5757
ENSG00000117154,IGSF21,86,0.84929,65,0.11054,8,-2.9633,33,-1.0237
ENSG00000159423,ALDH4A1,9,-1.7560,36,1.22967,20,-0.1815,25,0.18440
ENSG00000127481,UBR4,42,-0.3994,23,-1.4979,60,0.26800,119,1.71604
ENSG00000127463,EMC1,50,0.73191,36,-0.0883,26,-0.5575,20,-1.0022
ENSG00000053372,MRTO4,49,0.64643,38,0.00815,15,-1.3508,26,-0.6350
ENSG00000053371,AKR7A2,26,-0.6244,48,0.83991,27,-0.3525,29,-0.3179
ENSG00000077549,CAPZB,172,0.42063,148,0.06224,113,-0.3812,96,-0.6823
ENSG00000173436,MICOS10,254,-0.4050,488,1.25973,179,-0.8368,114,-1.6121
ENSG00000158747,NBL1,139,0.47355,119,0.09566,16,-2.9262,104,-0.1643
ENSG00000169914,OTUD3,29,0.96727,13,-0.8914,7,-1.5103,22,0.19601
ENSG00000162545,CAMK2N1,773,-1.1274,2367,1.60096,760,-0.8978,803,-0.8823
ENSG00000090432,MUL1,18,0.24539,16,-0.0580,15,-0.0697,14,-0.2789
ENSG00000158828,PINK1,442,0.39733,462,0.51428,147,-1.4317,175,-1.2501
ENSG00000244038,DDOST,26,0.03817,32,0.51753,13,-1.0675,19,-0.5131
ENSG00000117245,KIF17,45,1.76317,17,-0.7181,1,-4.5133,10,-1.3930
ENSG00000189410,SH2D5,28,0.12549,33,0.55030,1,-4.3979,22,-0.2689
ENSG00000127483,HP1BP3,274,-0.0406,201,-0.6854,442,0.75115,363,0.48017
ENSG00000075151,EIF4G3,313,0.80394,130,-1.1250,202,-0.1887,266,0.27861
ENSG00000117298,ECE1,12,-1.2350,24,0.17372,23,0.04221,40,1.07831
ENSG00000076864,RAP1GAP,193,1.16932,78,-0.9578,15,-3.0927,137,0.15824
ENSG00000090686,USP48,106,0.52463,45,-1.2536,138,0.78287,98,0.24729
ENSG00000070831,CDC42,203,0.59217,138,-0.3092,193,0.30766,97,-0.8248
ENSG00000173372,C1QA,9,-1.5329,40,2.33714,2,-3.2689,8,-1.3136
ENSG00000173369,C1QB,7,-2.1184,53,3.00591,2,-3.1408,6,-2.0365
ENSG00000004487,KDM1A,70,0.51606,43,-0.5491,26,-1.1473,70,0.39609
ENSG00000169641,LUZP1,215,1.32655,85,-0.9076,44,-1.6898,107,-0.3617
ENSG00000125944,HNRNPR,133,0.11606,102,-0.4740,206,0.78976,125,-0.0307
ENSG00000117318,ID3,8,-1.6582,30,0.99657,47,1.39775,12,-0.9150
ENSG00000142676,RPL11,319,-0.9353,705,0.84973,785,0.71740,337,-0.6856
ENSG00000011007,ELOA,32,-0.0478,25,-0.5383,37,0.20622,47,0.64740
ENSG00000057757,PITHD1,185,0.72593,121,-0.2989,94,-0.6056,103,-0.5063
ENSG00000011009,LYPLA2,17,0.01676,17,-0.0711,5,-1.7403,24,0.60270
ENSG00000117305,HMGCL,15,-0.1200,20,0.65300,18,0.24206,6,-1.4266
ENSG00000189266,PNRC2,58,0.06786,60,0.14424,69,0.31406,40,-0.6013
ENSG00000188529,SRSF10,77,0.19347,52,-0.6283,91,0.40618,85,0.32615
ENSG00000001461,NIPAL3,130,-0.3185,81,-1.2313,415,1.74142,198,0.50257
ENSG00000133226,SRRM1,183,-0.8259,104,-1.8316,605,1.32997,628,1.68649
ENSG00000169504,CLIC4,25,-1.4514,47,-0.2965,248,2.82203,28,-1.0751
ENSG00000117614,SYF2,119,-0.3302,140,0.01902,190,0.51018,150,0.13501
ENSG00000117616,RSRP1,53,-0.5984,51,-0.6910,104,0.62576,129,1.15415
ENSG00000183726,TMEM50A,78,0.21809,85,0.43584,89,0.35350,20,-2.0346
ENSG00000204178,MACO1,71,0.45086,27,-1.4874,81,0.49575,88,0.72463
ENSG00000157978,LDLRAP1,4,-1.7400,3,-2.1535,56,2.92115,20,1.00963
ENSG00000117643,MAN1C1,54,0.50860,42,-0.0828,16,-1.4868,40,-0.1518
ENSG00000162430,SELENON,23,-0.3727,34,0.48529,24,-0.1880,26,-0.1310
ENSG00000117640,MTFR1L,78,0.37711,64,-0.0970,35,-1.0060,65,-0.0338
ENSG00000117632,STMN1,1295,0.86104,812,-0.2842,949,0.04134,396,-1.3929
ENSG00000158008,EXTL1,39,0.38435,38,0.30056,0,-5.3061,29,-0.2528
ENSG00000142684,ZNF593,55,0.79702,39,-0.0649,20,-1.0820,22,-0.9462
ENSG00000142669,SH3BGRL3,144,-0.0880,170,0.29691,188,0.36822,102,-0.6562
ENSG00000158062,UBXN11,13,-0.4521,23,0.85131,6,-1.5365,14,-0.1752
ENSG00000117682,DHDDS,30,0.75165,14,-0.8634,9,-1.3655,28,0.45331
ENSG00000198830,HMGN2,163,-0.4424,263,0.67322,263,0.43610,119,-0.8757
ENSG00000117713,ARID1A,64,-0.5339,72,-0.2788,119,0.60535,120,0.69658
ENSG00000204160,ZDHHC18,25,1.05780,12,-0.6442,10,-0.6712,12,-0.5739
ENSG00000142751,GPN2,19,0.00797,16,-0.4531,21,0.14491,26,0.51519
ENSG00000090273,NUDC,246,0.29173,259,0.42263,141,-0.6696,114,-1.0729
ENSG00000253368,TRNP1,63,0.96149,48,0.22882,5,-3.2587,15,-1.7517
ENSG00000090020,SLC9A1,35,1.78653,15,-0.5320,0,-5.7385,5,-2.0350
ENSG00000142784,WDTC1,27,-0.1789,29,-0.0029,19,-0.6328,39,0.51334
ENSG00000186501,TMEM222,46,0.23148,37,-0.2456,33,-0.3355,46,0.16851
ENSG00000158195,WASF2,21,-2.3076,83,0.27254,240,2.06930,78,0.10161
ENSG00000126705,AHDC1,46,0.09275,29,-0.8751,34,-0.4300,77,1.04734
ENSG00000126709,IFI6,133,0.13125,132,0.12468,118,-0.0979,100,-0.3812
ENSG00000009780,FAM76A,23,0.23028,11,-1.2140,33,0.69859,31,0.67151
ENSG00000117758,STX12,124,0.68857,79,-0.3821,100,0.09512,61,-0.7146
ENSG00000117751,PPP1R8,34,0.25174,30,0.00473,46,0.67745,15,-1.1187
ENSG00000117748,RPA2,56,0.29342,61,0.51192,27,-0.8947,23,-1.2016
ENSG00000126698,DNAJC8,233,0.17336,200,-0.1678,252,0.24433,196,-0.1688
ENSG00000130770,ATP5IF1,419,0.37471,470,0.67683,147,-1.3636,117,-1.8096
ENSG00000130766,SESN2,69,2.24138,20,-1.0577,3,-3.2781,8,-2.2531
ENSG00000204138,PHACTR4,14,-2.0579,21,-1.4147,105,1.50305,114,2.06587
ENSG00000180098,TRNAU1AP,19,-0.5146,19,-0.4954,17,-0.5942,49,1.36329
ENSG00000120656,TAF12,18,0.56104,15,0.15639,12,-0.2613,6,-1.4236
ENSG00000198492,YTHDF2,124,1.20999,59,-0.6121,64,-0.3202,36,-1.2692
ENSG00000159023,EPB41,33,0.62189,12,-1.4815,7,-1.9639,48,1.19516
ENSG00000116350,SRSF4,93,-0.0799,71,-0.6399,115,0.28995,144,0.74832
ENSG00000116353,MECR,26,0.07475,28,0.17666,11,-1.3159,27,0.10833
ENSG00000060656,PTPRU,19,0.36042,17,0.14970,7,-1.2117,13,-0.3613
ENSG00000162511,LAPTM5,10,-0.7889,28,1.77635,3,-2.3407,6,-1.5566
ENSG00000162512,SDC3,38,-0.9827,64,0.09436,86,0.53755,92,0.73538
ENSG00000134644,PUM1,206,0.50439,136,-0.4374,106,-0.7132,182,0.15246
ENSG00000121766,ZCCHC17,154,0.42726,101,-0.5061,142,0.15898,126,-0.0359
ENSG00000121769,FABP3,65,1.18019,35,-0.3642,5,-3.0108,26,-0.7592
ENSG00000162517,PEF1,67,0.68106,47,-0.1696,37,-0.4816,33,-0.7299
ENSG00000084636,COL16A1,29,-0.4444,25,-0.7266,41,0.21536,68,1.23584
ENSG00000121753,ADGRB2,190,0.29343,201,0.43273,30,-2.5724,125,-0.4957
ENSG00000184007,PTP4A2,167,-1.4494,216,-0.9911,1185,2.13920,577,0.93291
ENSG00000121774,KHDRBS1,107,-0.1684,148,0.60762,149,0.40830,51,-1.3471
ENSG00000025800,KPNA6,117,0.64283,63,-0.7363,84,-0.1073,93,0.06042
ENSG00000084652,TXLNA,31,0.35309,19,-0.6906,31,0.24137,31,0.26615
ENSG00000160050,CCDC28B,7,-1.2622,25,1.43814,10,-0.5860,11,-0.4785
ENSG00000084623,EIF3I,99,0.43189,94,0.31073,76,-0.1366,30,-1.6404
ENSG00000116478,HDAC1,9,-1.3356,18,0.02968,49,1.69246,20,0.19434
ENSG00000175130,MARCKSL1,66,-1.6312,130,-0.3611,718,2.87094,96,-0.7900
ENSG00000160058,BSDC1,55,0.26388,37,-0.5887,63,0.39650,55,0.18274
ENSG00000160062,ZBTB8A,15,-0.3695,14,-0.5409,33,0.95839,25,0.57446
ENSG00000176261,ZBTB8OS,30,-0.3846,46,0.59914,33,-0.1593,30,-0.3394
ENSG00000162521,RBBP4,117,0.27102,92,-0.2701,135,0.40600,88,-0.2947
ENSG00000162522,KIAA1522,6,-1.8954,30,1.53632,1,-3.4726,22,0.46094
ENSG00000134684,YARS,190,1.46762,78,-0.7721,29,-2.0263,70,-0.8045
ENSG00000116497,S100PBP,10,-0.6557,14,0.03347,31,1.29354,13,-0.1388
ENSG00000160097,FNDC5,48,1.57320,26,-0.1381,6,-2.2746,1,-4.7324
ENSG00000121905,HPCA,162,0.44544,167,0.52320,6,-4.5789,79,-0.8865
ENSG00000121900,TMEM54,40,0.03170,57,0.94203,39,-0.0240,4,-3.5671
ENSG00000004455,AK2,33,-0.3353,37,-0.0979,74,1.07670,35,-0.1587
ENSG00000142920,AZIN2,28,1.50092,9,-1.1753,18,0.15307,7,-1.3520
ENSG00000160094,ZNF362,16,-0.6361,23,0.20433,18,-0.2318,30,0.62847
ENSG00000134686,PHC2,54,0.04539,49,-0.1394,73,0.52973,47,-0.2082
ENSG00000163866,SMIM12,59,0.77292,45,0.08195,21,-1.0777,20,-1.2797
ENSG00000116544,DLGAP3,27,-0.6150,55,1.13194,2,-3.8922,32,-0.1632
ENSG00000163867,ZMYM6,29,0.27934,23,-0.1855,18,-0.5582,27,0.10100
ENSG00000116560,SFPQ,207,-0.7938,178,-1.0795,428,0.55482,687,1.65182
ENSG00000146463,ZMYM4,74,0.39371,61,-0.0586,58,-0.1272,46,-0.5342
ENSG00000142687,KIAA0319L,74,0.15175,63,-0.1999,46,-0.6150,83,0.32877
ENSG00000020129,NCDN,562,0.90399,384,-0.0624,34,-3.6358,264,-0.6828
ENSG00000126067,PSMB2,105,0.59126,79,-0.1048,75,-0.1431,49,-0.8858
ENSG00000142686,C1orf216,101,1.28792,47,-0.6004,13,-2.3621,43,-0.6415
ENSG00000134698,AGO4,18,-0.0397,15,-0.5083,14,-0.4521,30,0.86405
ENSG00000092847,AGO1,33,-0.6588,42,-0.1231,34,-0.4125,79,1.08403
ENSG00000126070,AGO3,45,-0.4963,31,-1.2259,130,1.38133,97,1.00680
ENSG00000116863,ADPRHL2,15,0.05419,15,0.01626,21,0.58915,10,-0.5647
ENSG00000054116,TRAPPC3,38,0.27167,39,0.36430,22,-0.6403,20,-0.8811
ENSG00000116871,MAP7D1,148,-0.3614,175,0.00380,262,0.65017,185,0.09890
ENSG00000054118,THRAP3,197,0.48021,104,-0.9052,217,0.47526,178,0.17545
ENSG00000181817,LSM10,34,0.30492,42,0.89425,13,-1.2536,5,-2.8014
ENSG00000116885,OSCP1,19,0.49763,16,0.13879,3,-2.2811,12,-0.3653
ENSG00000116898,MRPS15,53,0.24255,65,0.80603,33,-0.5743,8,-2.6612
ENSG00000163873,GRIK3,34,0.77848,13,-1.2730,2,-3.3206,42,0.97393
ENSG00000163875,MEAF6,137,0.79883,96,-0.0851,27,-1.9669,69,-0.6185
ENSG00000163877,SNIP1,19,0.60760,11,-0.5488,15,0.03682,13,-0.2156
ENSG00000134697,GNL2,37,0.85859,12,-1.4405,30,0.24355,30,0.27018
ENSG00000116922,C1orf109,32,1.52267,11,-1.0917,9,-1.0959,12,-0.6718
ENSG00000185090,MANEAL,28,1.22870,15,-0.3014,1,-3.4994,10,-0.9690
ENSG00000197982,C1orf122,108,-0.6113,205,0.89570,221,0.68828,58,-1.4819
ENSG00000188786,MTF1,16,-0.5365,18,-0.3663,37,0.88822,30,0.61617
ENSG00000183431,SF3A3,71,0.79136,53,0.04168,30,-0.8076,22,-1.3856
ENSG00000183520,UTP11,30,0.19656,29,0.15705,21,-0.3653,21,-0.4124
ENSG00000116954,RRAGC,59,0.68230,27,-0.9808,51,0.20268,48,0.11446
ENSG00000174574,AKIRIN1,89,0.24973,71,-0.2623,109,0.49425,66,-0.3405
ENSG00000168653,NDUFS5,578,0.00197,870,1.08304,244,-1.3230,158,-2.0784
ENSG00000127603,MACF1,279,-1.0208,319,-0.7705,867,1.03744,914,1.33384
ENSG00000090621,PABPC4,62,-0.6334,95,0.30345,94,0.17659,99,0.30755
ENSG00000116983,HPCAL4,213,-0.2925,285,0.37853,48,-2.4357,318,0.48702
ENSG00000084072,PPIE,51,0.66624,35,-0.2096,25,-0.6533,28,-0.5229
ENSG00000168389,MFSD2A,10,-0.9306,28,1.42763,16,-0.0049,6,-1.4992
ENSG00000131236,CAP1,158,0.35073,141,0.07670,140,0.04880,81,-0.8656
ENSG00000131238,PPT1,160,0.79027,126,0.16503,58,-1.0806,43,-1.6224
ENSG00000117000,RLF,33,0.37587,14,-1.3248,40,0.54310,41,0.67064
ENSG00000084073,ZMPSTE24,51,0.86954,34,-0.1002,36,0.02035,9,-2.0956
ENSG00000049089,COL9A2,4,-2.7242,12,-1.2560,83,2.32809,48,1.54315
ENSG00000084070,SMAP2,176,0.89220,90,-0.6771,44,-1.5741,130,0.07352
ENSG00000117016,RIMS3,194,0.57232,194,0.57480,2,-5.8206,67,-1.3717
ENSG00000066136,NFYC,45,0.59576,34,-0.0846,14,-1.3581,29,-0.3451
ENSG00000127124,HIVEP3,25,0.13733,17,-0.7217,15,-0.6775,39,0.93299
ENSG00000198815,FOXJ3,61,0.36699,45,-0.3030,27,-1.0323,61,0.28057
ENSG00000177181,RIMKLA,78,1.36970,44,-0.1550,11,-2.2040,11,-2.2932
ENSG00000127125,PPCS,50,0.06546,59,0.44466,52,0.10410,24,-1.1457
ENSG00000186409,CCDC30,40,-0.5740,44,-0.4150,52,-0.0327,98,1.17147
ENSG00000065978,YBX1,55,-1.2898,135,0.56472,244,1.38597,85,-0.3863
ENSG00000164008,C1orf50,16,-0.2475,20,0.20533,25,0.49720,15,-0.2854
ENSG00000177868,SVBP,33,0.23479,36,0.43915,32,0.11327,10,-1.7056
ENSG00000117394,SLC2A1,53,-0.6988,119,1.29209,47,-0.6953,40,-1.0283
ENSG00000117395,EBNA1BP2,78,0.58021,68,0.22244,42,-0.5925,26,-1.4118
ENSG00000179178,TMEM125,8,-1.6997,9,-1.6178,130,3.61677,16,-0.4189
ENSG00000066322,ELOVL1,22,-1.1321,19,-1.3587,229,3.54113,15,-1.4948
ENSG00000159479,MED8,23,0.22484,22,0.15612,26,0.34908,11,-1.0392
ENSG00000198198,SZT2,12,-1.2290,12,-1.2996,29,0.34585,64,2.18640
ENSG00000178922,HYI,11,-0.8379,26,1.04945,23,0.47813,9,-1.1050
ENSG00000142949,PTPRF,101,-0.0632,107,0.07821,132,0.39271,88,-0.2863
ENSG00000066135,KDM4A,33,0.85382,16,-0.7407,21,-0.1604,20,-0.2767
ENSG00000126091,ST3GAL3,31,-0.1481,40,0.45948,9,-1.9452,35,0.11938
ENSG00000117408,IPO13,42,-0.4983,53,-0.0282,141,1.64601,33,-0.7811
ENSG00000117410,ATP6V0B,403,0.98582,238,-0.3244,134,-1.1171,169,-0.8215
ENSG00000117411,B4GALT2,36,-0.8416,80,0.98353,32,-0.8239,52,-0.0744
ENSG00000196517,SLC6A9,13,0.54309,3,-2.1952,45,2.65255,2,-2.1183
ENSG00000178028,DMAP1,74,0.77680,46,-0.3862,35,-0.6615,42,-0.4295
ENSG00000117419,ERI3,112,0.22998,116,0.32284,61,-0.7710,70,-0.6169
ENSG00000187147,RNF220,122,0.04397,109,-0.2042,154,0.39987,120,-0.0063
ENSG00000142937,RPS8,576,-0.8853,1189,0.73684,1562,0.93221,564,-0.7640
ENSG00000070785,EIF2B3,29,0.77336,18,-0.4099,18,-0.3080,15,-0.5672
ENSG00000126088,UROD,86,0.46118,72,0.04648,48,-0.5973,49,-0.6167
ENSG00000117450,PRDX1,256,0.09751,309,0.55902,272,0.16042,85,-1.7250
ENSG00000117448,AKR1A1,35,0.42289,32,0.19145,34,0.19722,11,-1.5952
ENSG00000132780,NASP,63,-1.0277,43,-1.6953,276,1.64002,228,1.54574
ENSG00000159592,GPBP1L1,29,-0.0440,27,-0.2004,54,0.98875,23,-0.3819
ENSG00000086015,MAST2,24,0.24012,25,0.41821,7,-1.5399,15,-0.5620
ENSG00000117461,PIK3R3,36,0.63672,25,-0.2747,13,-1.1637,26,-0.1590
ENSG00000085998,POMGNT1,50,0.02300,50,0.02273,61,0.31823,42,-0.2821
ENSG00000132128,LRRC41,40,0.09215,40,0.06326,32,-0.2935,37,-0.0954
ENSG00000173660,UQCRH,450,0.39238,524,0.80141,104,-1.9654,99,-2.1564
ENSG00000117481,NSUN4,36,0.72648,16,-1.0534,23,-0.2260,32,0.33858
ENSG00000117480,FAAH,34,0.28311,20,-0.8392,48,0.75526,33,0.20006
ENSG00000079277,MKNK1,28,0.26673,21,-0.3785,17,-0.5672,31,0.37767
ENSG00000123472,ATPAF1,143,0.13717,166,0.49706,66,-1.1039,91,-0.6613
ENSG00000159658,EFCAB14,56,-1.1597,106,0.11401,204,1.16944,128,0.43147
ENSG00000162368,CMPK1,152,0.57873,109,-0.2172,99,-0.2980,89,-0.5128
ENSG00000132122,SPATA6,7,-1.8225,14,-0.6102,47,1.58810,36,1.32344
ENSG00000162373,BEND5,73,1.43857,35,-0.4483,10,-2.2035,18,-1.4358
ENSG00000162374,ELAVL4,354,1.72582,107,-1.2139,14,-3.8684,153,-0.4303
ENSG00000185104,FAF1,74,0.97782,40,-0.4737,34,-0.5966,32,-0.7467
