Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to7,Feature log2 fold change topic 5to7,Feature count topic 8to10,Feature log2 fold change topic 8to10
ENSG00000187730,GABRD,67,-1.4411,50,-1.8717,50,-1.8741,159,-0.1098,194,0.26850,267,1.03736
ENSG00000067606,PRKCZ,211,-0.0481,97,-1.2425,193,-0.1860,183,-0.2688,227,0.09091,269,0.46262
ENSG00000162585,FAAP20,62,0.61226,77,0.98774,51,0.29246,8,-2.4822,33,-0.4840,42,0.00292
ENSG00000157933,SKI,29,-0.1190,58,1.02223,60,1.09897,41,0.46002,23,-0.5453,18,-1.0526
ENSG00000157916,RER1,57,0.15816,78,0.66292,9,-2.5446,49,-0.0849,43,-0.3731,66,0.50355
ENSG00000157911,PEX10,33,0.96450,44,1.48408,8,-1.2968,6,-1.7456,11,-0.9093,20,0.15848
ENSG00000157870,PRXL2B,54,0.30249,24,-0.9817,27,-0.7952,62,0.51910,45,-0.0014,49,0.19349
ENSG00000158109,TPRG1L,196,-0.0944,94,-1.2193,203,-0.0364,147,-0.5410,229,0.20055,251,0.40185
ENSG00000130764,LRRC47,45,-0.7671,47,-0.6755,49,-0.6307,45,-0.7620,84,0.28678,98,0.64887
ENSG00000116198,CEP104,17,-0.9196,51,0.84019,42,0.51971,37,0.29470,36,0.33995,17,-1.0695
ENSG00000196581,AJAP1,29,-0.9242,10,-2.4394,42,-0.3582,52,-0.0002,91,1.32643,39,-0.5466
ENSG00000069424,KCNAB2,283,0.83759,122,-0.5285,116,-0.6077,132,-0.4102,158,-0.1538,193,0.26291
ENSG00000116254,CHD5,204,-0.9027,178,-1.1068,590,0.79822,687,1.06515,400,0.19818,260,-0.6488
ENSG00000116251,RPL22,1128,1.06449,751,0.36983,967,0.79441,331,-0.9219,432,-0.6332,503,-0.3439
ENSG00000116237,ICMT,35,0.23569,22,-0.5022,22,-0.5221,22,-0.5074,31,0.04485,36,0.39659
ENSG00000097021,ACOT7,119,-0.6477,45,-2.1099,46,-2.0591,166,-0.1283,169,-0.1229,305,1.26871
ENSG00000215788,TNFRSF25,16,-0.2854,14,-0.5031,6,-1.6644,38,1.15923,13,-0.6599,25,0.62366
ENSG00000171680,PLEKHG5,25,0.45777,16,-0.2136,7,-1.5364,16,-0.2352,12,-0.7985,29,0.98718
ENSG00000162408,NOL9,26,-0.1536,7,-2.0016,36,0.39244,39,0.50437,32,0.23192,27,-0.1120
ENSG00000162413,KLHL21,15,-0.3783,22,0.20812,23,0.28919,16,-0.2090,18,-0.1259,20,0.12339
ENSG00000041988,THAP3,19,0.13860,5,-1.7157,6,-1.5327,7,-1.3079,16,-0.2052,30,1.26488
ENSG00000007923,DNAJC11,29,-0.2822,16,-1.1636,45,0.38019,54,0.68111,38,0.13494,32,-0.2018
ENSG00000171735,CAMTA1,310,-0.7390,227,-1.2138,466,-0.1013,509,0.03821,715,0.82349,438,-0.2545
ENSG00000049246,PER3,29,0.15233,32,0.32315,27,0.04799,23,-0.1765,27,0.06246,23,-0.2395
ENSG00000116288,PARK7,525,0.97407,354,0.30634,179,-0.7732,134,-1.2047,202,-0.7161,377,0.55339
ENSG00000116285,ERRFI1,16,-0.2367,11,-0.7671,15,-0.3433,20,0.12418,24,0.56771,17,-0.1722
ENSG00000162426,SLC45A1,14,-1.1306,19,-0.7074,11,-1.5226,21,-0.5348,37,0.46389,41,0.68551
ENSG00000142599,RERE,145,-0.2247,195,0.24876,271,0.80513,186,0.17320,166,-0.0095,124,-0.5699
ENSG00000074800,ENO1,559,0.39362,1027,1.45728,160,-1.5513,196,-1.2474,353,-0.4277,462,0.10829
ENSG00000171612,SLC25A33,25,0.14838,61,1.70485,9,-1.4283,3,-2.7857,21,-0.0895,21,-0.1272
ENSG00000171603,CLSTN1,283,-1.4090,315,-1.2519,366,-1.0248,614,-0.2223,861,0.42652,968,0.70354
ENSG00000178585,CTNNBIP1,24,0.02939,12,-0.9625,29,0.34321,7,-1.7795,15,-0.8727,39,1.22047
ENSG00000162441,LZIC,60,-0.0010,65,0.10959,68,0.19992,54,-0.1645,67,0.21987,52,-0.3114
ENSG00000130939,UBE4B,24,-0.7723,52,0.42036,27,-0.6263,46,0.21716,34,-0.3116,50,0.46241
ENSG00000054523,KIF1B,200,-1.0589,303,-0.4224,494,0.35917,378,-0.0721,541,0.69575,320,-0.4189
ENSG00000142657,PGD,46,-0.5168,66,0.04541,36,-0.9168,43,-0.6344,77,0.38338,74,0.29189
ENSG00000241563,CORT,44,0.47944,3,-3.5044,8,-2.0112,30,-0.1591,19,-1.0591,63,1.61877
ENSG00000160049,DFFA,48,-0.2881,93,0.77392,75,0.42314,49,-0.2514,57,-0.0293,48,-0.3923
ENSG00000142655,PEX14,15,-0.2469,14,-0.3271,20,0.26530,15,-0.1846,13,-0.5504,23,0.63608
ENSG00000120948,TARDBP,58,-0.4765,68,-0.2256,68,-0.2192,97,0.34944,74,-0.1042,90,0.28529
ENSG00000116649,SRM,84,0.56955,73,0.33038,30,-1.0544,34,-0.8507,37,-0.9118,88,0.88338
ENSG00000171824,EXOSC10,28,-0.3390,62,0.96899,22,-0.6586,64,1.03538,20,-1.0352,36,0.11104
ENSG00000198793,MTOR,21,-1.0930,40,-0.1094,39,-0.1311,27,-0.6933,43,-0.0063,58,0.64722
ENSG00000116661,FBXO2,317,1.03242,374,1.33417,63,-1.5412,68,-1.4108,102,-0.9638,193,0.25871
ENSG00000132879,FBXO44,60,-0.5495,46,-0.9602,39,-1.2216,116,0.49619,64,-0.5555,134,1.04143
ENSG00000177000,MTHFR,5,-1.9842,37,0.89196,16,-0.3925,49,1.39090,14,-0.7621,21,-0.0251
ENSG00000011021,CLCN6,35,-0.8459,50,-0.3064,26,-1.2840,54,-0.1981,65,0.13011,83,0.68612
ENSG00000116685,KIAA2013,24,-0.3240,43,0.60851,7,-2.1633,34,0.23291,26,-0.2776,37,0.47135
ENSG00000083444,PLOD1,9,-1.1400,43,1.29825,9,-1.1012,14,-0.4840,20,-0.0080,21,0.10647
ENSG00000116688,MFN2,57,-0.9772,74,-0.5753,90,-0.2857,50,-1.1732,140,0.57913,128,0.36939
ENSG00000048707,VPS13D,42,-0.7249,73,0.13186,41,-0.7646,101,0.67262,79,0.34460,59,-0.2551
ENSG00000162496,DHRS3,20,0.27239,64,2.45777,1,-3.4734,7,-1.1777,12,-0.5324,12,-0.6260
ENSG00000116731,PRDM2,108,-1.5106,117,-1.3909,510,0.95419,354,0.33885,390,0.68030,205,-0.6518
ENSG00000189337,KAZN,21,-1.6990,61,-0.0854,84,0.43402,51,-0.3679,67,0.09909,74,0.31473
ENSG00000142634,EFHD2,35,-1.4066,56,-0.6780,146,0.86359,69,-0.3694,82,-0.1130,105,0.41524
ENSG00000116138,DNAJC16,15,-1.5720,8,-2.4132,26,-0.7725,40,-0.1183,56,0.57290,58,0.63923
ENSG00000197312,DDI2,13,-1.6588,25,-0.6956,39,-0.0284,46,0.23011,51,0.55297,40,0.01529
ENSG00000116786,PLEKHM2,159,0.56458,85,-0.4374,145,0.41136,65,-0.8529,109,-0.0647,115,0.03878
ENSG00000065526,SPEN,84,-1.4515,215,-0.0044,303,0.55787,299,0.53217,338,1.05063,80,-1.7653
ENSG00000116809,ZBTB17,20,-0.0632,14,-0.5817,17,-0.2878,13,-0.7162,23,0.25567,24,0.32628
ENSG00000055070,SZRD1,38,0.64513,64,1.57248,19,-0.4684,18,-0.5431,20,-0.4370,18,-0.6209
ENSG00000159363,ATP13A2,58,-0.8034,37,-1.4958,58,-0.8137,99,0.03054,91,-0.1322,149,0.98965
ENSG00000117118,SDHB,95,0.88756,47,-0.2615,15,-1.9217,46,-0.3035,42,-0.5184,74,0.65718
ENSG00000117115,PADI2,66,0.48335,245,3.16039,44,-0.1692,17,-1.6181,19,-1.7078,20,-1.5670
ENSG00000179051,RCC2,18,-0.4521,14,-0.8155,10,-1.3120,20,-0.2892,27,0.20579,33,0.68855
ENSG00000117154,IGSF21,53,0.08365,29,-0.8808,60,0.28183,40,-0.3820,43,-0.3279,65,0.55066
ENSG00000159423,ALDH4A1,36,1.18504,36,1.20288,14,-0.3761,13,-0.5025,13,-0.6119,13,-0.5697
ENSG00000127481,UBR4,17,-1.5724,44,-0.1344,53,0.17112,82,0.88763,75,1.04384,19,-1.6349
ENSG00000127463,EMC1,20,-0.8510,36,0.09637,29,-0.2470,31,-0.1580,33,-0.0501,42,0.43518
ENSG00000053372,MRTO4,42,-0.1772,39,-0.2820,43,-0.1414,20,-1.3071,47,0.02127,61,0.57222
ENSG00000053371,AKR7A2,64,1.44764,57,1.23033,11,-1.4305,6,-2.2327,16,-1.0104,29,0.15171
ENSG00000077549,CAPZB,184,0.16365,159,-0.0676,107,-0.6830,124,-0.4552,170,0.04651,192,0.30996
ENSG00000173436,MICOS10,601,1.17522,219,-0.4948,407,0.50179,142,-1.1604,174,-1.0210,368,0.44630
ENSG00000158747,NBL1,138,-0.0805,118,-0.3318,97,-0.6352,139,-0.0741,137,-0.1123,183,0.50180
ENSG00000169914,OTUD3,12,-1.0932,6,-2.1721,43,0.85373,37,0.61167,25,-0.0477,27,0.14147
ENSG00000162545,CAMK2N1,4641,1.27228,2062,-0.0988,2479,0.19762,1410,-0.6934,1751,-0.4445,2029,-0.1574
ENSG00000090432,MUL1,5,-1.8179,14,-0.3931,11,-0.7546,19,0.09865,22,0.44028,21,0.36490
ENSG00000158828,PINK1,452,0.25619,240,-0.7419,341,-0.1987,218,-0.8897,362,-0.1302,507,0.60319
ENSG00000244038,DDOST,41,0.39370,41,0.42587,16,-1.0692,28,-0.1816,22,-0.6655,42,0.58014
ENSG00000117245,KIF17,13,-0.6421,1,-4.0162,15,-0.4141,22,0.14674,20,-0.0618,30,0.92790
ENSG00000189410,SH2D5,28,-0.2914,25,-0.4536,10,-1.8614,34,0.04791,28,-0.3377,51,0.96660
ENSG00000127483,HP1BP3,143,-1.2023,269,-0.2316,376,0.30721,365,0.25815,431,0.72959,221,-0.6553
ENSG00000075151,EIF4G3,110,-1.5978,124,-1.4071,327,0.08399,468,0.67451,462,0.91265,229,-0.5879
ENSG00000117298,ECE1,9,-1.4075,79,2.21807,17,-0.4692,38,0.83511,15,-0.7498,13,-1.0028
ENSG00000076864,RAP1GAP,39,-1.4626,32,-1.7461,112,0.17457,95,-0.0961,98,-0.0635,146,0.83202
ENSG00000090686,USP48,35,-1.3763,56,-0.6726,102,0.25430,119,0.51245,123,0.78812,62,-0.6489
ENSG00000070831,CDC42,141,-0.2138,149,-0.1309,107,-0.6435,142,-0.2012,146,-0.2004,213,0.60282
ENSG00000173372,C1QA,103,2.28962,72,1.56989,11,-1.4129,21,-0.5042,10,-1.7892,17,-0.9955
ENSG00000159189,C1QC,74,2.60568,48,1.67330,8,-1.2974,5,-1.8529,8,-1.3660,7,-1.6624
ENSG00000173369,C1QB,132,2.61177,77,1.49231,6,-2.3672,11,-1.5595,12,-1.7387,20,-0.9056
ENSG00000004487,KDM1A,31,-1.1796,70,0.07264,44,-0.6503,75,0.18741,85,0.51792,65,-0.0700
ENSG00000169641,LUZP1,64,-1.9351,92,-1.3911,266,0.26162,241,0.10098,377,1.22090,156,-0.7121
ENSG00000125944,HNRNPR,119,-0.3479,141,-0.0799,159,0.11468,116,-0.3849,186,0.48972,130,-0.2635
ENSG00000142676,RPL11,854,1.21805,596,0.59095,639,0.70921,231,-0.9160,256,-0.9181,356,-0.3089
ENSG00000011007,ELOA,17,-0.9519,35,0.20811,37,0.27535,36,0.22371,39,0.50231,23,-0.5968
ENSG00000057757,PITHD1,94,-0.6452,53,-1.5046,97,-0.6046,93,-0.6640,138,-0.0619,224,1.05659
ENSG00000011009,LYPLA2,21,-0.2383,29,0.24475,13,-0.9382,22,-0.1609,27,0.20027,26,0.15104
ENSG00000189266,PNRC2,76,0.49987,81,0.60093,63,0.19223,37,-0.6259,51,-0.1905,50,-0.2333
ENSG00000188529,SRSF10,61,-0.2755,87,0.28865,52,-0.5163,132,0.99156,76,0.09144,55,-0.5215
ENSG00000001461,NIPAL3,60,-1.0164,80,-0.5724,93,-0.3479,128,0.15793,158,0.69084,107,-0.1479
ENSG00000133226,SRRM1,134,-1.1366,311,0.17997,429,0.71306,559,1.17617,290,0.08626,160,-1.0385
ENSG00000169504,CLIC4,71,1.02109,222,3.60460,13,-1.5817,17,-1.2695,8,-2.6085,12,-2.0173
ENSG00000117614,SYF2,152,0.09723,154,0.11889,177,0.34260,122,-0.2513,150,0.09235,126,-0.2595
ENSG00000117616,RSRP1,31,-1.1760,49,-0.4922,13,-2.4150,181,1.71252,62,-0.1604,71,0.10427
ENSG00000183726,TMEM50A,66,0.12081,88,0.59067,41,-0.6210,51,-0.2834,45,-0.5930,77,0.49512
ENSG00000204178,MACO1,27,-1.7043,37,-1.2122,76,-0.1122,160,1.12701,120,0.88337,52,-0.8578
ENSG00000117643,MAN1C1,30,-0.5765,66,0.66242,10,-2.1539,32,-0.4643,28,-0.8208,71,1.14717
ENSG00000162430,SELENON,31,-0.0118,101,2.10095,7,-2.2764,16,-1.0101,24,-0.4819,28,-0.2240
ENSG00000117640,MTFR1L,69,0.17704,40,-0.6968,46,-0.4551,62,0.00719,55,-0.2527,80,0.54230
ENSG00000117632,STMN1,917,-0.4972,261,-2.3901,1218,-0.0502,835,-0.6427,1433,0.27820,1680,0.64307
ENSG00000158008,EXTL1,40,-0.0275,21,-1.0349,33,-0.3246,41,0.00980,40,-0.0437,52,0.48231
ENSG00000142684,ZNF593,38,0.49124,27,-0.0384,27,-0.0649,22,-0.4101,21,-0.5947,35,0.47339
ENSG00000142669,SH3BGRL3,228,0.98938,132,0.07821,139,0.16371,80,-0.7026,84,-0.7756,143,0.26206
ENSG00000158062,UBXN11,32,0.84303,17,-0.1564,18,-0.0813,10,-0.9558,15,-0.4261,22,0.34265
ENSG00000117682,DHDDS,14,-0.5137,26,0.48371,10,-0.9858,26,0.48256,15,-0.5589,25,0.51893
ENSG00000198830,HMGN2,213,0.77020,240,0.97743,137,0.04101,75,-0.8954,106,-0.4488,117,-0.2621
ENSG00000117713,ARID1A,48,-0.9073,136,0.76187,60,-0.5647,93,0.13793,102,0.36570,72,-0.3551
ENSG00000204160,ZDHHC18,10,-1.2090,21,-0.0826,12,-0.8960,17,-0.4029,22,0.05510,31,0.74035
ENSG00000142751,GPN2,7,-1.4526,28,0.52532,22,0.11981,23,0.19361,18,-0.2275,22,0.23122
ENSG00000090273,NUDC,293,0.29237,180,-0.4848,337,0.52021,152,-0.7423,211,-0.2940,284,0.31615
ENSG00000253368,TRNP1,48,0.06542,27,-0.8103,28,-0.7855,44,-0.0898,56,0.40099,50,0.13347
ENSG00000090020,SLC9A1,9,-1.3069,10,-1.0219,10,-1.1422,20,-0.0645,21,0.02465,31,0.97695
ENSG00000142784,WDTC1,43,0.61945,39,0.45879,33,0.20409,36,0.33371,28,-0.0791,19,-0.8066
ENSG00000186501,TMEM222,30,-0.2883,31,-0.2047,36,0.00797,32,-0.1863,32,-0.1960,44,0.43570
ENSG00000158195,WASF2,52,0.06745,159,2.05997,71,0.57564,42,-0.2693,41,-0.3662,17,-1.8985
ENSG00000126705,AHDC1,24,-1.2550,33,-0.7657,61,0.18380,80,0.61588,59,0.14171,58,0.10556
ENSG00000126709,IFI6,56,-0.2462,81,0.32345,29,-1.2466,61,-0.1351,60,-0.2021,85,0.54212
ENSG00000009780,FAM76A,15,-0.7237,22,-0.1396,23,-0.0876,31,0.40601,22,-0.2223,29,0.35261
ENSG00000117758,STX12,106,0.14984,77,-0.3446,87,-0.1638,68,-0.5458,94,-0.0574,115,0.37437
ENSG00000117751,PPP1R8,18,-0.3956,37,0.73126,7,-1.7158,19,-0.3544,22,-0.1041,29,0.44622
ENSG00000117748,RPA2,35,-0.0123,36,0.02664,8,-2.1294,26,-0.4447,30,-0.3173,52,0.89165
ENSG00000126698,DNAJC8,284,0.05644,256,-0.1133,327,0.28090,204,-0.4675,345,0.49909,213,-0.4986
ENSG00000130770,ATP5IF1,740,0.84347,187,-1.3412,346,-0.4005,201,-1.2312,353,-0.4571,640,0.82176
ENSG00000204138,PHACTR4,22,-0.4646,60,1.14940,52,0.88597,47,0.70712,28,-0.1642,13,-1.5561
ENSG00000180098,TRNAU1AP,14,-0.2982,15,-0.1924,9,-1.0111,38,1.28858,12,-0.7456,21,0.38738
ENSG00000198492,YTHDF2,54,-0.8690,42,-1.2354,53,-0.8884,101,0.11599,135,0.82019,95,0.01881
ENSG00000159023,EPB41,10,-1.3570,14,-0.8293,27,0.12468,61,1.53439,30,0.39980,15,-0.8993
ENSG00000116350,SRSF4,74,-0.5367,99,-0.0752,161,0.72531,157,0.68064,105,0.02073,77,-0.5696
ENSG00000116353,MECR,40,0.57735,11,-1.4077,23,-0.2952,21,-0.4353,21,-0.4891,39,0.78460
ENSG00000162511,LAPTM5,65,1.74084,64,1.72424,18,-0.4168,8,-1.5916,9,-1.6831,18,-0.5164
ENSG00000162512,SDC3,121,-0.0516,220,0.93846,82,-0.6519,122,-0.0352,121,-0.0712,114,-0.1832
ENSG00000134644,PUM1,80,-1.2616,107,-0.8117,148,-0.3176,171,-0.0879,248,0.70267,186,0.05979
ENSG00000121766,ZCCHC17,185,0.13648,93,-0.9281,181,0.10577,175,0.05058,177,0.08399,178,0.09243
ENSG00000121769,FABP3,101,0.12118,25,-1.9680,48,-1.0164,54,-0.8561,90,-0.0839,146,1.03022
ENSG00000162517,PEF1,86,0.38025,37,-0.9425,32,-1.1460,53,-0.3845,61,-0.2111,96,0.77190
ENSG00000084636,COL16A1,21,-0.0692,25,0.19052,11,-1.0231,33,0.65641,20,-0.1824,23,0.11308
ENSG00000121753,ADGRB2,181,-0.0220,84,-1.2147,118,-0.6946,172,-0.1074,170,-0.1553,258,0.75713
ENSG00000184007,PTP4A2,214,-0.0680,255,0.21655,470,1.26429,156,-0.5576,218,-0.0478,160,-0.6384
ENSG00000121774,KHDRBS1,123,-0.0414,130,0.05329,91,-0.5195,92,-0.4930,142,0.24836,133,0.11322
ENSG00000025800,KPNA6,52,-1.1759,83,-0.4640,82,-0.4833,118,0.09173,152,0.68361,108,-0.0597
ENSG00000084652,TXLNA,18,-0.7243,31,0.18293,24,-0.2414,34,0.30020,30,0.15498,28,-0.0297
ENSG00000160050,CCDC28B,37,1.12758,29,0.69370,14,-0.4180,19,0.05555,15,-0.4047,14,-0.5415
ENSG00000084623,EIF3I,88,0.01288,92,0.07803,61,-0.5685,53,-0.7620,84,-0.0716,109,0.47523
ENSG00000175130,MARCKSL1,238,1.11727,320,1.66701,47,-1.4567,42,-1.6393,85,-0.7045,107,-0.2613
ENSG00000160058,BSDC1,40,-0.6611,60,-0.0215,39,-0.6979,58,-0.0818,72,0.35985,66,0.14649
ENSG00000176261,ZBTB8OS,74,1.00588,34,-0.2773,26,-0.7027,24,-0.8290,27,-0.7336,55,0.67282
ENSG00000162521,RBBP4,86,-0.4589,139,0.30225,53,-1.2096,94,-0.3232,145,0.50172,115,-0.0023
ENSG00000162522,KIAA1522,40,1.26427,26,0.51805,13,-0.5513,13,-0.5990,10,-1.1413,22,0.33290
ENSG00000134684,YARS,60,-0.8645,85,-0.3244,67,-0.7074,54,-1.0391,121,0.30994,140,0.63156
ENSG00000160097,FNDC5,14,-1.6800,13,-1.7620,29,-0.5736,30,-0.5202,64,0.99191,46,0.22182
ENSG00000121905,HPCA,197,0.56749,59,-1.3273,81,-0.8463,64,-1.2091,109,-0.4876,222,1.09572
ENSG00000121900,TMEM54,71,1.01350,47,0.31474,41,0.11714,10,-2.0456,24,-0.8763,48,0.46900
ENSG00000004455,AK2,47,0.81234,63,1.33278,18,-0.6677,31,0.13028,16,-1.0202,26,-0.2138
ENSG00000160094,ZNF362,23,0.15616,21,-0.0133,22,0.08870,34,0.79969,18,-0.2977,18,-0.2538
ENSG00000134686,PHC2,41,-0.2314,60,0.38679,28,-0.7834,36,-0.4098,38,-0.4128,64,0.66951
ENSG00000163866,SMIM12,42,-0.4138,39,-0.5233,40,-0.4887,40,-0.5085,66,0.40191,63,0.29054
ENSG00000116544,DLGAP3,90,1.22745,55,0.36984,24,-0.9001,38,-0.2031,29,-0.7830,47,0.16389
ENSG00000163867,ZMYM6,24,0.17983,22,0.01011,12,-0.9268,36,0.81745,22,0.04229,19,-0.2685
ENSG00000116560,SFPQ,175,-0.9245,393,0.34865,446,0.55713,633,1.16512,339,0.14018,169,-1.1701
ENSG00000146463,ZMYM4,44,-0.7485,71,-0.0021,120,0.86219,70,-0.0285,86,0.39940,50,-0.6829
ENSG00000142687,KIAA0319L,37,-0.8508,47,-0.4940,43,-0.6341,70,0.13092,66,0.04737,84,0.55658
ENSG00000020129,NCDN,359,-0.2279,109,-2.0330,138,-1.6870,303,-0.4918,372,-0.2175,706,1.28596
ENSG00000126067,PSMB2,84,0.05236,80,-0.0293,36,-1.2313,86,0.08369,78,-0.0908,98,0.39868
ENSG00000142686,C1orf216,56,-0.6351,20,-2.1481,53,-0.6941,73,-0.2025,78,-0.1264,132,1.07537
ENSG00000092847,AGO1,24,-0.5564,22,-0.6797,44,0.40681,63,1.02074,32,-0.1529,31,-0.1811
ENSG00000126070,AGO3,12,-2.0745,51,0.06365,48,-0.0473,97,1.12618,56,0.24906,40,-0.4364
ENSG00000054116,TRAPPC3,31,-0.2448,37,0.00742,11,-1.7814,23,-0.7366,32,-0.2973,57,0.99930
ENSG00000116871,MAP7D1,203,0.15643,125,-0.6035,180,-0.0394,194,0.08635,191,0.08052,188,0.04594
ENSG00000054118,THRAP3,108,-1.1002,164,-0.4575,212,-0.0541,295,0.48215,303,0.72537,168,-0.5197
ENSG00000196182,STK40,15,-0.3572,23,0.39272,13,-0.4778,23,0.39159,18,-0.0221,18,-0.0345
ENSG00000181817,LSM10,68,1.05745,29,-0.3457,23,-0.7151,16,-1.2141,20,-1.0468,54,0.93803
ENSG00000116898,MRPS15,88,0.89854,26,-1.0573,48,-0.0928,24,-1.1591,50,-0.0307,58,0.26824
ENSG00000163875,MEAF6,81,-0.4836,44,-1.3992,124,0.18870,127,0.22044,111,0.01446,131,0.37245
ENSG00000134697,GNL2,26,-0.1710,17,-0.8011,25,-0.2683,25,-0.2268,45,0.99270,21,-0.6138
ENSG00000185090,MANEAL,13,-0.6246,12,-0.8067,20,0.01599,16,-0.3061,19,-0.0717,26,0.63702
ENSG00000197982,C1orf122,282,1.37060,166,0.44670,109,-0.2299,52,-1.3750,72,-1.0570,146,0.30944
ENSG00000183431,SF3A3,42,-0.1995,50,0.04602,29,-0.7833,60,0.35828,51,0.10051,50,0.05942
ENSG00000183520,UTP11,36,-0.2074,28,-0.6209,46,0.17123,32,-0.4242,52,0.48525,39,-0.1245
ENSG00000116954,RRAGC,24,-0.9952,54,0.24829,16,-1.5749,33,-0.5176,58,0.50260,53,0.29647
ENSG00000174574,AKIRIN1,67,-0.1527,72,-0.0462,31,-1.3311,80,0.11885,75,0.03528,88,0.37268
ENSG00000168653,NDUFS5,1202,0.88990,480,-0.6016,678,-0.0594,321,-1.2171,535,-0.5350,917,0.58197
ENSG00000127603,MACF1,133,-1.9911,1156,1.47589,405,-0.3008,743,0.68786,675,0.71840,144,-2.1399
ENSG00000090621,PABPC4,72,-0.0408,147,1.15104,97,0.44630,44,-0.7971,73,-0.0158,53,-0.6431
ENSG00000116983,HPCAL4,385,0.43139,203,-0.5899,319,0.12028,205,-0.5783,316,0.14099,299,0.02061
ENSG00000084072,PPIE,36,0.07421,32,-0.0875,13,-1.4876,29,-0.2574,42,0.45817,35,0.04684
ENSG00000131236,CAP1,182,0.28218,193,0.38381,88,-0.8535,118,-0.4125,130,-0.3153,185,0.41220
ENSG00000131238,PPT1,129,0.17122,122,0.07827,61,-1.0079,66,-0.8755,119,0.04863,142,0.43733
ENSG00000117000,RLF,15,-1.1772,14,-1.3023,31,-0.1148,61,1.02817,50,0.94914,19,-0.9704
ENSG00000084073,ZMPSTE24,25,-0.3182,39,0.34428,23,-0.4831,24,-0.4359,34,0.18399,33,0.11881
ENSG00000084070,SMAP2,98,-0.8110,54,-1.7140,139,-0.2736,178,0.11715,241,0.85909,153,-0.1503
ENSG00000117016,RIMS3,150,-0.1028,72,-1.2371,117,-0.4933,82,-1.0297,188,0.34092,205,0.54433
