Feature ID,Feature Name,Feature count topic 1to3,Feature log2 fold change topic 1to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to7,Feature log2 fold change topic 5to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9
ENSG00000197312,DDI2,48,-0.0659,57,0.21258,71,0.83078,23,-1.1654,12,-2.1860
ENSG00000116786,PLEKHM2,133,0.45364,62,-0.8828,120,0.21562,62,-0.8714,97,-0.1894
ENSG00000065526,SPEN,185,-0.5134,378,0.77961,199,-0.3676,384,0.80809,224,-0.0903
ENSG00000159363,ATP13A2,97,0.29684,45,-0.9910,124,0.92330,12,-2.9641,44,-1.0257
ENSG00000117118,SDHB,37,-0.0904,30,-0.4165,46,0.37828,48,0.36282,21,-0.9086
ENSG00000117115,PADI2,9,-3.3083,15,-2.2740,16,-2.5161,291,2.90194,219,2.19097
ENSG00000117154,IGSF21,59,-0.0067,66,0.15621,87,0.93411,9,-2.8288,21,-1.6014
ENSG00000127481,UBR4,55,-0.2278,109,0.97031,51,-0.3627,61,-0.0030,63,0.03005
ENSG00000127463,EMC1,28,-0.5682,41,0.18829,51,0.76039,23,-0.7239,31,-0.2650
ENSG00000053372,MRTO4,43,0.07249,66,0.73879,52,0.50032,9,-2.3248,16,-1.4344
ENSG00000077549,CAPZB,136,0.03281,110,-0.3171,164,0.46151,124,-0.1231,72,-0.9774
ENSG00000173436,MICOS10,337,0.63691,87,-1.6703,244,-0.1143,267,0.06206,216,-0.2788
ENSG00000158747,NBL1,124,-0.0468,119,-0.1132,177,0.78286,25,-2.4675,98,-0.4150
ENSG00000162545,CAMK2N1,2039,0.06600,1275,-0.6966,2403,0.44493,1030,-1.0250,2171,0.15218
ENSG00000158828,PINK1,416,0.35271,197,-0.9283,422,0.38354,190,-0.9894,303,-0.2571
ENSG00000189410,SH2D5,33,-0.1346,58,0.81717,47,0.65183,0,-8.2114,21,-0.8183
ENSG00000127483,HP1BP3,266,-0.5143,412,0.30691,340,-0.0122,550,0.79936,297,-0.2241
ENSG00000075151,EIF4G3,280,-0.0755,399,0.52503,312,0.16019,294,0.01715,144,-1.1026
ENSG00000076864,RAP1GAP,104,0.00805,117,0.19474,152,0.93698,26,-2.0977,21,-2.4210
ENSG00000090686,USP48,79,-0.4942,155,0.70746,94,-0.1532,174,0.91716,61,-0.7907
ENSG00000070831,CDC42,133,-0.3424,78,-1.0887,190,0.44668,239,0.70900,122,-0.3963
ENSG00000004487,KDM1A,59,-0.1231,67,0.10749,81,0.60649,42,-0.6082,33,-1.0045
ENSG00000169641,LUZP1,306,0.89896,303,0.60012,177,-0.3678,46,-2.3140,103,-1.1188
ENSG00000125944,HNRNPR,91,-1.0926,195,0.33378,193,0.43386,267,0.86773,122,-0.4262
ENSG00000142676,RPL11,402,-0.3192,138,-1.8822,317,-0.7809,958,1.23259,965,1.24585
ENSG00000057757,PITHD1,127,-0.1138,90,-0.6216,193,0.89377,79,-0.8247,73,-0.9364
ENSG00000189266,PNRC2,41,-0.5166,26,-1.1123,59,0.26992,65,0.35532,82,0.73655
ENSG00000188529,SRSF10,49,-0.6131,122,1.01019,59,-0.2735,117,0.93219,40,-0.7924
ENSG00000001461,NIPAL3,114,-0.4485,99,-0.5753,123,-0.3020,389,1.79906,80,-0.8998
ENSG00000133226,SRRM1,154,-1.0545,470,0.97269,198,-0.5897,559,1.29105,299,0.19763
ENSG00000169504,CLIC4,4,-3.4635,4,-3.0824,7,-2.9233,204,3.56485,97,1.66317
ENSG00000117614,SYF2,120,-0.1881,139,0.09251,126,-0.0871,181,0.53271,123,-0.1038
ENSG00000117616,RSRP1,37,-1.1639,151,1.38336,75,0.20982,104,0.69865,22,-1.7178
ENSG00000183726,TMEM50A,49,-0.5102,36,-0.8893,69,0.21715,105,0.86441,70,0.17915
ENSG00000204178,MACO1,46,-0.8021,154,1.38814,67,-0.0623,71,0.04311,58,-0.2903
ENSG00000117640,MTFR1L,81,0.40822,83,0.33029,71,0.12164,24,-1.6059,44,-0.6549
ENSG00000117632,STMN1,1089,0.09875,731,-0.5618,1302,0.51655,1132,0.13756,331,-1.7708
ENSG00000142684,ZNF593,41,0.15317,35,-0.1505,52,0.71607,22,-0.8614,9,-2.2199
ENSG00000142669,SH3BGRL3,161,0.34953,42,-1.8376,147,0.13625,141,0.02969,136,-0.0273
ENSG00000198830,HMGN2,97,-0.9103,102,-0.6634,129,-0.3802,371,1.53119,243,0.75087
ENSG00000117713,ARID1A,89,-0.0473,89,-0.0350,87,-0.0920,96,0.08840,106,0.23920
ENSG00000090273,NUDC,261,0.31775,153,-0.6180,251,0.22563,152,-0.6275,197,-0.2193
ENSG00000253368,TRNP1,54,0.90660,13,-1.5811,50,0.68926,3,-3.4675,6,-2.7258
ENSG00000186501,TMEM222,41,0.21516,19,-0.9995,43,0.31508,24,-0.6628,39,0.08733
ENSG00000158195,WASF2,29,-1.4696,33,-1.0021,20,-2.0851,196,2.04124,198,2.06358
ENSG00000126705,AHDC1,48,-0.5954,149,1.46182,69,0.15251,16,-2.0972,63,-0.0219
ENSG00000126709,IFI6,76,0.25207,45,-0.6546,63,-0.1622,58,-0.2507,92,0.48983
ENSG00000117758,STX12,91,-0.1964,90,-0.1760,121,0.43934,99,-0.0213,74,-0.4680
ENSG00000126698,DNAJC8,302,0.29487,268,0.02088,213,-0.4471,355,0.48741,214,-0.3411
ENSG00000130770,ATP5IF1,342,0.29190,154,-1.0455,391,0.61538,147,-1.1179,203,-0.6244
ENSG00000204138,PHACTR4,17,-1.7531,72,0.76061,29,-0.8676,121,1.73600,77,0.87983
ENSG00000198492,YTHDF2,81,-0.3873,101,0.06430,139,0.85939,72,-0.4798,43,-1.2494
ENSG00000116350,SRSF4,74,-0.2965,106,0.35620,71,-0.3622,120,0.56895,104,0.33587
ENSG00000162512,SDC3,61,-0.7540,101,0.20056,94,0.13163,72,-0.3388,162,1.01684
ENSG00000134644,PUM1,169,-0.4370,307,0.64421,238,0.30072,185,-0.1900,163,-0.3921
ENSG00000121766,ZCCHC17,147,0.08734,116,-0.3111,151,0.14270,137,-0.0537,125,-0.1957
ENSG00000121769,FABP3,53,0.39320,37,-0.2978,64,0.90396,6,-3.0270,5,-3.2620
ENSG00000162517,PEF1,45,-0.0354,16,-1.5835,74,1.25398,19,-1.3214,16,-1.5650
ENSG00000121753,ADGRB2,186,-0.3258,208,-0.0737,354,1.23869,56,-2.0681,75,-1.6436
ENSG00000184007,PTP4A2,199,-1.0866,182,-1.0205,202,-1.0557,1454,2.79036,294,-0.2727
ENSG00000121774,KHDRBS1,116,-0.5409,151,-0.0081,196,0.59937,155,0.03523,122,-0.3535
ENSG00000025800,KPNA6,76,-0.6666,147,0.54675,135,0.57363,82,-0.4057,88,-0.2824
ENSG00000084623,EIF3I,92,-0.0340,85,-0.1423,106,0.29378,65,-0.5574,94,0.01107
ENSG00000175130,MARCKSL1,70,-1.6945,25,-2.9147,72,-1.6364,766,2.91357,357,1.22654
ENSG00000160058,BSDC1,37,-0.6661,70,0.48684,57,0.19391,66,0.39468,50,-0.0705
ENSG00000162521,RBBP4,97,-0.5870,226,0.94533,136,0.11661,114,-0.2054,124,-0.0621
ENSG00000134684,YARS,85,0.01366,58,-0.5889,133,1.15101,37,-1.2736,9,-3.3008
ENSG00000121905,HPCA,110,0.05626,39,-1.5629,187,1.47757,0,-7.4764,33,-1.8004
ENSG00000134686,PHC2,27,-0.7005,23,-0.7852,47,0.49590,69,1.00991,28,-0.4759
ENSG00000163866,SMIM12,42,0.01921,27,-0.6855,67,1.21291,16,-1.4443,4,-3.5117
ENSG00000116544,DLGAP3,54,0.35613,25,-0.9417,55,0.40670,0,-6.1345,62,0.47778
ENSG00000116560,SFPQ,203,-0.7704,551,1.03893,252,-0.3614,490,0.82850,289,-0.0585
ENSG00000146463,ZMYM4,74,0.06695,100,0.54738,65,-0.2117,57,-0.3551,72,0.00184
ENSG00000142687,KIAA0319L,47,-0.5758,76,0.30382,91,0.87041,38,-0.7778,39,-0.7399
ENSG00000020129,NCDN,279,-0.4797,317,-0.1744,618,1.48660,30,-3.6732,137,-1.4718
ENSG00000126067,PSMB2,65,-0.3616,85,0.14069,105,0.71212,50,-0.6968,54,-0.5858
ENSG00000142686,C1orf216,70,-0.2662,85,0.10810,129,1.20915,5,-4.0170,31,-1.4490
ENSG00000092847,AGO1,53,-0.0736,121,1.36611,47,-0.3402,54,-0.0253,20,-1.5223
ENSG00000126070,AGO3,33,-1.3443,82,0.30475,64,-0.1142,148,1.35130,88,0.42795
ENSG00000116871,MAP7D1,188,-0.2853,205,-0.0828,250,0.32882,264,0.32681,160,-0.4802
ENSG00000054118,THRAP3,195,-0.2622,267,0.31219,244,0.22045,257,0.24675,147,-0.6420
ENSG00000163875,MEAF6,128,0.49004,66,-0.7132,135,0.62629,54,-1.0016,20,-2.4569
ENSG00000197982,C1orf122,158,0.19075,39,-1.9929,122,-0.3676,231,0.78067,197,0.49913
ENSG00000183431,SF3A3,33,-0.5733,39,-0.2022,72,1.26278,19,-1.2556,22,-1.0937
ENSG00000183520,UTP11,31,-0.3977,22,-0.8179,54,0.81553,36,-0.0911,29,-0.4176
ENSG00000116954,RRAGC,45,-0.1388,31,-0.6786,55,0.28604,50,0.05177,53,0.15007
ENSG00000174574,AKIRIN1,81,-0.3395,107,0.18525,108,0.28113,101,0.09211,83,-0.2218
ENSG00000168653,NDUFS5,625,0.42444,269,-1.0299,610,0.36349,261,-1.0790,436,-0.2784
ENSG00000127603,MACF1,371,-0.5360,837,0.93195,307,-0.8952,712,0.64788,762,0.76670
ENSG00000090621,PABPC4,92,0.12859,56,-0.6718,72,-0.3707,94,0.14179,136,0.75059
ENSG00000116983,HPCAL4,344,-0.1753,419,0.18526,466,0.50259,58,-2.8118,460,0.33908
ENSG00000131236,CAP1,121,-0.3932,128,-0.2242,169,0.31545,153,0.06557,170,0.23668
ENSG00000131238,PPT1,89,-0.4532,92,-0.3031,153,0.75256,62,-0.9069,121,0.13615
ENSG00000084070,SMAP2,216,0.03026,341,0.79032,259,0.45229,71,-1.6915,78,-1.5566
ENSG00000117016,RIMS3,196,0.31474,104,-0.7722,255,0.98960,7,-4.7541,70,-1.3889
ENSG00000198815,FOXJ3,35,-0.6969,57,0.20957,79,1.15731,35,-0.5579,14,-1.8966
ENSG00000177181,RIMKLA,68,0.41642,56,-0.0071,75,0.66706,0,-8.3454,23,-1.3676
ENSG00000127125,PPCS,62,0.37798,24,-1.2238,52,-0.0004,65,0.36019,39,-0.4502
ENSG00000186409,CCDC30,79,0.17048,127,0.92401,69,-0.1446,52,-0.5458,38,-1.0244
ENSG00000065978,YBX1,87,-0.3950,43,-1.3657,60,-1.0858,248,1.50655,214,1.21998
ENSG00000117395,EBNA1BP2,77,0.13831,39,-0.9799,102,0.80132,40,-0.9211,38,-1.0246
ENSG00000142949,PTPRF,80,-0.6096,117,0.12967,151,0.80935,79,-0.4812,81,-0.4525
ENSG00000126091,ST3GAL3,41,0.23127,42,0.21377,39,0.13757,13,-1.5258,35,-0.0598
ENSG00000117408,IPO13,33,-0.5975,11,-2.0167,36,-0.3850,116,1.72119,61,0.53067
ENSG00000117410,ATP6V0B,257,-0.3537,329,0.12111,473,1.09236,140,-1.2196,88,-1.9118
ENSG00000117411,B4GALT2,75,-0.1223,66,-0.2997,89,0.26107,32,-1.4058,124,0.74616
ENSG00000178028,DMAP1,41,-0.3374,45,-0.0855,64,0.68953,26,-0.9453,45,-0.1112
ENSG00000117419,ERI3,90,-0.0700,59,-0.7112,113,0.44054,82,-0.2046,87,-0.1017
ENSG00000187147,RNF220,96,-0.3193,45,-1.3953,139,0.49881,148,0.45692,109,-0.0446
ENSG00000142937,RPS8,909,-0.1340,305,-1.7830,718,-0.6063,2160,1.39934,1365,0.57246
ENSG00000126088,UROD,43,-0.5161,23,-1.3568,92,1.31307,27,-1.0766,42,-0.4390
ENSG00000117450,PRDX1,164,-0.5067,108,-1.0381,199,-0.1130,226,0.12348,466,1.38654
ENSG00000132780,NASP,57,-1.1598,142,0.50627,77,-0.6086,278,1.74980,116,0.17226
ENSG00000085998,POMGNT1,35,-0.5922,25,-0.9763,65,0.74323,61,0.41202,39,-0.2862
ENSG00000173660,UQCRH,374,0.61777,124,-1.3118,340,0.38433,117,-1.3900,200,-0.5735
ENSG00000123472,ATPAF1,120,0.23010,53,-1.1255,106,-0.0539,76,-0.5634,169,0.74378
ENSG00000159658,EFCAB14,63,-0.6229,27,-1.7521,50,-1.0443,195,1.41677,214,1.59254
ENSG00000162368,CMPK1,132,0.14485,87,-0.5538,137,0.23145,127,0.04201,91,-0.4920
ENSG00000162374,ELAVL4,278,0.34876,224,-0.1013,335,0.82113,49,-2.3905,30,-3.1089
ENSG00000123091,RNF11,487,0.43833,273,-0.6162,518,0.58944,163,-1.4020,167,-1.3668
ENSG00000085832,EPS15,231,0.30129,155,-0.4282,210,0.08250,211,0.06817,130,-0.6937
ENSG00000078618,NRDC,133,-0.1120,191,0.51071,123,-0.2735,181,0.42329,121,-0.2293
ENSG00000169213,RAB3B,91,-0.6431,122,-0.0470,206,1.26680,111,-0.1929,5,-4.6709
ENSG00000134717,BTF3L4,63,0.48485,29,-0.8692,58,0.26322,50,-0.0458,19,-1.5388
ENSG00000157077,ZFYVE9,46,-0.3731,78,0.57691,76,0.77261,28,-1.0695,23,-1.3278
ENSG00000134748,PRPF38A,40,-0.7597,48,-0.2961,47,-0.4413,115,1.16031,101,0.92790
ENSG00000134744,TUT4,47,-1.3991,219,1.37496,70,-0.6827,212,1.31323,108,0.14319
ENSG00000162378,ZYG11B,242,0.31845,310,0.65348,244,0.33809,69,-1.7107,52,-2.1395
ENSG00000116171,SCP2,63,-0.5318,69,-0.2768,90,0.21319,94,0.23417,114,0.54651
ENSG00000157193,LRP8,50,-0.1848,99,1.02717,65,0.40853,19,-1.5814,25,-1.1748
ENSG00000116209,TMEM59,77,-0.8714,83,-0.5910,163,0.71168,181,0.68080,99,-0.3098
ENSG00000116221,MRPL37,46,-0.0593,35,-0.4903,66,0.78113,18,-1.4542,37,-0.3688
ENSG00000157216,SSBP3,281,0.29857,309,0.37771,263,0.15089,121,-1.1049,149,-0.7858
ENSG00000116133,DHCR24,128,-0.5163,93,-0.8943,237,0.89000,217,0.46077,74,-1.2407
ENSG00000162407,PLPP3,35,-2.0652,36,-1.7217,35,-2.0607,117,0.10775,624,3.77425
ENSG00000162409,PRKAA2,59,-0.4420,89,0.31591,109,0.96103,11,-2.8822,57,-0.4024
ENSG00000162601,MYSM1,69,-0.0929,132,1.03159,64,-0.2496,97,0.49808,20,-1.9566
ENSG00000177606,JUN,55,-1.6127,263,1.19308,162,0.47915,59,-1.2384,208,0.77480
ENSG00000134709,HOOK1,36,-0.8951,108,1.06170,90,1.10960,12,-2.3514,19,-1.6504
ENSG00000162599,NFIA,132,-1.3683,273,0.01509,135,-1.3175,615,1.43041,748,1.82206
ENSG00000162604,TM2D1,23,-1.4889,44,-0.2306,82,1.22197,52,0.02376,46,-0.1478
ENSG00000162607,USP1,58,-0.3481,47,-0.5919,65,-0.1154,163,1.51851,38,-0.9211
ENSG00000162434,JAK1,68,-0.8125,101,-0.0247,122,0.39722,74,-0.5166,177,0.92280
ENSG00000162433,AK4,76,0.33013,55,-0.2750,64,-0.0643,23,-1.6075,93,0.58073
ENSG00000116675,DNAJC6,393,0.01616,320,-0.3160,501,0.58391,428,0.15416,78,-2.4462
ENSG00000184588,PDE4B,41,-0.9998,83,0.32892,59,-0.2789,166,1.56254,63,-0.1257
ENSG00000118473,SGIP1,115,-0.2969,159,0.30396,185,0.79740,79,-0.8122,54,-1.3859
ENSG00000198160,MIER1,70,-0.5502,133,0.61226,84,-0.1847,157,0.89118,76,-0.3148
ENSG00000142864,SERBP1,211,-0.6473,232,-0.3615,331,0.28888,434,0.66493,327,0.18923
ENSG00000116729,WLS,24,-1.9526,48,-0.6012,105,1.01137,33,-1.1608,161,1.44996
ENSG00000033122,LRRC7,68,-0.5290,123,0.54919,125,0.82307,57,-0.7071,38,-1.3247
ENSG00000116754,SRSF11,140,-1.3185,639,1.44219,239,-0.3227,467,0.86527,273,-0.0401
ENSG00000118454,ANKRD13C,24,-0.8802,44,0.24100,53,0.77035,40,0.09345,27,-0.5292
ENSG00000132485,ZRANB2,127,-0.7037,254,0.57145,209,0.33716,206,0.22444,152,-0.2701
ENSG00000172260,NEGR1,566,0.28572,663,0.47363,655,0.64197,93,-2.5578,64,-3.1029
ENSG00000178965,ERICH3,156,-0.1687,381,1.41815,207,0.46114,18,-3.3095,32,-2.5026
ENSG00000162623,TYW3,34,-0.9845,59,0.08121,75,0.70164,71,0.40020,46,-0.3133
ENSG00000117054,ACADM,52,0.04357,36,-0.5740,52,0.01181,47,-0.1400,67,0.44511
ENSG00000137955,RABGGTB,26,-1.1391,32,-0.5979,62,0.64186,65,0.55427,61,0.44435
ENSG00000117069,ST6GALNAC5,35,-0.3052,25,-0.7717,78,1.84803,0,-8.5378,0,-7.9485
ENSG00000154027,AK5,197,-0.4154,267,0.17171,367,1.05193,168,-0.5684,37,-2.8393
ENSG00000036549,AC118549.1,30,-0.5321,50,0.39575,26,-0.8049,98,1.59677,37,-0.0917
ENSG00000077254,USP33,115,-0.4808,274,1.07966,173,0.39712,96,-0.6496,74,-1.0639
ENSG00000180488,MIGA1,146,-0.3902,212,0.29971,222,0.52465,222,0.37795,51,-1.9000
ENSG00000162613,FUBP1,47,-0.6078,105,0.82423,74,0.30930,51,-0.3620,58,-0.1609
ENSG00000137941,TTLL7,208,-1.2447,506,0.39032,335,-0.3643,1347,2.26176,109,-1.9926
ENSG00000142875,PRKACB,381,-0.3608,415,-0.1429,638,0.81783,441,-0.0467,170,-1.5248
ENSG00000117155,SSX2IP,191,-0.1351,258,0.38583,319,1.11774,21,-3.3957,26,-3.0749
ENSG00000162642,C1orf52,43,-0.6761,107,0.96040,77,0.53569,40,-0.6770,40,-0.6608
ENSG00000153904,DDAH1,248,0.00706,160,-0.6944,267,0.16329,104,-1.3527,420,0.89180
ENSG00000117174,ZNHIT6,55,-0.6257,50,-0.6427,86,0.31977,141,1.08831,58,-0.3932
ENSG00000122417,ODF2L,64,-0.5697,197,1.48612,92,0.20260,56,-0.6362,37,-1.2789
ENSG00000097033,SH3GLB1,33,-0.9163,52,-0.0520,54,0.01243,137,1.65208,31,-0.8309
ENSG00000183291,SELENOF,47,-0.5750,19,-1.7922,88,0.77784,88,0.54617,56,-0.2031
ENSG00000153936,HS2ST1,36,-0.3324,48,0.20281,48,0.28759,27,-0.7250,54,0.38934
ENSG00000143013,LMO4,1566,0.40944,1525,0.25069,1705,0.61917,202,-2.8397,234,-2.6210
ENSG00000065243,PKN2,40,-0.3701,69,0.61610,29,-0.9739,95,1.17741,59,0.34432
ENSG00000197147,LRRC8B,144,-0.3805,200,0.24472,271,1.13610,81,-1.1854,27,-2.7835
ENSG00000162664,ZNF326,40,-1.5570,161,0.95933,59,-0.8548,303,2.21305,62,-0.6094
ENSG00000122482,ZNF644,60,-1.0501,99,-0.0733,88,-0.3288,313,2.00766,74,-0.5224
ENSG00000189195,BTBD8,301,-0.3030,426,0.33372,519,0.98610,124,-1.5967,119,-1.6526
ENSG00000122484,RPAP2,105,-0.3696,296,1.50615,109,-0.2921,89,-0.5383,101,-0.3420
ENSG00000067208,EVI5,122,-0.1465,178,0.50757,95,-0.6402,236,0.99829,112,-0.2476
ENSG00000122406,RPL5,510,-0.0505,228,-1.2893,510,-0.0490,797,0.70846,613,0.26161
ENSG00000143033,MTF2,34,-0.5058,58,0.47757,51,0.37477,63,0.63482,13,-1.7654
ENSG00000117505,DR1,59,0.25247,60,0.19679,53,-0.0110,55,0.06732,25,-1.1319
ENSG00000067334,DNTTIP2,107,0.13454,130,0.41581,89,-0.2699,101,0.00930,89,-0.2049
ENSG00000023909,GCLM,39,-0.0644,83,1.25342,39,-0.0630,21,-0.9946,23,-0.8653
ENSG00000137962,ARHGAP29,70,0.57070,34,-0.7270,40,-0.6223,14,-2.0116,112,1.24367
ENSG00000117528,ABCD3,31,-0.7631,56,0.35515,51,0.25463,63,0.54794,43,-0.0695
ENSG00000117519,CNN3,43,-0.7901,53,-0.3032,20,-2.0390,69,0.11103,265,2.74724
ENSG00000152078,TLCD4,44,-0.0473,32,-0.5605,53,0.36375,31,-0.5737,52,0.21632
ENSG00000117569,PTBP2,47,-0.3914,60,0.08742,74,0.59514,67,0.25375,24,-1.3493
ENSG00000117600,PLPPR4,66,-0.9917,137,0.35644,202,1.62675,21,-2.5328,33,-1.8703
ENSG00000162688,AGL,31,-0.7272,52,0.25549,37,-0.3815,50,0.21435,94,1.29062
ENSG00000156875,MFSD14A,20,-1.0622,31,-0.2081,58,1.26064,35,0.00626,16,-1.1711
ENSG00000137992,DBT,62,-0.4243,133,0.94653,84,0.22216,57,-0.4532,56,-0.4776
ENSG00000137996,RTCA,40,0.40403,23,-0.5714,41,0.48584,20,-0.8232,14,-1.3604
ENSG00000162694,EXTL2,63,0.18606,70,0.30715,77,0.66786,8,-2.9694,23,-1.4051
ENSG00000118733,OLFM3,59,-0.2349,43,-0.6515,122,1.68646,3,-4.5299,3,-4.3802
ENSG00000185946,RNPC3,73,-0.9171,364,2.09783,49,-1.6092,170,0.63540,145,0.36516
ENSG00000162636,FAM102B,39,-0.1522,28,-0.6501,68,1.19180,4,-3.3827,27,-0.7122
ENSG00000134186,PRPF38B,75,-0.7699,142,0.42225,73,-0.8177,286,1.68976,121,0.14516
ENSG00000116266,STXBP3,31,-1.0693,41,-0.4592,38,-0.7226,180,2.19493,63,0.22800
ENSG00000121957,GPSM2,27,-0.8708,35,-0.2967,24,-1.0845,131,2.06149,61,0.59981
ENSG00000085433,WDR47,123,0.02115,162,0.47204,162,0.67904,44,-1.5778,33,-1.9741
ENSG00000197780,TAF13,179,0.51541,91,-0.7193,137,-0.0902,150,0.07930,98,-0.5957
ENSG00000215717,TMEM167B,23,-0.8109,42,0.27985,43,0.42739,35,-0.0124,43,0.30937
