Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000116198,CEP104,20,-0.5819,22,-0.4572,49,0.84319,32,0.14451,23,-0.3799,45,0.81206,23,-0.3791,17,-0.7770,31,0.09283,13,-1.1573
ENSG00000198912,C1orf174,10,-0.3752,8,-0.6642,13,0.06298,18,0.48383,17,0.45734,14,0.15589,11,-0.2228,8,-0.7635,9,-0.5007,19,0.60553
ENSG00000196581,AJAP1,33,-0.5020,43,-0.0919,54,0.24812,54,0.24020,33,-0.4992,41,-0.1950,78,0.84865,20,-1.2785,65,0.56125,44,-0.0684
ENSG00000069424,KCNAB2,158,-0.0509,227,0.52440,108,-0.6509,109,-0.6379,151,-0.1246,131,-0.3768,198,0.30823,225,0.50976,164,0.00143,198,0.30578
ENSG00000116254,CHD5,169,-0.5598,276,0.21018,330,0.49779,321,0.45423,292,0.29812,280,0.25660,231,-0.0785,198,-0.3161,185,-0.4230,104,-1.3006
ENSG00000116251,RPL22,481,0.44557,605,0.82787,238,-0.6609,287,-0.3740,271,-0.4624,367,0.01394,285,-0.3866,273,-0.4497,417,0.21533,417,0.21579
ENSG00000116237,ICMT,31,-0.2388,31,-0.2369,24,-0.6287,25,-0.5583,16,-1.2091,35,-0.0179,57,0.74722,57,0.74700,29,-0.3153,54,0.65534
ENSG00000097021,ACOT7,57,-1.8027,83,-1.2526,135,-0.5085,127,-0.6096,246,0.43656,128,-0.6456,306,0.79936,426,1.37775,125,-0.6314,301,0.77317
ENSG00000215788,TNFRSF25,7,-1.2804,13,-0.3923,28,0.83660,2,-3.1102,19,0.16869,13,-0.4125,37,1.28134,9,-0.9297,21,0.37859,23,0.47616
ENSG00000171680,PLEKHG5,17,-0.3223,36,0.82277,20,-0.1378,14,-0.6860,13,-0.7704,12,-0.9349,23,0.13613,40,1.03723,23,0.14382,25,0.23846
ENSG00000162408,NOL9,30,0.06859,33,0.20746,41,0.57813,39,0.49892,19,-0.6724,33,0.21503,19,-0.6045,19,-0.6761,25,-0.2427,27,-0.1020
ENSG00000162413,KLHL21,17,-0.5673,21,-0.2471,19,-0.4188,17,-0.6061,28,0.14538,19,-0.4780,21,-0.2593,34,0.46555,39,0.70611,42,0.84143
ENSG00000116273,PHF13,10,-0.7419,15,-0.2093,16,-0.0888,13,-0.3862,21,0.38100,19,0.24691,24,0.57733,15,-0.1960,20,0.25392,12,-0.4917
ENSG00000041988,THAP3,6,-1.3364,15,-0.0464,14,-0.0947,10,-0.6300,19,0.37131,12,-0.4073,15,-0.0069,21,0.50390,23,0.67165,20,0.40805
ENSG00000007923,DNAJC11,20,-0.8068,37,0.10448,36,0.08978,40,0.24744,46,0.46120,38,0.18973,20,-0.7860,24,-0.5303,37,0.12928,40,0.23320
ENSG00000171735,CAMTA1,240,-0.8174,318,-0.3881,452,0.16623,626,0.69912,473,0.23946,486,0.31658,415,0.02992,278,-0.5972,409,0.00584,298,-0.4890
ENSG00000049245,VAMP3,33,1.09515,13,-0.4198,14,-0.2516,8,-1.1638,17,0.03933,23,0.53825,6,-1.4187,8,-1.0995,17,-0.0162,24,0.53318
ENSG00000049246,PER3,53,0.65992,23,-0.6592,39,0.17161,39,0.18280,30,-0.2219,18,-1.0798,24,-0.5655,11,-1.6733,96,1.72249,33,-0.1076
ENSG00000116288,PARK7,173,-0.3624,233,0.10271,126,-0.8457,126,-0.8486,241,0.15388,172,-0.4070,228,0.07064,259,0.26845,233,0.09975,439,1.15917
ENSG00000116285,ERRFI1,25,-0.1555,16,-0.8242,29,0.08822,39,0.56296,23,-0.2916,25,-0.1721,32,0.26037,30,0.13531,20,-0.4804,38,0.53145
ENSG00000162426,SLC45A1,9,-1.5510,11,-1.2472,17,-0.6412,12,-1.1720,39,0.68428,22,-0.2233,34,0.49294,63,1.52482,15,-0.8300,35,0.51981
ENSG00000142599,RERE,130,0.01378,127,-0.0144,149,0.23536,137,0.09867,118,-0.1403,129,0.00188,91,-0.5310,101,-0.3703,197,0.69191,106,-0.2949
ENSG00000074800,ENO1,613,0.81557,261,-0.5535,223,-0.7928,224,-0.7886,392,0.08116,184,-1.1687,438,0.26204,489,0.43957,451,0.30802,635,0.87498
ENSG00000171612,SLC25A33,60,1.54355,36,0.66681,17,-0.4773,16,-0.5774,8,-1.6560,13,-0.9941,13,-0.9497,19,-0.3202,35,0.62950,31,0.43350
ENSG00000171608,PIK3CD,4,-1.5797,5,-1.2843,14,0.24225,6,-1.0918,26,1.24085,17,0.60859,13,0.07024,16,0.44161,3,-1.9688,13,0.05084
ENSG00000171603,CLSTN1,300,-1.3215,435,-0.7602,564,-0.3599,633,-0.1812,965,0.49622,727,0.04179,1143,0.77882,923,0.42363,742,0.07194,647,-0.1469
ENSG00000178585,CTNNBIP1,41,0.39526,23,-0.4972,12,-1.4107,12,-1.4186,58,0.99293,51,0.89182,20,-0.6689,18,-0.8950,39,0.33641,22,-0.5232
ENSG00000162441,LZIC,49,-0.0245,52,0.08062,40,-0.3598,85,0.87123,39,-0.3711,53,0.10376,35,-0.5682,25,-1.0397,75,0.66091,42,-0.2553
ENSG00000130939,UBE4B,44,-0.0063,25,-0.8354,50,0.20281,42,-0.0760,42,-0.0683,46,0.08360,56,0.37718,52,0.27931,36,-0.2934,43,-0.0117
ENSG00000054523,KIF1B,367,-0.3085,341,-0.4250,572,0.39652,721,0.77954,411,-0.1306,563,0.41737,382,-0.2448,399,-0.1806,371,-0.2907,226,-1.0485
ENSG00000284642,AL139424.2,4,-1.7362,9,-0.5874,16,0.27501,7,-0.9340,21,0.66770,23,0.91724,12,-0.1640,16,0.23908,7,-0.9664,12,-0.1647
ENSG00000142657,PGD,44,-0.2331,29,-0.8695,41,-0.3629,47,-0.1513,70,0.48773,39,-0.4874,52,0.00734,90,0.90154,40,-0.4041,78,0.65640
ENSG00000175279,CENPS,5,-1.0473,7,-0.6028,12,0.25664,17,0.85528,8,-0.3732,6,-0.7578,10,0.07457,11,0.16111,15,0.69214,12,0.29663
ENSG00000241563,CORT,15,-0.1513,7,-1.2407,6,-1.4339,5,-1.8529,4,-1.9717,12,-0.4975,17,0.01405,33,1.07513,24,0.58624,49,1.79059
ENSG00000160049,DFFA,64,0.69709,38,-0.1616,40,-0.0847,60,0.57857,25,-0.8060,45,0.14955,24,-0.8377,35,-0.2584,40,-0.0791,43,0.05087
ENSG00000142655,PEX14,7,-1.6638,16,-0.4152,15,-0.5482,16,-0.4498,28,0.42782,20,-0.0927,16,-0.3768,34,0.77605,30,0.55221,31,0.58970
ENSG00000120948,TARDBP,56,-0.5622,53,-0.6389,99,0.34641,79,-0.0263,75,-0.1045,86,0.13365,92,0.23302,72,-0.1550,97,0.30274,84,0.07896
ENSG00000271895,AL109811.2,6,-0.9368,8,-0.4848,22,1.03948,7,-0.7964,13,0.20772,6,-0.9851,16,0.47787,19,0.72566,12,0.07970,12,0.06222
ENSG00000116649,SRM,38,-0.3278,46,-0.0402,31,-0.6636,26,-0.8874,60,0.37118,40,-0.2848,48,0.01087,68,0.56936,55,0.22907,69,0.61060
ENSG00000171824,EXOSC10,26,-0.0632,16,-0.8134,58,1.28566,22,-0.3002,25,-0.1296,19,-0.5931,29,0.10954,22,-0.2987,32,0.28718,28,0.05692
ENSG00000198793,MTOR,26,-0.6211,28,-0.4821,51,0.43297,33,-0.2703,52,0.47954,29,-0.4992,54,0.53970,45,0.24324,37,-0.0715,42,0.13214
ENSG00000116661,FBXO2,267,1.07716,142,0.03424,71,-1.0388,62,-1.2247,129,-0.1144,89,-0.7538,160,0.22253,234,0.85445,85,-0.7515,200,0.58915
ENSG00000132879,FBXO44,43,-0.7813,47,-0.6626,71,-0.0230,53,-0.4867,93,0.40417,75,0.07811,93,0.40936,89,0.33876,69,-0.0593,84,0.23711
ENSG00000116670,MAD2L2,16,0.77361,11,0.27689,4,-1.1921,5,-0.8010,4,-1.4004,5,-0.9570,14,0.59947,6,-0.7866,14,0.57441,21,1.27221
ENSG00000177000,MTHFR,18,-0.0759,12,-0.6878,26,0.51454,17,-0.1735,21,0.12023,25,0.49935,22,0.24020,21,0.12788,13,-0.6001,9,-1.0736
ENSG00000011021,CLCN6,66,-0.1372,57,-0.3752,62,-0.2403,47,-0.6569,113,0.73495,88,0.36803,69,-0.0597,71,-0.0183,66,-0.1382,64,-0.1796
ENSG00000116685,KIAA2013,30,0.23954,17,-0.6772,25,-0.0560,24,-0.1241,17,-0.6091,23,-0.2396,40,0.69987,23,-0.2186,23,-0.2258,42,0.77584
ENSG00000083444,PLOD1,17,0.22501,10,-0.5291,14,-0.0378,13,-0.1955,14,-0.0596,9,-0.7642,14,-0.1169,22,0.59325,19,0.35728,21,0.56859
ENSG00000116688,MFN2,87,-0.4598,102,-0.2187,103,-0.1937,87,-0.4671,166,0.57222,100,-0.2631,137,0.25438,158,0.49125,98,-0.2698,145,0.35152
ENSG00000048707,VPS13D,64,-0.3449,44,-0.9344,114,0.56086,76,-0.0805,111,0.52668,77,-0.0676,108,0.48216,79,-0.0159,72,-0.1697,59,-0.4716
ENSG00000162496,DHRS3,57,2.12560,9,-0.9580,13,-0.3370,11,-0.5698,3,-2.3906,4,-2.2847,6,-1.3938,42,1.54330,16,-0.1094,19,0.17207
ENSG00000116731,PRDM2,90,-1.2765,167,-0.3280,318,0.70443,456,1.33283,175,-0.2533,195,-0.0947,259,0.36524,114,-0.9128,194,-0.0923,102,-1.0756
ENSG00000189337,KAZN,53,-0.2321,34,-0.9207,64,0.06705,48,-0.4016,75,0.30573,68,0.16975,58,-0.1030,98,0.74344,58,-0.0833,55,-0.1753
ENSG00000142634,EFHD2,38,-1.2916,27,-1.8047,76,-0.2385,57,-0.6885,295,2.10115,136,0.79152,56,-0.7034,73,-0.3038,24,-1.9754,59,-0.6287
ENSG00000116138,DNAJC16,25,-0.7161,29,-0.4923,53,0.49029,36,-0.1482,48,0.33125,51,0.46171,43,0.15305,41,0.05512,34,-0.2251,22,-0.8886
ENSG00000197312,DDI2,18,-1.1395,15,-1.3745,49,0.37307,52,0.47492,46,0.29021,49,0.44415,43,0.17469,36,-0.1094,38,-0.0351,28,-0.4897
ENSG00000116786,PLEKHM2,108,0.12919,164,0.81620,61,-0.7601,93,-0.0956,99,-0.0111,117,0.29197,45,-1.2007,92,-0.1267,87,-0.2068,110,0.16606
ENSG00000065526,SPEN,132,0.06533,66,-0.9954,272,1.27313,348,1.73134,82,-0.6707,97,-0.4555,111,-0.2049,30,-2.1837,99,-0.3927,60,-1.1573
ENSG00000116809,ZBTB17,12,-0.5569,22,0.35304,20,0.21299,9,-0.9763,16,-0.1166,26,0.70224,10,-0.7805,9,-1.0192,19,0.10469,24,0.47110
ENSG00000037637,FBXO42,14,-0.5722,15,-0.5201,33,0.75504,20,-0.0847,24,0.21997,17,-0.3686,16,-0.4243,11,-0.9804,28,0.47473,35,0.82479
ENSG00000055070,SZRD1,47,1.36323,37,0.91416,11,-0.9766,14,-0.5527,15,-0.5343,14,-0.6115,7,-1.5226,19,-0.1146,34,0.76435,16,-0.4167
ENSG00000219481,NBPF1,15,0.62851,5,-0.9941,19,0.96550,13,0.43825,8,-0.4351,10,0.00064,8,-0.3472,6,-0.7080,3,-1.7319,14,0.51538
ENSG00000058453,CROCC,7,-0.5883,6,-0.8309,17,0.82653,5,-0.8721,14,0.56990,12,0.34508,4,-1.3244,6,-0.7701,12,0.25437,15,0.60773
ENSG00000159363,ATP13A2,50,-1.0930,78,-0.4023,76,-0.4500,61,-0.7736,121,0.28592,129,0.43779,108,0.10393,172,0.86930,58,-0.8484,131,0.40960
ENSG00000117118,SDHB,33,-0.7981,37,-0.6138,31,-0.8713,28,-1.0570,67,0.32393,32,-0.9102,65,0.25792,95,0.89712,81,0.62422,105,1.05728
ENSG00000117115,PADI2,128,2.18336,34,-0.1433,22,-0.7692,26,-0.5107,7,-2.3931,28,-0.4673,8,-2.2832,9,-2.1081,76,1.19665,40,0.10660
ENSG00000179051,RCC2,15,-0.6498,20,-0.1758,18,-0.3331,29,0.40345,23,0.04201,23,0.02171,24,0.08354,41,0.98029,15,-0.6165,17,-0.4282
ENSG00000074964,ARHGEF10L,26,0.68147,13,-0.3538,15,-0.1222,11,-0.6039,20,0.28300,13,-0.4125,6,-1.3886,17,0.02534,32,1.03215,17,0.03357
ENSG00000117154,IGSF21,40,-0.6272,63,0.08814,54,-0.1511,41,-0.6034,50,-0.2939,65,0.13761,60,0.00092,122,1.17123,32,-0.9697,68,0.20776
ENSG00000159423,ALDH4A1,34,1.17413,35,1.24028,4,-1.9846,16,-0.0198,6,-1.4672,10,-0.7747,1,-3.3926,11,-0.6176,27,0.80386,26,0.71806
ENSG00000169991,IFFO2,11,0.23380,5,-0.8278,11,0.26208,9,-0.0327,8,-0.1549,11,0.26555,14,0.65077,7,-0.3575,8,-0.1422,6,-0.6245
ENSG00000127481,UBR4,31,-0.2352,14,-1.4572,82,1.36451,97,1.67366,27,-0.4678,23,-0.7255,37,0.04619,19,-1.0006,33,-0.1583,12,-1.6630
ENSG00000127463,EMC1,32,-0.0637,22,-0.6364,40,0.30435,29,-0.1892,35,0.09750,21,-0.7377,44,0.46114,37,0.16739,51,0.70798,31,-0.1050
ENSG00000053372,MRTO4,29,-0.3738,26,-0.5740,27,-0.4863,24,-0.6586,50,0.46886,48,0.46369,42,0.18647,37,-0.0054,37,0.00582,41,0.13668
ENSG00000053371,AKR7A2,31,0.55547,25,0.18751,19,-0.2521,7,-1.6163,14,-0.6483,14,-0.7098,12,-0.9320,27,0.33191,33,0.67194,44,1.15344
ENSG00000077549,CAPZB,99,-0.4652,106,-0.3617,128,-0.0658,113,-0.2601,116,-0.2145,113,-0.2825,182,0.49980,213,0.76264,93,-0.5562,190,0.57366
ENSG00000173436,MICOS10,177,-0.3116,318,0.62872,93,-1.2951,122,-0.8764,253,0.25254,235,0.15394,167,-0.4025,222,0.04914,174,-0.3348,376,0.91311
ENSG00000158747,NBL1,86,-0.4076,135,0.29857,81,-0.4938,77,-0.5872,168,0.65574,107,-0.0761,111,-0.0074,127,0.20870,91,-0.3231,139,0.35466
ENSG00000169914,OTUD3,11,-1.0747,17,-0.4056,41,0.96443,17,-0.4252,22,-0.0391,31,0.56682,37,0.77560,19,-0.2838,14,-0.7079,9,-1.4290
ENSG00000162545,CAMK2N1,2390,0.85814,2449,0.89966,895,-0.7127,1281,-0.1582,701,-1.0849,1071,-0.4785,1432,0.01834,864,-0.7675,1926,0.49712,1493,0.08461
ENSG00000090432,MUL1,14,-0.5792,13,-0.6699,16,-0.4026,18,-0.2124,37,0.98077,21,0.06726,13,-0.6421,23,0.19929,17,-0.2733,31,0.64276
ENSG00000183114,FAM43B,9,-0.7727,8,-1.0580,15,-0.0550,12,-0.4329,24,0.64423,23,0.66570,14,-0.1380,9,-0.7603,14,-0.2291,23,0.56212
ENSG00000158828,PINK1,256,-0.6976,360,-0.1736,285,-0.5370,214,-0.9726,394,-0.0292,446,0.18657,435,0.12566,685,0.87615,268,-0.6270,628,0.72873
ENSG00000244038,DDOST,15,-0.6374,18,-0.3874,25,0.10274,10,-1.2808,25,0.14283,10,-1.3800,27,0.21437,35,0.64701,38,0.78902,43,1.00669
ENSG00000117245,KIF17,4,-2.4141,15,-0.5761,12,-0.9187,12,-0.8747,89,2.46103,17,-0.4330,30,0.45398,10,-1.2469,11,-1.0104,28,0.33695
ENSG00000189410,SH2D5,27,-0.2504,35,0.13598,23,-0.4831,26,-0.3001,20,-0.7052,20,-0.8012,56,0.89636,42,0.43458,41,0.39456,42,0.42694
ENSG00000127483,HP1BP3,221,-0.2047,189,-0.4528,382,0.67610,449,0.94925,211,-0.2780,235,-0.1209,211,-0.2784,200,-0.3582,302,0.29155,136,-0.9561
ENSG00000075151,EIF4G3,105,-1.3841,129,-1.0770,472,0.98907,553,1.26717,161,-0.7348,215,-0.3234,402,0.71766,312,0.30196,186,-0.5115,97,-1.4969
ENSG00000117298,ECE1,46,1.81018,11,-0.5260,17,0.12403,11,-0.5980,8,-0.9800,7,-1.2467,7,-1.0856,8,-0.9377,34,1.29469,15,-0.0211
ENSG00000076864,RAP1GAP,56,-1.3237,66,-1.0767,124,-0.1139,51,-1.4821,296,1.32884,154,0.25763,147,0.14730,142,0.09852,136,0.03241,143,0.10819
ENSG00000090686,USP48,41,-1.0083,50,-0.7157,184,1.39901,108,0.49590,92,0.22284,70,-0.2228,82,0.04171,58,-0.4874,78,-0.0274,43,-0.9489
ENSG00000070831,CDC42,111,-0.8239,106,-0.9059,155,-0.3229,126,-0.6404,303,0.76009,181,-0.0850,287,0.67134,268,0.55874,169,-0.1793,202,0.09678
ENSG00000184677,ZBTB40,9,-0.3120,8,-0.5246,13,0.23395,14,0.27090,10,-0.2619,9,-0.4693,11,-0.0217,10,-0.2802,26,1.29737,9,-0.4268
ENSG00000133216,EPHB2,4,-1.5786,5,-1.3248,19,0.74300,16,0.53080,19,0.78255,12,0.01223,14,0.30143,5,-1.1607,9,-0.3754,14,0.24053
ENSG00000004487,KDM1A,25,-1.2487,28,-1.0637,73,0.41215,80,0.56199,39,-0.5625,37,-0.7241,90,0.74738,81,0.58617,52,-0.1429,80,0.56122
ENSG00000169641,LUZP1,62,-1.6814,118,-0.7297,250,0.45005,367,1.09923,66,-1.6045,289,0.79316,189,-4.5371,244,0.41674,90,-1.1381,112,-0.8012
ENSG00000125944,HNRNPR,119,-0.1049,84,-0.6349,151,0.27227,187,0.62662,90,-0.5370,120,-0.0935,171,0.48267,84,-0.6501,167,0.44076,103,-0.3222
ENSG00000125945,ZNF436,8,-0.7062,6,-1.0677,10,-0.3555,9,-0.4887,21,0.78172,7,-1.0188,26,1.15512,9,-0.4975,29,1.33065,9,-0.5747
ENSG00000088280,ASAP3,11,0.13121,6,-0.7291,5,-0.9611,8,-0.3463,8,-0.4393,17,0.93375,3,-1.5539,6,-0.8607,15,0.60329,16,0.69009
ENSG00000142676,RPL11,420,0.46780,521,0.82755,136,-1.2886,161,-1.0261,354,0.19163,293,-0.1181,199,-0.7109,224,-0.5266,277,-0.1993,576,0.99933
ENSG00000011007,ELOA,24,-0.2641,28,-0.0042,29,0.05888,34,0.31318,27,-0.0341,26,-0.1557,37,0.43457,21,-0.4293,44,0.70661,13,-1.1246
ENSG00000057757,PITHD1,83,-0.9980,95,-0.7945,127,-0.3469,79,-1.0636,179,0.19981,212,0.54017,176,0.17297,187,0.27312,153,-0.0522,235,0.64117
ENSG00000011009,LYPLA2,19,-0.2932,24,0.04658,16,-0.5354,14,-0.8141,24,0.03143,30,0.44437,21,-0.1780,26,0.17549,22,-0.1008,31,0.44329
ENSG00000117308,GALE,9,-0.5827,5,-1.3434,9,-0.5554,6,-1.1244,29,1.19312,10,-0.5098,17,0.29034,15,0.18701,15,0.11374,25,0.95121
