Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10to11,Feature log2 fold change topic 10to11
ENSG00000171735,CAMTA1,705,0.64437,140,-1.8518,458,-0.0534,414,-0.2115,363,-0.4176,338,-0.5263,401,-0.2896,856,0.97235,569,0.32747
ENSG00000049245,VAMP3,6,-2.3011,166,3.33763,21,-0.5518,21,-0.5127,50,0.86011,10,-1.5456,17,-0.9279,6,-2.2486,5,-2.5692
ENSG00000049246,PER3,134,1.63820,60,0.24470,129,1.56353,46,-0.1657,34,-0.6373,9,-2.5427,26,-1.1260,22,-1.2800,38,-0.4797
ENSG00000116288,PARK7,106,-1.3538,165,-0.6807,169,-0.6466,240,-0.1000,512,1.15299,334,0.42888,319,0.40166,106,-1.3450,271,0.10469
ENSG00000116285,ERRFI1,6,-1.8870,17,-0.4583,34,0.69265,12,-0.9925,35,0.74397,18,-0.3437,28,0.38877,22,-0.0518,23,0.06844
ENSG00000162426,SLC45A1,187,2.80067,7,-2.5683,19,-1.1926,14,-1.6569,21,-1.0055,58,0.55768,41,-0.0180,21,-1.0378,22,-1.0330
ENSG00000142599,RERE,128,0.10336,127,0.08534,123,0.02808,159,0.44253,90,-0.4481,70,-0.8319,110,-0.1546,145,0.29909,131,0.14684
ENSG00000074800,ENO1,141,-1.5233,285,-0.4557,389,0.03027,339,-0.1863,645,0.85827,556,0.60956,511,0.53186,196,-1.0258,313,-0.3421
ENSG00000171612,SLC25A33,6,-2.0720,10,-1.3779,41,0.78048,54,1.26153,76,1.88117,20,-0.3994,12,-1.2575,10,-1.4193,19,-0.4612
ENSG00000171603,CLSTN1,995,0.50406,122,-2.6926,362,-1.0770,391,-0.9613,393,-0.9539,1081,0.64197,1087,0.74617,669,-0.1324,910,0.40422
ENSG00000178585,CTNNBIP1,6,-1.8959,25,0.15382,4,-2.5031,29,0.40746,47,1.22787,35,0.69174,35,0.84259,8,-1.5252,11,-1.1343
ENSG00000162441,LZIC,99,0.76760,138,1.33742,33,-0.9501,72,0.23275,46,-0.4777,37,-0.8033,36,-0.8928,43,-0.5820,71,0.23870
ENSG00000130939,UBE4B,6,-2.7382,46,0.22983,49,0.31310,28,-0.5789,41,0.04102,42,0.07952,57,0.65286,49,0.32783,33,-0.3585
ENSG00000054523,KIF1B,862,0.81697,804,0.69905,554,0.09158,554,0.09104,281,-0.9582,357,-0.5961,365,-0.6117,608,0.23966,502,-0.0727
ENSG00000142657,PGD,113,1.10707,55,-0.0817,45,-0.3912,26,-1.1994,45,-0.3779,115,1.13278,54,-0.1136,39,-0.6004,45,-0.4453
ENSG00000241563,CORT,15028,9.67925,4,-8.2891,8,-7.4522,23,-6.0129,14,-6.7366,31,-5.5763,21,-6.3129,5,-8.1955,26,-6.0012
ENSG00000160049,DFFA,6,-3.0577,98,1.11105,96,1.06386,75,0.64785,40,-0.3617,37,-0.4832,30,-0.8652,43,-0.2511,49,-0.0478
ENSG00000142655,PEX14,6,-1.3422,10,-0.6823,5,-1.7296,18,0.20724,23,0.66176,15,-0.0067,19,0.40166,17,0.15045,18,0.31575
ENSG00000120948,TARDBP,206,1.07631,115,0.11413,101,-0.0902,59,-0.9236,70,-0.6678,90,-0.2767,114,0.10060,103,-0.0563,104,-0.0509
ENSG00000116649,SRM,85,0.71742,17,-1.7160,40,-0.4729,39,-0.5146,78,0.56112,48,-0.2050,89,0.91742,25,-1.2025,45,-0.3217
ENSG00000171824,EXOSC10,6,-2.2986,28,-0.0972,64,1.26917,19,-0.6445,25,-0.2776,38,0.38223,29,-0.0546,43,0.58723,23,-0.4266
ENSG00000198793,MTOR,6,-2.7931,26,-0.6976,47,0.19813,30,-0.5314,45,0.13128,59,0.54882,47,0.19940,34,-0.3180,59,0.63222
ENSG00000116661,FBXO2,6,-4.2677,58,-1.0543,96,-0.2931,216,1.02641,228,1.12380,236,1.18149,100,-0.2590,72,-0.7237,80,-0.6150
ENSG00000132879,FBXO44,231,1.87059,15,-2.4884,48,-0.7458,42,-0.9388,59,-0.4298,110,0.55210,93,0.30932,67,-0.2428,50,-0.7311
ENSG00000177000,MTHFR,6,-1.6862,17,-0.1979,39,1.11566,25,0.41072,10,-0.9582,16,-0.3313,16,-0.2913,32,0.79709,18,-0.1182
ENSG00000011021,CLCN6,96,0.68492,44,-0.5391,66,0.07740,37,-0.8090,65,0.06347,86,0.50429,65,0.04993,54,-0.2483,57,-0.1780
ENSG00000116685,KIAA2013,6,-2.4286,51,0.72673,56,0.87469,21,-0.6376,29,-0.1586,25,-0.4011,52,0.89308,30,-0.1281,17,-1.0678
ENSG00000083444,PLOD1,6,-1.4691,19,0.23117,30,0.93935,16,-0.0836,10,-0.7677,18,0.13233,29,1.02645,9,-0.8954,9,-1.0642
ENSG00000116688,MFN2,87,-0.3077,56,-0.9727,72,-0.6046,86,-0.3230,106,-0.0102,176,0.82024,135,0.43264,83,-0.3778,116,0.15596
ENSG00000048707,VPS13D,6,-3.5490,55,-0.3890,78,0.16509,79,0.18394,40,-0.8683,71,0.01151,89,0.42397,94,0.46777,86,0.36979
ENSG00000116731,PRDM2,262,0.02053,144,-0.9014,254,-0.0270,235,-0.1493,76,-1.8653,189,-0.4918,218,-0.2991,445,0.88933,402,0.82623
ENSG00000189337,KAZN,6,-3.2459,125,1.31333,49,-0.2408,60,0.08509,37,-0.6560,75,0.43296,57,0.00836,73,0.38920,44,-0.4550
ENSG00000142634,EFHD2,6,-3.8362,19,-2.2748,23,-1.9830,79,-0.1383,80,-0.1179,107,0.35118,218,1.94327,117,0.49275,39,-1.2924
ENSG00000116138,DNAJC16,249,2.78510,29,-0.9749,31,-0.8985,24,-1.2571,27,-1.0948,37,-0.5963,42,-0.4413,52,-0.0937,36,-0.7126
ENSG00000197312,DDI2,125,1.50882,28,-0.8885,41,-0.3401,33,-0.6668,15,-1.8718,40,-0.3696,45,-0.2015,67,0.43727,60,0.30248
ENSG00000116786,PLEKHM2,182,0.65996,54,-1.2463,91,-0.4402,223,1.00631,156,0.40967,76,-0.7225,147,0.34216,84,-0.5756,87,-0.5710
ENSG00000065526,SPEN,99,-1.0193,307,0.76134,389,1.16923,187,-0.0466,61,-1.7476,101,-0.9969,55,-2.0188,298,0.70977,283,0.71290
ENSG00000116809,ZBTB17,6,-1.7979,30,0.54138,17,-0.3541,38,0.96098,16,-0.4512,23,0.14560,29,0.59314,21,-0.0043,11,-0.9997
ENSG00000037637,FBXO42,6,-1.6362,12,-0.6454,27,0.54719,12,-0.6852,11,-0.7827,22,0.28165,30,0.88153,30,0.73897,13,-0.6258
ENSG00000055070,SZRD1,6,-1.7652,50,1.49118,19,-0.0904,32,0.70821,45,1.30892,12,-0.8318,15,-0.5391,12,-0.7990,10,-1.2224
ENSG00000219481,NBPF1,280,3.68292,73,0.79454,32,-0.5028,17,-1.4397,17,-1.4707,9,-2.3029,11,-2.1709,21,-1.1369,10,-2.2966
ENSG00000159363,ATP13A2,424,2.13504,28,-2.2383,22,-2.5945,95,-0.4443,126,0.00539,191,0.67416,134,0.11179,88,-0.5627,71,-0.9457
ENSG00000117118,SDHB,6,-3.2124,41,-0.4729,25,-1.2085,32,-0.8532,117,1.23324,96,0.88258,59,0.09014,28,-1.0608,75,0.54732
ENSG00000117115,PADI2,9,-2.7087,371,3.87516,83,0.62149,49,-0.2268,48,-0.2541,3,-4.1867,9,-2.8891,15,-1.9946,13,-2.3510
ENSG00000179051,RCC2,6,-1.5998,26,0.53434,18,-0.0443,9,-0.9829,28,0.67424,26,0.54131,18,-0.0711,14,-0.3828,20,0.11989
ENSG00000117154,IGSF21,6,-3.2913,15,-2.0279,6,-3.2602,48,-0.3149,68,0.21777,75,0.39209,144,1.83265,38,-0.6924,52,-0.2123
ENSG00000127481,UBR4,6,-2.9299,56,0.31111,99,1.27163,31,-0.6074,13,-1.9323,52,0.19531,22,-1.2017,86,1.03813,59,0.45800
ENSG00000127463,EMC1,6,-2.2302,23,-0.3207,36,0.40221,24,-0.2453,17,-0.7831,45,0.73737,35,0.36292,34,0.30657,28,-0.0144
ENSG00000053372,MRTO4,227,2.77222,19,-1.5037,20,-1.3885,37,-0.4656,39,-0.4206,45,-0.1955,32,-0.7623,35,-0.5689,35,-0.6121
ENSG00000053371,AKR7A2,6,-2.0363,41,0.81344,30,0.29008,30,0.29355,44,0.93679,11,-1.1769,42,0.99439,4,-2.5924,11,-1.3072
ENSG00000077549,CAPZB,95,-0.6506,120,-0.2954,82,-0.8744,91,-0.7119,150,0.06100,194,0.47636,198,0.57780,157,0.12825,152,0.09032
ENSG00000173436,MICOS10,193,-0.4795,170,-0.6778,124,-1.1544,319,0.31003,666,1.58044,303,0.22477,324,0.38003,130,-1.0842,169,-0.7494
ENSG00000158747,NBL1,6,-3.9778,32,-1.6250,46,-1.1198,110,0.24209,106,0.18647,142,0.66047,157,0.95311,103,0.13059,91,-0.0731
ENSG00000169914,OTUD3,6,-1.6447,5,-2.0429,18,-0.0517,12,-0.6495,15,-0.3409,24,0.35605,25,0.48388,35,1.00497,21,0.22804
ENSG00000162545,CAMK2N1,511,-1.7091,1147,-0.4878,1728,0.15708,3067,1.11451,1923,0.32962,727,-1.1827,1431,-0.1571,938,-0.7961,2162,0.59262
ENSG00000090432,MUL1,6,-1.4059,21,0.41259,8,-1.0454,12,-0.4443,13,-0.3098,16,-0.0486,29,1.14862,16,0.00404,13,-0.3612
ENSG00000183114,FAM43B,42,1.23718,5,-1.9259,2,-3.3527,14,-0.5117,12,-0.7329,27,0.52735,38,1.25390,21,0.14639,8,-1.3616
ENSG00000158828,PINK1,247,-0.6374,135,-1.5545,122,-1.6991,341,-0.1378,636,0.87602,716,1.08221,517,0.60391,296,-0.3624,285,-0.4605
ENSG00000244038,DDOST,223,2.94334,16,-1.5712,17,-1.5305,17,-1.4700,35,-0.4535,28,-0.7474,42,-0.1793,22,-1.1565,34,-0.5331
ENSG00000117245,KIF17,14,-0.7755,1,-4.1651,2,-3.4461,26,0.18159,16,-0.5679,48,1.20020,43,1.19074,28,0.32640,16,-0.5686
ENSG00000189410,SH2D5,6,-2.2585,0,-9.6026,15,-0.9730,27,-0.1030,25,-0.2410,41,0.56461,52,1.12308,25,-0.2256,37,0.45874
ENSG00000127483,HP1BP3,405,0.43662,462,0.65548,414,0.47456,273,-0.1957,107,-1.6191,146,-1.1461,198,-0.7526,356,0.23009,418,0.55522
ENSG00000075151,EIF4G3,716,1.15371,222,-0.7358,337,-0.0911,164,-1.1969,116,-1.7103,426,0.28093,159,-1.3351,564,0.74404,534,0.74482
ENSG00000117298,ECE1,6,-1.2508,32,1.31348,35,1.47443,21,0.55909,10,-0.5178,9,-0.7439,7,-1.1344,19,0.47281,6,-1.3668
ENSG00000076864,RAP1GAP,140,0.20071,30,-2.1233,44,-1.5704,78,-0.7088,89,-0.5119,156,0.38166,278,1.64092,110,-0.1828,77,-0.8005
ENSG00000090686,USP48,116,0.20084,156,0.69555,142,0.53911,44,-1.2649,43,-1.3038,78,-0.4169,66,-0.7238,173,0.86673,117,0.25220
ENSG00000070831,CDC42,344,0.89523,227,0.20830,125,-0.7279,83,-1.3323,154,-0.4040,261,0.43245,265,0.51973,168,-0.2667,150,-0.4859
ENSG00000133216,EPHB2,6,-1.0978,26,1.11930,13,-0.0485,15,0.23971,7,-0.9202,3,-1.9805,5,-1.3777,26,1.11237,18,0.59775
ENSG00000004487,KDM1A,6,-3.3674,31,-1.0507,86,0.51906,36,-0.8384,67,0.12829,66,0.10840,62,0.00651,76,0.32979,94,0.77908
ENSG00000169641,LUZP1,326,0.80149,19,-3.5116,195,-0.0347,127,-0.6965,57,-1.9031,303,0.67976,108,-1.0269,414,1.21300,269,0.54775
ENSG00000125944,HNRNPR,108,-0.5238,247,0.79870,162,0.10624,158,0.06183,87,-0.8586,96,-0.7108,120,-0.3985,149,-0.0224,210,0.59543
ENSG00000142676,RPL11,121,-1.8984,803,1.06698,178,-1.3239,577,0.50683,1086,1.61401,346,-0.3103,393,-0.1195,102,-2.1494,317,-0.4853
ENSG00000011007,ELOA,6,-2.3545,34,0.15849,48,0.69863,43,0.51723,30,-0.0479,14,-1.1886,27,-0.2415,28,-0.1564,42,0.54461
ENSG00000057757,PITHD1,6,-4.3947,106,-0.3449,64,-1.1195,114,-0.2373,186,0.54622,241,0.98474,167,0.42368,111,-0.2706,147,0.18150
ENSG00000011009,LYPLA2,6,-1.7058,5,-1.8651,6,-1.7198,22,0.15835,24,0.33485,21,0.11696,40,1.38445,15,-0.3864,18,-0.1628
ENSG00000189266,PNRC2,6,-3.3780,86,0.51496,102,0.79269,55,-0.2033,43,-0.5619,43,-0.5858,79,0.42727,49,-0.3882,73,0.26646
ENSG00000188529,SRSF10,6,-3.7019,96,0.32556,147,1.03483,56,-0.5175,49,-0.7165,69,-0.1978,77,-0.0174,116,0.64045,83,0.10803
ENSG00000001461,NIPAL3,6,-4.4741,381,1.80565,91,-0.5990,99,-0.4727,81,-0.7702,157,0.26050,93,-0.6148,203,0.68009,132,-0.0160
ENSG00000133226,SRRM1,6,-4.9130,332,0.89885,392,1.18877,137,-0.5238,79,-1.3465,108,-0.8921,96,-1.1511,335,0.91386,264,0.58810
ENSG00000169504,CLIC4,6,-2.7457,323,4.68360,21,-0.9597,31,-0.4206,11,-1.9118,2,-3.9233,15,-1.5796,4,-3.2399,7,-2.6191
ENSG00000117614,SYF2,6,-4.3456,173,0.56491,180,0.62389,156,0.39620,93,-0.4223,68,-0.8942,104,-0.2717,143,0.24929,157,0.46092
ENSG00000117616,RSRP1,6,-3.9146,156,0.89134,189,1.21923,32,-1.5785,35,-1.4252,52,-0.8651,128,0.64086,148,0.79355,61,-0.6681
ENSG00000183726,TMEM50A,238,1.64156,116,0.39447,65,-0.5121,55,-0.7681,70,-0.3923,55,-0.7732,108,0.31639,56,-0.7440,63,-0.6259
ENSG00000204178,MACO1,6,-3.4061,75,0.25127,132,1.20515,29,-1.2062,29,-1.2050,36,-0.8842,35,-1.0069,110,0.89038,108,0.99171
ENSG00000117643,MAN1C1,6,-2.4804,7,-2.1984,47,0.52099,14,-1.3549,44,0.43303,54,0.77262,31,-0.1648,23,-0.5636,57,0.97695
ENSG00000162430,SELENON,6,-1.7314,28,0.51798,20,-0.0231,16,-0.2969,27,0.46660,15,-0.4661,34,0.95773,11,-0.8520,15,-0.4760
ENSG00000117640,MTFR1L,70,0.24642,30,-1.0523,54,-0.1544,51,-0.2531,76,0.38700,60,0.01391,90,0.74250,43,-0.5312,48,-0.3899
ENSG00000117632,STMN1,468,-1.4276,937,-0.3712,312,-2.0313,615,-1.0167,1171,-0.0226,2054,0.89942,1747,0.71624,1120,-0.0932,1447,0.35602
ENSG00000158008,EXTL1,6,-2.3680,1,-4.3361,13,-1.3105,48,0.70286,45,0.60737,37,0.26704,58,1.19320,37,0.28080,19,-0.8104
ENSG00000175087,PDIK1L,6,-1.3042,9,-0.7326,9,-0.6761,16,0.13717,4,-2.0094,10,-0.5805,19,0.44155,24,0.74605,24,0.83561
ENSG00000142684,ZNF593,6,-2.0971,11,-1.2689,21,-0.3255,18,-0.5505,39,0.66556,42,0.77155,39,0.76427,18,-0.5591,25,-0.0254
ENSG00000142669,SH3BGRL3,6,-4.2836,139,0.27628,46,-1.4075,132,0.18838,199,0.86503,163,0.53732,198,0.99603,88,-0.4407,59,-1.1380
ENSG00000117682,DHDDS,6,-1.5111,9,-0.9462,16,-0.1489,9,-0.9781,26,0.65621,31,0.93408,28,0.86121,18,0.06166,10,-0.8898
ENSG00000198830,HMGN2,433,1.44172,354,1.08352,207,0.18775,164,-0.1812,217,0.26762,53,-1.8952,155,-0.2897,63,-1.6260,110,-0.8554
ENSG00000117713,ARID1A,6,-3.7176,112,0.55746,147,1.01426,96,0.30437,55,-0.5621,41,-0.9957,74,-0.1240,94,0.26806,86,0.15334
ENSG00000204160,ZDHHC18,6,-1.3343,14,-0.0768,5,-1.5485,17,0.19160,21,0.50447,22,0.55362,20,0.50851,17,0.17192,12,-0.3780
ENSG00000142751,GPN2,6,-1.5179,17,-0.0238,8,-1.0746,22,0.34682,16,-0.1416,12,-0.5532,29,0.97248,23,0.44698,14,-0.3549
ENSG00000090273,NUDC,96,-1.4079,168,-0.5617,166,-0.5843,254,0.08245,372,0.70470,306,0.38264,281,0.27412,194,-0.3420,268,0.18392
ENSG00000253368,TRNP1,6,-2.6613,0,-6.3011,29,-0.4456,34,-0.1648,56,0.62474,75,1.11558,49,0.44187,25,-0.6269,48,0.41447
ENSG00000090020,SLC9A1,6,-1.3177,1,-3.7981,15,-0.0057,7,-1.1574,13,-0.2818,42,1.70993,16,0.13568,22,0.58418,14,-0.1003
ENSG00000142784,WDTC1,6,-1.6486,25,0.45193,23,0.29093,39,1.18152,16,-0.2237,22,0.19994,20,0.05885,19,-0.0326,10,-1.0662
ENSG00000186501,TMEM222,6,-2.1997,32,0.22982,29,0.07058,34,0.30788,39,0.53503,27,-0.0097,44,0.83979,35,0.35288,8,-1.9656
ENSG00000158195,WASF2,6,-3.0819,221,2.68721,165,2.04586,36,-0.5457,28,-0.9045,7,-2.9726,18,-1.6658,21,-1.3334,20,-1.4900
ENSG00000126705,AHDC1,408,3.04056,21,-2.0325,69,-0.2581,38,-1.1564,43,-1.0033,21,-2.0521,59,-0.5511,93,0.20765,44,-1.0262
ENSG00000126709,IFI6,107,0.63162,74,0.04182,38,-0.9811,47,-0.6689,52,-0.4944,141,1.10193,87,0.33520,75,0.05685,43,-0.8617
ENSG00000009780,FAM76A,6,-1.6693,35,0.95414,25,0.44036,17,-0.1628,5,-1.8613,11,-0.8621,18,-0.1207,34,0.91653,21,0.15480
ENSG00000117758,STX12,206,0.97698,115,0.02328,85,-0.4588,70,-0.7533,114,0.00092,128,0.18980,148,0.47977,73,-0.6939,82,-0.5558
ENSG00000117751,PPP1R8,6,-2.1184,55,1.21563,2,-3.4506,24,-0.1522,43,0.81835,30,0.20677,24,-0.1515,21,-0.3306,29,0.20264
ENSG00000117748,RPA2,6,-2.6543,31,-0.3164,23,-0.7381,32,-0.2808,44,0.24137,56,0.63483,63,0.95248,14,-1.5102,42,0.19380
ENSG00000126698,DNAJC8,328,0.48123,297,0.32184,239,-0.0257,249,0.04078,176,-0.5013,233,-0.0629,146,-0.8599,247,0.02661,306,0.41693
ENSG00000130770,ATP5IF1,392,0.05685,121,-1.7301,132,-1.6004,267,-0.5412,639,0.86083,704,1.02536,408,0.13542,183,-1.1141,451,0.31964
ENSG00000204138,PHACTR4,10,-1.8454,89,1.52741,101,1.76233,38,0.08747,25,-0.5878,22,-0.7521,13,-1.6618,39,0.12381,23,-0.7390
