Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10to11,Feature log2 fold change topic 10to11
ENSG00000162408,NOL9,46,0.67842,3,-3.4009,37,0.32277,33,0.17694,9,-1.7766,43,0.59619,25,-0.2862,36,0.27611,27,-0.1492,35,0.29069
ENSG00000162413,KLHL21,21,-0.2015,3,-2.7706,31,0.38934,20,-0.2731,7,-1.7432,23,-0.1055,16,-0.6369,37,0.65351,8,-1.6119,50,1.40983
ENSG00000007923,DNAJC11,21,-0.7124,16,-1.1058,18,-0.9543,39,0.25185,46,0.53609,27,-0.3346,26,-0.3855,49,0.63817,24,-0.4986,50,0.73943
ENSG00000171735,CAMTA1,129,-1.7623,440,0.11232,346,-0.2651,430,0.07914,392,-0.0697,336,-0.3096,743,0.98152,578,0.55591,356,-0.2215,378,-0.1408
ENSG00000049246,PER3,35,-0.5640,14,-1.9484,80,0.75190,28,-0.8803,101,1.15892,39,-0.3943,49,-0.0319,52,0.06641,65,0.41469,44,-0.2116
ENSG00000116288,PARK7,74,-1.8159,509,1.22075,391,0.76589,287,0.25466,173,-0.5380,242,-0.0130,122,-1.0655,125,-1.0294,243,-0.0116,261,0.11800
ENSG00000116285,ERRFI1,0,-4.9261,12,-1.0604,24,0.01021,7,-1.8297,51,1.28932,22,-0.1129,33,0.54710,12,-1.0245,32,0.48034,33,0.61780
ENSG00000162426,SLC45A1,0,-5.2074,3,-2.9203,9,-1.2177,20,-0.0568,12,-0.8139,5,-2.0237,11,-0.9395,13,-0.7342,50,1.40528,55,1.94932
ENSG00000142599,RERE,255,0.83897,105,-0.5849,127,-0.2860,111,-0.4902,103,-0.6100,119,-0.3937,187,0.32942,159,0.06809,170,0.17312,171,0.20085
ENSG00000074800,ENO1,186,-1.0528,91,-2.1233,994,1.69999,234,-0.7046,399,0.12759,303,-0.3068,182,-1.0874,248,-0.6152,513,0.53649,451,0.36374
ENSG00000171612,SLC25A33,3,-3.0596,3,-3.2491,78,1.83496,13,-1.0681,83,1.96848,15,-0.8609,17,-0.6606,20,-0.4343,6,-2.1628,27,0.03602
ENSG00000171603,CLSTN1,149,-2.0556,494,-0.2502,366,-0.7143,402,-0.5729,356,-0.7591,338,-0.8372,607,0.07332,769,0.45434,774,0.46526,1061,1.16588
ENSG00000178585,CTNNBIP1,24,-0.6463,67,0.99360,25,-0.5969,54,0.63318,42,0.21750,32,-0.2155,24,-0.6540,33,-0.1382,48,0.45200,26,-0.5627
ENSG00000162441,LZIC,64,0.56946,6,-3.0265,79,0.94149,59,0.43588,50,0.18701,33,-0.4588,48,0.12412,46,0.04234,49,0.15952,28,-0.7564
ENSG00000130939,UBE4B,41,0.32028,16,-1.0946,30,-0.1904,40,0.27027,33,-0.0577,26,-0.4039,34,0.00027,50,0.63385,32,-0.0783,35,0.04382
ENSG00000054523,KIF1B,511,0.23794,73,-2.6980,545,0.33975,417,-0.0887,584,0.45435,243,-0.9226,810,1.00300,571,0.41803,253,-0.8570,420,-0.0842
ENSG00000142657,PGD,21,-1.0191,3,-3.5247,42,0.06787,32,-0.3668,68,0.83311,22,-0.8931,27,-0.6419,36,-0.1923,77,1.06828,58,0.66971
ENSG00000160049,DFFA,61,-0.2057,119,0.89062,67,-0.0430,37,-0.9444,107,0.70090,53,-0.4287,62,-0.1636,43,-0.7456,127,1.00297,42,-0.8204
ENSG00000120948,TARDBP,97,0.32844,92,0.24176,78,-0.0307,40,-1.0619,72,-0.1381,68,-0.2437,63,-0.3491,105,0.45391,45,-0.8558,105,0.51508
ENSG00000116649,SRM,23,-1.1023,15,-1.7019,72,0.65760,35,-0.4680,47,-0.0211,52,0.15227,20,-1.3224,27,-0.8498,75,0.72380,79,0.94425
ENSG00000171824,EXOSC10,84,1.68016,40,0.39161,24,-0.4058,15,-1.1205,6,-2.4113,27,-0.2178,14,-1.2274,34,0.13222,25,-0.3415,37,0.31587
ENSG00000198793,MTOR,22,-0.5755,18,-0.8706,43,0.47632,22,-0.5784,28,-0.1775,17,-0.9305,7,-2.2844,18,-0.8348,30,-0.0638,72,1.63743
ENSG00000116661,FBXO2,61,-1.6920,354,1.05855,223,0.28286,156,-0.2776,210,0.18538,218,0.24564,47,-2.0659,77,-1.3528,304,0.79597,201,0.13258
ENSG00000132879,FBXO44,30,-1.2743,17,-2.0873,34,-1.0888,86,0.34717,33,-1.1367,60,-0.2321,42,-0.7787,97,0.53675,72,0.05181,147,1.47534
ENSG00000177000,MTHFR,18,-0.4899,3,-3.1257,15,-0.6934,23,-0.0630,42,0.88401,29,0.28368,10,-1.2637,33,0.48224,36,0.60130,29,0.32721
ENSG00000011021,CLCN6,33,-1.1521,22,-1.7239,51,-0.4944,58,-0.2871,106,0.68718,69,-0.0184,69,-0.0193,72,0.05462,45,-0.6874,121,1.04677
ENSG00000116685,KIAA2013,15,-0.8014,38,0.65663,30,0.29545,7,-1.8825,53,1.21785,18,-0.4704,11,-1.2418,28,0.18303,10,-1.3981,33,0.49705
ENSG00000116688,MFN2,119,-0.0325,177,0.60461,93,-0.4216,93,-0.4120,121,-0.0035,70,-0.8496,113,-0.1089,95,-0.3779,137,0.18876,159,0.48841
ENSG00000048707,VPS13D,70,-0.1513,146,1.04311,32,-1.3312,49,-0.6927,26,-1.6708,39,-1.0425,154,1.13625,98,0.38622,104,0.47836,66,-0.2741
ENSG00000116731,PRDM2,317,0.38109,44,-2.6038,156,-0.7335,272,0.13384,200,-0.3496,158,-0.7106,558,1.34708,424,0.86668,256,0.03977,182,-0.5422
ENSG00000189337,KAZN,84,0.75569,18,-1.6338,27,-1.0168,48,-0.1561,21,-1.3704,35,-0.6407,76,0.58420,60,0.22003,93,0.93672,58,0.18801
ENSG00000142634,EFHD2,25,-1.3083,3,-4.3513,30,-1.0132,50,-0.2688,71,0.28684,53,-0.1662,118,1.14889,57,-0.0391,87,0.61883,77,0.49593
ENSG00000116138,DNAJC16,21,-0.5007,3,-3.3875,35,0.28847,32,0.14947,16,-0.9432,17,-0.7877,33,0.19842,49,0.81557,30,0.03940,43,0.70459
ENSG00000197312,DDI2,28,-0.6835,82,1.03095,26,-0.8077,34,-0.3845,21,-1.1316,18,-1.3240,64,0.60857,82,1.03734,45,0.03870,40,-0.1307
ENSG00000116786,PLEKHM2,108,-0.2273,66,-0.9821,126,0.00419,193,0.70601,154,0.33187,178,0.56969,113,-0.1607,120,-0.0638,118,-0.0943,100,-0.3828
ENSG00000065526,SPEN,359,1.15068,139,-0.3992,130,-0.5032,85,-1.1518,169,-0.0979,99,-0.9177,432,1.48073,301,0.84343,63,-1.5852,99,-0.9910
ENSG00000055070,SZRD1,28,-0.1008,43,0.58338,59,1.13600,15,-1.0105,36,0.30007,31,0.08423,12,-1.3557,17,-0.8468,60,1.16805,12,-1.3992
ENSG00000159363,ATP13A2,20,-2.2162,103,0.21871,53,-0.8123,98,0.13753,187,1.22476,42,-1.1459,72,-0.3361,72,-0.3414,91,0.01807,124,0.58912
ENSG00000117118,SDHB,10,-2.1686,5,-3.1885,87,1.14787,36,-0.2980,40,-0.1262,38,-0.2321,26,-0.8117,29,-0.6295,108,1.52357,51,0.26267
ENSG00000117115,PADI2,108,2.08978,3,-3.5417,60,0.99277,26,-0.3554,56,0.88659,42,0.38698,2,-3.6605,8,-2.1295,32,-0.0337,11,-1.7106
ENSG00000117154,IGSF21,7,-3.5154,390,2.87486,36,-1.2709,38,-1.1998,25,-1.8242,74,-0.1943,36,-1.2673,69,-0.2971,56,-0.6093,93,0.18947
ENSG00000159423,ALDH4A1,20,-0.5007,3,-3.3420,68,1.47233,24,-0.2490,81,1.78717,31,0.15451,9,-1.6430,5,-2.4408,54,1.06205,8,-2.0527
ENSG00000127481,UBR4,73,0.96469,3,-3.8474,40,-0.0263,11,-1.9424,37,-0.1527,24,-0.7988,81,1.14043,110,1.69916,9,-2.1626,29,-0.5654
ENSG00000127463,EMC1,4,-2.7504,46,0.77941,29,0.00420,20,-0.5517,21,-0.4575,10,-1.6106,32,0.20226,27,-0.1072,22,-0.4224,52,1.12662
ENSG00000053372,MRTO4,37,-0.1471,45,0.17722,37,-0.1283,45,0.17537,58,0.58988,16,-1.4255,27,-0.6461,37,-0.1243,31,-0.3904,55,0.57431
ENSG00000053371,AKR7A2,38,0.49956,4,-2.7448,56,1.15496,26,-0.1120,79,1.78526,18,-0.6180,2,-3.3886,8,-1.8838,38,0.48325,18,-0.7232
ENSG00000077549,CAPZB,80,-0.8666,148,0.08187,100,-0.5250,77,-0.9335,202,0.58709,103,-0.4822,91,-0.6768,140,-0.0055,211,0.65908,197,0.61811
ENSG00000173436,MICOS10,191,-0.4612,379,0.62779,277,0.11695,559,1.29816,139,-0.9529,278,0.12618,190,-0.4733,120,-1.1726,253,-0.0260,221,-0.2590
ENSG00000158747,NBL1,81,-0.7171,31,-2.1526,101,-0.3754,112,-0.2136,144,0.18333,119,-0.1162,131,0.03215,107,-0.2847,220,0.87853,184,0.65595
ENSG00000162545,CAMK2N1,860,-1.2893,2436,0.32403,2283,0.21873,2683,0.48126,2346,0.26260,3024,0.67963,1433,-0.5136,1305,-0.6576,1412,-0.5371,2058,0.05902
ENSG00000158828,PINK1,187,-0.9157,294,-0.2202,269,-0.3578,532,0.73617,209,-0.7507,323,-0.0725,299,-0.1931,265,-0.3845,419,0.34141,463,0.57309
ENSG00000244038,DDOST,0,-6.6568,3,-2.5086,27,0.51681,3,-2.7140,5,-2.0053,16,-0.3330,5,-2.0170,19,-0.0551,51,1.61414,43,1.56946
ENSG00000117245,KIF17,5,-1.9679,3,-2.9004,12,-0.8855,45,1.24626,13,-0.7614,24,0.19795,14,-0.5616,25,0.26886,10,-1.0627,40,1.23540
ENSG00000189410,SH2D5,4,-2.9972,51,0.55019,7,-2.4252,39,0.14438,5,-2.7429,35,-0.0279,14,-1.3805,21,-0.8029,69,1.06916,74,1.42331
ENSG00000127483,HP1BP3,465,0.62605,578,0.99429,345,0.13631,195,-0.7470,223,-0.5453,188,-0.8040,398,0.36975,419,0.45106,164,-1.0152,252,-0.3923
ENSG00000075151,EIF4G3,299,0.19082,275,0.05742,180,-0.6054,266,0.00211,148,-0.8993,87,-1.6944,446,0.84903,562,1.25016,119,-1.2263,269,0.02064
ENSG00000076864,RAP1GAP,20,-2.3338,24,-2.0806,38,-1.4078,99,0.05809,60,-0.7220,77,-0.3349,84,-0.2108,135,0.55258,169,0.92658,174,1.14213
ENSG00000090686,USP48,133,0.79242,74,-0.1637,69,-0.2661,74,-0.1615,75,-0.1416,33,-1.3907,99,0.30717,121,0.63484,69,-0.2636,77,-0.1143
ENSG00000070831,CDC42,84,-0.9043,146,-0.0431,127,-0.2593,114,-0.4317,165,0.14785,63,-1.3281,125,-0.2907,152,0.01862,252,0.84523,212,0.63683
ENSG00000004487,KDM1A,12,-2.5089,157,1.44397,94,0.56022,28,-1.2903,48,-0.5200,32,-1.0980,68,0.04050,61,-0.1313,78,0.24443,76,0.24472
ENSG00000169641,LUZP1,76,-1.5352,617,1.88205,70,-1.6490,178,-0.2401,171,-0.3044,68,-1.7029,329,0.74832,268,0.40740,104,-1.0604,202,-0.0474
ENSG00000125944,HNRNPR,160,0.32470,80,-0.7684,169,0.40661,90,-0.5754,173,0.44537,55,-1.3119,122,-0.1165,155,0.26704,108,-0.2989,164,0.40805
ENSG00000142676,RPL11,654,0.40869,718,0.56357,550,0.13015,821,0.78621,423,-0.2865,716,0.55844,260,-1.0308,181,-1.5702,652,0.40360,301,-0.8744
ENSG00000011007,ELOA,32,0.06079,6,-2.2953,39,0.37653,28,-0.1461,29,-0.1069,18,-0.8233,52,0.83507,54,0.90774,19,-0.7174,31,0.00808
ENSG00000057757,PITHD1,33,-2.0915,202,0.70420,93,-0.5411,160,0.31477,84,-0.6819,80,-0.7670,87,-0.6343,175,0.46726,114,-0.2181,207,0.85518
ENSG00000011009,LYPLA2,11,-1.2090,26,0.03658,22,-0.1888,15,-0.7310,13,-1.0293,25,0.00037,10,-1.4125,21,-0.2583,52,1.22004,40,0.86482
ENSG00000189266,PNRC2,54,-0.2361,101,0.75290,91,0.59378,55,-0.2232,112,0.93192,21,-1.6511,58,-0.1411,33,-0.9890,42,-0.6396,64,0.03067
ENSG00000188529,SRSF10,71,-0.3351,228,1.62019,99,0.18493,36,-1.3462,81,-0.1340,48,-0.9396,63,-0.5244,86,-0.0332,74,-0.2648,91,0.05514
ENSG00000001461,NIPAL3,153,0.58143,142,0.45693,61,-0.8610,90,-0.2605,119,0.17835,64,-0.7975,149,0.54053,124,0.24707,56,-0.9747,107,0.00537
ENSG00000133226,SRRM1,1001,2.51213,130,-1.0061,181,-0.5023,141,-0.8816,107,-1.3000,96,-1.4694,387,0.70869,298,0.28173,107,-1.2976,151,-0.8452
ENSG00000117614,SYF2,157,0.31632,74,-0.8632,148,0.22215,116,-0.1673,127,-0.0172,103,-0.3463,182,0.55692,170,0.44944,118,-0.1412,111,-0.2596
ENSG00000117616,RSRP1,30,-1.3538,200,1.69519,36,-1.0879,10,-3.0155,62,-0.2756,43,-0.8517,24,-1.6834,139,1.03225,112,0.67680,79,0.11493
ENSG00000183726,TMEM50A,45,-0.5304,30,-1.1432,111,0.90047,61,-0.0592,37,-0.8190,48,-0.4336,58,-0.1544,61,-0.0787,69,0.13406,90,0.63582
ENSG00000204178,MACO1,68,0.24364,3,-4.3691,38,-0.6660,48,-0.2951,66,0.21009,19,-1.6689,110,1.04489,136,1.42438,35,-0.7637,58,0.00413
ENSG00000117643,MAN1C1,18,-1.1150,6,-2.6699,16,-1.2177,26,-0.5312,38,0.05066,22,-0.7917,20,-0.8956,49,0.45757,49,0.43667,81,1.55502
ENSG00000162430,SELENON,22,-0.1150,3,-3.0871,45,1.04964,9,-1.3660,47,1.12987,36,0.66443,6,-2.0942,28,0.25064,11,-1.1608,27,0.22884
ENSG00000117640,MTFR1L,29,-0.9664,30,-0.9063,35,-0.6823,58,0.10508,58,0.11217,67,0.33760,53,-0.0435,49,-0.1677,72,0.44812,73,0.54565
ENSG00000117632,STMN1,420,-1.0019,705,-0.2085,451,-0.8950,1056,0.43928,432,-0.9606,330,-1.3668,1024,0.38785,997,0.34468,793,-0.0217,1319,0.93456
ENSG00000158008,EXTL1,8,-2.3021,14,-1.4015,20,-0.9128,28,-0.4159,49,0.48575,48,0.44699,32,-0.1978,27,-0.4601,71,1.09886,51,0.63331
ENSG00000142669,SH3BGRL3,91,-0.6578,71,-1.0418,168,0.30072,216,0.70858,146,0.07602,127,-0.1502,71,-1.0452,118,-0.2654,186,0.46313,170,0.35860
ENSG00000198830,HMGN2,173,0.08094,174,0.08867,204,0.34268,141,-0.2382,152,-0.1190,191,0.24306,144,-0.2133,98,-0.8033,270,0.81108,131,-0.3954
ENSG00000117713,ARID1A,77,-0.1078,134,0.79396,108,0.44172,38,-1.1736,43,-0.9925,56,-0.5928,94,0.21011,112,0.49931,113,0.51112,65,-0.4135
ENSG00000090273,NUDC,120,-0.7778,126,-0.7017,240,0.30576,247,0.35236,121,-0.7644,173,-0.2185,258,0.42343,159,-0.3490,246,0.34254,246,0.38921
ENSG00000253368,TRNP1,1,-5.3304,54,0.19463,41,-0.2364,66,0.50805,28,-0.8276,49,0.04852,39,-0.3014,27,-0.8651,88,0.99260,66,0.60003
ENSG00000142784,WDTC1,20,-0.4695,3,-3.2668,12,-1.2391,36,0.42796,35,0.37812,44,0.73480,24,-0.1959,19,-0.5987,71,1.57365,20,-0.5242
ENSG00000186501,TMEM222,12,-1.4282,5,-2.6762,31,0.02621,20,-0.6520,31,0.01511,23,-0.4357,38,0.34696,30,-0.0117,47,0.67916,50,0.91165
ENSG00000158195,WASF2,153,1.67746,29,-1.0161,84,0.62696,19,-1.6302,145,1.57189,29,-1.0136,28,-1.0983,24,-1.3048,85,0.63373,16,-2.0397
ENSG00000126705,AHDC1,24,-1.5175,103,0.75510,62,-0.0712,59,-0.1337,47,-0.5055,36,-0.9011,63,-0.0401,92,0.57166,98,0.66540,64,-0.0190
ENSG00000126709,IFI6,108,0.58885,21,-1.8913,73,-0.0333,69,-0.1270,79,0.09371,73,-0.0389,65,-0.2244,75,-0.0019,57,-0.4323,101,0.55672
ENSG00000117758,STX12,35,-1.1342,10,-2.9611,95,0.40842,84,0.20962,90,0.30770,67,-0.1536,50,-0.6019,88,0.27645,99,0.46754,97,0.49884
ENSG00000117751,PPP1R8,29,0.19676,3,-3.1775,46,0.98658,9,-1.4691,45,0.94733,12,-1.0991,31,0.30538,22,-0.2418,14,-0.9103,34,0.51700
ENSG00000117748,RPA2,10,-2.2854,204,2.65310,32,-0.6310,30,-0.7020,35,-0.4919,42,-0.1941,10,-2.2526,26,-0.8978,38,-0.3447,48,0.02060
ENSG00000126698,DNAJC8,216,-0.1109,348,0.65877,263,0.19773,244,0.08300,161,-0.5706,145,-0.7300,348,0.66004,281,0.30615,132,-0.8724,207,-0.2009
ENSG00000130770,ATP5IF1,116,-1.5319,536,0.87225,345,0.14590,465,0.63198,212,-0.6142,203,-0.6866,228,-0.5022,182,-0.8459,351,0.17134,413,0.49404
ENSG00000204138,PHACTR4,130,2.15172,3,-3.7641,54,0.54843,19,-1.0173,27,-0.5428,33,-0.2371,72,1.04406,26,-0.5713,18,-1.1066,19,-1.1757
ENSG00000198492,YTHDF2,54,-0.6153,102,0.37420,93,0.23730,59,-0.4873,105,0.42066,21,-1.9859,90,0.17417,122,0.67322,43,-0.9693,98,0.35868
ENSG00000116350,SRSF4,191,1.20370,151,0.80574,70,-0.4299,72,-0.3769,96,0.06945,39,-1.3272,115,0.34536,106,0.21462,44,-1.1324,66,-0.5754
ENSG00000116353,MECR,4,-2.3811,33,0.68076,13,-0.8132,36,0.83587,2,-3.0273,17,-0.3307,9,-1.2539,20,-0.1253,23,0.09214,40,1.15726
ENSG00000162512,SDC3,100,-0.1382,112,0.02982,121,0.15656,42,-1.4672,273,1.54803,53,-1.1115,88,-0.3383,98,-0.1824,88,-0.3477,115,0.08977
ENSG00000134644,PUM1,106,-0.6335,105,-0.6569,127,-0.3616,152,-0.0820,121,-0.4267,128,-0.3409,228,0.57400,258,0.78564,116,-0.4985,207,0.47630
ENSG00000121766,ZCCHC17,100,-0.5059,68,-1.0850,86,-0.7247,183,0.45814,162,0.26016,83,-0.7825,180,0.42984,175,0.38591,139,0.01114,170,0.37429
ENSG00000121769,FABP3,18,-1.1414,14,-1.4965,23,-0.8039,81,1.22248,16,-1.3516,17,-1.2042,16,-1.3169,35,-0.1372,48,0.35115,78,1.36901
ENSG00000162517,PEF1,17,-1.9685,123,1.09444,41,-0.6809,44,-0.5709,83,0.42178,50,-0.3672,32,-1.0231,35,-0.9027,95,0.65798,89,0.61028
ENSG00000084636,COL16A1,27,0.37213,7,-1.5715,36,0.85066,17,-0.3253,10,-1.0810,15,-0.5212,11,-0.9746,22,0.04107,39,0.97418,25,0.25827
ENSG00000121753,ADGRB2,52,-1.5973,87,-0.8340,92,-0.7651,107,-0.5202,107,-0.5319,156,0.05624,138,-0.1351,204,0.49638,180,0.28657,264,1.07899
ENSG00000184007,PTP4A2,635,1.80302,125,-0.8958,160,-0.5135,287,0.40297,187,-0.2749,168,-0.4410,269,0.29904,212,-0.0802,108,-1.1109,151,-0.6653
ENSG00000121774,KHDRBS1,104,-0.4104,262,1.08803,152,0.18301,98,-0.5110,98,-0.5023,109,-0.3337,108,-0.3584,129,-0.0757,156,0.22690,137,0.02059
ENSG00000025800,KPNA6,62,-0.5441,9,-3.2888,79,-0.1672,69,-0.3760,64,-0.5092,83,-0.1065,86,-0.0474,176,1.14456,110,0.35497,116,0.49956
ENSG00000084652,TXLNA,28,-0.1243,75,1.50055,36,0.25548,9,-1.8559,37,0.29708,22,-0.4955,15,-1.1180,36,0.26485,31,0.00203,24,-0.4027
ENSG00000084623,EIF3I,29,-1.5677,136,0.82317,106,0.41255,84,0.04935,51,-0.7389,67,-0.3222,74,-0.1648,69,-0.2633,103,0.36475,91,0.19079
ENSG00000175130,MARCKSL1,170,0.72233,63,-0.8364,237,1.29829,90,-0.2982,182,0.84355,117,0.11819,35,-1.6985,37,-1.6320,110,0.01852,77,-0.5780
ENSG00000160058,BSDC1,26,-1.5157,231,2.07151,45,-0.6944,49,-0.5572,71,0.01654,36,-1.0149,56,-0.3514,70,-0.0095,61,-0.2289,65,-0.1405
