Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6to10,Feature log2 fold change topic 6to10
ENSG00000078369,GNB1,212,-1.4193,843,0.87681,365,-0.5391,595,0.57458
ENSG00000187730,GABRD,8,-4.5109,96,-0.7797,167,0.09459,228,1.34593
ENSG00000067606,PRKCZ,76,-1.5910,153,-0.4087,199,0.00920,256,0.86222
ENSG00000162585,FAAP20,44,0.25413,94,1.55803,18,-1.1960,32,-0.4336
ENSG00000157933,SKI,29,-0.0182,51,0.88229,57,1.30631,15,-1.5852
ENSG00000157916,RER1,41,-0.4492,50,-0.0743,46,-0.2630,61,0.45005
ENSG00000157911,PEX10,33,0.39063,29,0.12196,23,-0.2320,25,-0.1745
ENSG00000157870,PRXL2B,9,-2.3406,85,1.23294,26,-0.7671,51,0.69284
ENSG00000158109,TPRG1L,53,-2.0411,165,-0.1837,189,0.04413,240,0.88478
ENSG00000130764,LRRC47,14,-2.5206,52,-0.4439,91,0.52138,85,0.69811
ENSG00000116198,CEP104,94,1.68273,23,-0.9248,41,-0.0468,25,-1.1908
ENSG00000196581,AJAP1,21,-1.2562,41,-0.1168,90,1.40578,37,-0.5021
ENSG00000069424,KCNAB2,35,-2.9872,306,0.46196,250,0.15103,285,0.70276
ENSG00000116254,CHD5,76,-2.0032,322,0.33450,446,1.04589,250,-0.1272
ENSG00000116251,RPL22,982,0.76987,876,0.47059,466,-0.5937,559,-0.4326
ENSG00000116237,ICMT,19,-0.7855,33,0.09559,7,-2.3543,45,1.36689
ENSG00000097021,ACOT7,50,-2.5858,111,-1.2688,184,-0.5593,391,1.75055
ENSG00000171680,PLEKHG5,3,-3.2972,39,0.78142,31,0.49383,27,0.31554
ENSG00000162408,NOL9,19,-0.1869,24,0.20692,9,-1.3284,26,0.68015
ENSG00000162413,KLHL21,12,-0.8637,17,-0.2795,16,-0.4050,25,0.80839
ENSG00000041988,THAP3,8,-1.3987,23,0.23411,21,0.12311,23,0.48825
ENSG00000007923,DNAJC11,16,-0.9767,22,-0.4232,33,0.22819,34,0.49092
ENSG00000171735,CAMTA1,183,-1.0449,345,0.02461,439,0.47932,362,0.18453
ENSG00000049245,VAMP3,108,3.12859,28,-0.1489,10,-1.8763,10,-2.4031
ENSG00000049246,PER3,40,0.93426,36,0.62733,34,0.63768,12,-1.5835
ENSG00000116288,PARK7,161,-1.2275,361,0.11844,199,-0.8890,454,1.06737
ENSG00000162426,SLC45A1,9,-1.7857,13,-1.0977,22,-0.3038,38,1.32434
ENSG00000142599,RERE,260,0.89708,153,-0.1064,228,0.62852,101,-1.1542
ENSG00000074800,ENO1,231,-1.1651,624,0.49263,313,-0.6693,581,0.75950
ENSG00000171612,SLC25A33,18,-0.0798,53,1.79232,0,-4.7590,20,0.12504
ENSG00000171603,CLSTN1,210,-2.0182,414,-0.8744,873,0.34241,934,0.85548
ENSG00000178585,CTNNBIP1,27,-0.2804,55,0.93200,16,-1.1486,35,0.30728
ENSG00000162441,LZIC,118,1.32283,77,0.38196,47,-0.4399,41,-1.0012
ENSG00000130939,UBE4B,38,-0.2550,19,-1.2826,54,0.40706,46,0.19738
ENSG00000054523,KIF1B,558,0.57683,311,-0.4401,497,0.35479,337,-0.5224
ENSG00000142657,PGD,31,-1.0191,63,0.13926,34,-0.9107,77,0.98136
ENSG00000241563,CORT,132,1.36626,47,-0.5626,31,-1.2678,60,-0.3241
ENSG00000160049,DFFA,125,1.28391,68,0.05264,75,0.22976,38,-1.2807
ENSG00000142655,PEX14,9,-1.3675,14,-0.5884,26,0.38701,25,0.56385
ENSG00000120948,TARDBP,90,0.38692,74,0.01044,93,0.43267,59,-0.5808
ENSG00000116649,SRM,45,-0.5890,97,0.69984,38,-0.8708,74,0.49138
ENSG00000171824,EXOSC10,50,0.46762,38,-0.0285,66,1.03603,23,-1.1816
ENSG00000198793,MTOR,24,-0.8873,14,-1.6261,30,-0.5554,58,1.22798
ENSG00000116661,FBXO2,78,-1.5323,472,1.50357,68,-1.7519,241,0.65611
ENSG00000132879,FBXO44,26,-2.3559,99,-0.1938,129,0.26846,142,0.78930
ENSG00000011021,CLCN6,29,-1.2002,71,0.25856,61,0.01024,70,0.48590
ENSG00000116685,KIAA2013,28,-0.1546,20,-0.6257,44,0.67721,28,-0.2090
ENSG00000116688,MFN2,90,-0.2871,77,-0.5086,81,-0.4643,128,0.60976
ENSG00000048707,VPS13D,54,-0.4800,61,-0.2517,71,-0.0098,81,0.36984
ENSG00000116731,PRDM2,221,-0.3156,196,-0.4712,492,1.24137,205,-0.6633
ENSG00000189337,KAZN,86,0.44257,44,-0.6866,40,-0.8867,76,0.36389
ENSG00000142634,EFHD2,67,-0.9843,54,-1.2174,149,0.41281,141,0.53999
ENSG00000116138,DNAJC16,13,-1.3850,6,-2.2262,47,0.88203,34,0.43039
ENSG00000197312,DDI2,21,-0.7395,35,0.06876,49,0.75361,31,-0.1798
ENSG00000116786,PLEKHM2,97,-0.5848,214,0.73964,91,-0.7018,155,0.39146
ENSG00000065526,SPEN,385,1.37995,159,-0.3248,316,0.93582,78,-1.9926
ENSG00000116809,ZBTB17,24,0.21906,22,0.07659,28,0.51295,17,-0.5443
ENSG00000055070,SZRD1,32,0.50273,47,1.11975,21,-0.2371,18,-0.7743
ENSG00000159363,ATP13A2,35,-1.9104,86,-0.4153,93,-0.3216,156,1.18174
ENSG00000117118,SDHB,35,-1.0868,54,-0.3465,28,-1.4342,98,1.43247
ENSG00000117115,PADI2,306,4.07160,70,-0.1202,14,-2.6804,9,-3.9217
ENSG00000179051,RCC2,17,-0.4191,24,0.11705,11,-1.0989,28,0.77043
ENSG00000117154,IGSF21,19,-2.3026,64,-0.3718,95,0.29634,103,0.81633
ENSG00000127481,UBR4,62,0.60469,34,-0.4231,57,0.41415,36,-0.5961
ENSG00000127463,EMC1,17,-0.8810,17,-0.8025,26,-0.2166,37,0.85228
ENSG00000053372,MRTO4,32,-0.5273,59,0.49501,32,-0.5504,50,0.41241
ENSG00000053371,AKR7A2,26,-0.0392,64,1.53318,17,-0.7252,22,-0.4088
ENSG00000077549,CAPZB,143,-0.7644,184,-0.3105,230,0.04893,261,0.48937
ENSG00000173436,MICOS10,247,-0.5599,396,0.24171,154,-1.3320,442,0.88388
ENSG00000158747,NBL1,57,-1.6639,230,0.62393,151,-0.0774,186,0.51991
ENSG00000162545,CAMK2N1,1096,-0.9489,5275,1.77803,1947,0.03357,1551,-0.5509
ENSG00000158828,PINK1,222,-1.2802,348,-0.4912,292,-0.8342,676,1.29487
ENSG00000244038,DDOST,16,-0.9392,33,0.21689,27,-0.1448,34,0.50054
ENSG00000117245,KIF17,4,-2.8759,16,-0.8438,10,-1.7451,48,2.38555
ENSG00000189410,SH2D5,11,-2.1458,37,-0.1526,36,-0.2115,56,1.07486
ENSG00000127483,HP1BP3,474,0.94724,235,-0.3378,437,0.77567,171,-1.2623
ENSG00000075151,EIF4G3,328,-0.1375,174,-1.1066,443,0.41377,366,0.09191
ENSG00000076864,RAP1GAP,32,-2.2957,80,-0.7940,178,0.53317,167,0.74105
ENSG00000090686,USP48,152,0.88134,65,-0.6149,137,0.67973,63,-1.0145
ENSG00000070831,CDC42,124,-0.4244,109,-0.5864,105,-0.7040,203,0.83655
ENSG00000004487,KDM1A,38,-0.8364,39,-0.7104,75,0.35029,71,0.41796
ENSG00000169641,LUZP1,68,-1.8039,121,-0.8184,294,0.69506,239,0.50003
ENSG00000125944,HNRNPR,199,0.46823,118,-0.4341,203,0.50228,126,-0.5518
ENSG00000142676,RPL11,869,1.02842,820,0.77168,260,-1.1498,413,-0.5755
ENSG00000011007,ELOA,42,0.81847,21,-0.3641,25,-0.1044,23,-0.4308
ENSG00000057757,PITHD1,71,-1.2023,90,-0.7475,104,-0.5841,202,1.20189
ENSG00000011009,LYPLA2,9,-1.7995,17,-0.7443,36,0.50923,33,0.63534
ENSG00000117305,HMGCL,29,0.67631,31,0.71225,7,-1.6600,20,-0.0737
ENSG00000189266,PNRC2,52,0.00496,78,0.66795,69,0.53446,40,-0.6845
ENSG00000188529,SRSF10,94,0.51872,53,-0.4447,101,0.67067,53,-0.7299
ENSG00000001461,NIPAL3,419,1.65853,115,-0.7813,144,-0.4778,131,-0.9186
ENSG00000133226,SRRM1,681,1.60293,197,-0.7332,416,0.52075,152,-1.6492
ENSG00000169504,CLIC4,118,3.01960,56,0.79032,13,-1.5865,6,-3.2980
ENSG00000117614,SYF2,221,0.74456,181,0.30676,168,0.21026,108,-0.8324
ENSG00000117616,RSRP1,110,0.70402,46,-0.7830,170,1.70116,30,-1.9861
ENSG00000183726,TMEM50A,69,0.39229,57,0.03917,54,-0.0596,51,-0.2487
ENSG00000204178,MACO1,95,0.58623,43,-0.7506,111,0.91459,48,-0.9259
ENSG00000117643,MAN1C1,9,-2.1233,49,0.52259,35,0.00393,43,0.63112
ENSG00000162430,SELENON,17,-0.4574,58,1.67266,26,0.30036,15,-0.8993
ENSG00000117640,MTFR1L,35,-0.8033,64,0.18961,52,-0.1509,65,0.45646
ENSG00000117632,STMN1,1026,-0.5752,543,-1.4904,1166,-0.3577,1872,0.92512
ENSG00000158008,EXTL1,11,-2.0464,43,0.09228,41,0.01788,52,0.79908
ENSG00000142684,ZNF593,21,-1.0155,49,0.39286,18,-1.2053,51,0.98803
ENSG00000142669,SH3BGRL3,132,-0.4742,210,0.31497,86,-1.1769,217,0.74612
ENSG00000117682,DHDDS,12,-0.9409,11,-0.9010,22,0.11842,26,0.67675
ENSG00000198830,HMGN2,244,0.96063,218,0.62096,167,0.20844,90,-1.2042
ENSG00000117713,ARID1A,94,0.55579,91,0.42894,87,0.39869,49,-0.8724
ENSG00000204160,ZDHHC18,17,-0.5728,19,-0.3564,23,-0.0991,29,0.50734
ENSG00000090273,NUDC,156,-0.9520,259,-0.0869,223,-0.3554,343,0.75172
ENSG00000253368,TRNP1,7,-3.1009,55,0.08087,32,-0.8596,79,1.55005
ENSG00000142784,WDTC1,37,0.42200,42,0.58104,20,-0.6349,27,-0.1854
ENSG00000186501,TMEM222,38,-0.3071,58,0.37276,51,0.18315,44,-0.0863
ENSG00000158195,WASF2,209,3.16029,75,0.34302,27,-1.3326,11,-3.2470
ENSG00000126705,AHDC1,23,-1.1129,53,0.29746,75,1.05357,38,-0.3795
ENSG00000126709,IFI6,48,-1.2690,76,-0.4836,73,-0.6069,143,1.16377
ENSG00000117758,STX12,93,0.10139,48,-0.9520,69,-0.4221,102,0.44767
ENSG00000117751,PPP1R8,20,-0.3752,35,0.56707,31,0.46015,21,-0.3411
ENSG00000117748,RPA2,18,-1.4530,34,-0.3923,30,-0.6350,61,1.21979
ENSG00000126698,DNAJC8,325,0.27318,236,-0.2754,328,0.28920,252,-0.2901
ENSG00000130770,ATP5IF1,175,-1.9913,584,-0.0216,334,-0.9733,864,1.42934
ENSG00000204138,PHACTR4,109,2.22832,45,0.17282,48,0.31003,9,-2.9783
ENSG00000198492,YTHDF2,60,-0.4386,52,-0.6060,89,0.25110,85,0.27164
ENSG00000116350,SRSF4,166,0.87317,94,-0.1892,119,0.21774,79,-0.7562
ENSG00000116353,MECR,21,-0.5937,17,-0.8581,14,-1.2646,42,1.26308
ENSG00000162511,LAPTM5,88,2.62143,65,1.37027,1,-4.9640,9,-2.3618
ENSG00000162512,SDC3,118,0.06162,176,0.71156,133,0.28683,92,-0.5524
ENSG00000134644,PUM1,96,-0.6056,157,0.22921,193,0.66584,125,-0.2332
ENSG00000121766,ZCCHC17,215,0.16366,198,0.01222,192,-0.0438,191,-0.0849
ENSG00000121769,FABP3,19,-2.9342,45,-1.5059,43,-1.6882,209,2.60325
ENSG00000162517,PEF1,29,-1.5614,70,-0.1005,63,-0.2972,99,0.95019
ENSG00000084636,COL16A1,77,1.46415,34,-0.1565,31,-0.3115,25,-0.9990
ENSG00000121753,ADGRB2,44,-2.4541,191,-0.0931,252,0.40609,248,0.66472
ENSG00000184007,PTP4A2,1403,2.73079,186,-1.3578,221,-1.1912,212,-1.6965
ENSG00000121774,KHDRBS1,130,-0.0068,145,0.16263,158,0.34386,118,-0.2936
ENSG00000025800,KPNA6,93,-0.3622,108,-0.0895,166,0.70914,103,-0.2749
ENSG00000084652,TXLNA,47,1.26318,28,0.21007,11,-1.2682,21,-0.4831
ENSG00000084623,EIF3I,83,-0.3217,82,-0.3159,78,-0.4229,118,0.55024
ENSG00000175130,MARCKSL1,911,3.19768,332,0.38896,76,-2.0142,61,-2.8976
ENSG00000160058,BSDC1,70,0.27485,81,0.49159,53,-0.2058,55,-0.2632
ENSG00000176261,ZBTB8OS,21,-1.0715,53,0.45527,30,-0.4967,49,0.65127
ENSG00000162521,RBBP4,103,-0.2752,88,-0.4930,196,0.94511,104,-0.4025
ENSG00000134684,YARS,40,-1.6572,65,-0.8096,59,-1.0429,167,1.65306
ENSG00000160097,FNDC5,8,-2.0813,19,-0.6169,25,-0.2475,41,1.24106
ENSG00000121905,HPCA,22,-3.3087,230,0.35720,140,-0.4720,257,1.20926
ENSG00000121900,TMEM54,40,-0.3399,72,0.62421,21,-1.3677,59,0.58806
ENSG00000116514,RNF19B,12,-0.8401,6,-1.7889,5,-2.1112,32,1.92554
ENSG00000004455,AK2,71,1.76909,29,-0.0800,21,-0.6468,19,-1.1737
ENSG00000142920,AZIN2,23,-0.0765,19,-0.3755,9,-1.4823,31,0.87620
ENSG00000160094,ZNF362,17,-0.3625,48,1.40702,23,0.14124,16,-0.6242
ENSG00000134686,PHC2,54,0.16097,47,-0.0870,39,-0.4008,52,0.15970
ENSG00000163866,SMIM12,13,-2.1664,40,-0.3874,36,-0.6307,76,1.43450
ENSG00000116544,DLGAP3,6,-3.0479,111,1.60391,49,0.20275,43,-0.0302
ENSG00000116560,SFPQ,462,0.86608,197,-0.6291,400,0.57528,205,-0.9023
ENSG00000146463,ZMYM4,59,-0.0856,76,0.33629,86,0.61159,51,-0.5256
ENSG00000142687,KIAA0319L,53,-0.6717,84,0.12738,93,0.32968,81,0.09841
ENSG00000020129,NCDN,58,-3.5541,449,-0.3453,641,0.25224,748,1.01705
ENSG00000126067,PSMB2,44,-1.1643,68,-0.4153,113,0.45052,101,0.39547
ENSG00000142686,C1orf216,19,-2.4982,75,-0.3025,102,0.22395,118,0.88664
ENSG00000092847,AGO1,50,0.41527,31,-0.3709,41,0.06496,37,-0.2107
ENSG00000126070,AGO3,116,1.57651,42,-0.3956,79,0.70802,22,-1.9552
ENSG00000054116,TRAPPC3,11,-2.5668,54,-0.0156,52,-0.0981,74,1.02918
ENSG00000116871,MAP7D1,268,0.41830,233,0.13735,179,-0.3116,202,-0.1558
ENSG00000054118,THRAP3,258,0.31584,161,-0.4705,322,0.74781,171,-0.6286
ENSG00000181817,LSM10,17,-1.6614,57,0.33815,26,-0.9864,64,1.16484
ENSG00000116898,MRPS15,24,-1.3643,66,0.30774,31,-0.9406,74,1.05674
ENSG00000163875,MEAF6,37,-1.6288,95,-0.0864,85,-0.2867,132,0.95945
ENSG00000134697,GNL2,36,0.05133,28,-0.3421,44,0.39244,33,-0.1931
ENSG00000185090,MANEAL,3,-2.7581,13,-0.5036,12,-0.6625,28,1.62598
ENSG00000197982,C1orf122,256,0.75202,249,0.59692,66,-1.5846,167,-0.0987
ENSG00000183431,SF3A3,33,-0.4883,27,-0.7832,45,0.01950,52,0.50083
ENSG00000183520,UTP11,27,-0.6378,33,-0.2522,43,0.17771,44,0.32340
ENSG00000116954,RRAGC,42,0.12976,38,-0.0573,34,-0.2382,41,0.08000
ENSG00000174574,AKIRIN1,66,-0.2226,40,-0.9650,81,0.15046,83,0.30401
ENSG00000168653,NDUFS5,265,-1.4706,671,0.07597,414,-0.7492,875,1.10707
ENSG00000127603,MACF1,785,1.54716,297,-0.3559,457,0.38330,187,-1.5692
ENSG00000090621,PABPC4,158,1.36583,104,0.42178,65,-0.3682,51,-1.1117
ENSG00000116983,HPCAL4,134,-1.2830,528,1.01555,440,0.81792,240,-0.4804
ENSG00000084072,PPIE,17,-1.1352,24,-0.5610,34,-0.0332,44,0.77672
ENSG00000131236,CAP1,158,-0.1322,143,-0.2744,154,-0.1780,187,0.28458
ENSG00000131238,PPT1,47,-1.4288,96,-0.2394,94,-0.3029,148,0.96018
ENSG00000084073,ZMPSTE24,29,0.05029,9,-1.6892,20,-0.5859,34,0.69575
ENSG00000049089,COL9A2,114,3.72588,19,-0.6357,3,-3.3042,8,-2.6104
ENSG00000084070,SMAP2,89,-1.0644,117,-0.5624,256,0.81152,174,0.10562
ENSG00000117016,RIMS3,23,-3.0402,269,0.87680,123,-0.4491,205,0.86951
ENSG00000066136,NFYC,9,-1.8997,40,0.50960,37,0.40793,33,0.29854
ENSG00000179862,CITED4,5,-1.9461,29,0.66178,8,-1.4711,27,1.26981
ENSG00000127124,HIVEP3,28,0.50023,19,-0.1919,30,0.61436,16,-0.7472
ENSG00000198815,FOXJ3,20,-0.7901,20,-0.7049,29,-0.1189,39,0.72312
ENSG00000177181,RIMKLA,7,-2.9662,39,-0.4096,42,-0.3461,74,1.41642
ENSG00000127125,PPCS,50,-0.1224,93,0.90366,44,-0.3661,51,-0.1230
ENSG00000186409,CCDC30,72,0.27628,72,0.22409,85,0.58293,47,-0.7045
ENSG00000065978,YBX1,270,1.76583,213,0.99735,88,-0.4908,48,-1.9296
ENSG00000164008,C1orf50,12,-0.8099,30,0.66176,19,-0.0862,21,0.20282
ENSG00000177868,SVBP,46,0.01375,55,0.30036,27,-0.9158,52,0.35439
ENSG00000117394,SLC2A1,35,0.31152,72,1.53579,27,-0.1054,19,-1.0152
ENSG00000117395,EBNA1BP2,60,-1.0190,70,-0.7025,101,-0.1557,142,0.84882
ENSG00000179178,TMEM125,154,5.86915,1,-4.4824,1,-4.4590,3,-4.3141
ENSG00000066322,ELOVL1,150,4.07229,19,-1.0132,12,-1.8336,5,-3.6372
ENSG00000159479,MED8,15,-0.8237,23,-0.1251,18,-0.5503,32,0.81729
ENSG00000178922,HYI,35,1.15953,55,1.80804,4,-2.2550,12,-1.1422
ENSG00000142949,PTPRF,76,-0.2998,122,0.50140,75,-0.3119,95,0.15972
ENSG00000126091,ST3GAL3,9,-2.0252,57,0.97443,20,-0.7784,40,0.80343
ENSG00000117408,IPO13,107,1.14518,65,0.12379,47,-0.4131,45,-0.7192
ENSG00000117410,ATP6V0B,142,-1.6220,180,-1.1547,264,-0.6281,561,1.49495
ENSG00000117411,B4GALT2,31,-1.2566,146,1.36474,44,-0.6874,72,0.28028
ENSG00000178028,DMAP1,43,-0.7933,57,-0.2912,90,0.50945,72,0.16306
ENSG00000117419,ERI3,45,-1.7005,151,0.29546,123,-0.0362,154,0.66090
ENSG00000187147,RNF220,114,-0.0890,110,-0.1351,92,-0.4585,136,0.37073
ENSG00000142937,RPS8,2145,0.97260,1804,0.53187,903,-0.6366,1027,-0.6214
ENSG00000070785,EIF2B3,27,-0.3677,19,-0.8564,35,0.10925,38,0.39184
ENSG00000126088,UROD,41,-1.1276,81,0.01445,54,-0.6753,106,0.96382
ENSG00000117450,PRDX1,188,-0.4208,330,0.53111,124,-1.1012,287,0.58451
ENSG00000117448,AKR1A1,34,-0.6572,29,-0.8363,42,-0.2955,64,0.80114
ENSG00000132780,NASP,376,2.49647,75,-0.8237,129,0.01008,39,-2.4508
ENSG00000159592,GPBP1L1,53,0.61026,31,-0.3339,51,0.52173,29,-0.7145
ENSG00000086015,MAST2,18,-0.5651,29,0.18616,17,-0.7441,32,0.66566
ENSG00000117461,PIK3R3,8,-2.1370,32,-0.0494,25,-0.4580,46,1.19016
ENSG00000085998,POMGNT1,55,0.12092,37,-0.5234,49,-0.0834,54,0.13622
ENSG00000132128,LRRC41,11,-1.6854,29,-0.1439,35,0.16154,40,0.69396
ENSG00000173660,UQCRH,133,-2.1152,364,-0.4596,228,-1.2740,758,1.80087
ENSG00000117480,FAAH,60,0.95430,31,-0.2513,41,0.18166,27,-0.7840
ENSG00000123472,ATPAF1,39,-1.6102,136,0.43138,95,-0.1708,128,0.65919
ENSG00000159658,EFCAB14,138,1.73085,76,0.37269,47,-0.4344,32,-1.4745
ENSG00000162368,CMPK1,82,-0.4775,88,-0.3159,65,-0.8614,139,0.86072
ENSG00000162373,BEND5,14,-1.8030,30,-0.5496,10,-2.3079,70,2.13481
ENSG00000162374,ELAVL4,29,-3.3135,127,-0.9825,312,0.50303,316,0.96094
ENSG00000185104,FAF1,36,-0.3727,23,-0.9789,44,-0.0077,52,0.49924
ENSG00000123091,RNF11,150,-1.4582,264,-0.4855,349,-0.0503,466,0.88421
ENSG00000085832,EPS15,132,-0.4114,117,-0.5584,107,-0.7737,216,0.85551
ENSG00000117859,OSBPL9,45,1.22142,31,0.39236,31,0.47892,12,-1.6154
ENSG00000078618,NRDC,192,0.25176,64,-1.4817,193,0.25835,168,0.01245
ENSG00000169213,RAB3B,109,0.42319,14,-2.6883,143,0.97564,69,-0.5705
ENSG00000117862,TXNDC12,19,-0.6088,27,0.03351,29,0.14735,29,0.23253
ENSG00000134717,BTF3L4,34,-0.7495,46,-0.2394,31,-0.8895,71,0.99326
ENSG00000157077,ZFYVE9,22,-1.3636,30,-0.8180,63,0.40570,61,0.60528
ENSG00000134748,PRPF38A,67,1.08459,49,0.37374,53,0.59492,19,-1.5576
ENSG00000134744,TUT4,213,1.64684,91,-0.0944,128,0.52375,39,-1.9798
ENSG00000162377,COA7,29,-0.1428,25,-0.3493,42,0.56509,29,-0.2014
ENSG00000162378,ZYG11B,52,-1.7716,107,-0.5696,201,0.49455,186,0.59489
ENSG00000116171,SCP2,79,0.04666,77,-0.0084,56,-0.5622,85,0.29246
ENSG00000162384,CZIB,29,-0.6970,64,0.64131,38,-0.2524,47,0.26170
ENSG00000162385,MAGOH,18,-0.6296,22,-0.2532,17,-0.7287,33,0.85859
ENSG00000157193,LRP8,15,-1.4352,26,-0.4392,65,1.21840,33,-0.1625
ENSG00000058799,YIPF1,18,-0.2789,14,-0.5945,12,-0.8918,28,0.84186
ENSG00000081870,HSPB11,36,0.01425,35,-0.0197,24,-0.6694,40,0.37020
ENSG00000116209,TMEM59,177,0.14640,124,-0.4378,121,-0.5271,183,0.34573
ENSG00000116221,MRPL37,21,-1.7149,35,-0.8380,40,-0.7054,89,1.49243
ENSG00000157216,SSBP3,146,-1.0899,249,-0.1833,305,0.16244,328,0.50811
ENSG00000243725,TTC4,22,-0.0666,27,0.27210,27,0.30986,20,-0.2754
ENSG00000116133,DHCR24,271,0.44284,50,-2.1947,115,-1.0464,263,0.67391
ENSG00000162402,USP24,30,0.29815,34,0.48233,28,0.15595,21,-0.5092
ENSG00000162407,PLPP3,95,1.99430,139,2.36565,15,-1.5337,4,-4.0381
ENSG00000162409,PRKAA2,12,-2.2113,35,-0.5442,91,1.18681,52,0.08818
ENSG00000162601,MYSM1,72,0.24907,53,-0.2500,104,0.98721,44,-0.8669
ENSG00000177606,JUN,91,0.23604,155,1.11880,118,0.73834,45,-1.3352
ENSG00000134709,HOOK1,9,-2.7048,32,-0.7211,121,1.83943,44,-0.4200
ENSG00000162599,NFIA,377,1.63791,215,0.36261,258,0.77544,47,-2.6463
ENSG00000162604,TM2D1,28,-0.8204,35,-0.4126,42,-0.1385,56,0.66885
ENSG00000162607,USP1,121,1.05926,70,-0.0127,111,0.86947,34,-1.6258
ENSG00000116641,DOCK7,25,0.30910,37,0.90551,34,0.89682,11,-1.4086
ENSG00000079739,PGM1,6,-2.1832,36,0.77516,9,-1.4681,32,1.25816
ENSG00000162434,JAK1,97,0.18326,63,-0.5199,91,0.05846,88,0.00242
ENSG00000162433,AK4,23,-0.7224,88,1.58918,52,0.75039,22,-1.0754
ENSG00000116675,DNAJC6,244,-0.3025,137,-1.1597,273,-0.1056,346,0.55824
ENSG00000184588,PDE4B,108,1.69894,46,-0.0817,43,-0.1908,26,-1.3819
ENSG00000118473,SGIP1,87,-0.6154,66,-0.9864,204,0.96719,119,-0.1252
ENSG00000198160,MIER1,131,1.06111,58,-0.4207,118,0.84773,41,-1.4332
ENSG00000142864,SERBP1,437,0.74725,226,-0.4217,330,0.20482,239,-0.5602
ENSG00000116717,GADD45A,25,-0.4223,38,0.30046,26,-0.3652,36,0.34716
ENSG00000116729,WLS,35,-0.0616,102,1.81165,43,0.30395,21,-1.2896
ENSG00000033122,LRRC7,32,-1.0736,35,-0.8575,147,1.88235,43,-0.8525
ENSG00000116754,SRSF11,621,1.30430,208,-0.6962,517,0.89999,153,-1.6948
ENSG00000118454,ANKRD13C,24,-0.3679,21,-0.5464,27,-0.1776,35,0.50121
ENSG00000132485,ZRANB2,302,0.56395,138,-0.7540,297,0.52723,181,-0.5640
ENSG00000172260,NEGR1,162,-1.4738,174,-1.2623,595,0.79114,450,0.41358
ENSG00000178965,ERICH3,61,-1.6317,94,-0.8600,411,2.01112,120,-0.7942
ENSG00000162623,TYW3,58,-0.0762,55,-0.1388,87,0.69443,51,-0.4147
ENSG00000117054,ACADM,44,-0.0142,32,-0.5046,54,0.36989,43,-0.0878
ENSG00000137955,RABGGTB,39,-0.0456,34,-0.2696,35,-0.2504,44,0.27183
ENSG00000117069,ST6GALNAC5,1,-4.9789,16,-1.0718,10,-1.8991,56,2.86248
