Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to4,Feature log2 fold change topic 2to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8to12,Feature log2 fold change topic 8to12
ENSG00000116786,PLEKHM2,81,-0.6126,167,0.65591,103,-0.2532,61,-1.1340,130,0.16759
ENSG00000065526,SPEN,390,1.43902,158,-0.0757,146,-0.1821,251,0.77215,92,-1.2319
ENSG00000116809,ZBTB17,18,-0.1568,16,-0.4372,48,1.41402,13,-0.7384,21,0.04933
ENSG00000037637,FBXO42,22,0.03183,13,-0.8944,41,1.04124,26,0.36184,20,-0.0944
ENSG00000055070,SZRD1,48,0.96325,36,0.66042,44,0.81576,8,-1.7790,19,-0.6596
ENSG00000159363,ATP13A2,24,-2.4132,81,-0.7280,108,-0.1828,108,-0.2065,173,1.03337
ENSG00000117118,SDHB,18,-1.6434,36,-0.7273,61,0.21842,41,-0.4410,75,0.95155
ENSG00000117115,PADI2,269,3.11380,70,0.67729,15,-1.7931,13,-2.1708,17,-2.0882
ENSG00000179051,RCC2,10,-1.0401,13,-0.7763,23,0.12920,13,-0.8209,30,1.08616
ENSG00000117154,IGSF21,10,-2.8022,43,-0.8636,27,-1.4596,68,-0.0576,108,1.31001
ENSG00000159423,ALDH4A1,23,0.18595,27,0.55213,12,-0.7432,8,-1.3773,22,0.22496
ENSG00000127481,UBR4,81,0.82645,43,-0.2165,51,0.09562,92,1.20377,27,-1.2228
ENSG00000127463,EMC1,18,-0.9531,25,-0.4962,29,-0.2201,49,0.70195,35,0.17334
ENSG00000053372,MRTO4,18,-1.2904,45,0.09506,21,-1.1000,49,0.22456,48,0.32079
ENSG00000053371,AKR7A2,19,-0.7182,33,0.20479,54,0.96583,27,-0.1534,26,-0.3017
ENSG00000077549,CAPZB,93,-0.9240,114,-0.7190,216,0.38029,178,0.08070,207,0.51711
ENSG00000173436,MICOS10,230,-0.1857,319,0.41219,148,-0.8614,137,-1.0470,300,0.38622
ENSG00000158747,NBL1,45,-1.9684,133,-0.4004,277,0.83360,123,-0.5041,204,0.55851
ENSG00000169914,OTUD3,7,-1.7545,19,-0.3391,38,0.80693,26,0.24281,24,0.11774
ENSG00000162545,CAMK2N1,1159,-0.4784,2325,0.80811,799,-1.0429,983,-0.7872,1605,0.04397
ENSG00000090432,MUL1,6,-1.6858,9,-1.3791,26,0.42785,27,0.54703,25,0.62300
ENSG00000158828,PINK1,143,-1.5631,347,-0.2725,345,-0.2355,348,-0.2397,517,0.70144
ENSG00000244038,DDOST,10,-1.5191,20,-0.5635,35,0.39618,28,0.05718,33,0.52077
ENSG00000117245,KIF17,3,-2.9823,15,-0.6652,17,-0.3832,34,0.75684,27,0.46920
ENSG00000189410,SH2D5,0,-5.7135,31,-0.7346,44,-0.0976,44,-0.1360,68,1.06499
ENSG00000127483,HP1BP3,428,0.76906,251,-0.1106,274,0.04414,367,0.57846,200,-0.6400
ENSG00000075151,EIF4G3,286,0.17075,168,-0.7702,235,-0.1390,517,1.33471,205,-0.5225
ENSG00000117298,ECE1,27,0.21147,26,0.22660,91,2.37465,6,-2.1127,14,-1.0268
ENSG00000076864,RAP1GAP,21,-2.7224,88,-0.7391,107,-0.3272,171,0.46280,170,0.69535
ENSG00000090686,USP48,163,1.05714,70,-0.3555,62,-0.4788,148,1.01965,58,-0.8450
ENSG00000070831,CDC42,91,-0.8996,104,-0.8255,277,0.84517,174,0.09939,189,0.36059
ENSG00000004487,KDM1A,25,-1.2639,34,-0.9495,57,-0.0398,83,0.63718,70,0.47286
ENSG00000169641,LUZP1,51,-1.6820,113,-0.5839,175,0.18219,293,1.18597,144,-0.1945
ENSG00000125944,HNRNPR,214,0.64184,122,-0.2931,136,-0.0836,174,0.34570,131,-0.2192
ENSG00000142676,RPL11,850,1.10467,525,0.38527,492,0.20108,226,-1.0669,365,-0.3988
ENSG00000011007,ELOA,34,0.31312,24,-0.2334,57,1.16644,24,-0.2715,24,-0.3071
ENSG00000057757,PITHD1,58,-1.4819,123,-0.4098,87,-0.8663,142,-0.1279,209,0.86673
ENSG00000011009,LYPLA2,7,-1.8020,21,-0.3380,15,-0.7347,19,-0.4363,35,0.98285
ENSG00000189266,PNRC2,38,-0.5495,47,-0.2626,68,0.33845,61,0.19613,57,0.10571
ENSG00000188529,SRSF10,104,0.65455,48,-0.6581,84,0.30645,94,0.54243,62,-0.2590
ENSG00000001461,NIPAL3,251,1.05055,93,-0.6405,85,-0.6791,156,0.29677,131,-0.0132
ENSG00000133226,SRRM1,921,2.26623,170,-0.7146,307,0.31091,305,0.33756,135,-1.3085
ENSG00000169504,CLIC4,153,2.72264,36,0.14074,70,1.20134,5,-2.8335,12,-1.9498
ENSG00000117614,SYF2,186,0.58774,136,0.10462,211,0.79923,142,0.16718,91,-0.7647
ENSG00000117616,RSRP1,138,0.78473,38,-1.3759,142,0.83288,173,1.36544,55,-0.9397
ENSG00000183726,TMEM50A,40,-0.6657,47,-0.5079,69,0.17459,70,0.22423,70,0.33217
ENSG00000204178,MACO1,91,0.57208,50,-0.4346,43,-0.6071,102,0.86043,55,-0.3421
ENSG00000117643,MAN1C1,10,-1.9688,31,-0.2903,35,-0.0918,39,0.08295,45,0.54149
ENSG00000162430,SELENON,23,-0.2075,36,0.66882,30,0.24445,18,-0.6169,23,-0.2944
ENSG00000117640,MTFR1L,37,-0.7473,54,-0.2293,37,-0.7458,73,0.32612,69,0.34304
ENSG00000117632,STMN1,597,-0.9881,769,-0.7085,774,-0.5926,1092,-0.0672,1552,0.88972
ENSG00000158008,EXTL1,5,-3.1256,37,-0.3499,30,-0.6011,51,0.22521,58,0.69555
ENSG00000142684,ZNF593,4,-2.9404,29,-0.2593,34,0.03708,20,-0.8265,47,0.97367
ENSG00000142669,SH3BGRL3,75,-0.8765,124,-0.1269,194,0.61393,75,-0.9386,159,0.49886
ENSG00000158062,UBXN11,1,-4.0163,28,0.36668,21,-0.1319,12,-1.0313,29,0.64762
ENSG00000117682,DHDDS,6,-1.8397,14,-0.7986,44,1.09656,21,-0.0756,27,0.44009
ENSG00000198830,HMGN2,207,0.58748,187,0.54042,240,0.83419,86,-0.8430,108,-0.6451
ENSG00000117713,ARID1A,74,0.05288,82,0.27101,50,-0.5397,99,0.58123,58,-0.4855
ENSG00000204160,ZDHHC18,6,-1.7053,17,-0.3205,21,0.06000,27,0.46240,23,0.25173
ENSG00000142751,GPN2,19,0.11308,17,-0.0943,14,-0.4005,23,0.47851,17,-0.1588
ENSG00000090273,NUDC,187,-0.3947,226,-0.1219,233,-0.0528,142,-0.8736,302,0.61159
ENSG00000253368,TRNP1,7,-3.0029,39,-0.5177,78,0.63201,39,-0.4699,69,0.77649
ENSG00000090020,SLC9A1,0,-8.6523,17,-0.2110,9,-1.0506,17,-0.1817,27,0.97634
ENSG00000142784,WDTC1,21,-0.6265,33,0.12717,31,0.01000,25,-0.3789,35,0.25605
ENSG00000186501,TMEM222,24,-0.8686,47,0.16155,48,0.18281,35,-0.3489,47,0.20604
ENSG00000158195,WASF2,178,2.06201,58,0.16617,136,1.55588,29,-1.0030,19,-2.0059
ENSG00000126705,AHDC1,30,-0.7795,34,-0.7008,53,0.09254,82,0.89804,50,0.01769
ENSG00000126709,IFI6,50,-0.9854,82,-0.2811,212,1.31691,91,-0.0764,91,-0.1191
ENSG00000009780,FAM76A,28,0.28969,21,-0.2104,35,0.65302,30,0.44620,19,-0.4900
ENSG00000117758,STX12,71,-0.5064,71,-0.6151,122,0.32630,110,0.18267,113,0.33414
ENSG00000117751,PPP1R8,25,-0.2016,27,-0.1209,25,-0.2160,20,-0.5691,34,0.48982
ENSG00000117748,RPA2,15,-1.4618,30,-0.5825,25,-0.7620,30,-0.4861,60,1.13177
ENSG00000126698,DNAJC8,287,0.50361,187,-0.2114,142,-0.5982,264,0.41048,199,-0.1258
ENSG00000130770,ATP5IF1,133,-1.7193,312,-0.5211,369,-0.1785,267,-0.7315,598,1.08719
ENSG00000204138,PHACTR4,108,1.96536,28,-0.3638,78,1.36368,25,-0.5043,18,-1.3481
ENSG00000198492,YTHDF2,44,-0.9083,53,-0.7246,29,-1.5135,121,0.75091,96,0.50428
ENSG00000159023,EPB41,13,-0.8300,18,-0.4343,30,0.44991,46,1.35748,16,-0.7082
ENSG00000116350,SRSF4,110,0.41131,86,0.02875,81,-0.0776,117,0.56122,68,-0.5283
ENSG00000116353,MECR,2,-3.5787,25,-0.4206,42,0.47220,24,-0.4267,41,0.78409
ENSG00000060656,PTPRU,2,-2.9546,13,-0.6562,5,-1.9360,24,0.44678,26,0.92987
ENSG00000162512,SDC3,108,0.09588,116,0.25959,90,-0.1797,101,-0.0125,94,-0.1814
ENSG00000134644,PUM1,128,-0.4677,144,-0.3538,190,0.14530,238,0.56484,172,-0.0290
ENSG00000121766,ZCCHC17,147,0.11166,124,-0.1830,68,-1.0588,172,0.40474,142,0.09309
ENSG00000121769,FABP3,13,-2.1489,35,-0.8595,64,0.18715,38,-0.6617,85,1.18371
ENSG00000162517,PEF1,32,-1.0487,49,-0.4807,84,0.43028,48,-0.4768,81,0.66052
ENSG00000084636,COL16A1,55,1.05902,30,0.06177,19,-0.6367,27,-0.1039,25,-0.2793
ENSG00000121753,ADGRB2,29,-2.7044,158,-0.2099,143,-0.3319,165,-0.1146,229,0.71241
ENSG00000184007,PTP4A2,1246,2.91454,201,-0.4378,81,-1.7257,150,-0.8798,166,-0.9418
ENSG00000121774,KHDRBS1,111,-0.3027,133,-0.0217,187,0.51652,134,-0.0173,131,-0.0750
ENSG00000025800,KPNA6,85,-0.2861,71,-0.6695,111,0.11719,139,0.54576,109,0.14700
ENSG00000084652,TXLNA,25,-0.1538,19,-0.6180,55,1.15493,33,0.31535,25,-0.2306
ENSG00000084623,EIF3I,43,-1.1500,74,-0.4156,118,0.38157,77,-0.3018,114,0.57338
ENSG00000175130,MARCKSL1,570,2.71404,159,0.46133,117,-0.1210,30,-2.2586,59,-1.5643
ENSG00000160058,BSDC1,71,0.12008,55,-0.3430,73,0.17261,54,-0.3441,75,0.32906
ENSG00000160062,ZBTB8A,22,0.14855,22,0.19987,15,-0.4847,16,-0.4026,21,0.13266
ENSG00000176261,ZBTB8OS,20,-0.8138,37,0.10406,45,0.37816,21,-0.8489,41,0.37834
ENSG00000162521,RBBP4,102,-0.0812,86,-0.3971,119,0.16142,119,0.18700,113,0.14413
ENSG00000162522,KIAA1522,0,-6.4039,25,0.53119,17,-0.2345,12,-0.8209,23,0.48772
ENSG00000134684,YARS,22,-2.3344,63,-0.9482,154,0.57975,117,0.14798,138,0.68171
ENSG00000160097,FNDC5,4,-2.8953,24,-0.5351,74,1.37127,20,-0.7293,39,0.50195
ENSG00000121905,HPCA,9,-4.2370,122,-0.5502,154,-0.1024,124,-0.4694,239,1.10352
ENSG00000121900,TMEM54,38,-0.1300,55,0.57346,49,0.24159,21,-1.1170,41,-0.0381
ENSG00000004455,AK2,52,0.99854,21,-0.4978,71,1.53251,23,-0.3009,21,-0.6863
ENSG00000142920,AZIN2,8,-1.3769,17,-0.3425,24,0.24535,18,-0.1991,25,0.55689
ENSG00000160094,ZNF362,11,-1.2389,30,0.35263,25,0.01551,20,-0.3230,26,0.15130
ENSG00000134686,PHC2,68,0.37090,43,-0.4220,96,0.94460,50,-0.1257,50,-0.1492
ENSG00000163866,SMIM12,14,-1.8674,24,-1.2979,84,0.81760,52,0.03858,67,0.76208
ENSG00000116544,DLGAP3,5,-3.3778,61,0.44038,65,0.43773,35,-0.5577,53,0.19960
ENSG00000163867,ZMYM6,23,-0.0529,14,-0.8646,24,0.03114,34,0.69322,24,0.11019
ENSG00000116560,SFPQ,551,1.18414,209,-0.4632,420,0.72418,394,0.69601,166,-1.0326
ENSG00000146463,ZMYM4,73,0.28529,56,-0.1361,75,0.32895,76,0.40296,52,-0.3703
ENSG00000142687,KIAA0319L,57,-0.3828,69,-0.1115,84,0.21731,73,0.00393,77,0.11649
ENSG00000020129,NCDN,18,-4.8522,234,-1.2957,282,-0.8501,602,0.36642,733,1.21827
ENSG00000126067,PSMB2,47,-0.8221,60,-0.5642,64,-0.3817,62,-0.4591,112,0.92098
ENSG00000142686,C1orf216,12,-3.1760,61,-0.9882,59,-0.8915,107,0.01779,161,1.25994
ENSG00000092847,AGO1,45,0.16012,32,-0.4524,23,-0.8497,62,0.74320,40,-0.0213
ENSG00000126070,AGO3,117,1.36015,35,-0.6953,61,0.27819,83,0.88894,33,-0.9458
ENSG00000054116,TRAPPC3,16,-1.4101,25,-0.8834,53,0.39596,24,-0.8606,60,1.11766
ENSG00000116871,MAP7D1,217,0.08030,190,-0.1517,225,0.14149,162,-0.4074,227,0.25027
ENSG00000054118,THRAP3,212,0.16924,172,-0.1966,213,0.17249,273,0.64997,160,-0.4067
ENSG00000181817,LSM10,8,-1.9065,28,-0.1912,23,-0.4420,27,-0.2395,40,0.73285
ENSG00000116885,OSCP1,5,-1.7128,13,-0.4915,6,-1.4639,23,0.52493,21,0.63559
ENSG00000116898,MRPS15,28,-0.5178,43,0.17222,34,-0.2307,22,-0.9557,47,0.49622
ENSG00000163873,GRIK3,7,-1.4483,14,-0.5968,22,0.12741,28,0.56880,22,0.30077
ENSG00000163875,MEAF6,54,-1.0180,94,-0.2168,97,-0.1379,104,-0.0366,126,0.45469
ENSG00000163877,SNIP1,10,-0.8400,20,0.22097,5,-1.8997,21,0.28787,19,0.20661
ENSG00000134697,GNL2,24,-0.0387,19,-0.4521,35,0.54665,32,0.49627,23,-0.1871
ENSG00000185090,MANEAL,6,-2.0086,8,-1.8227,29,0.38411,30,0.47300,31,0.88294
ENSG00000197982,C1orf122,222,0.70912,182,0.47854,107,-0.4487,58,-1.4577,145,0.03838
ENSG00000183431,SF3A3,16,-1.5266,29,-0.7615,78,0.89640,44,-0.0188,53,0.45948
ENSG00000183520,UTP11,30,-0.2936,32,-0.2177,26,-0.4987,47,0.45992,37,0.09043
ENSG00000116954,RRAGC,38,-0.3030,30,-0.7697,89,1.05415,54,0.25237,47,-0.0001
ENSG00000174574,AKIRIN1,73,-0.2880,67,-0.4767,119,0.49823,70,-0.3649,103,0.42333
ENSG00000168653,NDUFS5,286,-1.0598,542,-0.1016,496,-0.2218,396,-0.6150,731,0.67836
ENSG00000127603,MACF1,834,1.34491,457,0.42268,434,0.25067,501,0.54075,160,-1.6963
ENSG00000090621,PABPC4,87,0.41904,89,0.56521,107,0.75175,55,-0.3189,47,-0.8035
ENSG00000116983,HPCAL4,88,-2.2778,453,0.25135,323,-0.3249,430,0.13310,430,0.19588
ENSG00000084072,PPIE,21,-0.9001,28,-0.5787,20,-0.9800,33,-0.2523,54,0.97043
ENSG00000131236,CAP1,102,-0.4377,118,-0.2588,123,-0.1476,145,0.10997,152,0.28805
ENSG00000131238,PPT1,42,-1.5134,83,-0.5736,86,-0.4144,128,0.21462,145,0.68157
ENSG00000117000,RLF,57,0.93981,27,-0.3227,47,0.61994,50,0.81343,20,-1.0354
ENSG00000084073,ZMPSTE24,19,-0.5225,21,-0.4197,37,0.52899,27,0.05856,29,0.21140
ENSG00000049089,COL9A2,98,3.23613,18,0.09782,8,-1.2181,1,-3.3934,9,-1.3455
ENSG00000084070,SMAP2,73,-1.0662,118,-0.4101,62,-1.3106,236,0.87142,160,0.22282
ENSG00000117016,RIMS3,7,-5.0596,232,0.07038,248,0.16258,185,-0.3263,273,0.53218
ENSG00000066136,NFYC,12,-1.5221,33,-0.0606,21,-0.7216,38,0.18169,40,0.42756
ENSG00000127124,HIVEP3,8,-1.5976,29,0.42019,39,0.79319,32,0.53472,17,-0.7257
ENSG00000198815,FOXJ3,22,-1.2705,42,-0.3791,74,0.55924,47,-0.1727,61,0.43259
ENSG00000177181,RIMKLA,7,-2.8041,42,-0.3448,27,-0.9516,73,0.66127,60,0.45116
ENSG00000127125,PPCS,53,-0.0017,59,0.20676,39,-0.4670,52,-0.0468,53,-0.0097
ENSG00000186409,CCDC30,50,0.03411,65,0.57595,23,-1.1680,95,1.23843,26,-1.3120
ENSG00000065978,YBX1,207,1.47475,131,0.90613,99,0.23920,44,-1.0861,47,-1.2512
ENSG00000164008,C1orf50,17,-0.0803,16,-0.2557,17,-0.1167,14,-0.4034,22,0.45002
ENSG00000177868,SVBP,23,-0.6440,32,-0.2293,27,-0.4249,38,0.10843,41,0.38638
ENSG00000117394,SLC2A1,30,-0.9599,66,0.27026,324,3.28298,8,-2.9709,24,-1.7588
ENSG00000117395,EBNA1BP2,40,-1.0134,64,-0.3541,23,-1.8397,75,-0.0565,105,0.85686
ENSG00000066322,ELOVL1,66,2.25897,19,0.17919,25,0.51681,2,-2.8392,12,-0.8735
ENSG00000198198,SZT2,26,0.32998,18,-0.2998,72,2.11708,25,0.32705,10,-1.5059
ENSG00000178922,HYI,32,0.66409,24,0.23624,17,-0.3194,19,-0.1286,18,-0.2849
ENSG00000142949,PTPRF,84,-0.3463,84,-0.4198,133,0.36671,62,-0.8738,134,0.66152
ENSG00000126091,ST3GAL3,11,-1.7665,23,-0.8603,31,-0.2886,39,0.05703,52,0.93543
ENSG00000117408,IPO13,100,1.13649,30,-0.8743,80,0.77428,36,-0.5363,50,0.04237
ENSG00000117410,ATP6V0B,82,-2.0107,152,-1.2601,434,0.52541,304,-0.0476,433,0.93883
ENSG00000117411,B4GALT2,40,-0.7181,96,0.83595,54,-0.2675,28,-1.3507,67,0.08853
ENSG00000178028,DMAP1,36,-0.7426,30,-1.1393,66,0.19523,55,-0.0905,79,0.86051
ENSG00000117419,ERI3,32,-1.8411,76,-0.6601,82,-0.4291,96,-0.2032,154,1.00936
ENSG00000187147,RNF220,151,0.47720,99,-0.2255,50,-1.2221,76,-0.6310,138,0.56591
ENSG00000142937,RPS8,1808,1.38335,952,0.38166,489,-0.7331,394,-1.1315,698,-0.2823
ENSG00000070785,EIF2B3,19,-0.7153,15,-1.2270,48,0.76285,39,0.47747,34,0.32040
ENSG00000126088,UROD,26,-1.5877,57,-0.5050,76,0.03166,65,-0.2279,99,0.77231
ENSG00000117450,PRDX1,179,-0.2874,255,0.32975,254,0.26090,103,-1.2112,237,0.24070
ENSG00000117448,AKR1A1,26,-0.6083,34,-0.2270,34,-0.2118,30,-0.4520,49,0.61087
ENSG00000132780,NASP,366,2.47194,50,-1.0655,140,0.69669,97,0.12050,48,-1.3377
ENSG00000159592,GPBP1L1,39,0.23820,22,-0.7445,83,1.51288,30,-0.1623,30,-0.2232
ENSG00000086015,MAST2,10,-1.4845,30,0.15161,47,0.83995,14,-1.0781,32,0.32272
ENSG00000117461,PIK3R3,6,-2.4039,39,0.55146,96,1.99815,28,-0.0828,16,-1.2605
ENSG00000085998,POMGNT1,31,-0.6683,35,-0.5705,38,-0.3564,55,0.22892,58,0.52236
