Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to5,Feature log2 fold change topic 2to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to9,Feature log2 fold change topic 8to9
ENSG00000177133,PRDM16-DT,13,-0.4038,20,0.38877,24,0.55819,3,-2.3826,17,0.00849
ENSG00000142611,PRDM16,3,-1.5645,9,-0.1708,19,1.08843,3,-1.7261,14,0.56863
ENSG00000158109,TPRG1L,132,-0.1333,212,1.25591,77,-0.9733,147,0.03411,44,-1.9704
ENSG00000116213,WRAP73,5,-0.8262,10,0.23737,9,0.07339,11,0.34522,8,-0.2333
ENSG00000130764,LRRC47,65,-0.2312,90,0.51958,58,-0.4116,71,-0.0792,60,-0.4012
ENSG00000116198,CEP104,19,-0.5616,16,-1.1817,39,0.57755,43,0.72021,42,0.80670
ENSG00000198912,C1orf174,7,-0.6831,14,0.66769,4,-1.4364,5,-1.1078,13,0.36638
ENSG00000196581,AJAP1,53,0.42857,46,0.29914,23,-0.9105,58,0.57799,26,-0.8075
ENSG00000131697,NPHP4,4,-1.1251,12,0.59901,6,-0.8164,10,-0.0199,10,-0.0026
ENSG00000069424,KCNAB2,158,0.25890,207,1.42231,70,-1.0247,88,-0.6804,35,-2.2219
ENSG00000116254,CHD5,224,1.41897,120,0.54569,60,-0.7928,98,-0.0246,15,-3.0183
ENSG00000116251,RPL22,457,-0.5736,635,-0.0853,906,0.53513,663,0.01659,670,0.03978
ENSG00000116237,ICMT,27,-0.6354,61,1.29936,34,-0.2747,23,-0.8577,19,-1.2969
ENSG00000158292,GPR153,19,1.19512,11,0.48488,6,-0.5654,14,0.62441,0,-4.8487
ENSG00000097021,ACOT7,139,-0.4231,259,1.11588,97,-0.9876,182,0.00475,89,-1.2122
ENSG00000215788,TNFRSF25,26,1.49770,14,0.75815,9,-0.2203,6,-0.9331,0,-5.6283
ENSG00000171680,PLEKHG5,23,0.17141,30,1.13427,14,-0.6569,14,-0.6733,8,-1.4733
ENSG00000162408,NOL9,13,-0.9417,26,0.20322,28,0.28484,35,0.62296,18,-0.5228
ENSG00000162413,KLHL21,29,-0.1073,20,-0.9750,18,-0.8827,69,1.37373,42,0.57537
ENSG00000116273,PHF13,75,1.31184,32,-0.1922,20,-0.8352,71,1.20956,9,-2.1217
ENSG00000041988,THAP3,37,0.66865,26,0.15515,14,-0.8299,26,0.06800,20,-0.3651
ENSG00000007923,DNAJC11,19,-0.2533,27,0.50800,28,0.31337,13,-0.8346,18,-0.4503
ENSG00000171735,CAMTA1,340,0.67397,306,0.89257,177,-0.4001,121,-0.9902,92,-1.5237
ENSG00000049245,VAMP3,72,-0.2864,24,-2.4590,100,0.24576,114,0.46575,195,1.82885
ENSG00000049246,PER3,53,0.20006,34,-0.7523,60,0.39648,34,-0.5160,70,0.79066
ENSG00000116288,PARK7,257,-0.4371,432,0.71567,336,-0.0066,249,-0.4860,235,-0.6384
ENSG00000116285,ERRFI1,68,0.67569,45,-0.0067,37,-0.3168,52,0.24183,35,-0.4771
ENSG00000162426,SLC45A1,28,0.40764,30,0.99982,7,-1.6145,19,-0.2270,10,-1.2582
ENSG00000142599,RERE,89,-0.0988,97,0.06376,84,-0.1748,79,-0.2773,105,0.19848
ENSG00000074800,ENO1,554,-0.0887,496,-0.4016,983,0.87595,635,0.13268,554,-0.0996
ENSG00000142583,SLC2A5,13,-0.4371,10,-1.1804,41,1.43525,12,-0.6079,26,0.76048
ENSG00000171621,SPSB1,18,0.88013,7,-1.0234,6,-0.8137,18,0.89463,13,0.41311
ENSG00000171612,SLC25A33,27,-0.9961,54,0.11309,120,1.45493,20,-1.4297,41,-0.4039
ENSG00000188807,TMEM201,8,-0.9023,15,0.07695,11,-0.3567,31,1.31819,10,-0.6603
ENSG00000171603,CLSTN1,841,0.45459,860,0.89755,382,-0.8124,573,-0.1756,256,-1.5443
ENSG00000178585,CTNNBIP1,43,-0.4812,48,-0.4842,54,-0.1180,109,1.05233,64,0.18233
ENSG00000162441,LZIC,34,-1.0474,42,-1.0475,84,0.37127,116,0.91735,101,0.81015
ENSG00000162444,RBP7,62,-0.5104,12,-3.4902,53,-0.7692,198,1.45964,205,1.97313
ENSG00000130939,UBE4B,60,0.80811,28,-0.6260,27,-0.5045,41,0.15552,46,0.41494
ENSG00000054523,KIF1B,342,0.17245,310,0.02019,234,-0.4367,299,-0.0435,326,0.11187
ENSG00000284642,AL139424.2,28,0.79829,15,-0.3201,19,0.18041,9,-0.9479,19,0.19121
ENSG00000142657,PGD,65,-0.2004,67,-0.2328,59,-0.3539,114,0.71830,79,0.12207
ENSG00000175279,CENPS,2,-2.0005,11,1.47097,7,-0.0357,3,-1.1271,3,-1.0991
ENSG00000241563,CORT,1,-5.5462,47,-1.2191,5,-4.1308,511,4.10332,19,-2.3774
ENSG00000160049,DFFA,23,-0.4897,24,-0.5737,32,0.03973,26,-0.2684,50,0.98223
ENSG00000142655,PEX14,11,-0.6156,25,1.28349,13,-0.3374,5,-1.7018,10,-0.8499
ENSG00000120948,TARDBP,60,0.03385,53,-0.2289,44,-0.4524,83,0.58692,63,0.13712
ENSG00000271895,AL109811.2,43,0.66784,24,-0.3656,24,-0.2965,33,0.23385,30,0.07007
ENSG00000116649,SRM,42,-0.1132,51,0.30579,55,0.32213,46,0.00749,31,-0.6678
ENSG00000171824,EXOSC10,55,0.45326,37,-0.2848,44,0.06489,44,0.07466,42,0.02754
ENSG00000198793,MTOR,24,-0.4222,44,0.93013,13,-1.3606,17,-1.0112,30,-0.1390
ENSG00000120942,UBIAD1,23,0.50146,7,-1.8239,17,0.00994,29,0.89648,28,1.00710
ENSG00000204624,DISP3,16,0.52611,10,-0.3554,22,1.00129,12,0.07170,8,-0.7356
ENSG00000116661,FBXO2,79,-0.8726,142,0.08500,337,1.57537,61,-1.2738,97,-0.6229
ENSG00000132879,FBXO44,43,-0.5557,86,1.07649,39,-0.7151,65,0.09355,29,-1.2789
ENSG00000116670,MAD2L2,20,0.09292,16,-0.4045,27,0.51630,11,-0.9271,26,0.53174
ENSG00000177674,AGTRAP,10,-0.7141,4,-2.3342,37,1.48624,25,0.76083,26,0.96554
ENSG00000177000,MTHFR,29,1.35791,11,-0.2959,8,-0.7245,6,-1.1330,14,0.13309
ENSG00000011021,CLCN6,35,-0.4590,57,0.54410,42,-0.1684,51,0.12695,33,-0.6062
ENSG00000116685,KIAA2013,39,-0.2485,28,-1.0700,63,0.52480,72,0.76002,62,0.59702
ENSG00000083444,PLOD1,10,-0.9826,16,-0.3857,9,-1.1107,38,1.22729,23,0.44208
ENSG00000116688,MFN2,65,-0.5425,114,0.64545,71,-0.4061,81,-0.2010,74,-0.3718
ENSG00000116691,MIIP,13,-0.2997,9,-1.2123,39,1.64018,20,0.46507,15,0.01168
ENSG00000048707,VPS13D,126,0.93120,82,0.32592,52,-0.5412,58,-0.3613,45,-0.8229
ENSG00000162496,DHRS3,36,-0.1727,25,-1.0023,87,1.34876,71,0.97465,31,-0.4185
ENSG00000162493,PDPN,4,-1.5557,5,-1.7740,46,2.36800,12,-0.1390,16,0.41244
ENSG00000116731,PRDM2,236,0.94435,144,0.16761,82,-0.7870,113,-0.2862,104,-0.4568
ENSG00000189337,KAZN,54,-0.5755,58,-0.6810,71,-0.1508,100,0.40930,122,0.88993
ENSG00000142634,EFHD2,167,1.00901,96,0.11232,46,-1.0732,169,1.02876,31,-1.7970
ENSG00000132906,CASP9,3,-1.7575,7,-0.6696,5,-0.9293,19,1.25576,14,0.83919
ENSG00000116138,DNAJC16,21,-0.1903,33,0.86672,13,-0.9840,12,-1.0215,21,-0.2795
ENSG00000197312,DDI2,20,-0.2301,28,0.52860,8,-1.6030,17,-0.5163,26,0.20736
ENSG00000116786,PLEKHM2,55,-0.3268,80,0.49548,66,-0.0415,61,-0.1527,51,-0.4807
ENSG00000179743,AL450998.2,5,-0.9711,6,-1.1345,13,0.43312,8,-0.4037,21,1.47269
ENSG00000065526,SPEN,228,1.25871,59,-1.3343,129,0.25907,116,0.09414,139,0.45245
ENSG00000116809,ZBTB17,8,-0.8814,10,-0.9206,10,-0.6604,29,1.11282,24,0.93512
ENSG00000185519,FAM131C,10,0.53394,11,1.34834,3,-1.2844,0,-6.2104,4,-0.9930
ENSG00000037637,FBXO42,34,0.95378,20,0.14054,11,-0.8694,14,-0.5117,16,-0.2675
ENSG00000055070,SZRD1,21,-0.8885,24,-1.0286,77,1.21356,27,-0.5160,59,0.91391
ENSG00000157191,NECAP2,16,-0.0510,8,-1.5281,34,1.15119,14,-0.2868,28,1.00820
ENSG00000219481,NBPF1,2,-2.1136,6,-0.8749,12,0.48333,12,0.40558,16,1.08511
ENSG00000058453,CROCC,9,0.28569,7,-0.3836,16,1.16709,3,-1.3427,8,-0.0059
ENSG00000159363,ATP13A2,43,-0.5065,87,1.18181,47,-0.3884,49,-0.3225,26,-1.4222
ENSG00000117118,SDHB,67,-0.4689,108,0.47524,81,-0.1865,61,-0.6282,88,-0.0453
ENSG00000117115,PADI2,109,-0.5108,32,-2.9227,186,0.34455,230,0.70592,351,1.90879
ENSG00000179051,RCC2,5,-1.7209,22,0.62253,14,-0.3967,11,-0.7491,20,0.26539
ENSG00000074964,ARHGEF10L,7,-0.7287,11,-0.1951,17,0.51114,4,-1.4453,18,0.74251
ENSG00000117154,IGSF21,103,1.07977,56,0.07511,44,-0.3302,76,0.53881,22,-1.5384
ENSG00000159423,ALDH4A1,15,-0.7078,19,-0.4872,50,1.32506,7,-1.7136,31,0.51817
ENSG00000169991,IFFO2,7,-0.4644,11,0.42556,12,0.46441,7,-0.3317,7,-0.5685
ENSG00000127481,UBR4,51,1.98314,12,-0.8369,15,-0.1787,8,-1.1382,16,-0.1325
ENSG00000127463,EMC1,55,0.71813,34,-0.1180,33,-0.1226,23,-0.6580,37,0.05357
ENSG00000053372,MRTO4,24,-0.6230,45,0.63160,21,-0.7964,25,-0.5866,37,0.04362
ENSG00000053371,AKR7A2,28,-0.2890,28,-0.4963,79,1.45319,17,-1.1128,36,0.11001
ENSG00000040487,SLC66A1,10,0.24297,8,-0.1334,3,-1.2657,11,0.39711,10,0.28808
ENSG00000077549,CAPZB,155,0.11440,146,0.01647,134,-0.1296,143,-0.0262,145,-0.0045
ENSG00000173436,MICOS10,166,-0.8411,378,0.87658,226,-0.3579,153,-0.9637,242,-0.2777
ENSG00000158747,NBL1,163,0.47714,136,0.29692,119,-0.0450,138,0.20591,67,-1.0393
ENSG00000169914,OTUD3,49,1.40291,21,-0.0516,14,-0.7312,26,0.28256,11,-1.1515
ENSG00000162545,CAMK2N1,1059,-0.4318,1536,0.27387,1475,0.09938,1066,-0.4216,1375,-0.0180
ENSG00000090432,MUL1,29,0.34778,22,-0.1189,16,-0.5587,20,-0.2602,28,0.34173
ENSG00000183114,FAM43B,10,-0.0121,12,0.63472,12,0.35430,11,0.20829,3,-1.8859
ENSG00000158828,PINK1,237,-0.3967,418,0.97733,238,-0.3889,202,-0.6486,192,-0.8038
ENSG00000244038,DDOST,27,0.11203,27,0.22012,27,0.15873,19,-0.4146,21,-0.2805
ENSG00000117245,KIF17,6,-1.2865,24,1.66322,10,-0.6861,8,-0.8593,6,-1.3999
ENSG00000189410,SH2D5,21,-0.2726,45,2.23457,15,-0.8052,4,-2.5270,3,-3.3042
ENSG00000127483,HP1BP3,340,0.54301,210,-0.3751,185,-0.4466,189,-0.4137,325,0.54794
ENSG00000075151,EIF4G3,214,0.63597,190,0.77737,50,-1.6506,88,-0.7967,101,-0.6541
ENSG00000117298,ECE1,37,0.03815,22,-1.1395,72,1.15904,29,-0.3386,51,0.66434
ENSG00000076864,RAP1GAP,296,0.91209,174,0.02359,78,-1.2273,348,1.20333,67,-1.5860
ENSG00000090686,USP48,73,0.14803,56,-0.4257,62,-0.1361,62,-0.1184,91,0.58288
ENSG00000070831,CDC42,235,-0.1545,222,-0.3738,215,-0.2948,345,0.47808,322,0.42007
ENSG00000173372,C1QA,47,0.85190,12,-1.7144,59,1.27319,8,-1.9325,45,0.95343
ENSG00000159189,C1QC,20,-0.6574,10,-2.2056,68,1.37265,31,0.02278,59,1.35091
ENSG00000173369,C1QB,18,-1.3531,22,-1.4476,119,1.80658,24,-0.9405,70,0.98475
ENSG00000133216,EPHB2,13,0.81002,8,0.14813,2,-1.8384,3,-1.3040,10,0.36041
ENSG00000004487,KDM1A,49,0.20095,52,0.48651,16,-1.5542,53,0.31592,33,-0.4760
ENSG00000169641,LUZP1,147,1.13178,94,0.60010,48,-0.7172,67,-0.1965,23,-1.9711
ENSG00000125944,HNRNPR,157,-0.1677,145,-0.4370,176,0.01741,203,0.25355,225,0.49048
ENSG00000125945,ZNF436,40,0.70479,20,-0.5541,16,-0.7492,82,2.09173,7,-2.1310
ENSG00000249087,ZNF436-AS1,5,-1.4223,19,0.95859,11,-0.4194,7,-1.0511,13,-0.1523
ENSG00000088280,ASAP3,17,0.43168,7,-1.2784,24,0.98148,15,0.24208,17,0.45171
ENSG00000117318,ID3,18,-1.7349,7,-3.6989,280,3.23374,41,-0.5265,74,0.48401
ENSG00000142676,RPL11,381,-0.6562,495,-0.3771,775,0.48774,590,0.03553,734,0.46352
ENSG00000011007,ELOA,48,0.90042,26,-0.2067,11,-1.3453,10,-1.4761,39,0.66329
ENSG00000057757,PITHD1,101,-0.7210,201,0.65997,97,-0.7790,204,0.40583,116,-0.5718
ENSG00000011009,LYPLA2,13,-0.3911,22,0.83077,5,-1.6607,23,0.56492,9,-0.9146
ENSG00000117308,GALE,8,-0.8561,20,1.24497,8,-0.8714,1,-3.8691,13,-0.1192
ENSG00000117305,HMGCL,20,-0.3927,21,-0.4837,37,0.59038,17,-0.6251,36,0.69193
ENSG00000179163,FUCA1,14,-0.2021,19,0.58406,15,-0.0695,19,0.33994,8,-1.1558
ENSG00000189266,PNRC2,64,0.22715,53,-0.1362,59,0.09549,65,0.25095,51,-0.1587
ENSG00000188529,SRSF10,150,0.86999,61,-0.8780,108,0.30023,84,-0.0995,110,0.39348
ENSG00000001461,NIPAL3,113,-0.2150,80,-1.0661,99,-0.4162,222,0.92111,203,0.90971
ENSG00000117602,RCAN3,4,-1.7477,6,-1.4297,3,-1.8246,19,0.72241,30,1.98118
ENSG00000133226,SRRM1,221,0.41927,150,-0.3239,152,-0.1890,121,-0.5547,223,0.51299
ENSG00000169504,CLIC4,121,-0.3679,28,-3.1660,221,0.62789,249,0.83541,332,1.72419
ENSG00000117614,SYF2,122,0.01873,111,-0.1931,154,0.41338,100,-0.2992,130,0.15213
ENSG00000117616,RSRP1,50,0.86484,26,-0.3233,13,-1.1993,38,0.40152,31,0.07399
ENSG00000183726,TMEM50A,81,-0.3889,84,-0.4914,126,0.33411,104,0.01706,140,0.59711
ENSG00000204178,MACO1,95,1.28895,42,-0.1666,27,-0.7828,53,0.27208,30,-0.6837
ENSG00000157978,LDLRAP1,30,0.85805,3,-2.8878,8,-1.1062,37,1.27552,35,1.40398
ENSG00000117643,MAN1C1,10,-1.4528,40,1.28041,29,0.12310,7,-1.9598,17,-0.7509
ENSG00000162430,SELENON,37,0.32539,22,-0.7349,48,0.77337,23,-0.4114,38,0.43040
ENSG00000117640,MTFR1L,27,-0.8529,58,0.64157,38,-0.3122,36,-0.3763,42,-0.1854
ENSG00000117632,STMN1,1095,-0.3591,1611,0.45141,509,-1.5378,1470,0.11401,1408,0.05062
ENSG00000158008,EXTL1,43,1.07396,30,0.76773,14,-0.7765,17,-0.4445,6,-2.0897
ENSG00000175087,PDIK1L,19,0.34728,21,0.84078,21,0.51301,9,-0.7786,3,-2.3079
ENSG00000142684,ZNF593,17,-0.8302,37,0.76673,24,-0.2861,21,-0.4718,23,-0.3590
ENSG00000130695,CEP85,6,-1.3018,5,-2.0301,7,-1.1185,24,0.76642,39,2.14462
ENSG00000142669,SH3BGRL3,179,0.07073,126,-0.7185,244,0.58276,219,0.40030,199,0.27970
ENSG00000158062,UBXN11,11,0.05468,17,1.36628,13,0.24161,3,-1.7723,2,-2.5162
ENSG00000117682,DHDDS,13,-0.6055,21,0.16491,17,-0.2203,42,1.31250,10,-1.1021
ENSG00000198830,HMGN2,269,-0.1210,184,-1.0249,445,0.71376,398,0.52125,382,0.53281
ENSG00000117676,RPS6KA1,5,-0.8404,4,-1.7949,4,-1.1429,24,1.51543,19,1.40392
ENSG00000117713,ARID1A,62,0.05358,47,-0.5929,74,0.35083,73,0.33110,72,0.33721
ENSG00000204160,ZDHHC18,29,0.45995,22,0.00196,17,-0.4055,25,0.18070,19,-0.2091
ENSG00000142751,GPN2,24,0.55106,17,0.03517,11,-0.7038,14,-0.2884,18,0.06914
ENSG00000198746,GPATCH3,10,-0.0124,11,0.38677,15,0.67682,5,-0.9629,6,-0.6760
ENSG00000090273,NUDC,148,-0.2257,195,0.38187,162,-0.0775,202,0.28132,119,-0.6365
ENSG00000253368,TRNP1,22,-0.5381,53,1.89199,15,-1.1185,21,-0.6447,6,-2.6267
ENSG00000090020,SLC9A1,1,-2.9604,18,1.49956,15,0.46895,8,-0.5572,3,-2.0401
ENSG00000142784,WDTC1,21,0.28017,16,-0.2627,27,0.64693,20,0.14991,15,-0.3543
ENSG00000186501,TMEM222,55,-0.2598,51,-0.5674,60,-0.1114,97,0.68052,83,0.47524
ENSG00000181773,GPR3,9,0.10526,9,0.29003,7,-0.1781,9,0.21831,6,-0.5790
ENSG00000158195,WASF2,63,-0.8382,32,-2.3978,206,1.09725,149,0.52504,215,1.45594
ENSG00000126705,AHDC1,76,1.35253,25,-0.7291,30,-0.2398,63,1.01851,21,-0.8757
ENSG00000126709,IFI6,163,0.07876,127,-0.4881,197,0.39209,181,0.25118,174,0.22049
ENSG00000009780,FAM76A,29,-0.0095,23,-0.5549,32,0.16085,30,0.05332,39,0.58190
ENSG00000117758,STX12,120,-0.1984,125,-0.2108,104,-0.4212,257,1.08940,121,-0.2145
ENSG00000117751,PPP1R8,25,-0.6002,29,-0.6150,44,0.24943,54,0.60282,49,0.52819
ENSG00000130775,THEMIS2,12,-0.1164,7,-1.3097,14,0.16057,16,0.40297,22,1.15120
ENSG00000117748,RPA2,25,-0.4278,40,0.59581,27,-0.3076,21,-0.6893,30,-0.1569
ENSG00000158161,EYA3,3,-1.3654,7,-0.3583,8,0.07485,6,-0.4983,14,1.05086
ENSG00000126698,DNAJC8,232,-0.0243,266,0.32967,224,-0.0790,173,-0.4931,214,-0.1762
ENSG00000130770,ATP5IF1,315,-0.6372,650,0.98800,312,-0.6540,374,-0.3689,318,-0.6911
ENSG00000130766,SESN2,24,0.48982,14,-0.5347,8,-1.2268,60,2.24826,5,-1.8890
ENSG00000204138,PHACTR4,37,0.48254,16,-1.1687,29,0.11688,43,0.74433,37,0.55982
ENSG00000242125,SNHG3,12,-0.8432,27,0.65354,11,-0.9793,22,0.01739,20,-0.1416
ENSG00000180098,TRNAU1AP,23,0.08725,16,-0.6297,29,0.52307,27,0.36211,24,0.23199
ENSG00000197989,SNHG12,10,0.26370,9,0.37566,13,0.78617,1,-3.2075,6,-0.4851
ENSG00000120656,TAF12,3,-1.8102,11,0.20804,10,0.01964,7,-0.3898,13,0.48572
ENSG00000162419,GMEB1,10,0.19913,8,-0.2386,7,-0.3576,13,0.52992,9,0.05321
ENSG00000198492,YTHDF2,105,0.03859,115,0.31990,55,-0.9724,107,0.06955,97,-0.0978
ENSG00000159023,EPB41,7,-0.9740,20,1.33625,11,-0.2368,0,-7.0260,10,-0.4352
ENSG00000116350,SRSF4,96,0.77018,52,-0.3574,52,-0.2287,64,0.10525,61,0.02271
ENSG00000116353,MECR,22,-0.3025,34,0.62355,34,0.37568,17,-0.7476,18,-0.7286
ENSG00000060656,PTPRU,59,2.12121,16,-0.3494,2,-3.1344,27,0.61231,7,-1.5739
ENSG00000162511,LAPTM5,60,-0.5717,33,-1.9641,203,1.50304,73,-0.2698,154,1.20271
ENSG00000162512,SDC3,175,0.38734,91,-0.9413,173,0.37020,225,0.81702,153,0.19013
ENSG00000134644,PUM1,89,0.39502,82,0.46919,57,-0.3084,38,-0.9305,56,-0.3792
ENSG00000084628,NKAIN1,4,-1.6069,8,-0.9956,5,-1.2583,22,0.93255,25,1.41234
ENSG00000060688,SNRNP40,18,0.23573,15,-0.1559,5,-1.7907,5,-1.6882,28,1.11056
ENSG00000121766,ZCCHC17,133,0.17762,123,0.07866,102,-0.2550,114,-0.0678,116,-0.0454
ENSG00000121769,FABP3,46,-0.5134,95,1.33111,13,-2.3607,60,-0.0737,34,-1.0469
ENSG00000162517,PEF1,54,0.03847,64,0.59224,28,-0.9683,40,-0.4424,46,-0.2359
ENSG00000084636,COL16A1,68,0.41218,21,-1.8542,47,-0.1743,116,1.37192,79,0.79900
ENSG00000121753,ADGRB2,250,0.85655,168,0.31002,119,-0.3729,221,0.63952,45,-2.0042
ENSG00000184007,PTP4A2,419,0.05511,188,-1.6243,424,0.07485,661,0.82378,696,1.11043
ENSG00000121774,KHDRBS1,214,0.55647,123,-0.5289,121,-0.3790,213,0.54212,170,0.19424
ENSG00000121775,TMEM39B,8,-0.3544,13,0.70923,6,-0.6638,11,0.18296,6,-0.7313
ENSG00000025800,KPNA6,98,0.65194,62,-0.1571,50,-0.4282,66,0.00872,66,-0.0070
ENSG00000084652,TXLNA,33,0.48557,15,-1.0169,21,-0.2513,24,-0.0700,41,1.01651
ENSG00000160050,CCDC28B,12,0.23380,11,0.14073,10,-0.0854,11,0.18639,8,-0.4469
ENSG00000084623,EIF3I,86,-0.2513,113,0.29892,93,-0.1341,88,-0.2156,95,-0.1083
ENSG00000116478,HDAC1,13,-0.0778,5,-1.8446,20,0.57163,18,0.39421,26,1.30712
ENSG00000175130,MARCKSL1,452,-0.3180,130,-2.7691,430,-0.3990,981,0.97763,1291,1.92124
ENSG00000225828,FAM229A,17,-0.2248,12,-1.0021,36,1.07615,25,0.45896,23,0.31895
ENSG00000160058,BSDC1,76,0.76452,45,-0.1440,27,-0.8773,56,0.25564,45,-0.0924
ENSG00000160062,ZBTB8A,29,1.03444,16,0.00835,9,-0.8424,17,0.12115,11,-0.5274
ENSG00000176261,ZBTB8OS,32,-0.6742,61,0.64960,31,-0.7217,44,-0.1589,44,-0.1955
ENSG00000162521,RBBP4,153,0.58947,101,-0.1566,105,-0.0316,72,-0.6354,116,0.14778
ENSG00000162520,SYNC,10,-0.1273,9,-0.4590,22,1.11037,15,0.47423,8,-0.4909
ENSG00000162522,KIAA1522,15,-0.1039,23,1.02613,23,0.56233,11,-0.6442,3,-2.5582
ENSG00000134684,YARS,88,-0.1218,130,0.94906,69,-0.5062,72,-0.4460,53,-0.9995
ENSG00000116497,S100PBP,10,-0.3630,8,-1.0166,21,0.88633,12,0.01004,18,0.77630
