Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to8,Feature log2 fold change topic 5to8,Feature count topic 9to11,Feature log2 fold change topic 9to11
ENSG00000215788,TNFRSF25,8,-1.6820,13,-1.0259,37,0.70710,35,0.81560,14,-1.0279
ENSG00000171680,PLEKHG5,13,-1.6008,21,-0.8937,23,-0.7778,41,0.19046,56,0.87545
ENSG00000162408,NOL9,23,-0.1808,21,-0.3219,19,-0.4865,29,0.24293,29,0.22372
ENSG00000162413,KLHL21,21,-0.2779,32,0.35341,17,-0.6721,30,0.37521,25,-0.0755
ENSG00000041988,THAP3,0,-5.5451,15,-0.4029,11,-0.8496,30,1.21158,17,-0.1840
ENSG00000007923,DNAJC11,22,-0.8853,20,-1.0156,44,0.18315,45,0.28871,42,0.11600
ENSG00000171735,CAMTA1,247,-1.0387,264,-0.9368,823,1.00698,426,-0.2800,489,0.01793
ENSG00000049245,VAMP3,63,1.54109,43,0.87790,19,-0.4977,17,-0.7499,21,-0.3302
ENSG00000049246,PER3,55,0.46565,57,0.51874,45,0.14560,43,0.07435,27,-0.7688
ENSG00000116288,PARK7,67,-1.8418,341,0.67583,113,-1.1426,280,0.53560,239,0.12759
ENSG00000116285,ERRFI1,13,-0.6860,8,-1.4161,14,-0.6623,36,1.46080,13,-0.8633
ENSG00000162426,SLC45A1,3,-2.8413,23,0.17454,20,-0.0801,25,0.41108,21,0.04792
ENSG00000142599,RERE,198,0.29764,146,-0.1874,225,0.56937,141,-0.3358,151,-0.1684
ENSG00000074800,ENO1,245,-1.1132,1118,1.33646,409,-0.3592,529,0.11300,415,-0.3725
ENSG00000171612,SLC25A33,5,-2.4760,69,1.67265,18,-0.6059,26,-0.0068,24,-0.1647
ENSG00000171603,CLSTN1,238,-1.4750,346,-0.9151,583,-0.1195,880,0.87860,533,-0.3057
ENSG00000178585,CTNNBIP1,22,-0.5636,42,0.42654,29,-0.1596,27,-0.3435,40,0.46911
ENSG00000162441,LZIC,75,0.74773,54,0.21919,52,0.18697,50,0.13060,28,-0.9219
ENSG00000130939,UBE4B,61,0.44707,26,-0.8440,45,-0.0346,57,0.52042,33,-0.5981
ENSG00000054523,KIF1B,573,0.62396,247,-0.7101,505,0.47081,348,-0.2493,356,-0.1795
ENSG00000142657,PGD,37,-0.5272,53,0.02463,35,-0.6684,60,0.34395,57,0.19082
ENSG00000241563,CORT,8,-1.3356,30,0.62406,13,-0.6692,22,0.16927,23,0.29124
ENSG00000160049,DFFA,92,0.70805,68,0.19829,87,0.68327,45,-0.5745,47,-0.4417
ENSG00000142655,PEX14,11,-1.2563,29,0.23959,12,-1.1389,43,1.57902,12,-1.3028
ENSG00000120948,TARDBP,104,0.39615,70,-0.2280,75,-0.1386,93,0.32815,65,-0.4162
ENSG00000116649,SRM,14,-2.3614,83,0.27397,63,-0.1963,82,0.38420,73,0.07675
ENSG00000171824,EXOSC10,64,1.01960,42,0.32353,50,0.69140,37,0.16444,8,-2.4142
ENSG00000198793,MTOR,12,-1.7056,43,0.14861,37,-0.0879,45,0.34025,40,0.03653
ENSG00000116661,FBXO2,66,-1.8204,439,1.14946,128,-0.9016,248,0.28441,221,0.01102
ENSG00000132879,FBXO44,40,-1.3318,67,-0.5508,69,-0.5614,144,1.05573,79,-0.3768
ENSG00000116670,MAD2L2,14,0.00738,30,1.17217,9,-0.8435,13,-0.1900,15,0.05844
ENSG00000177000,MTHFR,30,0.19564,25,-0.0882,31,0.27808,22,-0.4031,29,0.17375
ENSG00000011021,CLCN6,39,-1.4112,72,-0.4852,81,-0.3352,119,0.46291,110,0.23862
ENSG00000116685,KIAA2013,41,0.32696,38,0.22815,30,-0.1887,36,0.22655,27,-0.4123
ENSG00000083444,PLOD1,41,0.88137,38,0.73848,16,-0.6753,21,-0.2780,23,-0.1015
ENSG00000116688,MFN2,74,-0.5794,85,-0.3677,97,-0.1804,128,0.40600,107,-0.0161
ENSG00000116691,MIIP,14,-0.1835,29,0.95596,12,-0.4791,19,0.36624,11,-0.6309
ENSG00000048707,VPS13D,54,-0.4857,57,-0.3755,68,-0.1347,81,0.24655,78,0.11925
ENSG00000162496,DHRS3,32,0.45966,92,2.36082,13,-0.9594,17,-0.7109,16,-0.7879
ENSG00000116731,PRDM2,308,0.20207,100,-1.5247,441,0.91145,231,-0.3554,259,-0.0960
ENSG00000189337,KAZN,107,1.43384,43,-0.0772,35,-0.4475,47,0.08958,30,-0.7484
ENSG00000142634,EFHD2,54,-0.8984,22,-2.2292,118,0.36702,114,0.39950,98,0.02121
ENSG00000116138,DNAJC16,29,-0.0912,20,-0.6303,21,-0.6619,43,0.83409,25,-0.3633
ENSG00000197312,DDI2,54,0.61278,23,-0.7097,55,0.73446,26,-0.7517,39,0.09826
ENSG00000116786,PLEKHM2,94,-0.8732,115,-0.5649,199,0.32749,128,-0.5513,235,0.74741
ENSG00000065526,SPEN,375,1.52286,105,-0.5885,229,0.75697,94,-0.9786,121,-0.4394
ENSG00000116809,ZBTB17,23,-0.2423,31,0.25680,12,-1.2695,31,0.34211,30,0.26644
ENSG00000037637,FBXO42,13,-0.9770,23,-0.1226,34,0.59095,31,0.53974,15,-0.9454
ENSG00000055070,SZRD1,53,0.78607,46,0.55379,28,-0.2344,28,-0.3228,30,-0.1511
ENSG00000159363,ATP13A2,35,-1.6874,61,-0.8673,96,-0.1827,145,0.77238,102,-0.0920
ENSG00000117118,SDHB,25,-1.0790,66,0.42215,36,-0.5851,70,0.80365,38,-0.5115
ENSG00000117115,PADI2,122,1.61792,135,1.80561,22,-1.2577,26,-1.2001,38,-0.3948
ENSG00000179051,RCC2,3,-3.2258,20,-0.6459,26,-0.3094,47,1.12874,25,-0.3954
ENSG00000074964,ARHGEF10L,1,-3.5674,31,1.06702,9,-0.8793,14,-0.3697,24,0.85407
ENSG00000117154,IGSF21,45,-0.6521,30,-1.2633,38,-0.9979,102,1.01950,67,-0.0688
ENSG00000159423,ALDH4A1,20,-1.1318,95,1.34288,22,-1.1138,25,-1.0792,70,1.11409
ENSG00000127481,UBR4,108,1.53855,25,-0.8437,67,0.81267,30,-0.7269,29,-0.7268
ENSG00000127463,EMC1,18,-0.6145,28,0.06555,20,-0.4578,32,0.43814,26,-0.0321
ENSG00000053372,MRTO4,25,-0.8097,38,-0.1780,45,0.07403,56,0.63849,32,-0.5449
ENSG00000053371,AKR7A2,15,-0.9340,78,1.69907,14,-1.1281,24,-0.3369,32,0.20213
ENSG00000077549,CAPZB,138,-0.4244,179,-0.0139,165,-0.1607,217,0.42932,159,-0.2491
ENSG00000173436,MICOS10,136,-1.0961,323,0.24176,160,-0.9269,288,0.07766,376,0.63940
ENSG00000158747,NBL1,61,-1.4047,125,-0.3199,115,-0.4947,178,0.35998,185,0.39410
ENSG00000169914,OTUD3,22,0.01658,6,-1.8334,22,0.04959,24,0.22327,23,0.14916
ENSG00000162545,CAMK2N1,747,-1.0376,1962,0.47347,1208,-0.3300,1355,-0.1696,1848,0.48707
ENSG00000090432,MUL1,13,-0.4182,20,0.21398,17,-0.0587,21,0.43415,13,-0.4540
ENSG00000183114,FAM43B,15,-0.2787,27,0.59031,15,-0.3553,23,0.56551,13,-0.7070
ENSG00000158828,PINK1,120,-1.6558,337,-0.0912,250,-0.6030,435,0.47996,409,0.27612
ENSG00000244038,DDOST,10,-1.4166,29,0.16011,19,-0.4783,39,1.06325,17,-0.7570
ENSG00000117245,KIF17,10,-1.4770,19,-0.5625,21,-0.4502,36,0.75728,27,-0.0149
ENSG00000189410,SH2D5,2,-3.6888,17,-0.8746,20,-0.6916,51,1.45426,23,-0.5018
ENSG00000127483,HP1BP3,482,1.09699,170,-0.5901,356,0.66150,201,-0.4508,188,-0.5261
ENSG00000075151,EIF4G3,277,0.11505,118,-1.1961,409,0.86906,249,-0.0738,208,-0.4119
ENSG00000117298,ECE1,24,0.01327,37,0.72524,21,-0.2129,25,0.10301,20,-0.3670
ENSG00000076864,RAP1GAP,60,-1.1639,41,-1.7047,140,0.16749,181,0.88988,100,-0.4663
ENSG00000090686,USP48,159,1.17756,44,-0.8940,116,0.72897,68,-0.2886,50,-0.8062
ENSG00000070831,CDC42,130,-0.1360,142,0.00435,99,-0.6025,188,0.71374,111,-0.4620
ENSG00000004487,KDM1A,53,-0.3374,72,0.14794,52,-0.4038,87,0.72547,47,-0.6095
ENSG00000169641,LUZP1,83,-1.2873,68,-1.5790,273,0.63604,187,-0.0710,226,0.32257
ENSG00000125944,HNRNPR,154,0.55574,116,0.10235,112,0.04485,119,0.19431,77,-0.6482
ENSG00000142676,RPL11,499,0.44733,515,0.49863,291,-0.4515,291,-0.5530,466,0.43308
ENSG00000011007,ELOA,35,0.20373,24,-0.3761,40,0.44431,26,-0.3452,32,0.07218
ENSG00000057757,PITHD1,50,-1.3128,85,-0.4979,97,-0.3257,169,0.93714,95,-0.3933
ENSG00000011009,LYPLA2,8,-2.0319,20,-0.6228,26,-0.2737,31,0.02771,44,0.78053
ENSG00000117308,GALE,4,-2.3150,15,-0.5419,20,-0.1106,35,1.22722,14,-0.8411
ENSG00000117305,HMGCL,23,0.32763,36,1.04149,12,-0.7613,15,-0.4657,21,0.25543
ENSG00000189266,PNRC2,47,-0.0110,61,0.38195,44,-0.1381,53,0.22537,39,-0.3614
ENSG00000188529,SRSF10,96,0.57079,52,-0.4040,99,0.70604,73,0.16946,35,-1.1668
ENSG00000001460,STPG1,11,-0.7874,20,0.02372,17,-0.1890,28,0.90282,12,-0.8391
ENSG00000001461,NIPAL3,367,1.65046,49,-1.5744,134,-0.0725,116,-0.3910,128,-0.1650
ENSG00000133226,SRRM1,800,2.12854,180,-0.4401,350,0.70682,129,-1.2214,143,-0.9334
ENSG00000169504,CLIC4,121,2.09156,93,1.57266,20,-0.9959,22,-0.9691,19,-1.1366
ENSG00000117614,SYF2,192,0.31020,164,0.06293,221,0.61979,128,-0.4563,143,-0.1966
ENSG00000117616,RSRP1,123,1.07348,60,-0.0981,85,0.51682,72,0.25769,22,-1.8611
ENSG00000183726,TMEM50A,32,-0.9065,78,0.47101,43,-0.5228,81,0.85269,39,-0.7164
ENSG00000204178,MACO1,106,0.59398,33,-1.2375,122,0.94910,64,-0.2923,56,-0.4982
ENSG00000117643,MAN1C1,50,0.21272,26,-0.7563,15,-1.6899,69,1.27602,31,-0.6276
ENSG00000162430,SELENON,17,-0.7779,79,1.71685,18,-0.8024,28,-0.0461,24,-0.3427
ENSG00000117640,MTFR1L,24,-1.2836,63,0.17782,46,-0.3644,64,0.28731,63,0.19859
ENSG00000117632,STMN1,576,-0.4494,448,-0.8346,690,-0.1837,1145,1.05416,485,-0.8483
ENSG00000158008,EXTL1,22,-1.1155,24,-0.9577,37,-0.3503,59,0.66640,47,0.07309
ENSG00000142684,ZNF593,7,-2.2107,23,-0.4624,22,-0.5593,41,0.70386,33,0.17939
ENSG00000142669,SH3BGRL3,100,-0.6204,176,0.25999,77,-1.1036,171,0.31425,177,0.34670
ENSG00000158062,UBXN11,2,-3.8050,32,0.27748,14,-1.0188,40,0.97443,25,-0.1162
ENSG00000117682,DHDDS,16,-0.4464,28,0.46365,29,0.55973,21,-0.0609,16,-0.4982
ENSG00000198830,HMGN2,201,0.63665,227,0.83872,89,-0.7044,132,-0.0667,120,-0.2421
ENSG00000117713,ARID1A,139,1.03920,92,0.34317,80,0.13091,63,-0.3425,57,-0.4913
ENSG00000204160,ZDHHC18,16,-0.6517,23,-0.0773,23,-0.0951,29,0.40445,22,-0.1642
ENSG00000142751,GPN2,13,-0.5422,20,0.11632,19,0.00985,24,0.60876,13,-0.6818
ENSG00000090273,NUDC,147,-0.7065,198,-0.2496,192,-0.3242,260,0.26769,261,0.23624
ENSG00000253368,TRNP1,7,-2.9240,42,-0.3613,38,-0.5573,63,0.39820,69,0.54728
ENSG00000090020,SLC9A1,0,-6.5335,13,-0.9351,16,-0.6595,36,1.15875,23,-0.0545
ENSG00000142784,WDTC1,34,-0.0370,32,-0.1267,26,-0.5177,34,-0.0367,43,0.42689
ENSG00000186501,TMEM222,37,-0.1189,38,-0.0764,34,-0.2554,51,0.58629,31,-0.4934
ENSG00000158195,WASF2,192,2.11868,113,1.11783,63,0.17995,28,-1.4095,29,-1.1949
ENSG00000126705,AHDC1,68,0.16751,46,-0.4258,52,-0.2804,63,0.08804,67,0.17341
ENSG00000126709,IFI6,74,-0.0031,105,0.54761,28,-1.5707,100,0.74154,61,-0.3812
ENSG00000009780,FAM76A,36,0.85546,14,-0.6123,20,-0.0650,25,0.34073,15,-0.6736
ENSG00000117758,STX12,67,-0.2250,69,-0.1587,66,-0.2590,96,0.53853,64,-0.3379
ENSG00000117751,PPP1R8,28,0.15823,42,0.83841,18,-0.5637,31,0.50448,15,-0.8774
ENSG00000117748,RPA2,29,0.00459,48,0.78733,20,-0.6280,35,0.42544,22,-0.5694
ENSG00000126698,DNAJC8,225,0.13685,167,-0.3252,273,0.51325,177,-0.3350,207,0.01260
ENSG00000130770,ATP5IF1,130,-1.5479,295,-0.3095,276,-0.4507,501,0.84987,323,-0.2082
ENSG00000204138,PHACTR4,117,2.16492,44,0.41109,38,0.20303,23,-0.7717,15,-1.4790
ENSG00000180098,TRNAU1AP,16,-0.0877,5,-1.6913,15,-0.1695,22,0.65611,15,-0.2074
ENSG00000198492,YTHDF2,61,-0.0965,55,-0.2697,79,0.35040,73,0.26354,50,-0.4943
ENSG00000159023,EPB41,9,-1.3725,6,-1.9337,40,1.01996,20,-0.3311,27,0.28966
ENSG00000116350,SRSF4,132,0.82972,77,-0.0523,110,0.59987,68,-0.3473,58,-0.5917
ENSG00000116353,MECR,17,-0.4882,20,-0.2378,24,0.06022,29,0.50757,19,-0.4199
ENSG00000060656,PTPRU,22,0.47214,10,-0.7658,15,-0.0520,23,0.91077,7,-1.3503
ENSG00000162512,SDC3,133,0.02911,224,0.87989,78,-0.8600,134,0.05032,130,-0.0113
ENSG00000134644,PUM1,177,-0.0841,94,-1.0519,260,0.60900,175,-0.1494,188,0.01379
ENSG00000121766,ZCCHC17,151,0.01547,71,-1.1531,230,0.80359,157,0.10951,112,-0.5463
ENSG00000121769,FABP3,18,-1.6101,22,-1.2969,33,-0.7817,84,1.30423,44,-0.3326
ENSG00000162517,PEF1,27,-1.6432,65,-0.3332,56,-0.5999,107,0.70915,84,0.08511
ENSG00000084636,COL16A1,64,1.12900,49,0.67017,32,0.01436,33,0.08046,14,-1.4146
ENSG00000121753,ADGRB2,71,-1.4477,112,-0.7725,143,-0.4349,240,0.65260,199,0.15777
ENSG00000184007,PTP4A2,814,2.21715,146,-0.7231,163,-0.6065,181,-0.5364,184,-0.4490
ENSG00000121774,KHDRBS1,87,-0.2959,133,0.36330,131,0.38151,102,-0.0854,91,-0.2784
ENSG00000025800,KPNA6,123,-0.0202,104,-0.2772,193,0.81185,115,-0.1711,99,-0.4385
ENSG00000084652,TXLNA,48,1.08746,28,0.19865,20,-0.3647,21,-0.3055,23,-0.1056
ENSG00000160050,CCDC28B,6,-1.6631,50,1.63449,16,-0.2334,19,0.07290,14,-0.6022
ENSG00000084623,EIF3I,53,-0.8518,119,0.41756,67,-0.5382,114,0.52497,83,-0.2029
ENSG00000175130,MARCKSL1,578,1.85652,434,1.31869,82,-1.4317,134,-0.7944,152,-0.4914
ENSG00000160058,BSDC1,55,-0.1077,54,-0.1326,58,-0.0211,71,0.46286,45,-0.4854
ENSG00000160062,ZBTB8A,48,1.43906,13,-0.6765,23,0.20430,13,-0.8535,21,0.07893
ENSG00000176261,ZBTB8OS,30,-0.3248,32,-0.2335,24,-0.7522,35,-0.1419,53,0.76929
ENSG00000162521,RBBP4,127,0.25039,129,0.27607,110,0.02140,101,-0.1603,105,-0.0692
ENSG00000162522,KIAA1522,1,-3.7634,28,0.55424,15,-0.4582,26,0.70731,17,-0.2262
ENSG00000134684,YARS,45,-0.9143,65,-0.3381,80,-0.0087,96,0.39672,79,-0.0488
ENSG00000160097,FNDC5,3,-3.7771,28,-0.6111,54,0.46440,36,-0.3190,58,0.72405
ENSG00000121905,HPCA,16,-3.5894,128,-0.5391,170,-0.1080,230,0.58165,196,0.16134
ENSG00000121900,TMEM54,21,-1.2724,62,0.35925,28,-0.9246,43,-0.2947,77,0.97278
ENSG00000004455,AK2,36,0.51126,35,0.49438,19,-0.5421,28,0.15847,22,-0.3285
ENSG00000142920,AZIN2,0,-5.7970,12,-0.9430,20,-0.2331,38,1.45394,15,-0.7769
ENSG00000160094,ZNF362,16,-0.7693,30,0.22827,31,0.27152,25,-0.0744,27,0.02682
ENSG00000134686,PHC2,73,0.56158,79,0.70425,31,-0.8228,49,-0.1138,51,0.00997
ENSG00000163866,SMIM12,13,-1.6134,34,-0.2208,28,-0.5460,56,0.94036,33,-0.2941
ENSG00000116544,DLGAP3,6,-3.6212,66,-0.2019,67,-0.1926,59,-0.5051,128,1.19598
ENSG00000163867,ZMYM6,16,-0.1215,17,-0.0564,23,0.43876,21,0.41891,10,-0.9398
ENSG00000116560,SFPQ,416,1.19929,189,-0.1064,268,0.51386,168,-0.3983,137,-0.7246
ENSG00000146463,ZMYM4,62,0.04505,46,-0.4392,73,0.35075,63,0.08135,53,-0.2463
ENSG00000142687,KIAA0319L,64,-0.4850,75,-0.2338,103,0.28461,101,0.33759,71,-0.3890
ENSG00000020129,NCDN,80,-2.3560,236,-0.7494,204,-1.0464,665,1.59639,272,-0.6384
ENSG00000126067,PSMB2,43,-0.8036,57,-0.3853,73,0.00462,97,0.70212,56,-0.4909
ENSG00000142686,C1orf216,24,-1.8081,29,-1.5215,74,-0.1011,112,0.89651,73,-0.1583
ENSG00000092847,AGO1,67,0.74347,25,-0.7821,46,0.17319,30,-0.7192,53,0.48125
ENSG00000126070,AGO3,135,1.50634,49,-0.1875,74,0.54326,41,-0.6286,37,-0.7380
ENSG00000116863,ADPRHL2,12,-0.6055,23,0.36159,13,-0.6151,24,0.60571,16,-0.3065
ENSG00000054116,TRAPPC3,13,-1.7849,47,0.19569,36,-0.2722,56,0.73177,35,-0.3550
ENSG00000116871,MAP7D1,223,0.30711,131,-0.5298,140,-0.4744,219,0.41840,172,-0.1375
ENSG00000054118,THRAP3,246,0.61924,111,-0.6441,272,0.90305,143,-0.3494,125,-0.5535
ENSG00000181817,LSM10,9,-1.8550,36,0.15313,22,-0.6182,44,0.74294,31,-0.1110
ENSG00000116898,MRPS15,10,-2.2012,45,0.03464,29,-0.7126,58,0.69672,46,0.09201
ENSG00000163875,MEAF6,42,-1.2527,44,-1.1707,99,0.05151,125,0.66594,89,-0.1355
ENSG00000134697,GNL2,39,0.42414,27,-0.1689,32,0.10326,35,0.32355,21,-0.6735
ENSG00000185090,MANEAL,6,-1.6849,11,-0.8792,12,-0.8721,32,1.30310,16,-0.3697
ENSG00000197982,C1orf122,130,-0.0717,201,0.62749,58,-1.4034,121,-0.2693,191,0.70989
ENSG00000188786,MTF1,42,1.56498,16,-0.0006,27,0.92902,7,-1.5379,13,-0.4187
ENSG00000183431,SF3A3,21,-1.0722,46,0.09590,55,0.42569,49,0.27641,35,-0.4180
ENSG00000183520,UTP11,36,0.11438,41,0.32868,48,0.66431,31,-0.1561,23,-0.6646
ENSG00000116954,RRAGC,40,0.07613,44,0.23376,37,-0.0215,35,-0.1754,39,0.07973
ENSG00000174574,AKIRIN1,71,0.19314,71,0.19261,69,0.17590,52,-0.3819,66,0.11859
ENSG00000168653,NDUFS5,207,-1.4646,572,0.08992,367,-0.6580,686,0.58755,561,0.07679
ENSG00000127603,MACF1,1200,2.04764,529,0.56819,476,0.44402,194,-1.2887,214,-1.0130
ENSG00000090621,PABPC4,122,0.84477,95,0.42647,78,0.13802,49,-0.7987,76,0.09178
ENSG00000116983,HPCAL4,216,-0.3631,210,-0.4069,265,-0.0499,286,0.10765,300,0.19218
ENSG00000084072,PPIE,21,-0.7107,30,-0.1385,22,-0.6584,44,0.73382,30,-0.1817
ENSG00000168389,MFSD2A,27,0.78701,27,0.75828,12,-0.5718,16,-0.1184,14,-0.3018
ENSG00000131236,CAP1,166,0.23875,176,0.33195,123,-0.2511,158,0.23620,117,-0.3857
ENSG00000131238,PPT1,44,-1.5237,136,0.21297,66,-0.9949,151,0.58566,131,0.19639
ENSG00000117000,RLF,44,0.53283,31,-0.0055,52,0.94854,27,-0.3137,19,-0.8939
ENSG00000084073,ZMPSTE24,20,-0.0027,28,0.48912,11,-0.9392,26,0.64491,15,-0.4926
ENSG00000084070,SMAP2,104,-0.4594,52,-1.5163,181,0.46343,152,0.18541,139,-0.0197
ENSG00000117016,RIMS3,16,-3.6325,162,-0.2473,120,-0.7742,224,0.40635,256,0.63701
ENSG00000066136,NFYC,18,-0.9842,26,-0.4817,39,0.16979,42,0.43584,32,-0.1768
ENSG00000179862,CITED4,9,-0.8827,18,0.17719,10,-0.8059,21,0.69200,15,-0.1379
ENSG00000127124,HIVEP3,18,-0.4582,22,-0.1890,42,1.01886,17,-0.7613,26,0.11558
ENSG00000198815,FOXJ3,21,-1.0554,43,0.02869,32,-0.4674,57,0.73184,37,-0.2785
ENSG00000177181,RIMKLA,6,-3.0792,26,-0.9524,60,0.38046,54,0.26068,55,0.24998
ENSG00000127125,PPCS,27,-0.1715,43,0.58792,20,-0.6266,35,0.39873,25,-0.3095
ENSG00000186409,CCDC30,59,0.37588,39,-0.2876,77,0.95869,42,-0.2119,30,-0.7978
ENSG00000065978,YBX1,125,0.38449,203,1.19900,76,-0.4356,69,-0.7334,109,0.19892
ENSG00000164008,C1orf50,13,-0.4169,15,-0.1443,11,-0.6372,19,0.27713,19,0.28221
ENSG00000177868,SVBP,39,0.25393,39,0.22320,31,-0.1542,39,0.38119,24,-0.6232
ENSG00000117394,SLC2A1,65,-0.4378,247,1.82145,59,-0.6289,71,-0.4000,76,-0.2300
ENSG00000117395,EBNA1BP2,24,-1.4738,38,-0.7931,76,0.30927,70,0.21715,69,0.16268
ENSG00000066322,ELOVL1,150,3.34108,25,-0.0841,7,-2.0756,18,-0.8527,11,-1.4588
ENSG00000159479,MED8,8,-1.3875,24,0.21003,19,-0.1266,27,0.69943,16,-0.5045
ENSG00000198198,SZT2,32,0.84095,12,-0.6469,24,0.38814,21,0.17770,12,-0.8708
ENSG00000142949,PTPRF,121,-0.1327,122,-0.1244,120,-0.1604,141,0.16417,133,0.02499
ENSG00000066135,KDM4A,20,0.00988,7,-1.5173,28,0.62527,26,0.65391,10,-1.1325
ENSG00000126091,ST3GAL3,5,-3.0505,20,-1.1446,32,-0.4687,51,0.41995,59,0.66680
ENSG00000117408,IPO13,111,1.21047,69,0.39911,21,-1.5030,63,0.38874,38,-0.6313
