Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8
ENSG00000169972,PUSL1,10,0.00657,10,-0.0818,8,-0.4002,8,-0.3316,12,0.34869,11,0.07686,11,0.15800
ENSG00000127054,INTS11,62,0.40225,29,-0.8258,37,-0.4598,28,-0.8693,60,0.32233,77,0.77290,49,0.01710
ENSG00000224051,CPTP,26,0.28487,17,-0.4352,17,-0.4359,9,-1.3723,24,0.16401,32,0.62480,26,0.29248
ENSG00000107404,DVL1,78,0.54152,58,0.02071,68,0.30188,44,-0.3986,40,-0.5460,73,0.42307,46,-0.3801
ENSG00000175756,AURKAIP1,154,-0.2317,198,0.18294,156,-0.2053,172,-0.0492,150,-0.2713,208,0.26613,190,0.13527
ENSG00000221978,CCNL2,82,-0.0402,57,-0.6227,94,0.19406,76,-0.1679,127,0.70333,77,-0.1461,79,-0.1034
ENSG00000224870,MRPL20-AS1,17,1.17439,9,0.16514,9,0.07505,10,0.23085,4,-0.9954,4,-0.9962,7,-0.3260
ENSG00000242485,MRPL20,112,-0.6759,242,0.58875,174,0.03110,202,0.27600,134,-0.3909,209,0.33039,148,-0.2773
ENSG00000235098,ANKRD65,35,0.11780,31,-0.0363,41,0.40345,18,-0.9299,30,-0.0929,43,0.46451,30,-0.1415
ENSG00000179403,VWA1,85,2.29822,12,-1.1759,11,-1.3158,7,-2.0126,12,-1.1325,17,-0.6617,30,0.33078
ENSG00000160072,ATAD3B,11,-0.1871,6,-1.1154,20,0.87448,4,-1.7492,9,-0.4396,13,0.11151,17,0.68774
ENSG00000197785,ATAD3A,16,0.14846,2,-2.5211,11,-0.4285,6,-1.2914,19,0.42792,17,0.27944,22,0.87221
ENSG00000205090,TMEM240,40,0.85670,10,-1.3427,42,0.95068,9,-1.4809,25,0.02836,17,-0.5646,25,0.08229
ENSG00000160075,SSU72,110,-0.2787,162,0.35382,142,0.13185,120,-0.1441,129,-0.0280,100,-0.4305,142,0.16266
ENSG00000228594,FNDC10,27,0.12368,24,-0.0829,12,-1.1783,20,-0.3699,21,-0.3359,38,0.66205,31,0.37297
ENSG00000272106,AL691432.2,25,0.26878,17,-0.3268,43,1.20261,14,-0.6757,18,-0.2412,22,0.04306,16,-0.5518
ENSG00000197530,MIB2,36,0.26810,25,-0.3550,23,-0.4921,22,-0.5521,33,0.08677,34,0.12975,38,0.39585
ENSG00000248333,CDK11B,32,1.29268,13,-0.2400,12,-0.3474,18,0.25800,7,-1.0905,15,-0.0647,12,-0.3885
ENSG00000189339,SLC35E2B,29,-0.4717,27,-0.5468,23,-0.8003,25,-0.6639,50,0.43999,53,0.53988,50,0.52851
ENSG00000008128,CDK11A,26,1.78256,8,-0.3495,14,0.62031,5,-1.0848,7,-0.4045,6,-0.7701,6,-0.8972
ENSG00000215790,SLC35E2A,23,0.05413,16,-0.5348,20,-0.1977,22,-0.0426,17,-0.4781,27,0.29871,28,0.40384
ENSG00000008130,NADK,28,-0.0041,22,-0.3614,35,0.40443,23,-0.2969,30,0.13596,23,-0.3135,30,0.17397
ENSG00000078369,GNB1,571,0.06484,660,0.30673,595,0.13174,475,-0.2382,582,0.09515,452,-0.3176,530,-0.0682
ENSG00000187730,GABRD,107,-0.7091,116,-0.5888,165,-0.0224,219,0.44809,238,0.59283,187,0.18397,154,-0.1616
ENSG00000067606,PRKCZ,128,-0.3014,155,0.00785,145,-0.1049,135,-0.2270,161,0.06309,149,-0.0581,182,0.32091
ENSG00000162585,FAAP20,64,1.10199,55,0.80604,28,-0.3057,23,-0.6228,23,-0.6397,33,-0.0512,23,-0.6841
ENSG00000157933,SKI,57,1.83530,19,-0.1790,29,0.53658,9,-1.2723,7,-1.6187,17,-0.3026,14,-0.6564
ENSG00000272420,AL513477.2,2,-1.7260,4,-0.9527,13,0.71393,5,-0.6601,13,0.73623,17,1.23039,6,-0.6636
ENSG00000157916,RER1,74,0.10726,51,-0.4817,57,-0.3020,63,-0.1578,76,0.16498,84,0.32595,74,0.12464
ENSG00000157911,PEX10,41,0.89577,33,0.54015,16,-0.6651,19,-0.3704,15,-0.7017,23,-0.0973,23,-0.0992
ENSG00000149527,PLCH2,23,0.17860,14,-0.5699,31,0.66688,11,-0.9989,27,0.47271,30,0.64695,14,-0.6701
ENSG00000157881,PANK4,9,-1.0032,25,0.62955,22,0.39841,15,-0.2118,17,0.00205,14,-0.2818,17,0.02984
ENSG00000197921,HES5,31,0.28688,56,1.37828,33,0.42353,13,-1.1007,8,-1.7890,38,0.67878,13,-1.1357
ENSG00000157873,TNFRSF14,18,0.90855,8,-0.3782,28,1.76969,9,-0.2221,6,-0.8039,7,-0.6280,4,-1.7077
ENSG00000157870,PRXL2B,50,0.12571,40,-0.2235,42,-0.1317,42,-0.1580,53,0.24243,39,-0.2617,51,0.19545
ENSG00000177133,PRDM16-DT,21,0.38970,33,1.23605,19,0.28078,11,-0.6315,2,-2.6918,20,0.31114,12,-0.5441
ENSG00000142611,PRDM16,17,0.84584,21,1.26454,9,-0.1043,3,-1.6312,6,-0.7859,6,-0.7021,9,-0.2279
ENSG00000158109,TPRG1L,126,-0.7506,196,-0.0485,166,-0.3144,190,-0.0966,260,0.42878,204,0.01966,235,0.30502
ENSG00000116213,WRAP73,14,-0.4830,9,-1.0873,13,-0.5503,15,-0.3732,23,0.26917,38,1.19790,20,0.09355
ENSG00000130764,LRRC47,83,-0.0790,66,-0.4601,85,-0.0468,52,-0.8199,100,0.22148,113,0.43777,100,0.26170
ENSG00000116198,CEP104,43,1.08794,10,-1.1777,18,-0.3759,22,-0.0585,11,-1.0640,26,0.20470,26,0.24058
ENSG00000198912,C1orf174,10,-0.7087,12,-0.4516,18,0.15134,13,-0.3779,17,0.08244,26,0.74572,17,0.10895
ENSG00000196581,AJAP1,31,-0.2833,24,-0.7201,77,1.26728,31,-0.2744,40,0.12538,31,-0.2668,32,-0.3032
ENSG00000131697,NPHP4,6,-0.6660,5,-0.9360,13,0.61081,4,-1.3501,13,0.57576,8,-0.2803,12,0.59562
ENSG00000069424,KCNAB2,156,-0.2210,118,-0.6629,205,0.23320,118,-0.6569,190,0.10661,228,0.41620,205,0.27764
ENSG00000116254,CHD5,166,0.14348,110,-0.5236,186,0.33447,108,-0.5544,148,-0.0484,167,0.15222,167,0.17664
ENSG00000116251,RPL22,636,0.29856,853,0.81031,562,0.09093,502,-0.0973,387,-0.5133,418,-0.3917,450,-0.3162
ENSG00000158286,RNF207,6,-0.6924,1,-2.7297,10,0.26637,5,-0.8059,18,1.15625,11,0.31686,10,0.24348
ENSG00000116237,ICMT,34,-0.5420,30,-0.7263,49,0.04061,52,0.13193,61,0.39283,60,0.36933,49,0.03042
ENSG00000158292,GPR153,10,0.40696,7,-0.1407,8,0.11511,10,0.44757,11,0.65754,7,-0.0147,3,-1.2730
ENSG00000097021,ACOT7,155,-0.9544,157,-0.9307,173,-0.7803,269,-0.0813,433,0.72810,343,0.32201,365,0.51734
ENSG00000215788,TNFRSF25,49,0.67129,14,-1.3002,57,0.96069,21,-0.7177,29,-0.1749,40,0.32725,26,-0.4326
ENSG00000171680,PLEKHG5,33,-0.0316,24,-0.5185,70,1.29965,25,-0.4942,40,0.29185,25,-0.4422,25,-0.5027
ENSG00000162408,NOL9,41,0.54403,23,-0.4186,33,0.17040,21,-0.5429,31,0.05874,36,0.33500,26,-0.2321
ENSG00000204859,ZBTB48,15,0.44098,7,-0.8337,16,0.53270,9,-0.3720,10,-0.1741,11,-0.0909,12,0.09113
ENSG00000162413,KLHL21,36,0.16565,28,-0.2253,33,0.00313,19,-0.8547,36,0.16042,45,0.52539,32,-0.0284
ENSG00000116273,PHF13,23,0.56155,7,-1.2289,24,0.69132,23,0.60087,13,-0.2961,15,-0.0854,11,-0.6024
ENSG00000041988,THAP3,25,0.34452,13,-0.6771,26,0.39413,17,-0.2373,20,-0.0553,23,0.23811,19,-0.1320
ENSG00000007923,DNAJC11,35,0.30316,26,-0.1861,27,-0.1604,24,-0.2994,29,-0.0372,45,0.70607,25,-0.3260
ENSG00000171735,CAMTA1,318,0.06727,331,0.13406,314,0.04368,249,-0.3351,313,0.03684,276,-0.1643,322,0.10078
ENSG00000049245,VAMP3,61,1.66620,21,-0.1907,26,0.09721,12,-1.0934,7,-1.7780,18,-0.4475,24,-0.0256
ENSG00000049246,PER3,77,1.17135,46,0.27024,56,0.60170,20,-1.0759,20,-1.0479,30,-0.4063,32,-0.3610
ENSG00000116288,PARK7,322,-0.5401,626,0.55852,363,-0.3493,522,0.24686,433,-0.0632,523,0.25206,405,-0.1970
ENSG00000116285,ERRFI1,29,-0.1210,22,-0.5427,17,-0.9613,31,0.00572,34,0.18488,53,0.93910,30,-0.0303
ENSG00000162426,SLC45A1,21,-0.6213,20,-0.6877,23,-0.4705,28,-0.1620,39,0.40215,34,0.18711,40,0.55137
ENSG00000142599,RERE,151,0.47651,108,-0.0832,136,0.28968,84,-0.4852,96,-0.2773,111,-0.0494,113,-0.0204
ENSG00000074800,ENO1,663,0.40843,547,0.08555,475,-0.1466,408,-0.3937,466,-0.1771,516,-0.0111,541,0.07802
ENSG00000171612,SLC25A33,75,1.21960,78,1.29289,29,-0.4124,36,-0.0457,24,-0.7040,22,-0.8375,17,-1.3178
ENSG00000188807,TMEM201,12,-0.0308,11,-0.1034,9,-0.4484,7,-0.6962,8,-0.6655,25,1.32191,11,-0.0907
ENSG00000171608,PIK3CD,14,0.10016,7,-0.9232,5,-1.5040,4,-1.8692,12,-0.2274,16,0.24833,25,1.34054
ENSG00000171603,CLSTN1,744,-0.3532,444,-1.1597,932,0.01276,752,-0.3358,1192,0.42742,1321,0.60615,1006,0.16387
ENSG00000178585,CTNNBIP1,37,-0.0438,47,0.35990,15,-1.4471,17,-1.2141,34,-0.1993,55,0.61652,50,0.53210
ENSG00000162441,LZIC,75,0.56444,76,0.58631,46,-0.2457,51,-0.0773,33,-0.7650,42,-0.3904,53,-0.0279
ENSG00000173614,NMNAT1,7,-0.1241,5,-0.4507,7,-0.1482,5,-0.5104,11,0.58519,7,-0.1878,9,0.33644
ENSG00000130939,UBE4B,41,0.01397,14,-1.5909,36,-0.2126,37,-0.1671,47,0.22570,43,0.07700,54,0.57598
ENSG00000054523,KIF1B,369,0.00227,307,-0.2992,284,-0.4238,280,-0.4440,326,-0.2044,399,0.13138,493,0.58880
ENSG00000284642,AL139424.2,10,-0.7834,12,-0.3956,6,-1.5248,7,-1.1907,20,0.38835,26,0.83847,23,0.74367
ENSG00000142657,PGD,51,0.03457,48,-0.0805,41,-0.3276,42,-0.2972,50,-0.0030,44,-0.2264,63,0.45345
ENSG00000175279,CENPS,14,0.06394,17,0.32172,13,-0.0710,18,0.45472,12,-0.2589,16,0.21499,10,-0.5423
ENSG00000241563,CORT,45,-0.1949,58,0.21746,44,-0.2142,52,0.03696,36,-0.5399,65,0.40546,53,0.08015
ENSG00000160049,DFFA,53,0.60087,37,0.01862,38,0.04333,39,0.09160,44,0.27619,32,-0.2226,26,-0.6172
ENSG00000142655,PEX14,15,-0.5543,16,-0.3655,25,0.30118,25,0.33787,16,-0.4166,36,0.92141,16,-0.4215
ENSG00000120948,TARDBP,101,0.21073,78,-0.2046,84,-0.0892,90,0.02614,97,0.14751,87,-0.0382,87,-0.0488
ENSG00000271895,AL109811.2,16,-0.2915,19,-0.0774,32,0.83577,15,-0.4078,22,0.16328,19,-0.0361,17,-0.2777
ENSG00000116649,SRM,72,0.50204,57,0.10611,70,0.45313,43,-0.3619,37,-0.6017,64,0.29414,43,-0.4173
ENSG00000171824,EXOSC10,45,0.36293,26,-0.5511,42,0.24017,32,-0.1842,38,0.07349,33,-0.1550,37,0.04206
ENSG00000198793,MTOR,36,-0.6422,38,-0.5565,59,0.15284,58,0.13558,65,0.32311,41,-0.4285,66,0.41259
ENSG00000120942,UBIAD1,18,0.81224,10,-0.1526,8,-0.6037,9,-0.3138,8,-0.5155,13,0.27279,12,0.06491
ENSG00000116661,FBXO2,315,0.91279,199,0.11761,172,-0.1235,194,0.07461,145,-0.4024,149,-0.3560,155,-0.3333
ENSG00000132879,FBXO44,89,-0.1299,55,-0.8836,117,0.31576,59,-0.7796,101,0.06736,125,0.42390,114,0.32002
ENSG00000116663,FBXO6,11,-0.0605,9,-0.3340,7,-0.6517,7,-0.7716,14,0.31570,12,0.11271,15,0.57888
ENSG00000116670,MAD2L2,22,0.90368,14,0.07461,16,0.32799,10,-0.3851,9,-0.5044,9,-0.5426,12,-0.1838
ENSG00000177000,MTHFR,30,1.10166,11,-0.4684,20,0.45218,8,-0.9868,11,-0.5857,15,-0.0951,15,-0.1084
ENSG00000011021,CLCN6,58,-0.4370,61,-0.3418,49,-0.6996,63,-0.2998,101,0.48815,102,0.50506,86,0.24330
ENSG00000175206,NPPA,5,-0.8412,6,-0.5753,40,3.26036,4,-1.1761,4,-1.1895,2,-1.8215,3,-1.5287
ENSG00000116685,KIAA2013,35,0.54130,22,-0.2485,31,0.32122,16,-0.7020,20,-0.3393,30,0.28928,24,-0.0916
ENSG00000083444,PLOD1,35,0.90435,11,-0.9553,19,-0.1440,21,0.02386,18,-0.1876,17,-0.3331,22,0.11914
ENSG00000116688,MFN2,114,-0.3087,118,-0.2469,131,-0.0769,127,-0.1323,115,-0.2857,207,0.69237,144,0.09173
ENSG00000116691,MIIP,21,1.17853,7,-0.7159,7,-0.5382,5,-1.2055,6,-0.9601,19,1.02751,10,-0.1273
ENSG00000048707,VPS13D,60,-0.2807,56,-0.3942,52,-0.5214,53,-0.4895,81,0.21792,86,0.30865,92,0.50451
ENSG00000162496,DHRS3,30,1.39794,24,0.98358,10,-0.3990,10,-0.4814,13,-0.0040,11,-0.3423,4,-1.7581
ENSG00000116731,PRDM2,133,-0.0276,109,-0.3419,172,0.41228,105,-0.4107,157,0.25413,136,0.01914,133,-0.0233
ENSG00000189337,KAZN,61,-0.1895,69,0.00896,41,-0.8109,74,0.13440,66,-0.0675,98,0.59786,70,0.03366
ENSG00000142634,EFHD2,55,-0.5691,27,-1.6736,6,-3.8813,9,-3.1701,53,-0.6299,88,0.17799,196,2.29393
ENSG00000132906,CASP9,12,-0.0115,8,-0.5777,11,-0.0258,16,0.47268,12,0.06187,9,-0.3435,13,0.14321
ENSG00000116138,DNAJC16,28,-0.4032,32,-0.1833,41,0.22587,33,-0.1357,45,0.38479,43,0.32212,32,-0.2092
ENSG00000197312,DDI2,22,-0.3313,12,-1.2271,21,-0.3991,21,-0.4424,39,0.60048,40,0.64254,31,0.27399
ENSG00000116786,PLEKHM2,89,0.05573,107,0.37453,76,-0.2027,81,-0.0890,51,-0.8390,119,0.55188,82,-0.0898
ENSG00000065526,SPEN,135,1.37406,30,-1.1709,70,0.19845,45,-0.5207,58,-0.1070,57,-0.1335,51,-0.3580
ENSG00000116809,ZBTB17,28,0.49229,16,-0.4352,21,0.01212,16,-0.4373,17,-0.3007,26,0.37730,21,0.04066
ENSG00000185519,FAM131C,5,-0.8287,6,-0.5513,6,-0.6042,5,-0.8388,7,-0.4929,18,1.15495,13,0.64967
ENSG00000037637,FBXO42,18,-0.4343,16,-0.6505,14,-0.7957,15,-0.6768,30,0.39129,43,1.03895,26,0.20940
ENSG00000055070,SZRD1,41,1.05961,24,0.13001,27,0.30669,13,-0.8096,12,-0.9433,18,-0.3315,21,-0.0880
ENSG00000157191,NECAP2,23,1.26051,13,0.27545,6,-1.0188,7,-0.6337,9,-0.3783,10,-0.1925,11,-0.0995
ENSG00000219481,NBPF1,24,0.96087,13,-0.1136,9,-0.6018,12,-0.1561,9,-0.6866,12,-0.1763,15,0.16742
ENSG00000058453,CROCC,18,0.85683,9,-0.3423,11,-0.0163,6,-0.8247,4,-1.3987,16,0.65685,11,0.07265
ENSG00000238142,BX284668.5,9,0.42939,6,-0.2389,10,0.56511,6,-0.2332,8,0.12679,6,-0.1746,6,-0.4100
ENSG00000159363,ATP13A2,77,-0.4207,66,-0.6664,67,-0.6527,96,-0.0760,105,0.07689,129,0.42734,131,0.53873
ENSG00000117118,SDHB,50,-1.2491,138,0.37279,81,-0.4927,151,0.53306,153,0.55726,129,0.26508,90,-0.3835
ENSG00000117115,PADI2,114,2.33780,27,-0.3204,9,-1.9899,15,-1.1977,13,-1.4843,22,-0.6717,34,0.02894
ENSG00000179051,RCC2,19,-0.5470,28,0.05892,21,-0.3934,28,0.08350,41,0.73315,43,0.80942,17,-0.8104
ENSG00000074964,ARHGEF10L,31,0.93973,18,-0.0138,8,-1.1568,17,-0.0841,9,-1.0195,21,0.21817,20,0.17668
ENSG00000117154,IGSF21,70,-0.1693,52,-0.6276,86,0.16519,48,-0.7609,103,0.47512,61,-0.4004,101,0.52061
ENSG00000159423,ALDH4A1,24,0.53700,26,0.69907,9,-0.9583,10,-0.7800,9,-0.9737,30,0.90932,15,-0.2799
ENSG00000169991,IFFO2,15,0.65953,4,-1.2182,8,-0.2760,17,0.95714,12,0.28266,11,0.21040,6,-0.9691
ENSG00000127481,UBR4,24,0.94401,10,-0.4746,13,-0.0385,16,0.20757,7,-1.1251,11,-0.3082,14,0.09517
ENSG00000127463,EMC1,36,0.01105,36,0.02446,33,-0.1238,28,-0.3744,49,0.53709,38,0.11938,32,-0.1903
ENSG00000053372,MRTO4,32,-0.3972,35,-0.2432,42,0.04955,35,-0.2424,44,0.11727,55,0.51638,41,0.03109
ENSG00000053371,AKR7A2,48,0.76116,36,0.27282,31,0.02730,22,-0.5127,21,-0.6270,38,0.33478,25,-0.3930
ENSG00000040487,SLC66A1,14,0.59952,7,-0.6191,10,-0.0376,5,-1.0941,8,-0.3226,15,0.72691,10,0.06336
ENSG00000077549,CAPZB,163,0.16971,126,-0.2538,166,0.19857,149,0.02314,145,-0.0233,139,-0.0856,144,-0.0382
ENSG00000173436,MICOS10,243,-0.7840,575,0.63338,247,-0.7529,491,0.35961,348,-0.2102,454,0.22811,405,0.04346
ENSG00000158747,NBL1,203,0.38420,138,-0.2552,127,-0.3904,95,-0.8361,174,0.12424,189,0.26693,182,0.23800
ENSG00000169914,OTUD3,19,-0.3448,9,-1.4893,21,-0.2373,17,-0.5630,34,0.59597,27,0.16723,33,0.61764
ENSG00000162543,UBXN10,7,-0.0918,10,0.37868,8,0.09817,16,1.26191,4,-1.0559,12,0.73926,2,-1.9288
ENSG00000162545,CAMK2N1,2217,0.48509,2155,0.43668,3914,1.54490,1476,-0.1944,1092,-0.6754,1015,-0.7903,716,-1.4648
ENSG00000090432,MUL1,24,-0.0591,20,-0.3562,18,-0.4859,23,-0.1238,15,-0.7864,34,0.55310,32,0.50265
ENSG00000183114,FAM43B,13,-0.2925,13,-0.2877,4,-2.0988,3,-2.4034,10,-0.7571,16,-0.0346,35,1.76920
ENSG00000158828,PINK1,347,-0.6254,482,-0.1008,311,-0.7969,598,0.25562,512,-0.0008,586,0.22240,632,0.41863
ENSG00000244038,DDOST,29,0.29026,20,-0.3135,23,-0.0629,24,-0.0226,22,-0.1780,24,0.01116,26,0.12520
ENSG00000117245,KIF17,17,-0.6165,10,-1.3352,8,-1.6934,10,-1.4142,27,0.13528,30,0.32601,48,1.47238
ENSG00000189410,SH2D5,36,-0.3594,30,-0.6320,55,0.33999,42,-0.1180,72,0.80883,69,0.73775,27,-0.8794
ENSG00000127483,HP1BP3,332,0.61655,178,-0.4209,261,0.20211,192,-0.2955,196,-0.2639,245,0.09658,221,-0.0805
ENSG00000075151,EIF4G3,161,-0.5226,157,-0.5606,219,-0.0238,281,0.39370,314,0.58371,211,-0.0837,218,-0.0395
ENSG00000117298,ECE1,50,1.89070,15,-0.2082,15,-0.2195,9,-1.0282,10,-0.8389,15,-0.2093,13,-0.5543
ENSG00000162551,ALPL,19,1.19878,4,-1.2769,4,-1.0912,1,-3.2744,3,-1.6498,9,-0.0553,17,1.32801
ENSG00000076864,RAP1GAP,122,-0.7154,83,-1.3017,120,-0.7332,79,-1.3796,201,0.09479,310,0.84095,303,0.98730
ENSG00000090686,USP48,80,0.28758,52,-0.4003,76,0.21182,63,-0.1048,83,0.35173,54,-0.3423,64,-0.0845
ENSG00000218510,LINC00339,5,-1.4003,10,-0.3434,11,-0.3032,14,0.17926,15,0.23825,25,1.10054,12,-0.1930
ENSG00000070831,CDC42,183,-0.4873,240,-0.0552,172,-0.5887,258,0.06907,361,0.63915,227,-0.1410,271,0.17104
ENSG00000184677,ZBTB40,8,-0.1433,7,-0.3137,14,0.71133,8,-0.2103,5,-0.9125,15,0.86616,7,-0.3635
ENSG00000133216,EPHB2,21,0.73870,3,-2.0052,17,0.34216,9,-0.6673,16,0.20075,21,0.73876,11,-0.3814
ENSG00000004487,KDM1A,47,-0.1156,31,-0.7764,67,0.46053,47,-0.1275,61,0.30575,51,-0.0101,51,0.01755
ENSG00000169641,LUZP1,91,-0.4702,67,-0.9442,75,-0.7659,152,0.36688,122,0.00409,210,0.93518,129,0.10933
ENSG00000125944,HNRNPR,147,0.18943,99,-0.4560,172,0.45783,142,0.13358,134,0.04125,94,-0.5312,130,-0.0156
ENSG00000125945,ZNF436,14,-0.2599,5,-1.7838,23,0.58169,8,-1.0956,18,0.14780,17,0.05245,23,0.68619
ENSG00000249087,ZNF436-AS1,11,-0.3378,19,0.48082,22,0.71108,9,-0.7436,11,-0.4264,10,-0.5386,16,0.21129
ENSG00000204219,TCEA3,10,0.29803,16,1.06728,3,-1.6390,9,0.18726,4,-1.2099,13,0.76565,6,-0.5746
ENSG00000088280,ASAP3,10,0.17473,8,-0.2735,4,-1.2692,4,-1.3734,9,-0.1152,12,0.33716,14,0.86546
ENSG00000117318,ID3,125,3.60961,18,-0.4318,13,-0.9696,7,-1.8536,6,-2.0647,11,-1.2681,7,-2.0673
ENSG00000142676,RPL11,610,0.41031,749,0.77000,549,0.22919,422,-0.2051,350,-0.5046,469,-0.0321,338,-0.6341
ENSG00000011007,ELOA,23,0.08150,27,0.31156,25,0.19434,20,-0.1839,22,-0.0457,21,-0.0597,20,-0.2094
ENSG00000057757,PITHD1,115,-0.8545,197,0.00452,164,-0.2913,193,-0.0277,255,0.43925,185,-0.0986,231,0.32119
ENSG00000011009,LYPLA2,26,-0.0931,22,-0.3558,21,-0.4894,26,-0.1046,17,-0.7766,54,1.11910,29,0.06130
ENSG00000117308,GALE,15,-0.6380,11,-1.2003,22,-0.0602,16,-0.6129,25,0.09713,35,0.69242,31,0.57209
ENSG00000117305,HMGCL,21,0.08527,25,0.37152,10,-1.0771,17,-0.2498,13,-0.6265,28,0.59554,22,0.21880
ENSG00000179163,FUCA1,9,-0.7609,7,-1.2221,12,-0.3446,15,-0.0424,28,1.03353,18,0.32885,16,0.09995
ENSG00000189266,PNRC2,77,0.22816,68,0.03651,105,0.76164,57,-0.2657,74,0.16628,50,-0.4540,52,-0.4598
ENSG00000188529,SRSF10,84,0.27496,61,-0.2536,62,-0.2299,68,-0.0686,78,0.15185,65,-0.1404,76,0.11650
ENSG00000001460,STPG1,10,0.19610,6,-0.5432,14,0.70455,6,-0.5293,7,-0.5071,7,-0.3101,11,0.33859
ENSG00000001461,NIPAL3,111,0.27408,68,-0.5192,53,-0.9133,70,-0.4745,80,-0.2655,112,0.28825,129,0.65093
ENSG00000133226,SRRM1,204,1.22831,61,-0.8147,122,0.31020,99,-0.0497,72,-0.5587,92,-0.1649,82,-0.4066
ENSG00000169504,CLIC4,139,2.85783,22,-0.6477,8,-2.1176,7,-2.3534,7,-2.3523,11,-1.7205,38,0.22145
ENSG00000117614,SYF2,137,0.51796,111,0.16431,129,0.41788,97,-0.0625,75,-0.4590,78,-0.4111,88,-0.2373
ENSG00000117616,RSRP1,89,0.30955,34,-1.2012,114,0.72426,46,-0.7688,90,0.32238,65,-0.2195,78,0.09054
ENSG00000183726,TMEM50A,96,0.04415,85,-0.1539,139,0.68032,100,0.11894,87,-0.1127,67,-0.5394,86,-0.1497
ENSG00000204178,MACO1,53,0.35008,26,-0.7703,57,0.48466,31,-0.5160,42,-0.0320,51,0.27987,41,-0.0711
ENSG00000117643,MAN1C1,38,-0.4014,31,-0.6826,99,1.25618,69,0.58772,59,0.31883,50,0.05428,21,-1.4447
ENSG00000162430,SELENON,60,1.25779,24,-0.3083,30,0.01883,17,-0.8267,27,-0.1586,37,0.39682,20,-0.7108
ENSG00000117640,MTFR1L,69,0.14856,59,-0.1134,71,0.18384,50,-0.3950,90,0.59658,47,-0.4776,60,-0.0911
ENSG00000117632,STMN1,784,-1.3450,1576,-0.2548,1134,-0.7768,2119,0.23350,2259,0.34160,2215,0.30789,2325,0.46776
ENSG00000158008,EXTL1,44,-0.0767,40,-0.2170,43,-0.1021,24,-1.0394,35,-0.4232,60,0.44794,61,0.55956
ENSG00000175087,PDIK1L,8,-0.9436,13,-0.2989,19,0.36584,14,-0.0909,25,0.85416,15,-0.0116,14,-0.2098
ENSG00000142684,ZNF593,21,-0.5642,41,0.55229,23,-0.4005,35,0.27486,29,-0.0545,30,-0.0019,29,-0.0162
ENSG00000142669,SH3BGRL3,174,0.27870,147,-0.0045,105,-0.5351,113,-0.4250,128,-0.2218,102,-0.5810,203,0.66279
ENSG00000158062,UBXN11,24,0.59459,22,0.47468,21,0.36783,12,-0.5013,11,-0.6757,15,-0.1581,14,-0.2918
ENSG00000117682,DHDDS,21,-0.2132,17,-0.4724,19,-0.3497,30,0.40789,26,0.18499,26,0.16748,24,0.06717
