Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to8,Feature log2 fold change topic 4to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000127481,UBR4,33,-0.8243,78,0.60670,35,-1.0643,66,0.34417,153,1.83910
ENSG00000127463,EMC1,25,-0.5987,56,0.73929,40,0.40240,25,-0.5658,22,-0.7310
ENSG00000053372,MRTO4,56,0.38552,43,-0.1125,44,-0.0880,13,-1.8659,67,0.62517
ENSG00000053371,AKR7A2,20,-0.3794,8,-1.6826,31,0.72519,25,-0.0050,20,-0.3039
ENSG00000077549,CAPZB,102,-0.4668,171,0.40861,154,0.44938,116,-0.2204,72,-0.9613
ENSG00000173436,MICOS10,231,0.19592,74,-1.5788,250,0.59450,227,0.14204,63,-1.8096
ENSG00000158747,NBL1,136,0.05261,120,-0.1479,157,0.54057,41,-1.7761,104,-0.3743
ENSG00000169914,OTUD3,20,0.02564,27,0.48787,20,-0.0126,5,-2.0793,28,0.53785
ENSG00000162545,CAMK2N1,1467,-0.0138,1233,-0.2878,1775,0.58708,1178,-0.3586,562,-1.4914
ENSG00000090432,MUL1,20,0.09594,23,0.29840,23,0.64340,7,-1.5375,4,-2.2786
ENSG00000158828,PINK1,290,-0.3701,273,-0.4277,467,0.90445,253,-0.5425,139,-1.4549
ENSG00000244038,DDOST,12,-0.6468,25,0.50624,21,0.53065,19,0.12862,4,-2.0145
ENSG00000117245,KIF17,19,-0.0882,30,0.67575,23,0.53753,6,-1.8583,7,-1.5296
ENSG00000189410,SH2D5,26,-0.5643,28,-0.4019,51,1.27460,0,-5.4232,24,-0.6138
ENSG00000127483,HP1BP3,265,-0.3198,473,0.65375,278,-0.3656,440,0.53439,345,0.13511
ENSG00000075151,EIF4G3,192,-0.4833,454,0.96989,238,-0.1762,261,0.04754,246,-0.0476
ENSG00000117298,ECE1,18,-0.3149,20,-0.0811,21,-0.0521,14,-0.6872,39,1.00269
ENSG00000076864,RAP1GAP,67,-0.7068,105,0.06732,132,0.89536,35,-1.6358,79,-0.3928
ENSG00000090686,USP48,53,-0.8158,141,0.81816,69,-0.5735,122,0.56456,146,0.86998
ENSG00000070831,CDC42,113,-0.4798,143,-0.0675,184,0.68691,108,-0.5087,94,-0.7282
ENSG00000173372,C1QA,20,-0.5187,4,-2.7793,15,-1.2606,118,2.79718,28,0.08281
ENSG00000173369,C1QB,27,-0.2784,8,-1.9750,11,-2.2271,188,3.60744,16,-1.0662
ENSG00000133216,EPHB2,7,-1.3681,37,1.27859,15,-0.2689,9,-0.9719,33,1.09883
ENSG00000004487,KDM1A,24,-1.3845,99,0.98660,62,0.36188,38,-0.5627,55,-0.0027
ENSG00000169641,LUZP1,201,-0.0081,276,0.51177,210,0.12119,80,-1.4304,209,0.05628
ENSG00000125944,HNRNPR,88,-0.8082,217,0.69819,149,0.14570,158,0.17747,121,-0.2495
ENSG00000117318,ID3,15,-0.2312,1,-3.5849,17,-0.0057,52,1.89068,4,-2.1482
ENSG00000142676,RPL11,291,-0.1335,150,-1.1482,361,0.43139,524,0.84824,81,-2.0702
ENSG00000011007,ELOA,19,-0.7568,45,0.69152,23,-0.6562,61,1.21709,37,0.36916
ENSG00000057757,PITHD1,103,-0.5101,100,-0.5036,192,1.18923,50,-1.5683,64,-1.1804
ENSG00000011009,LYPLA2,17,-0.3478,7,-1.5628,29,1.16178,12,-0.8699,10,-1.0433
ENSG00000189266,PNRC2,29,-0.9974,67,0.40119,65,0.72422,48,-0.1444,24,-1.1883
ENSG00000188529,SRSF10,41,-0.8114,81,0.32320,65,-0.0586,102,0.70309,73,0.15719
ENSG00000001461,NIPAL3,100,-0.6646,169,0.21756,130,-0.3411,312,1.26896,143,-0.0488
ENSG00000133226,SRRM1,153,-0.8576,296,0.25504,155,-1.1680,516,1.20626,631,1.58234
ENSG00000169504,CLIC4,16,-1.1454,6,-2.4905,22,-0.9193,157,3.09575,14,-1.2024
ENSG00000117614,SYF2,143,0.22531,146,0.23468,109,-0.4022,164,0.43164,122,-0.0463
ENSG00000117616,RSRP1,20,-1.5423,103,1.15674,54,0.14086,37,-0.5327,66,0.38481
ENSG00000183726,TMEM50A,31,-0.8554,64,0.36114,62,0.62774,47,-0.1294,27,-0.9495
ENSG00000204178,MACO1,61,-0.0473,120,1.07183,51,-0.5429,57,-0.1469,74,0.26303
ENSG00000117643,MAN1C1,12,-1.5526,16,-1.0972,45,1.22422,24,-0.4842,32,-0.0282
ENSG00000162430,SELENON,21,-0.4072,28,0.11176,28,0.24373,32,0.34986,18,-0.6064
ENSG00000117640,MTFR1L,44,-0.5113,42,-0.5318,78,0.90607,30,-1.0301,45,-0.4387
ENSG00000117632,STMN1,694,-0.5593,1157,0.30779,1222,0.81938,451,-1.1685,465,-1.1193
ENSG00000158008,EXTL1,41,-0.0402,60,0.57891,51,0.63436,9,-2.2790,13,-1.7717
ENSG00000142684,ZNF593,20,-0.4527,9,-1.5456,35,1.11786,14,-0.9760,18,-0.5431
ENSG00000142669,SH3BGRL3,103,0.04838,50,-1.0818,118,0.51217,104,0.05952,53,-0.9865
ENSG00000117682,DHDDS,14,-0.4931,13,-0.5826,25,0.86737,5,-1.8329,20,0.06175
ENSG00000198830,HMGN2,123,-0.5317,157,-0.0979,178,0.17868,296,0.94968,85,-1.0508
ENSG00000117713,ARID1A,82,-0.2259,122,0.44483,85,-0.2536,111,0.28781,109,0.25288
ENSG00000204160,ZDHHC18,13,-0.3711,32,1.11515,17,0.10277,9,-0.8841,11,-0.5743
ENSG00000142751,GPN2,10,-1.2359,24,0.13477,26,0.45638,29,0.45120,19,-0.2581
ENSG00000090273,NUDC,196,0.05235,168,-0.2031,219,0.42967,145,-0.4287,106,-0.9067
ENSG00000253368,TRNP1,33,-0.3034,30,-0.4274,53,1.09136,13,-1.6185,15,-1.4253
ENSG00000090020,SLC9A1,14,-0.2360,9,-0.9757,23,1.21784,5,-1.7406,6,-1.4184
ENSG00000142784,WDTC1,35,0.46765,16,-0.8410,30,0.35713,10,-1.5076,23,-0.2487
ENSG00000186501,TMEM222,42,0.14982,23,-0.7924,47,0.60170,20,-1.0459,27,-0.5902
ENSG00000158195,WASF2,46,-0.5121,51,-0.3061,42,-0.9404,190,1.97684,76,0.31632
ENSG00000126705,AHDC1,68,0.23142,80,0.46296,55,-0.2548,29,-1.1353,82,0.50484
ENSG00000126709,IFI6,49,-1.1230,75,-0.3587,117,0.68373,141,0.64647,50,-0.9944
ENSG00000009780,FAM76A,14,-0.9685,52,1.25901,24,-0.1040,20,-0.3018,28,0.18266
ENSG00000117758,STX12,71,-0.4499,94,0.03514,114,0.68219,77,-0.2952,40,-1.2716
ENSG00000117751,PPP1R8,21,-0.2797,21,-0.2630,31,0.72961,19,-0.4435,11,-1.2324
ENSG00000117748,RPA2,12,-1.5684,36,0.14180,47,1.32051,25,-0.4492,7,-2.1931
ENSG00000126698,DNAJC8,235,0.05011,301,0.44661,203,-0.3279,275,0.29750,227,-0.0112
ENSG00000130770,ATP5IF1,194,-0.5801,221,-0.3277,382,1.25178,135,-1.0861,58,-2.3448
ENSG00000204138,PHACTR4,32,-0.4373,42,0.02674,23,-1.3561,128,1.99114,65,0.72523
ENSG00000180098,TRNAU1AP,12,-0.6856,24,0.40718,19,0.12422,14,-0.4669,26,0.56462
ENSG00000162419,GMEB1,21,0.19271,18,-0.1355,17,-0.2561,26,0.45244,19,-0.0290
ENSG00000198492,YTHDF2,57,-0.6781,115,0.50946,105,0.72288,39,-1.1749,49,-0.8335
ENSG00000116329,OPRD1,28,0.23429,21,-0.2445,22,-0.2191,2,-3.2243,52,1.28578
ENSG00000159023,EPB41,33,-0.0996,19,-0.9146,33,-0.1582,21,-0.7536,77,1.35014
ENSG00000116350,SRSF4,94,-0.0805,110,0.18982,73,-0.7436,178,0.99169,139,0.56793
ENSG00000116353,MECR,14,-0.9527,18,-0.4768,34,1.14301,14,-0.8547,16,-0.6652
ENSG00000060656,PTPRU,17,-0.0061,51,1.84775,13,-0.7481,14,-0.3518,11,-0.7563
ENSG00000162511,LAPTM5,29,0.05184,12,-1.2843,17,-1.1233,115,2.59999,9,-1.6827
ENSG00000162512,SDC3,98,-0.1459,119,0.18227,107,0.02606,112,0.08094,100,-0.0978
ENSG00000134644,PUM1,197,-0.0146,310,0.73429,185,-0.1977,124,-0.7369,233,0.25850
ENSG00000121766,ZCCHC17,130,0.02167,168,0.43979,115,-0.2890,150,0.25629,127,-0.0100
ENSG00000121769,FABP3,48,-0.0871,39,-0.4170,67,0.97416,5,-3.4378,30,-0.8038
ENSG00000162517,PEF1,36,-0.3439,50,0.19860,60,1.04561,4,-3.3090,16,-1.5074
ENSG00000084636,COL16A1,16,-0.5265,29,0.40856,23,0.12208,14,-0.7121,31,0.53816
ENSG00000121753,ADGRB2,133,-0.3093,191,0.30231,201,0.80515,34,-2.3306,85,-0.9610
ENSG00000184007,PTP4A2,186,-0.5471,220,-0.2388,173,-0.9655,979,2.48337,117,-1.2055
ENSG00000121774,KHDRBS1,94,-0.5484,159,0.34462,151,0.50127,113,-0.2090,73,-0.8870
ENSG00000025800,KPNA6,74,-0.4159,115,0.31949,108,0.40920,68,-0.5204,74,-0.3914
ENSG00000084652,TXLNA,23,-0.5380,37,0.24405,33,0.10522,37,0.23915,33,0.04213
ENSG00000084623,EIF3I,63,-0.3811,79,0.00475,98,0.73186,50,-0.7005,39,-1.0629
ENSG00000175130,MARCKSL1,79,-0.1206,51,-0.7689,75,-0.3073,219,1.66066,37,-1.2399
ENSG00000160058,BSDC1,60,-0.0001,64,0.08880,55,-0.2236,48,-0.3577,92,0.70360
ENSG00000160062,ZBTB8A,22,-0.4816,51,0.94369,25,-0.4119,26,-0.1455,44,0.68647
ENSG00000176261,ZBTB8OS,24,-0.4367,35,0.19658,37,0.57293,18,-0.8175,23,-0.4788
ENSG00000162521,RBBP4,85,-0.4617,190,0.89797,107,-0.1017,87,-0.3720,126,0.20301
ENSG00000162522,KIAA1522,14,-0.3185,27,0.76733,19,0.40557,0,-5.1294,17,0.01555
ENSG00000134684,YARS,66,-0.4447,73,-0.2555,114,0.99519,30,-1.6015,50,-0.8404
ENSG00000160097,FNDC5,34,0.12841,10,-1.6764,42,0.99477,5,-2.5815,21,-0.6136
ENSG00000121905,HPCA,79,-0.5361,72,-0.6372,158,1.45192,12,-3.2868,46,-1.3164
ENSG00000121900,TMEM54,26,0.14309,1,-4.0616,30,0.66876,29,0.28869,10,-1.2823
ENSG00000004455,AK2,23,-0.1461,16,-0.6845,29,0.44960,28,0.19157,15,-0.7700
ENSG00000160094,ZNF362,30,0.42056,34,0.59225,22,-0.2251,20,-0.2460,14,-0.8236
ENSG00000134686,PHC2,47,0.02871,17,-1.4772,53,0.43941,64,0.52624,20,-1.2405
ENSG00000163866,SMIM12,29,-0.6531,51,0.27403,59,1.14283,6,-2.8733,17,-1.3720
ENSG00000116544,DLGAP3,38,0.08349,30,-0.3070,46,0.72903,16,-1.2805,15,-1.3882
ENSG00000163867,ZMYM6,14,-0.2480,39,1.44988,15,-0.2624,17,0.01402,6,-1.5034
ENSG00000116560,SFPQ,210,-0.5539,353,0.32176,175,-1.2006,448,0.72355,794,1.76663
ENSG00000146463,ZMYM4,37,-0.9507,91,0.54044,65,0.00046,107,0.80784,54,-0.2876
ENSG00000142687,KIAA0319L,55,-0.3578,85,0.37158,74,0.28122,40,-0.8069,69,0.04396
ENSG00000020129,NCDN,165,-1.2594,433,0.34284,502,1.32873,40,-3.2476,193,-0.9294
ENSG00000126067,PSMB2,52,-0.5590,61,-0.2596,96,0.97648,29,-1.3757,47,-0.6551
ENSG00000142686,C1orf216,67,-0.3448,64,-0.3807,110,1.02863,18,-2.2667,52,-0.7180
ENSG00000092847,AGO1,51,0.14099,64,0.49457,41,-0.3466,58,0.34770,40,-0.2684
ENSG00000126070,AGO3,38,-0.8650,103,0.82121,52,-0.5076,85,0.48511,106,0.85867
ENSG00000054116,TRAPPC3,16,-1.0186,20,-0.6013,40,1.05206,22,-0.4246,21,-0.5436
ENSG00000116871,MAP7D1,205,0.16721,173,-0.1224,174,-0.2031,193,0.05225,225,0.29581
ENSG00000054118,THRAP3,147,-0.4327,350,1.04210,171,-0.2570,220,0.25492,159,-0.2601
ENSG00000196182,STK40,13,-0.3923,9,-0.8541,14,-0.4219,16,-0.0245,43,1.63242
ENSG00000181817,LSM10,18,-0.3862,8,-1.5928,34,1.43849,7,-1.7146,9,-1.3898
ENSG00000116898,MRPS15,19,-0.7993,19,-0.7976,43,1.16212,23,-0.4714,15,-1.1097
ENSG00000163873,GRIK3,28,-0.0781,55,1.04478,24,-0.4981,8,-1.9077,52,0.97007
ENSG00000163875,MEAF6,73,-0.3723,71,-0.3832,119,0.94364,47,-1.0205,45,-1.0848
ENSG00000163877,SNIP1,19,0.05472,46,1.51810,14,-0.6689,17,-0.1261,14,-0.4769
ENSG00000134697,GNL2,14,-0.9354,55,1.35096,21,-0.4790,33,0.45414,28,0.20738
ENSG00000185090,MANEAL,7,-1.3573,19,0.16295,25,1.45522,5,-1.8135,6,-1.5296
ENSG00000197982,C1orf122,101,-0.2195,43,-1.5065,140,0.67603,163,0.58227,31,-1.9515
ENSG00000188786,MTF1,14,-0.3041,37,1.31796,12,-0.8568,28,0.82357,16,-0.0884
ENSG00000183431,SF3A3,33,-0.5056,57,0.38625,47,0.15528,43,-0.0595,45,0.00395
ENSG00000183520,UTP11,20,-1.0174,71,1.09395,40,0.26687,31,-0.2704,25,-0.6088
ENSG00000116954,RRAGC,46,-0.1691,61,0.28723,60,0.55572,32,-0.7216,20,-1.3980
ENSG00000174574,AKIRIN1,64,-0.4901,114,0.48282,91,0.22430,57,-0.6163,91,0.12581
ENSG00000168653,NDUFS5,401,-0.2540,316,-0.6017,631,1.09809,230,-1.0888,126,-1.9892
ENSG00000127603,MACF1,348,-0.8901,646,0.15733,323,-1.3885,1214,1.23357,1684,1.85953
ENSG00000090621,PABPC4,83,0.02959,62,-0.4285,56,-0.9257,188,1.41954,120,0.62681
ENSG00000116983,HPCAL4,397,0.15317,704,1.10154,331,-0.2741,190,-1.0117,311,-0.2566
ENSG00000084072,PPIE,14,-0.8130,23,0.03800,31,1.18492,10,-1.1909,7,-1.7437
ENSG00000131236,CAP1,89,-0.6024,146,0.24953,147,0.49006,147,0.25748,51,-1.3935
ENSG00000131238,PPT1,66,-0.9723,130,0.15479,157,0.99752,55,-1.1799,75,-0.7035
ENSG00000117000,RLF,8,-2.0911,76,1.61125,27,-0.2675,31,0.06780,40,0.46609
ENSG00000084073,ZMPSTE24,33,-0.1830,32,-0.2065,40,0.25534,32,-0.2254,37,0.01243
ENSG00000084070,SMAP2,149,-0.1594,317,1.11512,150,-0.2377,84,-1.0358,184,0.19452
ENSG00000117016,RIMS3,148,-0.3986,92,-1.0923,265,1.29421,14,-3.8143,136,-0.4993
ENSG00000066136,NFYC,35,0.13567,25,-0.4391,39,0.57601,8,-2.0298,27,-0.2810
ENSG00000127124,HIVEP3,23,-0.3996,44,0.71007,24,-0.4761,39,0.49219,39,0.47142
ENSG00000198815,FOXJ3,32,-0.7219,75,0.69264,62,0.73933,14,-1.8638,30,-0.7709
ENSG00000177181,RIMKLA,43,-0.3239,49,-0.1015,68,0.91967,15,-1.8756,29,-0.9023
ENSG00000127125,PPCS,43,-0.1330,61,0.43837,50,0.19523,39,-0.2691,30,-0.6695
ENSG00000186409,CCDC30,74,0.24515,124,1.08597,38,-1.2708,93,0.59385,93,0.59800
ENSG00000065978,YBX1,68,-0.4104,52,-0.7860,78,-0.2367,249,1.87643,27,-1.7340
ENSG00000177868,SVBP,35,-0.1140,45,0.30635,38,0.05421,58,0.73755,9,-2.0659
ENSG00000117394,SLC2A1,36,0.39537,13,-1.1572,34,0.54984,16,-0.9403,16,-0.8995
ENSG00000117395,EBNA1BP2,38,-0.9994,107,0.74988,85,0.71770,50,-0.4756,24,-1.5914
ENSG00000159479,MED8,16,-0.1766,12,-0.5638,23,1.00157,5,-1.7190,8,-1.0963
ENSG00000198198,SZT2,9,-1.0240,24,0.51184,15,-0.3008,24,0.53109,29,0.85510
ENSG00000142949,PTPRF,73,-0.4965,91,-0.0960,121,0.72194,61,-0.7090,67,-0.5817
ENSG00000066135,KDM4A,15,-0.6089,42,1.15929,20,-0.1329,10,-1.1308,28,0.49124
ENSG00000126091,ST3GAL3,22,-0.7549,30,-0.2227,45,0.79980,13,-1.5054,39,0.17162
ENSG00000117408,IPO13,19,-0.8277,23,-0.4860,37,0.44678,51,0.77746,21,-0.6473
ENSG00000117410,ATP6V0B,128,-1.1891,256,-0.0268,376,1.36493,73,-1.9497,142,-0.9448
ENSG00000117411,B4GALT2,84,0.55245,26,-1.3726,62,-0.0180,54,-0.2283,67,0.11005
ENSG00000178028,DMAP1,35,-0.7049,67,0.39104,63,0.60455,19,-1.5298,52,-0.0073
ENSG00000117419,ERI3,75,-0.3919,101,0.12289,120,0.82100,38,-1.3932,49,-0.9921
ENSG00000187147,RNF220,73,-0.4795,106,0.14554,122,0.78755,51,-0.9840,50,-1.0143
ENSG00000142937,RPS8,675,0.02949,434,-0.6677,671,0.03263,1304,1.13668,194,-1.8777
ENSG00000070785,EIF2B3,14,-0.7598,38,0.85111,25,0.31133,14,-0.6786,19,-0.2447
ENSG00000126088,UROD,38,-0.8089,42,-0.5654,84,1.12217,41,-0.6229,32,-0.9957
ENSG00000117450,PRDX1,150,-0.5283,77,-1.4924,286,1.25498,164,-0.3330,57,-1.9211
