Feature ID,Feature Name,Feature count topic 1to3,Feature log2 fold change topic 1to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to7,Feature log2 fold change topic 5to7,Feature count topic 8to10,Feature log2 fold change topic 8to10
ENSG00000157911,PEX10,32,0.29676,20,-0.5630,23,-0.4166,32,0.27909
ENSG00000157870,PRXL2B,13,-1.9935,13,-1.6886,45,0.20733,73,1.44498
ENSG00000177133,PRDM16-DT,9,-1.8726,14,-1.0318,10,-1.6761,66,2.62411
ENSG00000158109,TPRG1L,26,-2.9414,103,-0.5797,234,1.04311,204,0.69125
ENSG00000130764,LRRC47,46,-0.5877,15,-2.1784,102,1.13871,56,-0.2224
ENSG00000116198,CEP104,76,1.22917,56,0.33203,27,-0.9732,30,-0.8054
ENSG00000196581,AJAP1,24,-1.0225,51,0.27835,71,1.20872,29,-0.6942
ENSG00000069424,KCNAB2,13,-3.7850,127,-0.1417,216,1.03600,190,0.70089
ENSG00000116254,CHD5,24,-3.4851,345,0.92369,317,1.10750,204,0.06100
ENSG00000116251,RPL22,870,0.65969,620,-0.0676,413,-0.8529,665,0.05897
ENSG00000116237,ICMT,21,-0.6536,18,-0.7628,39,0.56612,33,0.24122
ENSG00000097021,ACOT7,31,-2.3104,12,-3.3603,246,1.89240,118,-0.0296
ENSG00000171680,PLEKHG5,2,-3.9649,1,-3.9235,56,2.34623,22,-0.1361
ENSG00000162408,NOL9,18,-0.5032,28,0.31985,31,0.58761,20,-0.3297
ENSG00000162413,KLHL21,21,-0.5323,1,-4.7321,30,0.18330,41,0.87395
ENSG00000007923,DNAJC11,15,-1.2934,7,-2.2610,45,0.79879,42,0.64583
ENSG00000171735,CAMTA1,166,-1.5076,680,0.96102,510,0.64168,370,-0.0660
ENSG00000049245,VAMP3,169,2.45081,18,-2.0693,10,-3.1733,55,-0.5373
ENSG00000049246,PER3,73,0.95748,53,0.15074,32,-0.7589,37,-0.4892
ENSG00000116288,PARK7,205,-0.4268,97,-1.4792,269,0.11020,343,0.65935
ENSG00000116285,ERRFI1,10,-1.2610,13,-0.6819,35,1.29449,18,-0.2049
ENSG00000162426,SLC45A1,5,-2.5336,11,-1.1168,47,1.69251,24,0.01096
ENSG00000142599,RERE,124,-0.2449,218,0.72924,135,-0.0710,135,-0.0756
ENSG00000074800,ENO1,342,-0.5986,151,-1.7256,465,0.00063,692,0.91435
ENSG00000171612,SLC25A33,22,-0.4815,11,-1.3627,20,-0.6795,48,1.29529
ENSG00000171603,CLSTN1,159,-2.1479,237,-1.2776,1051,1.69889,517,-0.0962
ENSG00000178585,CTNNBIP1,37,-0.4265,11,-2.1371,36,-0.4374,75,1.18309
ENSG00000162441,LZIC,122,1.20727,106,0.60395,34,-1.4140,54,-0.6069
ENSG00000162444,RBP7,67,4.01163,1,-4.2776,2,-3.9170,7,-2.0617
ENSG00000130939,UBE4B,45,0.32105,34,-0.1807,42,0.19332,30,-0.4952
ENSG00000054523,KIF1B,552,0.17355,709,0.54358,475,-0.1364,431,-0.3300
ENSG00000142657,PGD,35,-0.7118,15,-1.8163,70,0.67568,61,0.36497
ENSG00000160049,DFFA,96,0.66714,122,0.89040,41,-1.0161,59,-0.3671
ENSG00000120948,TARDBP,93,0.24143,86,0.04505,90,0.15933,66,-0.4628
ENSG00000116649,SRM,34,-0.5080,17,-1.4694,55,0.50524,51,0.33958
ENSG00000171824,EXOSC10,44,0.60342,7,-2.2808,47,0.74615,18,-1.1161
ENSG00000198793,MTOR,16,-1.6834,17,-1.3397,55,0.66140,59,0.85236
ENSG00000116661,FBXO2,151,-0.4073,69,-1.5082,186,0.00495,258,0.74171
ENSG00000132879,FBXO44,17,-2.2708,36,-0.9472,111,1.25513,79,0.38155
ENSG00000011021,CLCN6,36,-1.1045,47,-0.5126,75,0.27924,92,0.75326
ENSG00000116685,KIAA2013,53,0.54807,15,-1.5562,41,0.00396,38,-0.1560
ENSG00000116688,MFN2,75,-0.7686,82,-0.4882,116,0.08042,154,0.71976
ENSG00000048707,VPS13D,48,-0.7272,86,0.33524,92,0.60704,64,-0.1656
ENSG00000162496,DHRS3,21,-0.2459,1,-3.9270,15,-0.9283,44,1.47397
ENSG00000116731,PRDM2,120,-0.8449,497,1.69574,206,0.19549,133,-0.6589
ENSG00000189337,KAZN,120,0.69169,88,0.00312,67,-0.5160,76,-0.2854
ENSG00000142634,EFHD2,26,-2.0944,71,-0.3276,105,0.38862,137,1.03776
ENSG00000116138,DNAJC16,22,-0.6352,20,-0.6683,51,1.11282,25,-0.4614
ENSG00000197312,DDI2,26,-0.4715,58,0.95839,46,0.76869,18,-1.1242
ENSG00000116786,PLEKHM2,104,-0.6760,187,0.38488,115,-0.4796,210,0.79638
ENSG00000065526,SPEN,186,0.66238,311,1.38819,114,-0.3683,55,-1.6346
ENSG00000116809,ZBTB17,26,0.19648,12,-1.0070,20,-0.3364,29,0.42260
ENSG00000037637,FBXO42,13,-0.8893,22,0.03340,33,1.00469,17,-0.3806
ENSG00000055070,SZRD1,45,0.86571,15,-1.0981,19,-0.9293,34,0.19060
ENSG00000159363,ATP13A2,22,-1.9477,6,-3.5753,106,1.02637,97,0.78447
ENSG00000117118,SDHB,43,-0.3258,19,-1.4455,54,0.15099,65,0.53795
ENSG00000117115,PADI2,305,2.23183,63,-1.1963,21,-3.0944,108,-0.4575
ENSG00000179051,RCC2,22,-0.0245,24,0.13633,22,-0.0117,22,-0.0245
ENSG00000117154,IGSF21,12,-2.7785,34,-0.9855,114,1.37250,79,0.40537
ENSG00000159423,ALDH4A1,21,-0.6892,18,-0.8229,12,-1.6755,63,1.88368
ENSG00000127481,UBR4,32,-0.3322,57,0.65676,50,0.61081,25,-0.7650
ENSG00000127463,EMC1,21,-0.6623,11,-1.4893,53,1.41807,21,-0.6461
ENSG00000053372,MRTO4,23,-0.6907,16,-1.1616,54,1.08732,30,-0.2400
ENSG00000053371,AKR7A2,44,0.65520,4,-3.0200,23,-0.6352,40,0.43766
ENSG00000077549,CAPZB,123,-0.5208,150,-0.1048,189,0.36072,171,0.14413
ENSG00000173436,MICOS10,262,-0.2202,209,-0.5293,242,-0.3708,400,0.70115
ENSG00000158747,NBL1,52,-1.6789,31,-2.2068,185,0.75563,193,0.86646
ENSG00000162545,CAMK2N1,1188,-0.8400,2562,0.53682,1993,0.16092,2117,0.29161
ENSG00000158828,PINK1,168,-1.3669,189,-0.9815,435,0.44258,516,0.85204
ENSG00000244038,DDOST,16,-0.6178,12,-0.9492,39,1.30173,16,-0.6585
ENSG00000117245,KIF17,1,-4.3134,0,-5.1098,32,1.43222,26,0.87093
ENSG00000189410,SH2D5,0,-8.8490,25,-0.1571,45,1.16626,38,0.74593
ENSG00000127483,HP1BP3,340,0.31428,614,1.24831,272,-0.1587,162,-1.1052
ENSG00000075151,EIF4G3,174,-0.6142,537,1.38647,298,0.48680,144,-0.9560
ENSG00000117298,ECE1,35,0.41698,27,-0.0952,19,-0.7536,32,0.26014
ENSG00000076864,RAP1GAP,32,-2.0892,33,-1.7578,227,2.09616,80,-0.5229
ENSG00000090686,USP48,119,0.69862,87,0.00572,105,0.40306,37,-1.5496
ENSG00000070831,CDC42,208,0.37470,68,-1.4485,208,0.37955,143,-0.3956
ENSG00000004487,KDM1A,25,-1.2178,95,1.11742,78,1.12178,27,-1.0898
ENSG00000169641,LUZP1,35,-2.5591,417,1.71283,235,0.94380,111,-0.6600
ENSG00000125944,HNRNPR,179,0.37783,173,0.23497,144,-0.0721,118,-0.4639
ENSG00000142676,RPL11,974,0.92499,376,-0.8573,369,-1.0660,702,0.15907
ENSG00000011007,ELOA,38,0.59200,27,-0.1179,33,0.25651,17,-1.0042
ENSG00000057757,PITHD1,88,-0.8141,39,-1.8989,170,0.49104,180,0.63246
ENSG00000011009,LYPLA2,7,-1.9117,2,-3.2277,34,1.16311,27,0.61511
ENSG00000189266,PNRC2,72,0.32008,96,0.71849,54,-0.2744,48,-0.4783
ENSG00000188529,SRSF10,83,0.26838,77,0.07775,79,0.16320,56,-0.5183
ENSG00000001461,NIPAL3,337,1.37221,157,-0.3181,125,-0.8215,126,-0.8042
ENSG00000133226,SRRM1,328,0.94736,424,1.12431,153,-0.6781,102,-1.3814
ENSG00000169504,CLIC4,279,3.02026,33,-1.7786,8,-4.0705,60,-1.0948
ENSG00000117614,SYF2,155,0.24712,271,1.13961,114,-0.3797,100,-0.6169
ENSG00000117616,RSRP1,98,0.99066,17,-2.0295,91,0.78704,18,-2.1430
ENSG00000183726,TMEM50A,103,0.61784,45,-0.8409,80,0.07472,60,-0.4895
ENSG00000204178,MACO1,63,0.23269,78,0.51991,71,0.49464,28,-1.2670
ENSG00000157978,LDLRAP1,66,4.02801,0,-7.5519,1,-4.6379,8,-1.8293
ENSG00000117643,MAN1C1,17,-1.2893,4,-3.2317,70,1.73672,30,-0.3553
ENSG00000162430,SELENON,36,-0.0086,9,-2.0530,29,-0.4281,53,0.83702
ENSG00000117640,MTFR1L,34,-1.0747,23,-1.5018,85,0.72550,77,0.50657
ENSG00000117632,STMN1,974,-0.1369,726,-0.5684,1212,0.32304,1045,0.00569
ENSG00000158008,EXTL1,7,-3.0227,15,-1.5290,62,0.89652,66,1.04364
ENSG00000142684,ZNF593,18,-1.0471,26,-0.3296,35,0.19463,44,0.74439
ENSG00000142669,SH3BGRL3,140,-0.3203,71,-1.2818,136,-0.3740,248,0.94608
ENSG00000198830,HMGN2,385,0.85702,195,-0.4793,175,-0.7914,256,-0.0645
ENSG00000117713,ARID1A,95,0.41240,84,0.10760,85,0.16682,53,-0.7325
ENSG00000142751,GPN2,29,0.67698,6,-1.9375,24,0.22246,16,-0.5056
ENSG00000090273,NUDC,141,-0.7041,122,-0.7997,232,0.27991,264,0.57390
ENSG00000253368,TRNP1,7,-2.8862,33,-0.3034,58,0.81073,58,0.83614
ENSG00000142784,WDTC1,22,-0.4801,20,-0.5229,31,0.18815,35,0.42422
ENSG00000186501,TMEM222,35,-0.1886,15,-1.4294,57,0.86297,32,-0.3697
ENSG00000158195,WASF2,186,1.83311,93,0.02089,27,-2.1114,62,-0.7401
ENSG00000126705,AHDC1,24,-0.9400,46,0.21635,48,0.37361,47,0.30428
ENSG00000126709,IFI6,78,-0.3015,41,-1.2134,88,-0.0441,122,0.65331
ENSG00000009780,FAM76A,22,-0.0903,37,0.74355,23,-0.0276,20,-0.2855
ENSG00000117758,STX12,106,-0.0821,112,0.02408,96,-0.2715,128,0.31846
ENSG00000117751,PPP1R8,38,0.71785,21,-0.4333,27,-0.0554,20,-0.6158
ENSG00000117748,RPA2,43,-0.3346,8,-2.8098,73,0.78990,52,0.03516
ENSG00000126698,DNAJC8,243,0.01799,546,1.39277,208,-0.3006,172,-0.6598
ENSG00000130770,ATP5IF1,232,-0.9759,188,-1.1254,515,0.62011,487,0.48856
ENSG00000204138,PHACTR4,80,1.33367,90,1.12831,23,-1.2170,19,-1.5246
ENSG00000198492,YTHDF2,67,-0.3287,92,0.24232,118,0.90288,49,-0.9210
ENSG00000116350,SRSF4,79,0.22987,98,0.51785,70,-0.0271,55,-0.5030
ENSG00000116353,MECR,17,-0.7256,1,-3.8552,31,0.46356,35,0.72764
ENSG00000162511,LAPTM5,40,0.33630,33,-0.0663,21,-0.9106,42,0.43785
ENSG00000162512,SDC3,104,0.31906,83,-0.1287,84,-0.1408,84,-0.1440
ENSG00000134644,PUM1,106,-0.7608,208,0.44836,203,0.54329,149,-0.1256
ENSG00000121766,ZCCHC17,136,-0.0036,139,0.03408,163,0.39069,108,-0.4513
ENSG00000121769,FABP3,5,-3.2262,17,-1.1571,53,0.89211,56,1.02435
ENSG00000162517,PEF1,48,-0.4707,31,-1.0389,87,0.76970,59,-0.0672
ENSG00000084636,COL16A1,42,0.68894,2,-3.6492,33,0.15632,26,-0.2912
ENSG00000121753,ADGRB2,46,-2.3636,50,-1.9610,328,1.45391,216,0.36312
ENSG00000184007,PTP4A2,1043,2.01165,600,0.31731,166,-1.9303,236,-1.3508
ENSG00000121774,KHDRBS1,143,0.13332,103,-0.4065,144,0.14644,125,-0.1318
ENSG00000025800,KPNA6,82,-0.3435,136,0.53201,137,0.74794,62,-0.8640
ENSG00000084652,TXLNA,24,-0.1324,16,-0.7598,31,0.38359,26,-0.0086
ENSG00000084623,EIF3I,68,-0.3193,47,-0.8319,93,0.32277,90,0.24369
ENSG00000175130,MARCKSL1,835,2.48447,151,-1.3140,77,-2.6126,220,-0.9073
ENSG00000160058,BSDC1,57,-0.1358,43,-0.5506,66,0.18407,65,0.14438
ENSG00000160062,ZBTB8A,27,0.20305,16,-0.6460,29,0.37287,20,-0.3900
ENSG00000176261,ZBTB8OS,34,-0.4078,47,0.18201,42,-0.0070,48,0.29699
ENSG00000162521,RBBP4,122,0.14417,145,0.38713,125,0.20002,84,-0.5882
ENSG00000134684,YARS,36,-1.5429,30,-1.6080,134,1.05096,104,0.43153
ENSG00000160097,FNDC5,9,-1.7624,0,-5.3550,40,1.14740,33,0.62618
ENSG00000121905,HPCA,8,-4.4607,68,-1.0278,255,1.67005,156,0.34371
ENSG00000121900,TMEM54,36,0.50774,10,-1.5316,22,-0.5118,34,0.34988
ENSG00000004455,AK2,66,1.28223,12,-1.7744,21,-1.1372,38,-0.0337
ENSG00000142920,AZIN2,36,1.09989,4,-2.4104,25,0.18369,13,-1.0312
ENSG00000160094,ZNF362,20,-0.4175,25,0.03740,19,-0.5462,35,0.80298
ENSG00000134686,PHC2,75,0.56494,37,-0.7093,54,-0.1334,52,-0.2314
ENSG00000163866,SMIM12,25,-0.8299,31,-0.3122,56,0.86491,36,-0.1028
ENSG00000116544,DLGAP3,2,-4.5929,48,0.23290,61,0.90995,58,0.76256
ENSG00000163867,ZMYM6,24,0.16045,7,-1.6840,32,0.78910,16,-0.6268
ENSG00000116560,SFPQ,257,0.41329,379,0.96479,214,0.01506,110,-1.2107
ENSG00000146463,ZMYM4,58,-0.2655,153,1.42490,57,-0.2807,54,-0.3887
ENSG00000142687,KIAA0319L,52,-0.4842,75,0.18284,81,0.41110,65,-0.0660
ENSG00000020129,NCDN,42,-3.5599,107,-1.8635,788,2.10938,347,-0.0956
ENSG00000126067,PSMB2,75,-0.0883,34,-1.2870,87,0.22054,88,0.24035
ENSG00000142686,C1orf216,13,-2.9106,29,-1.4269,141,1.57520,87,0.30107
ENSG00000092847,AGO1,55,0.28204,21,-1.2641,55,0.27330,44,-0.1980
ENSG00000126070,AGO3,116,1.13724,79,0.16776,63,-0.2372,32,-1.4310
ENSG00000054116,TRAPPC3,24,-0.6076,4,-2.9979,53,1.08319,32,-0.0632
ENSG00000116871,MAP7D1,237,0.25065,102,-1.1191,257,0.43360,173,-0.3856
ENSG00000054118,THRAP3,161,-0.1600,359,1.22749,197,0.26448,102,-1.0000
ENSG00000181817,LSM10,19,-0.9206,14,-1.2291,36,0.26434,46,0.81761
ENSG00000116898,MRPS15,25,-0.9850,28,-0.6290,47,0.20478,60,0.78251
ENSG00000163875,MEAF6,43,-1.2786,59,-0.5790,111,0.56880,112,0.58918
ENSG00000134697,GNL2,29,0.13364,37,0.52676,25,-0.1635,24,-0.2459
ENSG00000197982,C1orf122,353,1.09953,98,-1.2601,110,-1.2796,241,0.18043
ENSG00000183431,SF3A3,44,0.03453,15,-1.5958,49,0.23973,47,0.15795
ENSG00000183520,UTP11,25,-0.4668,76,1.49628,35,0.22616,20,-0.8625
ENSG00000116954,RRAGC,44,0.15788,35,-0.2359,45,0.23143,35,-0.3198
ENSG00000174574,AKIRIN1,77,-0.1450,116,0.54777,92,0.20822,69,-0.3641
ENSG00000168653,NDUFS5,357,-1.0280,491,-0.3606,712,0.30825,822,0.63749
ENSG00000127603,MACF1,464,0.33253,864,1.31978,263,-0.7928,310,-0.4881
ENSG00000090621,PABPC4,85,0.16380,162,1.21467,52,-0.7942,72,-0.1946
ENSG00000116983,HPCAL4,43,-2.9749,315,0.35409,405,1.10521,291,0.29265
ENSG00000084072,PPIE,34,-0.0965,21,-0.8117,42,0.36061,35,-0.0042
ENSG00000131236,CAP1,180,0.18290,153,-0.1189,165,0.00539,153,-0.1465
ENSG00000131238,PPT1,85,-0.6526,71,-0.8204,153,0.54055,137,0.28208
ENSG00000117000,RLF,34,0.23610,38,0.37512,41,0.66465,13,-1.4690
ENSG00000084073,ZMPSTE24,38,0.31305,12,-1.4978,44,0.62680,24,-0.6334
ENSG00000049089,COL9A2,107,2.49402,16,-1.5894,7,-3.0931,31,-0.6938
ENSG00000084070,SMAP2,57,-1.3481,194,0.80594,174,0.85235,102,-0.3089
ENSG00000117016,RIMS3,6,-4.9885,126,-0.3410,264,1.25940,208,0.63514
ENSG00000066136,NFYC,13,-1.2916,6,-2.1541,40,0.98780,32,0.43737
ENSG00000127124,HIVEP3,19,-0.8520,31,0.06979,36,0.35721,35,0.32468
ENSG00000198815,FOXJ3,26,-0.8832,13,-1.7494,61,0.85440,48,0.28402
ENSG00000177181,RIMKLA,5,-3.3837,43,0.03346,71,1.24689,50,0.35590
ENSG00000127125,PPCS,63,0.09714,48,-0.3557,62,0.05077,60,-0.0114
ENSG00000186409,CCDC30,25,-0.8841,131,2.09820,40,-0.0201,26,-0.8499
ENSG00000065978,YBX1,340,1.67141,186,0.08533,54,-2.0877,133,-0.5554
ENSG00000177868,SVBP,37,0.12812,39,0.19126,31,-0.2259,35,0.00183
ENSG00000117394,SLC2A1,62,0.05026,60,-0.0169,34,-1.0756,86,0.78458
ENSG00000117395,EBNA1BP2,43,-1.0149,69,-0.1245,95,0.54242,86,0.31807
ENSG00000179178,TMEM125,153,3.32320,16,-1.8847,3,-4.4425,26,-1.3903
ENSG00000066322,ELOVL1,305,3.71884,8,-3.7541,12,-3.6188,39,-1.8137
ENSG00000159479,MED8,18,-0.3453,0,-7.2420,31,0.81994,23,0.11042
ENSG00000178922,HYI,29,0.82566,0,-7.2146,17,-0.2771,20,0.04304
ENSG00000142949,PTPRF,109,0.13604,33,-1.7344,138,0.67306,82,-0.4281
ENSG00000126091,ST3GAL3,12,-1.5336,10,-1.4913,44,1.01965,35,0.44287
ENSG00000117408,IPO13,154,1.49692,31,-1.5120,63,-0.5599,53,-0.8710
ENSG00000117410,ATP6V0B,158,-0.8590,47,-2.5205,436,1.37410,218,-0.2595
ENSG00000117411,B4GALT2,37,-1.0704,67,0.01381,62,-0.1170,99,0.91186
ENSG00000178028,DMAP1,42,-0.7447,15,-2.1013,101,1.18023,57,-0.1517
ENSG00000117419,ERI3,62,-0.9301,62,-0.7618,117,0.32218,137,0.67348
ENSG00000187147,RNF220,143,0.13181,52,-1.4431,156,0.33149,130,-0.0633
ENSG00000142937,RPS8,1750,1.00708,1133,-0.0016,652,-1.0386,1001,-0.2513
ENSG00000070785,EIF2B3,17,-0.4063,14,-0.6528,29,0.62611,21,-0.0586
ENSG00000126088,UROD,44,-0.7908,31,-1.1805,89,0.62750,80,0.36962
ENSG00000117450,PRDX1,379,0.52987,111,-1.5213,210,-0.6699,366,0.44393
ENSG00000117448,AKR1A1,40,0.20071,9,-2.0635,33,-0.1746,45,0.44776
ENSG00000132780,NASP,209,1.81364,101,-0.0401,53,-1.2442,51,-1.3002
ENSG00000159592,GPBP1L1,36,0.01790,26,-0.4923,33,-0.1710,41,0.31964
ENSG00000086015,MAST2,11,-0.9521,25,0.44780,29,0.97101,14,-0.5167
ENSG00000117461,PIK3R3,11,-1.8870,55,0.85522,41,0.48875,38,0.34992
ENSG00000085998,POMGNT1,76,0.52454,30,-1.0367,60,0.03239,52,-0.2678
ENSG00000132128,LRRC41,26,-0.4990,6,-2.4734,45,0.63734,39,0.31482
ENSG00000173660,UQCRH,141,-1.6803,224,-0.7465,416,0.30782,569,1.06830
ENSG00000117480,FAAH,39,0.84302,0,-7.7899,36,0.63417,14,-1.1127
ENSG00000123472,ATPAF1,92,-0.5658,106,-0.2293,111,-0.2026,171,0.74224
ENSG00000159658,EFCAB14,203,1.23703,139,0.21607,48,-1.6526,106,-0.2627
ENSG00000162368,CMPK1,120,-0.1607,87,-0.6338,118,-0.2079,168,0.54921
ENSG00000132122,SPATA6,49,2.11108,22,-0.0193,5,-2.3848,13,-1.0040
ENSG00000162373,BEND5,11,-1.8168,20,-0.6626,41,0.58900,45,0.83919
ENSG00000162374,ELAVL4,12,-4.3175,288,0.81833,282,1.11467,195,0.22532
ENSG00000185104,FAF1,53,0.23172,22,-1.1956,47,0.01314,50,0.11529
ENSG00000123091,RNF11,137,-1.7609,252,-0.5869,499,0.69439,499,0.69345
ENSG00000085832,EPS15,198,-0.0383,201,-0.0132,200,-0.0249,209,0.06803
ENSG00000117859,OSBPL9,51,1.10767,7,-2.2507,16,-1.2420,37,0.28891
ENSG00000078618,NRDC,118,-0.0237,167,0.54790,137,0.29683,87,-0.6135
ENSG00000169213,RAB3B,50,-0.5672,127,1.07261,76,0.26930,55,-0.3964
ENSG00000117862,TXNDC12,33,-0.1022,18,-0.9954,40,0.29039,37,0.12162
ENSG00000134717,BTF3L4,59,0.02925,46,-0.3678,51,-0.2583,69,0.34614
ENSG00000157077,ZFYVE9,13,-2.0669,147,2.13693,57,0.52774,29,-0.8045
ENSG00000134748,PRPF38A,58,0.75713,43,0.06843,21,-1.2285,44,0.14136
ENSG00000134744,TUT4,160,1.37332,150,0.82066,67,-0.5994,27,-2.1274
ENSG00000162377,COA7,11,-1.4834,35,0.48414,40,0.98581,24,-0.1871
ENSG00000162378,ZYG11B,67,-1.4135,272,1.05419,203,0.76202,122,-0.3392
ENSG00000116171,SCP2,120,0.32737,74,-0.5050,77,-0.5479,120,0.33565
ENSG00000162384,CZIB,56,0.31681,22,-1.2345,46,-0.1056,52,0.14831
ENSG00000157193,LRP8,10,-1.9673,51,0.76496,51,1.03853,29,-0.1818
ENSG00000081870,HSPB11,26,0.03213,35,0.50202,29,0.28608,18,-0.6363
ENSG00000116209,TMEM59,292,1.01920,61,-1.7301,166,-0.2521,149,-0.4554
ENSG00000116221,MRPL37,22,-1.0325,16,-1.3498,62,1.06146,41,0.08737
ENSG00000157216,SSBP3,98,-1.7040,330,0.42420,255,0.00899,383,0.94857
ENSG00000116133,DHCR24,154,0.35111,30,-2.2235,173,0.61891,99,-0.5503
ENSG00000162402,USP24,40,0.02672,39,-0.0153,57,0.82147,21,-1.1056
ENSG00000162407,PLPP3,223,-0.2022,196,-0.3648,45,-2.8877,489,1.77391
ENSG00000162409,PRKAA2,22,-1.6887,67,0.24436,90,1.03900,57,-0.0131
ENSG00000162601,MYSM1,65,0.05305,59,-0.1037,103,1.14866,23,-1.7751
ENSG00000177606,JUN,106,-0.3966,86,-0.6374,211,1.14868,86,-0.7729
ENSG00000134709,HOOK1,0,-7.7974,45,0.42852,80,2.36398,20,-0.9663
ENSG00000162599,NFIA,569,1.08289,567,0.75826,149,-1.5805,287,-0.4357
ENSG00000162604,TM2D1,51,-0.0950,26,-1.1177,60,0.24933,58,0.18395
ENSG00000162607,USP1,101,0.82686,125,0.96364,64,-0.1778,27,-1.7182
ENSG00000116641,DOCK7,44,0.12493,53,0.39423,25,-0.9705,52,0.48313
ENSG00000125703,ATG4C,105,2.38390,39,-0.2291,15,-1.9505,18,-1.6176
ENSG00000079739,PGM1,25,-0.6098,33,-0.0790,30,-0.2899,49,0.79227
ENSG00000162434,JAK1,73,-0.2849,153,0.98218,94,0.21770,64,-0.5439
ENSG00000162433,AK4,51,-0.7729,104,0.50273,67,-0.2515,102,0.62996
ENSG00000116675,DNAJC6,282,-0.0641,183,-0.7223,355,0.43327,271,-0.1430
ENSG00000213625,LEPROT,63,0.46352,59,0.23697,15,-2.0693,71,0.75740
ENSG00000184588,PDE4B,181,1.20277,71,-0.6767,90,-0.3949,70,-0.8453
ENSG00000118473,SGIP1,61,-1.4484,214,0.76755,194,0.82797,122,-0.1896
ENSG00000198160,MIER1,101,0.58976,201,1.65547,51,-0.7713,38,-1.3036
ENSG00000142864,SERBP1,314,0.53662,440,0.97401,203,-0.3823,155,-0.8690
ENSG00000116717,GADD45A,33,0.09276,39,0.32340,31,-0.0838,29,-0.1665
ENSG00000172380,GNG12,51,1.47124,12,-1.2468,5,-2.7439,33,0.34280
ENSG00000116729,WLS,51,-0.7578,62,-0.3398,34,-1.4751,149,1.70895
ENSG00000033122,LRRC7,40,-1.1211,58,-0.3680,138,1.56174,48,-0.7993
ENSG00000066557,LRRC40,19,-0.3559,2,-3.2996,32,0.69997,26,0.18460
ENSG00000116754,SRSF11,420,0.93101,255,-0.1488,312,0.22595,117,-1.5803
ENSG00000118454,ANKRD13C,32,-0.4322,28,-0.5402,71,1.42282,20,-1.2431
ENSG00000132485,ZRANB2,231,0.33982,261,0.45790,224,0.26971,115,-1.0119
ENSG00000172260,NEGR1,101,-2.2839,590,0.73657,653,1.32823,308,-0.4046
ENSG00000178965,ERICH3,9,-3.6577,176,1.15663,184,1.93229,43,-1.3024
ENSG00000162623,TYW3,45,-0.3772,92,0.85455,71,0.55846,36,-0.7987
ENSG00000117054,ACADM,58,0.14721,65,0.28125,40,-0.6070,62,0.26284
