#node	identifier	category	term ID	term description
A2M	9606.ENSP00000323929	DISEASES	DOID:17	Musculoskeletal system disease
A2M	9606.ENSP00000323929	DISEASES	DOID:331	Central nervous system disease
A2M	9606.ENSP00000323929	DISEASES	DOID:4	Disease
A2M	9606.ENSP00000323929	DISEASES	DOID:680	Tauopathy
A2M	9606.ENSP00000323929	DISEASES	DOID:7	Disease of anatomical entity
A2M	9606.ENSP00000323929	DISEASES	DOID:863	Nervous system disease
A2M	9606.ENSP00000323929	DISEASES	DOID:9120	Amyloidosis
A2M	9606.ENSP00000323929	TISSUES	BTO:0000000	Tissues, cell types and enzyme sources
A2M	9606.ENSP00000323929	TISSUES	BTO:0000042	Animal
A2M	9606.ENSP00000323929	TISSUES	BTO:0000058	Alimentary canal
A2M	9606.ENSP00000323929	TISSUES	BTO:0000080	Male reproductive gland
A2M	9606.ENSP00000323929	TISSUES	BTO:0000081	Reproductive system
A2M	9606.ENSP00000323929	TISSUES	BTO:0000082	Male reproductive system
A2M	9606.ENSP00000323929	TISSUES	BTO:0000083	Female reproductive system
A2M	9606.ENSP00000323929	TISSUES	BTO:0000088	Cardiovascular system
A2M	9606.ENSP00000323929	TISSUES	BTO:0000123	Bladder
A2M	9606.ENSP00000323929	TISSUES	BTO:0000135	Aorta
A2M	9606.ENSP00000323929	TISSUES	BTO:0000141	Bone marrow
A2M	9606.ENSP00000323929	TISSUES	BTO:0000142	Brain
A2M	9606.ENSP00000323929	TISSUES	BTO:0000174	Embryonic structure
A2M	9606.ENSP00000323929	TISSUES	BTO:0000203	Respiratory system
A2M	9606.ENSP00000323929	TISSUES	BTO:0000227	Central nervous system
A2M	9606.ENSP00000323929	TISSUES	BTO:0000254	Female reproductive gland
A2M	9606.ENSP00000323929	TISSUES	BTO:0000282	Head
A2M	9606.ENSP00000323929	TISSUES	BTO:0000284	Organism form
A2M	9606.ENSP00000323929	TISSUES	BTO:0000345	Digestive gland
A2M	9606.ENSP00000323929	TISSUES	BTO:0000392	Plasma cell
A2M	9606.ENSP00000323929	TISSUES	BTO:0000416	Epithelium
A2M	9606.ENSP00000323929	TISSUES	BTO:0000449	Fetus
A2M	9606.ENSP00000323929	TISSUES	BTO:0000493	Gall bladder
A2M	9606.ENSP00000323929	TISSUES	BTO:0000511	Gastrointestinal tract
A2M	9606.ENSP00000323929	TISSUES	BTO:0000522	Gland
A2M	9606.ENSP00000323929	TISSUES	BTO:0000534	Gonad
A2M	9606.ENSP00000323929	TISSUES	BTO:0000570	Hematopoietic system
A2M	9606.ENSP00000323929	TISSUES	BTO:0000573	Artery
A2M	9606.ENSP00000323929	TISSUES	BTO:0000634	Integument
A2M	9606.ENSP00000323929	TISSUES	BTO:0000648	Intestine
A2M	9606.ENSP00000323929	TISSUES	BTO:0000753	Lymphoid tissue
A2M	9606.ENSP00000323929	TISSUES	BTO:0000759	Liver
A2M	9606.ENSP00000323929	TISSUES	BTO:0000763	Lung
A2M	9606.ENSP00000323929	TISSUES	BTO:0001019	Prostate gland cell line
A2M	9606.ENSP00000323929	TISSUES	BTO:0001033	Prostate cancer cell line
A2M	9606.ENSP00000323929	TISSUES	BTO:0001078	Placenta
A2M	9606.ENSP00000323929	TISSUES	BTO:0001085	Vascular system
A2M	9606.ENSP00000323929	TISSUES	BTO:0001102	Blood vessel
A2M	9606.ENSP00000323929	TISSUES	BTO:0001129	Prostate gland
A2M	9606.ENSP00000323929	TISSUES	BTO:0001253	Skin
A2M	9606.ENSP00000323929	TISSUES	BTO:0001281	Spleen
A2M	9606.ENSP00000323929	TISSUES	BTO:0001363	Testis
A2M	9606.ENSP00000323929	TISSUES	BTO:0001387	Tonsil
A2M	9606.ENSP00000323929	TISSUES	BTO:0001388	Trachea
A2M	9606.ENSP00000323929	TISSUES	BTO:0001424	Uterus
A2M	9606.ENSP00000323929	TISSUES	BTO:0001484	Nervous system
A2M	9606.ENSP00000323929	TISSUES	BTO:0001486	Skeletal system
A2M	9606.ENSP00000323929	TISSUES	BTO:0001488	Endocrine gland
A2M	9606.ENSP00000323929	TISSUES	BTO:0001489	Whole body
A2M	9606.ENSP00000323929	TISSUES	BTO:0001491	Viscus
A2M	9606.ENSP00000323929	TISSUES	BTO:0002397	Prostate gland epithelium
A2M	9606.ENSP00000323929	TISSUES	BTO:0003091	Urogenital system
A2M	9606.ENSP00000323929	TISSUES	BTO:0003096	Internal male genital organ
A2M	9606.ENSP00000323929	TISSUES	BTO:0003099	Internal female genital organ
A2M	9606.ENSP00000323929	TISSUES	BTO:0004850	Bone marrow cell
A2M	9606.ENSP00000323929	TISSUES	BTO:0005352	1-LN cell
A2M	9606.ENSP00000323929	TISSUES	BTO:0005810	Immune system
A2M	9606.ENSP00000323929	COMPARTMENTS	GOCC:0005576	Extracellular region
A2M	9606.ENSP00000323929	COMPARTMENTS	GOCC:0005615	Extracellular space
A2M	9606.ENSP00000323929	COMPARTMENTS	GOCC:0005622	Intracellular
A2M	9606.ENSP00000323929	COMPARTMENTS	GOCC:0005737	Cytoplasm
A2M	9606.ENSP00000323929	COMPARTMENTS	GOCC:0012505	Endomembrane system
A2M	9606.ENSP00000323929	COMPARTMENTS	GOCC:0030141	Secretory granule
A2M	9606.ENSP00000323929	COMPARTMENTS	GOCC:0031091	Platelet alpha granule
A2M	9606.ENSP00000323929	COMPARTMENTS	GOCC:0031093	Platelet alpha granule lumen
A2M	9606.ENSP00000323929	COMPARTMENTS	GOCC:0031410	Cytoplasmic vesicle
A2M	9606.ENSP00000323929	COMPARTMENTS	GOCC:0031974	Membrane-enclosed lumen
A2M	9606.ENSP00000323929	COMPARTMENTS	GOCC:0031982	Vesicle
A2M	9606.ENSP00000323929	COMPARTMENTS	GOCC:0031983	Vesicle lumen
A2M	9606.ENSP00000323929	COMPARTMENTS	GOCC:0034774	Secretory granule lumen
A2M	9606.ENSP00000323929	COMPARTMENTS	GOCC:0043226	Organelle
A2M	9606.ENSP00000323929	COMPARTMENTS	GOCC:0043227	Membrane-bounded organelle
A2M	9606.ENSP00000323929	COMPARTMENTS	GOCC:0043229	Intracellular organelle
A2M	9606.ENSP00000323929	COMPARTMENTS	GOCC:0043230	Extracellular organelle
A2M	9606.ENSP00000323929	COMPARTMENTS	GOCC:0043231	Intracellular membrane-bounded organelle
A2M	9606.ENSP00000323929	COMPARTMENTS	GOCC:0043233	Organelle lumen
A2M	9606.ENSP00000323929	COMPARTMENTS	GOCC:0060205	Cytoplasmic vesicle lumen
A2M	9606.ENSP00000323929	COMPARTMENTS	GOCC:0065010	Extracellular membrane-bounded organelle
A2M	9606.ENSP00000323929	COMPARTMENTS	GOCC:0070013	Intracellular organelle lumen
A2M	9606.ENSP00000323929	COMPARTMENTS	GOCC:0070062	Extracellular exosome
A2M	9606.ENSP00000323929	COMPARTMENTS	GOCC:0072562	Blood microparticle
A2M	9606.ENSP00000323929	COMPARTMENTS	GOCC:0097708	Intracellular vesicle
A2M	9606.ENSP00000323929	COMPARTMENTS	GOCC:0099503	Secretory vesicle
A2M	9606.ENSP00000323929	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
A2M	9606.ENSP00000323929	COMPARTMENTS	GOCC:1903561	Extracellular vesicle
A2M	9606.ENSP00000323929	UniProt Keywords	KW-0082	Bait region
A2M	9606.ENSP00000323929	UniProt Keywords	KW-0325	Glycoprotein
A2M	9606.ENSP00000323929	UniProt Keywords	KW-0646	Protease inhibitor
A2M	9606.ENSP00000323929	UniProt Keywords	KW-0722	Serine protease inhibitor
A2M	9606.ENSP00000323929	UniProt Keywords	KW-0732	Signal
A2M	9606.ENSP00000323929	UniProt Keywords	KW-0882	Thioester bond
A2M	9606.ENSP00000323929	UniProt Keywords	KW-0964	Secreted
A2M	9606.ENSP00000323929	UniProt Keywords	KW-1015	Disulfide bond
A2M	9606.ENSP00000323929	UniProt Keywords	KW-1017	Isopeptide bond
A2M	9606.ENSP00000323929	InterPro	IPR001599	Alpha-2-macroglobulin
A2M	9606.ENSP00000323929	InterPro	IPR002890	Macroglobulin domain
A2M	9606.ENSP00000323929	InterPro	IPR008930	Terpenoid cyclases/protein prenyltransferase alpha-alpha toroid
A2M	9606.ENSP00000323929	InterPro	IPR009048	Alpha-macroglobulin, receptor-binding
A2M	9606.ENSP00000323929	InterPro	IPR010916	TonB box, conserved site
A2M	9606.ENSP00000323929	InterPro	IPR011625	Alpha-2-macroglobulin, bait region domain
A2M	9606.ENSP00000323929	InterPro	IPR011626	Alpha-macroglobulin-like, TED domain
A2M	9606.ENSP00000323929	InterPro	IPR013783	Immunoglobulin-like fold
A2M	9606.ENSP00000323929	InterPro	IPR014756	Immunoglobulin E-set
A2M	9606.ENSP00000323929	InterPro	IPR019742	Alpha-2-macroglobulin, conserved site
A2M	9606.ENSP00000323929	InterPro	IPR036595	Alpha-macroglobulin, receptor-binding domain superfamily
A2M	9606.ENSP00000323929	InterPro	IPR040839	Macroglobulin domain MG4
A2M	9606.ENSP00000323929	InterPro	IPR041555	Macroglobulin domain MG3
A2M	9606.ENSP00000323929	InterPro	IPR041813	Alpha-2-macroglobulin, TED domain
A2M	9606.ENSP00000323929	InterPro	IPR047565	Alpha-macroglobulin-like, thiol-ester bond-forming region
A2M	9606.ENSP00000323929	SMART	SM01359	Alpha-2-Macroglobulin
A2M	9606.ENSP00000323929	SMART	SM01360	Alpha-2-macroglobulin family
A2M	9606.ENSP00000323929	SMART	SM01361	A-macroglobulin receptor
A2M	9606.ENSP00000323929	SMART	SM01419	Alpha-macro-globulin thiol-ester bond-forming region
ABCG2	9606.ENSP00000498246	GO Process	GO:0003008	System process
ABCG2	9606.ENSP00000498246	GO Process	GO:0003013	Circulatory system process
ABCG2	9606.ENSP00000498246	GO Process	GO:0003014	Renal system process
ABCG2	9606.ENSP00000498246	GO Process	GO:0003018	Vascular process in circulatory system
ABCG2	9606.ENSP00000498246	GO Process	GO:0006082	Organic acid metabolic process
ABCG2	9606.ENSP00000498246	GO Process	GO:0006810	Transport
ABCG2	9606.ENSP00000498246	GO Process	GO:0006811	Ion transport
ABCG2	9606.ENSP00000498246	GO Process	GO:0006820	Anion transport
ABCG2	9606.ENSP00000498246	GO Process	GO:0006869	Lipid transport
ABCG2	9606.ENSP00000498246	GO Process	GO:0007588	Excretion
ABCG2	9606.ENSP00000498246	GO Process	GO:0008152	Metabolic process
ABCG2	9606.ENSP00000498246	GO Process	GO:0009636	Response to toxic substance
ABCG2	9606.ENSP00000498246	GO Process	GO:0009987	Cellular process
ABCG2	9606.ENSP00000498246	GO Process	GO:0010232	Vascular transport
ABCG2	9606.ENSP00000498246	GO Process	GO:0010876	Lipid localization
ABCG2	9606.ENSP00000498246	GO Process	GO:0015711	Organic anion transport
ABCG2	9606.ENSP00000498246	GO Process	GO:0015718	Monocarboxylic acid transport
ABCG2	9606.ENSP00000498246	GO Process	GO:0015747	Urate transport
ABCG2	9606.ENSP00000498246	GO Process	GO:0015849	Organic acid transport
ABCG2	9606.ENSP00000498246	GO Process	GO:0015878	Biotin transport
ABCG2	9606.ENSP00000498246	GO Process	GO:0032218	Riboflavin transport
ABCG2	9606.ENSP00000498246	GO Process	GO:0032501	Multicellular organismal process
ABCG2	9606.ENSP00000498246	GO Process	GO:0033036	Macromolecule localization
ABCG2	9606.ENSP00000498246	GO Process	GO:0034220	Ion transmembrane transport
ABCG2	9606.ENSP00000498246	GO Process	GO:0035461	Vitamin transmembrane transport
ABCG2	9606.ENSP00000498246	GO Process	GO:0042221	Response to chemical
ABCG2	9606.ENSP00000498246	GO Process	GO:0042886	Amide transport
ABCG2	9606.ENSP00000498246	GO Process	GO:0042908	Xenobiotic transport
ABCG2	9606.ENSP00000498246	GO Process	GO:0044237	Cellular metabolic process
ABCG2	9606.ENSP00000498246	GO Process	GO:0044281	Small molecule metabolic process
ABCG2	9606.ENSP00000498246	GO Process	GO:0046415	Urate metabolic process
ABCG2	9606.ENSP00000498246	GO Process	GO:0046942	Carboxylic acid transport
ABCG2	9606.ENSP00000498246	GO Process	GO:0050896	Response to stimulus
ABCG2	9606.ENSP00000498246	GO Process	GO:0051179	Localization
ABCG2	9606.ENSP00000498246	GO Process	GO:0051180	Vitamin transport
ABCG2	9606.ENSP00000498246	GO Process	GO:0051234	Establishment of localization
ABCG2	9606.ENSP00000498246	GO Process	GO:0051716	Cellular response to stimulus
ABCG2	9606.ENSP00000498246	GO Process	GO:0055085	Transmembrane transport
ABCG2	9606.ENSP00000498246	GO Process	GO:0070633	Transepithelial transport
ABCG2	9606.ENSP00000498246	GO Process	GO:0070887	Cellular response to chemical stimulus
ABCG2	9606.ENSP00000498246	GO Process	GO:0071702	Organic substance transport
ABCG2	9606.ENSP00000498246	GO Process	GO:0071704	Organic substance metabolic process
ABCG2	9606.ENSP00000498246	GO Process	GO:0071705	Nitrogen compound transport
