Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9to12,Feature log2 fold change topic 9to12
ENSG00000179403,VWA1,106,2.85828,7,-1.6424,1,-3.8525,35,0.76527,21,-0.0429,17,-0.4196,4,-2.3639,13,-0.9483
ENSG00000205090,TMEM240,16,-0.8796,16,-0.9357,9,-1.7240,14,-1.1343,27,-0.1461,49,0.92339,69,1.41331,26,-0.2558
ENSG00000160075,SSU72,83,-0.9215,90,-0.7935,60,-1.4082,115,-0.4239,165,0.13320,138,-0.1614,219,0.59232,202,0.68065
ENSG00000228594,FNDC10,8,-2.0470,10,-1.6747,22,-0.5294,22,-0.4838,42,0.48246,46,0.69966,38,0.33426,34,0.23088
ENSG00000272106,AL691432.2,18,-0.1901,18,-0.1891,7,-1.5542,35,0.84842,43,1.21183,15,-0.5601,35,0.84955,15,-0.6041
ENSG00000197530,MIB2,25,-0.2496,17,-0.8446,12,-1.3892,40,0.44001,23,-0.3870,41,0.54694,40,0.47197,30,0.00666
ENSG00000248333,CDK11B,92,1.31390,97,1.42067,91,1.29548,23,-0.8830,40,-0.0351,36,-0.2460,9,-2.1618,18,-1.5622
ENSG00000189339,SLC35E2B,7,-1.4360,37,1.09616,17,-0.1692,20,0.11020,24,0.36518,21,0.19906,7,-1.3688,18,-0.1202
ENSG00000008128,CDK11A,53,0.97653,117,2.47795,17,-0.8134,17,-0.7475,11,-1.4602,25,-0.2141,25,-0.2177,13,-1.3925
ENSG00000215790,SLC35E2A,29,0.52676,28,0.49331,18,-0.2177,23,0.17169,26,0.34849,21,-0.0020,13,-0.6624,17,-0.3566
ENSG00000008130,NADK,24,-0.0685,22,-0.1803,20,-0.3788,19,-0.4370,25,-0.0328,36,0.62118,21,-0.2476,25,-0.0236
ENSG00000078369,GNB1,287,-0.9134,295,-0.8731,431,-0.2925,563,0.12657,820,0.73474,625,0.32497,441,-0.2554,538,0.07371
ENSG00000187730,GABRD,6,-5.1381,59,-1.7920,122,-0.7092,92,-1.1358,99,-1.0284,251,0.45710,256,0.44664,297,1.06422
ENSG00000067606,PRKCZ,139,-0.7409,123,-0.9246,149,-0.6337,154,-0.5904,142,-0.7123,345,0.77880,164,-0.4911,285,0.54397
ENSG00000162585,FAAP20,29,0.15598,9,-1.6336,4,-2.7407,33,0.32565,72,1.67361,38,0.62643,5,-2.4935,23,-0.3110
ENSG00000157933,SKI,80,1.12749,34,-0.2679,44,0.15086,53,0.44280,56,0.53656,58,0.67407,22,-0.9164,19,-1.4131
ENSG00000157916,RER1,48,-0.2001,18,-1.6680,19,-1.5781,75,0.50527,63,0.21621,37,-0.6419,52,-0.0948,77,0.81187
ENSG00000157870,PRXL2B,19,-1.3101,11,-2.1565,29,-0.7011,45,-0.0013,61,0.47261,63,0.58148,60,0.43900,49,0.14702
ENSG00000158109,TPRG1L,75,-1.5132,53,-2.0336,142,-0.5618,101,-1.0702,187,-0.1361,274,0.52633,230,0.18707,278,0.73423
ENSG00000130764,LRRC47,50,-0.8379,46,-0.9753,52,-0.7770,56,-0.6652,74,-0.2445,97,0.18887,109,0.35772,115,0.66122
ENSG00000116198,CEP104,101,1.58614,95,1.47450,47,0.28015,27,-0.5412,44,0.17784,18,-1.2690,27,-0.5771,23,-1.0146
ENSG00000196581,AJAP1,26,-1.0445,84,0.76886,72,0.52599,55,0.08246,53,0.03811,40,-0.4213,143,1.70906,27,-1.2303
ENSG00000069424,KCNAB2,46,-2.1194,66,-1.5666,115,-0.7406,175,-0.1012,198,0.08998,231,0.37271,198,0.09110,245,0.63919
ENSG00000116254,CHD5,105,-1.4510,493,0.95402,492,0.95350,145,-0.9725,203,-0.4611,409,0.72530,120,-1.2550,228,-0.3842
ENSG00000116251,RPL22,723,0.73053,281,-0.7614,344,-0.4508,535,0.23906,1021,1.31884,558,0.34073,304,-0.6389,299,-0.8542
ENSG00000116237,ICMT,25,-0.7792,12,-1.9129,38,-0.1421,44,0.05594,45,0.10883,43,0.03774,33,-0.3515,55,0.63768
ENSG00000097021,ACOT7,46,-2.3654,80,-1.5584,155,-0.5769,52,-2.1828,133,-0.8013,149,-0.6878,302,0.47298,407,1.60656
ENSG00000171680,PLEKHG5,3,-2.9713,19,-0.4243,17,-0.5895,18,-0.5066,35,0.47254,30,0.25910,67,1.58562,22,-0.3023
ENSG00000162408,NOL9,36,-0.0105,53,0.58860,19,-0.9479,35,-0.0443,37,0.00608,42,0.26870,18,-1.0732,38,0.11772
ENSG00000162413,KLHL21,45,0.69602,10,-1.6178,14,-1.1101,25,-0.2612,31,0.10154,32,0.16387,42,0.57812,30,0.04649
ENSG00000007923,DNAJC11,28,-0.7085,49,0.16004,36,-0.3146,22,-1.0522,38,-0.2434,69,0.80492,34,-0.4097,46,0.11120
ENSG00000171735,CAMTA1,282,-0.8479,713,0.60424,953,1.09084,303,-0.7405,444,-0.1522,530,0.14053,243,-1.0697,468,-0.0947
ENSG00000049245,VAMP3,99,2.53567,5,-2.1398,0,-4.7752,43,0.98600,33,0.54791,12,-1.0576,19,-0.2956,14,-0.9572
ENSG00000049246,PER3,79,1.15332,69,0.93780,31,-0.3246,105,1.67198,32,-0.3144,25,-0.7403,44,0.18834,14,-1.8435
ENSG00000116288,PARK7,145,-0.8576,98,-1.4416,121,-1.1348,281,0.16510,457,0.95919,216,-0.2740,315,0.34576,298,0.36616
ENSG00000116285,ERRFI1,19,-0.6951,11,-1.5111,14,-1.1904,15,-1.0471,15,-1.0508,28,-0.1397,27,-0.2015,53,1.38626
ENSG00000162426,SLC45A1,1,-4.9571,9,-1.8415,10,-1.6380,23,-0.4788,23,-0.4960,38,0.33059,51,0.75912,47,0.92995
ENSG00000142599,RERE,176,0.49610,173,0.46905,175,0.48766,153,0.26826,172,0.45901,127,-0.0281,130,0.00663,79,-0.9633
ENSG00000074800,ENO1,200,-1.1927,122,-1.9269,149,-1.6334,1057,1.47115,541,0.33682,273,-0.7828,425,-0.0462,552,0.53780
ENSG00000171612,SLC25A33,23,-0.5793,8,-2.0052,11,-1.6814,109,2.04451,56,0.83464,13,-1.4548,30,-0.1291,33,0.01691
ENSG00000171603,CLSTN1,239,-1.7996,419,-0.9612,852,0.13138,392,-1.0632,402,-1.0251,993,0.42100,1037,0.44646,1019,0.61389
ENSG00000178585,CTNNBIP1,35,0.24486,16,-0.9356,13,-1.2671,31,0.09026,36,0.32237,39,0.50630,9,-1.7790,34,0.31595
ENSG00000162441,LZIC,104,0.94120,65,0.16920,65,0.17294,84,0.58150,55,-0.0762,65,0.20087,23,-1.3657,43,-0.6192
ENSG00000130939,UBE4B,44,-0.0852,79,0.87338,39,-0.2437,26,-0.8592,28,-0.7840,46,-0.0039,53,0.21102,48,0.09190
ENSG00000054523,KIF1B,700,0.62742,687,0.59800,681,0.58375,478,0.01635,314,-0.6366,425,-0.1838,316,-0.6266,414,-0.2832
ENSG00000142657,PGD,48,-0.3884,25,-1.3773,45,-0.4796,55,-0.1789,41,-0.6042,43,-0.5961,36,-0.8242,100,1.25228
ENSG00000241563,CORT,6,-3.5707,18,-2.0014,27,-1.4081,34,-1.0292,149,1.29600,27,-1.4974,21,-1.7795,127,1.70633
ENSG00000160049,DFFA,114,1.15249,46,-0.3160,55,-0.0310,106,1.03632,69,0.33204,46,-0.3489,26,-1.1710,42,-0.6022
ENSG00000142655,PEX14,12,-0.9117,13,-0.7491,7,-1.7571,29,0.42045,11,-1.0503,15,-0.5984,32,0.61225,32,0.92610
ENSG00000120948,TARDBP,82,-0.2250,103,0.12491,81,-0.2613,93,-0.0322,67,-0.5451,72,-0.4613,165,0.89226,102,0.14257
ENSG00000116649,SRM,29,-1.0549,13,-2.2600,29,-1.0676,85,0.60906,70,0.29601,61,0.07024,75,0.39532,69,0.38712
ENSG00000171824,EXOSC10,33,-0.1618,110,1.85901,30,-0.3254,30,-0.2983,30,-0.3083,33,-0.1631,53,0.58501,22,-0.9961
ENSG00000198793,MTOR,21,-1.0804,49,0.18438,39,-0.1955,45,0.03829,42,-0.0780,24,-0.9845,87,1.10910,49,0.23947
ENSG00000116661,FBXO2,65,-1.3251,24,-2.7566,41,-2.0079,329,1.22976,270,0.89063,134,-0.2553,121,-0.3867,187,0.42174
ENSG00000132879,FBXO44,28,-1.6747,51,-0.7782,41,-1.0902,62,-0.4680,60,-0.5237,105,0.38041,156,1.00205,101,0.41076
ENSG00000177000,MTHFR,29,0.18026,50,1.04156,23,-0.1802,18,-0.5577,29,0.17834,28,0.12515,12,-1.1022,24,-0.1979
ENSG00000011021,CLCN6,52,-0.7102,60,-0.5129,50,-0.7853,82,-0.0239,63,-0.4305,104,0.39210,62,-0.4611,105,0.54769
ENSG00000116685,KIAA2013,48,0.52820,15,-1.2789,21,-0.7372,42,0.34162,33,-0.0370,42,0.36676,35,0.01730,33,-0.0722
ENSG00000116688,MFN2,84,-0.7854,116,-0.2920,122,-0.2171,96,-0.5939,124,-0.1954,131,-0.1230,149,0.08889,183,0.62029
ENSG00000048707,VPS13D,46,-1.0161,139,0.70014,117,0.42063,75,-0.2711,59,-0.6380,95,0.10173,96,0.09951,89,-0.0274
ENSG00000116731,PRDM2,238,-0.0264,384,0.74166,562,1.39630,159,-0.6461,173,-0.5201,232,-0.0737,299,0.33148,157,-0.8584
ENSG00000189337,KAZN,159,1.12021,52,-0.6734,83,0.04837,69,-0.2345,59,-0.4829,80,0.00532,42,-0.9915,84,0.11597
ENSG00000142634,EFHD2,41,-1.3510,58,-0.8423,60,-0.7865,30,-1.8365,13,-2.9842,129,0.44288,5,-4.2817,185,1.66164
ENSG00000116138,DNAJC16,54,0.07248,40,-0.3774,66,0.39166,36,-0.5669,22,-1.3027,71,0.55503,55,0.10387,51,-0.0131
ENSG00000197312,DDI2,44,0.07554,84,1.13274,72,0.86682,28,-0.6406,20,-1.1440,33,-0.4048,13,-1.7305,44,0.11738
ENSG00000116786,PLEKHM2,75,-0.5220,62,-0.8307,75,-0.5235,108,0.03215,180,0.85871,211,1.30996,35,-1.6585,78,-0.6136
ENSG00000065526,SPEN,343,1.26221,402,1.54547,406,1.56391,162,0.03001,105,-0.6420,92,-0.9120,83,-1.0064,57,-1.8734
ENSG00000116809,ZBTB17,24,0.31432,19,-0.0444,10,-0.9529,24,0.27994,19,-0.0574,26,0.44300,15,-0.3834,19,-0.1280
ENSG00000037637,FBXO42,22,-0.0898,40,0.82680,16,-0.6197,44,0.97302,6,-1.9593,12,-1.1477,27,0.16568,27,0.27524
ENSG00000055070,SZRD1,60,1.43931,31,0.34634,6,-2.1474,45,0.96613,55,1.31176,30,0.34902,9,-1.4667,8,-2.0354
ENSG00000159363,ATP13A2,38,-1.7429,55,-1.1834,79,-0.6430,39,-1.6936,110,-0.1449,120,-0.0031,63,-0.9961,205,1.38780
ENSG00000117118,SDHB,26,-1.2700,19,-1.6875,25,-1.2949,36,-0.7558,102,0.87648,37,-0.7616,85,0.57120,86,0.89533
ENSG00000117115,PADI2,288,3.00721,12,-2.2919,10,-2.4869,195,2.14142,42,-0.4489,28,-1.1267,21,-1.4948,13,-2.5297
ENSG00000179051,RCC2,27,-0.0056,12,-1.1909,16,-0.8328,17,-0.6865,20,-0.4503,16,-0.8842,40,0.60058,41,0.97322
ENSG00000117154,IGSF21,34,-0.9006,36,-0.8442,39,-0.6991,26,-1.3141,55,-0.1792,89,0.64547,109,0.90339,67,0.16444
ENSG00000159423,ALDH4A1,21,0.05946,1,-3.7173,3,-2.7021,83,2.51376,56,1.71647,9,-1.2608,6,-1.7225,13,-0.8496
ENSG00000127481,UBR4,67,0.36770,141,1.63618,109,1.17212,55,0.05300,13,-2.1044,30,-0.9182,42,-0.3575,37,-0.6961
ENSG00000127463,EMC1,22,-0.8793,48,0.31274,13,-1.6218,33,-0.2959,28,-0.5538,40,0.02034,59,0.62631,48,0.43786
ENSG00000053372,MRTO4,27,-0.7026,34,-0.3828,39,-0.1574,12,-1.9182,49,0.19071,64,0.68229,26,-0.8121,52,0.39621
ENSG00000053371,AKR7A2,46,0.89778,1,-4.6150,8,-1.8234,58,1.27080,52,1.10033,20,-0.4401,33,0.33842,20,-0.5708
ENSG00000077549,CAPZB,105,-0.6017,95,-0.7528,154,-0.0135,107,-0.5811,177,0.20755,113,-0.5388,214,0.51048,197,0.54456
ENSG00000173436,MICOS10,184,-0.5759,66,-2.1148,93,-1.5989,275,0.04283,579,1.27485,339,0.41997,199,-0.4556,284,0.12982
ENSG00000158747,NBL1,97,-0.7689,93,-0.8329,98,-0.7430,98,-0.7532,162,0.02251,231,0.67170,97,-0.7668,201,0.54168
ENSG00000169914,OTUD3,3,-2.6422,39,0.90844,15,-0.5582,14,-0.7339,11,-1.0278,23,0.06208,33,0.61629,26,0.36788
ENSG00000162545,CAMK2N1,675,-1.2354,631,-1.3346,1640,0.12731,2725,0.95743,3530,1.40817,2118,0.60541,2630,0.89747,522,-1.9416
ENSG00000158828,PINK1,135,-1.7795,166,-1.4758,260,-0.8049,247,-0.8774,452,0.05109,547,0.39720,390,-0.1813,627,0.86812
ENSG00000244038,DDOST,30,-0.0166,5,-2.5298,10,-1.5993,19,-0.7118,39,0.40163,23,-0.4514,45,0.65736,42,0.76935
ENSG00000117245,KIF17,2,-3.3064,24,-0.0773,11,-1.2150,4,-2.5810,3,-3.1725,33,0.46046,14,-0.9070,45,1.50655
ENSG00000189410,SH2D5,5,-3.0906,28,-0.6164,20,-1.0879,25,-0.7870,36,-0.2417,73,1.02559,74,0.92573,42,0.00691
ENSG00000127483,HP1BP3,476,0.75822,486,0.79104,527,0.92932,296,-0.0069,215,-0.5038,247,-0.3164,268,-0.1630,202,-0.7716
ENSG00000075151,EIF4G3,159,-0.8325,459,0.83961,635,1.40251,153,-0.8928,143,-0.9930,128,-1.2370,384,0.54458,272,-0.0079
ENSG00000117298,ECE1,66,1.64061,27,0.14159,3,-2.7727,53,1.24285,18,-0.5065,19,-0.4091,10,-1.3533,20,-0.4172
ENSG00000076864,RAP1GAP,38,-2.0179,63,-1.2919,56,-1.4648,38,-2.0239,62,-1.3088,220,0.74366,122,-0.2866,234,1.18998
ENSG00000090686,USP48,148,0.75794,172,1.00755,152,0.79953,77,-0.2742,41,-1.2200,57,-0.7907,116,0.36523,72,-0.5114
ENSG00000070831,CDC42,186,-0.2020,108,-1.0264,161,-0.4228,112,-0.9777,166,-0.3771,186,-0.2190,261,0.33280,293,0.77806
ENSG00000133216,EPHB2,20,-0.0352,33,0.73757,32,0.72605,1,-3.8882,14,-0.6087,32,0.78402,19,-0.1462,16,-0.4960
ENSG00000004487,KDM1A,13,-2.4585,60,-0.1901,97,0.57238,47,-0.5534,35,-0.9882,39,-0.9054,161,1.43735,80,0.38285
ENSG00000169641,LUZP1,58,-1.7131,284,0.74072,390,1.28038,137,-0.4120,115,-0.6843,146,-0.3474,85,-1.1390,198,0.21536
ENSG00000125944,HNRNPR,204,0.61868,137,-0.0142,200,0.58965,147,0.09115,103,-0.4604,114,-0.3221,202,0.60940,110,-0.4746
ENSG00000142676,RPL11,501,0.47944,95,-2.0563,109,-1.8505,494,0.45743,877,1.43247,498,0.52683,263,-0.5331,279,-0.5793
ENSG00000011007,ELOA,41,0.40325,56,0.90586,43,0.49791,43,0.48689,20,-0.6589,19,-0.8384,11,-1.6114,32,0.02002
ENSG00000057757,PITHD1,80,-1.0092,63,-1.3823,105,-0.6134,67,-1.2764,104,-0.6242,185,0.30554,129,-0.2927,237,1.04538
ENSG00000011009,LYPLA2,4,-2.6998,16,-0.7982,16,-0.8620,23,-0.2640,34,0.33309,25,-0.1731,17,-0.7690,43,1.08347
ENSG00000189266,PNRC2,61,0.08693,49,-0.2774,58,0.01032,106,0.96725,72,0.34921,59,0.02536,74,0.39261,40,-0.7607
ENSG00000188529,SRSF10,98,0.20234,139,0.76232,80,-0.1147,92,0.09752,46,-0.9518,69,-0.3797,111,0.40535,83,-0.0873
ENSG00000001461,NIPAL3,478,1.88212,158,-0.0012,206,0.42029,52,-1.6936,74,-1.1612,110,-0.6159,54,-1.6144,165,0.08540
ENSG00000133226,SRRM1,521,1.72018,508,1.67395,282,0.65106,158,-0.2681,112,-0.8025,83,-1.3199,138,-0.4781,93,-1.3438
ENSG00000169504,CLIC4,265,3.97582,5,-3.0034,3,-3.5885,56,0.66216,32,-0.2484,26,-0.5585,7,-2.3616,6,-2.9967
ENSG00000117614,SYF2,156,0.55143,94,-0.2471,166,0.65151,169,0.67687,132,0.27312,112,0.01813,99,-0.1757,72,-0.8466
ENSG00000117616,RSRP1,96,0.19702,201,1.43586,41,-1.0970,93,0.14854,41,-1.1074,27,-1.8286,217,1.57374,68,-0.4411
ENSG00000183726,TMEM50A,82,0.13614,57,-0.4251,45,-0.7858,105,0.52746,51,-0.5803,59,-0.3994,143,1.05382,75,-0.0082
ENSG00000204178,MACO1,59,-0.1971,120,0.93290,143,1.24460,37,-0.9221,59,-0.2049,48,-0.5469,66,-0.0261,56,-0.3614
ENSG00000117643,MAN1C1,14,-1.6267,15,-1.6036,38,-0.1807,34,-0.3347,47,0.14258,33,-0.4084,128,1.86548,42,-0.0224
ENSG00000162430,SELENON,41,0.77071,14,-0.9252,15,-0.7758,63,1.49132,34,0.46942,27,0.10743,29,0.17615,14,-1.1503
ENSG00000117640,MTFR1L,50,-0.5151,35,-1.0651,35,-1.0387,64,-0.1369,75,0.10663,78,0.19517,66,-0.0817,89,0.56533
ENSG00000117632,STMN1,694,-0.9259,851,-0.6156,1047,-0.2963,370,-1.8627,797,-0.7158,1348,0.10957,1053,-0.2882,1922,1.03349
ENSG00000158008,EXTL1,14,-1.6860,20,-1.1959,13,-1.8900,20,-1.2148,40,-0.1916,80,1.08206,44,-0.0293,56,0.53279
ENSG00000175087,PDIK1L,11,-0.9846,17,-0.3869,23,0.03341,2,-3.5895,13,-0.8260,28,0.41458,6,-1.9334,34,1.09214
ENSG00000142684,ZNF593,28,-0.5521,17,-1.2398,29,-0.5118,37,-0.1120,45,0.19861,50,0.38002,22,-0.8823,50,0.52864
ENSG00000142669,SH3BGRL3,78,-0.9513,76,-0.9915,44,-1.8005,89,-0.7388,126,-0.2154,217,0.73968,70,-1.1158,204,0.83277
ENSG00000117682,DHDDS,9,-1.5320,34,0.44788,7,-1.8153,20,-0.3613,12,-1.0573,33,0.44698,31,0.29410,31,0.48419
ENSG00000198830,HMGN2,318,1.34846,64,-1.1952,101,-0.5089,225,0.75876,283,1.14613,119,-0.2769,94,-0.6123,91,-0.8669
ENSG00000117713,ARID1A,162,0.88581,102,0.12999,77,-0.3078,152,0.78275,70,-0.4583,89,-0.0928,109,0.24058,69,-0.6231
ENSG00000142751,GPN2,20,-0.0443,36,0.92744,18,-0.1812,16,-0.4075,30,0.58825,19,-0.1174,24,0.28001,16,-0.5248
ENSG00000090273,NUDC,153,-0.5717,132,-0.8016,219,-0.0172,187,-0.2648,287,0.41083,275,0.38349,209,-0.0929,231,0.08620
ENSG00000253368,TRNP1,1,-5.2988,24,-1.0830,45,-0.1222,23,-1.1307,55,0.18186,50,0.02600,31,-0.7039,77,1.13906
ENSG00000090020,SLC9A1,4,-2.4841,7,-1.8301,20,-0.3855,6,-1.9869,12,-1.1309,35,0.54743,5,-2.2606,45,1.50686
ENSG00000142784,WDTC1,39,0.29314,36,0.15526,17,-0.9590,40,0.32995,48,0.61970,41,0.43233,21,-0.6797,26,-0.4216
ENSG00000186501,TMEM222,41,-0.0966,27,-0.7609,22,-1.0449,24,-0.8941,40,-0.1540,62,0.60444,52,0.27711,49,0.25661
ENSG00000158195,WASF2,217,2.85871,39,-0.2128,25,-0.9208,117,1.59224,37,-0.3244,29,-0.7337,6,-2.9328,11,-2.4824
ENSG00000126705,AHDC1,39,-0.5933,82,0.55303,65,0.17304,43,-0.4581,21,-1.5266,67,0.25656,47,-0.3410,66,0.29404
ENSG00000126709,IFI6,79,-0.0719,54,-0.6353,35,-1.3016,44,-0.9570,74,-0.1555,70,-0.2741,70,-0.2567,123,0.98106
ENSG00000009780,FAM76A,26,0.02454,40,0.70551,25,-0.0398,14,-0.9250,10,-1.4229,39,0.73468,45,0.88146,18,-0.7159
ENSG00000117758,STX12,107,-0.1836,70,-0.8230,79,-0.6391,85,-0.5327,90,-0.4506,94,-0.4176,137,0.20914,172,0.85584
ENSG00000117751,PPP1R8,41,0.41085,24,-0.4203,34,0.11074,43,0.49547,36,0.20190,26,-0.3346,65,1.19904,21,-0.8147
ENSG00000117748,RPA2,43,-0.0864,21,-1.1676,17,-1.4918,49,0.11769,34,-0.4564,33,-0.5120,88,1.07262,57,0.50764
ENSG00000126698,DNAJC8,264,0.33046,272,0.37784,387,0.95833,197,-0.1326,209,-0.0392,175,-0.3475,168,-0.3812,182,-0.3431
ENSG00000130770,ATP5IF1,120,-1.6228,137,-1.4224,240,-0.5777,242,-0.5692,579,0.81849,358,0.04134,374,0.10689,446,0.56597
ENSG00000204138,PHACTR4,85,1.67795,68,1.27656,43,0.50289,67,1.25788,28,-0.1615,19,-0.8180,14,-1.2121,8,-2.3976
ENSG00000180098,TRNAU1AP,17,-0.1225,32,0.84078,4,-2.1647,13,-0.5152,12,-0.6429,17,-0.1594,40,1.22420,18,-0.0798
ENSG00000198492,YTHDF2,72,-0.6731,103,-0.1299,136,0.30815,63,-0.8756,75,-0.6084,97,-0.2478,109,-0.0368,147,0.64710
ENSG00000159023,EPB41,8,-1.8329,90,2.09609,28,0.09033,10,-1.5112,23,-0.2161,21,-0.4116,9,-1.5777,27,0.06387
ENSG00000116350,SRSF4,129,0.35339,173,0.82757,141,0.49402,109,0.08135,63,-0.7577,83,-0.3775,86,-0.2842,94,-0.2095
ENSG00000116353,MECR,2,-3.6841,17,-0.5716,21,-0.2856,13,-0.9277,18,-0.5046,27,0.14798,38,0.64515,34,0.73508
ENSG00000162511,LAPTM5,57,1.76758,2,-3.2180,0,-5.6667,35,0.88105,62,1.91713,16,-0.4064,13,-0.6099,10,-1.3305
ENSG00000162512,SDC3,178,0.78595,79,-0.5069,98,-0.1642,258,1.42740,83,-0.4204,100,-0.1470,85,-0.3859,82,-0.5755
ENSG00000134644,PUM1,192,0.08593,253,0.52708,245,0.46849,170,-0.1051,114,-0.7289,188,0.05563,139,-0.4158,174,-0.0965
ENSG00000121766,ZCCHC17,179,0.57477,108,-0.2292,157,0.36242,59,-1.1313,113,-0.1586,122,-0.0425,136,0.13177,126,0.01591
ENSG00000121769,FABP3,12,-2.4448,27,-1.3476,63,-0.0561,10,-2.7581,59,-0.1375,53,-0.3255,44,-0.5947,114,1.49341
ENSG00000162517,PEF1,53,-0.5791,24,-1.7409,43,-0.9027,42,-0.9439,59,-0.4101,96,0.37924,111,0.57861,101,0.62083
ENSG00000084636,COL16A1,43,0.13319,57,0.59247,17,-1.2373,52,0.44811,28,-0.5005,32,-0.3600,41,0.06632,42,0.16496
ENSG00000121753,ADGRB2,64,-2.0205,79,-1.7044,125,-1.0334,156,-0.6957,148,-0.7762,398,0.89350,362,0.62871,301,0.47932
ENSG00000184007,PTP4A2,843,2.26250,247,0.10627,248,0.10964,155,-0.6142,172,-0.4581,195,-0.2875,144,-0.7331,143,-0.9372
ENSG00000121774,KHDRBS1,178,0.31181,98,-0.6189,185,0.37182,201,0.50345,185,0.36649,113,-0.4332,205,0.54036,120,-0.4158
ENSG00000025800,KPNA6,143,0.44718,151,0.53178,155,0.58045,73,-0.6057,48,-1.2337,116,0.12334,106,-0.0294,97,-0.2248
ENSG00000084652,TXLNA,62,0.95284,29,-0.2549,25,-0.4533,28,-0.3123,25,-0.4593,34,-0.0297,26,-0.4002,37,0.16245
ENSG00000084623,EIF3I,51,-1.0299,46,-1.1681,83,-0.2940,83,-0.2931,138,0.51815,88,-0.2064,121,0.30439,125,0.51383
ENSG00000175130,MARCKSL1,727,3.07843,74,-0.9637,27,-2.4476,243,0.90777,166,0.28152,70,-1.1213,32,-2.1799,65,-1.4396
ENSG00000160058,BSDC1,80,0.51874,52,-0.1733,65,0.18842,65,0.17517,35,-0.7534,83,0.65392,44,-0.4190,47,-0.4421
ENSG00000160062,ZBTB8A,31,0.33471,34,0.49481,30,0.27485,15,-0.7982,26,0.08484,38,0.75954,47,0.99632,10,-1.6138
ENSG00000176261,ZBTB8OS,24,-0.5040,28,-0.2623,11,-1.7024,28,-0.2663,64,1.03475,31,-0.1367,43,0.36930,36,0.14387
ENSG00000162521,RBBP4,127,0.04870,133,0.11704,143,0.23587,184,0.64809,98,-0.3504,119,-0.0615,133,0.12603,105,-0.3250
ENSG00000162522,KIAA1522,13,-0.5865,11,-0.8725,10,-0.9565,16,-0.2510,35,0.96118,30,0.78806,35,0.95152,13,-0.7983
