"","t_stat_ntc","t_stat_scz","p_value_ntc","p_value_scz","fdr_ntc","fdr_scz","logFC_ntc","logFC_scz","ensembl","gene"
"ENSG00000285967",-4.26423952449214,4.26423952449214,2.47976910593688e-05,2.47976910593679e-05,0.0150518520743024,0.0150518520743023,-0.326876021973853,0.326876021973855,"ENSG00000285967","NIPBL-DT"
"ENSG00000118777",4.22679920457627,-4.22679920457628,2.91029495256307e-05,2.91029495256298e-05,0.0150656268711015,0.015065626871101,0.406090615560116,-0.406090615560118,"ENSG00000118777","ABCG2"
"ENSG00000185950",-4.22918734443467,4.22918734443467,2.88082896410687e-05,2.88082896410688e-05,0.0150656268711015,0.015065626871101,-0.153445430289728,0.153445430289728,"ENSG00000185950","IRS2"
"ENSG00000132470",-4.24219177141737,4.24219177141737,2.72530391665862e-05,2.72530391665865e-05,0.0150656268711015,0.015065626871101,-0.479454262313383,0.479454262313384,"ENSG00000132470","ITGB4"
"ENSG00000109906",-4.19097715975589,4.19097715975591,3.3882956329401e-05,3.38829563293991e-05,0.0151790700154054,0.015179070015405,-0.215049215570157,0.215049215570158,"ENSG00000109906","ZBTB16"
"ENSG00000166428",4.18498619609696,-4.18498619609696,3.47521099300975e-05,3.47521099300966e-05,0.0151790700154054,0.015179070015405,0.729766726157745,-0.729766726157748,"ENSG00000166428","PLD4"
"ENSG00000178741",4.18501081040503,-4.18501081040503,3.47484958602557e-05,3.47484958602547e-05,0.0151790700154054,0.015179070015405,0.211752415880051,-0.211752415880052,"ENSG00000178741","COX5A"
"ENSG00000011243",-4.19002532066726,4.19002532066728,3.40196483152648e-05,3.40196483152631e-05,0.0151790700154054,0.015179070015405,-0.166658275364332,0.166658275364332,"ENSG00000011243","AKAP8L"
"ENSG00000189060",-4.18895808881682,4.18895808881682,3.41735367179386e-05,3.41735367179378e-05,0.0151790700154054,0.015179070015405,-0.189332257457281,0.189332257457282,"ENSG00000189060","H1F0"
"ENSG00000091513",4.14065430141061,-4.14065430141062,4.18766679464149e-05,4.18766679464133e-05,0.0177366723602133,0.0177366723602127,0.343543815947777,-0.343543815947778,"ENSG00000091513","TF"
"ENSG00000078549",-4.09860853122395,4.09860853122396,4.99027899095158e-05,4.9902789909514e-05,0.0193348474933045,0.0193348474933033,-0.201481690443785,0.201481690443786,"ENSG00000078549","ADCYAP1R1"
"ENSG00000130222",-4.09668005337034,4.09668005337034,5.03039617267575e-05,5.03039617267579e-05,0.0193348474933045,0.0193348474933033,-0.584683103361311,0.584683103361312,"ENSG00000130222","GADD45G"
"ENSG00000183828",4.10603526309306,-4.10603526309305,4.83860896769558e-05,4.83860896769572e-05,0.0193348474933045,0.0193348474933033,0.304795400333174,-0.304795400333174,"ENSG00000183828","NUDT14"
"ENSG00000108826",4.09250352191766,-4.09250352191768,5.11833266975937e-05,5.11833266975904e-05,0.0193348474933045,0.0193348474933033,0.160898503340972,-0.160898503340973,"ENSG00000108826","MRPL27"
"ENSG00000196136",-4.08560201810701,4.08560201810702,5.26685557883976e-05,5.2668555788395e-05,0.0193723264277482,0.0193723264277473,-1.03323511736274,1.03323511736275,"ENSG00000196136","SERPINA3"
"ENSG00000149131",-4.05790943760745,4.05790943760743,5.90505363892883e-05,5.90505363892914e-05,0.0211628037721303,0.0211628037721314,-0.309911406134832,0.309911406134831,"ENSG00000149131","SERPING1"
"ENSG00000121769",4.04161612460224,-4.04161612460225,6.31419978942446e-05,6.3141997894243e-05,0.0220633926141964,0.0220633926141959,0.375413121771757,-0.375413121771758,"ENSG00000121769","FABP3"
"ENSG00000130294",-3.98794749863469,3.98794749863469,7.86077879381153e-05,7.86077879381142e-05,0.0267975866344155,0.0267975866344152,-0.100515976955019,0.100515976955019,"ENSG00000130294","KIF1A"
"ENSG00000131095",-3.94935472422204,3.94935472422205,9.18825029462129e-05,9.18825029462105e-05,0.0305771843733147,0.0305771843733139,-0.345356675037073,0.345356675037074,"ENSG00000131095","GFAP"
"ENSG00000140749",3.93175135559301,-3.93175135559303,9.86193238014118e-05,9.8619323801406e-05,0.0318695761648799,0.031869576164879,0.683853457075778,-0.683853457075782,"ENSG00000140749","IGSF6"
"ENSG00000187193",-3.92747202927998,3.92747202927999,0.000100326346945319,0.000100326346945316,0.0318695761648799,0.031869576164879,-0.468102637114666,0.468102637114668,"ENSG00000187193","MT1X"
"ENSG00000172348",3.91986795559251,-3.91986795559253,0.000103428883491908,0.0001034288834919,0.0321250112125867,0.032125011212584,0.172400551670725,-0.172400551670726,"ENSG00000172348","RCAN2"
"ENSG00000011426",3.91377843108306,-3.91377843108309,0.000105978771516453,0.000105978771516439,0.0322014193366405,0.0322014193366362,0.307534146152282,-0.307534146152286,"ENSG00000011426","ANLN"
"ENSG00000134769",-3.88252249097426,3.88252249097428,0.000120031011272375,0.000120031011272368,0.0356951796713615,0.0356951796713594,-0.17553879106465,0.175538791064651,"ENSG00000134769","DTNA"
"ENSG00000188690",3.86015312795544,-3.86015312795544,0.00013115143187723,0.000131151431877233,0.0381896575697508,0.0381896575697518,0.148832705804098,-0.148832705804099,"ENSG00000188690","UROS"
"ENSG00000160209",-3.85032125211013,3.85032125211013,0.000136341303059608,0.000136341303059606,0.0388906610788599,0.0388906610788595,-0.125029193163215,0.125029193163215,"ENSG00000160209","PDXK"
"ENSG00000177030",-3.83770482313537,3.8377048231354,0.000143285788315978,0.000143285788315962,0.0400541092658484,0.040054109265844,-0.143900656389516,0.143900656389518,"ENSG00000177030","DEAF1"
"ENSG00000136960",3.81775008827154,-3.81775008827156,0.000154956007062454,0.000154956007062439,0.0416503867444599,0.041650386744456,0.347810997687652,-0.347810997687654,"ENSG00000136960","ENPP2"
"ENSG00000110876",3.81816879671362,-3.81816879671364,0.000154702166227077,0.000154702166227065,0.0416503867444599,0.041650386744456,0.654938689420136,-0.654938689420141,"ENSG00000110876","SELPLG"
"ENSG00000177868",3.81007530896019,-3.8100753089602,0.000159679098416654,0.000159679098416644,0.0421100897843315,0.0421100897843288,0.2076838510883,-0.207683851088302,"ENSG00000177868","SVBP"
"ENSG00000143933",3.78732419347317,-3.78732419347318,0.000174491830870444,0.00017449183087044,0.0443426371070567,0.0443426371070577,0.116312669327053,-0.116312669327054,"ENSG00000143933","CALM2"
"ENSG00000115310",3.79036819203768,-3.79036819203769,0.000172437384068162,0.000172437384068159,0.0443426371070567,0.0443426371070577,0.112212977953559,-0.11221297795356,"ENSG00000115310","RTN4"
"ENSG00000168209",-3.78269219056162,3.78269219056161,0.000177662422407897,0.000177662422407901,0.0443426371070567,0.0443426371070577,-0.346629673875427,0.346629673875428,"ENSG00000168209","DDIT4"
"ENSG00000184205",-3.77762745334347,3.77762745334349,0.000181191408548884,0.000181191408548867,0.0444300406541711,0.044430040654167,-0.144564727449141,0.144564727449142,"ENSG00000184205","TSPYL2"
"ENSG00000256618",-3.76798615924578,3.76798615924576,0.000188092772891979,0.000188092772891994,0.0453271152881239,0.0453271152881276,-0.783412882782855,0.783412882782853,"ENSG00000256618","MTRNR2L1"
"ENSG00000117519",-3.73920591086547,3.73920591086547,0.000210198420640282,0.000210198420640284,0.0459767173826571,0.0459767173826592,-0.233558169034393,0.233558169034393,"ENSG00000117519","CNN3"
"ENSG00000090266",3.75093414715799,-3.750934147158,0.000200909775953785,0.000200909775953776,0.0459767173826571,0.0459767173826592,0.211537988871051,-0.211537988871052,"ENSG00000090266","NDUFB2"
"ENSG00000147684",3.74858854730439,-3.7485885473044,0.000202735935071056,0.00020273593507105,0.0459767173826571,0.0459767173826592,0.1706359619186,-0.1706359619186,"ENSG00000147684","NDUFB9"
"ENSG00000129538",3.75956462949186,-3.75956462949188,0.000194323181790762,0.000194323181790743,0.0459767173826571,0.0459767173826592,0.269169202735364,-0.269169202735367,"ENSG00000129538","RNASE1"
"ENSG00000134440",3.73880233417601,-3.738802334176,0.000210525142197185,0.000210525142197195,0.0459767173826571,0.0459767173826592,0.108816408525968,-0.108816408525968,"ENSG00000134440","NARS"
"ENSG00000169562",3.74256777021448,-3.7425677702145,0.000207495288597766,0.000207495288597756,0.0459767173826571,0.0459767173826592,0.490170068344834,-0.490170068344837,"ENSG00000169562","GJB1"
"ENSG00000088899",-3.72346264759686,3.72346264759686,0.000223304462147561,0.000223304462147556,0.0480173302682532,0.0480173302682522,-0.134408538858976,0.134408538858977,"ENSG00000088899","LZTS3"
"ENSG00000106028",3.71558609962604,-3.71558609962604,0.000230146918722414,0.000230146918722416,0.0482336953539756,0.048233695353974,0.165279183910432,-0.165279183910432,"ENSG00000106028","SSBP1"
"ENSG00000124145",-3.71437933574829,3.7143793357483,0.000231212534071429,0.000231212534071421,0.0482336953539756,0.048233695353974,-0.347080194461156,0.347080194461158,"ENSG00000124145","SDC4"
"ENSG00000243147",3.69920021350298,-3.69920021350298,0.000245019231993195,0.000245019231993189,0.0503622618466012,0.0503622618466,0.207724060384759,-0.207724060384759,"ENSG00000243147","MRPL33"
"ENSG00000163001",3.68354267561175,-3.68354267561174,0.000260071930992885,0.000260071930992893,0.0508660680559356,0.0508660680559328,0.147189272691881,-0.147189272691881,"ENSG00000163001","CFAP36"
"ENSG00000115484",3.68537961092722,-3.68537961092724,0.000258261930349914,0.000258261930349889,0.0508660680559356,0.0508660680559328,0.183979033954038,-0.18397903395404,"ENSG00000115484","CCT4"
"ENSG00000154582",3.68157158201575,-3.68157158201576,0.000262027395008039,0.000262027395008025,0.0508660680559356,0.0508660680559328,0.157893418840596,-0.157893418840597,"ENSG00000154582","ELOC"
"ENSG00000244879",-3.68621303460502,3.68621303460504,0.000257444642083895,0.000257444642083877,0.0508660680559356,0.0508660680559328,-0.280274226964544,0.280274226964546,"ENSG00000244879","GABPB1-AS1"
"ENSG00000178878",-3.66776654389407,3.66776654389406,0.000276115669932032,0.000276115669932039,0.0528666947758905,0.052866694775892,-0.457181546975382,0.457181546975382,"ENSG00000178878","APOLD1"
"ENSG00000061938",-3.6210902965954,3.6210902965954,0.00032920672858623,0.000329206728586234,0.0591200606325986,0.0591200606325988,-0.159319877421645,0.159319877421645,"ENSG00000061938","TNK2"
"ENSG00000163644",-3.62540820648419,3.6254082064842,0.000323919513563292,0.000323919513563279,0.0591200606325986,0.0591200606325988,-0.118829004288794,0.118829004288795,"ENSG00000163644","PPM1K"
"ENSG00000156030",-3.62050856434735,3.62050856434735,0.000329925214949037,0.000329925214949038,0.0591200606325986,0.0591200606325988,-0.213367396315976,0.213367396315977,"ENSG00000156030","ELMSAN1"
"ENSG00000125730",3.63281017867718,-3.63281017867719,0.00031504102899764,0.000315041028997624,0.0591200606325986,0.0591200606325988,0.512111756413469,-0.512111756413471,"ENSG00000125730","C3"
"ENSG00000124172",3.62162552303254,-3.62162552303255,0.000328546978849116,0.000328546978849102,0.0591200606325986,0.0591200606325988,0.145520223635442,-0.145520223635443,"ENSG00000124172","ATP5F1E"
"ENSG00000102265",-3.61337956163458,3.61337956163458,0.000338850553524199,0.000338850553524193,0.0599508124887054,0.0599508124887044,-0.386449783217271,0.386449783217272,"ENSG00000102265","TIMP1"
"ENSG00000280071",3.60224335556703,-3.60224335556703,0.000353247722315994,0.000353247722315988,0.0617167926851331,0.0617167926851321,0.355486076789307,-0.355486076789308,"ENSG00000280071","GATD3B"
"ENSG00000138495",3.57939986614178,-3.57939986614178,0.000384595573172882,0.000384595573172882,0.0628148946036365,0.0628148946036325,0.2308700352835,-0.230870035283501,"ENSG00000138495","COX17"
"ENSG00000170365",-3.57187121562115,3.57187121562117,0.000395486207706948,0.000395486207706923,0.0628148946036365,0.0628148946036325,-0.251215192914195,0.251215192914197,"ENSG00000170365","SMAD1"
"ENSG00000112695",3.58484168144584,-3.58484168144586,0.000376899494510862,0.000376899494510846,0.0628148946036365,0.0628148946036325,0.214688447633258,-0.21468844763326,"ENSG00000112695","COX7A2"
"ENSG00000155980",-3.59346931353595,3.59346931353596,0.000364993328590576,0.00036499332859056,0.0628148946036365,0.0628148946036325,-0.135285909602435,0.135285909602435,"ENSG00000155980","KIF5A"
"ENSG00000104112",3.57609933720208,-3.57609933720205,0.000389334892370938,0.000389334892370979,0.0628148946036365,0.0628148946036325,0.14866827419456,-0.14866827419456,"ENSG00000104112","SCG3"
"ENSG00000169021",3.58734118626952,-3.58734118626954,0.000373413204373296,0.00037341320437327,0.0628148946036365,0.0628148946036325,0.182329624816482,-0.182329624816483,"ENSG00000169021","UQCRFS1"
"ENSG00000166619",-3.57531522844927,3.57531522844927,0.000390468839038667,0.00039046883903866,0.0628148946036365,0.0628148946036325,-0.119242788675976,0.119242788675977,"ENSG00000166619","BLCAP"
"ENSG00000131174",3.57317501623679,-3.57317501623681,0.00039357971224121,0.000393579712241182,0.0628148946036365,0.0628148946036325,0.19691158971716,-0.196911589717162,"ENSG00000131174","COX7B"
"ENSG00000116774",3.56663050237982,-3.56663050237984,0.000403237195442032,0.000403237195442007,0.0633263627044189,0.063326362704415,0.559337171215074,-0.559337171215078,"ENSG00000116774","OLFML3"
"ENSG00000122873",3.55805732063583,-3.55805732063583,0.000416224662497542,0.000416224662497553,0.0639293638211884,0.0639293638211901,0.137287133014873,-0.137287133014873,"ENSG00000122873","CISD1"
"ENSG00000205364",-3.56087748554566,3.56087748554566,0.000411909748485599,0.000411909748485603,0.0639293638211884,0.0639293638211901,-0.333830105943147,0.333830105943148,"ENSG00000205364","MT1M"
"ENSG00000144283",-3.54800941387773,3.54800941387774,0.00043194498316453,0.000431944983164513,0.0649602704346394,0.0649602704346425,-0.166650771781705,0.166650771781706,"ENSG00000144283","PKP4"
"ENSG00000128564",3.54492600743826,-3.54492600743824,0.000436879546458904,0.000436879546458925,0.0649602704346394,0.0649602704346425,0.247158718497429,-0.247158718497429,"ENSG00000128564","VGF"
"ENSG00000124440",-3.54781381980058,3.54781381980059,0.00043225644651528,0.000432256446515275,0.0649602704346394,0.0649602704346425,-0.38588408113374,0.385884081133741,"ENSG00000124440","HIF3A"
"ENSG00000173141",3.53494327372555,-3.53494327372557,0.000453220214020403,0.000453220214020375,0.0662671766444289,0.0662671766444278,0.154763751376302,-0.154763751376303,"ENSG00000173141","MRPL57"
"ENSG00000154723",3.53378593688058,-3.53378593688058,0.000455151245465062,0.000455151245465055,0.0662671766444289,0.0662671766444278,0.180681059090785,-0.180681059090785,"ENSG00000154723","ATP5PF"
"ENSG00000141447",3.52004601393903,-3.52004601393901,0.00047867297185211,0.000478672971852142,0.068973320902855,0.0689733209028597,0.126338033449408,-0.126338033449408,"ENSG00000141447","OSBPL1A"
"ENSG00000113916",-3.50527701442142,3.50527701442143,0.00050522252138789,0.00050522252138788,0.0695744067022049,0.0695744067022025,-0.324992103009902,0.324992103009903,"ENSG00000113916","BCL6"
"ENSG00000189043",3.50683213242871,-3.50683213242872,0.000502363394868665,0.000502363394868639,0.0695744067022049,0.0695744067022025,0.233751624543179,-0.23375162454318,"ENSG00000189043","NDUFA4"
"ENSG00000229847",-3.51370030856915,3.51370030856916,0.000489916206869584,0.000489916206869564,0.0695744067022049,0.0695744067022025,-0.283184733963478,0.28318473396348,"ENSG00000229847","EMX2OS"
"ENSG00000142089",-3.5039180985494,3.50391809854941,0.000507733382244037,0.000507733382244019,0.0695744067022049,0.0695744067022025,-0.340108373629347,0.340108373629348,"ENSG00000142089","IFITM3"
"ENSG00000260032",-3.51141469096275,3.51141469096274,0.000494026025250766,0.000494026025250788,0.0695744067022049,0.0695744067022025,-0.0847629572389587,0.0847629572389587,"ENSG00000260032","NORAD"
"ENSG00000133048",-3.49596291518865,3.49596291518864,0.000522667892809931,0.000522667892809938,0.0709255256097515,0.0709255256097525,-0.557492126372827,0.557492126372827,"ENSG00000133048","CHI3L1"
"ENSG00000143772",-3.47680306998241,3.47680306998242,0.000560340486688457,0.000560340486688444,0.0718521007563721,0.0718521007563705,-0.224892030703407,0.224892030703408,"ENSG00000143772","ITPKB"
"ENSG00000144908",-3.48652496769574,3.48652496769575,0.000540918736763987,0.000540918736763969,0.0718521007563721,0.0718521007563705,-0.250104558038778,0.25010455803878,"ENSG00000144908","ALDH1L1"
"ENSG00000111913",-3.47727773213408,3.4772777321341,0.000559377299146469,0.000559377299146432,0.0718521007563721,0.0718521007563705,-0.21457108017687,0.214571080176872,"ENSG00000111913","RIPOR2"
"ENSG00000104549",3.48179915277424,-3.48179915277425,0.000550279666102425,0.0005502796661024,0.0718521007563721,0.0718521007563705,0.158958600926564,-0.158958600926565,"ENSG00000104549","SQLE"
"ENSG00000131771",-3.48722626983773,3.48722626983774,0.00053954234653283,0.00053954234653281,0.0718521007563721,0.0718521007563705,-0.15048884868925,0.150488848689251,"ENSG00000131771","PPP1R1B"
"ENSG00000101182",3.48100062408162,-3.48100062408163,0.000551876276458169,0.000551876276458167,0.0718521007563721,0.0718521007563705,0.123123983447673,-0.123123983447673,"ENSG00000101182","PSMA7"
"ENSG00000197223",3.47235844965127,-3.47235844965128,0.000569435059674388,0.000569435059674353,0.072354489355172,0.0723544893551676,0.161352050011398,-0.161352050011399,"ENSG00000197223","C1D"
"ENSG00000084676",-3.46319664490121,3.46319664490123,0.000588618853612212,0.000588618853612166,0.0736131791893883,0.0736131791893863,-0.105645744703291,0.105645744703292,"ENSG00000084676","NCOA1"
"ENSG00000119421",3.45611611148279,-3.45611611148281,0.000603856518837757,0.000603856518837722,0.0736131791893883,0.0736131791893863,0.163299106190908,-0.163299106190909,"ENSG00000119421","NDUFA8"
"ENSG00000148671",-3.46256636148894,3.46256636148896,0.000589960549597774,0.000589960549597735,0.0736131791893883,0.0736131791893863,-0.288146625322083,0.288146625322085,"ENSG00000148671","ADIRF"
"ENSG00000166435",3.45786199334834,-3.45786199334835,0.000600065439362773,0.000600065439362747,0.0736131791893883,0.0736131791893863,0.271319909804157,-0.271319909804159,"ENSG00000166435","XRRA1"
"ENSG00000169715",-3.45528241472041,3.45528241472042,0.000605674723243876,0.000605674723243859,0.0736131791893883,0.0736131791893863,-0.303671572536678,0.30367157253668,"ENSG00000169715","MT1E"
"ENSG00000167615",-3.44454484640521,3.44454484640518,0.000629553849905619,0.000629553849905671,0.0758558117252658,0.0758558117252721,-0.229587597577369,0.229587597577368,"ENSG00000167615","LENG8"
"ENSG00000215252",-3.42971726433456,3.42971726433456,0.000663975992691963,0.000663975992691958,0.0790461542036807,0.0790461542036758,-0.198661084533479,0.19866108453348,"ENSG00000215252","GOLGA8B"
"ENSG00000108349",-3.4283058651523,3.42830586515231,0.000667342505261095,0.000667342505261054,0.0790461542036807,0.0790461542036758,-0.119069987170672,0.119069987170673,"ENSG00000108349","CASC3"
"ENSG00000135972",3.42100488814166,-3.42100488814167,0.00068501275341667,0.000685012753416638,0.079156414545038,0.0791564145450342,0.165414896853865,-0.165414896853866,"ENSG00000135972","MRPS9"
"ENSG00000249436",3.41981817333341,-3.41981817333339,0.000687925816372615,0.000687925816372678,0.079156414545038,0.0791564145450342,0.271430634142988,-0.271430634142986,"ENSG00000249436","AC008780.1"
"ENSG00000205302",3.41860057138816,-3.41860057138817,0.000690926706338602,0.000690926706338569,0.079156414545038,0.0791564145450342,0.13312229022311,-0.133122290223111,"ENSG00000205302","SNX2"
"ENSG00000226686",3.41988703542613,-3.41988703542613,0.000687756463295592,0.000687756463295596,0.079156414545038,0.0791564145450342,0.565254339166435,-0.565254339166436,"ENSG00000226686","LINC01535"
"ENSG00000096746",-3.39143656021092,3.3914365602109,0.000761134228418664,0.000761134228418721,0.0864908382976233,0.0864908382976298,-0.12009157849247,0.120091578492469,"ENSG00000096746","HNRNPH3"
"ENSG00000266402",-3.38702015925967,3.38702015925965,0.000773158364527016,0.00077315836452708,0.0871486650080169,0.0871486650080242,-0.269868637068568,0.269868637068567,"ENSG00000266402","SNHG25"
"ENSG00000095970",3.37898114182149,-3.37898114182151,0.000795500908522379,0.000795500908522324,0.0889497295873384,0.0889497295873322,0.585536204728957,-0.585536204728962,"ENSG00000095970","TREM2"
"ENSG00000071242",-3.37539541170078,3.37539541170078,0.000805659278501725,0.000805659278501737,0.08937063282237,0.0893706328223712,-0.135390204164925,0.135390204164925,"ENSG00000071242","RPS6KA2"
"ENSG00000204472",3.36979401207632,-3.36979401207634,0.00082177007118349,0.000821770071183428,0.0904400022435562,0.0904400022435494,0.505032386845441,-0.505032386845446,"ENSG00000204472","AIF1"
"ENSG00000183579",-3.36244245866708,3.36244245866709,0.000843370034706094,0.00084337003470606,0.0920920544928677,0.092092054492864,-0.308724587382128,0.30872458738213,"ENSG00000183579","ZNRF3"
"ENSG00000131023",-3.35445105032684,3.35445105032685,0.000867448750616287,0.000867448750616269,0.0938627708475777,0.0938627708475672,-0.176816213324556,0.176816213324556,"ENSG00000131023","LATS1"
"ENSG00000007516",-3.35263239885811,3.35263239885814,0.000873017114558567,0.00087301711455847,0.0938627708475777,0.0938627708475672,-0.164605132440219,0.164605132440221,"ENSG00000007516","BAIAP3"
"ENSG00000078596",3.34592660811786,-3.34592660811786,0.000893837652711953,0.000893837652711934,0.0949694982578964,0.0949694982578902,0.198045423802732,-0.198045423802733,"ENSG00000078596","ITM2A"
"ENSG00000123560",3.34495252688796,-3.34495252688798,0.000896900176721924,0.000896900176721865,0.0949694982578964,0.0949694982578902,0.218624046051566,-0.218624046051568,"ENSG00000123560","PLP1"
"ENSG00000058668",-3.33334959569302,3.33334959569303,0.000934138336483742,0.00093413833648372,0.0955620729344383,0.0955620729344377,-0.124616338097787,0.124616338097788,"ENSG00000058668","ATP2B4"
"ENSG00000112096",-3.33257280963164,3.33257280963164,0.000936681976963443,0.000936681976963437,0.0955620729344383,0.0955620729344377,-0.126533235994566,0.126533235994566,"ENSG00000112096","SOD2"
"ENSG00000134531",-3.33405796981278,3.33405796981278,0.000931824316043092,0.000931824316043063,0.0955620729344383,0.0955620729344377,-0.552963401143725,0.552963401143728,"ENSG00000134531","EMP1"
"ENSG00000167978",-3.33952622277935,3.33952622277938,0.000914139931579594,0.000914139931579511,0.0955620729344383,0.0955620729344377,-0.150438160093989,0.15043816009399,"ENSG00000167978","SRRM2"
"ENSG00000011600",3.33485916449518,-3.3348591644952,0.000929213505690279,0.000929213505690228,0.0955620729344383,0.0955620729344377,0.578674232220348,-0.578674232220352,"ENSG00000011600","TYROBP"
"ENSG00000116679",3.32998822870234,-3.32998822870237,0.000945191802454955,0.000945191802454867,0.0956700141142277,0.0956700141142245,0.156276664487756,-0.156276664487757,"ENSG00000116679","IVNS1ABP"
"ENSG00000164919",3.32810739675356,-3.32810739675357,0.000951429631671865,0.000951429631671833,0.0956700141142277,0.0956700141142245,0.182820157012427,-0.182820157012428,"ENSG00000164919","COX6C"
"ENSG00000100626",-3.32487856977743,3.32487856977743,0.00096222743690269,0.000962227436902685,0.0960646634684922,0.0960646634684916,-0.239374005439452,0.239374005439453,"ENSG00000100626","GALNT16"
"ENSG00000120162",3.31439011459051,-3.31439011459051,0.00099809378783854,0.000998093787838536,0.0982147850175772,0.098214785017573,0.224088966923567,-0.224088966923568,"ENSG00000120162","MOB3B"
