Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4to9,Feature log2 fold change topic 4to9,Feature count topic 10to13,Feature log2 fold change topic 10to13
ENSG00000197530,MIB2,26,-0.0799,27,-0.0612,24,-0.3536,34,0.44548
ENSG00000248333,CDK11B,209,1.46141,93,0.14514,88,0.07164,48,-1.0968
ENSG00000189339,SLC35E2B,17,-0.8446,18,-0.8103,31,0.07956,38,0.50300
ENSG00000008128,CDK11A,241,2.64383,97,1.07053,35,-1.0065,14,-2.3118
ENSG00000215790,SLC35E2A,1,-3.3936,1,-3.9333,18,0.28331,25,0.99552
ENSG00000008130,NADK,14,-0.8136,11,-1.1586,24,-0.0035,33,0.69538
ENSG00000078369,GNB1,165,-1.2712,190,-1.1255,404,0.16882,493,0.57886
ENSG00000187730,GABRD,46,-1.2596,36,-1.7008,141,0.86512,106,-0.0262
ENSG00000067606,PRKCZ,29,-2.5533,157,-0.0246,166,0.11027,184,0.30080
ENSG00000162585,FAAP20,27,-0.3164,35,0.08045,20,-1.1312,55,1.13976
ENSG00000157933,SKI,199,1.76333,59,-0.2594,55,-0.5511,62,-0.2030
ENSG00000157916,RER1,17,-1.3956,37,-0.2727,46,0.12637,51,0.30918
ENSG00000157911,PEX10,17,-0.1022,20,0.16436,15,-0.3931,21,0.36336
ENSG00000157870,PRXL2B,0,-7.3173,35,-0.6778,56,0.14222,71,0.65263
ENSG00000177133,PRDM16-DT,0,-4.7618,3,-2.5842,12,-0.9796,39,2.15617
ENSG00000142611,PRDM16,58,1.99157,15,-0.2883,9,-1.4522,22,0.48192
ENSG00000158109,TPRG1L,86,-0.5864,61,-1.1715,131,0.08963,163,0.55920
ENSG00000130764,LRRC47,57,-0.0944,67,0.17068,63,0.09309,55,-0.1918
ENSG00000116198,CEP104,154,1.64170,79,0.56539,48,-0.4261,35,-0.9019
ENSG00000196581,AJAP1,0,-7.3639,24,-1.2965,85,1.56158,38,-0.7082
ENSG00000069424,KCNAB2,54,-1.6880,68,-1.4331,188,0.34749,211,0.52485
ENSG00000116254,CHD5,250,-0.6726,204,-1.0395,480,0.64146,374,-0.0735
ENSG00000116251,RPL22,428,-0.0794,488,0.13721,374,-0.4620,551,0.44333
ENSG00000116237,ICMT,55,0.63513,29,-0.4013,37,-0.0191,37,-0.0103
ENSG00000097021,ACOT7,48,-1.1108,56,-0.9429,133,0.87715,87,-0.3026
ENSG00000215788,TNFRSF25,0,-6.6188,8,-2.2282,52,1.63224,25,-0.5309
ENSG00000171680,PLEKHG5,8,-2.0456,7,-2.4571,45,0.81224,39,0.26001
ENSG00000162408,NOL9,66,0.69845,23,-0.9956,45,0.16044,43,0.00241
ENSG00000162413,KLHL21,27,-0.5181,49,0.43901,33,-0.3703,43,0.26769
ENSG00000116273,PHF13,36,0.97530,32,0.88242,14,-0.8246,18,-0.1779
ENSG00000007923,DNAJC11,16,-0.9491,30,-0.0397,29,-0.1834,38,0.45256
ENSG00000171735,CAMTA1,110,-2.2191,242,-1.1175,670,1.05506,415,-0.3041
ENSG00000049245,VAMP3,35,0.36862,86,2.30610,9,-2.2889,25,-0.1913
ENSG00000049246,PER3,51,0.24500,43,-0.0045,39,-0.2597,48,0.20949
ENSG00000116288,PARK7,86,-1.1432,160,-0.2166,167,-0.2229,240,0.61445
ENSG00000116285,ERRFI1,116,2.34309,7,-2.2132,26,-0.3695,26,-0.2925
ENSG00000162426,SLC45A1,20,-0.0533,7,-1.6969,24,0.46840,22,0.14846
ENSG00000142599,RERE,319,0.79473,233,0.31895,172,-0.3071,176,-0.1957
ENSG00000074800,ENO1,203,-0.9262,267,-0.5506,268,-0.7781,621,1.25252
ENSG00000049239,H6PD,65,1.94250,53,1.82670,9,-1.7138,10,-1.2423
ENSG00000171612,SLC25A33,12,-1.2142,12,-1.2298,22,-0.5280,46,1.28872
ENSG00000171603,CLSTN1,180,-1.7814,379,-0.7153,711,0.57592,600,0.05369
ENSG00000178585,CTNNBIP1,0,-6.1076,34,0.70465,17,-0.6759,31,0.71035
ENSG00000162441,LZIC,67,0.02919,128,1.23901,48,-0.7227,59,-0.1962
ENSG00000130939,UBE4B,16,-1.4096,45,0.18161,46,0.37355,36,-0.2470
ENSG00000054523,KIF1B,121,-1.8791,613,0.66554,421,-0.0042,402,-0.0994
ENSG00000142657,PGD,0,-6.9059,47,0.14615,44,0.04813,51,0.35213
ENSG00000160049,DFFA,152,1.11783,110,0.65952,55,-0.7639,71,-0.1338
ENSG00000142655,PEX14,0,-5.7353,6,-1.5489,19,0.21279,25,0.83135
ENSG00000120948,TARDBP,87,0.15785,76,-0.0504,82,0.13112,72,-0.1826
ENSG00000116649,SRM,22,-1.2281,48,-0.0414,50,0.04947,55,0.24780
ENSG00000171824,EXOSC10,75,1.22102,43,0.35838,29,-0.4790,30,-0.2832
ENSG00000198793,MTOR,0,-6.7668,29,-0.3781,46,0.75567,33,-0.1561
ENSG00000116661,FBXO2,49,-1.6205,83,-0.9137,134,-0.2093,217,0.93775
ENSG00000132879,FBXO44,9,-3.4514,74,-0.4245,113,0.48063,102,0.13843
ENSG00000177000,MTHFR,52,0.77420,45,0.59901,28,-0.3470,26,-0.3635
ENSG00000011021,CLCN6,20,-2.0035,48,-0.7254,70,-0.1981,111,0.89749
ENSG00000116685,KIAA2013,43,0.33566,54,0.75884,26,-0.7420,38,0.15306
ENSG00000083444,PLOD1,35,0.73334,32,0.63731,16,-0.7912,24,0.12608
ENSG00000116688,MFN2,100,-0.0225,71,-0.5884,109,0.20704,105,0.07557
ENSG00000048707,VPS13D,120,0.81302,56,-0.4205,70,-0.0888,72,-0.0085
ENSG00000162496,DHRS3,103,1.71465,42,0.23827,20,-1.2996,42,0.27914
ENSG00000116731,PRDM2,301,0.02315,207,-0.5957,399,0.92886,188,-0.8801
ENSG00000189337,KAZN,93,0.52247,110,0.89286,66,-0.0244,40,-0.9849
ENSG00000142634,EFHD2,9,-3.1732,107,0.59669,58,-0.6486,104,0.71436
ENSG00000116138,DNAJC16,12,-1.6092,39,0.14592,44,0.62295,28,-0.5171
ENSG00000197312,DDI2,49,0.11517,46,0.02507,51,0.33836,36,-0.4851
ENSG00000116786,PLEKHM2,68,-0.9233,76,-0.8003,116,-0.1900,176,0.78894
ENSG00000065526,SPEN,876,1.97501,337,0.36710,255,-0.1693,116,-1.5630
ENSG00000116809,ZBTB17,33,0.34282,28,0.13011,26,-0.0547,24,-0.1476
ENSG00000037637,FBXO42,26,-0.0209,36,0.50943,30,0.30426,18,-0.7914
ENSG00000055070,SZRD1,129,1.90064,40,-0.0587,23,-1.2706,48,0.28909
ENSG00000058453,CROCC,16,-0.1985,16,-0.1929,14,-0.5243,25,0.71399
ENSG00000159363,ATP13A2,33,-1.0370,26,-1.4528,77,0.51166,73,0.26881
ENSG00000117118,SDHB,29,-0.8187,47,-0.0795,52,0.12535,53,0.11478
ENSG00000117115,PADI2,16,-2.1153,213,2.46566,18,-2.5223,74,0.27825
ENSG00000179051,RCC2,31,0.12876,28,-0.0060,33,0.42692,21,-0.5912
ENSG00000074964,ARHGEF10L,113,2.75432,12,-1.0930,14,-1.1065,21,-0.2154
ENSG00000117154,IGSF21,25,-1.6260,47,-0.7395,88,0.46288,81,0.17381
ENSG00000159423,ALDH4A1,7,-1.7494,24,0.00604,12,-1.4905,47,1.68117
ENSG00000127481,UBR4,128,1.38029,74,0.51079,56,0.03221,26,-1.3452
ENSG00000127463,EMC1,2,-3.9832,46,0.48519,34,-0.1040,40,0.26552
ENSG00000053372,MRTO4,31,-0.1708,22,-0.7075,34,-0.0223,41,0.42186
ENSG00000053371,AKR7A2,39,0.35643,52,0.92649,17,-1.3145,39,0.52748
ENSG00000077549,CAPZB,133,-0.1282,106,-0.5130,150,0.10972,157,0.18501
ENSG00000173436,MICOS10,128,-0.9648,130,-1.0047,193,-0.5426,395,1.20179
ENSG00000158747,NBL1,208,0.60475,129,-0.1579,125,-0.3291,158,0.22474
ENSG00000169914,OTUD3,1,-4.3929,8,-1.4131,32,1.59040,14,-0.7295
ENSG00000162545,CAMK2N1,615,-1.5972,501,-1.9911,2513,1.16105,1562,-0.2481
ENSG00000090432,MUL1,11,-0.6427,21,0.34474,16,-0.0857,17,0.04875
ENSG00000158828,PINK1,32,-3.1756,183,-0.6729,283,0.06593,373,0.67803
ENSG00000244038,DDOST,17,0.01709,12,-0.5579,13,-0.5555,25,0.84503
ENSG00000117245,KIF17,1,-4.4476,12,-1.0775,30,0.75652,24,0.11785
ENSG00000189410,SH2D5,0,-6.0071,5,-2.4173,34,0.62093,36,0.56789
ENSG00000127483,HP1BP3,643,0.99611,410,0.28882,354,0.05220,231,-0.7838
ENSG00000075151,EIF4G3,132,-1.0119,191,-0.4792,376,1.30617,137,-1.1642
ENSG00000117298,ECE1,331,3.97730,47,0.09508,12,-2.5360,20,-1.4364
ENSG00000076864,RAP1GAP,24,-2.0267,80,-0.2265,92,-0.0110,115,0.49920
ENSG00000090686,USP48,171,0.82642,142,0.57885,103,0.02115,64,-0.8987
ENSG00000070831,CDC42,176,0.12277,191,0.26860,150,-0.2218,166,0.03928
ENSG00000133216,EPHB2,0,-5.5926,15,-0.0257,25,1.56196,6,-1.5730
ENSG00000004487,KDM1A,30,-0.7471,49,-0.0291,60,0.57999,38,-0.4944
ENSG00000169641,LUZP1,233,0.28013,73,-1.5576,276,1.13995,124,-0.8656
ENSG00000125944,HNRNPR,164,0.35063,131,-0.0064,147,0.30604,101,-0.5233
ENSG00000117318,ID3,142,3.21554,23,-0.0940,6,-2.5975,24,-0.0934
ENSG00000142676,RPL11,282,-0.4426,476,0.40877,265,-0.8272,516,0.71645
ENSG00000011007,ELOA,74,1.08763,36,-0.0710,38,0.04682,28,-0.5539
ENSG00000057757,PITHD1,28,-1.9220,70,-0.6296,113,0.26621,123,0.37562
ENSG00000011009,LYPLA2,10,-1.4193,18,-0.6874,26,-0.0912,37,0.71891
ENSG00000189266,PNRC2,58,-0.2119,43,-0.7176,77,0.42893,64,-0.0690
ENSG00000188529,SRSF10,189,1.26018,103,0.29061,82,-0.1428,61,-0.7015
ENSG00000001461,NIPAL3,45,-1.4700,280,1.61971,101,-0.4351,87,-0.6197
ENSG00000133226,SRRM1,1204,1.95033,777,1.33699,291,-0.6428,107,-2.2169
ENSG00000169504,CLIC4,212,2.03939,211,2.49939,9,-3.4688,34,-1.1582
ENSG00000117614,SYF2,289,0.98756,119,-0.4526,157,0.00902,141,-0.2082
ENSG00000117616,RSRP1,87,0.08699,82,-0.0007,91,0.27940,68,-0.3765
ENSG00000183726,TMEM50A,75,-0.1590,78,-0.1164,87,0.12694,82,-0.0288
ENSG00000204178,MACO1,119,0.66186,66,-0.2801,101,0.76381,41,-1.2165
ENSG00000117643,MAN1C1,19,-1.2011,7,-2.6264,61,1.26113,36,-0.3106
ENSG00000162430,SELENON,29,-0.0739,32,0.10758,24,-0.5550,39,0.55107
ENSG00000117640,MTFR1L,67,0.06256,43,-0.6562,66,0.06504,72,0.23700
ENSG00000117632,STMN1,119,-2.5750,838,0.39721,729,0.24442,627,-0.1274
ENSG00000158008,EXTL1,0,-6.1817,27,-0.5237,39,0.10368,50,0.62778
ENSG00000175087,PDIK1L,0,-5.6652,12,-0.5316,19,0.37935,19,0.33648
ENSG00000142684,ZNF593,14,-0.7591,23,-0.0429,19,-0.5723,34,0.80675
ENSG00000142669,SH3BGRL3,85,-0.6673,168,0.42827,104,-0.5820,167,0.52137
ENSG00000198830,HMGN2,197,0.40685,188,0.36852,124,-0.5021,165,0.17024
ENSG00000117713,ARID1A,141,0.50984,143,0.59461,100,-0.0460,74,-0.6152
ENSG00000204160,ZDHHC18,15,-0.5041,19,-0.1634,21,0.04397,23,0.18536
ENSG00000142751,GPN2,24,0.01032,19,-0.3941,23,-0.1064,28,0.32581
ENSG00000090273,NUDC,76,-1.4600,167,-0.2857,220,0.29537,212,0.13622
ENSG00000253368,TRNP1,21,-0.7580,8,-2.3375,43,0.57873,41,0.32027
ENSG00000090020,SLC9A1,12,-0.6801,2,-3.1006,27,1.12147,17,-0.2007
ENSG00000142784,WDTC1,37,-0.0374,39,0.03770,33,-0.3510,45,0.37543
ENSG00000186501,TMEM222,22,-1.0672,52,0.30485,37,-0.4307,56,0.52238
ENSG00000158195,WASF2,338,2.54260,149,1.15968,36,-1.6772,44,-1.0878
ENSG00000126705,AHDC1,164,0.90234,90,-0.0698,95,0.03386,76,-0.4134
ENSG00000126709,IFI6,25,-1.9112,93,0.03118,77,-0.4114,127,0.76177
ENSG00000009780,FAM76A,48,0.80687,50,0.96914,30,0.07976,12,-1.5103
ENSG00000117758,STX12,39,-1.1350,140,0.94106,69,-0.4461,86,0.07258
ENSG00000117751,PPP1R8,14,-1.1774,26,-0.2853,31,0.08394,36,0.33117
ENSG00000117748,RPA2,3,-2.8501,25,-0.0797,24,-0.2360,36,0.70763
ENSG00000126698,DNAJC8,312,0.43330,200,-0.2884,283,0.51529,168,-0.6670
ENSG00000130770,ATP5IF1,82,-1.4370,96,-1.2844,255,0.52032,242,0.27201
ENSG00000204138,PHACTR4,206,2.30363,98,1.07930,31,-1.2597,29,-1.1448
ENSG00000180098,TRNAU1AP,39,0.79238,33,0.58367,20,-0.3823,20,-0.3165
ENSG00000120656,TAF12,5,-1.5031,13,-0.1928,11,-0.6573,24,1.06653
ENSG00000162419,GMEB1,42,1.07517,19,-0.1906,24,0.29362,14,-0.8221
ENSG00000198492,YTHDF2,78,-0.1467,67,-0.4131,114,0.87662,55,-0.8445
ENSG00000116329,OPRD1,21,-0.0152,15,-0.5658,25,0.47690,19,-0.2617
ENSG00000159023,EPB41,44,0.78667,9,-1.6967,32,0.49109,24,-0.2302
ENSG00000116350,SRSF4,301,1.36037,160,0.34591,119,-0.2427,92,-0.6902
ENSG00000116353,MECR,0,-5.6810,12,-0.5009,20,0.54546,18,0.14023
ENSG00000060656,PTPRU,6,-1.5375,30,0.81745,15,-0.4525,21,0.24056
ENSG00000162512,SDC3,26,-2.3015,160,0.44624,109,-0.3401,154,0.47037
ENSG00000134644,PUM1,312,0.49657,203,-0.1943,256,0.33143,177,-0.5026
ENSG00000121766,ZCCHC17,60,-1.2088,124,-0.1136,167,0.69823,103,-0.4960
ENSG00000121769,FABP3,29,-0.4742,27,-0.6193,46,0.49022,37,-0.1127
ENSG00000162517,PEF1,31,-1.1096,60,-0.1217,69,0.16881,69,0.14121
ENSG00000084636,COL16A1,36,0.32821,56,1.22299,20,-0.8543,27,-0.1519
ENSG00000121753,ADGRB2,35,-2.2900,92,-0.9083,192,0.50752,181,0.24937
ENSG00000184007,PTP4A2,103,-1.5519,839,2.15543,212,-0.7395,174,-0.9633
ENSG00000121774,KHDRBS1,188,0.47041,112,-0.3588,147,0.13913,130,-0.1447
ENSG00000121775,TMEM39B,22,0.25398,14,-0.4642,24,0.77750,12,-0.8468
ENSG00000025800,KPNA6,104,0.25015,63,-0.5725,109,0.61167,67,-0.5422
ENSG00000084652,TXLNA,125,2.14866,32,-0.1440,26,-0.7544,29,-0.3998
ENSG00000160050,CCDC28B,0,-5.4454,6,-1.3005,13,-0.2836,24,1.26317
ENSG00000084623,EIF3I,86,-0.2325,98,-0.0369,104,0.11583,98,-0.0409
ENSG00000116478,HDAC1,111,2.64502,51,1.33914,10,-1.8871,12,-1.2860
ENSG00000175130,MARCKSL1,16,-3.6517,752,3.07489,73,-1.9913,131,-0.7327
ENSG00000160058,BSDC1,52,-0.3705,79,0.28485,67,-0.0025,64,-0.0730
ENSG00000160062,ZBTB8A,170,2.49357,25,-0.8076,38,-0.1501,20,-1.3247
ENSG00000176261,ZBTB8OS,20,-0.6590,13,-1.3143,35,0.37615,36,0.30922
ENSG00000162521,RBBP4,92,-0.3187,141,0.38968,101,-0.2950,122,0.17234
ENSG00000162522,KIAA1522,1,-3.9755,1,-4.3210,26,0.33553,35,0.97410
ENSG00000134684,YARS,15,-2.2315,39,-0.9108,87,0.70018,70,0.03133
ENSG00000160097,FNDC5,10,-1.4760,6,-2.3408,34,0.70248,31,0.30110
ENSG00000121905,HPCA,19,-2.9596,41,-1.9347,166,0.49330,181,0.56807
ENSG00000121900,TMEM54,0,-6.5073,17,-0.9467,19,-1.0197,60,1.85027
ENSG00000004455,AK2,50,0.70734,58,1.08841,16,-1.4911,38,0.38812
ENSG00000142920,AZIN2,7,-1.2262,21,0.31378,18,0.05083,18,0.02210
ENSG00000160094,ZNF362,77,1.44077,38,0.32683,21,-0.9318,33,0.08117
ENSG00000134686,PHC2,60,0.35405,76,0.80234,35,-0.7473,51,0.11535
ENSG00000121904,CSMD2,4,-2.4939,36,0.85954,31,1.02821,7,-1.9802
ENSG00000163866,SMIM12,24,-0.5191,13,-1.4802,46,0.89531,30,-0.2699
ENSG00000116544,DLGAP3,31,-1.1232,17,-2.0664,77,0.47087,81,0.45507
ENSG00000163867,ZMYM6,41,1.30490,7,-1.4947,21,0.48908,13,-0.6345
ENSG00000116560,SFPQ,900,1.42900,626,0.91254,328,-0.3547,197,-1.2174
ENSG00000146463,ZMYM4,47,-0.5021,39,-0.8570,83,0.69008,58,-0.2440
ENSG00000142687,KIAA0319L,110,0.72889,49,-0.5825,69,-0.0187,70,0.02954
ENSG00000020129,NCDN,123,-1.7064,153,-1.4684,518,0.97215,355,-0.1473
ENSG00000126067,PSMB2,66,-0.1831,81,0.15931,68,-0.2301,82,0.21698
ENSG00000142686,C1orf216,4,-4.1355,44,-0.6362,75,0.39550,76,0.34354
ENSG00000134698,AGO4,0,-6.0945,34,0.72625,25,0.28415,19,-0.3628
ENSG00000092847,AGO1,46,-0.0716,49,0.06080,51,0.16234,43,-0.2104
ENSG00000126070,AGO3,121,0.96015,108,0.87206,66,-0.0108,32,-1.3197
ENSG00000054116,TRAPPC3,25,-0.5678,18,-1.1792,42,0.34539,42,0.28412
ENSG00000116871,MAP7D1,207,0.11153,218,0.21117,199,0.08787,167,-0.2883
ENSG00000054118,THRAP3,429,1.28077,184,-0.1048,219,0.32442,107,-1.1245
ENSG00000196182,STK40,59,1.54344,25,0.11680,18,-0.6261,21,-0.1724
ENSG00000181817,LSM10,0,-6.2217,25,-0.0380,23,-0.2451,36,0.75594
ENSG00000116898,MRPS15,7,-2.4602,8,-2.2681,42,0.28010,54,0.81445
ENSG00000163873,GRIK3,0,-6.2334,92,2.82112,13,-1.3384,15,-0.9847
ENSG00000163875,MEAF6,31,-1.7620,125,0.39740,100,0.02559,102,0.06159
ENSG00000163877,SNIP1,34,0.81675,13,-0.6394,27,0.84323,10,-1.2060
ENSG00000134697,GNL2,21,-0.5023,23,-0.3512,37,0.68996,22,-0.4980
ENSG00000185090,MANEAL,9,-0.6819,3,-2.1206,18,0.70528,15,0.13245
ENSG00000197982,C1orf122,59,-1.1990,199,0.77007,87,-0.9155,175,0.67970
ENSG00000188786,MTF1,20,-0.2435,46,1.24991,20,-0.3246,17,-0.6058
ENSG00000183431,SF3A3,54,0.35980,29,-0.6579,45,0.16113,43,0.02017
ENSG00000183520,UTP11,81,1.25233,22,-0.8770,41,0.27693,28,-0.5342
ENSG00000185668,POU3F1,0,-5.7737,0,-7.0523,29,1.83273,14,-0.4629
ENSG00000116954,RRAGC,77,0.92370,49,0.22005,44,0.07378,30,-0.7030
ENSG00000174574,AKIRIN1,76,-0.0207,114,0.67777,76,-0.0412,61,-0.4590
ENSG00000168653,NDUFS5,48,-2.9940,154,-1.3693,402,0.29992,483,0.64763
ENSG00000127603,MACF1,1887,1.90306,820,0.51742,429,-0.8358,459,-0.5615
ENSG00000090621,PABPC4,430,2.30215,126,0.17774,84,-0.7242,72,-0.8615
ENSG00000116983,HPCAL4,73,-2.3058,242,-0.5614,424,0.66938,327,-0.0738
ENSG00000084072,PPIE,45,0.87890,23,-0.2096,24,-0.2241,26,0.00226
ENSG00000168389,MFSD2A,60,1.68007,22,-0.0091,13,-1.0721,24,0.25540
ENSG00000131236,CAP1,329,1.25086,147,-0.0638,144,-0.1526,124,-0.4076
ENSG00000131238,PPT1,35,-1.7722,55,-1.1833,125,0.22756,150,0.59194
ENSG00000117000,RLF,13,-1.4770,39,0.21215,49,1.11451,16,-1.3655
ENSG00000084073,ZMPSTE24,55,0.36970,44,0.00440,42,-0.0719,42,-0.0567
ENSG00000084070,SMAP2,118,-0.3568,96,-0.7311,217,1.25460,82,-1.1322
ENSG00000117016,RIMS3,79,-1.2612,19,-3.4274,223,0.61662,225,0.47522
ENSG00000066136,NFYC,20,-0.8126,12,-1.6666,39,0.34459,43,0.45981
ENSG00000127124,HIVEP3,8,-1.7189,13,-1.1028,32,0.71421,26,0.03478
ENSG00000198815,FOXJ3,63,0.24079,47,-0.2353,55,0.01026,55,0.03754
ENSG00000177181,RIMKLA,0,-6.9678,7,-2.5931,60,1.19473,41,-5.9417
ENSG00000127125,PPCS,23,-0.9922,39,-0.2087,50,0.32672,44,-0.0129
ENSG00000186409,CCDC30,62,-0.4215,64,-0.4061,115,1.08642,46,-1.0633
ENSG00000065978,YBX1,244,1.23008,126,0.16237,76,-0.9628,135,0.35220
ENSG00000164008,C1orf50,0,-5.8168,31,0.90726,15,-0.5488,23,0.43162
ENSG00000177868,SVBP,47,0.24354,18,-1.2695,46,0.37571,41,0.03931
ENSG00000117394,SLC2A1,104,1.61092,15,-1.4617,20,-1.4775,64,1.16889
ENSG00000117395,EBNA1BP2,35,-0.7663,27,-1.2320,84,1.27366,38,-0.7683
ENSG00000066322,ELOVL1,45,0.36382,137,2.92455,11,-2.3807,21,-0.9990
ENSG00000159479,MED8,20,0.03336,11,-0.8865,22,0.36713,19,-0.0059
ENSG00000198198,SZT2,27,0.44316,35,0.96569,16,-0.5495,17,-0.2881
ENSG00000142949,PTPRF,5,-4.4638,119,-0.0292,150,0.63868,108,-0.2404
ENSG00000066135,KDM4A,8,-1.5641,23,-0.0234,30,0.81296,16,-0.6567
ENSG00000126091,ST3GAL3,30,-0.2148,28,-0.3725,36,0.04211,39,0.21980
ENSG00000117408,IPO13,0,-7.0112,120,1.89337,28,-1.0611,45,-0.0181
ENSG00000117410,ATP6V0B,96,-1.4971,239,-0.1260,282,0.25760,270,0.09841
ENSG00000117411,B4GALT2,22,-1.7211,89,0.43557,51,-0.7138,98,0.79127
ENSG00000159214,CCDC24,11,-0.3361,6,-1.3439,17,0.39208,16,0.22498
ENSG00000178028,DMAP1,54,-0.3646,88,0.44138,72,0.11174,58,-0.3363
ENSG00000117419,ERI3,72,-0.4173,98,0.05382,77,-0.5222,126,0.63734
ENSG00000187147,RNF220,23,-2.2347,148,0.60015,94,-0.2881,121,0.30275
ENSG00000142937,RPS8,652,-0.2462,801,0.08097,678,-0.3060,903,0.36247
ENSG00000070785,EIF2B3,24,0.08989,35,0.76957,18,-0.6051,24,0.09246
ENSG00000126088,UROD,51,-0.1575,47,-0.3024,53,-0.1741,68,0.40382
ENSG00000117450,PRDX1,144,-0.7623,278,0.28302,166,-0.8301,343,0.86137
ENSG00000117448,AKR1A1,27,-0.1181,33,0.21294,22,-0.6482,38,0.59147
ENSG00000132780,NASP,329,1.45383,318,1.62229,94,-0.8676,60,-1.5017
ENSG00000159592,GPBP1L1,39,-0.0978,55,0.47573,38,-0.2412,41,-0.0142
ENSG00000086015,MAST2,0,-5.7702,9,-1.0425,21,0.37265,23,0.53279
ENSG00000117461,PIK3R3,44,1.20462,6,-1.8149,17,-0.4987,28,0.65775
ENSG00000085998,POMGNT1,12,-2.2626,105,1.09139,52,-0.2761,54,-0.1271
ENSG00000132128,LRRC41,29,-0.4323,24,-0.7973,42,0.23989,44,0.23925
ENSG00000173660,UQCRH,28,-3.4075,133,-1.1928,287,0.08781,399,0.83275
ENSG00000117481,NSUN4,79,1.79391,18,-0.6859,26,-0.0332,19,-0.6690
ENSG00000117480,FAAH,0,-6.2709,28,0.16350,31,0.57654,22,-0.2747
ENSG00000079277,MKNK1,28,0.11208,26,-0.0496,34,0.73918,15,-1.0240
ENSG00000123472,ATPAF1,31,-1.8906,89,-0.3642,104,-0.1742,153,0.71942
ENSG00000159658,EFCAB14,91,-0.1398,181,1.08980,67,-0.9202,109,0.20615
ENSG00000186377,CYP4X1,3,-2.5142,0,-4.8710,24,1.42131,14,-0.1721
ENSG00000162368,CMPK1,108,0.00882,112,0.07020,104,-0.0974,111,0.06623
ENSG00000162373,BEND5,12,-1.0325,6,-2.0634,29,0.50685,29,0.40232
ENSG00000162374,ELAVL4,35,-2.8499,85,-1.6534,335,1.07188,227,-0.1159
ENSG00000185104,FAF1,32,-0.1593,30,-0.2907,34,-0.1223,42,0.34378
ENSG00000123091,RNF11,154,-1.2736,285,-0.3768,373,0.12285,419,0.34671
ENSG00000085832,EPS15,116,-0.4817,169,0.10688,148,-0.1855,181,0.27790
ENSG00000117859,OSBPL9,126,2.42301,41,0.46808,17,-1.2662,23,-0.5942
ENSG00000078618,NRDC,413,1.59684,175,0.17966,152,-0.1039,94,-0.9768
ENSG00000169213,RAB3B,6,-2.8551,79,1.22643,30,-0.6774,45,0.22078
ENSG00000117862,TXNDC12,14,-0.8705,14,-0.9004,24,-0.0216,33,0.64391
ENSG00000134717,BTF3L4,12,-2.1215,59,0.28882,55,0.25077,48,-0.0901
ENSG00000157077,ZFYVE9,28,-0.8232,21,-1.3397,75,1.51500,28,-1.0385
ENSG00000134748,PRPF38A,93,0.59934,108,0.95605,50,-0.5952,55,-0.3006
ENSG00000134744,TUT4,244,1.20637,170,0.67364,104,-0.2805,75,-0.8284
ENSG00000162377,COA7,23,-0.0405,8,-1.5560,31,0.88384,19,-0.3831
