Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9to12,Feature log2 fold change topic 9to12
ENSG00000116237,ICMT,11,-1.5405,15,-1.0420,15,-1.0247,32,0.09832,32,0.06281,11,-1.4446,34,0.21980,45,0.93075
ENSG00000097021,ACOT7,32,-2.8615,138,-0.7248,83,-1.4761,92,-1.3232,122,-0.9045,164,-0.4555,298,0.53859,354,1.20351
ENSG00000215788,TNFRSF25,8,-1.3795,34,0.85991,9,-1.2463,18,-0.1454,24,0.30368,21,0.10939,6,-1.8132,28,0.81344
ENSG00000171680,PLEKHG5,2,-3.0663,6,-1.7820,22,0.21611,16,-0.2477,11,-0.7836,10,-1.0513,15,-0.3685,34,1.40997
ENSG00000162408,NOL9,22,-0.2599,23,-0.2317,28,0.11759,30,0.21270,35,0.44037,16,-0.7999,19,-0.5390,31,0.36717
ENSG00000162413,KLHL21,17,-1.0786,20,-0.8432,67,1.05336,35,0.00918,29,-0.3167,21,-0.7925,37,0.07808,40,0.26765
ENSG00000007923,DNAJC11,11,-1.6438,28,-0.3043,24,-0.5631,38,0.17079,35,0.01415,32,-0.1195,41,0.29170,41,0.38123
ENSG00000171735,CAMTA1,150,-1.4468,653,0.84515,288,-0.4624,258,-0.6279,331,-0.2456,557,0.58222,495,0.43478,356,-0.1809
ENSG00000049245,VAMP3,76,1.60416,0,-6.0431,113,2.38092,12,-1.3369,53,0.96386,3,-3.4081,16,-0.9903,15,-1.2327
ENSG00000049246,PER3,64,0.63203,44,0.02272,50,0.22738,52,0.30333,53,0.33322,28,-0.6426,21,-1.1784,46,0.14437
ENSG00000116288,PARK7,107,-1.7114,193,-0.8311,304,-0.1357,370,0.17337,413,0.34904,293,-0.1933,427,0.44982,361,0.18853
ENSG00000116285,ERRFI1,1,-4.1473,41,0.92613,7,-1.6723,8,-1.6395,12,-1.0202,22,-0.1118,49,1.41531,22,-0.0666
ENSG00000162426,SLC45A1,4,-2.7797,33,0.25244,31,0.13344,16,-0.8597,20,-0.5549,10,-1.5359,44,0.79897,34,0.43918
ENSG00000142599,RERE,279,1.05097,196,0.46023,86,-0.8109,117,-0.3503,188,0.39553,160,0.13267,159,0.13989,104,-0.6909
ENSG00000074800,ENO1,139,-1.8879,267,-0.9177,453,-0.1072,449,-0.1220,1245,1.57914,286,-0.8145,486,0.00321,503,0.07802
ENSG00000171612,SLC25A33,3,-3.2545,4,-2.8898,23,-0.4952,43,0.46116,88,1.68479,29,-0.1506,40,0.36057,29,-0.2193
ENSG00000171603,CLSTN1,169,-2.2385,789,0.08471,582,-0.3881,432,-0.8458,603,-0.3351,762,0.03035,658,-0.2172,1079,0.89096
ENSG00000178585,CTNNBIP1,23,-0.7425,6,-2.7379,44,0.26953,25,-0.5794,49,0.43023,14,-1.4024,74,1.30775,34,-0.1855
ENSG00000162441,LZIC,113,1.29582,46,-0.1504,23,-1.2202,67,0.41854,95,0.99743,48,-0.0946,34,-0.6948,39,-0.5551
ENSG00000130939,UBE4B,48,0.01639,72,0.65762,32,-0.6140,27,-0.8605,51,0.11843,37,-0.3957,55,0.24850,48,0.04428
ENSG00000054523,KIF1B,562,0.48290,632,0.67256,572,0.50989,362,-0.2149,342,-0.3053,424,0.03002,344,-0.3213,352,-0.3481
ENSG00000142657,PGD,28,-1.0438,49,-0.1746,37,-0.5926,35,-0.6809,46,-0.2581,11,-2.3380,69,0.40306,78,0.85706
ENSG00000241563,CORT,12,-1.6300,1,-5.2750,23,-0.6682,197,3.16468,3,-3.4213,1,-4.8356,42,0.27125,28,-0.5098
ENSG00000160049,DFFA,123,1.40659,84,0.75761,42,-0.3401,33,-0.6865,60,0.19989,25,-1.1353,50,-0.0815,41,-0.5176
ENSG00000142655,PEX14,2,-3.4826,24,0.10802,30,0.44259,7,-1.6531,30,0.44678,4,-2.4302,23,0.04070,32,0.81036
ENSG00000120948,TARDBP,81,-0.0142,84,0.04191,111,0.48681,81,-0.0265,83,0.00886,72,-0.2000,61,-0.4896,87,0.13901
ENSG00000116649,SRM,25,-1.1916,16,-1.8500,20,-1.4813,98,0.96027,58,0.10253,26,-1.1168,53,-0.0313,75,0.78300
ENSG00000171824,EXOSC10,34,-0.0535,47,0.42744,11,-1.7629,68,1.04355,32,-0.1840,17,-1.0773,20,-0.9127,44,0.50578
ENSG00000198793,MTOR,9,-2.0939,24,-0.5857,18,-1.0378,33,-0.1273,34,-0.0893,39,0.13832,34,-0.1028,51,0.86212
ENSG00000116661,FBXO2,91,-1.0959,58,-1.7538,183,-0.0257,374,1.14253,282,0.66370,124,-0.6263,169,-0.1658,196,0.11334
ENSG00000132879,FBXO44,19,-2.2985,80,-0.1661,41,-1.1598,57,-0.6769,85,-0.0731,108,0.30297,92,0.05295,123,0.77912
ENSG00000177000,MTHFR,29,0.48434,26,0.28036,8,-1.3895,28,0.39926,49,1.33401,4,-2.5546,11,-1.0427,23,0.15090
ENSG00000011021,CLCN6,26,-1.5688,43,-0.8179,67,-0.1555,65,-0.2088,107,0.58342,57,-0.4143,67,-0.1683,98,0.64045
ENSG00000116685,KIAA2013,23,-0.4932,29,-0.1562,70,1.28739,30,-0.1051,40,0.37784,17,-0.9774,23,-0.5678,32,0.01542
ENSG00000083444,PLOD1,11,-0.8640,18,-0.1412,40,1.11227,15,-0.4489,47,1.38016,7,-1.5774,17,-0.2982,17,-0.3003
ENSG00000116688,MFN2,69,-0.8374,100,-0.2639,130,0.14559,124,0.07047,94,-0.3608,124,0.06740,112,-0.0998,140,0.36881
ENSG00000048707,VPS13D,55,-0.3311,73,0.09612,25,-1.5028,48,-0.5662,99,0.57615,89,0.41329,81,0.27862,68,-0.0052
ENSG00000162496,DHRS3,17,-0.4524,14,-0.6633,41,0.98339,24,0.11668,81,2.23104,0,-4.7395,9,-1.4267,18,-0.4380
ENSG00000116731,PRDM2,277,0.37195,499,1.36295,202,-0.1241,106,-1.1065,101,-1.1887,471,1.25926,134,-0.8180,177,-0.4439
ENSG00000189337,KAZN,90,0.63377,59,-0.0516,7,-3.0782,67,0.14809,32,-0.9840,36,-0.7822,66,0.15582,76,0.51785
ENSG00000142634,EFHD2,15,-2.6249,163,0.94398,205,1.33377,49,-0.9601,26,-1.9050,37,-1.3479,90,-0.0247,105,0.31250
ENSG00000116138,DNAJC16,14,-1.3437,23,-0.5971,49,0.53468,38,0.14472,20,-0.8314,55,0.74435,28,-0.3655,40,0.32971
ENSG00000197312,DDI2,28,-0.2939,74,1.28737,11,-1.7124,32,-0.1067,20,-0.7778,31,-0.1433,39,0.23889,33,-0.0401
ENSG00000116786,PLEKHM2,105,-0.2800,40,-1.7291,124,-0.0207,192,0.68592,115,-0.1338,106,-0.2608,197,0.82921,107,-0.3297
ENSG00000065526,SPEN,591,2.27897,425,1.63748,68,-1.3070,127,-0.3581,106,-0.6333,220,0.50252,60,-1.5833,67,-1.6225
ENSG00000037637,FBXO42,15,-0.4677,18,-0.1283,12,-0.7923,10,-1.0777,49,1.46875,3,-2.7845,11,-0.9272,28,0.77535
ENSG00000055070,SZRD1,35,0.69413,11,-1.0337,42,0.99043,51,1.33092,28,0.31812,29,0.39272,16,-0.5883,11,-1.3464
ENSG00000159363,ATP13A2,20,-2.3493,43,-1.2260,61,-0.7108,57,-0.8302,83,-0.2505,63,-0.6736,173,1.06541,124,0.55702
ENSG00000117118,SDHB,15,-2.2499,17,-2.0987,50,-0.5170,37,-0.9490,84,0.29869,50,-0.5229,104,0.72968,94,0.69081
ENSG00000117115,PADI2,285,2.83856,19,-1.7042,167,1.72685,77,0.40089,78,0.41355,1,-6.0258,18,-1.9030,14,-2.5200
ENSG00000179051,RCC2,13,-0.7473,15,-0.5168,0,-7.5611,20,-0.0309,16,-0.3463,12,-0.8622,36,1.03179,25,0.42767
ENSG00000117154,IGSF21,4,-3.7916,77,0.37646,81,0.46567,70,0.21772,31,-1.0303,29,-1.1213,38,-0.7643,90,0.95792
ENSG00000159423,ALDH4A1,14,-0.7811,6,-1.8976,28,0.27237,36,0.68400,81,2.12347,19,-0.2989,21,-0.1945,14,-1.0158
ENSG00000127481,UBR4,69,1.09719,90,1.55681,10,-1.8777,8,-2.1341,63,0.93030,36,0.02284,37,0.08849,18,-1.2454
ENSG00000127463,EMC1,22,-0.9089,23,-0.8219,38,-0.0791,36,-0.1360,34,-0.2401,40,0.01422,38,-0.0873,52,0.62442
ENSG00000053372,MRTO4,22,-1.2429,45,-0.1402,55,0.16716,23,-1.1685,51,0.03400,32,-0.6862,54,0.13837,65,0.63021
ENSG00000053371,AKR7A2,11,-1.6726,15,-1.2206,70,1.14026,42,0.29257,71,1.17477,19,-0.8941,43,0.36026,25,-0.6127
ENSG00000077549,CAPZB,117,-0.3888,177,0.25864,125,-0.2954,118,-0.3815,130,-0.2331,159,0.08031,136,-0.1773,178,0.37300
ENSG00000173436,MICOS10,133,-1.5251,152,-1.3279,521,0.57720,500,0.51066,328,-0.1606,234,-0.6836,561,0.79113,343,-0.1244
ENSG00000158747,NBL1,50,-1.4521,111,-0.2404,132,0.02742,187,0.58414,99,-0.4172,91,-0.5500,143,0.17280,150,0.32719
ENSG00000169914,OTUD3,2,-3.5240,38,0.85667,7,-1.7418,15,-0.5425,21,-0.0500,30,0.49218,25,0.23225,25,0.30147
ENSG00000162545,CAMK2N1,947,-0.7786,879,-0.8916,1106,-0.5420,3379,1.26594,1816,0.23149,2492,0.74648,1137,-0.5422,1484,-0.1189
ENSG00000158828,PINK1,181,-1.4455,196,-1.3272,556,0.27439,420,-0.1701,294,-0.7199,456,-0.0397,700,0.73093,528,0.27005
ENSG00000244038,DDOST,8,-1.7858,16,-0.8367,29,0.13275,25,-0.0937,23,-0.2405,20,-0.4750,38,0.59074,32,0.36931
ENSG00000117245,KIF17,3,-3.0398,25,-0.2562,26,-0.2277,15,-1.0852,14,-1.1796,9,-1.8134,56,1.15074,39,0.61633
ENSG00000189410,SH2D5,4,-3.4938,22,-1.2291,17,-1.6109,53,0.08966,38,-0.4098,81,0.77045,37,-0.4867,77,1.08288
ENSG00000127483,HP1BP3,403,0.70062,464,0.93817,225,-0.2272,195,-0.4475,270,0.05951,440,0.85035,191,-0.5171,186,-0.6757
ENSG00000075151,EIF4G3,268,0.21182,524,1.33039,113,-1.1103,74,-1.7516,166,-0.5382,424,0.96321,214,-0.1541,204,-0.2906
ENSG00000076864,RAP1GAP,31,-2.1354,137,0.09177,138,0.10123,97,-0.4406,105,-0.3272,62,-1.1224,115,-0.2069,188,0.91021
ENSG00000090686,USP48,154,1.10350,153,1.09002,84,0.10862,36,-1.1879,106,0.47320,69,-0.2079,39,-1.1291,65,-0.3769
ENSG00000070831,CDC42,87,-1.0313,144,-0.2697,138,-0.3332,82,-1.1291,153,-0.1781,160,-0.1114,220,0.44720,213,0.49780
ENSG00000004487,KDM1A,20,-1.5651,58,0.06246,49,-0.2057,35,-0.7233,38,-0.5852,64,0.20952,50,-0.1981,77,0.75434
ENSG00000169641,LUZP1,57,-1.6328,306,0.96409,41,-2.1404,108,-0.6938,117,-0.5660,291,0.88060,238,0.61464,158,-0.1421
ENSG00000125944,HNRNPR,202,0.54690,233,0.78826,140,-0.0338,105,-0.4850,125,-0.2088,149,0.06330,114,-0.3859,134,-0.1401
ENSG00000142676,RPL11,812,0.54643,210,-1.5355,798,0.51921,948,0.80266,592,0.03991,404,-0.5515,607,0.08763,486,-0.3547
ENSG00000011007,ELOA,41,0.56219,28,-0.0402,32,0.20551,10,-1.4835,47,0.80199,40,0.55252,26,-0.1747,23,-0.4416
ENSG00000057757,PITHD1,43,-2.0032,78,-1.1037,201,0.34829,113,-0.5552,112,-0.5624,133,-0.3029,221,0.56073,204,0.53924
ENSG00000011009,LYPLA2,5,-1.8291,17,-0.1780,15,-0.3222,24,0.36270,29,0.69057,4,-2.2452,21,0.15028,23,0.41403
ENSG00000189266,PNRC2,35,-0.5952,71,0.52218,44,-0.2409,66,0.40677,57,0.16408,52,0.02078,47,-0.1480,49,-0.0941
ENSG00000188529,SRSF10,81,0.27452,96,0.54914,46,-0.6096,72,0.08507,44,-0.6758,65,-0.0632,67,-0.0259,69,0.05127
ENSG00000001461,NIPAL3,427,1.78990,227,0.68453,228,0.68841,54,-1.5401,98,-0.6321,86,-0.8329,79,-1.0387,126,-0.3441
ENSG00000133226,SRRM1,679,2.14097,474,1.45883,74,-1.4836,139,-0.5384,141,-0.5204,236,0.28402,124,-0.7709,94,-1.3998
ENSG00000169504,CLIC4,135,2.63063,8,-1.9266,105,2.09615,34,0.14703,4,-3.0664,6,-2.4367,16,-1.0605,12,-1.7382
ENSG00000117614,SYF2,379,1.04228,283,0.55068,163,-0.3239,258,0.40525,192,-0.0625,293,0.60877,137,-0.6290,140,-0.7166
ENSG00000117616,RSRP1,117,0.31388,143,0.64483,59,-0.7326,112,0.25598,106,0.15487,35,-1.5107,65,-0.6323,111,0.33710
ENSG00000183726,TMEM50A,65,-0.5240,37,-1.3749,67,-0.4766,67,-0.4727,103,0.18544,69,-0.4372,65,-0.5742,140,1.05101
ENSG00000204178,MACO1,72,0.32837,121,1.17664,45,-0.4021,27,-1.1597,53,-0.1600,107,0.96418,21,-1.6576,60,0.03094
ENSG00000117643,MAN1C1,11,-1.9617,33,-0.3502,4,-3.1842,56,0.48776,50,0.30092,24,-0.8495,35,-0.2734,62,0.98234
ENSG00000162430,SELENON,21,-0.4077,16,-0.7626,70,1.56849,19,-0.5123,41,0.65124,29,0.11165,15,-0.9727,25,-0.1823
ENSG00000117640,MTFR1L,19,-1.8262,63,-0.0326,60,-0.1100,30,-1.1370,98,0.68395,73,0.20648,61,-0.0877,76,0.38630
ENSG00000117632,STMN1,591,-1.3232,1295,-0.1290,1238,-0.1989,767,-0.9314,792,-0.8837,1485,0.08634,1697,0.33323,1826,0.61144
ENSG00000158008,EXTL1,2,-4.4331,37,-0.3436,42,-0.1745,59,0.36321,24,-0.9977,64,0.49496,49,0.07783,59,0.52433
ENSG00000142684,ZNF593,10,-2.1939,42,-0.0664,43,-0.0161,28,-0.6627,52,0.27306,40,-0.1235,63,0.67529,45,0.08007
ENSG00000142669,SH3BGRL3,94,-0.4632,97,-0.4108,176,0.52413,130,0.04708,101,-0.3519,66,-0.9942,152,0.32370,138,0.18445
ENSG00000117682,DHDDS,12,-0.8862,11,-1.0234,8,-1.4857,39,0.93025,40,0.96556,4,-2.3513,25,0.28195,24,0.21572
ENSG00000198830,HMGN2,305,0.71923,167,-0.2429,254,0.42114,232,0.27861,285,0.61254,120,-0.7409,164,-0.2966,162,-0.3842
ENSG00000117713,ARID1A,93,0.32815,145,1.06615,92,0.31209,61,-0.3399,119,0.73511,61,-0.3170,66,-0.2166,50,-0.8013
ENSG00000204160,ZDHHC18,2,-3.1878,31,0.63464,31,0.60236,5,-2.1724,15,-0.5527,5,-1.9745,39,1.16834,21,0.00634
ENSG00000142751,GPN2,16,-0.4003,32,0.62521,20,-0.0973,22,0.06855,38,0.93877,15,-0.5403,15,-0.6197,21,-0.0556
ENSG00000090273,NUDC,130,-0.8338,146,-0.6526,214,-0.0621,220,-0.0243,150,-0.6128,238,0.10241,298,0.51756,246,0.21380
ENSG00000253368,TRNP1,4,-3.7665,28,-0.9591,22,-1.2863,38,-0.4789,60,0.20533,58,0.15297,92,1.03942,59,0.25400
ENSG00000090020,SLC9A1,0,-5.3215,5,-1.9019,9,-1.0811,7,-1.4646,39,1.25926,13,-0.4695,24,0.47101,24,0.67267
ENSG00000142784,WDTC1,10,-1.3819,32,0.38239,27,0.09804,29,0.19568,29,0.18994,0,-5.2461,41,0.86006,24,-0.1228
ENSG00000186501,TMEM222,36,-0.3972,39,-0.2935,42,-0.1744,20,-1.2988,55,0.26473,25,-0.9607,56,0.31415,58,0.49853
ENSG00000158195,WASF2,214,2.48985,74,0.55114,43,-0.3145,87,0.82410,97,0.99515,37,-0.5167,24,-1.2391,7,-3.3611
ENSG00000126705,AHDC1,14,-2.0344,134,1.53801,44,-0.3029,44,-0.2803,87,0.78099,41,-0.4066,50,-0.1233,44,-0.3859
ENSG00000126709,IFI6,33,-1.3008,74,-0.0816,74,-0.0728,58,-0.4392,62,-0.3354,43,-0.9136,74,-0.0763,110,0.82798
ENSG00000009780,FAM76A,32,0.66138,38,0.91330,14,-0.5906,24,0.20258,3,-2.5631,20,-0.1322,19,-0.1710,21,0.00356
ENSG00000117758,STX12,71,-0.5355,70,-0.5619,117,0.24109,76,-0.4291,88,-0.2003,76,-0.4334,109,0.13594,123,0.45190
ENSG00000117751,PPP1R8,12,-1.1833,3,-2.9163,31,0.16565,31,0.20393,44,0.73552,25,-0.1544,22,-0.3454,35,0.53024
ENSG00000117748,RPA2,20,-1.5197,20,-1.5289,48,-0.2192,38,-0.5759,69,0.33233,63,0.20491,50,-0.1881,77,0.77988
ENSG00000126698,DNAJC8,286,0.41278,372,0.84626,156,-0.5330,185,-0.2748,128,-0.8367,435,1.11170,184,-0.3095,179,-0.4278
ENSG00000130770,ATP5IF1,152,-1.9607,185,-1.6688,354,-0.6959,462,-0.2851,492,-0.1887,681,0.32608,886,0.85843,640,0.32142
ENSG00000204138,PHACTR4,90,1.89528,37,0.37795,21,-0.4808,19,-0.6941,37,0.36105,30,0.03546,23,-0.4213,18,-0.9328
ENSG00000180098,TRNAU1AP,5,-2.2440,42,0.80041,12,-1.0740,9,-1.5786,61,1.45178,19,-0.4636,20,-0.4260,29,0.31201
ENSG00000198492,YTHDF2,38,-1.2066,107,0.36637,20,-2.1475,31,-1.5032,86,0.00907,103,0.30126,75,-0.2031,121,0.84671
ENSG00000159023,EPB41,21,-0.1460,45,1.05263,4,-2.3663,27,0.21423,14,-0.7826,54,1.37387,16,-0.5836,21,-0.2632
ENSG00000116350,SRSF4,205,1.62213,98,0.36898,62,-0.3608,72,-0.1166,66,-0.2594,91,0.24372,54,-0.6082,58,-0.5922
ENSG00000116353,MECR,9,-1.6502,15,-0.9840,7,-1.9665,14,-1.0599,21,-0.4592,29,0.06262,28,0.00068,47,1.27746
ENSG00000060656,PTPRU,2,-3.1562,22,0.11956,46,1.34181,22,0.14681,20,-0.0020,10,-1.0119,13,-0.6841,23,0.31966
ENSG00000162512,SDC3,104,0.20641,83,-0.1497,107,0.25169,97,0.10934,187,1.17829,107,0.25436,42,-1.2378,81,-0.2519
ENSG00000134644,PUM1,111,-0.5017,331,1.26014,135,-0.2017,135,-0.2026,141,-0.1319,162,0.08467,114,-0.5099,151,-0.0432
ENSG00000121766,ZCCHC17,171,0.12292,269,0.86115,194,0.32408,111,-0.5402,120,-0.4227,186,0.25858,131,-0.3172,145,-0.1728
ENSG00000121769,FABP3,8,-3.1657,34,-1.1486,6,-3.6618,34,-1.1388,27,-1.4611,76,0.08070,103,0.64223,118,1.26761
ENSG00000162517,PEF1,13,-2.6928,44,-0.8615,85,0.13562,42,-0.9568,43,-0.9001,75,-0.0518,84,0.12651,116,0.98075
ENSG00000084636,COL16A1,70,1.42443,40,0.49030,32,0.14027,32,0.12054,55,0.99345,5,-2.5883,19,-0.7533,21,-0.6996
ENSG00000121753,ADGRB2,33,-2.4097,153,-0.1193,132,-0.3565,148,-0.1763,164,-0.0118,144,-0.2220,125,-0.4757,241,0.91022
ENSG00000184007,PTP4A2,1477,2.85871,343,0.16241,625,1.15343,125,-1.3814,96,-1.7764,212,-0.5834,137,-1.3221,140,-1.4885
ENSG00000121774,KHDRBS1,91,-0.7226,171,0.26517,130,-0.1661,160,0.15944,153,0.08782,158,0.13955,151,0.07556,143,-0.0283
ENSG00000025800,KPNA6,61,-0.6857,190,1.12900,58,-0.7760,68,-0.5272,87,-0.1450,161,0.84434,91,-0.0743,84,-0.2570
ENSG00000084652,TXLNA,42,0.78427,37,0.59667,32,0.32514,42,0.78573,21,-0.3233,22,-0.2307,17,-0.7068,20,-0.5297
ENSG00000160050,CCDC28B,10,-1.1014,9,-1.1514,26,0.36628,22,0.14013,63,1.90257,27,0.45419,16,-0.4068,14,-0.7547
ENSG00000084623,EIF3I,44,-1.2362,101,0.02010,114,0.20447,75,-0.4443,109,0.12835,79,-0.3720,124,0.37845,108,0.16135
ENSG00000175130,MARCKSL1,577,2.22090,115,-0.5201,379,1.41688,120,-0.4563,230,0.57058,82,-1.0294,120,-0.4979,48,-2.1759
ENSG00000160058,BSDC1,45,-0.2767,58,0.09121,42,-0.3959,46,-0.2701,68,0.34341,69,0.38150,52,-0.0872,55,0.03944
ENSG00000176261,ZBTB8OS,31,-0.7379,18,-1.5322,29,-0.8396,43,-0.2433,53,0.10389,38,-0.4247,82,0.91181,56,0.24662
ENSG00000162521,RBBP4,54,-1.0324,191,0.93950,76,-0.5273,77,-0.5129,130,0.30489,161,0.65918,77,-0.5377,110,0.05699
ENSG00000162522,KIAA1522,4,-2.1371,2,-3.0810,1,-3.9618,29,0.62843,20,0.02447,18,-0.1001,20,0.05663,30,1.02939
ENSG00000134684,YARS,35,-1.7294,79,-0.5180,62,-0.8715,30,-1.9306,88,-0.3377,80,-0.4815,182,0.93137,145,0.64420
ENSG00000160097,FNDC5,6,-2.3552,16,-1.0528,0,-8.3103,21,-0.6989,16,-1.0835,23,-0.5276,94,2.14943,31,-0.1097
