Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000228594,FNDC10,12,-1.2640,43,0.64914,18,-0.6720,18,-0.6960,31,0.10857,40,0.54017,22,-0.3729,38,0.44811,30,0.07858,41,0.58105,20,-0.5099
ENSG00000272106,AL691432.2,29,0.80542,16,-0.0774,36,1.20460,7,-1.2573,8,-1.0784,21,0.31030,18,0.03857,11,-0.6491,6,-1.6091,9,-0.9784,29,0.80296
ENSG00000197530,MIB2,22,-0.3726,31,0.17063,22,-0.3455,24,-0.2149,15,-0.9357,22,-0.3651,32,0.19789,33,0.25253,23,-0.2821,44,0.72829,39,0.52341
ENSG00000248333,CDK11B,86,0.94112,36,-0.4769,74,0.68832,34,-0.5567,45,-0.1090,50,0.03650,86,0.93914,49,0.02110,24,-1.0407,14,-1.9003,35,-0.4980
ENSG00000189339,SLC35E2B,9,-1.2570,26,0.38411,33,0.77173,21,0.04062,14,-0.6077,16,-0.3987,20,-0.0328,16,-0.3697,17,-0.2576,27,0.46344,25,0.36337
ENSG00000008128,CDK11A,51,1.47260,11,-0.9416,29,0.53041,14,-0.6076,21,-0.0106,28,0.44014,15,-0.5308,22,0.09772,23,0.13553,7,-1.5828,10,-1.1527
ENSG00000215790,SLC35E2A,12,-0.4497,24,0.65364,37,1.38194,23,0.56794,1,-3.5644,25,0.74137,1,-3.2707,6,-1.3746,22,0.51070,10,-0.7021,14,-0.2334
ENSG00000008130,NADK,23,0.14100,30,0.53798,24,0.18278,23,0.09576,28,0.40394,31,0.59043,12,-0.8334,9,-1.2758,31,0.59229,14,-0.6679,10,-1.0965
ENSG00000078369,GNB1,264,-0.9915,620,0.34199,665,0.45706,683,0.49935,646,0.40985,371,-0.4711,580,0.23444,290,-0.8465,414,-0.3000,543,0.12799,435,-0.2226
ENSG00000187730,GABRD,23,-3.1531,99,-0.9882,115,-0.7625,182,-0.0543,34,-2.5628,169,-0.1772,86,-1.2063,316,0.84261,284,0.66274,447,1.45228,321,0.86838
ENSG00000067606,PRKCZ,117,-0.7642,146,-0.4157,295,0.70318,275,0.58774,151,-0.3695,131,-0.5869,217,0.19990,134,-0.5504,205,0.10929,233,0.31792,199,0.06293
ENSG00000162585,FAAP20,26,-0.2035,65,1.30883,44,0.62226,27,-0.1220,14,-1.1556,24,-0.3268,22,-0.4447,23,-0.3675,13,-1.2632,25,-0.2383,42,0.56255
ENSG00000157933,SKI,44,0.50969,61,1.06197,70,1.29968,30,-0.1133,11,-1.6266,32,0.02413,9,-1.8923,16,-1.0438,23,-0.4753,27,-0.2759,28,-0.1833
ENSG00000157916,RER1,56,0.18630,55,0.15364,36,-0.5123,37,-0.4749,41,-0.3027,24,-1.1284,37,-0.4632,37,-0.4592,64,0.39399,102,1.16364,62,0.33160
ENSG00000157911,PEX10,19,0.14082,46,1.62521,19,0.10245,14,-0.3458,11,-0.6343,3,-2.3054,7,-1.3766,9,-1.0041,7,-1.2802,28,0.78073,28,0.74991
ENSG00000157870,PRXL2B,18,-1.3679,49,0.18448,56,0.38031,42,-0.0618,21,-1.0941,51,0.23600,33,-0.4309,34,-0.4041,62,0.55274,61,0.52008,56,0.38200
ENSG00000158109,TPRG1L,49,-2.2319,137,-0.6971,282,0.43705,243,0.19404,236,0.14376,188,-0.2107,213,-0.0133,204,-0.0868,337,0.73195,294,0.50281,183,-0.2534
ENSG00000130764,LRRC47,44,-0.7832,63,-0.2487,61,-0.3032,49,-0.6362,66,-0.1792,79,0.10655,135,0.99212,95,0.40461,86,0.23337,80,0.12181,55,-0.4647
ENSG00000116198,CEP104,107,1.82068,34,-0.1294,13,-1.5370,26,-0.5585,46,0.36173,54,0.62977,18,-1.1154,24,-0.6426,38,0.04654,19,-0.9854,26,-0.5379
ENSG00000196581,AJAP1,19,-1.2416,15,-1.5406,52,0.32670,30,-0.5062,33,-0.3911,72,0.88315,40,-0.0812,24,-0.8404,37,-0.2106,27,-0.6951,114,1.70172
ENSG00000069424,KCNAB2,45,-2.1995,199,0.04687,350,0.98066,245,0.38323,72,-1.5099,199,0.04936,139,-0.5083,189,-0.0311,258,0.46758,220,0.20736,207,0.10924
ENSG00000116254,CHD5,75,-1.9477,251,-0.1251,262,-0.0552,315,0.23782,331,0.31585,396,0.61257,346,0.38830,310,0.21288,252,-0.1152,202,-0.4640,246,-0.1545
ENSG00000116251,RPL22,821,0.55836,795,0.50516,979,0.85341,783,0.48009,812,0.53999,286,-1.0938,428,-0.4781,433,-0.4603,334,-0.8592,356,-0.7614,368,-0.7119
ENSG00000116237,ICMT,26,-0.6082,34,-0.2132,49,0.36322,33,-0.2497,16,-1.3110,26,-0.5969,23,-0.7791,44,0.19662,48,0.33570,63,0.76816,65,0.83365
ENSG00000097021,ACOT7,54,-2.3543,113,-1.2623,163,-0.7100,227,-0.1936,132,-1.0266,267,0.06286,271,0.08545,335,0.42611,485,1.05016,459,0.95607,319,0.34957
ENSG00000171680,PLEKHG5,6,-1.8411,25,0.14234,18,-0.3725,37,0.80672,2,-3.4122,15,-0.6103,15,-0.6099,20,-0.1477,31,0.52676,42,1.01452,36,0.74802
ENSG00000162408,NOL9,32,0.16840,28,-0.0385,29,0.03304,33,0.22550,44,0.68511,44,0.69134,21,-0.4469,28,-0.0044,34,0.26115,12,-1.3227,9,-1.6561
ENSG00000162413,KLHL21,6,-2.0803,33,0.36529,12,-1.1244,23,-0.1926,33,0.39646,20,-0.3645,22,-0.2435,28,0.14131,32,0.32622,34,0.41274,41,0.75010
ENSG00000041988,THAP3,36,1.07014,11,-0.8278,18,-0.0034,14,-0.4696,5,-1.8998,19,0.00811,16,-0.1745,13,-0.4891,17,-0.1259,37,1.13664,17,-0.0967
ENSG00000007923,DNAJC11,28,-0.3209,31,-0.1825,35,0.00950,22,-0.7257,76,1.28768,38,0.12163,26,-0.4662,32,-0.1371,41,0.26415,42,0.28976,13,-1.4598
ENSG00000171735,CAMTA1,196,-1.2976,301,-0.6429,313,-0.5835,442,-0.0463,526,0.22973,725,0.75710,614,0.48009,782,0.88678,350,-0.4111,321,-0.5449,440,-0.0550
ENSG00000049245,VAMP3,144,3.18850,27,-0.0214,28,0.03610,11,-1.4055,47,0.88948,12,-1.2760,3,-3.3226,7,-1.9556,7,-2.0531,10,-1.5110,4,-2.6541
ENSG00000049246,PER3,97,1.67494,55,0.67883,36,-0.0009,22,-0.7356,31,-0.2436,65,0.96597,24,-0.6506,16,-1.1988,9,-2.0851,18,-1.0489,24,-0.6370
ENSG00000116288,PARK7,215,-0.6432,391,0.29285,367,0.19232,305,-0.1016,326,0.00300,172,-0.9889,305,-0.1055,316,-0.0479,284,-0.2166,426,0.43097,475,0.61185
ENSG00000116285,ERRFI1,19,-0.4455,11,-1.2756,7,-1.8241,22,-0.2098,31,0.34773,21,-0.2545,29,0.22786,60,1.46322,25,0.00711,30,0.28318,20,-0.3259
ENSG00000162426,SLC45A1,8,-1.8978,13,-1.1851,24,-0.2317,25,-0.1412,36,0.40535,31,0.14719,8,-1.8626,29,0.05878,55,1.11082,43,0.68754,36,0.39275
ENSG00000142599,RERE,229,0.76577,177,0.33403,136,-0.0865,171,0.27894,89,-0.7445,165,0.22307,161,0.18110,120,-0.2756,82,-0.8573,96,-0.6194,151,0.08768
ENSG00000074800,ENO1,301,-0.6179,814,0.98498,409,-0.1404,171,-1.4738,528,0.26596,324,-0.5027,188,-1.3332,717,0.76832,460,0.04418,464,0.05662,547,0.32061
ENSG00000171612,SLC25A33,21,-0.4679,90,2.00208,38,0.47837,19,-0.6057,24,-0.2588,5,-2.3888,22,-0.3999,19,-0.5865,9,-1.6896,36,0.36707,28,-0.0235
ENSG00000171603,CLSTN1,160,-2.2655,375,-1.0009,517,-0.5132,431,-0.7920,689,-0.0627,882,0.33195,639,-0.1815,1099,0.69386,1102,0.69855,871,0.31149,1125,0.73271
ENSG00000178585,CTNNBIP1,36,0.24627,52,0.84073,33,0.11084,25,-0.3392,79,1.57350,23,-0.4553,22,-0.5449,20,-0.6646,30,-0.0594,15,-1.0527,5,-2.5332
ENSG00000162441,LZIC,120,1.14926,57,-0.0740,64,0.11255,61,0.02027,62,0.06696,51,-0.2553,76,0.38480,75,0.36264,28,-1.1470,34,-0.8821,30,-1.0570
ENSG00000130939,UBE4B,41,0.18179,16,-1.2542,27,-0.4570,37,0.02528,64,0.90165,34,-0.1293,34,-0.1433,52,0.56897,46,0.36190,38,0.04154,15,-1.3785
ENSG00000054523,KIF1B,624,0.59840,311,-0.5104,322,-0.4572,382,-0.1899,511,0.27339,539,0.36020,548,0.38702,453,0.07899,405,-0.0984,276,-0.6945,370,-0.2406
ENSG00000142657,PGD,54,-0.4224,47,-0.6207,29,-1.3664,46,-0.6621,68,-0.0505,81,0.21609,67,-0.0687,138,1.10401,89,0.36503,108,0.68537,49,-0.5483
ENSG00000241563,CORT,24,-0.6686,50,0.47672,58,0.70090,22,-0.7751,2,-3.8052,17,-1.1893,68,0.98793,24,-0.6458,10,-1.9671,67,0.96066,66,0.94119
ENSG00000160049,DFFA,79,0.69353,65,0.37318,71,0.51228,44,-0.2300,49,-0.0924,43,-0.2975,75,0.60590,44,-0.2581,37,-0.4990,27,-0.9769,33,-0.6982
ENSG00000142655,PEX14,15,-0.2437,14,-0.4456,14,-0.4457,15,-0.3027,18,-0.0274,7,-1.5017,20,0.16338,14,-0.3741,23,0.38665,33,0.98112,27,0.63045
ENSG00000120948,TARDBP,97,0.39351,55,-0.4972,54,-0.5187,59,-0.3939,100,0.43360,82,0.12748,43,-0.8857,66,-0.2151,57,-0.4610,91,0.28381,132,0.90145
ENSG00000116649,SRM,29,-0.8131,83,0.83471,75,0.66137,39,-0.3519,21,-1.3230,61,0.33792,57,0.21913,16,-1.6678,47,-0.0894,64,0.40035,53,0.11392
ENSG00000171824,EXOSC10,50,1.09616,30,0.28776,9,-1.4860,16,-0.7042,13,-1.0412,42,0.81101,25,-0.0335,22,-0.1962,11,-1.2749,24,-0.0865,37,0.60662
ENSG00000198793,MTOR,14,-1.7262,45,-0.0039,48,0.07881,25,-0.9337,21,-1.1969,63,0.51358,54,0.28440,47,0.04910,64,0.56103,57,0.35319,62,0.49899
ENSG00000116661,FBXO2,71,-1.1966,402,1.61940,195,0.36945,116,-0.4489,84,-0.9478,45,-1.8708,103,-0.6301,108,-0.5650,155,-0.0033,287,1.01543,139,-0.1682
ENSG00000132879,FBXO44,36,-1.4569,59,-0.7378,120,0.37477,77,-0.3285,74,-0.3891,93,-0.0208,54,-0.8683,84,-0.1936,161,0.86364,126,0.46112,158,0.83945
ENSG00000011021,CLCN6,39,-0.8280,61,-0.1521,40,-0.7854,61,-0.1505,103,0.70238,91,0.49455,54,-0.3263,53,-0.3721,85,0.38463,99,0.64400,49,-0.4780
ENSG00000116685,KIAA2013,44,0.78697,23,-0.2424,28,0.07273,18,-0.6050,23,-0.2659,12,-1.1875,16,-0.7698,16,-0.8209,34,0.37818,38,0.57607,43,0.76767
ENSG00000083444,PLOD1,27,0.77264,19,0.22734,20,0.29314,6,-1.6073,3,-2.6198,13,-0.4434,6,-1.5509,24,0.57623,19,0.16437,20,0.23662,29,0.87432
ENSG00000116688,MFN2,88,-0.4871,80,-0.6442,94,-0.3885,130,0.11638,128,0.09701,143,0.27610,113,-0.1064,113,-0.1008,143,0.27313,187,0.71272,107,-0.1829
ENSG00000048707,VPS13D,36,-1.0653,49,-0.5944,44,-0.7732,77,0.11299,93,0.41095,124,0.88697,84,0.25284,63,-0.2077,81,0.19587,81,0.18248,59,-0.2995
ENSG00000162496,DHRS3,46,1.75700,48,1.85714,19,0.26790,1,-3.2488,13,-0.3152,5,-1.7723,0,-6.8657,9,-0.8805,14,-0.2398,18,0.16962,5,-1.7340
ENSG00000116731,PRDM2,169,-0.4823,159,-0.5688,237,0.05232,273,0.27903,265,0.22827,304,0.44985,372,0.78550,167,-0.5006,217,-0.0865,90,-1.4389,273,0.27844
ENSG00000189337,KAZN,101,0.53299,57,-0.3918,33,-1.1914,82,0.19735,69,-0.0915,52,-0.5348,110,0.66876,71,-0.0478,58,-0.3492,107,0.62297,61,-0.2820
ENSG00000142634,EFHD2,65,-0.4500,39,-1.2380,19,-2.2720,70,-0.3349,291,2.11831,110,0.37717,169,1.09694,56,-0.6942,96,0.15487,34,-1.4348,9,-3.3933
ENSG00000116138,DNAJC16,29,-0.2953,27,-0.4094,28,-0.3247,35,0.02206,13,-1.4481,32,-0.1278,29,-0.2573,39,0.20162,70,1.14436,47,0.48450,33,-0.1026
ENSG00000197312,DDI2,40,0.04978,13,-1.6980,27,-0.5786,49,0.35501,24,-0.7186,61,0.71979,71,0.96031,23,-0.7957,35,-0.1690,40,0.05286,47,0.28261
ENSG00000116786,PLEKHM2,72,-0.6014,131,0.34835,152,0.58704,186,0.92705,134,0.37825,64,-0.7628,117,0.15867,117,0.16605,66,-0.7154,67,-0.6935,55,-1.0116
ENSG00000065526,SPEN,288,1.23601,111,-0.3244,111,-0.3334,129,-0.0985,86,-0.7233,189,0.51445,225,0.80513,126,-0.1375,72,-0.9913,46,-1.6459,126,-0.1357
ENSG00000116809,ZBTB17,28,0.79054,15,-0.1734,25,0.59981,16,-0.1351,19,0.13775,20,0.28124,15,-0.1610,7,-1.2213,10,-0.8311,14,-0.3063,18,0.10809
ENSG00000055070,SZRD1,33,0.38988,51,1.13869,26,0.05646,9,-1.5454,19,-0.4288,31,0.30940,29,0.20328,30,0.28107,14,-0.9012,12,-1.1754,26,0.02181
ENSG00000159363,ATP13A2,25,-2.2130,69,-0.6980,70,-0.6763,142,0.43220,75,-0.5694,105,-0.0558,78,-0.5100,219,1.16177,121,0.17221,205,1.04608,85,-0.3814
ENSG00000117118,SDHB,32,-1.3249,63,-0.2920,88,0.23406,85,0.18093,63,-0.2963,47,-0.7198,79,0.07290,82,0.13617,94,0.35067,118,0.72445,81,0.11036
ENSG00000117115,PADI2,355,3.49592,98,0.78841,45,-0.4652,12,-2.3619,44,-0.4986,31,-1.0030,22,-1.5512,20,-1.6278,13,-2.3371,11,-2.4556,13,-2.2413
ENSG00000179051,RCC2,21,-0.0917,25,0.20427,31,0.54589,14,-0.6615,5,-2.1531,12,-0.8784,8,-1.5256,27,0.29369,50,1.37016,21,-0.0884,28,0.39686
ENSG00000117154,IGSF21,20,-1.5453,57,0.00657,71,0.36267,36,-0.6984,79,0.54843,92,0.79869,15,-2.0182,23,-1.3489,86,0.68460,69,0.32000,73,0.39939
ENSG00000159423,ALDH4A1,14,-0.3743,47,1.63696,31,0.86299,9,-1.0601,29,0.74539,23,0.36395,8,-1.1586,10,-0.9286,14,-0.3477,7,-1.3044,5,-1.7257
ENSG00000127481,UBR4,38,0.02318,36,-0.0705,24,-0.6958,14,-1.4669,41,0.11645,59,0.72589,37,-0.0431,63,0.83748,38,0.02185,25,-0.6141,39,0.06088
ENSG00000127463,EMC1,27,-0.2145,24,-0.3828,24,-0.4142,14,-1.2113,19,-0.7153,50,0.76018,25,-0.3177,19,-0.7384,48,0.69484,52,0.81895,40,0.39028
ENSG00000053372,MRTO4,24,-0.6603,31,-0.2839,59,0.72591,46,0.32403,12,-1.7017,44,0.24756,26,-0.5496,25,-0.5907,42,0.19794,63,0.85753,38,0.03530
ENSG00000053371,AKR7A2,45,0.70913,70,1.48448,40,0.51415,16,-0.8808,47,0.76537,8,-1.9046,16,-0.8896,12,-1.2994,22,-0.4291,30,0.06169,12,-1.2942
ENSG00000077549,CAPZB,151,-0.1989,167,-0.0403,155,-0.1593,121,-0.5415,182,0.09410,130,-0.4317,115,-0.6168,150,-0.2098,201,0.25228,223,0.42272,290,0.86272
ENSG00000173436,MICOS10,239,-0.4051,342,0.15786,449,0.60354,533,0.89134,389,0.36598,181,-0.8346,255,-0.3065,224,-0.5049,179,-0.8483,307,-0.0139,308,-0.0085
ENSG00000158747,NBL1,91,-0.5873,151,0.20806,186,0.55215,96,-0.5041,128,-0.0566,112,-0.2640,157,0.27548,95,-0.5101,179,0.48266,140,0.08744,122,-0.1345
ENSG00000169914,OTUD3,15,-0.4197,9,-1.2319,7,-1.4428,10,-0.9792,24,0.32804,45,1.37392,32,0.78582,17,-0.2367,25,0.39074,12,-0.7244,19,-0.0118
ENSG00000162545,CAMK2N1,840,-1.0969,2878,0.85185,4784,1.76833,2124,0.34721,847,-1.0845,957,-0.9005,1328,-0.3969,878,-1.0311,1118,-0.6624,1011,-0.8168,2056,0.29442
ENSG00000090432,MUL1,1,-4.0596,18,-0.2382,18,-0.1812,14,-0.6058,64,1.93963,29,0.52586,10,-1.1365,20,-0.0646,16,-0.4329,31,0.62795,8,-1.4014
ENSG00000158828,PINK1,185,-1.4494,419,-0.2002,548,0.22627,509,0.10609,685,0.59015,350,-0.4796,632,0.45675,437,-0.1340,496,0.06640,639,0.47499,335,-0.5502
ENSG00000244038,DDOST,19,-0.5114,26,-0.0508,33,0.32619,16,-0.7768,30,0.19631,17,-0.7206,17,-0.7099,25,-0.1339,38,0.57597,42,0.73334,31,0.25247
ENSG00000117245,KIF17,5,-2.5115,7,-2.0514,16,-0.9723,33,0.11307,22,-0.4641,34,0.19059,90,1.86211,55,0.96669,29,-0.0894,22,-0.5235,20,-0.5962
ENSG00000189410,SH2D5,0,-5.6034,32,-0.4552,75,0.90866,45,0.08232,11,-2.0504,48,0.15608,32,-0.4475,32,-0.4660,62,0.57388,75,0.90090,62,0.57437
ENSG00000127483,HP1BP3,398,0.37552,297,-0.0895,259,-0.3084,237,-0.4449,341,0.12545,386,0.32785,468,0.64259,343,0.13881,275,-0.2138,156,-1.0781,303,-0.0619
ENSG00000075151,EIF4G3,239,-0.5195,162,-1.1125,174,-1.0039,308,-0.1244,224,-0.6169,430,0.40963,501,0.66253,436,0.43225,513,0.70218,356,0.10659,322,-0.0531
ENSG00000076864,RAP1GAP,37,-1.8383,66,-0.9710,85,-0.5962,130,0.06782,192,0.69651,199,0.75896,97,-0.3858,158,0.37997,167,0.46846,115,-0.1214,125,0.00473
ENSG00000090686,USP48,146,0.89414,43,-1.0239,34,-1.3663,77,-0.1487,120,0.57623,122,0.59708,101,0.29563,73,-0.2156,99,0.25943,39,-1.1690,71,-0.2597
ENSG00000070831,CDC42,178,-0.0644,113,-0.7683,116,-0.7300,122,-0.6516,273,0.62364,162,-0.2181,225,0.30396,207,0.17441,213,0.21579,249,0.47245,185,-0.0036
ENSG00000004487,KDM1A,41,-0.9737,38,-1.0642,62,-0.3265,52,-0.6071,83,0.11828,91,0.27156,90,0.24885,91,0.26824,111,0.59612,90,0.26026,95,0.34723
ENSG00000169641,LUZP1,59,-2.0287,115,-1.0421,138,-0.7641,271,0.29241,191,-0.2623,212,-0.0955,341,0.66747,347,0.69716,375,0.82830,225,-0.0037,210,-0.1164
ENSG00000125944,HNRNPR,203,0.51194,120,-0.3186,108,-0.4926,110,-0.4562,111,-0.4479,157,0.10253,183,0.34088,190,0.40151,138,-0.1103,79,-0.9682,226,0.69003
ENSG00000142676,RPL11,732,0.77268,733,0.77519,718,0.73973,483,0.09154,629,0.51906,173,-1.4807,470,0.04788,291,-0.6999,196,-1.2970,279,-0.7619,311,-0.5932
ENSG00000011007,ELOA,53,1.09918,24,-0.2069,28,0.02546,18,-0.5989,34,0.38220,29,0.08353,29,0.08227,23,-0.2461,34,0.34664,10,-1.5195,17,-0.6891
ENSG00000057757,PITHD1,94,-0.8412,59,-1.5384,103,-0.6938,143,-0.1908,180,0.17070,135,-0.2822,218,0.48407,232,0.58328,184,0.20405,270,0.83673,160,-0.0143
ENSG00000011009,LYPLA2,9,-1.4090,23,0.00083,18,-0.3581,28,0.27649,15,-0.6310,30,0.42362,12,-1.0370,35,0.64798,35,0.66863,28,0.31308,21,-0.1282
ENSG00000117305,HMGCL,33,0.94151,25,0.46314,6,-1.6809,7,-1.4249,15,-0.2887,10,-0.9055,27,0.60310,21,0.19328,16,-0.2358,10,-0.9534,34,0.96565
ENSG00000189266,PNRC2,62,0.31836,62,0.31892,98,1.09365,31,-0.7667,35,-0.5731,61,0.31069,50,-0.0237,25,-1.0659,43,-0.2615,33,-0.6365,56,0.16686
ENSG00000188529,SRSF10,90,0.62257,49,-0.3329,64,0.08393,54,-0.1837,51,-0.2951,75,0.32429,78,0.39379,34,-0.8981,69,0.18942,58,-0.0797,49,-0.3277
ENSG00000001461,NIPAL3,288,1.32698,53,-1.3810,60,-1.1830,101,-0.3913,221,0.86631,138,0.08529,143,0.15033,97,-0.4553,135,0.05056,114,-0.2086,83,-0.7003
ENSG00000133226,SRRM1,530,1.39925,136,-0.8170,162,-0.5477,187,-0.3303,187,-0.3316,288,0.35885,245,0.09701,279,0.30298,121,-0.9938,116,-1.0632,286,0.34446
ENSG00000169504,CLIC4,296,4.22229,34,-0.2953,11,-1.9452,4,-3.4702,52,0.37191,9,-2.2872,14,-1.5864,8,-2.4501,10,-2.1246,7,-2.5061,6,-2.7462
ENSG00000117614,SYF2,130,-0.1052,142,0.03653,180,0.41901,151,0.13424,200,0.59306,121,-0.2213,246,0.93981,90,-0.6797,77,-0.9103,79,-0.8636,111,-0.3513
ENSG00000117616,RSRP1,71,0.80402,29,-0.6240,70,0.77139,21,-1.1050,11,-2.0847,131,1.91324,7,-2.6702,46,0.09108,28,-0.6422,38,-0.2212,25,-0.8484
ENSG00000183726,TMEM50A,82,0.57856,58,0.00777,91,0.74200,42,-0.4864,43,-0.4320,35,-0.7442,44,-0.4013,31,-0.9359,69,0.28810,72,0.35261,64,0.17364
ENSG00000204178,MACO1,81,0.28973,33,-1.1032,48,-0.5445,46,-0.5915,42,-0.7553,141,1.21243,124,0.98442,46,-0.6060,52,-0.4087,58,-0.2396,76,0.17096
ENSG00000117643,MAN1C1,7,-2.4277,28,-0.4871,41,0.12859,38,-0.0105,1,-5.3360,31,-0.3163,12,-1.7457,26,-0.5826,49,0.40800,85,1.35618,99,1.63497
ENSG00000162430,SELENON,25,0.21700,47,1.26774,38,0.88172,12,-0.9497,28,0.39843,18,-0.2658,3,-2.6234,12,-0.8608,23,0.07509,17,-0.3588,16,-0.4556
ENSG00000117640,MTFR1L,44,-0.5826,58,-0.1753,97,0.65257,50,-0.3988,49,-0.4267,41,-0.7146,69,0.10012,61,-0.1021,70,0.11704,106,0.79500,68,0.07518
ENSG00000117632,STMN1,874,-0.6526,561,-1.3242,857,-0.6826,1249,-0.0970,1806,0.49549,1310,-0.0222,2381,0.96077,1165,-0.2063,1387,0.06871,1567,0.26417,1456,0.14566
ENSG00000158008,EXTL1,9,-2.1005,43,0.17597,43,0.14663,50,0.39855,67,0.88779,67,0.88892,23,-0.7722,19,-1.1159,40,0.02865,34,-0.2265,33,-0.2723
ENSG00000142684,ZNF593,23,-0.8417,46,0.21014,32,-0.3476,32,-0.3688,31,-0.4068,50,0.34509,49,0.29961,33,-0.2830,43,0.09762,55,0.50654,48,0.29530
ENSG00000142669,SH3BGRL3,170,0.07837,151,-0.1103,225,0.52990,179,0.15546,244,0.66338,173,0.10208,107,-0.6460,79,-1.0931,181,0.17949,161,-0.0081,111,-0.5808
