Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to8,Feature log2 fold change topic 6to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000157933,SKI,27,-0.2873,62,1.07661,37,0.20543,13,-1.3471,21,-0.8241,46,0.56669,41,0.36127
ENSG00000157916,RER1,58,0.08730,62,0.20287,50,-0.1582,63,0.21089,68,0.46043,39,-0.5443,23,-1.3304
ENSG00000157911,PEX10,17,-0.4466,57,1.57315,15,-0.6958,20,-0.2073,23,0.04142,14,-0.7865,20,-0.2021
ENSG00000149527,PLCH2,19,-0.0652,19,-0.0409,21,0.12370,5,-1.8918,19,-0.1066,48,1.53147,7,-1.5914
ENSG00000157870,PRXL2B,8,-2.5953,46,0.01391,67,0.74133,34,-0.4392,57,0.47009,37,-0.3174,25,-0.8997
ENSG00000158109,TPRG1L,33,-2.6086,88,-1.1713,256,0.59449,234,0.36682,245,0.60091,105,-0.8921,159,-0.2526
ENSG00000130764,LRRC47,71,-0.0345,46,-0.7118,57,-0.4068,88,0.31449,95,0.60014,42,-0.8468,77,0.10216
ENSG00000116198,CEP104,87,1.77522,53,0.87096,16,-1.1258,24,-0.3997,16,-1.2197,25,-0.3186,43,0.52572
ENSG00000196581,AJAP1,30,-0.3673,27,-0.5265,28,-0.5196,50,0.47067,37,-0.0225,58,0.70793,44,0.25149
ENSG00000069424,KCNAB2,21,-3.3868,218,0.09425,320,0.85495,192,-0.1045,245,0.38045,103,-1.0769,144,-0.5559
ENSG00000116254,CHD5,33,-2.9073,158,-0.5699,245,0.14305,305,0.48323,192,-0.3308,168,-0.4763,538,1.48222
ENSG00000116251,RPL22,853,0.47448,917,0.59508,916,0.68710,270,-1.3286,438,-0.7219,483,-0.4400,710,0.17192
ENSG00000116237,ICMT,22,-0.7107,27,-0.4238,29,-0.3550,64,0.97616,42,0.37376,39,0.13401,18,-1.0377
ENSG00000097021,ACOT7,53,-2.1117,53,-2.1232,190,-0.2090,427,1.16035,348,1.15052,101,-1.1617,82,-1.4743
ENSG00000171680,PLEKHG5,0,-6.7451,20,-0.1896,34,0.73421,21,-0.1256,29,0.56276,16,-0.5056,14,-0.7049
ENSG00000162408,NOL9,24,-0.2596,15,-0.9093,40,0.67174,19,-0.5973,28,0.00453,40,0.57444,18,-0.7161
ENSG00000162413,KLHL21,35,0.31614,37,0.37688,24,-0.2947,26,-0.1566,35,0.43710,21,-0.4902,15,-1.0193
ENSG00000041988,THAP3,18,0.01390,1,-3.7066,21,0.28306,11,-0.8068,25,0.73784,24,0.43145,9,-1.0600
ENSG00000007923,DNAJC11,27,-0.1631,11,-1.4785,38,0.40121,30,-0.0292,33,0.17325,34,0.18866,26,-0.2256
ENSG00000171735,CAMTA1,184,-1.0366,229,-0.7052,295,-0.3416,504,0.55785,362,0.02142,383,0.10519,608,0.87810
ENSG00000049245,VAMP3,161,2.80960,54,0.63667,31,-0.2582,8,-2.2850,16,-1.4871,13,-1.6030,19,-1.0259
ENSG00000049246,PER3,74,0.83144,33,-0.4603,25,-0.9648,32,-0.4923,24,-1.1170,124,1.78390,59,0.44939
ENSG00000116288,PARK7,175,-0.9293,317,-0.0040,381,0.33437,283,-0.1840,421,0.61882,197,-0.7531,183,-0.8618
ENSG00000116285,ERRFI1,16,-0.1663,10,-0.7995,12,-0.6400,29,0.84037,26,0.94322,4,-2.1891,12,-0.5581
ENSG00000162426,SLC45A1,7,-1.6747,11,-1.0712,19,-0.2929,42,0.99959,42,1.49502,0,-5.1913,3,-2.8911
ENSG00000142599,RERE,158,0.26944,113,-0.2703,116,-0.2540,97,-0.5044,91,-0.7352,223,0.84936,241,0.98286
ENSG00000074800,ENO1,258,-0.9127,838,0.99391,358,-0.4463,440,-0.0811,578,0.48579,437,-0.0900,201,-1.2916
ENSG00000171612,SLC25A33,16,-0.7236,72,1.74967,25,-0.1090,14,-0.9657,29,0.18850,9,-1.6537,16,-0.7819
ENSG00000171603,CLSTN1,143,-2.3753,304,-1.2587,469,-0.6545,1108,0.79533,1091,1.09374,661,-0.0570,423,-0.7560
ENSG00000178585,CTNNBIP1,24,-0.6116,45,0.37099,60,0.98993,21,-0.8575,41,0.25973,12,-1.6150,15,-1.3099
ENSG00000162441,LZIC,170,1.75601,86,0.53733,51,-0.3396,24,-1.4293,41,-0.7947,43,-0.5740,72,0.24159
ENSG00000130939,UBE4B,64,0.88346,13,-1.5466,33,-0.2205,54,0.61680,46,0.44816,5,-2.8789,32,-0.2185
ENSG00000054523,KIF1B,710,0.93483,203,-1.0746,380,-0.1160,456,0.19074,330,-0.4036,254,-0.7321,678,0.85474
ENSG00000142657,PGD,50,-0.0783,31,-0.8114,30,-0.9435,86,0.81203,65,0.46406,69,0.44075,33,-0.6911
ENSG00000241563,CORT,0,-8.2489,19,-2.0159,24,-1.7952,16,-2.2635,38,-1.1867,526,4.54985,1,-5.6377
ENSG00000160049,DFFA,96,0.74222,90,0.62378,44,-0.5889,40,-0.6631,49,-0.4285,61,-0.0088,91,0.64493
ENSG00000142655,PEX14,7,-1.4570,7,-1.4545,19,0.14523,30,0.86706,25,0.71259,10,-0.8516,12,-0.6419
ENSG00000120948,TARDBP,124,0.74879,62,-0.3800,50,-0.7893,63,-0.3543,88,0.22259,96,0.31899,81,0.04073
ENSG00000116649,SRM,34,-0.6888,78,0.61620,42,-0.3925,53,0.00028,67,0.51327,49,-0.1322,31,-0.8409
ENSG00000171824,EXOSC10,40,0.05983,43,0.18335,24,-0.7980,26,-0.6196,40,0.08320,81,1.27837,25,-0.6417
ENSG00000198793,MTOR,22,-1.0240,29,-0.6029,29,-0.6523,59,0.51685,61,0.79171,39,-0.1367,38,-0.2050
ENSG00000116661,FBXO2,40,-2.4490,584,1.87888,201,0.00557,164,-0.3173,225,0.23722,72,-1.5811,72,-1.5714
ENSG00000132879,FBXO44,12,-3.0843,70,-0.5445,104,0.07955,99,-0.0149,153,0.99653,84,-0.2619,62,-0.7370
ENSG00000177000,MTHFR,14,-0.5920,24,0.20546,13,-0.7444,17,-0.3333,10,-1.2438,78,2.38294,18,-0.2260
ENSG00000011021,CLCN6,39,-0.8120,42,-0.6826,59,-0.1785,107,0.81201,91,0.73495,41,-0.7081,33,-1.0310
ENSG00000116685,KIAA2013,67,1.17038,40,0.28249,14,-1.3696,37,0.19055,34,0.04942,39,0.26361,18,-0.9267
ENSG00000083444,PLOD1,20,-0.3365,22,-0.1636,17,-0.5741,20,-0.2790,22,-0.2295,74,1.94651,8,-1.6729
ENSG00000116688,MFN2,64,-0.7826,71,-0.6379,107,0.01052,132,0.34086,124,0.31744,115,0.12423,98,-0.1330
ENSG00000048707,VPS13D,59,-0.3597,38,-1.0098,66,-0.1952,103,0.54303,88,0.37292,60,-0.3170,82,0.16346
ENSG00000162496,DHRS3,9,-1.5307,49,1.15232,16,-0.6815,21,-0.2244,20,-0.4108,59,1.49857,15,-0.7870
ENSG00000116731,PRDM2,199,-0.1855,102,-1.2178,189,-0.3003,247,0.15987,169,-0.5454,269,0.29383,537,1.50189
ENSG00000189337,KAZN,111,0.93885,64,0.01584,54,-0.2814,59,-0.0992,63,0.00486,25,-1.4364,75,0.27756
ENSG00000142634,EFHD2,23,-1.8967,33,-1.3390,95,0.34040,56,-0.5400,150,1.61348,7,-3.5630,32,-1.3830
ENSG00000116138,DNAJC16,27,-0.2553,11,-1.5875,18,-0.8982,59,1.02787,47,0.88862,20,-0.7019,22,-0.5652
ENSG00000197312,DDI2,35,0.07151,13,-1.4381,28,-0.2684,31,-0.1302,36,0.17242,29,-0.2180,60,0.97392
ENSG00000116786,PLEKHM2,57,-1.2267,105,-0.3120,259,1.44996,77,-0.7924,86,-0.7441,102,-0.3561,157,0.33350
ENSG00000065526,SPEN,302,1.08995,115,-0.4950,59,-1.6228,114,-0.5153,57,-1.8012,324,1.21336,433,1.76462
ENSG00000116809,ZBTB17,22,-0.1444,28,0.28769,23,-0.0497,21,-0.1658,20,-0.2921,42,0.95430,16,-0.6033
ENSG00000055070,SZRD1,46,0.72327,36,0.31953,28,-0.0458,8,-1.8810,18,-0.8567,63,1.28047,28,-0.0809
ENSG00000219481,NBPF1,48,1.58114,24,0.35143,11,-0.9690,17,-0.2038,13,-0.6792,33,0.91757,7,-1.3962
ENSG00000159363,ATP13A2,17,-2.5796,49,-0.9966,105,0.19639,152,0.79594,138,0.88061,43,-1.2026,54,-0.8645
ENSG00000117118,SDHB,43,-0.5575,26,-1.2928,75,0.35839,84,0.49916,86,0.74562,46,-0.4625,9,-2.8440
ENSG00000117115,PADI2,320,2.88006,188,1.69650,51,-0.5818,9,-3.1172,15,-2.6500,29,-1.3488,16,-2.1878
ENSG00000179051,RCC2,18,-0.1969,10,-1.0707,19,-0.1757,30,0.60013,31,0.83834,12,-0.8768,9,-1.2330
ENSG00000117154,IGSF21,13,-2.0801,27,-1.0596,64,0.31158,54,0.00410,89,1.17522,26,-1.1198,25,-1.1955
ENSG00000127481,UBR4,46,0.51579,23,-0.5853,16,-1.2621,44,0.41547,20,-0.9798,58,0.87955,76,1.36299
ENSG00000127463,EMC1,30,-0.1884,25,-0.4577,24,-0.5822,41,0.33123,39,0.31980,59,0.93328,15,-1.1706
ENSG00000053372,MRTO4,15,-1.7136,43,-0.1570,65,0.56094,31,-0.6537,54,0.24354,57,0.28667,41,-0.2536
ENSG00000053371,AKR7A2,33,0.10447,71,1.42701,30,-0.0412,23,-0.4515,25,-0.4122,37,0.27344,9,-1.8131
ENSG00000077549,CAPZB,134,-0.5629,210,0.15097,182,-0.0926,181,-0.0892,245,0.53770,155,-0.3364,136,-0.5327
ENSG00000173436,MICOS10,230,-0.5384,324,-0.0019,532,0.96374,210,-0.6835,360,0.21881,88,-1.9897,248,-0.4220
ENSG00000158747,NBL1,23,-2.7040,171,0.32759,119,-0.2838,125,-0.1782,202,0.83764,165,0.27204,68,-1.1067
ENSG00000169914,OTUD3,9,-1.1724,12,-0.7395,37,1.19607,41,1.18263,13,-0.7910,16,-0.3898,9,-1.1293
ENSG00000162545,CAMK2N1,1164,-1.0360,3736,0.82943,3557,0.87250,984,-1.2908,1640,-0.6267,1703,-0.4507,3032,0.47584
ENSG00000090432,MUL1,21,0.30622,7,-1.3941,15,-0.2665,33,1.06114,18,0.05546,29,0.81280,1,-3.9919
ENSG00000158828,PINK1,113,-2.0222,205,-1.1310,599,0.65293,563,0.46016,572,0.66461,183,-1.3033,266,-0.7314
ENSG00000244038,DDOST,17,-0.8814,27,-0.1379,18,-0.8773,30,0.02652,49,1.15708,28,-0.1067,14,-1.1485
ENSG00000117245,KIF17,2,-3.4638,19,-0.4864,36,0.57129,21,-0.3363,44,1.21751,5,-2.5346,12,-1.1769
ENSG00000189410,SH2D5,0,-7.1656,37,-0.0264,44,0.29820,43,0.21924,52,0.73028,25,-0.6132,25,-0.6079
ENSG00000127483,HP1BP3,487,0.78658,176,-0.8471,172,-0.9651,310,0.03933,180,-0.9813,568,1.05472,603,1.16183
ENSG00000075151,EIF4G3,290,0.14161,106,-1.4158,130,-1.2065,509,1.09225,240,-0.2004,229,-0.2358,542,1.20296
ENSG00000117298,ECE1,29,0.19741,42,0.78380,18,-0.5980,7,-1.8833,13,-1.2798,98,2.43035,8,-1.8046
ENSG00000076864,RAP1GAP,36,-1.9269,43,-1.6725,107,-0.3166,159,0.35134,203,1.09020,180,0.55980,36,-1.9077
ENSG00000090686,USP48,180,1.26022,53,-0.7311,48,-0.9661,114,0.47326,49,-1.0312,146,0.88667,116,0.50502
ENSG00000070831,CDC42,224,0.41985,99,-0.8685,131,-0.4786,241,0.54440,221,0.53970,178,0.04742,60,-1.6237
ENSG00000173369,C1QB,12,-1.0151,76,2.02494,19,-0.3948,1,-3.9616,10,-1.6231,53,1.30792,32,0.44996
ENSG00000004487,KDM1A,38,-0.6887,42,-0.5437,33,-0.9873,117,1.14538,54,-0.1747,59,0.00558,107,0.98117
ENSG00000169641,LUZP1,34,-2.1751,41,-1.8641,100,-0.5983,315,1.36370,100,-0.6579,226,0.77851,295,1.24620
ENSG00000125944,HNRNPR,252,0.79376,108,-0.5717,134,-0.2710,141,-0.1610,124,-0.4444,209,0.47343,209,0.47479
ENSG00000142676,RPL11,758,0.60429,820,0.73677,672,0.46146,200,-1.4839,369,-0.6795,556,0.09358,461,-0.2055
ENSG00000011007,ELOA,55,0.86202,35,0.11172,24,-0.5309,19,-0.8020,22,-0.7161,46,0.57765,55,0.86424
ENSG00000057757,PITHD1,87,-0.7614,81,-0.8689,167,0.31150,169,0.28394,199,0.76427,93,-0.6622,54,-1.4798
ENSG00000011009,LYPLA2,6,-2.0343,16,-0.7391,28,0.20653,22,-0.2049,40,1.08191,15,-0.8073,16,-0.7006
ENSG00000189266,PNRC2,84,0.51844,86,0.57157,54,-0.2164,42,-0.5895,45,-0.5735,89,0.62778,64,0.07870
ENSG00000188529,SRSF10,95,0.39766,67,-0.1556,55,-0.5028,78,0.07446,60,-0.4049,149,1.17315,61,-0.3145
ENSG00000001461,NIPAL3,409,1.90424,66,-1.1452,85,-0.8424,147,0.08933,135,-0.0631,62,-1.2389,131,-0.0902
ENSG00000133226,SRRM1,373,0.96282,172,-0.3082,94,-1.3303,174,-0.2982,116,-1.1027,458,1.33070,381,0.99747
ENSG00000169504,CLIC4,311,3.34953,73,0.37547,34,-0.9203,4,-3.8822,10,-2.9648,87,0.66223,10,-2.6668
ENSG00000117614,SYF2,176,0.30311,121,-0.2886,111,-0.4788,84,-0.8611,105,-0.6373,291,1.16684,249,0.88902
ENSG00000117616,RSRP1,135,1.09020,43,-0.7616,36,-1.1021,85,0.30261,40,-1.0610,223,2.05333,25,-1.5595
ENSG00000183726,TMEM50A,123,1.01598,63,-0.0855,47,-0.5994,79,0.26946,66,-0.0227,84,0.37624,26,-1.4432
ENSG00000204178,MACO1,93,0.64388,35,-0.8849,26,-1.4386,70,0.16596,43,-0.7312,143,1.39104,107,0.87403
ENSG00000117643,MAN1C1,5,-2.9849,38,0.05359,31,-0.2603,44,0.30505,50,0.68361,41,0.19176,25,-0.5827
ENSG00000162430,SELENON,14,-1.0390,87,2.01436,24,-0.2265,17,-0.7757,22,-0.4356,24,-0.2324,21,-0.4576
ENSG00000117640,MTFR1L,24,-1.4840,43,-0.6263,76,0.27910,61,-0.1038,68,0.09412,112,0.90192,53,-0.3074
ENSG00000117632,STMN1,1231,-0.1046,422,-1.7448,1243,-0.1009,1566,0.28298,2059,1.04787,442,-1.6731,824,-0.7330
ENSG00000158008,EXTL1,4,-3.0747,21,-0.8689,51,0.58251,29,-0.3643,56,0.93847,16,-1.2975,31,-0.2848
ENSG00000142684,ZNF593,17,-1.2521,42,0.14058,32,-0.3295,55,0.59928,44,0.29411,46,0.28697,27,-0.5083
ENSG00000142669,SH3BGRL3,131,-0.3396,147,-0.1535,204,0.42487,143,-0.1974,197,0.42433,97,-0.8026,103,-0.7044
ENSG00000158062,UBXN11,2,-3.7141,39,0.77935,42,1.10878,16,-0.6293,23,-0.0586,23,-0.0861,6,-1.9563
ENSG00000117682,DHDDS,10,-1.2604,14,-0.6560,17,-0.4366,29,0.41337,24,0.13696,62,1.78243,1,-3.7557
ENSG00000198830,HMGN2,359,1.12949,321,0.92900,136,-0.5153,66,-1.5702,131,-0.6449,246,0.48156,175,-0.0740
ENSG00000117713,ARID1A,134,0.85976,90,0.19893,60,-0.5026,69,-0.2303,52,-0.8260,123,0.70849,107,0.48073
ENSG00000204160,ZDHHC18,9,-1.2075,36,0.94532,14,-0.6249,30,0.61071,24,0.32292,20,-0.0108,9,-1.2383
ENSG00000142751,GPN2,24,0.14119,11,-1.0357,25,0.20331,9,-1.3390,23,0.02514,39,0.92279,21,-0.0621
ENSG00000090273,NUDC,142,-0.9104,207,-0.3272,351,0.60305,195,-0.4205,277,0.17331,156,-0.7640,316,0.34578
ENSG00000253368,TRNP1,5,-3.5120,33,-0.8647,79,0.58434,44,-0.4048,89,1.01244,18,-1.7522,50,-0.2185
ENSG00000142784,WDTC1,23,-0.3766,38,0.39873,54,1.17313,21,-0.5015,20,-0.7081,26,-0.2030,19,-0.6938
ENSG00000186501,TMEM222,48,0.23113,43,0.03297,38,-0.1565,46,0.16418,52,0.47913,23,-0.9020,24,-0.8376
ENSG00000158195,WASF2,202,2.19893,90,0.67828,30,-1.1253,10,-2.5963,13,-2.5739,110,1.02920,82,0.53136
ENSG00000126705,AHDC1,16,-1.4279,33,-0.3465,38,-0.1329,62,0.69127,41,0.01883,58,0.57962,39,-0.0480
ENSG00000126709,IFI6,57,-0.8812,92,-0.1419,91,-0.1819,174,0.90401,137,0.67597,57,-0.8708,35,-1.6062
ENSG00000009780,FAM76A,36,0.25565,34,0.17328,20,-0.7522,20,-0.6888,27,-0.2389,57,1.03298,39,0.37786
ENSG00000117758,STX12,114,0.25990,95,-0.0417,108,0.18615,95,-0.0429,117,0.40501,50,-1.0376,51,-0.9898
ENSG00000117751,PPP1R8,51,0.90725,26,-0.2031,31,0.08371,17,-0.8577,37,0.49077,22,-0.4232,5,-2.4504
ENSG00000117748,RPA2,30,-0.5328,19,-1.2219,33,-0.4166,52,0.32536,67,1.07424,37,-0.2031,17,-1.3821
ENSG00000126698,DNAJC8,330,0.38376,163,-0.7349,241,-0.1388,290,0.17081,207,-0.4551,241,-0.1259,480,1.02123
ENSG00000130770,ATP5IF1,174,-1.5020,279,-0.7919,614,0.53045,553,0.28845,605,0.59015,249,-0.9653,329,-0.5363
ENSG00000204138,PHACTR4,73,1.35455,22,-0.6191,19,-0.9577,4,-2.9210,10,-2.0632,126,2.45721,37,0.16569
ENSG00000180098,TRNAU1AP,15,-0.3036,22,0.33177,18,0.05114,27,0.69426,16,-0.2478,23,0.43215,7,-1.3766
ENSG00000198492,YTHDF2,77,0.01322,28,-1.5017,59,-0.4305,147,1.11141,79,0.09220,73,-0.0611,77,0.02413
ENSG00000116350,SRSF4,110,0.56936,86,0.16102,51,-0.7198,54,-0.5719,59,-0.5364,129,0.84779,118,0.68863
ENSG00000116353,MECR,12,-1.2849,16,-0.8591,45,0.86524,26,-0.1310,41,0.81451,2,-3.6502,15,-0.9304
ENSG00000162511,LAPTM5,28,0.01494,59,1.29687,31,0.25252,2,-3.9366,20,-0.6126,42,0.69558,21,-0.4236
ENSG00000162512,SDC3,75,-0.7425,216,0.95472,116,-0.0831,101,-0.2897,116,-0.0962,126,0.05794,117,-0.0584
ENSG00000134644,PUM1,118,-0.2533,86,-0.7405,101,-0.5492,161,0.23243,116,-0.3551,269,1.10620,205,0.63328
ENSG00000060688,SNRNP40,37,1.37975,17,0.07066,4,-2.0627,27,0.86266,17,0.14132,10,-0.7347,10,-0.7218
ENSG00000121766,ZCCHC17,174,0.20227,101,-0.6544,180,0.29478,209,0.50412,144,-0.1277,64,-1.3476,194,0.37974
ENSG00000121769,FABP3,10,-2.9499,24,-1.7844,82,0.13450,128,0.84707,122,1.09211,43,-0.9078,30,-1.4409
ENSG00000162517,PEF1,43,-0.6506,36,-0.9043,64,-0.0280,72,0.17063,99,0.96819,38,-0.8421,36,-0.9225
ENSG00000084636,COL16A1,59,0.71067,89,1.42367,24,-0.7781,19,-1.0750,34,-0.2172,56,0.60802,9,-2.1159
ENSG00000121753,ADGRB2,37,-2.2175,81,-1.0529,189,0.30139,196,0.32610,223,0.73915,143,-0.1856,99,-0.7489
ENSG00000184007,PTP4A2,1197,2.49301,194,-0.7400,244,-0.4216,207,-0.6369,185,-0.9744,140,-1.2328,325,0.07290
ENSG00000121774,KHDRBS1,214,0.57288,129,-0.2439,131,-0.2480,115,-0.4250,122,-0.4226,299,1.15203,123,-0.3195
ENSG00000025800,KPNA6,99,0.04190,68,-0.5367,70,-0.5601,139,0.59813,78,-0.4216,162,0.86169,122,0.38700
ENSG00000084652,TXLNA,34,0.31225,38,0.50829,17,-0.8063,28,0.00153,29,0.06775,29,0.09579,28,0.01646
ENSG00000084623,EIF3I,96,-0.1555,44,-1.3614,107,0.01737,124,0.25188,138,0.57708,82,-0.3980,86,-0.3284
ENSG00000175130,MARCKSL1,1329,2.85150,609,1.20507,155,-1.1012,50,-2.6858,166,-1.0960,88,-1.8703,99,-1.6944
ENSG00000160058,BSDC1,63,0.26692,42,-0.3841,65,0.38395,45,-0.2696,49,-0.1477,63,0.26944,40,-0.4299
ENSG00000160062,ZBTB8A,19,-0.1101,27,0.38601,16,-0.4699,10,-1.0672,19,-0.1565,22,0.06730,41,1.12093
ENSG00000176261,ZBTB8OS,33,-0.3503,37,-0.1787,68,0.96520,22,-0.9458,43,0.09002,24,-0.8572,32,-0.4162
ENSG00000162521,RBBP4,138,0.13242,125,-0.0214,97,-0.4710,138,0.14056,127,0.00152,159,0.36887,133,0.08058
ENSG00000162522,KIAA1522,1,-3.6106,27,0.45600,29,0.71148,13,-0.6648,21,0.04454,27,0.48705,12,-0.7617
ENSG00000134684,YARS,43,-1.4339,64,-0.8155,90,-0.3320,166,0.69592,171,1.05757,52,-1.1499,69,-0.7068
ENSG00000160097,FNDC5,0,-5.6919,25,-0.1991,26,-0.1641,45,0.78558,37,0.56627,7,-1.9966,43,0.68024
ENSG00000121905,HPCA,4,-5.3419,80,-1.2281,214,0.34841,147,-0.2975,309,1.34844,86,-1.1118,101,-0.8807
ENSG00000121900,TMEM54,26,-0.7109,68,0.83255,56,0.57127,35,-0.2424,48,0.31091,7,-2.5262,20,-1.1238
ENSG00000116514,RNF19B,12,-0.4921,16,-0.1068,18,0.09879,31,0.97531,20,0.30257,2,-3.0044,14,-0.2893
ENSG00000004455,AK2,76,1.63092,55,1.01494,31,0.07724,16,-0.8921,19,-0.8656,17,-0.8587,14,-1.1629
ENSG00000142920,AZIN2,25,0.09010,9,-1.4534,21,-0.2199,29,0.36165,38,1.12872,7,-1.8410,9,-1.4246
ENSG00000160094,ZNF362,9,-1.4886,29,0.30306,25,0.05340,9,-1.4907,31,0.56556,18,-0.4335,32,0.46789
ENSG00000134686,PHC2,66,0.31206,50,-0.1506,52,-0.0779,37,-0.5941,77,0.75850,39,-0.5321,19,-1.5695
ENSG00000163866,SMIM12,30,-0.9065,21,-1.3981,54,0.01376,65,0.31975,92,1.31447,16,-1.8532,18,-1.6372
ENSG00000116544,DLGAP3,3,-3.9786,81,0.80318,85,1.06242,22,-1.2404,38,-0.4921,51,0.05784,52,0.08557
ENSG00000163867,ZMYM6,20,-0.3475,15,-0.8151,25,0.01246,17,-0.6330,22,-0.2893,72,1.81781,13,-1.0493
ENSG00000116560,SFPQ,392,0.97120,179,-0.3240,137,-0.8051,226,0.04873,140,-0.8518,447,1.20441,253,0.23459
ENSG00000146463,ZMYM4,73,0.33426,72,0.29287,41,-0.6289,36,-0.7776,46,-0.5043,41,-0.5842,154,1.63275
ENSG00000142687,KIAA0319L,46,-0.7084,67,-0.1103,63,-0.2343,94,0.43584,66,-0.1684,134,1.04151,54,-0.4572
ENSG00000020129,NCDN,28,-4.2852,172,-1.6519,467,-0.1364,580,0.22574,834,1.20094,591,0.25683,234,-1.1906
