Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9
ENSG00000132879,FBXO44,120,0.22887,157,0.67441,48,-1.2086,86,-0.3108,99,-0.0814,161,0.86521,60,-0.8728,48,-1.2118
ENSG00000116670,MAD2L2,120,2.49248,26,-0.3320,19,-0.7849,9,-1.9117,0,-6.1863,29,-0.2041,29,-0.1645,28,-0.2327
ENSG00000177000,MTHFR,120,2.09626,28,-0.4637,48,0.38287,41,0.10665,29,-0.4073,18,-1.2873,21,-0.9243,19,-1.0461
ENSG00000011021,CLCN6,120,0.72537,41,-1.0063,47,-0.7916,100,0.40249,106,0.50845,90,0.26342,41,-1.0113,67,-0.2306
ENSG00000116685,KIAA2013,120,1.67871,22,-1.1708,18,-1.4833,25,-0.9789,28,-0.8019,53,0.24811,76,0.82008,24,-1.0184
ENSG00000083444,PLOD1,120,2.72886,4,-2.9734,6,-2.2272,12,-1.3144,11,-1.4177,21,-0.5620,39,0.49603,26,-0.1601
ENSG00000116688,MFN2,120,-0.1091,121,-0.1060,87,-0.6212,163,0.39073,207,0.79612,140,0.16062,101,-0.3866,79,-0.7664
ENSG00000048707,VPS13D,120,0.65314,99,0.32241,129,0.77501,57,-0.5467,85,0.06730,75,-0.1375,48,-0.8327,42,-1.0229
ENSG00000116731,PRDM2,120,-1.1377,461,1.04729,457,1.03206,301,0.31120,313,0.37315,204,-0.3603,92,-1.5500,91,-1.5561
ENSG00000189337,KAZN,120,0.69393,30,-1.5048,56,-0.5588,55,-0.5672,93,0.25768,65,-0.3487,170,1.31294,59,-0.4589
ENSG00000142634,EFHD2,120,0.65162,22,-1.9624,26,-1.7351,55,-0.6226,137,0.87324,106,0.51096,123,0.69443,36,-1.2598
ENSG00000116138,DNAJC16,120,1.37389,97,0.97644,34,-0.7504,42,-0.4121,63,0.24519,43,-0.4089,21,-1.4521,26,-1.1573
ENSG00000197312,DDI2,120,1.25499,83,0.60393,61,0.08128,56,-0.0555,75,0.41428,35,-0.8827,34,-0.8475,23,-1.4246
ENSG00000116786,PLEKHM2,120,0.04188,94,-0.3592,108,-0.1299,169,0.60214,79,-0.6300,129,0.17927,76,-0.6812,152,0.42498
ENSG00000065526,SPEN,120,-0.7450,274,0.58499,632,2.18961,82,-1.3323,155,-0.3455,75,-1.5858,132,-0.6069,191,-0.0172
ENSG00000116809,ZBTB17,120,2.38649,13,-1.4455,29,-0.2283,9,-1.9133,22,-0.6482,24,-0.5680,24,-0.5328,35,0.08895
ENSG00000055070,SZRD1,120,2.02982,16,-1.3712,40,0.03492,34,-0.2146,13,-1.6250,23,-0.8899,42,0.12411,40,0.02408
ENSG00000159363,ATP13A2,120,0.34411,57,-0.8461,19,-2.4572,124,0.39722,95,-0.0373,192,1.43733,43,-1.2677,35,-1.5748
ENSG00000117118,SDHB,120,1.48427,24,-1.1660,13,-2.1236,30,-0.8287,50,-0.0418,64,0.43109,51,-3.1397,45,-0.2183
ENSG00000117115,PADI2,120,0.58411,6,-3.8063,20,-2.2129,26,-1.7813,8,-3.5425,21,-2.2951,414,3.23523,126,0.66787
ENSG00000179051,RCC2,120,2.09131,37,-0.0425,23,-0.8068,35,-0.1182,41,0.11488,24,-0.8187,22,-0.8476,17,-1.2271
ENSG00000117154,IGSF21,120,1.14295,33,-0.9737,8,-2.9499,71,0.23833,65,0.07954,94,0.83812,43,-0.5682,26,-1.3450
ENSG00000127481,UBR4,120,1.13967,79,0.41328,189,2.03297,25,-1.4110,34,-0.9306,25,-1.5216,26,-1.3078,32,-1.0238
ENSG00000127463,EMC1,120,1.50459,84,0.83256,32,-0.7123,28,-0.9057,63,0.35432,41,-0.3833,27,-0.9964,21,-1.3660
ENSG00000053372,MRTO4,120,1.37304,39,-0.5441,45,-0.3073,34,-0.7235,73,0.49070,48,-0.2156,25,-1.2273,57,0.08119
ENSG00000053371,AKR7A2,120,2.06880,34,-0.1945,9,-2.2217,8,-2.3522,10,-2.0609,28,-0.5410,38,-0.0160,71,1.03829
ENSG00000077549,CAPZB,120,-0.4676,165,0.03475,105,-0.6741,119,-0.4909,154,-0.0781,258,0.94261,127,-0.3845,147,-0.1457
ENSG00000173436,MICOS10,120,-0.8156,93,-1.2059,68,-1.6840,271,0.48625,192,-0.0850,290,0.71185,227,0.18916,267,0.46200
ENSG00000158747,NBL1,120,-0.4763,132,-0.3335,86,-0.9883,187,0.22650,173,0.10361,274,1.06486,76,-1.1836,140,-0.2387
ENSG00000169914,OTUD3,120,2.51388,51,0.78043,27,-0.2629,25,-0.3968,16,-1.0914,13,-1.4406,6,-2.5226,15,-1.1391
ENSG00000162545,CAMK2N1,120,-4.0072,2232,0.41097,1589,-0.1464,1837,0.08802,975,-0.9124,2230,0.47883,961,-0.9348,3487,1.19569
ENSG00000090432,MUL1,120,2.54014,17,-0.9262,15,-1.1079,14,-1.2073,34,0.15165,21,-0.7080,26,-0.3051,13,-1.2950
ENSG00000158828,PINK1,120,-1.5572,199,-0.7959,168,-1.0572,410,0.36199,293,-0.1885,632,1.38093,273,-0.2996,235,-0.5366
ENSG00000244038,DDOST,120,2.31355,14,-1.4185,13,-1.5117,22,-0.6748,19,-0.9601,39,0.20540,7,-2.3543,39,0.19848
ENSG00000117245,KIF17,120,2.58195,29,-0.1023,11,-1.5569,32,0.05788,26,-0.2742,20,-0.7372,8,-2.0335,11,-1.5065
ENSG00000189410,SH2D5,120,1.21328,74,0.35990,37,-0.7564,61,0.05712,44,-0.4714,88,0.76902,9,-2.8270,13,-2.2499
ENSG00000127483,HP1BP3,120,-1.3168,365,0.43243,589,1.28228,157,-0.9122,292,0.06228,203,-0.5759,315,0.18656,282,0.00754
ENSG00000075151,EIF4G3,120,-1.0416,391,0.86638,418,0.98406,114,-1.1222,431,1.03814,180,-0.4685,178,-0.4324,93,-1.4265
ENSG00000117298,ECE1,120,2.40716,4,-3.1511,32,-0.0616,31,-0.0869,13,-1.4042,13,-1.6020,27,-0.3149,46,0.52835
ENSG00000076864,RAP1GAP,120,0.02949,189,0.79082,34,-1.9200,92,-0.3949,102,-0.2350,181,0.84577,121,0.04131,43,-1.5477
ENSG00000090686,USP48,120,0.45643,175,1.10938,117,0.41253,31,-1.6472,93,0.02981,56,-0.8437,131,0.59520,41,-1.2232
ENSG00000070831,CDC42,120,-0.5856,111,-0.7075,95,-0.9553,170,-0.0385,208,0.28843,253,0.73634,249,0.59457,108,-0.7488
ENSG00000173372,C1QA,120,2.63475,3,-3.2225,10,-1.6205,10,-1.6768,8,-2.0052,15,-1.2042,53,0.93043,38,0.38282
ENSG00000133216,EPHB2,120,2.40624,21,-0.6924,15,-1.2253,26,-0.3700,46,0.54094,26,-0.4157,17,-1.0623,1,-4.9700
ENSG00000004487,KDM1A,120,0.99517,66,-0.0110,64,-0.0701,40,-0.8167,73,0.15366,83,0.41328,42,-0.7283,30,-1.2581
ENSG00000169641,LUZP1,120,-0.3180,71,-1.1228,344,1.48926,136,-0.1225,310,1.28913,114,-0.4454,59,-1.4061,52,-1.6093
ENSG00000125944,HNRNPR,120,-0.1222,176,0.50062,149,0.22012,98,-0.4449,78,-0.8095,141,0.15246,139,0.10896,128,-0.0293
ENSG00000142676,RPL11,120,-1.5461,150,-1.2124,145,-1.2676,191,-0.8439,92,-1.9463,388,0.32588,769,1.50021,697,1.31300
ENSG00000011007,ELOA,120,2.01682,16,-1.4072,56,0.57160,12,-1.7962,46,0.26501,23,-0.9600,31,-0.4042,29,-0.4714
ENSG00000057757,PITHD1,120,-0.3131,89,-0.7790,86,-0.8310,147,0.00330,220,0.67570,209,0.69571,164,0.18821,74,-1.0690
ENSG00000011009,LYPLA2,120,2.13733,26,-0.5534,7,-2.4532,27,-0.5189,27,-0.5077,42,0.19827,15,-1.3653,30,-0.3345
ENSG00000189266,PNRC2,120,1.26631,43,-0.4732,47,-0.3204,46,-0.3400,50,-0.2280,47,-0.3462,42,-0.4979,75,0.42961
ENSG00000188529,SRSF10,120,0.77002,117,0.71879,92,0.30701,34,-1.2601,53,-0.5602,65,-0.2862,64,-0.2623,74,-0.0492
ENSG00000001461,NIPAL3,120,-0.3512,107,-0.5328,114,-0.4300,102,-0.6132,205,0.52028,150,-0.0032,338,1.41410,63,-1.3401
ENSG00000133226,SRRM1,120,-0.8153,257,0.39446,501,1.60167,99,-1.1196,166,-0.3139,111,-1.0414,296,0.63587,158,-0.3873
ENSG00000169504,CLIC4,120,1.44790,0,-5.9343,10,-2.4075,5,-3.3737,12,-2.2155,2,-4.9968,268,3.37878,51,-0.0401
ENSG00000117614,SYF2,120,0.12085,164,0.64262,158,0.56980,94,-0.2795,69,-0.7561,76,-0.6741,75,-0.6318,173,0.73042
ENSG00000117616,RSRP1,120,0.36268,275,1.88506,71,-0.4859,14,-2.9084,9,-3.5352,68,-0.6247,177,1.02867,67,-0.5803
ENSG00000183726,TMEM50A,120,0.87048,119,0.85583,46,-0.7064,30,-1.3430,59,-0.3052,64,-0.2031,107,0.66733,35,-1.1019
ENSG00000204178,MACO1,120,0.97255,110,0.81572,133,1.15922,31,-1.2054,61,-0.1747,47,-0.6502,49,-0.5061,11,-2.7364
ENSG00000117643,MAN1C1,120,1.59689,67,0.53175,20,-1.3391,52,0.12853,52,0.12648,49,0.03963,11,-2.1638,13,-1.9631
ENSG00000162430,SELENON,120,2.03633,25,-0.7200,19,-1.0976,16,-1.3759,21,-0.9521,26,-0.7147,21,-0.9504,78,1.17121
ENSG00000117640,MTFR1L,120,0.81233,66,-0.1923,52,-0.5738,84,0.21140,54,-0.5015,89,0.35287,34,-1.2145,79,0.09673
ENSG00000117632,STMN1,120,-3.1437,908,-0.0944,607,-0.7289,944,-0.0314,1314,0.51617,1512,0.90901,1376,0.59520,368,-1.4947
ENSG00000158008,EXTL1,120,1.61022,49,0.02147,24,-1.0687,54,0.17978,31,-0.6971,50,0.06072,17,-1.6259,39,-0.3231
ENSG00000142684,ZNF593,120,1.98229,3,-3.7536,18,-1.2570,23,-0.8855,40,0.00181,53,0.55080,7,-2.5236,43,0.11965
ENSG00000142669,SH3BGRL3,120,-0.1285,69,-0.9844,42,-1.7463,103,-0.3827,153,0.26116,179,0.61261,203,0.73974,126,-0.0527
ENSG00000158062,UBXN11,120,2.78286,9,-1.7061,17,-0.7857,12,-1.2633,3,-3.4130,31,0.14327,10,-1.5438,23,-0.3204
ENSG00000117682,DHDDS,120,2.49858,18,-0.9019,14,-1.2283,12,-1.4706,11,-1.6427,34,0.11740,13,-1.3195,31,-0.0651
ENSG00000198830,HMGN2,120,-0.3834,73,-1.1601,134,-0.2143,78,-1.0534,88,-0.8660,119,-0.4469,325,1.30072,321,1.27800
ENSG00000117713,ARID1A,120,0.39292,127,0.48112,116,0.33023,74,-0.3986,43,-1.2206,72,-0.4988,111,0.25546,119,0.37022
ENSG00000142751,GPN2,120,2.22017,27,-0.4450,20,-0.9290,33,-0.1553,34,-0.1094,20,-1.0401,30,-0.2785,21,-0.8213
ENSG00000090273,NUDC,120,-0.6752,150,-0.3278,182,-0.0252,213,0.23141,185,0.00849,255,0.63202,146,-0.3747,154,-0.2866
ENSG00000253368,TRNP1,120,1.71020,2,-4.3744,27,-0.8158,27,-0.7983,47,0.04921,75,0.99401,10,-2.3305,28,-0.7560
ENSG00000090020,SLC9A1,120,2.72254,24,-0.3144,7,-2.1314,23,-0.3450,21,-0.5354,28,-0.0572,7,-2.0601,4,-3.0050
ENSG00000142784,WDTC1,120,2.01433,36,-0.1428,23,-0.8355,28,-0.5160,31,-0.3813,33,-0.3099,24,-0.7734,26,-0.6476
ENSG00000186501,TMEM222,120,1.41472,70,0.44852,12,-2.2051,68,0.40235,25,-1.1915,46,-0.2786,61,0.23164,31,-0.8314
ENSG00000158195,WASF2,120,1.10474,31,-1.0916,67,0.09573,40,-0.7217,19,-1.8324,8,-3.1386,164,1.69438,108,0.91818
ENSG00000126705,AHDC1,120,1.03737,107,0.83130,109,0.86585,68,0.07555,52,-0.3616,50,-0.4868,8,-3.1764,23,-1.5735
ENSG00000126709,IFI6,120,0.40017,72,-0.4297,31,-1.6909,69,-0.4949,115,0.32821,127,0.57011,70,-0.4756,118,0.36632
ENSG00000009780,FAM76A,120,1.75649,89,1.18083,25,-0.9176,26,-0.8524,18,-1.3770,20,-1.3790,46,0.05728,38,-0.2443
ENSG00000117758,STX12,120,0.25766,103,-0.0043,93,-0.1619,88,-0.2555,86,-0.2846,139,0.58868,82,-0.3553,75,-0.4987
ENSG00000117751,PPP1R8,120,2.17569,16,-1.3025,10,-1.9409,9,-2.0607,19,-1.0124,31,-0.2781,63,0.90300,30,-0.3076
ENSG00000117748,RPA2,120,1.73811,42,-0.1096,8,-2.6090,25,-0.8976,11,-2.1165,61,0.58067,52,0.23353,26,-0.8846
ENSG00000126698,DNAJC8,120,-0.7925,198,-0.0075,326,0.83052,196,-0.0249,235,0.27019,150,-0.5077,233,0.25843,183,-0.1315
ENSG00000130770,ATP5IF1,120,-1.1834,140,-0.9580,154,-0.8029,199,-0.4113,260,0.01795,477,1.29507,242,-0.0982,244,-0.0830
ENSG00000204138,PHACTR4,120,1.56840,10,-2.3164,81,0.84474,19,-1.4319,28,-0.8977,12,-2.2926,119,1.54893,40,-0.3086
ENSG00000180098,TRNAU1AP,120,2.70015,12,-1.3821,14,-1.1331,31,0.10076,18,-0.7664,17,-0.9595,23,-0.3809,13,-1.2551
ENSG00000162419,GMEB1,120,2.71491,11,-1.4360,30,0.05333,17,-0.8301,11,-1.4670,21,-0.5728,6,-2.2415,25,-0.2614
ENSG00000198492,YTHDF2,120,0.41635,107,0.22227,92,-0.0311,82,-0.2044,127,0.50717,113,0.36709,50,-0.9671,36,-1.4875
ENSG00000116329,OPRD1,120,2.59812,34,0.17956,31,0.02162,31,-0.0066,40,0.42013,10,-1.7658,0,-7.8960,0,-7.6922
ENSG00000159023,EPB41,120,2.19980,66,1.00679,61,0.87748,13,-1.5440,16,-1.2762,21,-0.9707,9,-2.0492,0,-7.0011
ENSG00000116350,SRSF4,120,0.48128,98,0.13670,125,0.55205,88,-0.0318,83,-0.1285,73,-0.3654,81,-0.1689,67,-0.4736
ENSG00000116353,MECR,120,2.07625,14,-1.5134,9,-2.2344,20,-1.0262,40,0.06262,45,0.30851,36,-0.0930,16,-1.3275
ENSG00000162511,LAPTM5,120,2.07777,2,-3.9049,7,-2.6026,25,-0.6852,15,-1.4556,13,-1.8023,70,1.01935,81,1.27750
ENSG00000162512,SDC3,120,-0.0449,97,-0.3895,129,0.06879,74,-0.8072,130,0.07798,125,0.02320,76,-0.7758,237,1.11125
ENSG00000134644,PUM1,120,-0.6121,250,0.57207,249,0.56808,245,0.54073,244,0.52736,115,-0.7559,142,-0.3476,112,-0.7167
ENSG00000121766,ZCCHC17,120,-0.2510,180,0.40152,182,0.42168,126,-0.1732,146,0.06239,147,0.08317,115,-0.3234,103,-0.4964
ENSG00000121769,FABP3,120,0.88116,38,-0.9673,23,-1.7572,47,-0.6495,122,0.89941,95,0.54821,80,0.18318,22,-1.7736
ENSG00000162517,PEF1,120,0.91511,68,-0.0491,17,-2.1477,81,0.24080,64,-0.1361,106,0.82647,46,-0.6543,21,-1.8577
ENSG00000084636,COL16A1,120,1.26362,33,-0.8806,41,-0.5409,9,-2.7036,19,-1.7201,40,-0.6576,141,1.56737,77,0.46824
ENSG00000121753,ADGRB2,120,-0.8745,384,1.02847,59,-1.9400,164,-0.3934,162,-0.4096,379,1.22625,104,-1.1011,137,-0.6698
ENSG00000184007,PTP4A2,120,-0.9990,146,-0.7061,180,-0.3707,206,-0.1609,123,-0.9632,130,-0.9761,809,2.38081,205,-0.1720
ENSG00000121774,KHDRBS1,120,-0.3837,176,0.22589,118,-0.4201,117,-0.4272,194,0.38604,168,0.17802,138,-0.1713,179,0.25660
ENSG00000025800,KPNA6,120,0.14203,162,0.64332,143,0.42628,89,-0.3454,130,0.27388,94,-0.2850,97,-0.1990,62,-0.9039
