"ENSEMBL","spd"
"ENSG00000099810","SpD01-WMtz"
"ENSG00000165219","SpD01-WMtz"
"ENSG00000149930","SpD01-WMtz"
"ENSG00000172331","SpD01-WMtz"
"ENSG00000132821","SpD01-WMtz"
"ENSG00000244128","SpD01-WMtz"
"ENSG00000163935","SpD01-WMtz"
"ENSG00000282885","SpD01-WMtz"
"ENSG00000166479","SpD01-WMtz"
"ENSG00000070404","SpD01-WMtz"
"ENSG00000196557","SpD01-WMtz"
"ENSG00000270672","SpD01-WMtz"
"ENSG00000156860","SpD01-WMtz"
"ENSG00000179454","SpD01-WMtz"
"ENSG00000109917","SpD01-WMtz"
"ENSG00000104231","SpD01-WMtz"
"ENSG00000133111","SpD01-WMtz"
"ENSG00000100284","SpD01-WMtz"
"ENSG00000249437","SpD01-WMtz"
"ENSG00000100403","SpD01-WMtz"
"ENSG00000204851","SpD01-WMtz"
"ENSG00000084636","SpD01-WMtz"
"ENSG00000152223","SpD01-WMtz"
"ENSG00000117650","SpD01-WMtz"
"ENSG00000120029","SpD01-WMtz"
"ENSG00000227354","SpD01-WMtz"
"ENSG00000101040","SpD01-WMtz"
"ENSG00000176953","SpD01-WMtz"
"ENSG00000061794","SpD01-WMtz"
"ENSG00000114098","SpD01-WMtz"
"ENSG00000116729","SpD01-WMtz"
"ENSG00000159840","SpD01-WMtz"
"ENSG00000134046","SpD01-WMtz"
"ENSG00000160813","SpD01-WMtz"
"ENSG00000168348","SpD01-WMtz"
"ENSG00000172985","SpD01-WMtz"
"ENSG00000145191","SpD01-WMtz"
"ENSG00000166426","SpD01-WMtz"
"ENSG00000196517","SpD01-WMtz"
"ENSG00000214114","SpD01-WMtz"
"ENSG00000090661","SpD01-WMtz"
"ENSG00000162849","SpD01-WMtz"
"ENSG00000160321","SpD01-WMtz"
"ENSG00000108984","SpD01-WMtz"
"ENSG00000146938","SpD01-WMtz"
"ENSG00000126705","SpD01-WMtz"
"ENSG00000148737","SpD01-WMtz"
"ENSG00000104946","SpD01-WMtz"
"ENSG00000156603","SpD01-WMtz"
"ENSG00000126261","SpD01-WMtz"
"ENSG00000256053","SpD01-WMtz"
"ENSG00000101236","SpD01-WMtz"
"ENSG00000141441","SpD01-WMtz"
"ENSG00000258057","SpD01-WMtz"
"ENSG00000164035","SpD01-WMtz"
"ENSG00000177463","SpD01-WMtz"
"ENSG00000132323","SpD01-WMtz"
"ENSG00000125484","SpD01-WMtz"
"ENSG00000182628","SpD01-WMtz"
"ENSG00000120832","SpD01-WMtz"
"ENSG00000181195","SpD01-WMtz"
"ENSG00000184611","SpD01-WMtz"
"ENSG00000284194","SpD01-WMtz"
"ENSG00000122203","SpD01-WMtz"
"ENSG00000175414","SpD01-WMtz"
"ENSG00000005249","SpD01-WMtz"
"ENSG00000140948","SpD01-WMtz"
"ENSG00000144407","SpD01-WMtz"
"ENSG00000250571","SpD01-WMtz"
"ENSG00000163872","SpD01-WMtz"
"ENSG00000240230","SpD01-WMtz"
"ENSG00000147065","SpD01-WMtz"
"ENSG00000175193","SpD01-WMtz"
"ENSG00000049759","SpD01-WMtz"
"ENSG00000177613","SpD01-WMtz"
"ENSG00000125812","SpD01-WMtz"
"ENSG00000137075","SpD01-WMtz"
"ENSG00000099899","SpD01-WMtz"
"ENSG00000106689","SpD01-WMtz"
"ENSG00000111450","SpD01-WMtz"
"ENSG00000073050","SpD01-WMtz"
"ENSG00000169180","SpD01-WMtz"
"ENSG00000172932","SpD01-WMtz"
"ENSG00000172071","SpD01-WMtz"
"ENSG00000179195","SpD01-WMtz"
"ENSG00000102901","SpD01-WMtz"
"ENSG00000198783","SpD01-WMtz"
"ENSG00000205464","SpD01-WMtz"
"ENSG00000162076","SpD01-WMtz"
"ENSG00000077721","SpD01-WMtz"
"ENSG00000226950","SpD01-WMtz"
"ENSG00000286269","SpD01-WMtz"
"ENSG00000125354","SpD01-WMtz"
"ENSG00000197150","SpD01-WMtz"
"ENSG00000135537","SpD01-WMtz"
"ENSG00000250222","SpD01-WMtz"
"ENSG00000159403","SpD01-WMtz"
"ENSG00000186106","SpD01-WMtz"
"ENSG00000105810","SpD01-WMtz"
"ENSG00000126091","SpD01-WMtz"
"ENSG00000041353","SpD01-WMtz"
"ENSG00000105085","SpD01-WMtz"
"ENSG00000139370","SpD01-WMtz"
"ENSG00000062725","SpD01-WMtz"
"ENSG00000103510","SpD01-WMtz"
"ENSG00000079134","SpD01-WMtz"
"ENSG00000153485","SpD01-WMtz"
"ENSG00000140104","SpD01-WMtz"
"ENSG00000133106","SpD01-WMtz"
"ENSG00000081019","SpD01-WMtz"
"ENSG00000111224","SpD01-WMtz"
"ENSG00000006451","SpD01-WMtz"
"ENSG00000185070","SpD01-WMtz"
"ENSG00000233123","SpD01-WMtz"
"ENSG00000134262","SpD01-WMtz"
"ENSG00000133401","SpD01-WMtz"
"ENSG00000176994","SpD01-WMtz"
"ENSG00000242028","SpD01-WMtz"
"ENSG00000164542","SpD01-WMtz"
"ENSG00000007944","SpD01-WMtz"
"ENSG00000115239","SpD01-WMtz"
"ENSG00000035115","SpD01-WMtz"
"ENSG00000184575","SpD01-WMtz"
"ENSG00000176624","SpD01-WMtz"
"ENSG00000100934","SpD01-WMtz"
"ENSG00000115825","SpD01-WMtz"
"ENSG00000170381","SpD01-WMtz"
"ENSG00000173214","SpD01-WMtz"
"ENSG00000189129","SpD01-WMtz"
"ENSG00000196220","SpD01-WMtz"
"ENSG00000179981","SpD01-WMtz"
"ENSG00000169718","SpD01-WMtz"
"ENSG00000198695","SpD01-WMtz"
"ENSG00000110756","SpD01-WMtz"
"ENSG00000185917","SpD01-WMtz"
"ENSG00000101958","SpD01-WMtz"
"ENSG00000250120","SpD01-WMtz"
"ENSG00000145725","SpD01-WMtz"
"ENSG00000159885","SpD01-WMtz"
"ENSG00000145431","SpD01-WMtz"
"ENSG00000185880","SpD01-WMtz"
"ENSG00000254726","SpD01-WMtz"
"ENSG00000055211","SpD01-WMtz"
"ENSG00000123130","SpD01-WMtz"
"ENSG00000184470","SpD01-WMtz"
"ENSG00000133639","SpD01-WMtz"
"ENSG00000262454","SpD01-WMtz"
"ENSG00000125835","SpD01-WMtz"
"ENSG00000184925","SpD01-WMtz"
"ENSG00000130856","SpD01-WMtz"
"ENSG00000117000","SpD01-WMtz"
"ENSG00000122140","SpD01-WMtz"
"ENSG00000166946","SpD01-WMtz"
"ENSG00000124588","SpD01-WMtz"
"ENSG00000274253","SpD01-WMtz"
"ENSG00000161914","SpD01-WMtz"
"ENSG00000114480","SpD01-WMtz"
"ENSG00000065427","SpD01-WMtz"
"ENSG00000164610","SpD01-WMtz"
"ENSG00000112996","SpD01-WMtz"
"ENSG00000115368","SpD01-WMtz"
"ENSG00000103549","SpD01-WMtz"
"ENSG00000162981","SpD01-WMtz"
"ENSG00000111885","SpD01-WMtz"
"ENSG00000157637","SpD01-WMtz"
"ENSG00000132768","SpD01-WMtz"
"ENSG00000163703","SpD01-WMtz"
"ENSG00000173546","SpD01-WMtz"
"ENSG00000113163","SpD01-WMtz"
"ENSG00000129993","SpD01-WMtz"
"ENSG00000196074","SpD01-WMtz"
"ENSG00000103723","SpD01-WMtz"
"ENSG00000154240","SpD01-WMtz"
"ENSG00000033050","SpD01-WMtz"
"ENSG00000113296","SpD01-WMtz"
"ENSG00000177551","SpD01-WMtz"
"ENSG00000112541","SpD01-WMtz"
"ENSG00000258017","SpD01-WMtz"
"ENSG00000196437","SpD01-WMtz"
"ENSG00000153107","SpD01-WMtz"
"ENSG00000135862","SpD01-WMtz"
"ENSG00000005379","SpD01-WMtz"
"ENSG00000225377","SpD01-WMtz"
"ENSG00000110429","SpD01-WMtz"
"ENSG00000087206","SpD01-WMtz"
"ENSG00000225828","SpD01-WMtz"
"ENSG00000060138","SpD01-WMtz"
"ENSG00000176973","SpD01-WMtz"
"ENSG00000253626","SpD01-WMtz"
"ENSG00000265148","SpD01-WMtz"
"ENSG00000005801","SpD01-WMtz"
"ENSG00000143457","SpD01-WMtz"
"ENSG00000157445","SpD01-WMtz"
"ENSG00000090061","SpD01-WMtz"
"ENSG00000142910","SpD01-WMtz"
"ENSG00000139514","SpD01-WMtz"
"ENSG00000156050","SpD01-WMtz"
"ENSG00000078053","SpD01-WMtz"
"ENSG00000157193","SpD01-WMtz"
"ENSG00000185896","SpD01-WMtz"
"ENSG00000106714","SpD01-WMtz"
"ENSG00000286342","SpD01-WMtz"
"ENSG00000213551","SpD01-WMtz"
"ENSG00000245750","SpD01-WMtz"
"ENSG00000179041","SpD01-WMtz"
"ENSG00000146540","SpD01-WMtz"
"ENSG00000198040","SpD01-WMtz"
"ENSG00000158161","SpD01-WMtz"
"ENSG00000214870","SpD01-WMtz"
"ENSG00000188343","SpD01-WMtz"
"ENSG00000178035","SpD01-WMtz"
"ENSG00000168754","SpD01-WMtz"
"ENSG00000155961","SpD01-WMtz"
"ENSG00000185610","SpD01-WMtz"
"ENSG00000170390","SpD01-WMtz"
"ENSG00000247315","SpD01-WMtz"
"ENSG00000144366","SpD01-WMtz"
"ENSG00000131375","SpD01-WMtz"
"ENSG00000186960","SpD01-WMtz"
"ENSG00000182606","SpD01-WMtz"
"ENSG00000272690","SpD01-WMtz"
"ENSG00000172059","SpD01-WMtz"
"ENSG00000141664","SpD01-WMtz"
"ENSG00000111786","SpD01-WMtz"
"ENSG00000134317","SpD01-WMtz"
"ENSG00000103175","SpD01-WMtz"
"ENSG00000157538","SpD01-WMtz"
"ENSG00000082014","SpD01-WMtz"
"ENSG00000179523","SpD01-WMtz"
"ENSG00000113734","SpD01-WMtz"
"ENSG00000188385","SpD01-WMtz"
"ENSG00000069535","SpD01-WMtz"
"ENSG00000130560","SpD01-WMtz"
"ENSG00000149577","SpD01-WMtz"
"ENSG00000084112","SpD01-WMtz"
"ENSG00000255198","SpD01-WMtz"
"ENSG00000142611","SpD01-WMtz"
"ENSG00000134014","SpD01-WMtz"
"ENSG00000136875","SpD01-WMtz"
"ENSG00000221866","SpD01-WMtz"
"ENSG00000166546","SpD01-WMtz"
"ENSG00000127980","SpD01-WMtz"
"ENSG00000155846","SpD01-WMtz"
"ENSG00000170445","SpD01-WMtz"
"ENSG00000163584","SpD01-WMtz"
"ENSG00000143036","SpD01-WMtz"
"ENSG00000127948","SpD01-WMtz"
"ENSG00000162745","SpD01-WMtz"
"ENSG00000008128","SpD01-WMtz"
"ENSG00000264575","SpD01-WMtz"
"ENSG00000114670","SpD01-WMtz"
"ENSG00000116117","SpD01-WMtz"
"ENSG00000185842","SpD01-WMtz"
"ENSG00000136279","SpD01-WMtz"
"ENSG00000243725","SpD01-WMtz"
"ENSG00000143641","SpD01-WMtz"
"ENSG00000119986","SpD01-WMtz"
"ENSG00000160191","SpD01-WMtz"
"ENSG00000167100","SpD01-WMtz"
"ENSG00000162670","SpD01-WMtz"
"ENSG00000048342","SpD01-WMtz"
"ENSG00000049540","SpD01-WMtz"
"ENSG00000272375","SpD01-WMtz"
"ENSG00000141012","SpD01-WMtz"
"ENSG00000143569","SpD01-WMtz"
"ENSG00000104517","SpD01-WMtz"
"ENSG00000160785","SpD01-WMtz"
"ENSG00000144959","SpD01-WMtz"
"ENSG00000105127","SpD01-WMtz"
"ENSG00000156273","SpD01-WMtz"
"ENSG00000140262","SpD01-WMtz"
"ENSG00000204227","SpD01-WMtz"
"ENSG00000267390","SpD01-WMtz"
"ENSG00000134042","SpD01-WMtz"
"ENSG00000069482","SpD01-WMtz"
"ENSG00000143850","SpD01-WMtz"
"ENSG00000021574","SpD01-WMtz"
"ENSG00000128271","SpD01-WMtz"
"ENSG00000198952","SpD01-WMtz"
"ENSG00000002746","SpD01-WMtz"
"ENSG00000164244","SpD01-WMtz"
"ENSG00000127947","SpD01-WMtz"
"ENSG00000147854","SpD01-WMtz"
"ENSG00000116106","SpD01-WMtz"
"ENSG00000165186","SpD01-WMtz"
"ENSG00000188033","SpD01-WMtz"
"ENSG00000286954","SpD01-WMtz"
"ENSG00000107954","SpD01-WMtz"
"ENSG00000162929","SpD01-WMtz"
"ENSG00000108961","SpD01-WMtz"
"ENSG00000206530","SpD01-WMtz"
"ENSG00000287126","SpD01-WMtz"
"ENSG00000181404","SpD01-WMtz"
"ENSG00000169727","SpD01-WMtz"
"ENSG00000159388","SpD01-WMtz"
"ENSG00000126698","SpD01-WMtz"
"ENSG00000261613","SpD01-WMtz"
"ENSG00000139364","SpD01-WMtz"
"ENSG00000198951","SpD01-WMtz"
"ENSG00000173818","SpD01-WMtz"
"ENSG00000114126","SpD01-WMtz"
"ENSG00000116191","SpD01-WMtz"
"ENSG00000198265","SpD01-WMtz"
"ENSG00000064961","SpD01-WMtz"
"ENSG00000188171","SpD01-WMtz"
"ENSG00000196839","SpD01-WMtz"
"ENSG00000076554","SpD01-WMtz"
"ENSG00000116489","SpD01-WMtz"
"ENSG00000108179","SpD01-WMtz"
"ENSG00000170677","SpD01-WMtz"
"ENSG00000170846","SpD01-WMtz"
"ENSG00000140694","SpD01-WMtz"
"ENSG00000058091","SpD01-WMtz"
"ENSG00000106080","SpD01-WMtz"
"ENSG00000157911","SpD01-WMtz"
"ENSG00000128908","SpD01-WMtz"
"ENSG00000260077","SpD01-WMtz"
"ENSG00000145919","SpD01-WMtz"
"ENSG00000112379","SpD01-WMtz"
"ENSG00000060491","SpD01-WMtz"
"ENSG00000105464","SpD01-WMtz"
"ENSG00000088727","SpD01-WMtz"
"ENSG00000168538","SpD01-WMtz"
"ENSG00000139496","SpD01-WMtz"
"ENSG00000136718","SpD01-WMtz"
"ENSG00000213694","SpD01-WMtz"
"ENSG00000169371","SpD01-WMtz"
"ENSG00000100325","SpD01-WMtz"
"ENSG00000153443","SpD01-WMtz"
"ENSG00000170037","SpD01-WMtz"
"ENSG00000143179","SpD01-WMtz"
"ENSG00000101246","SpD01-WMtz"
"ENSG00000093000","SpD01-WMtz"
"ENSG00000143384","SpD01-WMtz"
"ENSG00000161533","SpD01-WMtz"
"ENSG00000080815","SpD01-WMtz"
"ENSG00000256537","SpD01-WMtz"
"ENSG00000140471","SpD01-WMtz"
"ENSG00000147251","SpD01-WMtz"
"ENSG00000183092","SpD01-WMtz"
"ENSG00000108375","SpD01-WMtz"
"ENSG00000160539","SpD01-WMtz"
"ENSG00000143333","SpD01-WMtz"
"ENSG00000082781","SpD01-WMtz"
"ENSG00000204859","SpD01-WMtz"
"ENSG00000175445","SpD01-WMtz"
"ENSG00000172354","SpD01-WMtz"
"ENSG00000076641","SpD01-WMtz"
"ENSG00000152219","SpD01-WMtz"
"ENSG00000157350","SpD01-WMtz"
"ENSG00000091972","SpD01-WMtz"
"ENSG00000164841","SpD01-WMtz"
"ENSG00000074054","SpD01-WMtz"
"ENSG00000196284","SpD01-WMtz"
"ENSG00000234465","SpD01-WMtz"
"ENSG00000205309","SpD01-WMtz"
"ENSG00000133818","SpD01-WMtz"
"ENSG00000164944","SpD01-WMtz"
"ENSG00000213079","SpD01-WMtz"
"ENSG00000100578","SpD01-WMtz"
"ENSG00000125895","SpD01-WMtz"
"ENSG00000125820","SpD01-WMtz"
"ENSG00000198932","SpD01-WMtz"
"ENSG00000144057","SpD01-WMtz"
"ENSG00000185630","SpD01-WMtz"
"ENSG00000213983","SpD01-WMtz"
"ENSG00000143067","SpD01-WMtz"
"ENSG00000172216","SpD01-WMtz"
"ENSG00000107021","SpD01-WMtz"
"ENSG00000163132","SpD01-WMtz"
"ENSG00000198682","SpD01-WMtz"
"ENSG00000155265","SpD01-WMtz"
"ENSG00000160190","SpD01-WMtz"
"ENSG00000114904","SpD01-WMtz"
"ENSG00000160058","SpD01-WMtz"
"ENSG00000139990","SpD01-WMtz"
"ENSG00000249042","SpD01-WMtz"
"ENSG00000125962","SpD01-WMtz"
"ENSG00000146282","SpD01-WMtz"
"ENSG00000184517","SpD01-WMtz"
"ENSG00000154642","SpD01-WMtz"
"ENSG00000101146","SpD01-WMtz"
"ENSG00000186448","SpD01-WMtz"
"ENSG00000178233","SpD01-WMtz"
"ENSG00000215196","SpD01-WMtz"
"ENSG00000117640","SpD01-WMtz"
"ENSG00000155621","SpD01-WMtz"
"ENSG00000117143","SpD01-WMtz"
"ENSG00000104884","SpD01-WMtz"
"ENSG00000115232","SpD01-WMtz"
"ENSG00000120158","SpD01-WMtz"
"ENSG00000130479","SpD01-WMtz"
"ENSG00000158158","SpD01-WMtz"
"ENSG00000166822","SpD01-WMtz"
"ENSG00000204172","SpD01-WMtz"
"ENSG00000163704","SpD01-WMtz"
"ENSG00000111875","SpD01-WMtz"
"ENSG00000087995","SpD01-WMtz"
"ENSG00000177106","SpD01-WMtz"
"ENSG00000141040","SpD01-WMtz"
"ENSG00000112619","SpD01-WMtz"
"ENSG00000100330","SpD01-WMtz"
"ENSG00000115520","SpD01-WMtz"
"ENSG00000245680","SpD01-WMtz"
"ENSG00000155755","SpD01-WMtz"
"ENSG00000115896","SpD01-WMtz"
"ENSG00000169813","SpD01-WMtz"
"ENSG00000119812","SpD01-WMtz"
"ENSG00000166407","SpD01-WMtz"
"ENSG00000213024","SpD01-WMtz"
"ENSG00000165669","SpD01-WMtz"
"ENSG00000163083","SpD01-WMtz"
"ENSG00000154118","SpD01-WMtz"
"ENSG00000112992","SpD01-WMtz"
"ENSG00000185619","SpD01-WMtz"
"ENSG00000225746","SpD01-WMtz"
"ENSG00000143149","SpD01-WMtz"
"ENSG00000145248","SpD01-WMtz"
"ENSG00000163364","SpD01-WMtz"
"ENSG00000163558","SpD01-WMtz"
"ENSG00000187954","SpD01-WMtz"
"ENSG00000158985","SpD01-WMtz"
"ENSG00000135185","SpD01-WMtz"
"ENSG00000102053","SpD01-WMtz"
"ENSG00000181472","SpD01-WMtz"
"ENSG00000151923","SpD01-WMtz"
"ENSG00000177732","SpD01-WMtz"
"ENSG00000272886","SpD01-WMtz"
"ENSG00000012822","SpD01-WMtz"
"ENSG00000070761","SpD01-WMtz"
"ENSG00000151136","SpD01-WMtz"
"ENSG00000112511","SpD01-WMtz"
"ENSG00000147164","SpD01-WMtz"
"ENSG00000131504","SpD01-WMtz"
"ENSG00000145604","SpD01-WMtz"
"ENSG00000139044","SpD01-WMtz"
"ENSG00000078403","SpD01-WMtz"
"ENSG00000204560","SpD01-WMtz"
"ENSG00000132383","SpD01-WMtz"
"ENSG00000118046","SpD01-WMtz"
"ENSG00000115042","SpD01-WMtz"
"ENSG00000107798","SpD01-WMtz"
"ENSG00000071655","SpD01-WMtz"
"ENSG00000021776","SpD01-WMtz"
"ENSG00000186409","SpD01-WMtz"
"ENSG00000152443","SpD01-WMtz"
"ENSG00000100302","SpD01-WMtz"
"ENSG00000169682","SpD01-WMtz"
"ENSG00000102096","SpD01-WMtz"
"ENSG00000148308","SpD01-WMtz"
"ENSG00000122012","SpD01-WMtz"
"ENSG00000163512","SpD01-WMtz"
"ENSG00000177034","SpD01-WMtz"
"ENSG00000004866","SpD01-WMtz"
"ENSG00000273507","SpD01-WMtz"
"ENSG00000157045","SpD01-WMtz"
"ENSG00000087157","SpD01-WMtz"
"ENSG00000203666","SpD01-WMtz"
"ENSG00000147400","SpD01-WMtz"
"ENSG00000131943","SpD01-WMtz"
"ENSG00000074211","SpD01-WMtz"
"ENSG00000214357","SpD01-WMtz"
"ENSG00000083520","SpD01-WMtz"
"ENSG00000069849","SpD01-WMtz"
"ENSG00000274425","SpD01-WMtz"
"ENSG00000145506","SpD01-WMtz"
"ENSG00000132792","SpD01-WMtz"
"ENSG00000177485","SpD01-WMtz"
"ENSG00000017260","SpD01-WMtz"
"ENSG00000116001","SpD01-WMtz"
"ENSG00000168385","SpD01-WMtz"
"ENSG00000117528","SpD01-WMtz"
"ENSG00000260630","SpD01-WMtz"
"ENSG00000226200","SpD01-WMtz"
"ENSG00000160691","SpD01-WMtz"
"ENSG00000180530","SpD01-WMtz"
"ENSG00000203618","SpD01-WMtz"
"ENSG00000053770","SpD01-WMtz"
"ENSG00000148225","SpD01-WMtz"
"ENSG00000047644","SpD01-WMtz"
"ENSG00000095787","SpD01-WMtz"
"ENSG00000271913","SpD01-WMtz"
"ENSG00000198521","SpD01-WMtz"
"ENSG00000168610","SpD01-WMtz"
"ENSG00000127419","SpD01-WMtz"
"ENSG00000188803","SpD01-WMtz"
"ENSG00000242247","SpD01-WMtz"
"ENSG00000170571","SpD01-WMtz"
"ENSG00000081154","SpD01-WMtz"
"ENSG00000011566","SpD01-WMtz"
"ENSG00000164061","SpD01-WMtz"
"ENSG00000198722","SpD01-WMtz"
"ENSG00000198431","SpD01-WMtz"
"ENSG00000106603","SpD01-WMtz"
"ENSG00000166189","SpD01-WMtz"
"ENSG00000251034","SpD01-WMtz"
"ENSG00000271892","SpD01-WMtz"
"ENSG00000182173","SpD01-WMtz"
"ENSG00000179029","SpD01-WMtz"
"ENSG00000130037","SpD01-WMtz"
"ENSG00000153015","SpD01-WMtz"
"ENSG00000182218","SpD01-WMtz"
"ENSG00000185252","SpD01-WMtz"
"ENSG00000169855","SpD01-WMtz"
"ENSG00000171552","SpD01-WMtz"
"ENSG00000224086","SpD01-WMtz"
"ENSG00000163349","SpD01-WMtz"
"ENSG00000183044","SpD01-WMtz"
"ENSG00000234912","SpD01-WMtz"
"ENSG00000116260","SpD01-WMtz"
"ENSG00000105048","SpD01-WMtz"
"ENSG00000182208","SpD01-WMtz"
"ENSG00000142655","SpD01-WMtz"
"ENSG00000173542","SpD01-WMtz"
"ENSG00000162601","SpD01-WMtz"
"ENSG00000107263","SpD01-WMtz"
"ENSG00000106605","SpD01-WMtz"
"ENSG00000162999","SpD01-WMtz"
"ENSG00000185561","SpD01-WMtz"
"ENSG00000165516","SpD01-WMtz"
"ENSG00000085276","SpD01-WMtz"
"ENSG00000197747","SpD01-WMtz"
"ENSG00000182952","SpD01-WMtz"
"ENSG00000144034","SpD01-WMtz"
"ENSG00000106003","SpD01-WMtz"
"ENSG00000176887","SpD01-WMtz"
"ENSG00000100580","SpD01-WMtz"
"ENSG00000117069","SpD01-WMtz"
"ENSG00000074201","SpD01-WMtz"
"ENSG00000170837","SpD01-WMtz"
"ENSG00000283907","SpD01-WMtz"
"ENSG00000174136","SpD01-WMtz"
"ENSG00000085511","SpD01-WMtz"
"ENSG00000132740","SpD01-WMtz"
"ENSG00000176142","SpD01-WMtz"
"ENSG00000172037","SpD01-WMtz"
"ENSG00000235106","SpD01-WMtz"
"ENSG00000182636","SpD01-WMtz"
"ENSG00000100994","SpD01-WMtz"
"ENSG00000133687","SpD01-WMtz"
"ENSG00000277200","SpD01-WMtz"
"ENSG00000172613","SpD01-WMtz"
"ENSG00000070476","SpD01-WMtz"
"ENSG00000161021","SpD01-WMtz"
"ENSG00000188158","SpD01-WMtz"
"ENSG00000140443","SpD01-WMtz"
"ENSG00000148344","SpD01-WMtz"
"ENSG00000271383","SpD01-WMtz"
"ENSG00000205758","SpD01-WMtz"
"ENSG00000177981","SpD01-WMtz"
"ENSG00000068323","SpD01-WMtz"
"ENSG00000135372","SpD01-WMtz"
"ENSG00000171100","SpD01-WMtz"
"ENSG00000177888","SpD01-WMtz"
"ENSG00000161547","SpD01-WMtz"
"ENSG00000173402","SpD01-WMtz"
"ENSG00000047346","SpD01-WMtz"
"ENSG00000119402","SpD01-WMtz"
