ID,Description,NES,core_enrichment_symbol,spd
GO:0051056,regulation of small GTPase mediated signal transduction,1.69473594267276,RIPOR2/ITPKB/ADCYAP1R1/DENND4B/ERBB2/ABL2/PSD/RIPOR1/NOTCH2/CSF1/PSD3/FGD4/GIT1/BCR/F2R/ARHGAP19/DAB2IP/AMOT/FLCN/APOE/RASA3/ARHGAP35/CYTH3/ARRB1/LZTR1/IQSEC1/MADD/SPATA13/FAM13A/ARHGAP39/PLXNB1/SRGAP3/F11R/MAPRE2/VAV2/KBTBD6/SIPA1L1/ARHGAP1/ARHGDIA/PSD2/EPS8/CGNL1/TGM2/RAF1/CRKL/CYTH1/ARHGAP23/ARHGEF17/PLEKHG1/BCL6/GNA13/AUTS2/CRK/ARHGEF11/ARHGAP6/ARHGEF4/DENND3/SYNGAP1/ARFGAP1/STMN3/OPHN1/MYO9A/ARHGAP17/SYDE1/DOCK7/IQSEC2/RALGAPA2/RHOF/LRP4/ARHGEF10L/DENND1A/DOCK3/TSC2/RABGEF1/MYO9B/DNMBP/SWAP70/TRIO/MET/ARHGAP31/PSD4/TIAM1,SpD02-L3/4
GO:0072073,kidney epithelium development,1.8907024684351224,HEYL/AQP1/SDC4/FGF2/SMAD1/NOTCH2/AGT/FGF1/VEGFA/YAP1/SMAD6/DCHS1/SOX9/SOX8/EDN1/PODXL/KLF15/EPHA4/POU3F3/BCL2/HS2ST1/LAMB2/BMP7/PTCH1/PKD1/SMAD7/CTNNBIP1/LZTS2/SMAD5/SMO/GLI3/FGFR1/MAGI2/SMAD4,SpD02-L3/4
GO:0050808,synapse organization,1.480761340471962,MRTFB/PDLIM5/PRNP/CAMKV/ERBB2/KIF1A/LRRC4B/PTPRF/PUM2/NRXN2/EZR/PALM/LIN7C/CDK5R1/LATS1/MECP2/SYNPO/SYN2/LZTS3/NPTX1/SHANK1/PPP1R9B/COL4A1/NTNG2/ABHD17A/NEURL1/GPM6A/BAIAP2/PLXNB2/SEMA3F/NOS1AP/MAPT/FLNA/F2R/ADNP/FARP1/SYBU/DAB2IP/PLXND1/AMOT/ARHGAP33/APOE/DLGAP3/WASF2/RPS6KA5/GABRG1/RAP2A/CSMD2/SEMA4A/SLC8A2/GABRB3/ARHGAP39/PLXNB1/NFIA/CNKSR2/FZD5/WASL/PTK2B/NTRK2/SLIT1/MAPK14/SIPA1L1/PPFIA1/GRM5/NEUROD2/PRRT1/LOC100507547/GABRA5/ELFN2/FILIP1/EPHA4/BCAN/SPTBN4/INSR/AGAP1/C1QL1/DVL1/IGF1R/SLC7A11/PPFIA3/PTEN/SEMA4C/FZD1/CRKL/ADAM10/CC2D1A/SLITRK4/ADD2/EEF2K/LAMB2/DAG1/SHISA7/FRRS1L/SHANK3/ABHD17C/ICAM5/DLG5/GNA13/AKT1/SEMA3E/GABRA3/SPTBN2/SSH1/GPC4/SLITRK5/RYK/ASIC2/C1QL3/CRK/LHFPL4/SYNGAP1/DBN1/WASF3/TNC/SRGAP2C/BSN/FZD9/STRN4/NLGN2/OPHN1/KIF5B/SPTB/FYN/FGFR1/EFNA5/PLXNA1/IQSEC2/SDK2/DLG4/SHISA6/SYN1/UBE2M/LRP4/GRID2/ASAP1/DLGAP4/CDKL5/SNTA1/LAMA5/NCKIPSD/EFNA1/CHRNB1/SLC30A1/ZDHHC12,SpD02-L3/4
GO:0060562,epithelial tube morphogenesis,1.6736582537165217,RGMA/DEAF1/SDC4/FGF2/DDR1/NOTCH2/CSF1/AGT/COL4A1/PRKD2/NPHP3/SCRIB/PLXNB2/FGF1/VEGFA/YAP1/PLXND1/DCHS1/SOX9/SOX8/ARHGAP35/EDN1/DVL2/MDK/PHACTR4/PODXL/GJA1/STOX1/APLNR/SKI/SLC39A12/EPHA4/RBPJ/BSG/BCL2/FOXP1/LHX2/DVL1/CCDC40/PPP3R1/HIF1A/SEMA4C/TULP3/PML/APAF1/HS2ST1/PRKX/DAG1/BMP7/SOSTDC1/DLG5/PTCH1/GNA13/SEMA3E/CECR2/PKD1/SRF/CTNNBIP1/LZTS2/PRKACA/RARG/SUFU/TNC/ADM/SMO/GLI3/PIK3CD/SMAD4/TBX2/ARL13B/TRAF6/STK3/TSC2/LAMA5/LMO4/EDNRA/GDF7/MET/SIRT6,SpD02-L3/4
GO:0043583,ear development,1.7437525370905618,MAPK3/SDC4/MAPK1/FGF2/DDR1/LRP10/SCRIB/BCR/NHERF1/SOX2/CEBPD/PRRX1/DCHS1/SOX9/EDN1/ANP32B/TGFB3/DVL2/NEUROD1/TMC1/STOX1/GABRA5/EPHA4/RBPJ/GJB6/MYO6/ITGA8/BCL2/DVL1/CEBPA/ADAM10/ADGRV1/CECR2/ELMOD3/LHFPL5/LRIG1/SOBP/TRIOBP/GLI3/FGFR1/CDH23/TBX2/ZEB1,SpD02-L3/4
GO:0044571,[2Fe-2S] cluster assembly,-2.092221301558974,LYRM4/GLRX5/ISCU/GLRX3/FDX2/NDUFAB1,SpD02-L3/4
GO:0048732,gland development,1.577802795752681,MAPK3/ELK1/DEAF1/MAPK1/IRS2/IGFBP5/FEM1B/FGF2/CADM1/DDR1/THRA/LATS1/NOTCH2/CSF1/NEURL1/ID4/NPHP3/SCRIB/MPST/FGF1/NHERF1/SOX2/VEGFA/NCOR2/PLXND1/SOX9/NCOA1/ARHGAP35/EDN1/TGFB3/MDK/JARID2/NFIB/GJA1/ATP7B/PAX6/RBPJ/MSN/PHF2/INSR/BCL2/DKK3/CEBPA/RGN/CCDC40/AKT2/WLS/TGM2/TSPO/HIF1A/RAF1/CRKL/PCK2/PML/DAG1/BMP7/SOSTDC1/PTCH1/AKT1/PKD1/HIPK2/SRF/HGF/INHBB/FPGS/RARG/TNC/FRS2/STK11/ARID5B/TGFBR3/SERPINE2/SMO/GLI3/PSAP/CRHR1/LINC02210-CRHR1/FGFR1/SMAD4/APLN/PLXNA1/TBX2,SpD02-L3/4
GO:0090596,sensory organ morphogenesis,1.692778328335846,MAPK3/ROM1/AQP1/MAPK1/FGF2/NOTCH2/HMGN1/SCRIB/ZHX2/BCR/NHERF1/VEGFA/PRRX1/SOX9/THRB/SOX8/EDN1/DVL2/PHACTR4/FZD5/NTRK2/STOX1/YY1/SKI/PAX6/EFEMP1/GJB6/MYO6/ITGA8/ADAMTS9/BCL2/DVL1/HIF1A/BMP7/HIPK2/LHFPL5/RDH13/LRIG1/RARG/SOBP/TRIOBP/FRS2/GLI3/FBN1/FGFR1/CDH23/HIPK1/INTU/TBX2/SDK2/RING1/ZEB1,SpD02-L3/4
GO:0001654,eye development,1.5662859287608273,ATP2B4/ROM1/AQP1/VIM/FGF2/MEIS2/NOTCH2/HMGN1/COL4A1/GPM6A/BMPR1B/ZHX2/SOX2/B3GLCT/VEGFA/LIMK2/SOX9/THRB/PER1/SOX8/ARHGAP35/NF2/SPRED1/PHACTR4/NEUROD1/NFIA/FZD5/NFIB/NTRK2/GJA1/YY1/SKI/PAX6/EFEMP1/PDGFRB/MYOM1/ADAMTS9/BSG/BCL2/LHX2/HSF4/SLC17A7/SLC7A11/FZR1/SMOC1/HIF1A/TULP3/SCAPER/LAMB2/BMP7/NHS/BLOC1S3/HIPK2/SRF/RHOJ/NPHP1/SMARCD3/SMARCA4/RDH13/RARG/FRS2/WNT5B/GLI3/FZD4/FBN1/HIPK1/RCN1/TBX2/SDK2/RING1/ZEB1/PYGO2/LPCAT1,SpD02-L3/4
GO:0007186,G protein-coupled receptor signaling pathway,1.445985422931795,ARRDC3/ATP2B4/ENTPD2/GNG12/ADCYAP1R1/BAIAP3/ABL2/EZR/PALM/SORCS2/CDK5R1/RASD1/CAMK2A/AHCYL1/ENTREP1/GNB2/ADGRA3/AGT/PPP1R9B/PRKD2/GIT1/OPRM1/CNGB1/GNA12/RGS9/UBQLN2/NHERF1/GRK2/DGKD/HRH3/FLNA/F2R/OPRK1/VEGFA/APOE/DRD5/WASF2/GPR88/GPR153/EDN1/ARRB1/PTGER3/PDE2A/GALR1/FZD7/INPP5A/GNA11/KLF16/GRM1/WNK1/LPAR4/DGKZ/ADCY1/NPY1R/FZD5/PTK2B/DGKG/PARD3/NPY2R/NXPH3/ADGRL1/APLNR/PRKAR1B/RAMP1/GRM5/NTSR2/BCAR1/PDGFRB/ADCY4/GNAZ/NMT1/LPAR3/PPP3CA/INSR/GPRC5C/GPR37L1/GSK3A/WBP1L/CYP17A1-AS1/GPR27/GPR143/LMBRD2/DGKE/TGM2/GNAI2/HIF1A/TULP3/FZD1/MGLL/ADGRB2/CRKL/ADCY5/TYRO3/GNAO1/ADGRV1/UCN/GNG2/RAPGEFL1/GNA13/AKT1/NMT2/ZDHHC7/PTH1R/PRKACA/ARHGEF11/ADORA2B/AGTRAP/ADM/FRS2/FZD9/CPE/SSTR3/TPRA1/GRM4/NPFFR1/CELSR3/SMO/PSAP/FZD4/FYN/RGS17/CRHR1/LINC02210-CRHR1/ANXA1/GPR63/ADCY6/APLN/PTH2R/MGRN1,SpD02-L3/4
GO:0014037,Schwann cell differentiation,1.9482510044140036,MAPK3/ITGB4/PLEC/LGI4/MAPK1/ERBB2/GPC1/NTRK2/PARD3/SKI/NDRG1/AKT2/PPP3R1/RAF1/LAMB2/DAG1/AKT1,SpD02-L3/4
GO:0072009,nephron epithelium development,1.8551749948656455,HEYL/AQP1/FGF2/NOTCH2/AGT/FGF1/VEGFA/YAP1/DCHS1/SOX9/SOX8/EDN1/PODXL/KLF15/POU3F3/BCL2/HS2ST1/LAMB2/PTCH1/PKD1/CTNNBIP1/LZTS2/SMO/GLI3/MAGI2/SMAD4/LAMA5/EDNRA,SpD02-L3/4
GO:0030178,negative regulation of Wnt signaling pathway,1.720680311277612,ZNRF3/FOXO3/LATS1/FOXO1/CXXC4/NPHP3/NHERF1/SOX2/ANKRD6/RNF43/DAB2IP/SOX9/APOE/TMEM170B/MDK/TLE1/MAPK14/EMD/AMER1/JADE1/GRB10/MAD2L2/MLLT3/IGFBP4/DKK3/GSK3A/LMBR1L/FZD1/SOSTDC1/AXIN2/CTNNBIP1/APCDD1/LZTS2/TLE3/PTPRU/KREMEN1/STK11/CHD8/AMFR/GLI3/SMAD4/SHISA6/LRP4/STK3/DACT1/TSC2/CSNK1E/PPP2R3A/WIF1/TCF7L2/AMER2/APC2/DACT3,SpD02-L3/4
GO:0001501,skeletal system development,1.5299627066680184,MAPK3/DEAF1/TIMP1/ZBTB16/PBXIP1/FGF2/PUM2/SMAD1/P2RX7/THRA/NOTCH2/FGFR3/RYR1/BMPR1B/SLC26A2/CHI3L1/BMI1/GHR/B3GLCT/FGFRL1/VEGFA/PRRX1/GLG1/DCHS1/SOX9/CD44/EDN1/TLL1/TGFB3/SLC2A10/GNA11/MDK/PRELP/SERP1/PLXNB1/LTBP3/NFIA/NFIB/GJA1/MAPK14/DHRS3/SKI/EFEMP1/AMER1/ITGB8/BCAN/CDH11/FLVCR1/ATP6AP1/FOXP1/RGN/DDR2/TGM2/HIF1A/TULP3/NCAN/RAB23/BMP7/PDGFC/AXIN2/INPPL1/PKD1/MAPK11/MBTD1/TRPS1/SMAD7/SRF/BGN/COL18A1/PTH1R/PCGF2/RYK/WDR5/SCX/PLEKHA1/RARG/TRAPPC2/SMAD5/ARID5B/EXTL1/ADAMTS4/WNT5B/TGFBI/RAI1/GLI3/FBN1/FGFR1/USP1/GDF10/SLC38A10/ZEB1/RAB33B/ZFAND5/LAMA5/EDNRA/CHSY1/SLC39A14/PAPSS2/COL6A1/HYAL2/CYP26B1/MED12/COL27A1/XYLT1,SpD02-L3/4
GO:0043010,camera-type eye development,1.592287762866118,ATP2B4/ROM1/AQP1/VIM/FGF2/NOTCH2/HMGN1/COL4A1/GPM6A/BMPR1B/ZHX2/B3GLCT/VEGFA/LIMK2/SOX9/THRB/PER1/SOX8/ARHGAP35/NF2/SPRED1/PHACTR4/NEUROD1/NFIA/FZD5/NFIB/NTRK2/GJA1/YY1/SKI/PAX6/EFEMP1/PDGFRB/MYOM1/ADAMTS9/BSG/LHX2/HSF4/SLC17A7/SLC7A11/FZR1/HIF1A/TULP3/SCAPER/LAMB2/BMP7/NHS/HIPK2/SRF/RHOJ/NPHP1/SMARCD3/SMARCA4/RDH13/RARG/FRS2/WNT5B/GLI3/FZD4/FBN1/HIPK1/RCN1/TBX2/SDK2/RING1/ZEB1/PYGO2/LPCAT1,SpD02-L3/4
GO:0071772,response to BMP,1.7556462656731449,MAPK3/RGMA/HEYL/NUMA1/CRIM1/SMAD1/NOTCH2/NEO1/SMURF2/BMPR1B/SMAD6/SOX9/GPR155/NFIA/SKI/RBPJ/TRIM33/HTRA1/RGMB/CDH5/FZD1/TOB1/XIAP/BMP7/SOSTDC1/HIPK2/SMAD7/CTDSPL2/SCX/ARK2C/SMAD5/TGFBR3/FBN1/FSTL3/TMEM100/SMAD4,SpD02-L3/4
GO:0071773,cellular response to BMP stimulus,1.7556462656731449,MAPK3/RGMA/HEYL/NUMA1/CRIM1/SMAD1/NOTCH2/NEO1/SMURF2/BMPR1B/SMAD6/SOX9/GPR155/NFIA/SKI/RBPJ/TRIM33/HTRA1/RGMB/CDH5/FZD1/TOB1/XIAP/BMP7/SOSTDC1/HIPK2/SMAD7/CTDSPL2/SCX/ARK2C/SMAD5/TGFBR3/FBN1/FSTL3/TMEM100/SMAD4,SpD02-L3/4
GO:0009792,embryo development ending in birth or egg hatching,1.43900657938116,RGMA/USP22/DEAF1/WDTC1/SDC4/MAPK1/FGF2/APBA1/CDK5R1/LATS1/YBX3/ZMIZ1/NOTCH2/RICTOR/ZP3/LFNG/ZNF358/SCRIB/GNA12/ACVR1B/BMI1/PLXNB2/PHGDH/HS6ST1/VEGFA/ACSL4/MBNL1/PRRX1/YAP1/AMOT/ZFP36L1/FLCN/DCHS1/SOX9/SOX8/NCOA1/ARHGAP35/SEC24D/EDN1/TGFB3/SLC2A10/FKBP10/DVL2/PHACTR4/BAP1/FZD5/EPN1/ITPK1/GJA1/CDKN1A/MBD3/SUPT6H/SKI/SLC39A12/PAX6/POFUT1/CELF1/RBPJ/NMT1/PLPP4/BCOR/FLVCR1/MGAT1/EMP2/LHX2/DVL1/CEBPA/CNOT1/CAPN2/SEC24C/HIF1A/SEMA4C/TULP3/AMBRA1/ADAM10/APAF1/INTS1/BMP7/POLG2/AXIN2/GPI/PTCH1/GNA13/AKT1/CECR2/PKD1/SH3PXD2A/CAMSAP3/XAB2/MBTD1/SRF/PTH1R/PLCD3/PCGF2/STOX2/TAF8/PRKACA/ZPR1/CCDC24/SCX/RARG/DBN1/SUFU/ADM/OCRL/CHD8/SMO/PALB2/STMN3/GLI3/TERF2/FGFR1/TMEM100/TFEB/SMAD4/RCN1/INTU/TBX2/ZEB1/INPP5B/ARL13B/TRAF6/STK3/DACT1/ZFAND5/TSC2/SLC30A1/LMO4/EDNRA/TBC1D32/GDF7/CMIP/TTLL4/PPP2R3A/MED12/XYLT1/PNLDC1/ABI1,SpD02-L3/4
GO:0061138,morphogenesis of a branching epithelium,1.7198886257878017,FEM1B/FGF2/DDR1/CSF1/AGT/COL4A1/FGF1/VEGFA/YAP1/PLXND1/DCHS1/SOX9/SOX8/EDN1/MDK/FZD5/BCL2/TGM2/PPP3R1/PML/DAG1/BMP7/DLG5/PTCH1/GNA13/SEMA3E/PKD1/SRF/HGF/CTNNBIP1/TNC/ADM/FRS2/SMO/GLI3/FGFR1/SMAD4/PLXNA1/TBX2/LAMA5/EDNRA/GDF7/MET/SIRT6,SpD02-L3/4
GO:0021782,glial cell development,1.7424277513749389,MAPK3/GFAP/ITGB4/PLEC/LGI4/VIM/MAPK1/ERBB2/CLU/MECP2/GPM6B/ID4/PHGDH/MAPT/MOBP/MXRA8/MDK/NR1D1/NTRK2/PARD3/SKI/NDRG1/AKT2/PPP3R1/PTEN/RAF1/LAMB2/DAG1/CERS5/AKT1/TPPP/PRDM8/CSPG5,SpD02-L3/4
GO:0043408,regulation of MAPK cascade,1.461425904819222,MAPK3/MAPK1/ERBB2/FGF2/P2RX7/MT3/EZR/NOTCH2/FERMT2/DENND2B/FGFR3/FOXO1/CD81/SIRPA/MAPK8IP3/AGT/PRKD2/MAPK8IP1/MAP3K10/OPRM1/CHI3L1/GHR/FGF1/NHERF1/SOX2/ANKRD6/PIK3R2/GSTP1/F2R/OPRK1/VEGFA/DOK6/DAB2IP/FLCN/PER1/APOE/DRD5/CD44/NF2/EDN1/ARRB1/TGFB3/RAP2A/FZD7/SPRED1/DVL2/MADD/GBP1/GRM1/MID1/KSR2/GADD45G/FBLN1/FGF17/PTK2B/NTRK2/SORBS3/GRM5/PDGFRB/CSPG4/DSTYK/MTURN/EPHA4/LPAR3/SEMA3A/INSR/MAPK8IP2/IGFBP4/GADD45B/BTN2A2/KSR1/DUSP8/GPR37L1/IGF1R/LMO3/GNAI2/IRAK3/SLC30A10/SASH1/SEMA4C/MDFIC/NTRK3/STK25/RAF1/CRKL/XIAP/GAS6/AIDA/HIPK3/DAG1/PDGFC,SpD02-L3/4
GO:0072080,nephron tubule development,1.826469493633726,HEYL/AQP1/FGF2/NOTCH2/AGT/FGF1/VEGFA/YAP1/DCHS1/SOX9/SOX8/POU3F3/BCL2/HS2ST1/PTCH1/PKD1/CTNNBIP1/LZTS2/SMO/GLI3/SMAD4,SpD02-L3/4
GO:0048754,branching morphogenesis of an epithelial tube,1.7086780167862985,FGF2/DDR1/CSF1/AGT/COL4A1/FGF1/VEGFA/YAP1/PLXND1/DCHS1/SOX9/SOX8/EDN1/MDK/BCL2/PPP3R1/PML/DAG1/BMP7/DLG5/PTCH1/GNA13/SEMA3E/PKD1/SRF/CTNNBIP1/TNC/SMO/GLI3/SMAD4/TBX2/LAMA5/EDNRA/GDF7/MET/SIRT6,SpD02-L3/4
GO:0042692,muscle cell differentiation,1.4845184601633827,MRTFB/PLEC/RIPOR2/PDLIM5/IGFBP5/SMAD1/MECP2/HDAC5/NOTCH2/NEO1/MTPN/CD81/RYR1/H3-3B/VEGFA/SOX9/MYORG/LMNA/PTBP1/EDN1/PI16/PIEZO1/FZD7/HDAC4/NID1/YY1/MAPK14/APLNR/SUPT6H/SKI/CSRP1/PDGFRB/MED28/TPM1/MYOM1/PPP3CA/ITGA8/BCL2/FOXP1/ADPRHL1/MEGF10/GSK3A/CAPN2/IL4R/SEMA4C/MEF2A/MYH11/NFATC1/SORBS2/EHD2/CXADR/SELENON/LAMB2/MRTFA/AKT1/MAPK11/DYRK1B/SRF/SMARCD3/ADM/FRS2/MYH7/WNT5B/XK/SMO/QKI/SMAD4/MYBPC1/TBX2/ZEB1/SIRT1/PRKG1/CHRNB1/GPER1/EDNRA/RBM38/COL6A1/SIRT6/CYP26B1/LMOD1/PPARA/BMPR1A/LAMA1,SpD02-L3/4
GO:0032868,response to insulin,1.6007349152138188,MAPK3/LPIN1/WDTC1/PDK4/RARRES2/MAPK1/IRS2/PIP4K2B/RAB31/RAB13/NCOA2/HDAC5/FOXO1/CRY2/SCAP/BAIAP2/GHR/PIK3R2/EIF4EBP2/OPRK1/SLC2A1/ZFP36L1/NCOA1/SREBF1/PHIP/SLC27A1/MEAK7/MAPK14/PAX6/BCAR1/CPEB2/EPM2AIP1/KLF15/GRB10/KAT2B/INSR/GSK3A/IGF1R/AKT2/SP1/GNAI2/RAF1/PTPRA/PCK2/EEF2K/YWHAG/GCNT1/INPPL1/AKT1,SpD02-L3/4
GO:0090090,negative regulation of canonical Wnt signaling pathway,1.7042905358518252,ZNRF3/FOXO3/LATS1/FOXO1/NPHP3/NHERF1/SOX2/ANKRD6/DAB2IP/SOX9/APOE/TMEM170B/MDK/TLE1/MAPK14/EMD/AMER1/JADE1/MAD2L2/MLLT3/IGFBP4/DKK3/GSK3A/LMBR1L/FZD1/SOSTDC1/AXIN2/CTNNBIP1/LZTS2/TLE3/PTPRU/KREMEN1/STK11/CHD8/AMFR/GLI3/SMAD4/SHISA6/LRP4/STK3/DACT1/PPP2R3A/TCF7L2/AMER2/APC2/DACT3,SpD02-L3/4
