Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9
ENSG00000008130,NADK,17,-0.4824,24,0.04397,31,0.45461,28,0.37188,22,-0.0815,13,-0.8555,22,-0.0931,24,0.01850
ENSG00000078369,GNB1,267,-1.1774,514,-0.1583,738,0.43445,545,-0.0722,490,-0.2361,481,-0.2641,901,0.77810,623,0.15231
ENSG00000187730,GABRD,7,-4.6751,296,0.89813,265,0.70494,195,0.21904,261,0.68088,177,0.02662,96,-0.9352,72,-1.3705
ENSG00000067606,PRKCZ,86,-1.1249,209,0.27960,268,0.69646,182,0.06298,173,-0.0331,176,-0.0075,236,0.48369,75,-1.3254
ENSG00000162585,FAAP20,29,-0.1680,23,-0.5603,29,-0.1630,28,-0.2657,10,-1.8460,22,-0.6205,50,0.70350,75,1.42563
ENSG00000157933,SKI,31,0.24416,17,-0.6869,9,-1.5827,17,-0.7427,33,0.35198,28,0.08224,32,0.27554,55,1.23396
ENSG00000157916,RER1,49,-0.2241,68,0.29672,72,0.37630,72,0.44446,44,-0.4180,43,-0.4383,32,-0.9181,61,0.10649
ENSG00000157911,PEX10,25,0.12242,13,-0.9288,39,0.89439,21,-0.1403,16,-0.5968,12,-0.9720,25,0.10155,35,0.70931
ENSG00000157881,PANK4,9,-0.8175,17,0.07637,19,0.32976,30,1.33178,16,-0.0094,8,-1.0004,8,-1.0533,5,-1.6962
ENSG00000157870,PRXL2B,11,-2.1638,42,-0.1957,79,0.85888,63,0.54947,52,0.13871,36,-0.4232,45,-0.0899,36,-0.4571
ENSG00000177133,PRDM16-DT,3,-2.7548,3,-2.7484,29,0.47806,19,-0.2092,11,-1.0202,6,-1.8098,29,0.50905,73,2.25443
ENSG00000158109,TPRG1L,65,-1.8665,249,0.21411,450,1.24659,217,-0.0134,207,-0.0857,222,0.02390,195,-0.1804,144,-0.6585
ENSG00000130764,LRRC47,41,-0.9621,90,0.28355,86,0.19560,90,0.33025,72,-0.0867,74,-0.0444,71,-0.1011,68,-0.1641
ENSG00000116198,CEP104,82,1.58153,21,-0.7072,8,-2.0663,16,-1.2197,45,0.51581,49,0.65921,35,0.11474,24,-0.4717
ENSG00000198912,C1orf174,15,-0.1044,28,1.00223,9,-0.8982,22,0.69079,14,-0.1856,11,-0.4685,10,-0.6358,8,-0.9497
ENSG00000196581,AJAP1,23,-1.0713,31,-0.6569,45,-0.0452,69,0.75438,93,1.17043,45,-0.0629,34,-0.5077,12,-2.0215
ENSG00000069424,KCNAB2,32,-2.7779,261,0.42358,337,0.86374,219,0.14798,195,-0.0559,165,-0.3239,253,0.36857,137,-0.6108
ENSG00000116254,CHD5,26,-2.8509,159,-0.0980,137,-0.3401,148,-0.2478,242,0.59037,310,1.02924,260,0.71264,96,-0.8971
ENSG00000116251,RPL22,780,0.48564,326,-0.9115,654,0.19175,471,-0.3786,439,-0.4478,333,-0.8759,964,0.85270,794,0.51724
ENSG00000116237,ICMT,23,-0.8601,47,0.23278,36,-0.1966,57,0.63714,38,-0.1118,40,-0.0348,44,0.11269,26,-0.7316
ENSG00000097021,ACOT7,52,-2.3111,462,1.14956,341,0.60958,319,0.58892,164,-0.5765,257,0.13790,128,-0.9613,83,-1.6229
ENSG00000215788,TNFRSF25,7,-1.5556,12,-0.8014,9,-1.2258,34,1.09323,37,1.07435,16,-0.3562,14,-0.5515,15,-0.3929
ENSG00000171680,PLEKHG5,0,-5.8468,17,-0.6472,51,1.19121,42,1.03612,27,0.13789,11,-1.3023,17,-0.6015,20,-0.3885
ENSG00000162408,NOL9,28,-0.0205,30,0.07780,23,-0.3703,32,0.17414,33,0.21180,25,-0.1937,30,0.05442,26,-0.1395
ENSG00000162413,KLHL21,34,0.00373,37,0.13480,36,0.09143,35,0.05014,33,-0.0499,20,-0.8390,24,-0.5722,53,0.72807
ENSG00000116273,PHF13,11,-0.4723,7,-1.1478,15,0.03611,24,0.92527,18,0.34180,13,-0.1753,14,-0.0998,7,-1.0286
ENSG00000041988,THAP3,14,-0.3401,13,-0.4360,15,-0.2710,21,0.32726,27,0.72546,14,-0.3728,19,0.10422,14,-0.3370
ENSG00000007923,DNAJC11,21,-0.6809,37,0.18880,40,0.31115,30,-0.1896,38,0.24937,31,-0.1087,26,-0.3658,44,0.45977
ENSG00000171735,CAMTA1,174,-1.2930,440,0.16331,229,-0.8688,321,-0.3869,518,0.43511,769,1.12826,518,0.43569,292,-0.4944
ENSG00000049245,VAMP3,152,2.73581,13,-1.6151,19,-1.0170,16,-1.4140,20,-0.9099,8,-2.2957,11,-1.7821,76,1.24999
ENSG00000049246,PER3,62,0.29690,33,-0.7262,34,-0.6795,41,-0.4149,53,0.01815,44,-0.2663,43,-0.2902,117,1.40356
ENSG00000116288,PARK7,235,-0.5845,327,-0.0601,431,0.39083,451,0.55018,271,-0.3601,177,-1.0266,312,-0.1382,403,0.27867
ENSG00000116285,ERRFI1,24,-0.1365,34,0.40839,34,0.42762,30,0.25846,13,-1.0926,28,0.12021,25,-0.0597,17,-0.6266
ENSG00000162426,SLC45A1,10,-1.5288,59,1.22962,49,0.90258,40,0.64724,15,-0.9649,25,-0.2105,8,-1.8470,10,-1.5119
ENSG00000142599,RERE,105,-0.1288,87,-0.4242,99,-0.2227,95,-0.3370,163,0.58689,116,0.02968,133,0.24439,135,0.26722
ENSG00000074800,ENO1,325,-0.7556,524,0.00181,612,0.25373,611,0.29080,326,-0.7506,308,-0.8385,277,-0.9995,1122,1.31961
ENSG00000171612,SLC25A33,25,-0.7747,24,-0.8424,52,0.39916,33,-0.3696,23,-0.9022,18,-1.2716,35,-0.2289,125,2.01636
ENSG00000171603,CLSTN1,225,-1.8086,947,0.43386,795,0.14277,1135,0.89220,675,-0.1227,906,0.36053,346,-1.1625,387,-0.9921
ENSG00000178585,CTNNBIP1,22,-0.5809,35,0.14659,30,-0.1409,35,0.15807,7,-2.2215,24,-0.4767,61,1.06397,42,0.40563
ENSG00000162441,LZIC,127,1.12790,43,-0.6754,38,-0.8393,45,-0.6572,58,-0.1814,42,-0.6925,87,0.47095,104,0.76724
ENSG00000130939,UBE4B,74,0.76790,58,0.34843,27,-0.8591,47,0.00315,27,-0.8230,57,0.33717,45,-0.0431,38,-0.3451
ENSG00000054523,KIF1B,560,0.59981,395,0.01772,199,-1.0564,310,-0.4171,339,-0.2293,535,0.52177,477,0.32844,391,0.00237
ENSG00000284642,AL139424.2,14,0.10462,23,0.84640,12,-0.2364,10,-0.5115,12,-0.1780,16,0.31082,12,-0.1899,12,-0.1279
ENSG00000142657,PGD,57,0.11441,107,1.19313,60,0.20547,52,-0.0222,38,-0.5244,47,-0.1764,35,-0.6709,29,-0.9533
ENSG00000241563,CORT,5,-3.5276,50,-0.3087,21,-1.6303,117,1.36245,59,-0.0414,52,-0.2588,42,-0.5949,86,0.56387
ENSG00000160049,DFFA,94,0.89356,45,-0.3406,45,-0.3189,34,-0.8287,51,-0.1260,56,0.00717,76,0.52752,62,0.19262
ENSG00000142655,PEX14,13,-0.6190,21,0.13902,18,-0.1383,27,0.59956,19,-0.0476,19,-0.0708,26,0.45578,7,-1.6216
ENSG00000120948,TARDBP,116,0.38929,76,-0.2801,73,-0.3571,88,-0.0619,122,0.47551,79,-0.2219,79,-0.2351,100,0.14338
ENSG00000271895,AL109811.2,18,-0.0302,14,-0.4314,15,-0.2920,14,-0.4539,36,1.13844,23,0.35814,12,-0.6282,18,0.01567
ENSG00000116649,SRM,28,-1.0677,54,-0.0753,84,0.67487,57,0.02951,63,0.18280,38,-0.6320,54,-0.0706,71,0.38428
ENSG00000171824,EXOSC10,41,0.16837,29,-0.3581,38,0.04330,42,0.26595,46,0.36660,27,-0.4970,17,-1.2093,49,0.45998
ENSG00000198793,MTOR,35,-0.6118,67,0.43655,41,-0.3601,77,0.80393,49,-0.0766,41,-0.3679,21,-1.4019,55,0.10784
ENSG00000116661,FBXO2,66,-1.6658,193,-0.0226,273,0.55659,197,0.01463,125,-0.7082,84,-1.3044,203,0.06311,420,1.32517
ENSG00000132879,FBXO44,24,-2.0421,88,-0.0819,106,0.22967,133,0.72468,145,0.76041,77,-0.2948,88,-0.0800,36,-1.4622
ENSG00000177000,MTHFR,21,0.24527,12,-0.6410,8,-1.2536,17,-0.0938,35,1.09892,22,0.32982,10,-0.9573,21,0.23565
ENSG00000011021,CLCN6,40,-0.7919,97,0.63118,72,0.14164,53,-0.4038,70,0.10204,70,0.09320,73,0.15327,68,0.03723
ENSG00000116685,KIAA2013,48,0.87428,26,-0.1587,26,-0.1764,27,-0.0975,25,-0.2038,26,-0.1770,18,-0.7592,35,0.33625
ENSG00000083444,PLOD1,17,-0.0216,18,0.04983,17,-0.0473,11,-0.8370,14,-0.3824,12,-0.5143,17,-0.0810,41,1.46344
ENSG00000116688,MFN2,89,-0.5961,184,0.57624,118,-0.1651,145,0.20680,148,0.21165,152,0.25643,122,-0.1005,67,-1.0354
ENSG00000048707,VPS13D,52,-0.5000,81,0.21184,65,-0.1525,79,0.17923,62,-0.2270,107,0.67942,72,0.00459,46,-0.6860
ENSG00000162496,DHRS3,20,0.05030,12,-0.6808,22,0.20188,9,-1.2560,9,-1.1226,8,-1.2983,7,-1.4110,76,2.61080
ENSG00000116731,PRDM2,174,-0.1675,166,-0.2394,140,-0.5050,132,-0.6755,257,0.47148,411,1.30947,228,0.26925,97,-1.0685
ENSG00000189337,KAZN,87,0.40089,102,0.66450,65,-0.0702,51,-0.5024,47,-0.5964,78,0.22110,69,0.00540,64,-0.1111
ENSG00000142634,EFHD2,37,-0.7225,140,1.50635,15,-2.0502,42,-0.6220,13,-2.3280,111,1.07479,98,0.83799,35,-0.8156
ENSG00000116138,DNAJC16,37,-0.2327,59,0.53121,42,-0.0419,41,-0.1026,61,0.57112,49,0.19726,19,-1.2258,38,-0.1747
ENSG00000197312,DDI2,34,-0.0933,36,-0.0113,28,-0.4060,27,-0.5000,41,0.21404,65,0.97996,35,-0.0602,32,-0.1853
ENSG00000116786,PLEKHM2,48,-1.0821,61,-0.7172,132,0.51951,75,-0.4482,61,-0.7103,84,-0.2151,233,1.54916,98,0.01970
ENSG00000065526,SPEN,220,0.82075,74,-0.9363,38,-1.9274,49,-1.7087,248,1.03022,258,1.10248,136,0.00596,145,0.11354
ENSG00000116809,ZBTB17,21,0.31012,12,-0.5565,21,0.30488,12,-0.6324,6,-1.5234,16,-0.1673,28,0.79260,28,0.79548
ENSG00000037637,FBXO42,11,-0.8497,28,0.56400,12,-0.7972,22,0.23103,26,0.46791,18,-0.1236,15,-0.4487,22,0.21507
ENSG00000055070,SZRD1,34,0.68841,9,-1.3620,9,-1.3547,18,-0.3875,18,-0.3764,16,-0.5254,34,0.68337,46,1.21729
ENSG00000219481,NBPF1,38,1.67663,16,0.12888,10,-0.5709,6,-1.4179,13,-0.1528,11,-0.4216,9,-0.6577,21,0.60964
ENSG00000159363,ATP13A2,23,-2.2965,224,1.33453,146,0.56476,126,0.37285,54,-1.0084,105,0.02185,71,-0.5902,57,-0.9286
ENSG00000117118,SDHB,46,-0.8094,99,0.41609,83,0.13538,118,0.86099,53,-0.5685,38,-1.0755,56,-0.4898,78,0.02235
ENSG00000117115,PADI2,317,2.99365,20,-1.9177,21,-1.8643,15,-2.5013,8,-3.1994,10,-2.8613,34,-1.1279,193,1.80095
ENSG00000179051,RCC2,15,-0.8495,19,-0.5032,53,1.19813,36,0.61397,12,-1.1710,23,-0.1940,23,-0.1732,18,-0.6022
ENSG00000074964,ARHGEF10L,12,-0.4806,21,0.33765,14,-0.2878,12,-0.5509,14,-0.2986,6,-1.5435,21,0.38714,38,1.42595
ENSG00000117154,IGSF21,29,-1.2582,80,0.30941,88,0.47428,91,0.62438,45,-0.6206,68,0.04801,55,-0.2964,48,-0.5142
ENSG00000159423,ALDH4A1,16,-0.2515,4,-2.4144,31,0.78826,16,-0.3335,6,-1.7879,4,-2.4002,31,0.79564,49,1.66121
ENSG00000127481,UBR4,47,0.54685,40,0.26958,23,-0.5713,15,-1.3552,44,0.44902,60,0.97826,20,-0.7793,38,0.19694
ENSG00000127463,EMC1,27,-0.3438,39,0.28305,33,-0.0261,33,0.00400,47,0.58672,36,0.13782,15,-1.1839,34,0.05844
ENSG00000053372,MRTO4,28,-0.6098,49,0.29101,51,0.37348,49,0.36098,36,-0.2144,31,-0.4537,46,0.19007,29,-0.5604
ENSG00000053371,AKR7A2,42,0.21743,17,-1.1456,45,0.35382,40,0.16580,25,-0.5624,16,-1.2981,15,-1.3274,88,1.53056
ENSG00000077549,CAPZB,128,-0.5456,213,0.26598,226,0.36866,191,0.10025,169,-0.1108,160,-0.1923,150,-0.3017,200,0.16057
ENSG00000173436,MICOS10,203,-0.6866,301,-0.0624,507,0.80872,317,0.01944,213,-0.6154,201,-0.7056,524,0.86614,239,-0.4346
ENSG00000158747,NBL1,39,-1.8487,171,0.44816,149,0.22014,180,0.63027,102,-0.3855,106,-0.3296,150,0.22571,96,-0.4905
ENSG00000169914,OTUD3,12,-0.8708,27,0.38544,16,-0.3894,31,0.75325,15,-0.4980,37,0.94778,12,-0.8676,8,-1.4485
ENSG00000162545,CAMK2N1,1065,-1.0554,369,-2.6402,2508,0.30280,2089,0.00268,3115,0.67029,1099,-1.0065,3219,0.72765,3219,0.72757
ENSG00000090432,MUL1,17,-0.0199,26,0.66754,10,-0.8430,25,0.71830,20,0.27239,15,-0.2381,10,-0.7952,7,-1.3906
ENSG00000183114,FAM43B,2,-2.5022,30,1.41357,8,-0.6618,10,-0.4654,12,-0.1711,22,0.87171,8,-0.6603,14,0.18682
ENSG00000158828,PINK1,169,-1.4389,638,0.67288,652,0.70936,471,0.18528,272,-0.7109,461,0.12501,489,0.22146,218,-1.0551
ENSG00000244038,DDOST,23,-0.6680,31,-0.1810,27,-0.4002,60,1.11172,27,-0.3872,20,-0.8317,20,-0.8358,44,0.39542
ENSG00000117245,KIF17,6,-1.8510,45,1.36543,14,-0.5739,26,0.49522,18,-0.1710,34,0.88735,9,-1.1907,3,-2.7144
ENSG00000189410,SH2D5,1,-5.7245,35,-0.4832,67,0.59779,73,0.86541,81,0.91899,30,-0.7104,50,0.10371,14,-1.8462
ENSG00000127483,HP1BP3,405,0.76165,164,-0.7155,194,-0.4527,171,-0.7183,357,0.54352,346,0.49002,268,0.06808,240,-0.1156
ENSG00000075151,EIF4G3,232,-0.2197,327,0.33634,246,-0.1274,233,-0.2404,297,0.17606,552,1.25903,166,-0.7441,110,-1.3791
ENSG00000117298,ECE1,27,0.89277,7,-1.2600,9,-0.8431,12,-0.4446,11,-0.5764,13,-0.3478,14,-0.2099,38,1.48397
ENSG00000076864,RAP1GAP,53,-1.0914,154,0.61889,66,-0.7369,153,0.73109,92,-0.2267,161,0.70197,79,-0.4706,41,-1.4466
ENSG00000090686,USP48,135,0.89679,86,0.13300,65,-0.3095,54,-0.6839,100,0.37250,121,0.70096,48,-0.8016,52,-0.6674
ENSG00000070831,CDC42,259,0.29008,263,0.31666,255,0.26860,271,0.42682,146,-0.6232,202,-0.1157,117,-0.9631,167,-0.4170
ENSG00000173372,C1QA,15,-0.5213,3,-2.7839,19,-0.1751,10,-1.2202,18,-0.2454,0,-5.1254,25,0.31897,87,2.76458
ENSG00000173369,C1QB,27,0.43643,0,-4.9119,19,-0.1276,14,-0.6202,7,-1.5172,0,-4.6676,19,-0.1050,82,2.65743
ENSG00000133216,EPHB2,14,-0.0125,6,-1.2146,10,-0.5748,17,0.39807,30,1.27550,21,0.66919,8,-0.8620,3,-2.2718
ENSG00000004487,KDM1A,32,-0.9426,67,0.20510,51,-0.2415,65,0.17712,80,0.50424,92,0.73030,37,-0.7495,43,-0.4915
ENSG00000169641,LUZP1,50,-1.6377,240,0.85675,118,-0.3258,80,-1.0164,128,-0.1963,375,1.69494,170,0.27415,58,-1.4221
ENSG00000125944,HNRNPR,223,0.52242,97,-0.8125,137,-0.2779,168,0.06304,213,0.44665,158,-0.0477,145,-0.1827,154,-0.0858
ENSG00000117318,ID3,21,0.01404,0,-9.3089,0,-5.1451,3,-3.0083,2,-3.3346,0,-6.0724,9,-1.3177,150,4.89475
ENSG00000142676,RPL11,806,0.63957,310,-0.9017,537,-0.0370,515,-0.1191,377,-0.5985,178,-1.7422,799,0.62428,908,0.84729
ENSG00000011007,ELOA,49,0.81575,16,-0.9694,14,-1.1382,32,0.15428,43,0.59626,36,0.29088,23,-0.3729,23,-0.4272
ENSG00000057757,PITHD1,106,-0.6907,224,0.51858,245,0.66602,212,0.49815,130,-0.3725,134,-0.3182,144,-0.2140,69,-1.3491
ENSG00000011009,LYPLA2,7,-1.5897,21,-0.0216,28,0.46476,29,0.57240,19,-0.1465,20,-0.1366,12,-0.8903,27,0.36244
ENSG00000117308,GALE,4,-2.0888,17,0.07610,13,-0.3492,28,1.12466,18,0.22671,10,-0.6956,15,-0.1208,11,-0.5342
ENSG00000117305,HMGCL,18,0.28678,15,0.03399,9,-0.6896,12,-0.3957,3,-2.1958,13,-0.1452,15,0.03423,35,1.50817
ENSG00000189266,PNRC2,90,0.49723,35,-0.9841,60,-0.1660,63,-0.1066,89,0.48840,43,-0.6868,78,0.25778,77,0.24929
ENSG00000188529,SRSF10,100,0.62849,54,-0.3595,37,-0.9427,45,-0.7223,92,0.49040,62,-0.1628,68,-0.0019,111,0.81047
ENSG00000001461,NIPAL3,265,1.33918,174,0.58154,55,-1.2552,89,-0.5750,80,-0.6725,188,0.71500,97,-0.3719,66,-0.9592
ENSG00000133226,SRRM1,345,1.15123,116,-0.6578,68,-1.4743,98,-1.0178,184,0.06527,320,1.01080,182,0.04779,177,0.00275
ENSG00000169504,CLIC4,338,3.57240,18,-1.8573,9,-2.8457,12,-2.5868,7,-3.2209,10,-2.6571,27,-1.2776,126,1.21212
ENSG00000117614,SYF2,160,0.57865,74,-0.6602,80,-0.5390,78,-0.6494,122,0.12194,113,0.00461,167,0.64955,143,0.39289
ENSG00000117616,RSRP1,136,1.11310,54,-0.4352,27,-1.4629,56,-0.4092,139,1.14754,79,0.17398,21,-1.8528,69,-0.0429
ENSG00000183726,TMEM50A,127,0.68726,51,-0.7833,65,-0.4109,131,0.87595,76,-0.1711,57,-0.6262,42,-1.0848,79,-0.1018
ENSG00000204178,MACO1,80,0.51515,47,-0.3538,35,-0.7804,35,-0.8645,116,1.18499,103,0.96410,43,-0.4699,29,-1.0826
ENSG00000117643,MAN1C1,13,-2.1023,41,-0.3764,83,0.79736,67,0.50848,83,0.79320,37,-0.5112,25,-1.1329,48,-0.1096
ENSG00000162430,SELENON,29,0.17387,22,-0.2696,18,-0.5743,33,0.40148,24,-0.1408,8,-1.8630,19,-0.4838,51,1.12249
ENSG00000117640,MTFR1L,43,-0.7445,59,-0.2499,105,0.71537,85,0.40139,66,-0.0638,46,-0.6255,61,-0.1868,68,-0.0093
ENSG00000117632,STMN1,1310,-0.0803,2091,0.69934,1383,0.00695,1879,0.60657,852,-0.7593,1464,0.09919,1076,-0.3941,459,-1.6981
ENSG00000158008,EXTL1,5,-2.9424,43,0.23000,67,0.96897,50,0.56262,35,-0.1118,33,-0.1827,33,-0.2076,21,-0.9132
ENSG00000175087,PDIK1L,9,-0.8784,18,0.29001,9,-0.8361,14,-0.1133,22,0.60431,18,0.28545,19,0.38628,13,-0.2176
ENSG00000142684,ZNF593,14,-1.0814,36,0.37980,43,0.71111,30,0.08799,24,-0.2508,24,-0.2346,20,-0.5788,34,0.29776
ENSG00000142669,SH3BGRL3,107,-0.4260,207,0.64624,212,0.69411,143,0.03130,62,-1.2666,115,-0.3181,111,-0.3704,162,0.23660
ENSG00000158062,UBXN11,4,-2.5793,12,-0.8454,19,-0.1938,29,0.59008,18,-0.3237,17,-0.3661,48,1.38419,17,-0.3380
ENSG00000117682,DHDDS,5,-1.6992,29,0.90889,14,-0.2866,15,-0.1630,20,0.29556,26,0.70827,13,-0.4031,13,-0.3803
ENSG00000198830,HMGN2,329,1.00130,81,-1.2651,163,-0.1836,141,-0.4529,156,-0.2452,77,-1.3467,186,0.03571,366,1.19712
ENSG00000117713,ARID1A,103,0.53597,48,-0.6998,38,-1.0413,71,-0.0808,106,0.58347,72,-0.0579,83,0.18333,78,0.06870
ENSG00000204160,ZDHHC18,12,-0.4052,26,0.91531,6,-1.3124,15,-0.0026,16,0.06258,19,0.34387,21,0.49789,7,-1.2261
ENSG00000142751,GPN2,17,-0.2701,12,-0.7572,10,-0.9623,24,0.41467,22,0.20284,24,0.32953,23,0.22778,20,0.01156
ENSG00000090273,NUDC,137,-0.7837,216,-0.0669,218,-0.0518,289,0.48269,214,-0.0816,212,-0.0960,300,0.47613,150,-0.6392
ENSG00000253368,TRNP1,12,-2.2129,95,0.98689,116,1.34622,54,0.01938,46,-0.2403,37,-0.5624,42,-0.3769,23,-1.3116
ENSG00000090020,SLC9A1,2,-3.4417,39,1.01039,41,1.11757,25,0.32340,12,-0.9159,24,0.18872,15,-0.5451,8,-1.4069
ENSG00000142784,WDTC1,20,-0.3044,21,-0.2510,32,0.39986,21,-0.2974,17,-0.5823,24,-0.0779,25,-0.0113,43,0.90383
ENSG00000186501,TMEM222,29,-0.3700,45,0.33896,39,0.08426,34,-0.1539,47,0.41471,35,-0.0684,26,-0.5336,41,0.19431
ENSG00000158195,WASF2,194,2.61169,12,-2.0787,11,-2.2445,16,-1.8392,19,-1.4836,27,-0.9182,36,-0.5041,113,1.43560
ENSG00000126705,AHDC1,26,-0.6692,30,-0.4604,32,-0.3532,36,-0.2090,51,0.36164,53,0.45213,47,0.23070,53,0.43069
ENSG00000126709,IFI6,113,0.17922,182,0.99921,108,0.10685,75,-0.5215,49,-1.1317,107,0.09982,67,-0.6488,132,0.44627
ENSG00000009780,FAM76A,22,-0.2533,11,-1.3161,14,-0.9764,28,0.13997,44,0.85781,35,0.44311,21,-0.3736,33,0.38313
ENSG00000117758,STX12,117,0.06607,131,0.24810,133,0.27599,112,-0.0147,117,0.05798,100,-0.1835,106,-0.1003,85,-0.4398
ENSG00000117751,PPP1R8,39,0.56805,19,-0.6161,28,0.04241,40,0.70965,18,-0.6526,16,-0.8518,19,-0.5809,30,0.12830
ENSG00000117748,RPA2,31,-0.5715,43,-0.0703,52,0.21697,62,0.61150,38,-0.2629,33,-0.5051,32,-0.5517,54,0.27572
ENSG00000126698,DNAJC8,292,0.32776,219,-0.1393,171,-0.5273,204,-0.2834,244,0.03538,302,0.38513,317,0.46751,196,-0.3154
ENSG00000130770,ATP5IF1,212,-1.4151,709,0.49639,793,0.68714,742,0.67585,441,-0.2801,304,-0.8637,474,-0.1666,315,-0.8093
ENSG00000204138,PHACTR4,62,1.41524,15,-0.9104,5,-2.4649,8,-1.8867,34,0.36337,27,0.01134,30,0.13721,55,1.19481
ENSG00000180098,TRNAU1AP,20,0.12128,22,0.34493,9,-1.0147,20,0.18986,17,-0.1249,14,-0.4484,20,0.16278,21,0.25413
ENSG00000120656,TAF12,24,0.71409,26,0.83635,11,-0.4915,14,-0.2622,4,-1.9221,15,-0.0800,9,-0.9013,25,0.74209
ENSG00000198492,YTHDF2,65,-0.4737,100,0.20611,73,-0.2995,95,0.13373,126,0.58524,114,0.41405,68,-0.4102,59,-0.6480
