Feature ID,Feature Name,Feature count topic 1to8,Feature log2 fold change topic 1to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000158195,WASF2,29,-2.4632,124,1.38182,196,2.30881
ENSG00000126705,AHDC1,42,0.37860,40,-0.0039,24,-0.7611
ENSG00000126709,IFI6,91,1.03278,20,-2.1336,69,-0.2733
ENSG00000009780,FAM76A,24,-0.6506,43,0.76942,33,0.33080
ENSG00000117758,STX12,108,0.32224,81,-0.3830,91,-0.2012
ENSG00000117751,PPP1R8,25,-0.5243,28,-0.0019,46,0.82640
ENSG00000117748,RPA2,43,0.21682,47,0.16776,28,-0.6513
ENSG00000126698,DNAJC8,227,0.09638,172,-0.4185,253,0.19405
ENSG00000130770,ATP5IF1,381,1.29138,190,-0.8919,121,-1.5656
ENSG00000204138,PHACTR4,17,-1.9759,36,0.44588,102,2.36722
ENSG00000180098,TRNAU1AP,16,-0.7134,21,0.26118,32,0.91516
ENSG00000198492,YTHDF2,97,0.77800,38,-1.3051,75,-0.2730
ENSG00000116329,OPRD1,14,2.64952,0,-6.3916,4,-1.5322
ENSG00000159023,EPB41,24,1.14968,10,-1.0890,11,-1.0292
ENSG00000116350,SRSF4,79,-0.3280,55,-0.6431,144,0.90720
ENSG00000116353,MECR,28,0.96765,11,-1.2422,17,-0.5957
ENSG00000060656,PTPRU,19,-0.0945,36,1.03035,5,-2.0730
ENSG00000162512,SDC3,62,-1.0560,165,1.32155,94,0.35829
ENSG00000134644,PUM1,173,0.13247,168,-0.0189,147,-0.2235
ENSG00000060688,SNRNP40,12,-0.8452,26,1.02580,18,0.36846
ENSG00000121766,ZCCHC17,137,0.15513,110,-0.3220,137,0.02740
ENSG00000121769,FABP3,66,2.71096,3,-4.1762,16,-1.8121
ENSG00000162517,PEF1,63,0.74918,42,-0.5108,33,-0.8745
ENSG00000084636,COL16A1,29,-1.3772,73,1.07880,78,1.20261
ENSG00000121753,ADGRB2,188,0.74930,156,-0.1571,67,-1.4588
ENSG00000184007,PTP4A2,223,-1.6513,314,-0.0247,1089,2.22204
ENSG00000121774,KHDRBS1,120,-0.0371,116,-0.0534,129,0.11549
ENSG00000025800,KPNA6,79,0.18131,55,-0.5206,84,0.13533
ENSG00000084652,TXLNA,27,-0.6799,34,0.22360,52,0.89400
ENSG00000160050,CCDC28B,16,-0.0253,26,0.79474,6,-1.3697
ENSG00000084623,EIF3I,79,0.48084,60,-0.3454,53,-0.5288
ENSG00000175130,MARCKSL1,108,-2.5508,293,0.51807,977,2.92141
ENSG00000160058,BSDC1,53,-0.4831,81,0.56418,68,0.26584
ENSG00000160062,ZBTB8A,16,-0.6557,22,0.39498,27,0.72416
ENSG00000176261,ZBTB8OS,30,0.65632,9,-1.6666,29,0.04889
ENSG00000162521,RBBP4,98,-0.2535,102,0.00121,132,0.42135
ENSG00000162522,KIAA1522,21,2.18375,6,-1.4580,2,-3.0449
ENSG00000134684,YARS,101,1.30023,46,-1.0309,36,-1.3931
ENSG00000160097,FNDC5,29,2.01938,5,-2.3545,9,-1.5392
ENSG00000121905,HPCA,125,2.48004,29,-1.9468,15,-2.8794
ENSG00000121900,TMEM54,37,0.55502,17,-1.0793,33,-0.0742
ENSG00000116514,RNF19B,16,1.65750,2,-2.3614,7,-1.0106
ENSG00000004455,AK2,24,-0.9278,37,0.46217,53,1.07397
ENSG00000142920,AZIN2,17,0.17771,11,-0.6591,19,0.22984
ENSG00000160094,ZNF362,18,0.16492,12,-0.6229,21,0.22645
ENSG00000134686,PHC2,48,-0.2790,38,-0.4395,79,0.74542
ENSG00000163866,SMIM12,53,1.88312,5,-3.1437,23,-1.0462
ENSG00000116544,DLGAP3,33,0.88274,32,0.11139,3,-3.1659
ENSG00000163867,ZMYM6,23,-0.3627,33,0.50548,26,0.10917
ENSG00000116560,SFPQ,206,-1.0388,327,0.43784,521,1.24562
ENSG00000146463,ZMYM4,64,0.13905,62,-0.0304,55,-0.2233
ENSG00000142687,KIAA0319L,67,0.66083,35,-0.8721,49,-0.3672
ENSG00000020129,NCDN,464,2.16060,113,-1.8934,93,-2.1809
ENSG00000126067,PSMB2,79,0.41045,53,-0.5395,66,-0.2160
ENSG00000142686,C1orf216,99,1.57527,40,-1.1685,26,-1.8303
ENSG00000134698,AGO4,14,0.44075,5,-1.3988,16,0.22737
ENSG00000092847,AGO1,39,-0.1935,47,0.23627,43,0.10272
ENSG00000126070,AGO3,46,-1.2521,97,0.83806,122,1.23678
ENSG00000116863,ADPRHL2,18,-0.2253,21,0.20556,21,0.19137
ENSG00000054116,TRAPPC3,34,0.20286,38,0.21361,21,-0.6930
ENSG00000116871,MAP7D1,178,-0.2702,138,-0.4711,293,0.75013
ENSG00000054118,THRAP3,176,-0.0133,119,-0.6113,236,0.47386
ENSG00000196182,STK40,21,1.03964,13,-0.6027,7,-1.4057
ENSG00000181817,LSM10,35,0.37898,32,-0.0391,21,-0.7086
ENSG00000116885,OSCP1,14,2.55016,3,-2.0342,1,-2.9141
ENSG00000116898,MRPS15,43,0.35599,43,0.04671,25,-0.7879
ENSG00000163873,GRIK3,25,1.26819,11,-1.0592,9,-1.2917
ENSG00000163875,MEAF6,119,1.00316,67,-0.7366,52,-1.1279
ENSG00000163877,SNIP1,19,0.09383,18,-0.0497,17,-0.1182
ENSG00000134697,GNL2,26,-0.3205,29,0.12516,35,0.42529
ENSG00000116922,C1orf109,15,-0.1087,21,0.55389,11,-0.5162
ENSG00000185090,MANEAL,19,0.35676,22,0.26628,8,-1.2222
ENSG00000197982,C1orf122,151,-0.3698,169,0.09093,221,0.53122
ENSG00000188786,MTF1,14,-1.5158,36,0.99733,47,1.46983
ENSG00000183431,SF3A3,49,0.57243,27,-0.8269,39,-0.2586
ENSG00000183520,UTP11,30,-0.4300,54,0.84936,28,-0.2553
ENSG00000116954,RRAGC,51,-0.3012,59,0.14186,68,0.37961
ENSG00000174574,AKIRIN1,81,0.23133,55,-0.5448,82,0.07533
ENSG00000168653,NDUFS5,603,1.13181,343,-0.7010,206,-1.4752
ENSG00000127603,MACF1,265,-1.8624,1095,1.73882,833,1.22040
ENSG00000090621,PABPC4,54,-0.1965,34,-0.7637,90,0.79119
ENSG00000116983,HPCAL4,314,0.64416,280,-0.0651,122,-1.3454
ENSG00000084072,PPIE,33,0.26714,22,-0.5680,33,0.03630
ENSG00000131236,CAP1,118,-0.5542,215,0.83874,133,0.04353
ENSG00000131238,PPT1,139,0.84087,101,-0.3596,54,-1.3136
ENSG00000117000,RLF,27,-0.4805,38,0.41514,38,0.42199
ENSG00000259943,AL050341.2,13,-1.0680,41,1.65799,13,-0.2715
ENSG00000084073,ZMPSTE24,32,-0.1908,40,0.28231,34,0.04685
ENSG00000049089,COL9A2,18,-1.7236,29,0.15736,91,2.22585
ENSG00000084070,SMAP2,165,1.46361,43,-1.8369,76,-0.9908
ENSG00000117016,RIMS3,164,1.68142,81,-0.8645,20,-2.8873
ENSG00000066136,NFYC,31,1.07608,9,-1.7032,20,-0.4964
ENSG00000127124,HIVEP3,27,0.57531,20,-0.3481,16,-0.7149
ENSG00000198815,FOXJ3,61,0.93540,37,-0.6027,26,-1.1579
ENSG00000177181,RIMKLA,53,2.09043,19,-1.3270,5,-3.0722
ENSG00000127125,PPCS,55,0.10171,58,0.12034,44,-0.3303
ENSG00000186409,CCDC30,49,0.09838,56,0.20973,37,-0.4453
ENSG00000065978,YBX1,74,-1.0798,158,0.92839,155,0.89443
ENSG00000164008,C1orf50,17,0.50027,5,-1.7662,19,0.27576
ENSG00000177868,SVBP,50,0.09429,43,-0.2243,51,0.04588
ENSG00000117394,SLC2A1,24,-0.4699,43,0.80223,25,-0.0836
ENSG00000117395,EBNA1BP2,74,0.55710,41,-0.8030,59,-0.2515
ENSG00000179178,TMEM125,12,-2.6752,8,-1.6911,145,3.64540
ENSG00000066322,ELOVL1,16,-2.4605,42,0.48875,141,2.84684
ENSG00000159479,MED8,20,-0.1350,24,0.21064,21,0.02337
ENSG00000198198,SZT2,12,-1.6837,37,1.29189,40,1.43926
ENSG00000178922,HYI,12,-1.1350,29,1.00465,27,0.90424
ENSG00000142949,PTPRF,97,0.00332,73,-0.4617,122,0.36227
ENSG00000066135,KDM4A,15,0.39933,2,-2.5450,20,0.55896
ENSG00000126091,ST3GAL3,39,0.81064,15,-1.3143,29,-0.3151
ENSG00000117408,IPO13,51,-1.0495,57,-0.1185,153,1.57087
ENSG00000117410,ATP6V0B,364,0.89696,197,-0.8031,193,-0.8385
ENSG00000117411,B4GALT2,53,-0.5290,102,0.96012,50,-0.2150
ENSG00000159214,CCDC24,15,0.75810,11,-0.2962,6,-1.2108
ENSG00000178028,DMAP1,67,0.39345,57,-0.1768,45,-0.5530
ENSG00000117419,ERI3,114,0.51367,71,-0.6449,89,-0.3020
ENSG00000187147,RNF220,102,-0.1295,76,-0.4971,148,0.57222
ENSG00000142937,RPS8,657,-0.5700,926,0.40809,1024,0.57712
ENSG00000070785,EIF2B3,31,1.29278,12,-1.2713,13,-1.1214
ENSG00000126107,HECTD3,14,0.22324,9,-0.6065,14,0.12947
ENSG00000126088,UROD,73,0.21355,69,-0.0305,56,-0.3684
ENSG00000117450,PRDX1,204,-0.4697,354,0.79089,210,-0.0664
ENSG00000117448,AKR1A1,39,0.82731,19,-0.9206,24,-0.6056
ENSG00000132780,NASP,54,-1.4628,58,-0.3837,244,2.14498
ENSG00000159592,GPBP1L1,29,-0.0659,11,-1.4949,50,0.87711
ENSG00000159596,TMEM69,16,0.62405,7,-1.1125,13,-0.1557
ENSG00000086015,MAST2,24,0.69223,19,-0.2344,10,-1.1495
ENSG00000117461,PIK3R3,26,0.80945,20,-0.3220,10,-1.2986
ENSG00000085998,POMGNT1,50,-0.5367,53,-0.0649,94,0.88369
ENSG00000132128,LRRC41,27,0.17850,21,-0.3354,26,4.16650
ENSG00000173660,UQCRH,389,1.65840,156,-1.1921,90,-2.0008
ENSG00000117481,NSUN4,17,-0.0105,6,-1.6596,29,0.85356
ENSG00000117480,FAAH,28,-0.7640,27,-0.2309,67,1.27189
ENSG00000079277,MKNK1,20,-0.1508,21,0.01404,24,0.24527
ENSG00000123472,ATPAF1,123,0.46215,108,-0.1122,70,-0.7897
ENSG00000159658,EFCAB14,67,-1.1849,156,1.03287,150,0.95454
ENSG00000186377,CYP4X1,16,4.39140,0,-5.2531,1,-3.6345
ENSG00000162368,CMPK1,155,0.60511,115,-0.3592,88,-0.7632
ENSG00000132122,SPATA6,7,-2.6174,42,1.78444,50,2.13891
ENSG00000186094,AGBL4,15,4.28469,0,-5.8813,1,-3.3495
ENSG00000162373,BEND5,33,1.87940,12,-1.3278,6,-2.3561
ENSG00000162374,ELAVL4,250,2.15139,75,-1.5757,36,-2.6544
ENSG00000185104,FAF1,32,-0.3102,45,0.44899,36,0.07736
ENSG00000123091,RNF11,516,1.09918,307,-0.6351,174,-1.5026
ENSG00000085832,EPS15,211,0.21741,166,-0.3417,198,-0.0592
ENSG00000117859,OSBPL9,22,-1.2822,54,1.03507,56,1.10284
ENSG00000078618,NRDC,126,0.60981,39,-1.6819,126,0.11327
ENSG00000169213,RAB3B,105,0.33529,69,-0.5836,97,-0.0593
ENSG00000117862,TXNDC12,25,0.46650,17,-0.4890,19,-0.3565
ENSG00000134717,BTF3L4,58,0.59986,34,-0.7416,43,-0.3676
ENSG00000157077,ZFYVE9,46,0.66971,34,-0.3418,23,-0.9270
ENSG00000134748,PRPF38A,46,-0.7894,65,0.32421,96,0.97837
ENSG00000134744,TUT4,60,-1.6402,179,1.24810,197,1.41996
ENSG00000162377,COA7,27,1.02633,4,-2.5432,22,-0.1571
ENSG00000162378,ZYG11B,188,1.20412,86,-1.0263,77,-1.1991
ENSG00000121310,ECHDC2,11,-2.3197,86,2.75691,25,0.37920
ENSG00000116171,SCP2,103,0.14336,78,-0.4134,109,0.11745
ENSG00000162384,CZIB,39,0.09215,28,-0.5004,45,0.25612
ENSG00000162385,MAGOH,19,0.49819,11,-0.6863,15,-0.2436
ENSG00000157193,LRP8,47,0.26046,50,0.17098,28,-0.7621
ENSG00000058799,YIPF1,19,1.20791,3,-2.5694,13,-0.3677
ENSG00000081870,HSPB11,22,0.14900,26,0.27462,14,-0.6646
ENSG00000116209,TMEM59,157,-0.0938,140,-0.2016,195,0.32943
ENSG00000116221,MRPL37,63,1.21560,25,-1.2372,29,-1.0132
ENSG00000157216,SSBP3,254,0.88278,180,-0.3955,96,-1.3594
ENSG00000243725,TTC4,25,-0.5916,60,1.29468,16,-0.8137
ENSG00000116133,DHCR24,209,0.24798,52,-2.0623,300,0.64459
ENSG00000162402,USP24,36,0.10509,19,-0.9188,47,0.46647
ENSG00000162407,PLPP3,93,-2.7976,1167,3.56451,137,-0.6331
ENSG00000162409,PRKAA2,72,1.07896,45,-0.5527,23,-1.5979
ENSG00000162601,MYSM1,53,-0.0153,42,-0.3725,65,0.33148
ENSG00000177606,JUN,68,0.11224,63,-0.0976,63,-0.1027
ENSG00000134709,HOOK1,58,1.52649,30,-0.7943,9,-2.4713
ENSG00000162599,NFIA,152,-2.0813,681,1.75022,606,1.52278
ENSG00000162604,TM2D1,54,0.33907,38,-0.4927,48,-0.1358
ENSG00000162607,USP1,47,-1.1228,76,0.41064,132,1.37586
ENSG00000116641,DOCK7,31,-1.3712,111,1.74117,50,0.32117
ENSG00000125703,ATG4C,24,-1.6171,21,-0.7569,131,2.41661
ENSG00000079739,PGM1,37,-0.4305,85,1.28718,15,-1.4649
ENSG00000158966,CACHD1,19,-0.5036,42,1.18989,12,-0.8133
ENSG00000162437,RAVER2,12,-1.3693,53,2.13952,10,-0.7064
ENSG00000162434,JAK1,89,-0.1233,99,0.15220,94,0.06497
ENSG00000162433,AK4,56,-0.3383,98,0.83905,44,-0.4679
ENSG00000116675,DNAJC6,361,0.68461,177,-0.9912,273,-0.3211
ENSG00000213625,LEPROT,30,-1.5028,125,1.99051,44,0.12997
ENSG00000184588,PDE4B,67,-0.8707,83,0.10894,161,1.22982
ENSG00000118473,SGIP1,151,0.64504,92,-0.6647,101,-0.5109
ENSG00000198160,MIER1,72,-0.3167,68,-0.1888,113,0.65183
ENSG00000142864,SERBP1,233,-0.4242,301,0.31052,324,0.42851
ENSG00000116717,GADD45A,29,0.46929,22,-0.3471,20,-0.5046
ENSG00000172380,GNG12,13,-2.2730,89,2.48044,38,0.82455
ENSG00000116729,WLS,55,-1.4547,249,2.17581,53,-0.5099
ENSG00000033122,LRRC7,87,1.11947,44,-0.8905,36,-1.1832
ENSG00000066557,LRRC40,25,0.04506,31,0.32364,18,-0.4973
ENSG00000116754,SRSF11,226,-0.8867,250,-0.0894,587,1.35708
ENSG00000118454,ANKRD13C,39,0.85353,8,-2.1906,35,-0.0359
ENSG00000132485,ZRANB2,164,-0.2084,161,-0.0750,217,0.41083
ENSG00000172260,NEGR1,467,1.77558,144,-1.5700,128,-1.7499
