Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8
ENSG00000242485,MRPL20,199,0.51530,175,0.29820,162,0.16507,144,-0.0279,105,-0.5274,119,-0.3406,123,-0.2838
ENSG00000235098,ANKRD65,41,0.58134,25,-0.2376,49,0.89066,26,-0.2374,30,0.03968,18,-0.7888,19,-0.6853
ENSG00000179403,VWA1,52,1.34779,22,-0.1802,6,-1.9635,24,0.01856,28,0.23015,10,-1.3817,27,0.16606
ENSG00000205090,TMEM240,10,-1.2941,16,-0.6632,36,0.68081,32,0.51920,10,-1.3135,37,0.69385,21,-0.2011
ENSG00000160075,SSU72,139,-0.0314,238,0.89094,163,0.23208,164,0.28673,92,-0.6925,88,-0.7520,86,-0.8013
ENSG00000228594,FNDC10,26,-0.3686,22,-0.6767,35,0.08900,42,0.46087,30,-0.1659,26,-0.3789,43,0.41504
ENSG00000197530,MIB2,29,-0.1740,39,0.33314,46,0.62565,44,0.64933,15,-1.2177,16,-1.0818,23,-0.5292
ENSG00000248333,CDK11B,35,-0.5623,42,-0.2833,34,-0.6502,27,-1.0744,89,0.96784,83,0.84293,66,0.46050
ENSG00000189339,SLC35E2B,23,0.11449,21,-0.0487,18,-0.2491,17,-0.3626,16,-0.4744,28,0.43151,30,0.58789
ENSG00000008128,CDK11A,13,-1.1059,8,-1.8081,24,-0.1848,21,-0.4491,46,0.93594,46,0.94212,35,0.42222
ENSG00000215790,SLC35E2A,30,0.34211,42,0.92485,28,0.21956,21,-0.2541,18,-0.4643,11,-1.2008,24,-0.0678
ENSG00000008130,NADK,28,0.14138,20,-0.4500,35,0.50395,36,0.67323,6,-2.1849,17,-0.6385,29,0.17844
ENSG00000078369,GNB1,579,0.18541,823,0.79584,552,0.10633,471,-0.1798,319,-0.7754,352,-0.6203,575,0.17427
ENSG00000187730,GABRD,53,-2.1686,265,0.33105,299,0.53740,319,0.79731,120,-0.9381,208,-0.0723,155,-0.5422
ENSG00000067606,PRKCZ,125,-1.0036,278,0.27548,274,0.25564,285,0.38310,187,-0.3700,162,-0.6046,286,0.32685
ENSG00000162585,FAAP20,58,0.71772,64,0.88787,29,-0.4125,35,-0.1565,30,-0.3924,22,-0.8624,31,-0.3223
ENSG00000157933,SKI,50,0.18615,49,0.17470,53,0.27620,36,-0.4025,57,0.40841,14,-1.8126,62,0.56025
ENSG00000157916,RER1,69,0.55773,38,-0.4498,66,0.46702,67,0.60514,36,-0.5266,33,-0.6545,22,-1.2464
ENSG00000157911,PEX10,42,1.20105,22,0.06637,31,0.69156,14,-0.6511,24,0.21161,4,-2.3870,15,-0.5033
ENSG00000157870,PRXL2B,33,-0.3440,52,0.38022,79,1.11892,39,-0.0976,23,-0.9405,36,-0.2371,30,-0.5241
ENSG00000158109,TPRG1L,112,-0.9898,217,0.06222,265,0.40193,274,0.55012,121,-0.8654,171,-0.3232,236,0.20209
ENSG00000130764,LRRC47,57,-0.6605,101,0.24498,104,0.29168,120,0.66046,64,-0.4845,65,-0.4732,64,-0.4873
ENSG00000116198,CEP104,31,-0.3419,42,0.13929,29,-0.4407,29,-0.4989,57,0.65763,36,-0.1331,55,0.59526
ENSG00000196581,AJAP1,24,-1.1960,37,-0.5261,91,1.00487,41,-0.3910,53,0.06011,83,0.83433,38,-0.4794
ENSG00000069424,KCNAB2,159,-0.2622,216,0.24481,252,0.50715,250,0.59878,82,-1.2960,170,-0.1511,112,-0.8047
ENSG00000116254,CHD5,128,-1.4625,323,-0.0115,243,-0.4674,270,-0.3460,410,0.38903,461,0.59204,495,0.71931
ENSG00000116251,RPL22,862,0.86110,806,0.73848,549,0.07856,306,-0.9588,359,-0.6042,409,-0.3968,587,0.19148
ENSG00000116237,ICMT,40,0.06198,28,-0.4716,47,0.35812,47,0.41223,19,-1.0885,48,0.37321,29,-0.4330
ENSG00000097021,ACOT7,61,-1.9382,222,0.07457,209,-0.0215,346,1.04844,140,-0.6635,214,0.01574,157,-0.4799
ENSG00000215788,TNFRSF25,6,-2.2174,4,-2.5991,47,1.00206,27,0.08775,71,1.82244,22,-0.2582,4,-2.7524
ENSG00000171680,PLEKHG5,19,-0.3966,27,0.16666,52,1.29743,22,-0.1804,23,-0.1253,24,-0.0293,7,-1.8488
ENSG00000162408,NOL9,34,0.03119,35,0.08739,33,-0.0409,34,0.02075,62,1.06592,27,-0.3628,9,-1.9357
ENSG00000162413,KLHL21,17,-1.0366,35,0.04629,49,0.61387,47,0.64960,22,-0.7005,22,-0.6814,33,-0.0536
ENSG00000041988,THAP3,11,-0.7693,21,0.26613,25,0.54816,23,0.51776,14,-0.3429,13,-0.5311,13,-0.5480
ENSG00000007923,DNAJC11,31,-0.3197,68,0.98867,31,-0.3368,44,0.26916,25,-0.6837,38,-0.0229,25,-0.6529
ENSG00000171735,CAMTA1,294,-0.8770,592,0.24972,372,-0.5104,469,-0.1583,575,0.19986,647,0.40086,660,0.43491
ENSG00000049245,VAMP3,56,1.66958,8,-1.4966,13,-0.8756,21,-0.1099,27,0.31528,18,-0.3606,14,-0.7145
ENSG00000049246,PER3,65,0.59245,36,-0.4019,50,0.15637,38,-0.3535,61,0.46730,44,-0.0825,35,-0.4089
ENSG00000116288,PARK7,395,0.70257,305,0.25969,358,0.53194,280,0.13469,134,-1.0602,164,-0.7438,174,-0.6490
ENSG00000116285,ERRFI1,20,-0.5145,23,-0.3064,38,0.48737,35,0.46390,21,-0.4549,30,0.08874,22,-0.4037
ENSG00000162426,SLC45A1,22,-0.2778,24,-0.1641,30,0.17999,40,0.86416,17,-0.6955,20,-0.4341,18,-0.5679
ENSG00000142599,RERE,141,-0.2512,135,-0.3189,155,-0.0874,155,-0.1067,231,0.58040,130,-0.3818,211,0.41894
ENSG00000074800,ENO1,938,1.36996,364,-0.2885,456,0.08123,481,0.19796,263,-0.8023,285,-0.6763,208,-1.1632
ENSG00000171612,SLC25A33,107,2.27491,24,-0.4972,18,-0.9282,25,-0.5039,10,-1.7920,15,-1.2296,37,0.21391
ENSG00000171603,CLSTN1,387,-1.0530,561,-0.4738,985,0.45311,1013,0.60626,529,-0.5666,943,0.37859,587,-0.4029
ENSG00000178585,CTNNBIP1,54,0.81462,33,-0.0182,22,-0.6574,30,-0.1575,27,-0.3169,15,-1.1842,53,0.81108
ENSG00000162441,LZIC,97,0.90790,47,-0.3317,57,-0.0082,45,-0.4296,56,-0.0421,42,-0.5033,69,0.31074
ENSG00000130939,UBE4B,26,-0.6898,30,-0.4669,27,-0.6554,51,0.46562,54,0.46831,43,0.09158,42,0.05801
ENSG00000054523,KIF1B,359,-0.5698,422,-0.3143,336,-0.6737,411,-0.4062,690,0.50399,628,0.34181,837,0.84521
ENSG00000142657,PGD,57,-0.0390,60,0.05506,45,-0.4281,87,0.82161,48,-0.3103,46,-0.3993,38,-0.6976
ENSG00000241563,CORT,38,0.25208,38,0.23382,32,-0.0311,38,0.29199,14,-1.2915,14,-1.3399,50,0.71291
ENSG00000160049,DFFA,58,-0.1277,61,-0.0477,59,-0.0988,40,-0.8132,109,0.95544,55,-0.2031,80,0.39861
ENSG00000142655,PEX14,13,-0.5373,14,-0.4738,20,0.09559,34,1.28055,6,-1.8049,11,-0.9027,19,0.02590
ENSG00000120948,TARDBP,81,-0.1637,77,-0.2433,102,0.21617,106,0.35148,92,0.06095,98,0.15435,51,-0.8890
ENSG00000116649,SRM,73,0.63888,60,0.30912,71,0.59299,55,0.17376,20,-1.3922,27,-0.9811,39,-0.3946
ENSG00000171824,EXOSC10,34,0.28429,15,-1.0095,40,0.57070,27,-0.1141,47,0.84314,25,-0.2096,14,-1.1344
ENSG00000198793,MTOR,41,-0.0996,33,-0.4152,61,0.56201,46,0.10528,37,-0.2641,44,0.03831,39,-0.1615
ENSG00000116661,FBXO2,457,2.03900,113,-0.4961,157,0.02866,149,-0.0680,43,-1.9827,98,-0.7215,68,-1.2938
ENSG00000132879,FBXO44,51,-0.9868,83,-0.2297,163,0.92616,133,0.67998,34,-1.6132,83,-0.2251,83,-0.2233
ENSG00000116670,MAD2L2,35,1.41018,7,-1.3143,25,0.80532,14,-0.1650,12,-0.3926,11,-0.5690,7,-1.2797
ENSG00000177000,MTHFR,30,0.23856,17,-0.7034,30,0.25163,18,-0.6676,30,0.22800,32,0.36153,33,0.39235
ENSG00000011021,CLCN6,53,-0.7006,118,0.60916,66,-0.3576,110,0.58966,47,-0.8953,70,-0.2490,84,0.02984
ENSG00000116685,KIAA2013,33,-0.1120,37,0.07720,43,0.31166,42,0.30683,22,-0.7456,26,-0.4760,39,0.16527
ENSG00000083444,PLOD1,29,0.54320,32,0.71654,26,0.36220,22,0.12319,18,-0.2682,11,-0.9502,7,-1.7330
ENSG00000116688,MFN2,74,-0.8951,123,-0.0878,147,0.20325,173,0.57229,75,-0.8851,119,-0.1413,158,0.31711
ENSG00000048707,VPS13D,57,-0.4798,68,-0.1817,54,-0.5539,68,-0.2175,125,0.83991,90,0.26470,82,0.11059
ENSG00000162496,DHRS3,86,2.98414,4,-2.4557,4,-2.4345,14,-0.6364,12,-0.8107,11,-0.8851,15,-0.4511
ENSG00000116731,PRDM2,92,-1.6466,211,-0.3617,223,-0.2715,153,-0.9714,358,0.51453,470,1.00340,450,0.92247
ENSG00000189337,KAZN,61,-0.2111,75,0.11969,37,-0.9996,70,0.01666,83,0.29739,77,0.17029,83,0.29466
ENSG00000142634,EFHD2,33,-1.6799,125,0.43230,21,-2.3605,162,1.11368,57,-0.8387,103,0.10068,110,0.22154
ENSG00000116138,DNAJC16,21,-1.1332,36,-0.2898,51,0.29035,51,0.34163,38,-0.1962,64,0.68137,31,-0.5080
ENSG00000197312,DDI2,15,-1.8190,61,0.37194,38,-0.3773,53,0.17858,58,0.29555,46,-0.0959,64,0.46779
ENSG00000116786,PLEKHM2,102,-0.4280,224,0.90338,130,-0.0290,113,-0.2924,112,-0.2684,87,-0.6675,178,0.49752
ENSG00000065526,SPEN,132,-0.6003,132,-0.5985,101,-1.0203,74,-1.6327,422,1.40896,284,0.66946,314,0.84896
ENSG00000116809,ZBTB17,35,0.61530,26,0.15712,21,-0.1806,27,0.22685,17,-0.4920,16,-0.6088,21,-0.1706
ENSG00000037637,FBXO42,19,-0.2960,27,0.20720,14,-0.7442,32,0.60561,20,-0.2333,20,-0.2118,23,-0.0543
ENSG00000055070,SZRD1,64,1.41214,24,-0.3073,21,-0.4659,23,-0.3975,24,-0.3062,31,0.10404,20,-0.5538
ENSG00000159363,ATP13A2,54,-0.9173,139,0.61793,77,-0.3623,140,0.76646,65,-0.6345,80,-0.3088,77,-0.3573
ENSG00000117118,SDHB,58,0.15800,74,0.57219,73,0.53625,66,0.44299,19,-1.5448,40,-0.4350,26,-1.1210
ENSG00000117115,PADI2,159,2.42049,28,-0.7794,22,-1.1254,17,-1.6459,60,0.45186,13,-1.8965,48,0.08614
ENSG00000179051,RCC2,12,-1.1552,23,-0.1400,24,-0.0565,42,1.07418,29,0.20828,17,-0.6416,13,-1.0101
ENSG00000117154,IGSF21,35,-0.5769,72,0.62396,87,0.95761,48,-0.0947,22,-1.2635,49,-0.0279,39,-0.3942
ENSG00000159423,ALDH4A1,36,0.99628,25,0.36353,30,0.68412,14,-0.6914,11,-0.9026,4,-2.4230,27,0.50177
ENSG00000127481,UBR4,23,-1.0131,17,-1.5235,13,-1.8341,31,-0.6490,112,1.67079,66,0.65551,63,0.58432
ENSG00000127463,EMC1,32,-0.3607,35,-0.2242,45,0.20620,57,0.73369,31,-0.3963,43,0.10987,19,-1.1285
ENSG00000053372,MRTO4,31,-0.5091,43,0.02687,56,0.47383,50,0.32068,38,-0.1814,29,-0.6028,42,-0.0082
ENSG00000053371,AKR7A2,84,2.02440,17,-0.7980,36,0.39634,20,-0.6287,14,-1.0422,8,-1.8126,26,-0.1091
ENSG00000077549,CAPZB,148,-0.0425,114,-0.4599,139,-0.1481,221,0.76739,123,-0.3396,140,-0.1397,112,-0.5009
ENSG00000173436,MICOS10,341,0.35659,566,1.27140,275,-0.0034,259,-0.1200,133,-1.1503,126,-1.2274,246,-0.1867
ENSG00000158747,NBL1,112,-0.5512,156,-0.0207,186,0.27579,225,0.72570,80,-1.0694,130,-0.3127,149,-0.0939
ENSG00000169914,OTUD3,8,-1.5241,17,-0.3388,19,-0.1819,33,0.85632,24,0.19333,18,-0.2969,20,-0.0888
ENSG00000162545,CAMK2N1,2601,0.62975,2040,0.21210,3853,1.35875,933,-1.1581,1157,-0.7058,1218,-0.6248,1632,-0.1569
ENSG00000090432,MUL1,24,0.36153,6,-1.6455,20,0.09003,20,0.05416,23,0.29653,19,-0.0581,22,0.21503
ENSG00000158828,PINK1,286,-0.4893,532,0.53590,416,0.11985,487,0.45961,186,-1.1598,337,-0.2246,367,-0.0899
ENSG00000244038,DDOST,36,0.70126,14,-0.7805,37,0.74309,32,0.60186,13,-0.9617,16,-0.5919,9,-1.4131
ENSG00000117245,KIF17,4,-2.9363,72,1.57036,11,-1.5171,37,0.40784,10,-1.7004,34,0.21073,35,0.25508
ENSG00000189410,SH2D5,20,-1.3589,48,-0.0199,74,0.71780,65,0.58362,27,-0.9117,61,0.40009,27,-0.8984
ENSG00000127483,HP1BP3,263,-0.3350,169,-1.0308,275,-0.2613,256,-0.4349,457,0.58788,442,0.52970,468,0.62845
ENSG00000075151,EIF4G3,123,-1.2809,223,-0.3552,181,-0.6897,204,-0.5623,348,0.37873,574,1.28481,364,0.45386
ENSG00000117298,ECE1,55,1.88406,7,-1.5280,14,-0.5507,11,-1.0307,40,1.22166,5,-1.9699,15,-0.4727
ENSG00000076864,RAP1GAP,35,-1.7776,133,0.29233,116,0.05774,185,1.07681,69,-0.7688,95,-0.2560,76,-0.6280
ENSG00000090686,USP48,61,-0.4796,71,-0.2294,65,-0.3926,51,-0.8666,156,1.10923,130,0.78049,74,-0.1632
ENSG00000070831,CDC42,151,-0.1997,159,-0.1164,133,-0.3958,257,0.86021,117,-0.6050,159,-0.1159,130,-0.4332
ENSG00000004487,KDM1A,44,-0.8950,44,-0.9111,96,0.35174,92,0.33730,89,0.23794,115,0.66533,49,-0.7430
ENSG00000169641,LUZP1,51,-2.3582,216,-0.1693,113,-1.1818,227,-0.1029,203,-0.2672,495,1.28605,382,0.80375
ENSG00000125944,HNRNPR,116,-0.3829,134,-0.1471,146,-0.0109,110,-0.5315,191,0.44560,221,0.69644,146,-0.0055
ENSG00000142676,RPL11,765,1.27591,547,0.65887,404,0.13900,270,-0.5891,198,-0.9965,201,-0.9762,318,-0.2520
ENSG00000011007,ELOA,35,0.11902,34,0.07644,16,-1.1152,23,-0.6400,54,0.86306,27,-0.3040,49,0.68480
ENSG00000057757,PITHD1,95,-0.8760,213,0.43439,180,0.15338,240,0.79165,91,-0.9366,146,-0.1864,107,-0.6776
ENSG00000011009,LYPLA2,17,-0.4647,20,-0.1962,33,0.63417,37,1.04569,5,-2.1415,18,-0.3552,13,-0.8295
ENSG00000189266,PNRC2,77,0.50714,45,-0.3927,82,0.61185,50,-0.2292,35,-0.7531,64,0.19511,52,-0.1537
ENSG00000188529,SRSF10,82,0.10735,57,-0.4735,77,0.00799,69,-0.2077,121,0.77826,80,0.08127,58,-0.4334
ENSG00000001461,NIPAL3,96,-0.5674,122,-0.1868,48,-1.6327,130,-0.0985,205,0.68668,143,0.07942,220,0.81648
ENSG00000133226,SRRM1,164,-0.4063,134,-0.7233,143,-0.6151,107,-1.1948,445,1.32830,301,0.60449,283,0.50117
ENSG00000169504,CLIC4,97,2.19989,21,-0.5641,10,-1.6636,17,-0.9752,33,0.15569,9,-1.8691,37,0.33395
ENSG00000117614,SYF2,174,0.26497,152,0.03790,133,-0.1748,83,-1.0278,207,0.56053,149,0.00650,206,0.55256
ENSG00000117616,RSRP1,64,-0.0705,34,-1.0783,80,0.29925,65,-0.0582,187,1.88754,28,-1.3841,14,-2.3534
ENSG00000183726,TMEM50A,86,0.46703,68,0.06535,102,0.76803,63,-0.0788,47,-0.5382,58,-0.1934,36,-0.9495
ENSG00000204178,MACO1,35,-1.1652,41,-0.8914,60,-0.3172,65,-0.2099,109,0.67864,117,0.80936,91,0.36844
ENSG00000117643,MAN1C1,39,-0.2844,32,-0.6059,97,1.30533,51,0.18568,36,-0.3845,35,-0.4583,30,-0.7053
ENSG00000162430,SELENON,49,1.16692,19,-0.4238,40,0.80196,20,-0.3954,20,-0.3978,17,-0.5868,15,-0.8246
ENSG00000117640,MTFR1L,66,-0.1881,61,-0.3201,102,0.54644,96,0.53747,52,-0.5490,50,-0.6271,67,-0.1565
ENSG00000117632,STMN1,455,-1.5031,1684,0.59363,995,-0.2863,1505,0.47816,822,-0.5907,1507,0.40120,1019,-0.2480
ENSG00000158008,EXTL1,22,-0.9608,47,0.24149,52,0.40966,50,0.40067,39,-0.0960,47,0.21548,20,-1.1145
ENSG00000142684,ZNF593,34,-0.2562,43,0.15819,52,0.46689,51,0.52134,21,-0.9664,30,-0.4257,32,-0.3164
ENSG00000142669,SH3BGRL3,169,0.57766,137,0.21372,99,-0.3096,130,0.14322,62,-1.0484,90,-0.4609,146,0.31707
ENSG00000158062,UBXN11,19,-0.1504,29,0.56187,23,0.20863,25,0.40871,8,-1.5118,17,-0.3100,18,-0.1749
ENSG00000117682,DHDDS,16,-0.0880,16,-0.0806,23,0.50314,21,0.34945,18,0.07639,6,-1.4835,16,-0.1151
ENSG00000198830,HMGN2,416,1.41558,98,-1.0403,218,0.24274,170,-0.1969,173,-0.1353,131,-0.5851,131,-0.5807
ENSG00000117713,ARID1A,137,0.57271,72,-0.4877,102,0.07490,86,-0.2325,117,0.29640,104,0.10018,77,-0.3876
ENSG00000204160,ZDHHC18,9,-1.3562,15,-0.6297,31,0.49010,32,0.64416,29,0.37808,21,-0.1803,15,-0.6310
ENSG00000142751,GPN2,17,-0.5715,11,-1.2178,25,0.00269,28,0.19364,22,-0.1929,34,0.50254,35,0.55851
ENSG00000090273,NUDC,219,-0.2625,366,0.59521,270,0.07894,254,-0.0247,232,-0.1737,215,-0.2916,250,-0.0501
ENSG00000253368,TRNP1,30,-0.7920,67,0.52382,47,-0.0801,67,0.63619,35,-0.5485,32,-0.6985,48,-0.0240
ENSG00000090020,SLC9A1,16,-0.7880,30,0.16184,11,-1.3250,45,1.04452,11,-1.4424,40,0.65047,20,-0.5074
ENSG00000142784,WDTC1,35,-0.0456,56,0.73494,41,0.18575,37,0.05700,28,-0.4155,34,-0.0857,21,-0.8447
ENSG00000186501,TMEM222,26,-0.8655,45,0.02257,38,-0.2462,64,0.74014,66,0.66243,21,-1.1456,32,-0.5240
ENSG00000158195,WASF2,113,1.60754,27,-0.8686,12,-2.0161,15,-1.8688,73,0.76808,41,-0.1987,74,0.80758
ENSG00000126705,AHDC1,26,-1.2605,47,-0.3231,59,0.05505,54,-0.1021,82,0.59824,60,0.06037,77,0.49491
ENSG00000126709,IFI6,109,0.42479,74,-0.2333,55,-0.6811,113,0.57065,53,-0.7518,88,0.05867,75,-0.2078
ENSG00000009780,FAM76A,14,-0.8820,21,-0.2508,24,-0.0305,28,0.25241,32,0.46112,26,0.10740,23,-0.1191
ENSG00000117758,STX12,118,0.19411,136,0.42506,80,-0.4342,127,0.37131,71,-0.6249,109,0.05976,73,-0.5784
ENSG00000117751,PPP1R8,27,-0.2052,32,0.07914,47,0.74031,38,0.43321,19,-0.7345,19,-0.7747,24,-0.3715
ENSG00000117748,RPA2,48,0.17622,34,-0.4036,66,0.71461,54,0.43672,30,-0.5744,37,-0.2629,24,-0.9509
ENSG00000126698,DNAJC8,219,-0.2383,221,-0.2200,190,-0.4650,193,-0.4993,293,0.24165,370,0.64406,347,0.53136
ENSG00000130770,ATP5IF1,317,-0.0916,365,0.13761,478,0.60194,380,0.24310,192,-0.8920,298,-0.1955,275,-0.3230
ENSG00000204138,PHACTR4,44,0.66988,9,-1.7857,16,-1.0003,17,-1.0022,68,1.48041,40,0.52094,26,-0.2002
ENSG00000180098,TRNAU1AP,21,0.04306,27,0.43689,18,-0.2283,28,0.59168,21,-0.0067,14,-0.6499,9,-1.1969
ENSG00000198492,YTHDF2,52,-1.0165,102,0.03758,98,-0.0217,125,0.45009,86,-0.2393,133,0.47873,76,-0.4288
ENSG00000159023,EPB41,15,-0.8443,17,-0.6810,11,-1.3366,22,-0.2962,55,1.32011,42,0.83307,23,-0.1845
ENSG00000116350,SRSF4,74,-0.1428,67,-0.3141,63,-0.3922,58,-0.6118,150,1.06699,72,-0.1910,106,0.45306
ENSG00000116353,MECR,13,-0.9148,26,0.16028,30,0.40539,34,0.75625,11,-1.1495,23,-0.0180,16,-0.5582
ENSG00000162512,SDC3,275,0.88731,144,-0.2158,198,0.31215,146,-0.2210,126,-0.4308,160,-0.0469,120,-0.5109
ENSG00000134644,PUM1,108,-0.8954,196,0.04541,179,-0.1019,179,-0.1207,229,0.30931,240,0.38805,214,0.19065
ENSG00000121766,ZCCHC17,84,-0.9338,162,0.11080,151,-0.0035,157,0.06125,132,-0.2247,217,0.60437,154,0.02152
ENSG00000121769,FABP3,20,-1.9761,83,0.19469,50,-0.6411,113,0.88025,33,-1.2571,98,0.47333,82,0.16879
ENSG00000162517,PEF1,45,-0.7240,71,-0.0027,103,0.62402,81,0.24697,50,-0.5793,75,0.09090,64,-0.1739
ENSG00000084636,COL16A1,57,1.07954,13,-1.3611,18,-0.8141,37,0.37876,50,0.85652,17,-0.9499,15,-1.0738
ENSG00000121753,ADGRB2,132,-0.6959,188,-0.1288,401,1.18909,229,0.23064,143,-0.5709,159,-0.3978,148,-0.5130
ENSG00000184007,PTP4A2,245,-0.0315,217,-0.2281,203,-0.3354,198,-0.4282,269,0.12575,204,-0.3311,463,1.07720
ENSG00000121774,KHDRBS1,158,0.21649,121,-0.2260,195,0.57976,149,0.13568,124,-0.1748,123,-0.1906,90,-0.6925
ENSG00000025800,KPNA6,58,-0.8762,68,-0.6342,88,-0.2373,89,-0.2364,120,0.28332,177,0.95744,122,0.30038
ENSG00000084652,TXLNA,24,-0.3047,40,0.52825,25,-0.2385,26,-0.2433,54,1.05022,25,-0.2430,14,-1.1176
ENSG00000160050,CCDC28B,30,0.79326,17,-0.1946,33,0.98747,19,0.01313,9,-1.1163,20,0.07387,3,-2.4416
ENSG00000084623,EIF3I,103,0.12853,92,-0.0591,115,0.31627,120,0.46266,67,-0.5639,100,0.08455,45,-1.1909
ENSG00000175130,MARCKSL1,543,1.92322,165,-0.2478,79,-1.3922,137,-0.6235,207,0.11848,73,-1.5114,200,0.06144
ENSG00000160058,BSDC1,49,-0.4947,66,-0.0154,69,0.06706,77,0.27480,90,0.50721,65,-0.0417,40,-0.7981
ENSG00000160062,ZBTB8A,20,-0.2864,25,0.01608,40,0.81995,18,-0.5590,32,0.43082,24,0.00193,19,-0.4211
ENSG00000176261,ZBTB8OS,46,0.73453,46,0.75683,36,0.33473,26,-0.2119,17,-0.8794,16,-0.9518,23,-0.4191
ENSG00000162521,RBBP4,174,0.37814,88,-0.7333,147,0.09380,142,0.04449,156,0.19586,158,0.22171,103,-0.4828
ENSG00000162522,KIAA1522,25,0.04357,38,0.71746,42,0.89173,21,-0.2766,29,0.23109,12,-1.1452,10,-1.3847
ENSG00000134684,YARS,66,-0.7269,117,0.20749,110,0.09056,130,0.45392,84,-0.3385,123,0.28125,70,-0.6391
ENSG00000160097,FNDC5,19,-1.2601,62,0.64717,24,-0.8958,65,0.91279,19,-1.2497,38,-0.1725,45,0.12561
ENSG00000121905,HPCA,63,-1.1691,217,0.84629,194,0.65036,203,0.89835,57,-1.3275,78,-0.8412,44,-1.7099
ENSG00000121900,TMEM54,52,0.30661,77,0.98107,37,-0.2691,48,0.18957,20,-1.2168,18,-1.3255,48,0.14777
ENSG00000116514,RNF19B,20,0.21847,6,-1.5573,23,0.44305,26,0.79180,11,-0.7498,17,-0.0277,11,-0.6883
ENSG00000004455,AK2,52,1.04145,16,-0.9305,31,0.14044,32,0.25574,25,-0.1948,21,-0.4916,18,-0.7333
ENSG00000160094,ZNF362,25,0.14436,15,-0.6586,30,0.48791,18,-0.3723,21,-0.1291,23,0.00146,31,0.50265
ENSG00000134686,PHC2,54,0.00889,56,0.09409,50,-0.0940,67,0.44780,50,-0.0980,38,-0.5535,45,-0.2845
ENSG00000163866,SMIM12,28,-1.0866,80,0.57370,64,0.19994,86,0.85201,36,-0.7434,47,-0.3233,29,-1.0648
ENSG00000116544,DLGAP3,68,0.76069,57,0.45385,99,1.45948,19,-1.4114,37,-0.2573,24,-0.9295,25,-0.8909
ENSG00000163867,ZMYM6,25,0.20606,10,-1.1400,29,0.45084,25,0.26161,28,0.37887,21,-0.0995,13,-0.8283
ENSG00000116560,SFPQ,226,-0.3566,167,-0.8331,194,-0.6016,225,-0.4164,547,1.16169,334,0.28244,337,0.29671
ENSG00000146463,ZMYM4,52,-0.4675,78,0.18609,50,-0.5217,61,-0.2259,88,0.40661,73,0.07760,91,0.45803
ENSG00000142687,KIAA0319L,67,-0.0621,49,-0.5534,78,0.19052,81,0.30759,64,-0.1340,65,-0.1120,70,0.02317
ENSG00000020129,NCDN,206,-1.2849,268,-0.8861,1056,1.46443,657,0.70240,236,-1.0804,447,-0.0702,207,-1.2841
