Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to8,Feature log2 fold change topic 2to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000116213,WRAP73,10,-0.8191,19,0.35817,24,0.48314,10,-0.8810
ENSG00000130764,LRRC47,50,-0.6322,76,0.00242,83,0.15686,93,0.32977
ENSG00000116198,CEP104,24,0.24925,17,-0.8011,26,0.33928,39,1.05546
ENSG00000198912,C1orf174,8,-0.9513,16,0.61821,14,-0.0091,9,-0.6885
ENSG00000196581,AJAP1,22,-0.7204,37,0.24544,44,0.39071,26,-0.4502
ENSG00000131697,NPHP4,10,0.24208,8,-0.3138,14,0.82441,6,-0.6294
ENSG00000069424,KCNAB2,104,-0.8239,179,0.07362,217,0.34241,188,0.10667
ENSG00000116254,CHD5,78,-0.6837,121,-0.0211,166,0.51324,123,0.02399
ENSG00000116251,RPL22,1126,0.88242,614,-0.3328,509,-0.4163,687,0.05810
ENSG00000116237,ICMT,33,-0.4703,48,0.28383,50,0.16960,34,-0.4537
ENSG00000097021,ACOT7,88,-1.7784,318,0.69105,301,0.10663,201,-0.5279
ENSG00000215788,TNFRSF25,25,-0.4066,31,-0.1709,64,1.12801,17,-0.9971
ENSG00000171680,PLEKHG5,11,-0.3265,15,0.19847,19,0.45435,8,-0.8409
ENSG00000162408,NOL9,28,0.11475,26,0.05515,29,0.19789,18,-0.5267
ENSG00000204859,ZBTB48,7,-0.6774,11,-0.0529,11,-0.0616,16,0.62838
ENSG00000162413,KLHL21,30,-0.0011,25,-0.6892,43,0.60582,49,0.82106
ENSG00000116273,PHF13,10,-0.2890,13,0.13002,13,0.05453,12,-0.0885
ENSG00000041988,THAP3,13,-0.6337,22,0.47895,14,-0.6111,20,0.00872
ENSG00000007923,DNAJC11,31,0.40470,21,-0.4317,28,0.23731,29,0.32641
ENSG00000171735,CAMTA1,285,0.05478,273,-0.0421,328,0.28195,231,-0.2829
ENSG00000049245,VAMP3,45,1.14364,13,-1.7430,29,0.36786,62,1.71116
ENSG00000049246,PER3,76,0.88730,36,-0.8479,49,0.15188,69,0.72450
ENSG00000116288,PARK7,425,-0.2022,515,0.33056,412,-0.2542,391,-0.3361
ENSG00000116285,ERRFI1,36,0.32871,29,-0.0998,31,0.07185,26,-0.2087
ENSG00000162426,SLC45A1,7,-1.9426,28,0.31307,30,0.20105,31,0.22779
ENSG00000142599,RERE,116,0.07188,108,-0.1360,133,0.29338,106,-0.0694
ENSG00000074800,ENO1,710,0.63364,450,-0.3160,484,0.00383,486,0.01020
ENSG00000171612,SLC25A33,78,1.50963,27,-0.6780,25,-0.4089,29,-0.1818
ENSG00000171608,PIK3CD,11,0.12190,10,-0.0846,6,-0.8424,15,0.62456
ENSG00000171603,CLSTN1,367,-1.2963,894,0.27147,1095,0.41692,759,-0.1756
ENSG00000178585,CTNNBIP1,38,0.20034,31,-0.3481,30,-0.1587,50,0.65879
ENSG00000162441,LZIC,66,0.26927,53,-0.2635,41,-0.4770,82,0.64105
ENSG00000130939,UBE4B,13,-1.5559,36,0.08798,48,0.49169,41,0.23740
ENSG00000054523,KIF1B,302,-0.1873,311,-0.3903,459,0.49147,461,0.49854
ENSG00000284642,AL139424.2,11,-0.0410,10,-0.2990,13,0.30365,14,0.39109
ENSG00000142657,PGD,32,-0.6096,46,-0.0615,51,0.12122,63,0.46950
ENSG00000175279,CENPS,10,-0.1764,13,0.78256,9,-0.4558,4,-1.6155
ENSG00000241563,CORT,38,-0.7954,50,-0.9334,17,-1.9779,231,2.35552
ENSG00000160049,DFFA,66,1.03948,30,-0.7253,30,-0.2735,52,0.60537
ENSG00000142655,PEX14,13,-0.4574,17,-0.2403,19,0.12251,28,0.70490
ENSG00000120948,TARDBP,75,-0.0783,79,0.01411,81,0.03321,80,0.01019
ENSG00000271895,AL109811.2,17,0.15979,15,-0.2131,22,0.53617,13,-0.3009
ENSG00000116649,SRM,52,-0.0206,56,0.25616,46,-0.2413,42,-0.3645
ENSG00000171824,EXOSC10,36,-0.0571,35,-0.2121,50,0.48179,37,0.01501
ENSG00000198793,MTOR,33,-0.7640,57,0.32759,53,-0.0195,50,-0.0925
ENSG00000120942,UBIAD1,17,1.20591,6,-1.1279,13,0.71652,10,0.36554
ENSG00000116661,FBXO2,340,1.02231,175,-0.2474,104,-0.8960,178,-0.0530
ENSG00000132879,FBXO44,50,-0.9821,101,0.30830,91,-0.0750,103,0.13066
ENSG00000116670,MAD2L2,20,0.66044,12,-0.3540,11,-0.2943,16,0.31508
ENSG00000177000,MTHFR,14,0.23644,12,0.03829,16,0.46167,5,-1.2043
ENSG00000011021,CLCN6,33,-0.9940,69,0.44348,65,0.03484,54,-0.2657
ENSG00000116685,KIAA2013,27,0.17754,22,-0.5047,42,0.87527,24,-0.0454
ENSG00000083444,PLOD1,34,1.02728,14,-1.0275,16,-0.1795,36,1.09946
ENSG00000116688,MFN2,78,-0.5899,120,0.27900,102,-0.1629,116,0.03164
ENSG00000116691,MIIP,20,1.01991,8,-0.8563,9,-0.3003,18,0.88509
ENSG00000048707,VPS13D,55,-0.4234,72,-0.0483,88,0.31646,79,0.13923
ENSG00000162496,DHRS3,65,2.43324,11,-1.3680,11,-0.7109,15,-0.2287
ENSG00000116731,PRDM2,87,-0.8224,142,-0.1822,213,0.59720,184,0.35154
ENSG00000189337,KAZN,42,-0.3777,53,0.03601,48,-0.1506,66,0.36280
ENSG00000142634,EFHD2,22,-1.8282,59,-0.8560,150,1.20644,149,1.19176
ENSG00000132906,CASP9,17,1.08356,8,-0.2831,7,-0.2943,6,-0.5822
ENSG00000116138,DNAJC16,20,-0.8072,38,0.73710,35,0.06716,13,-1.3943
ENSG00000197312,DDI2,24,-0.1082,24,-0.3383,37,0.60457,29,0.20385
ENSG00000116786,PLEKHM2,74,-0.2097,85,0.02839,60,-0.5313,116,0.51275
ENSG00000065526,SPEN,130,0.80098,65,-0.8033,121,0.67454,92,0.22681
ENSG00000116809,ZBTB17,20,0.30703,15,-0.4768,23,0.53760,19,0.20972
ENSG00000037637,FBXO42,10,-1.1220,22,0.36494,25,0.35230,15,-0.4155
ENSG00000055070,SZRD1,41,1.19103,17,-0.6807,15,-0.4317,26,0.41170
ENSG00000157191,NECAP2,23,1.30402,6,-1.8046,18,0.88304,23,1.29472
ENSG00000219481,NBPF1,17,0.58202,8,-1.3552,17,0.57134,29,1.49658
ENSG00000058453,CROCC,7,-0.4939,10,-0.0015,15,0.60599,8,-0.3064
ENSG00000238142,BX284668.5,13,0.58186,9,0.16268,5,-0.8733,7,-0.4117
ENSG00000159363,ATP13A2,41,-1.1741,99,0.60927,69,-0.3970,83,-0.0889
ENSG00000117118,SDHB,79,-0.5698,126,0.59574,84,-0.4788,88,-0.4043
ENSG00000117115,PADI2,81,1.59886,13,-2.5147,45,0.54485,102,2.07443
ENSG00000179051,RCC2,23,-0.0855,25,0.05573,17,-0.5244,31,0.36856
ENSG00000074964,ARHGEF10L,14,0.30463,13,0.66659,4,-1.5549,6,-0.9194
ENSG00000117154,IGSF21,33,-1.0038,54,-0.6982,141,1.35535,87,0.50621
ENSG00000159423,ALDH4A1,18,0.65131,10,-0.9178,20,0.78835,17,0.52484
ENSG00000127481,UBR4,25,0.73603,14,-0.4985,15,-0.1333,21,0.41439
ENSG00000127463,EMC1,21,-0.5065,31,0.37595,29,-0.0065,22,-0.4311
ENSG00000053372,MRTO4,38,0.09879,35,-0.0594,38,0.06967,35,-0.0329
ENSG00000053371,AKR7A2,74,1.59228,23,-0.8446,30,0.05619,23,-0.3457
ENSG00000040487,SLC66A1,8,-0.2763,9,-0.1111,14,0.65907,7,-0.2933
ENSG00000077549,CAPZB,155,0.09171,147,0.02188,125,-0.2447,154,0.08181
ENSG00000173436,MICOS10,411,-0.0566,458,0.38677,286,-0.6227,353,-0.2949
ENSG00000158747,NBL1,139,0.06272,127,-0.2111,158,0.27169,146,0.14401
ENSG00000169914,OTUD3,10,-1.0121,19,0.05407,36,1.03399,10,-0.9433
ENSG00000162545,CAMK2N1,2904,0.92675,1634,-0.0882,1280,-0.4153,1027,-0.7565
ENSG00000090432,MUL1,18,-0.1126,18,-0.3559,21,0.12138,30,0.70316
ENSG00000183114,FAM43B,5,-1.5742,11,-0.7838,37,1.70095,17,0.33926
ENSG00000158828,PINK1,284,-0.8220,507,0.27805,489,0.02914,482,0.00289
ENSG00000244038,DDOST,18,-0.5070,25,0.02115,33,0.43045,24,-0.0958
ENSG00000117245,KIF17,10,-1.4200,27,0.34158,24,-0.0757,30,0.26095
ENSG00000189410,SH2D5,24,-0.6268,40,0.43028,40,0.15806,23,-0.7034
ENSG00000127483,HP1BP3,281,0.34624,200,-0.5277,283,0.36178,302,0.46762
ENSG00000075151,EIF4G3,127,-1.0828,282,0.54011,263,0.04526,191,-0.4558
ENSG00000117298,ECE1,34,1.25753,12,-0.9712,18,0.19976,21,0.47191
ENSG00000076864,RAP1GAP,35,-2.2619,145,-0.3721,334,1.27433,193,0.32679
ENSG00000090686,USP48,79,0.19336,64,-0.3617,95,0.48949,75,0.11591
ENSG00000070831,CDC42,144,-0.6599,236,0.40949,188,-0.2437,202,-0.1250
ENSG00000184677,ZBTB40,4,-1.4339,10,-0.1453,22,1.24453,8,-0.4823
ENSG00000133216,EPHB2,4,-1.2624,9,-0.4099,18,0.99075,13,0.52311
ENSG00000004487,KDM1A,46,-0.2720,57,0.22134,67,0.31626,34,-0.7244
ENSG00000169641,LUZP1,52,-1.2511,129,0.52942,110,-0.1016,106,-0.1588
ENSG00000125944,HNRNPR,127,-0.0449,124,-0.2379,158,0.30577,154,0.26434
ENSG00000125945,ZNF436,11,-0.2023,13,0.12462,21,0.79010,4,-1.7054
ENSG00000249087,ZNF436-AS1,9,-0.4328,13,0.07978,14,0.20565,12,-0.0179
ENSG00000117318,ID3,142,4.41661,4,-3.7579,8,-1.3939,22,0.13600
ENSG00000142676,RPL11,1092,1.14043,519,-0.2964,310,-0.9057,511,-0.1312
ENSG00000011007,ELOA,31,0.38859,20,-0.7684,38,0.70437,35,0.57133
ENSG00000057757,PITHD1,99,-0.9994,206,0.48926,186,-0.0198,155,-0.3056
ENSG00000011009,LYPLA2,20,-0.2410,23,-0.0856,33,0.54060,21,-0.2115
ENSG00000117308,GALE,5,-2.1784,24,0.78204,25,0.24368,12,-0.8180
ENSG00000117305,HMGCL,12,-0.3986,15,-0.1221,12,-0.3991,25,0.80574
ENSG00000179163,FUCA1,7,-0.6139,11,0.18516,12,0.14579,11,-0.0553
ENSG00000189266,PNRC2,99,0.47110,68,-0.3429,94,0.39659,67,-0.1489
ENSG00000188529,SRSF10,78,0.23256,63,-0.2619,68,0.02639,82,0.32693
ENSG00000001460,STPG1,1,-2.4374,10,0.69759,12,0.49002,5,-0.9627
ENSG00000001461,NIPAL3,42,-1.2316,88,-0.2865,113,0.30009,167,0.96036
ENSG00000133226,SRRM1,158,0.54913,100,-0.5375,134,0.27148,142,0.36782
ENSG00000169504,CLIC4,131,2.53457,10,-3.0786,14,-1.2891,117,2.26697
ENSG00000117614,SYF2,191,0.86146,101,-0.4863,111,-0.0305,124,0.13982
ENSG00000117616,RSRP1,73,-0.0831,67,-0.5831,111,0.60345,117,0.68598
ENSG00000183726,TMEM50A,78,-0.1429,83,-0.1282,97,0.20564,98,0.21151
ENSG00000204178,MACO1,31,-0.4650,40,-0.2581,56,0.46194,56,0.44806
ENSG00000117643,MAN1C1,36,-0.4240,53,0.65121,46,-0.0311,18,-1.4213
ENSG00000162430,SELENON,40,0.77755,22,-0.3963,23,-0.1304,27,0.13149
ENSG00000117640,MTFR1L,54,-0.2699,62,-0.1528,78,0.32678,74,0.24035
ENSG00000117632,STMN1,729,-1.4889,2162,0.69275,1362,-0.5367,1921,0.00573
ENSG00000158008,EXTL1,20,-0.7829,29,-0.5998,64,1.07606,48,0.59034
ENSG00000175087,PDIK1L,5,-1.3717,14,0.08373,20,0.58490,14,0.06200
ENSG00000142684,ZNF593,32,-0.1342,35,-0.0162,42,0.26675,33,-0.1241
ENSG00000142669,SH3BGRL3,153,0.15310,129,-0.3182,154,0.15939,178,0.40051
ENSG00000158062,UBXN11,4,-2.1300,18,0.17476,18,0.05622,26,0.63175
ENSG00000117682,DHDDS,26,0.24327,21,-0.1904,20,-0.1665,27,0.32425
ENSG00000198830,HMGN2,349,1.58893,103,-1.1121,115,-0.2964,205,0.63805
ENSG00000117713,ARID1A,50,0.13343,42,-0.3736,49,0.08417,66,0.58678
ENSG00000060642,PIGV,16,0.36334,12,-0.2904,14,0.20065,13,0.08774
ENSG00000204160,ZDHHC18,9,-1.1707,20,0.14051,19,-0.0221,26,0.48146
ENSG00000142751,GPN2,14,-0.3426,16,-0.4463,18,0.01304,34,1.05244
ENSG00000090273,NUDC,183,-0.1914,210,0.09358,195,-0.0896,213,0.05274
ENSG00000253368,TRNP1,25,-1.2469,68,1.07970,41,-0.5392,30,-0.9941
ENSG00000090020,SLC9A1,17,-0.1492,20,0.47225,17,-0.0987,9,-1.0494
ENSG00000142784,WDTC1,8,-1.0943,18,0.10273,21,0.27849,20,0.25451
ENSG00000186501,TMEM222,26,-0.7873,40,-0.3170,63,0.62406,61,0.56735
ENSG00000158195,WASF2,101,1.97735,17,-1.9509,30,-0.1191,75,1.39772
ENSG00000126705,AHDC1,22,-0.2318,24,-0.2163,39,0.73473,23,-0.1693
ENSG00000126709,IFI6,106,-0.4034,148,0.43173,108,-0.3759,116,-0.2629
ENSG00000009780,FAM76A,16,-0.3052,16,-0.8447,31,0.72788,39,1.14273
ENSG00000117758,STX12,88,-0.3863,112,-0.0111,120,0.10670,131,0.24595
ENSG00000117751,PPP1R8,33,0.28053,28,0.02428,24,-0.2367,25,-0.1435
ENSG00000117748,RPA2,37,-0.6266,58,0.27351,59,0.12249,48,-0.2267
ENSG00000158161,EYA3,16,0.55741,11,-0.3023,15,0.45422,8,-0.4941
ENSG00000126698,DNAJC8,303,0.22485,266,0.05250,196,-0.4701,272,0.05107
ENSG00000130770,ATP5IF1,456,-0.7931,887,0.95743,407,-0.9693,506,-0.6334
ENSG00000204138,PHACTR4,43,1.84178,10,-1.2243,20,0.44229,12,-0.2708
ENSG00000242125,SNHG3,16,0.86427,8,-0.8330,9,-0.1027,17,0.89183
ENSG00000180098,TRNAU1AP,17,-0.1511,19,0.08712,20,0.07948,17,-0.1426
ENSG00000197989,SNHG12,8,-0.4061,13,0.68868,5,-1.2717,10,-0.1911
ENSG00000120656,TAF12,9,-0.9757,21,0.85287,11,-0.6815,13,-0.4856
ENSG00000198492,YTHDF2,54,-0.6466,85,0.19944,107,0.43870,61,-0.4621
ENSG00000116329,OPRD1,2,-2.3522,13,0.17663,24,1.02130,9,-0.5705
ENSG00000159023,EPB41,22,0.41867,17,0.15537,16,-0.0613,8,-1.0088
ENSG00000116350,SRSF4,83,0.46611,59,-0.2692,56,-0.1602,73,0.25521
ENSG00000116353,MECR,19,-0.7927,32,0.06851,29,-0.1036,43,0.50418
ENSG00000060656,PTPRU,5,-1.9395,13,-1.1816,59,2.14719,24,0.48959
ENSG00000162512,SDC3,87,0.50131,52,-0.8113,94,0.62949,94,0.62938
ENSG00000134644,PUM1,112,-0.0526,108,-0.2844,175,0.67999,110,-0.0806
ENSG00000060688,SNRNP40,14,-0.2035,17,0.05410,13,-0.3721,21,0.36416
ENSG00000121766,ZCCHC17,90,-0.5971,137,0.20703,130,-0.0157,136,0.05228
ENSG00000121769,FABP3,42,-2.0774,197,1.18884,99,-0.7861,118,-0.5167
ENSG00000162517,PEF1,49,-0.6361,78,0.31333,58,-0.3548,80,0.15059
ENSG00000084636,COL16A1,34,0.28059,18,-1.4475,71,1.57803,49,0.89179
ENSG00000121753,ADGRB2,88,-1.0066,161,-0.2091,278,0.83292,191,0.20694
ENSG00000184007,PTP4A2,192,0.01973,152,-0.8578,202,0.09666,437,1.42457
ENSG00000121774,KHDRBS1,145,0.24449,119,-0.2324,144,0.23428,129,0.04695
ENSG00000121775,TMEM39B,7,-0.5531,8,-0.7357,19,1.04182,17,0.77647
ENSG00000025800,KPNA6,39,-0.3344,45,-0.3701,77,0.75947,57,0.25629
ENSG00000084652,TXLNA,22,0.12754,18,-0.4116,24,0.28393,28,0.49877
ENSG00000160050,CCDC28B,29,0.78295,18,0.15941,8,-1.2521,13,-0.5126
ENSG00000084623,EIF3I,90,-0.5414,137,0.37907,111,-0.2168,114,-0.1737
ENSG00000175130,MARCKSL1,175,0.78794,53,-2.1661,110,0.02294,430,2.55812
ENSG00000160058,BSDC1,32,-0.5342,43,-0.3171,59,0.40042,68,0.65530
ENSG00000160062,ZBTB8A,17,0.78756,10,-0.3889,13,0.30558,8,-0.3976
ENSG00000176261,ZBTB8OS,60,-0.1552,76,0.75016,26,-1.4130,48,-0.5120
ENSG00000162521,RBBP4,102,0.20324,85,-0.2571,130,0.59844,73,-0.3286
ENSG00000162522,KIAA1522,19,0.08522,18,0.10386,16,-0.1513,16,-0.1907
ENSG00000134684,YARS,65,-1.1543,156,0.70914,94,-0.5914,126,-0.1420
ENSG00000116497,S100PBP,11,-0.0052,8,-0.9626,13,0.35088,25,1.43750
ENSG00000160097,FNDC5,14,-1.1012,36,1.23149,11,-1.5025,20,-0.6211
ENSG00000121905,HPCA,122,-0.3930,166,0.30637,164,0.08319,115,-0.4744
ENSG00000121900,TMEM54,53,0.33553,43,0.06643,24,-0.8832,47,0.16300
ENSG00000116514,RNF19B,13,-0.6108,20,0.13150,22,0.21490,19,-0.0134
ENSG00000004455,AK2,35,0.30588,26,-0.4626,25,-0.2344,48,0.82277
ENSG00000142920,AZIN2,8,-1.3856,22,0.53422,26,0.38163,12,-0.7713
ENSG00000160094,ZNF362,25,0.72713,13,-0.8585,28,0.94608,17,0.08774
ENSG00000134686,PHC2,37,-0.4993,43,-0.6876,66,0.43177,105,1.21612
ENSG00000163866,SMIM12,38,-0.9105,74,0.43131,69,0.03336,56,-0.2909
ENSG00000116544,DLGAP3,24,0.02876,20,-0.5897,48,1.19116,21,-0.2048
ENSG00000163867,ZMYM6,21,-0.1402,23,0.08827,24,0.10705,20,-0.1883
ENSG00000116560,SFPQ,231,0.35386,162,-0.5558,254,0.51270,232,0.36687
ENSG00000146463,ZMYM4,82,0.22724,71,-0.0166,69,-0.0325,63,-0.1794
ENSG00000142687,KIAA0319L,50,-0.1897,58,0.12701,57,0.01869,52,-0.1348
ENSG00000020129,NCDN,222,-1.3106,555,0.36644,724,0.54822,346,-0.6330
ENSG00000126067,PSMB2,64,-0.6605,101,0.18335,82,-0.2783,121,0.35467
ENSG00000142686,C1orf216,33,-1.3299,89,0.72364,78,-0.0115,50,-0.6897
ENSG00000134698,AGO4,20,0.59775,13,-0.3377,12,-0.1921,16,0.27820
ENSG00000092847,AGO1,28,-0.3982,37,0.14591,34,-0.0776,38,0.09655
ENSG00000126070,AGO3,65,1.34855,21,-1.1854,35,0.28495,45,0.71026
ENSG00000116863,ADPRHL2,9,-0.7720,15,-0.0704,16,0.08266,23,0.59824
ENSG00000054116,TRAPPC3,50,-0.0537,56,0.38794,43,-0.2952,34,-0.6299
ENSG00000116871,MAP7D1,130,-0.4166,169,-0.0316,181,0.10094,206,0.31334
ENSG00000054118,THRAP3,95,-0.0714,97,-0.0846,106,0.11041,109,0.14955
ENSG00000196182,STK40,19,0.11457,18,0.09936,22,0.34685,10,-0.9455
ENSG00000181817,LSM10,58,0.05563,61,0.38288,39,-0.5932,42,-0.4494
ENSG00000116885,OSCP1,17,-0.5263,27,0.71470,24,0.03353,8,-1.6879
ENSG00000116898,MRPS15,41,-0.9617,85,0.55306,68,-0.1927,64,-0.2865
ENSG00000163873,GRIK3,6,-1.8791,12,-1.6506,78,2.44163,34,0.86125
ENSG00000163875,MEAF6,73,-0.6974,124,0.46124,108,-0.0708,88,-0.4011
ENSG00000163877,SNIP1,18,0.29234,15,-0.0933,14,-0.1428,16,0.04035
ENSG00000134697,GNL2,23,-0.2708,28,0.21320,29,0.12482,21,-0.4029
ENSG00000116922,C1orf109,21,0.17861,20,0.32699,13,-0.4752,13,-0.5857
ENSG00000183317,EPHA10,4,-1.5399,14,1.58369,3,-1.7259,6,-0.9110
ENSG00000185090,MANEAL,10,-1.4552,27,0.17651,27,0.08611,34,0.43385
ENSG00000196449,YRDC,4,-2.2923,18,0.17594,19,0.09054,26,0.63385
ENSG00000197982,C1orf122,237,0.27180,182,-0.4244,171,-0.2494,324,0.79237
ENSG00000188786,MTF1,18,1.14219,8,-0.4843,8,-0.1010,8,-0.2766
ENSG00000183431,SF3A3,47,-0.1304,53,0.18746,59,0.23228,33,-0.6567
ENSG00000183520,UTP11,56,-0.0462,65,0.68473,39,-0.6043,26,-1.2296
ENSG00000185668,POU3F1,8,-0.5751,16,2.42110,0,-5.4657,0,-5.6698
ENSG00000116954,RRAGC,55,0.29463,43,-0.2982,49,0.09783,55,0.28053
ENSG00000174574,AKIRIN1,80,-0.2715,100,0.21148,94,-0.0243,83,-0.2149
ENSG00000168653,NDUFS5,781,-0.4865,1199,0.68770,729,-0.5925,723,-0.6056
ENSG00000127603,MACF1,388,1.03738,167,-0.8733,262,0.36554,269,0.41300
ENSG00000090621,PABPC4,73,0.71734,40,-0.6468,51,0.11958,66,0.54367
ENSG00000116983,HPCAL4,207,0.19665,159,-0.5869,318,0.91585,193,0.08418
ENSG00000084072,PPIE,42,0.13733,39,-0.0258,39,0.02830,36,-0.1141
ENSG00000168389,MFSD2A,42,1.50152,13,-1.1436,20,0.19243,23,0.48258
ENSG00000131236,CAP1,166,0.00470,165,-0.0041,177,0.11249,154,-0.1146
ENSG00000131238,PPT1,146,-0.1256,163,0.17931,123,-0.3933,164,0.06514
ENSG00000117000,RLF,21,-0.2550,26,0.07351,18,-0.5237,34,0.45897
ENSG00000259943,AL050341.2,11,-0.4908,14,-0.4669,29,1.05946,17,0.16390
ENSG00000084073,ZMPSTE24,36,-0.2604,42,0.06669,53,0.37716,33,-0.3656
ENSG00000049089,COL9A2,12,0.53426,2,-2.8854,12,0.64769,41,3.01479
ENSG00000084070,SMAP2,54,-1.3341,141,0.45745,137,0.08454,117,-0.1632
ENSG00000117016,RIMS3,92,-0.8664,181,0.63513,168,0.06622,88,-0.9435
ENSG00000066136,NFYC,28,-0.2931,34,0.00086,48,0.58263,25,-0.4738
ENSG00000179862,CITED4,7,-0.7820,13,0.63624,4,-1.4427,14,0.24247
ENSG00000171793,CTPS1,7,-1.3636,18,0.17952,25,0.58235,16,-0.1589
ENSG00000010803,SCMH1,20,0.87057,9,-0.8298,15,0.40593,16,0.49277
ENSG00000127124,HIVEP3,19,-0.0898,19,-0.3569,27,0.46057,26,0.39166
ENSG00000198815,FOXJ3,29,-1.0108,58,0.23964,54,-0.0427,65,0.24967
ENSG00000177181,RIMKLA,23,-1.2788,60,0.67555,46,-0.2242,43,-0.3357
ENSG00000127125,PPCS,72,0.20253,64,0.04180,71,0.16883,44,-0.5718
ENSG00000186409,CCDC30,45,0.11369,40,-0.1866,45,0.11608,47,0.19813
ENSG00000171960,PPIH,8,-1.1749,18,0.03439,20,0.12958,26,0.54782
ENSG00000065978,YBX1,283,1.57534,81,-1.2130,106,-0.1147,178,0.74040
ENSG00000164008,C1orf50,22,0.33439,18,-0.0493,15,-0.2972,18,0.02273
ENSG00000177868,SVBP,55,-0.2022,67,0.41656,31,-1.0956,66,0.08692
