Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to8,Feature log2 fold change topic 5to8,Feature count topic 9to10,Feature log2 fold change topic 9to10
ENSG00000049245,VAMP3,150,2.73201,34,-0.6038,10,-2.8467,36,-0.5054
ENSG00000049246,PER3,71,1.36040,32,-0.1991,22,-1.0021,32,-0.1826
ENSG00000116288,PARK7,210,-0.5896,155,-1.0817,381,0.68335,346,0.29612
ENSG00000116285,ERRFI1,18,-0.5836,24,-0.1143,33,0.66685,20,-0.4441
ENSG00000162426,SLC45A1,5,-2.5613,35,0.41126,44,1.25233,13,-1.2313
ENSG00000142599,RERE,122,0.04449,158,0.52152,97,-0.4576,122,0.03690
ENSG00000074800,ENO1,323,-0.6293,298,-0.7621,586,0.61620,526,0.23214
ENSG00000171612,SLC25A33,23,-0.4989,20,-0.7050,29,-0.1174,51,1.01787
ENSG00000171603,CLSTN1,168,-2.1569,679,0.12103,960,1.19423,410,-0.7537
ENSG00000178585,CTNNBIP1,28,-0.2400,24,-0.4947,31,-0.0828,47,0.69638
ENSG00000162441,LZIC,122,1.21485,64,-0.0471,41,-1.0159,63,-0.0915
ENSG00000162444,RBP7,66,3.75094,6,-1.6049,2,-3.6953,9,-1.1043
ENSG00000130939,UBE4B,57,0.37557,47,0.03305,46,-0.0078,35,-0.4720
ENSG00000054523,KIF1B,500,0.37691,555,0.57937,302,-0.6632,381,-0.1229
ENSG00000142657,PGD,47,-0.3215,59,0.07852,75,0.74717,27,-1.2291
ENSG00000241563,CORT,5,-4.6167,411,3.45131,40,-1.9738,63,-0.9784
ENSG00000160049,DFFA,86,0.89569,64,0.29347,36,-0.8828,49,-0.1636
ENSG00000142655,PEX14,11,-0.7414,18,0.01801,22,0.54837,15,-0.2445
ENSG00000120948,TARDBP,107,0.41263,94,0.16843,76,-0.2775,75,-0.2256
ENSG00000271895,AL109811.2,12,-0.6642,37,1.45400,17,-0.1462,7,-1.4979
ENSG00000116649,SRM,39,-0.5404,21,-1.5072,76,1.00015,53,0.00932
ENSG00000171824,EXOSC10,45,0.20448,69,1.04920,33,-0.4507,21,-1.0527
ENSG00000198793,MTOR,30,-0.5581,37,-0.1798,53,0.61751,35,-0.3039
ENSG00000120942,UBIAD1,29,1.50035,16,0.28766,8,-0.9824,6,-1.1759
ENSG00000116661,FBXO2,140,-0.4878,73,-1.5431,225,0.50481,263,0.66292
ENSG00000132879,FBXO44,27,-1.6727,76,0.04254,109,1.11285,49,-0.7164
ENSG00000116670,MAD2L2,31,1.34428,10,-0.7511,12,-0.5427,13,-0.3037
ENSG00000177000,MTHFR,9,-0.9675,33,1.43554,12,-0.5621,14,-0.2655
ENSG00000011021,CLCN6,41,-0.4980,51,-0.1224,69,0.59035,44,-0.3719
ENSG00000116685,KIAA2013,42,0.27326,47,0.47628,31,-0.3075,29,-0.3940
ENSG00000083444,PLOD1,32,0.95998,14,-0.5922,14,-0.6924,23,0.32516
ENSG00000116688,MFN2,64,-0.8673,119,0.20398,130,0.53479,87,-0.3436
ENSG00000116691,MIIP,12,-0.2475,25,1.09074,10,-0.7281,13,-0.0766
ENSG00000048707,VPS13D,52,-0.6385,61,-0.3506,92,0.53108,78,0.06272
ENSG00000162496,DHRS3,16,-0.3284,20,0.07042,19,-0.0190,22,0.25025
ENSG00000116731,PRDM2,131,-0.7624,305,0.77151,214,0.11160,157,-0.4606
ENSG00000189337,KAZN,109,0.63987,77,-0.0072,77,-0.0346,49,-0.7914
ENSG00000142634,EFHD2,21,-2.1753,132,0.93190,76,-0.1544,102,0.41527
ENSG00000116138,DNAJC16,23,-0.5959,45,0.57941,33,0.04727,29,-0.2050
ENSG00000197312,DDI2,31,-0.2539,54,0.76235,31,-0.2966,32,-0.2162
ENSG00000116786,PLEKHM2,61,-0.9011,68,-0.7085,117,0.31306,153,0.75161
ENSG00000065526,SPEN,256,0.90286,283,1.12379,83,-1.3525,97,-0.8504
ENSG00000116809,ZBTB17,22,0.10978,20,-0.0281,20,-0.0119,20,-0.0673
ENSG00000037637,FBXO42,13,-0.3351,19,0.36742,18,0.28944,11,-0.5978
ENSG00000055070,SZRD1,46,1.07067,18,-0.6678,20,-0.6495,29,0.18658
ENSG00000219481,NBPF1,39,1.71499,23,0.56405,8,-1.4428,7,-1.4765
ENSG00000159363,ATP13A2,23,-2.3490,45,-1.3013,171,1.76134,82,-0.3094
ENSG00000117118,SDHB,50,-0.5146,29,-1.3974,99,1.06036,62,-0.1608
ENSG00000117115,PADI2,330,3.05507,77,-0.4205,12,-3.5746,56,-0.9506
ENSG00000179051,RCC2,21,-0.2850,21,-0.3476,29,0.37789,25,0.01231
ENSG00000074964,ARHGEF10L,9,-0.6793,11,-0.3502,12,-0.3050,24,1.11024
ENSG00000117154,IGSF21,16,-2.3730,107,0.83826,93,0.80515,37,-1.0614
ENSG00000159423,ALDH4A1,26,0.35643,17,-0.3604,15,-0.6601,31,0.76277
ENSG00000127481,UBR4,44,0.08037,58,0.59069,41,-0.0768,27,-0.7407
ENSG00000127463,EMC1,26,-0.5050,40,0.28255,44,0.65141,18,-1.0832
ENSG00000053372,MRTO4,21,-0.9446,39,0.09276,46,0.60434,31,-0.2753
ENSG00000053371,AKR7A2,35,0.21865,27,-0.2742,22,-0.7234,50,0.88395
ENSG00000077549,CAPZB,130,-0.4997,160,-0.1506,222,0.64519,135,-0.4411
ENSG00000173436,MICOS10,187,-0.7321,113,-1.5371,324,0.31057,482,1.02556
ENSG00000158747,NBL1,39,-1.7464,128,0.21268,136,0.45541,130,0.24420
ENSG00000169914,OTUD3,9,-1.1126,19,0.15343,22,0.71114,13,-0.4252
ENSG00000162545,CAMK2N1,1216,-0.3765,955,-0.7826,1563,0.09039,2233,0.75359
ENSG00000090432,MUL1,21,0.34376,21,0.32001,18,0.06873,9,-1.0191
ENSG00000183114,FAM43B,4,-2.4889,36,1.18320,21,0.15976,17,-0.3040
ENSG00000158828,PINK1,169,-1.4839,272,-0.7208,591,1.00036,444,0.12962
ENSG00000244038,DDOST,25,-0.2390,27,-0.0753,38,0.79426,14,-1.2150
ENSG00000117245,KIF17,0,-4.8021,13,-0.8140,36,1.54307,22,0.05740
ENSG00000189410,SH2D5,1,-4.6345,17,-0.9954,56,1.96419,24,-0.4325
ENSG00000127483,HP1BP3,368,0.64311,395,0.78633,160,-1.0495,229,-0.2439
ENSG00000075151,EIF4G3,257,-0.1234,400,0.70521,286,0.08459,151,-1.0219
ENSG00000117298,ECE1,28,0.95944,16,-0.1144,7,-1.7487,27,0.91081
ENSG00000076864,RAP1GAP,37,-1.9060,175,0.72112,157,0.71715,73,-0.8375
ENSG00000090686,USP48,129,0.55269,148,0.82373,70,-0.6862,63,-0.7172
ENSG00000070831,CDC42,215,0.23786,139,-0.5314,230,0.51268,130,-0.6505
ENSG00000184677,ZBTB40,11,-0.2059,22,0.98705,12,-0.2319,8,-0.7627
ENSG00000173372,C1QA,16,0.14742,13,-0.2787,6,-1.6967,33,1.66209
ENSG00000173369,C1QB,29,0.94436,10,-1.0076,8,-1.6311,35,1.33942
ENSG00000133216,EPHB2,22,0.75930,20,0.50469,13,-0.3234,7,-1.2818
ENSG00000004487,KDM1A,33,-0.8277,65,0.38040,63,0.43209,42,-0.4195
ENSG00000169641,LUZP1,26,-2.7299,156,0.13980,199,0.87374,143,-0.0194
ENSG00000125944,HNRNPR,195,0.49817,185,0.39668,123,-0.4419,121,-0.3687
ENSG00000117318,ID3,51,2.00565,15,-0.5184,1,-4.7488,33,0.95365
ENSG00000142676,RPL11,716,0.75473,265,-1.0165,363,-0.6297,705,0.72370
ENSG00000011007,ELOA,35,0.30850,35,0.27721,25,-0.4316,30,0.00257
ENSG00000057757,PITHD1,90,-0.7173,88,-0.7461,177,0.68577,151,0.18109
ENSG00000011009,LYPLA2,8,-1.7752,32,0.48728,29,0.35861,26,0.10217
ENSG00000117308,GALE,4,-1.4892,11,-0.1573,18,1.13677,8,-0.6112
ENSG00000117305,HMGCL,22,0.84619,4,-2.0907,14,0.06762,16,0.20068
ENSG00000189266,PNRC2,76,0.42593,57,-0.0993,57,-0.1457,55,-0.1550
ENSG00000188529,SRSF10,92,0.34957,103,0.57019,64,-0.3834,57,-0.5081
ENSG00000001461,NIPAL3,337,1.32113,204,0.27692,121,-0.8086,94,-1.0558
ENSG00000133226,SRRM1,386,1.04808,397,1.11414,117,-1.3562,114,-1.1463
ENSG00000169504,CLIC4,277,3.25559,50,-0.7588,8,-3.8399,47,-0.8475
ENSG00000117614,SYF2,157,0.73364,102,-0.0788,82,-0.5958,112,0.07872
ENSG00000117616,RSRP1,127,0.31605,222,1.49161,77,-0.7330,34,-1.8807
ENSG00000183726,TMEM50A,107,0.74755,59,-0.3609,73,0.01815,50,-0.6383
ENSG00000204178,MACO1,62,0.25389,77,0.68860,49,-0.1949,31,-0.9426
ENSG00000157978,LDLRAP1,55,3.47773,10,-0.6460,1,-3.7584,6,-1.5336
ENSG00000117643,MAN1C1,12,-1.7681,17,-1.1881,60,1.73300,25,-0.5752
ENSG00000162430,SELENON,32,0.42518,28,0.18656,14,-1.1625,38,0.76186
ENSG00000117640,MTFR1L,41,-0.5656,53,-0.1500,68,0.40931,58,0.01815
ENSG00000117632,STMN1,1059,-0.2256,967,-0.3842,1604,0.77818,780,-0.7467
ENSG00000158008,EXTL1,4,-3.2635,39,0.24233,45,0.72637,38,0.19003
ENSG00000175087,PDIK1L,10,-0.4799,18,0.43008,14,0.02170,13,-0.0693
ENSG00000142684,ZNF593,14,-1.3369,23,-0.5778,45,0.89498,34,0.11419
ENSG00000142669,SH3BGRL3,163,-0.0129,113,-0.6446,184,0.28367,177,0.13666
ENSG00000158062,UBXN11,6,-1.7060,16,-0.3040,21,0.33755,29,0.79950
ENSG00000117682,DHDDS,9,-1.2306,8,-1.3595,29,1.36039,17,-0.1515
ENSG00000198830,HMGN2,321,1.28896,164,-0.0585,97,-1.1550,166,-0.0290
ENSG00000117713,ARID1A,104,0.55592,127,0.95914,52,-0.8540,52,-0.6831
ENSG00000204160,ZDHHC18,13,-0.3357,16,-0.0064,19,0.45071,13,-0.4071
ENSG00000142751,GPN2,17,-0.0123,23,0.55713,19,0.29431,7,-1.4725
ENSG00000090273,NUDC,135,-0.7503,123,-0.9051,266,0.63989,254,0.36318
ENSG00000253368,TRNP1,8,-2.4929,10,-2.1823,64,1.47383,50,0.46039
ENSG00000090020,SLC9A1,2,-3.1664,9,-0.8538,24,1.39859,16,0.12325
ENSG00000142784,WDTC1,20,-0.1366,22,0.03562,21,-0.1354,26,0.28156
ENSG00000186501,TMEM222,39,-0.1970,59,0.58066,41,-0.0975,36,-0.3399
ENSG00000158195,WASF2,176,2.31481,76,0.33435,10,-3.2877,45,-0.5939
ENSG00000126705,AHDC1,15,-1.4404,78,1.61277,32,-0.2311,21,-0.8727
ENSG00000126709,IFI6,54,-0.6874,90,0.18710,99,0.51305,63,-0.4299
ENSG00000009780,FAM76A,25,0.23636,39,1.11415,10,-1.5121,26,0.27226
ENSG00000117758,STX12,110,0.06661,98,-0.1405,120,0.30295,83,-0.4317
ENSG00000117751,PPP1R8,44,0.72546,27,-0.1910,29,-0.0472,20,-0.6709
ENSG00000130775,THEMIS2,22,1.38813,19,1.11254,6,-1.2977,2,-2.5753
ENSG00000117748,RPA2,31,-0.5681,48,0.22237,51,0.45668,32,-0.4786
ENSG00000126698,DNAJC8,252,0.28139,231,0.12122,204,-0.1305,188,-0.2401
ENSG00000130770,ATP5IF1,188,-1.3780,154,-1.6935,673,1.32974,460,0.12514
ENSG00000204138,PHACTR4,81,1.52697,67,1.07917,10,-2.4255,24,-0.8045
ENSG00000180098,TRNAU1AP,21,0.24359,29,0.92086,15,-0.4042,10,-0.9388
ENSG00000120656,TAF12,15,0.40593,8,-0.6696,12,0.02351,13,0.10102
ENSG00000198492,YTHDF2,68,-0.3646,73,-0.2347,112,0.78969,53,-0.7843
ENSG00000159023,EPB41,10,-0.6931,18,0.33006,15,0.02584,17,0.19624
ENSG00000116350,SRSF4,102,0.42966,106,0.50205,65,-0.4983,67,-0.3290
ENSG00000116353,MECR,13,-1.2617,19,-0.6402,40,1.06261,25,-0.1360
ENSG00000060656,PTPRU,6,-1.6530,55,2.88548,9,-1.3247,5,-1.7914
ENSG00000162511,LAPTM5,52,0.77722,25,-0.5573,12,-1.9413,70,1.45656
ENSG00000162512,SDC3,91,0.04437,138,0.85045,61,-0.8002,92,0.06647
ENSG00000134644,PUM1,104,-0.4754,250,1.21145,107,-0.5432,114,-0.3179
ENSG00000060688,SNRNP40,29,0.72709,32,0.95189,11,-1.1088,14,-0.5573
ENSG00000121766,ZCCHC17,132,-0.1288,160,0.22433,143,0.02528,130,-0.1522
ENSG00000121769,FABP3,24,-1.7761,53,-0.5480,116,1.40452,53,-0.5294
ENSG00000162517,PEF1,42,-0.7414,47,-0.5579,91,0.94246,53,-0.3591
ENSG00000084636,COL16A1,84,0.88214,90,1.03800,26,-1.4368,39,-0.5280
ENSG00000121753,ADGRB2,37,-2.3335,161,0.02948,230,1.05571,133,-0.3019
ENSG00000184007,PTP4A2,1126,2.06719,462,0.09038,148,-2.0946,315,-0.5817
ENSG00000121774,KHDRBS1,168,0.34626,140,0.01517,138,-0.0156,111,-0.3951
ENSG00000025800,KPNA6,92,-0.0916,139,0.68450,100,0.05943,55,-0.9665
ENSG00000084652,TXLNA,32,0.43291,26,0.08748,22,-0.2877,23,-0.1434
ENSG00000160050,CCDC28B,14,-0.3742,10,-1.0171,19,0.14089,27,0.80985
ENSG00000084623,EIF3I,73,-0.3836,51,-0.9569,122,0.80489,85,-0.1196
ENSG00000116478,HDAC1,29,1.76434,16,0.45041,3,-2.4030,11,-0.2452
ENSG00000175130,MARCKSL1,1125,3.00180,245,-0.5551,58,-3.1495,198,-0.9051
ENSG00000160058,BSDC1,57,0.13724,81,0.80329,40,-0.6207,47,-0.2057
ENSG00000160062,ZBTB8A,14,-0.0685,29,1.37378,10,-0.8052,10,-0.6408
ENSG00000176261,ZBTB8OS,30,-0.4757,22,-0.9870,42,0.17457,61,0.82037
ENSG00000162521,RBBP4,116,0.06240,137,0.37063,116,0.08371,75,-0.6833
ENSG00000134684,YARS,53,-1.2659,48,-1.4304,187,1.52801,93,-0.3591
ENSG00000116497,S100PBP,34,1.50187,12,-0.4875,11,-0.7678,12,-0.4712
ENSG00000160097,FNDC5,4,-2.6908,7,-1.9609,44,1.82174,25,0.00265
ENSG00000121905,HPCA,16,-3.2353,62,-1.2555,242,2.07951,92,-0.6034
ENSG00000121900,TMEM54,31,0.03487,15,-1.2247,31,0.02581,46,0.74429
ENSG00000116514,RNF19B,9,-0.7259,14,0.02920,18,0.78216,9,-0.7257
ENSG00000004455,AK2,73,1.14173,37,-0.1917,28,-0.8080,39,-0.0999
ENSG00000142920,AZIN2,30,0.40160,16,-0.7047,27,0.27159,21,-0.2586
ENSG00000160094,ZNF362,24,0.50784,14,-0.5034,18,-0.0222,17,-0.0777
ENSG00000134686,PHC2,74,0.63333,59,0.20130,44,-0.4066,43,-0.3637
ENSG00000163866,SMIM12,30,-0.8244,30,-0.8036,77,1.34728,30,-0.8487
ENSG00000116544,DLGAP3,6,-2.5511,24,-0.3806,42,0.92600,36,0.33047
ENSG00000163867,ZMYM6,18,-0.3437,34,0.83429,21,-0.1058,16,-0.5647
ENSG00000116560,SFPQ,315,0.35814,430,0.98757,197,-0.6057,157,-0.8572
ENSG00000146463,ZMYM4,64,0.03290,78,0.42148,54,-0.3355,62,-0.0018
ENSG00000142687,KIAA0319L,43,-0.5042,62,0.12496,69,0.45694,46,-0.4128
ENSG00000020129,NCDN,63,-3.0736,292,-0.7036,818,2.12754,205,-1.2750
ENSG00000126067,PSMB2,82,0.09982,55,-0.5959,103,0.75787,45,-0.9180
ENSG00000142686,C1orf216,20,-2.3388,62,-0.5746,152,1.84160,45,-1.1035
ENSG00000134698,AGO4,19,0.18466,34,1.33312,8,-1.4254,17,-0.0600
ENSG00000092847,AGO1,42,-0.0548,59,0.55899,37,-0.3612,42,-0.0438
ENSG00000126070,AGO3,96,0.72782,136,1.50469,31,-1.4685,32,-1.2013
ENSG00000116863,ADPRHL2,26,0.61182,12,-0.7625,19,0.09583,17,-0.1966
ENSG00000054116,TRAPPC3,23,-0.9888,27,-0.7226,61,1.10539,35,-0.3149
ENSG00000116871,MAP7D1,251,0.48047,137,-0.6047,212,0.22120,158,-0.3612
ENSG00000054118,THRAP3,198,0.45656,199,0.47091,128,-0.4282,120,-0.4363
ENSG00000196182,STK40,10,-0.6758,17,0.17964,16,0.22651,15,0.05184
ENSG00000181817,LSM10,24,-0.6317,16,-1.2876,45,0.69061,44,0.41405
ENSG00000116885,OSCP1,7,-1.1774,8,-1.0704,26,1.58326,10,-0.7723
ENSG00000116898,MRPS15,26,-1.1171,34,-0.6743,69,0.89187,52,0.07317
ENSG00000163873,GRIK3,7,-1.7014,53,1.92700,16,-0.6751,16,-0.5398
ENSG00000163875,MEAF6,54,-1.0244,83,-0.2971,132,0.78383,92,-0.1194
ENSG00000163877,SNIP1,9,-0.7854,27,1.11904,16,0.11211,7,-1.1283
ENSG00000134697,GNL2,37,0.45866,25,-0.2651,33,0.34196,16,-0.9569
ENSG00000116922,C1orf109,11,-0.6162,11,-0.6719,22,0.77326,15,-0.0772
ENSG00000185090,MANEAL,4,-2.5313,26,0.52893,28,1.06685,10,-1.0057
ENSG00000196449,YRDC,8,-0.5825,7,-0.8964,16,0.80166,12,0.00951
ENSG00000197982,C1orf122,330,1.01014,92,-1.2821,141,-0.7336,282,0.67801
ENSG00000188786,MTF1,43,1.77930,19,0.03602,8,-1.5860,14,-0.4751
ENSG00000183431,SF3A3,37,-0.4535,63,0.49407,58,0.48582,24,-1.1321
ENSG00000183520,UTP11,40,0.15242,30,-0.3295,41,0.30419,30,-0.3379
ENSG00000116954,RRAGC,61,0.49255,57,0.37733,45,-0.0642,24,-1.0869
ENSG00000158315,RHBDL2,43,2.96204,16,0.34240,0,-4.5421,4,-1.7162
ENSG00000174574,AKIRIN1,155,0.80115,87,-0.2696,94,-0.1907,79,-0.4348
ENSG00000168653,NDUFS5,279,-1.2049,296,-1.1060,784,0.87172,709,0.40410
ENSG00000127603,MACF1,460,0.42915,726,1.39897,172,-1.5216,296,-0.3667
ENSG00000090621,PABPC4,83,0.45541,80,0.38500,48,-0.6742,67,0.03516
ENSG00000116983,HPCAL4,57,-2.1571,299,0.62259,245,0.32444,230,0.12320
ENSG00000084072,PPIE,38,-0.0561,21,-1.0250,52,0.76484,32,-0.3328
ENSG00000043514,TRIT1,10,-0.2211,20,0.94645,15,0.52085,0,-4.7241
ENSG00000168389,MFSD2A,16,0.43976,17,0.46348,6,-1.3539,19,0.66279
ENSG00000131236,CAP1,201,0.38024,162,-0.0188,172,0.12475,111,-0.6716
ENSG00000131238,PPT1,81,-0.7003,89,-0.5406,168,0.88082,103,-0.2988
ENSG00000117000,RLF,34,0.21990,59,1.35564,22,-0.6737,13,-1.3450
ENSG00000259943,AL050341.2,19,0.78042,4,-1.7777,11,-0.2370,17,0.56755
ENSG00000084073,ZMPSTE24,39,0.15779,30,-0.2837,36,-0.0059,38,0.11049
ENSG00000049089,COL9A2,137,2.60165,41,-0.1464,4,-4.0183,39,-0.2524
ENSG00000084070,SMAP2,57,-1.3466,137,0.10283,181,0.93864,89,-0.6446
ENSG00000117016,RIMS3,9,-3.9163,40,-1.8249,218,1.91339,123,0.02327
ENSG00000066136,NFYC,18,-0.7136,27,-0.0683,31,0.29892,31,0.21244
ENSG00000127124,HIVEP3,15,-0.5114,34,0.94090,14,-0.7490,25,0.35665
ENSG00000198815,FOXJ3,25,-0.8094,48,0.29836,47,0.35833,36,-0.1954
ENSG00000177181,RIMKLA,5,-3.3953,14,-1.8048,74,1.69426,49,0.23001
ENSG00000127125,PPCS,42,-0.2034,39,-0.2986,51,0.23707,50,0.11175
ENSG00000186409,CCDC30,23,-0.7297,56,0.86142,27,-0.5745,44,0.39511
ENSG00000171960,PPIH,10,-0.6839,10,-0.7308,20,0.82394,14,-0.0629
ENSG00000065978,YBX1,247,1.46918,78,-0.7558,59,-1.4569,161,0.54013
ENSG00000164008,C1orf50,17,-0.1774,24,0.44909,18,-0.1001,17,-0.1774
ENSG00000177868,SVBP,50,0.00383,42,-0.3066,49,-0.0212,59,0.29679
ENSG00000117394,SLC2A1,45,0.68802,22,-0.5638,21,-0.7800,45,0.69815
ENSG00000117395,EBNA1BP2,51,-0.7115,50,-0.7559,109,0.93386,69,-0.2030
ENSG00000179178,TMEM125,115,3.17677,24,-0.5232,4,-3.5764,17,-1.0825
ENSG00000066322,ELOVL1,233,3.43190,43,-0.6525,3,-4.9774,35,-0.9801
ENSG00000159479,MED8,16,-0.5626,22,-0.0668,33,1.11787,8,-1.7044
ENSG00000198198,SZT2,23,0.88928,20,0.57467,10,-0.8587,10,-0.5788
ENSG00000178922,HYI,31,1.22677,5,-1.8553,11,-0.8859,25,0.78537
ENSG00000142949,PTPRF,101,0.38914,50,-0.8374,100,0.51423,58,-0.5847
ENSG00000066135,KDM4A,12,-0.1113,11,-0.3799,16,0.57091,10,-0.4649
ENSG00000126091,ST3GAL3,7,-2.1102,25,-0.2533,34,0.40246,44,0.80142
ENSG00000117408,IPO13,175,1.78711,70,-0.1212,45,-1.0605,40,-1.0502
ENSG00000117410,ATP6V0B,174,-0.9445,201,-0.7084,473,1.30981,196,-0.7513
ENSG00000117411,B4GALT2,40,-0.4784,26,-1.2013,54,0.07452,89,1.02600
ENSG00000159214,CCDC24,6,-1.3199,13,-0.0266,18,0.79889,11,-0.2378
ENSG00000196517,SLC6A9,32,2.98497,5,-0.8206,2,-2.2888,4,-1.3098
ENSG00000178028,DMAP1,45,-0.3163,41,-0.4780,73,0.83376,37,-0.6476
ENSG00000117419,ERI3,79,-0.5159,95,-0.1950,134,0.59235,91,-0.2808
ENSG00000187147,RNF220,158,0.46441,104,-0.3035,121,-0.0462,113,-0.1609
ENSG00000142937,RPS8,1372,0.77425,600,-0.7275,631,-0.8098,1345,0.73469
ENSG00000070785,EIF2B3,20,-0.5492,22,-0.4517,43,1.18260,14,-1.2114
ENSG00000126107,HECTD3,15,-0.0712,15,-0.0851,23,0.95136,4,-2.1333
ENSG00000126088,UROD,45,-0.7880,43,-0.8739,102,0.97439,67,-0.1257
