Feature ID,Feature Name,Feature count topic 1to7,Feature log2 fold change topic 1to7,Feature count topic 8to11,Feature log2 fold change topic 8to11
ENSG00000159363,ATP13A2,80,0.59639,53,-0.5963
ENSG00000117118,SDHB,62,0.45367,45,-0.4536
ENSG00000117115,PADI2,28,-1.7439,96,1.74399
ENSG00000179051,RCC2,22,0.61768,14,-0.6176
ENSG00000074964,ARHGEF10L,12,-0.5294,17,0.52946
ENSG00000117154,IGSF21,53,0.58544,35,-0.5854
ENSG00000159423,ALDH4A1,11,-1.4272,30,1.42729
ENSG00000127481,UBR4,36,-0.2467,43,0.24676
ENSG00000127463,EMC1,32,0.28825,26,-0.2882
ENSG00000053372,MRTO4,38,0.33377,30,-0.3337
ENSG00000053371,AKR7A2,21,-1.1032,46,1.10327
ENSG00000077549,CAPZB,173,0.32541,138,-0.3254
ENSG00000173436,MICOS10,210,-0.3313,264,0.33133
ENSG00000158747,NBL1,123,0.12046,113,-0.1204
ENSG00000169914,OTUD3,16,0.41171,12,-0.4117
ENSG00000162545,CAMK2N1,1862,0.00082,1860,-0.0008
ENSG00000090432,MUL1,15,0.18533,13,-0.1853
ENSG00000158828,PINK1,425,0.61472,277,-0.6147
ENSG00000244038,DDOST,18,-0.2073,21,0.20735
ENSG00000117245,KIF17,27,1.61774,8,-1.6177
ENSG00000189410,SH2D5,39,0.62280,25,-0.6228
ENSG00000127483,HP1BP3,324,-0.1660,363,0.16609
ENSG00000075151,EIF4G3,434,1.04011,211,-1.0401
ENSG00000117298,ECE1,10,-1.2151,25,1.21512
ENSG00000076864,RAP1GAP,94,0.45474,69,-0.4547
ENSG00000090686,USP48,87,0.35556,68,-0.3555
ENSG00000070831,CDC42,188,0.63000,121,-0.6300
ENSG00000004487,KDM1A,92,0.73578,55,-0.7357
ENSG00000169641,LUZP1,264,0.94106,137,-0.9410
ENSG00000125944,HNRNPR,153,0.42274,114,-0.4227
ENSG00000204219,TCEA3,9,-1.6471,29,1.64719
ENSG00000117318,ID3,5,-2.8818,40,2.88180
ENSG00000142676,RPL11,306,-0.7840,527,0.78407
ENSG00000011007,ELOA,33,0.18490,29,-0.1849
ENSG00000057757,PITHD1,150,0.94211,78,-0.9421
ENSG00000011009,LYPLA2,21,0.42598,15,-0.4259
ENSG00000117308,GALE,13,-0.1022,14,0.10220
ENSG00000117305,HMGCL,11,-1.0091,22,1.00916
ENSG00000189266,PNRC2,61,0.12552,56,-0.1255
ENSG00000188529,SRSF10,67,0.09232,62,-0.0923
ENSG00000001461,NIPAL3,100,0.33007,80,-0.3300
ENSG00000133226,SRRM1,207,-0.4036,274,0.40363
ENSG00000169504,CLIC4,15,-1.5902,47,1.59021
ENSG00000117614,SYF2,134,-0.2073,155,0.20731
ENSG00000117616,RSRP1,44,-0.0012,44,0.00129
ENSG00000183726,TMEM50A,72,0.25839,60,-0.2583
ENSG00000204178,MACO1,79,0.24496,67,-0.2449
ENSG00000117643,MAN1C1,41,1.00309,20,-1.0030
ENSG00000162430,SELENON,11,-1.4671,32,1.46712
ENSG00000117640,MTFR1L,63,0.49533,45,-0.4953
ENSG00000117632,STMN1,1376,1.25566,576,-1.2556
ENSG00000158008,EXTL1,29,-0.0708,30,0.07085
ENSG00000175087,PDIK1L,16,0.30018,13,-0.3001
ENSG00000142684,ZNF593,26,0.44620,19,-0.4462
ENSG00000142669,SH3BGRL3,121,0.07216,115,-0.0721
ENSG00000158062,UBXN11,12,-0.2962,15,0.29626
ENSG00000117682,DHDDS,13,-0.2940,16,0.29402
ENSG00000198830,HMGN2,135,-0.6783,217,0.67834
ENSG00000117713,ARID1A,57,-0.3661,73,0.36613
ENSG00000204160,ZDHHC18,19,0.30821,15,-0.3082
ENSG00000142751,GPN2,16,-0.2343,19,0.23431
ENSG00000090273,NUDC,235,0.46507,170,-0.4650
ENSG00000253368,TRNP1,52,0.40562,39,-0.4056
ENSG00000090020,SLC9A1,23,0.69898,14,-0.6989
ENSG00000142784,WDTC1,23,-0.3530,30,0.35305
ENSG00000186501,TMEM222,30,-0.0664,31,0.06645
ENSG00000158195,WASF2,17,-2.1126,76,2.11262
ENSG00000126705,AHDC1,37,0.11502,34,-0.1150
ENSG00000126709,IFI6,113,0.40441,85,-0.4044
ENSG00000009780,FAM76A,22,0.06544,21,-0.0654
ENSG00000117758,STX12,88,0.09394,82,-0.0939
ENSG00000117751,PPP1R8,27,0.09937,25,-0.0993
ENSG00000117748,RPA2,42,0.58466,28,-0.5846
ENSG00000126698,DNAJC8,319,0.45007,233,-0.4500
ENSG00000130770,ATP5IF1,441,0.83500,247,-0.8350
ENSG00000204138,PHACTR4,23,-1.2399,55,1.23991
ENSG00000180098,TRNAU1AP,12,-0.1231,13,0.12313
ENSG00000198492,YTHDF2,110,1.12653,50,-1.1265
ENSG00000159023,EPB41,27,0.03252,26,-0.0325
ENSG00000116350,SRSF4,63,-0.4261,85,0.42611
ENSG00000116353,MECR,33,1.09560,15,-1.0956
ENSG00000162511,LAPTM5,8,-1.6387,26,1.63879
ENSG00000162512,SDC3,118,-0.4246,159,0.42463
ENSG00000134644,PUM1,161,0.05043,155,-0.0504
ENSG00000060688,SNRNP40,14,-0.4662,20,0.46628
ENSG00000121766,ZCCHC17,152,0.50135,107,-0.5013
ENSG00000121769,FABP3,90,1.35827,35,-1.3582
ENSG00000162517,PEF1,64,0.67929,40,-0.6792
ENSG00000084636,COL16A1,13,-0.6294,21,0.62949
ENSG00000121753,ADGRB2,176,0.54599,120,-0.5459
ENSG00000184007,PTP4A2,217,-0.0225,221,0.02259
ENSG00000121774,KHDRBS1,143,0.15210,128,-0.1521
ENSG00000025800,KPNA6,94,0.72732,57,-0.7273
ENSG00000084652,TXLNA,22,-0.2926,27,0.29261
ENSG00000160050,CCDC28B,14,-0.7649,24,0.76497
ENSG00000084623,EIF3I,115,0.38591,88,-0.3859
ENSG00000175130,MARCKSL1,109,-1.1985,250,1.19852
ENSG00000160058,BSDC1,40,-0.1725,45,0.17254
ENSG00000160062,ZBTB8A,26,0.26806,21,-0.2680
ENSG00000176261,ZBTB8OS,35,0.39444,27,-0.3944
ENSG00000162521,RBBP4,132,-0.0041,132,0.00413
ENSG00000162522,KIAA1522,19,0.03084,19,-0.0308
ENSG00000134684,YARS,109,1.39684,41,-1.3968
ENSG00000160097,FNDC5,28,0.18831,25,-0.1883
ENSG00000121905,HPCA,131,0.55851,89,-0.5585
ENSG00000121900,TMEM54,32,-0.4456,43,0.44564
ENSG00000004455,AK2,22,-0.1640,25,0.16401
ENSG00000160094,ZNF362,13,-0.7843,23,0.78438
ENSG00000134686,PHC2,42,0.39004,32,-0.3900
ENSG00000163866,SMIM12,48,0.93410,25,-0.9341
ENSG00000116544,DLGAP3,39,-0.4659,55,0.46597
ENSG00000163867,ZMYM6,24,0.39345,18,-0.3934
ENSG00000116560,SFPQ,226,-0.2481,269,0.24816
ENSG00000146463,ZMYM4,80,-0.0089,81,0.00896
ENSG00000142687,KIAA0319L,52,-0.0341,53,0.03414
ENSG00000020129,NCDN,530,1.50656,186,-1.5065
ENSG00000126067,PSMB2,87,0.81471,49,-0.8147
ENSG00000142686,C1orf216,89,1.25346,37,-1.2534
ENSG00000134698,AGO4,12,-0.4068,16,0.40683
ENSG00000092847,AGO1,33,-0.2130,38,0.21306
ENSG00000126070,AGO3,44,-0.2858,54,0.28586
ENSG00000054116,TRAPPC3,41,0.62528,27,-0.6252
ENSG00000116871,MAP7D1,164,0.44065,121,-0.4406
ENSG00000054118,THRAP3,214,0.26127,178,-0.2612
ENSG00000181817,LSM10,40,1.15027,18,-1.1502
ENSG00000116885,OSCP1,17,1.03117,8,-1.0311
ENSG00000116898,MRPS15,50,0.69571,31,-0.6957
ENSG00000163875,MEAF6,112,0.67627,70,-0.6762
ENSG00000163877,SNIP1,18,0.68043,11,-0.6804
ENSG00000134697,GNL2,38,0.79514,22,-0.7951
ENSG00000116922,C1orf109,15,0.30153,12,-0.3015
ENSG00000185090,MANEAL,25,1.04324,12,-1.0432
ENSG00000197982,C1orf122,113,-0.6182,173,0.61821
ENSG00000188786,MTF1,11,-0.5518,17,0.55185
ENSG00000183431,SF3A3,48,0.14048,43,-0.1404
ENSG00000183520,UTP11,61,0.50565,43,-0.5056
ENSG00000185668,POU3F1,18,1.18423,8,-1.1842
ENSG00000116954,RRAGC,52,0.62370,33,-0.6237
ENSG00000174574,AKIRIN1,71,0.42775,53,-0.4277
ENSG00000168653,NDUFS5,598,0.59209,396,-0.5920
ENSG00000127603,MACF1,282,-1.0245,575,1.02454
ENSG00000090621,PABPC4,55,-0.5634,82,0.56348
ENSG00000116983,HPCAL4,267,-0.0250,272,0.02500
ENSG00000084072,PPIE,33,0.50477,23,-0.5047
ENSG00000131236,CAP1,185,0.40834,139,-0.4083
ENSG00000131238,PPT1,134,0.21234,116,-0.2123
ENSG00000117000,RLF,34,0.10845,31,-0.1084
ENSG00000084073,ZMPSTE24,28,-0.0893,30,0.08934
ENSG00000084070,SMAP2,218,1.44724,80,-1.4472
ENSG00000117016,RIMS3,157,0.26927,131,-0.2692
ENSG00000066136,NFYC,32,0.55968,21,-0.5596
ENSG00000127124,HIVEP3,18,-0.1668,21,0.16684
ENSG00000198815,FOXJ3,47,0.53680,33,-0.5368
ENSG00000177181,RIMKLA,55,0.79445,32,-0.7944
ENSG00000127125,PPCS,62,0.41735,46,-0.4173
ENSG00000186409,CCDC30,72,0.01297,72,-0.0129
ENSG00000065978,YBX1,70,-1.2782,170,1.27824
ENSG00000164008,C1orf50,19,0.64083,12,-0.6408
ENSG00000177868,SVBP,38,0.56473,26,-0.5647
ENSG00000117394,SLC2A1,20,-1.7642,70,1.76423
ENSG00000117395,EBNA1BP2,106,1.22893,45,-1.2289
ENSG00000066322,ELOVL1,15,-0.3763,20,0.37630
ENSG00000159479,MED8,25,1.11829,11,-1.1182
ENSG00000142949,PTPRF,115,0.53948,79,-0.5394
ENSG00000066135,KDM4A,17,0.08242,16,-0.0824
ENSG00000126091,ST3GAL3,23,-0.1796,26,0.17969
ENSG00000117408,IPO13,37,-0.0519,38,0.05199
ENSG00000117410,ATP6V0B,403,1.39699,153,-1.3969
ENSG00000117411,B4GALT2,41,-0.7995,72,0.79952
ENSG00000178028,DMAP1,75,0.67752,47,-0.6775
ENSG00000117419,ERI3,104,-0.0809,110,0.08095
ENSG00000187147,RNF220,106,0.54799,72,-0.5479
ENSG00000142937,RPS8,749,-0.5967,1133,0.59673
ENSG00000070785,EIF2B3,40,0.81356,22,-0.8135
ENSG00000126088,UROD,74,0.42524,55,-0.4252
ENSG00000117450,PRDX1,218,-0.7003,355,0.70036
ENSG00000117448,AKR1A1,38,-0.1000,40,0.10004
ENSG00000132780,NASP,56,-0.5394,82,0.53941
ENSG00000159592,GPBP1L1,37,0.33880,29,-0.3388
ENSG00000159596,TMEM69,12,-0.0675,13,0.06755
ENSG00000086015,MAST2,24,0.30349,19,-0.3034
ENSG00000117461,PIK3R3,37,-0.3251,46,0.32519
ENSG00000085998,POMGNT1,43,0.20175,38,-0.2017
ENSG00000132128,LRRC41,30,-0.0389,31,0.03895
ENSG00000173660,UQCRH,372,0.51546,260,-0.5154
ENSG00000117481,NSUN4,19,0.08641,18,-0.0864
ENSG00000117480,FAAH,24,0.80238,14,-0.8023
ENSG00000079277,MKNK1,19,-0.0900,20,0.09003
ENSG00000123472,ATPAF1,125,0.22728,107,-0.2272
ENSG00000159658,EFCAB14,62,-0.7473,104,0.74739
ENSG00000186377,CYP4X1,17,0.82638,10,-0.8263
ENSG00000162368,CMPK1,128,0.60301,84,-0.6030
ENSG00000162373,BEND5,51,1.42743,19,-1.4274
ENSG00000162374,ELAVL4,292,1.19646,127,-1.1964
ENSG00000185104,FAF1,43,0.39052,32,-0.3905
ENSG00000123091,RNF11,434,0.57278,291,-0.5727
ENSG00000085832,EPS15,214,0.36569,166,-0.3656
ENSG00000117859,OSBPL9,21,0.11587,20,-0.1158
ENSG00000078618,NRDC,138,0.68548,86,-0.6854
ENSG00000169213,RAB3B,44,0.04060,42,-0.0406
ENSG00000117862,TXNDC12,31,0.28761,25,-0.2876
ENSG00000134717,BTF3L4,54,0.41155,40,-0.4115
ENSG00000157077,ZFYVE9,70,1.18261,31,-1.1826
ENSG00000134748,PRPF38A,45,-0.8492,81,0.84923
ENSG00000134744,TUT4,76,-0.7580,129,0.75808
ENSG00000162377,COA7,33,0.46675,24,-0.4667
ENSG00000162378,ZYG11B,195,0.75397,116,-0.7539
ENSG00000116171,SCP2,93,-0.3626,120,0.36266
ENSG00000162384,CZIB,42,0.09271,40,-0.0927
ENSG00000162385,MAGOH,25,0.64948,16,-0.6494
ENSG00000157193,LRP8,31,-0.3328,39,0.33286
ENSG00000058799,YIPF1,21,1.70168,6,-1.7016
ENSG00000081870,HSPB11,23,0.02991,22,-0.0299
ENSG00000116209,TMEM59,125,-0.0155,127,0.01552
ENSG00000116221,MRPL37,50,0.53643,34,-0.5364
ENSG00000157216,SSBP3,189,-0.0369,194,0.03691
ENSG00000243725,TTC4,27,1.38439,10,-1.3843
ENSG00000116133,DHCR24,207,1.80360,59,-1.8036
ENSG00000162402,USP24,31,-0.2512,37,0.25128
ENSG00000162407,PLPP3,69,-2.2668,334,2.26682
ENSG00000162409,PRKAA2,86,0.91594,45,-0.9159
ENSG00000173406,DAB1,17,0.87646,9,-0.8764
ENSG00000162601,MYSM1,85,0.89920,45,-0.8992
ENSG00000177606,JUN,77,-0.4530,106,0.45305
ENSG00000134709,HOOK1,83,1.76495,24,-1.7649
ENSG00000162599,NFIA,118,-1.7666,401,1.76660
ENSG00000162604,TM2D1,44,0.06967,41,-0.0696
ENSG00000162607,USP1,86,0.32885,68,-0.3288
ENSG00000116641,DOCK7,26,-1.3246,67,1.32460
ENSG00000125703,ATG4C,21,0.21050,18,-0.2105
ENSG00000142856,ITGB3BP,21,-0.3573,27,0.35734
ENSG00000079739,PGM1,36,-0.5653,53,0.56532
ENSG00000158966,CACHD1,16,-1.0914,35,1.09144
ENSG00000162437,RAVER2,12,-0.9111,22,0.91114
ENSG00000162434,JAK1,120,0.23134,102,-0.2313
ENSG00000162433,AK4,55,-0.9336,105,0.93369
ENSG00000116675,DNAJC6,350,1.01321,173,-1.0132
ENSG00000213625,LEPROT,29,-1.4161,77,1.41611
ENSG00000184588,PDE4B,61,-0.0957,65,0.09579
ENSG00000118473,SGIP1,171,0.80733,98,-0.8073
ENSG00000198160,MIER1,71,-0.2980,87,0.29805
ENSG00000142864,SERBP1,291,0.10540,271,-0.1054
ENSG00000116717,GADD45A,15,-1.2657,38,1.26575
ENSG00000172380,GNG12,13,-1.6888,42,1.68884
ENSG00000116729,WLS,30,-2.1072,130,2.10728
ENSG00000033122,LRRC7,92,1.52421,32,-1.5242
ENSG00000066557,LRRC40,29,1.06470,14,-1.0647
ENSG00000116754,SRSF11,266,0.03643,259,-0.0364
ENSG00000118454,ANKRD13C,42,0.68643,26,-0.6864
ENSG00000132485,ZRANB2,194,0.46697,140,-0.4669
ENSG00000172260,NEGR1,641,1.60814,210,-1.6081
ENSG00000178965,ERICH3,185,1.84450,51,-1.8445
ENSG00000116791,CRYZ,22,0.85913,12,-0.8591
ENSG00000162623,TYW3,67,0.62272,43,-0.6227
ENSG00000117054,ACADM,54,0.14798,49,-0.1479
ENSG00000137955,RABGGTB,32,0.08703,30,-0.0870
ENSG00000117069,ST6GALNAC5,68,2.05619,16,-2.0561
ENSG00000142892,PIGK,32,0.69155,19,-0.6915
ENSG00000154027,AK5,380,1.87752,103,-1.8775
ENSG00000036549,AC118549.1,29,-0.1286,32,0.12866
ENSG00000077254,USP33,141,0.69784,87,-0.6978
ENSG00000180488,MIGA1,164,1.03959,79,-1.0395
ENSG00000162613,FUBP1,67,0.23317,57,-0.2331
ENSG00000162616,DNAJB4,35,0.06358,34,-0.0635
ENSG00000137959,IFI44L,9,-2.3672,48,2.36729
ENSG00000117114,ADGRL2,35,1.43547,13,-1.4354
ENSG00000137941,TTLL7,332,0.81503,189,-0.8150
ENSG00000142875,PRKACB,456,1.07091,217,-1.0709
ENSG00000117133,RPF1,41,0.25401,34,-0.2540
ENSG00000174021,GNG5,21,-1.2634,51,1.26347
ENSG00000117155,SSX2IP,332,1.31981,133,-1.3198
ENSG00000162642,C1orf52,55,0.89396,29,-0.8939
ENSG00000153904,DDAH1,225,-0.3820,293,0.38209
ENSG00000117174,ZNHIT6,56,-0.0803,59,0.08031
ENSG00000122417,ODF2L,111,0.46076,81,-0.4607
ENSG00000097033,SH3GLB1,52,-0.7538,89,0.75388
ENSG00000183291,SELENOF,83,0.20376,72,-0.2037
ENSG00000153936,HS2ST1,44,-0.5016,63,0.50162
ENSG00000143013,LMO4,1367,1.19292,598,-1.1929
ENSG00000065243,PKN2,38,-0.6298,59,0.62984
ENSG00000137947,GTF2B,23,0.87504,13,-0.8750
ENSG00000137944,KYAT3,19,0.81896,10,-0.8189
ENSG00000213516,RBMXL1,27,0.06220,25,-0.0622
ENSG00000197147,LRRC8B,131,1.63843,42,-1.6384
ENSG00000171492,LRRC8D,42,0.90680,22,-0.9068
ENSG00000162664,ZNF326,67,-0.2431,79,0.24316
ENSG00000233593,LINC02609,33,0.88626,18,-0.8862
ENSG00000122482,ZNF644,96,-0.2306,112,0.23065
ENSG00000069702,TGFBR3,7,-2.0588,32,2.05887
ENSG00000172031,EPHX4,46,2.43889,8,-2.4388
ENSG00000189195,BTBD8,845,2.07613,200,-2.0761
ENSG00000174842,GLMN,29,0.92675,15,-0.9267
ENSG00000122484,RPAP2,118,0.14849,106,-0.1484
ENSG00000067208,EVI5,104,-0.1636,117,0.16367
ENSG00000122406,RPL5,506,-0.0795,534,0.07954
ENSG00000154511,DIPK1A,35,0.82289,20,-0.8228
ENSG00000143033,MTF2,38,0.13114,35,-0.1311
ENSG00000117500,TMED5,19,-0.7083,31,0.70833
ENSG00000117505,DR1,51,0.15451,46,-0.1545
ENSG00000137942,FNBP1L,26,-0.7191,42,0.71913
ENSG00000067334,DNTTIP2,128,0.51620,89,-0.5162
ENSG00000023909,GCLM,35,0.19723,30,-0.1972
ENSG00000137962,ARHGAP29,36,-1.0436,75,1.04360
ENSG00000117528,ABCD3,50,-0.0413,52,0.04138
ENSG00000117525,F3,19,-2.6965,124,2.69658
ENSG00000117519,CNN3,58,-1.9427,223,1.94271
ENSG00000172339,ALG14,11,-0.2034,13,0.20347
ENSG00000152078,TLCD4,58,0.17947,51,-0.1794
ENSG00000228971,LINC02607,25,3.72733,1,-3.7273
ENSG00000117569,PTBP2,57,0.84299,32,-0.8429
ENSG00000117598,PLPPR5,29,0.94186,15,-0.9418
ENSG00000117600,PLPPR4,110,1.78722,31,-1.7872
ENSG00000162688,AGL,43,-0.2697,52,0.26970
ENSG00000117620,SLC35A3,18,0.05307,18,-0.0530
ENSG00000156875,MFSD14A,34,0.32295,27,-0.3229
ENSG00000137992,DBT,58,-0.4958,82,0.49587
ENSG00000224616,RTCA-AS1,20,-0.8158,36,0.81584
ENSG00000137996,RTCA,40,1.12611,18,-1.1261
ENSG00000162694,EXTL2,85,1.29286,34,-1.2928
ENSG00000170989,S1PR1,15,-2.2765,76,2.27659
ENSG00000118733,OLFM3,108,2.05854,26,-2.0585
ENSG00000060718,COL11A1,15,-0.9640,31,0.96401
ENSG00000185946,RNPC3,77,-0.8869,143,0.88691
ENSG00000198890,PRMT6,14,0.30505,11,-0.3050
ENSG00000162631,NTNG1,49,2.30749,10,-2.3074
ENSG00000162636,FAM102B,63,1.41322,23,-1.4132
ENSG00000162639,HENMT1,22,1.15837,9,-1.1583
ENSG00000134186,PRPF38B,73,-0.3994,97,0.39949
ENSG00000116266,STXBP3,37,-0.6923,60,0.69238
ENSG00000121957,GPSM2,23,-0.9953,47,0.99532
ENSG00000121940,CLCC1,20,0.03423,19,-0.0342
ENSG00000085433,WDR47,148,1.53193,51,-1.5319
ENSG00000197780,TAF13,105,0.34761,82,-0.3476
ENSG00000215717,TMEM167B,49,0.46926,35,-0.4692
ENSG00000116299,KIAA1324,15,0.66803,9,-0.6680
ENSG00000031698,SARS,306,0.82188,173,-0.8218
ENSG00000143126,CELSR2,104,0.85257,58,-0.8525
ENSG00000134222,PSRC1,22,1.06126,10,-1.0612
ENSG00000134243,SORT1,219,1.12257,100,-1.1225
ENSG00000143106,PSMA5,51,0.83091,29,-0.8309
ENSG00000174151,CYB561D1,17,1.30246,6,-1.3024
ENSG00000181754,AMIGO1,50,1.17378,22,-1.1737
ENSG00000065135,GNAI3,18,-0.7798,32,0.77985
ENSG00000116337,AMPD2,49,-0.2730,59,0.27308
ENSG00000168765,GSTM4,26,0.46433,18,-0.4643
ENSG00000134201,GSTM5,16,-2.9210,125,2.92108
ENSG00000134202,GSTM3,147,-0.7533,248,0.75339
ENSG00000168710,AHCYL1,348,-1.4425,947,1.44253
ENSG00000143093,STRIP1,22,0.41396,16,-0.4139
ENSG00000197106,SLC6A17,140,0.73640,84,-0.7364
ENSG00000116396,KCNC4,40,-0.0568,41,0.05687
ENSG00000162775,RBM15,15,0.60264,9,-0.6026
ENSG00000134248,LAMTOR5,95,0.03649,93,-0.0364
ENSG00000177301,KCNA2,144,1.04334,69,-1.0433
ENSG00000259834,AL365361.1,21,1.07949,10,-1.0794
ENSG00000121931,LRIF1,55,0.89008,29,-0.8900
ENSG00000134255,CEPT1,26,-0.1572,29,0.15723
ENSG00000116455,WDR77,17,0.94893,8,-0.9489
ENSG00000116459,ATP5PB,171,0.43029,127,-0.4302
ENSG00000116473,RAP1A,42,-0.4867,59,0.48676
ENSG00000197852,INKA2,43,0.67734,27,-0.6773
ENSG00000171385,KCND3,120,0.32338,96,-0.3233
ENSG00000143079,CTTNBP2NL,29,-0.6013,44,0.60134
ENSG00000116489,CAPZA1,45,0.34254,36,-0.3425
ENSG00000155366,RHOC,22,-1.7193,74,1.71936
ENSG00000155380,SLC16A1,17,-0.7625,29,0.76255
ENSG00000081026,MAGI3,115,0.38243,88,-0.3824
ENSG00000116793,PHTF1,22,0.24586,18,-0.2458
ENSG00000081019,RSBN1,48,-0.0302,49,0.03025
