Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to7,Feature log2 fold change topic 5to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10to12,Feature log2 fold change topic 10to12
ENSG00000198912,C1orf174,27,0.17632,9,-1.3889,20,-0.2394,21,-0.1781,19,-0.3814,22,-0.1010,28,0.23397,33,0.68519
ENSG00000196581,AJAP1,16,-1.5941,28,-0.7965,60,0.39702,31,-0.6327,69,0.80939,74,0.72955,31,-0.6282,38,-0.3841
ENSG00000069424,KCNAB2,72,-1.5213,116,-0.8217,287,0.59888,208,0.08063,165,-0.3374,282,0.57152,318,0.76766,197,-0.0010
ENSG00000116254,CHD5,47,-2.4480,130,-0.9548,224,-0.1192,285,0.26006,363,0.84876,228,-0.0953,191,-0.3706,236,-0.0452
ENSG00000116251,RPL22,763,0.46778,1073,1.03594,793,0.53234,841,0.62800,486,-0.2941,412,-0.5000,218,-1.4578,422,-0.5482
ENSG00000116237,ICMT,17,-1.3368,21,-1.0652,36,-0.2204,44,0.07198,45,0.11694,56,0.45186,78,0.99639,39,-0.1226
ENSG00000097021,ACOT7,65,-1.9557,46,-2.4427,125,-0.9728,194,-0.3110,174,-0.5681,323,0.49939,474,1.13732,364,0.90332
ENSG00000215788,TNFRSF25,5,-2.5458,22,-0.3173,11,-1.3755,12,-1.2387,35,0.44122,57,1.16744,14,-0.9816,36,0.50134
ENSG00000171680,PLEKHG5,0,-8.2573,2,-3.2582,45,0.89184,19,-0.4637,29,0.26364,61,1.42706,32,0.33232,20,-0.4224
ENSG00000162408,NOL9,14,-1.1091,34,0.18625,35,0.21912,28,-0.0918,30,-0.0031,19,-0.6722,25,-0.2619,38,0.48093
ENSG00000162413,KLHL21,21,-0.7665,30,-0.2432,36,0.04369,39,0.16206,27,-0.4773,36,0.04777,36,0.04500,48,0.59651
ENSG00000116273,PHF13,18,0.01624,17,-0.0421,21,0.24275,12,-0.5327,12,-0.7427,30,0.83445,10,-0.8340,23,0.52592
ENSG00000041988,THAP3,3,-2.4898,13,-0.3973,28,0.83920,20,0.31090,14,-0.3203,23,0.46334,5,-1.7670,22,0.56443
ENSG00000007923,DNAJC11,39,0.03816,25,-0.6025,34,-0.1800,51,0.48702,40,0.09314,26,-0.5510,37,-0.0486,41,0.14504
ENSG00000171735,CAMTA1,201,-0.9982,286,-0.4586,323,-0.2689,377,-0.0289,547,0.72746,286,-0.4599,366,-0.0759,377,-0.0353
ENSG00000049245,VAMP3,133,2.87751,38,0.50554,20,-0.4387,24,-0.1876,18,-0.7656,6,-2.1183,5,-2.5585,16,-0.9314
ENSG00000049246,PER3,62,1.32298,24,-0.1996,32,0.21841,21,-0.4357,22,-0.3952,38,0.51368,7,-1.9951,27,-0.0516
ENSG00000116288,PARK7,177,-0.9124,336,0.07315,382,0.27520,325,0.01933,265,-0.3591,297,-0.1198,272,-0.2566,423,0.55655
ENSG00000116285,ERRFI1,23,-0.1708,14,-0.8868,20,-0.3858,26,-0.0237,23,-0.2038,29,0.17595,39,0.61493,31,0.30360
ENSG00000162426,SLC45A1,5,-2.4957,5,-2.7280,15,-1.1102,19,-0.7704,37,0.35989,57,0.99260,58,1.02837,33,0.15281
ENSG00000142599,RERE,155,0.35448,150,0.29771,152,0.31889,100,-0.3272,148,0.35640,94,-0.4268,73,-0.8144,106,-0.2889
ENSG00000074800,ENO1,268,-0.7626,864,1.11025,516,0.25813,202,-1.1859,330,-0.5270,439,0.00144,505,0.22198,494,0.23278
ENSG00000171612,SLC25A33,25,-0.0382,52,1.12317,61,1.41297,32,0.31941,16,-0.8535,15,-0.7941,19,-0.4485,19,-0.5202
ENSG00000171603,CLSTN1,235,-1.8280,239,-1.8024,442,-0.8863,589,-0.4492,780,-0.0172,1204,0.68532,1037,0.44120,1118,0.72450
ENSG00000178585,CTNNBIP1,30,-0.1623,19,-0.8526,29,-0.1857,51,0.69540,32,-0.0691,9,-1.8900,21,-0.7062,47,0.73461
ENSG00000162441,LZIC,90,0.78574,93,0.84805,60,0.14563,53,-0.0668,57,0.07880,22,-1.3743,35,-0.7137,45,-0.3627
ENSG00000130939,UBE4B,53,0.25684,41,-0.1393,34,-0.4100,52,0.22163,37,-0.3736,37,-0.3064,53,0.27963,53,0.31693
ENSG00000054523,KIF1B,597,0.49415,448,0.03587,350,-0.3512,442,0.01346,512,0.30927,267,-0.7610,404,-0.1259,404,-0.1537
ENSG00000142657,PGD,63,0.09154,20,-1.6018,44,-0.4781,61,0.04274,49,-0.3806,53,-0.1801,122,1.16354,69,0.28208
ENSG00000241563,CORT,5,-2.9302,29,-0.4297,59,0.68441,37,-0.0560,79,1.64818,15,-1.3857,14,-1.5210,22,-1.0121
ENSG00000160049,DFFA,89,0.85340,106,1.14251,71,0.48366,28,-0.9532,56,0.11228,42,-0.3495,46,-0.2149,27,-1.1570
ENSG00000142655,PEX14,2,-3.1712,12,-0.7633,23,0.22973,15,-0.3839,24,0.34238,38,1.02818,19,-0.1011,20,-0.0301
ENSG00000120948,TARDBP,134,0.67265,73,-0.2845,63,-0.5147,69,-0.3821,91,0.05724,132,0.64320,56,-0.6898,86,-0.0484
ENSG00000271895,AL109811.2,3,-2.2337,6,-1.4549,11,-0.5964,5,-1.5670,22,0.58925,16,-0.0493,8,-0.9849,27,1.02277
ENSG00000116649,SRM,40,-0.6247,48,-0.3343,85,0.56230,54,-0.1738,51,-0.3099,106,0.92532,56,-0.0970,59,-0.0257
ENSG00000171824,EXOSC10,50,0.51515,51,0.54828,25,-0.5932,20,-0.8880,41,0.22565,35,-0.0293,31,-0.2140,33,-0.1656
ENSG00000198793,MTOR,16,-1.5376,39,-0.1526,35,-0.3419,38,-0.2006,43,-0.0105,54,0.32569,56,0.39402,52,0.33624
ENSG00000116661,FBXO2,44,-2.0984,354,1.10790,330,0.98711,171,-0.0757,108,-0.9164,245,0.49680,252,0.54269,145,-0.3922
ENSG00000132879,FBXO44,38,-1.4279,69,-0.5115,83,-0.2391,69,-0.5280,98,0.01704,142,0.61478,96,-0.0110,124,0.49340
ENSG00000116670,MAD2L2,30,0.94756,20,0.30234,23,0.52806,9,-0.8459,11,-0.7096,29,0.87191,12,-0.4986,14,-0.2955
ENSG00000177000,MTHFR,15,-0.6695,29,0.38121,23,0.02500,19,-0.2625,27,0.34264,17,-0.4427,21,-0.1408,23,-0.0078
ENSG00000011021,CLCN6,40,-0.8084,17,-2.0690,44,-0.6602,80,0.25737,64,-0.1014,76,0.16544,74,0.12304,97,0.73848
ENSG00000116685,KIAA2013,43,0.51096,28,-0.1579,24,-0.4027,26,-0.2560,25,-0.3832,42,0.45985,32,0.02206,34,0.19139
ENSG00000083444,PLOD1,19,-0.0631,35,0.90960,12,-0.7172,12,-0.7853,14,-0.6263,25,0.35854,25,0.36858,23,0.25490
ENSG00000116688,MFN2,63,-1.0678,114,-0.1590,103,-0.3083,137,0.12669,104,-0.3561,122,-0.0516,176,0.53818,162,0.50138
ENSG00000048707,VPS13D,60,-0.3881,75,-0.0348,41,-0.9671,49,-0.6900,66,-0.2927,89,0.23608,103,0.45813,103,0.59008
ENSG00000162496,DHRS3,6,-1.5253,58,2.03458,19,0.13157,11,-0.7400,17,-0.0203,23,0.45680,28,0.75043,4,-2.2646
ENSG00000116731,PRDM2,161,-0.6540,152,-0.7432,174,-0.5344,189,-0.4117,406,1.07131,251,0.03113,182,-0.4681,209,-0.3068
ENSG00000189337,KAZN,111,0.50050,36,-1.2095,61,-0.4348,107,0.44152,76,-0.1214,64,-0.3539,101,0.35743,87,0.15033
ENSG00000142634,EFHD2,72,-0.3477,72,-0.3561,22,-2.0821,69,-0.4157,60,-0.7343,15,-2.6193,79,-0.2037,191,1.74400
ENSG00000116138,DNAJC16,47,0.45408,25,-0.5370,29,-0.2764,23,-0.6737,20,-0.9587,48,0.50650,64,0.96538,42,0.32839
ENSG00000197312,DDI2,33,-0.2966,38,-0.1092,18,-1.1948,42,0.07079,43,0.13601,36,-0.1763,41,0.00974,49,0.37357
ENSG00000116786,PLEKHM2,77,-0.5943,124,0.13369,219,1.06547,192,0.84222,101,-0.2280,60,-0.9831,94,-0.2912,99,-0.2590
ENSG00000065526,SPEN,312,1.03251,231,0.53155,151,-0.1382,97,-0.8133,259,0.95140,92,-0.8912,85,-1.0267,79,-1.2870
ENSG00000116809,ZBTB17,32,0.51075,28,0.31605,18,-0.3891,28,0.31948,21,-0.2034,24,0.03152,15,-0.6757,24,0.02680
ENSG00000037637,FBXO42,21,0.01109,3,-2.8934,14,-0.6315,19,-0.1003,28,0.56784,14,-0.6244,17,-0.2932,26,0.46380
ENSG00000055070,SZRD1,45,0.99006,33,0.48600,37,0.67272,19,-0.3738,25,0.02932,15,-0.7160,18,-0.4770,17,-0.6581
ENSG00000159363,ATP13A2,49,-1.3399,58,-1.0992,75,-0.6955,145,0.32208,86,-0.5887,150,0.37807,270,1.36257,139,0.31317
ENSG00000117118,SDHB,45,-0.6882,67,-0.0748,47,-0.6299,106,0.65333,67,-0.1056,75,0.08591,78,0.16017,76,0.14872
ENSG00000117115,PADI2,270,3.25994,167,2.15264,37,-0.4197,17,-1.5821,7,-3.1505,12,-2.0832,5,-3.3576,16,-1.7961
ENSG00000179051,RCC2,16,-0.4513,6,-1.8541,21,-0.1079,24,0.10660,21,-0.1074,21,-0.0750,47,1.23164,22,0.03456
ENSG00000074964,ARHGEF10L,13,-0.0949,15,0.05790,17,0.32420,29,1.16451,7,-1.0852,7,-0.9188,27,1.05340,12,-0.2137
ENSG00000117154,IGSF21,29,-1.5232,53,-0.6395,58,-0.4844,59,-0.4584,59,-0.5486,162,1.15230,103,0.40535,106,0.56315
ENSG00000159423,ALDH4A1,8,-0.7944,40,1.68207,45,1.87149,17,0.24588,8,-0.9720,11,-0.4493,3,-2.1958,9,-0.9140
ENSG00000127481,UBR4,56,0.25576,72,0.67990,40,-0.2739,19,-1.3678,64,0.59593,35,-0.4449,56,0.25909,33,-0.6495
ENSG00000127463,EMC1,18,-1.1040,42,0.20053,36,-0.0626,24,-0.6544,32,-0.2714,48,0.40801,46,0.33011,45,0.38689
ENSG00000053372,MRTO4,21,-1.1030,36,-0.3373,54,0.28612,38,-0.2305,46,0.06877,35,-0.3741,33,-0.4448,60,0.58526
ENSG00000053371,AKR7A2,35,0.46392,52,1.12601,39,0.66639,21,-0.2870,15,-0.8956,32,0.34797,18,-0.5671,22,-0.2909
ENSG00000077549,CAPZB,118,-0.5656,164,-0.0584,166,-0.0454,159,-0.1080,174,0.04307,191,0.17942,199,0.24113,175,0.05407
ENSG00000173436,MICOS10,278,-0.1937,298,-0.0848,426,0.48346,616,1.09952,225,-0.6112,248,-0.3699,214,-0.5978,340,0.15072
ENSG00000158747,NBL1,56,-1.1665,110,-0.1392,160,0.45818,138,0.21724,78,-0.7741,120,0.00191,172,0.57298,150,0.44770
ENSG00000169914,OTUD3,8,-1.5180,6,-1.8854,19,-0.2960,12,-1.0652,27,0.26407,24,0.04556,25,0.11077,35,0.83947
ENSG00000162545,CAMK2N1,1012,-0.7317,1601,-0.0234,4674,1.79329,1232,-0.4312,1906,0.31554,1956,0.29420,640,-1.4206,890,-1.0713
ENSG00000090432,MUL1,24,0.70833,4,-2.0310,15,-0.0848,13,-0.3029,11,-0.5637,17,0.17590,36,1.38198,14,-0.1368
ENSG00000183114,FAM43B,9,-1.1499,22,0.11435,3,-2.8327,19,-0.0759,7,-1.6644,3,-2.5558,17,-0.2118,48,2.14533
ENSG00000158828,PINK1,249,-0.9523,277,-0.7907,461,-0.0065,544,0.25737,371,-0.4077,339,-0.4817,709,0.68692,619,0.59320
ENSG00000244038,DDOST,7,-2.0465,29,0.03592,24,-0.2981,6,-2.1948,28,-0.0725,45,0.71535,41,0.57230,36,0.46593
ENSG00000117245,KIF17,2,-4.1432,9,-1.8763,11,-1.6455,37,0.18573,21,-0.8077,21,-0.6574,16,-1.0763,78,2.12786
ENSG00000189410,SH2D5,2,-4.3446,3,-3.7568,48,0.18712,45,0.08494,52,0.38564,70,0.79724,48,0.19571,47,0.17216
ENSG00000127483,HP1BP3,385,0.64888,296,0.22635,233,-0.1535,118,-1.1822,347,0.61444,198,-0.4049,194,-0.4355,205,-0.4157
ENSG00000075151,EIF4G3,224,-0.3252,165,-0.7887,179,-0.6646,182,-0.6404,445,1.01837,276,0.00416,371,0.47627,192,-0.6608
ENSG00000117298,ECE1,24,0.54806,55,1.97346,19,0.16439,13,-0.3697,17,-0.0705,10,-0.8460,18,0.04960,6,-1.8189
ENSG00000076864,RAP1GAP,59,-1.4470,62,-1.3628,67,-1.2634,123,-0.3364,124,-0.4002,171,0.16835,137,-0.1768,283,1.36042
ENSG00000090686,USP48,104,0.29401,56,-0.6633,48,-0.9097,37,-1.2850,133,0.90843,82,-0.0833,75,-0.2184,78,-0.1832
ENSG00000070831,CDC42,219,0.19535,146,-0.4371,111,-0.8591,140,-0.4999,143,-0.5586,196,0.02125,287,0.63286,265,0.64155
ENSG00000133216,EPHB2,27,0.99532,3,-2.2900,15,0.04290,11,-0.3633,10,-0.5574,15,0.12840,18,0.36642,17,0.34001
ENSG00000004487,KDM1A,30,-1.0799,26,-1.2923,58,-0.0793,41,-0.6087,76,0.45560,80,0.44299,74,0.32330,63,0.08837
ENSG00000169641,LUZP1,26,-3.0346,25,-3.0615,143,-0.5048,201,0.02636,349,1.23828,120,-0.7714,388,1.10154,142,-0.6095
ENSG00000125944,HNRNPR,222,0.73091,140,-0.0060,124,-0.2028,111,-0.3728,152,0.14466,156,0.16629,87,-0.7408,131,-0.1286
ENSG00000125945,ZNF436,4,-2.0455,21,0.38866,15,-0.1484,8,-1.0772,16,-0.0267,42,1.55258,4,-1.9522,18,0.18614
ENSG00000142676,RPL11,858,0.79202,1037,1.11417,867,0.81043,641,0.31500,356,-0.7100,344,-0.6546,221,-1.3242,423,-0.4010
ENSG00000011007,ELOA,35,0.15416,40,0.37933,30,-0.0656,29,-0.1242,40,0.46858,27,-0.2349,24,-0.4423,25,-0.4568
ENSG00000057757,PITHD1,142,-0.3032,58,-1.6480,129,-0.4535,184,0.09905,136,-0.4419,166,-0.0689,275,0.74475,238,0.64874
ENSG00000011009,LYPLA2,17,-0.5601,25,0.00963,31,0.33913,31,0.32775,16,-0.7385,30,0.29468,29,0.23497,29,0.28647
ENSG00000117308,GALE,7,-1.0842,2,-2.6663,15,0.11821,13,-0.1570,14,0.05290,12,-0.2889,25,0.92270,17,0.40615
ENSG00000189266,PNRC2,45,-0.5390,102,0.76128,72,0.19186,46,-0.4879,66,0.05400,99,0.69743,40,-0.7017,55,-0.2906
ENSG00000188529,SRSF10,138,1.01919,63,-0.2381,58,-0.3663,28,-1.4378,78,0.10506,77,0.06465,52,-0.5498,78,0.11557
ENSG00000001461,NIPAL3,405,1.81441,125,-0.1658,44,-1.7507,90,-0.6651,124,-0.2070,81,-0.8314,154,0.16414,132,-0.1008
ENSG00000133226,SRRM1,387,1.07182,276,0.50614,203,0.01853,82,-1.3600,296,0.80359,146,-0.4928,130,-0.6752,100,-1.2313
ENSG00000169504,CLIC4,250,3.60723,91,1.39161,10,-2.0499,22,-0.8840,9,-2.4370,13,-1.6806,2,-4.2411,19,-1.2483
ENSG00000117614,SYF2,132,0.10120,229,0.99916,153,0.33116,85,-0.5831,156,0.46363,105,-0.2597,58,-1.1524,86,-0.6745
ENSG00000117616,RSRP1,135,0.67803,85,-0.0726,43,-1.1094,32,-1.5494,105,0.32879,136,0.68503,32,-1.5432,96,0.15018
ENSG00000183726,TMEM50A,110,0.72295,62,-0.1856,55,-0.3604,48,-0.5693,54,-0.4852,131,1.01909,63,-0.1706,70,-0.0075
ENSG00000204178,MACO1,83,0.48749,48,-0.3664,64,0.07323,29,-1.1337,82,0.59426,53,-0.2054,56,-0.1318,51,-0.3304
ENSG00000117643,MAN1C1,13,-1.8121,19,-1.1928,45,0.09000,22,-0.9961,45,0.08447,128,1.85896,79,0.98540,24,-0.9978
ENSG00000162430,SELENON,35,0.51472,57,1.36188,24,-0.0398,17,-0.5902,17,-0.7011,45,0.95672,15,-0.7389,18,-0.5478
ENSG00000117640,MTFR1L,37,-0.8712,61,-0.0971,71,0.13874,93,0.55236,54,-0.3557,96,0.61243,51,-0.3884,71,0.16525
ENSG00000117632,STMN1,1358,-0.1078,580,-1.4029,778,-0.9616,1692,0.24015,1187,-0.3792,1199,-0.3007,1209,-0.2888,2359,1.03253
ENSG00000158008,EXTL1,15,-1.7123,47,0.00918,44,-0.0770,59,0.36426,34,-0.5965,40,-0.2447,49,0.07299,68,0.79183
ENSG00000142684,ZNF593,13,-1.5067,24,-0.6396,37,0.03712,41,0.20546,32,-0.2235,23,-0.6799,33,-0.1621,56,0.89549
ENSG00000142669,SH3BGRL3,144,-0.2502,190,0.18471,159,-0.0950,174,0.04855,115,-0.7019,156,-0.1269,197,0.24040,221,0.54411
ENSG00000158062,UBXN11,14,-0.5070,14,-0.4846,36,1.02353,19,-0.0142,21,0.15502,21,0.12769,15,-0.3962,16,-0.2862
ENSG00000117682,DHDDS,8,-1.3264,30,0.64777,18,-0.1549,11,-0.8162,13,-0.7715,18,-0.1543,46,1.38638,23,0.25696
ENSG00000198830,HMGN2,321,1.30557,296,1.16292,163,0.17601,102,-0.5411,96,-0.7495,125,-0.2352,31,-2.3071,140,-0.0759
ENSG00000117713,ARID1A,105,0.59809,90,0.33755,57,-0.3775,49,-0.6092,81,0.22606,75,0.04699,71,-0.0408,60,-0.3545
ENSG00000204160,ZDHHC18,17,-0.1509,15,-0.2724,23,0.32617,26,0.54150,17,-0.1813,5,-1.8764,22,0.26948,21,0.25833
ENSG00000142751,GPN2,15,-0.5245,16,-0.4170,14,-0.6624,26,0.27744,21,-0.0187,25,0.22479,14,-0.6203,28,0.52266
ENSG00000090273,NUDC,205,-0.4053,185,-0.5574,331,0.35063,416,0.72190,261,-0.0366,227,-0.2422,260,-0.0331,260,-0.0380
ENSG00000253368,TRNP1,5,-3.2881,26,-1.0674,50,-0.0524,96,0.98218,53,0.04887,29,-0.8750,69,0.45514,63,0.37567
ENSG00000090020,SLC9A1,2,-2.8057,4,-2.2425,13,-0.4793,35,1.08567,6,-1.6996,19,0.06234,29,0.74243,31,1.19943
ENSG00000142784,WDTC1,25,-0.0925,20,-0.4259,33,0.33383,43,0.75574,21,-0.4480,21,-0.3576,34,0.35134,27,0.04311
ENSG00000186501,TMEM222,49,0.22466,26,-0.7318,45,0.08360,43,0.01826,30,-0.6162,45,0.07381,32,-0.4305,60,0.69678
ENSG00000158195,WASF2,175,2.49526,151,2.17641,52,0.31682,23,-0.9642,22,-1.1523,6,-2.8366,4,-3.3821,12,-2.1026
ENSG00000126705,AHDC1,21,-1.2082,34,-0.5056,34,-0.4785,20,-1.3046,61,0.51071,56,0.28810,35,-0.4430,60,0.50171
ENSG00000126709,IFI6,100,-0.7209,97,-0.7777,76,-1.1497,219,0.49744,70,-1.4454,71,-1.2324,733,2.75145,140,-0.2556
ENSG00000009780,FAM76A,25,0.03638,53,1.28281,18,-0.4603,9,-1.4698,23,-0.1012,35,0.60998,11,-1.1995,23,-0.0556
ENSG00000117758,STX12,112,0.05597,141,0.42391,102,-0.0871,80,-0.4723,87,-0.4032,101,-0.1073,118,0.13318,128,0.32685
ENSG00000117751,PPP1R8,51,1.00061,24,-0.2179,29,0.07237,29,0.10366,23,-0.2963,30,0.16036,16,-0.8410,27,-0.0516
ENSG00000117748,RPA2,29,-0.5958,53,0.32449,22,-0.9961,36,-0.2992,30,-0.6808,86,1.10597,39,-0.1745,55,0.48644
ENSG00000126698,DNAJC8,264,0.09949,265,0.10606,246,-0.0124,240,-0.0497,326,0.55445,180,-0.4996,217,-0.2062,195,-0.4459
ENSG00000130770,ATP5IF1,247,-1.1341,189,-1.5281,741,0.57648,682,0.44177,465,-0.2027,630,0.31202,540,0.06644,595,0.27536
ENSG00000204138,PHACTR4,104,1.92053,102,1.89677,26,-0.3610,8,-2.1003,33,-0.0047,15,-1.1518,14,-1.3309,10,-1.9262
ENSG00000180098,TRNAU1AP,37,0.92756,16,-0.4213,10,-1.0455,12,-0.8303,22,0.10608,19,-0.0986,15,-0.5046,25,0.33270
ENSG00000120656,TAF12,20,0.41044,13,-0.2437,11,-0.4916,20,0.44191,13,-0.3099,11,-0.5193,21,0.51878,16,0.10175
ENSG00000198492,YTHDF2,91,-0.0301,49,-0.9875,45,-1.0873,92,-0.0088,101,0.16006,115,0.33469,121,0.41853,99,0.13495
ENSG00000116329,OPRD1,0,-7.6516,0,-6.7522,12,-0.4246,19,0.22076,22,0.58911,35,1.21672,15,-0.1233,17,0.03092
ENSG00000159023,EPB41,7,-1.6228,7,-1.6997,15,-0.5211,28,0.41093,38,1.19538,11,-1.0305,30,0.52578,16,-0.5499
ENSG00000116350,SRSF4,101,0.38694,86,0.13533,89,0.17803,51,-0.6755,87,0.18922,86,0.13100,71,-0.1705,68,-0.2817
ENSG00000116353,MECR,10,-1.7353,17,-0.9312,30,-0.0762,31,-0.0168,31,0.00865,22,-0.5427,48,0.69041,41,0.55208
ENSG00000060656,PTPRU,13,-0.5694,6,-1.7171,10,-0.9013,10,-0.8752,12,-0.8212,19,0.05207,10,-0.8856,40,1.75832
