Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to12,Feature log2 fold change topic 8to12
ENSG00000162585,FAAP20,65,1.06431,54,0.87492,18,-0.9412,22,-0.6839,29,-0.2249,28,-0.4469
ENSG00000157933,SKI,36,0.32926,41,0.60670,40,0.50715,29,-0.0045,31,0.09501,20,-0.7723
ENSG00000157916,RER1,41,-0.3331,48,-0.0792,61,0.28935,19,-1.5790,67,0.45123,61,0.48676
ENSG00000157911,PEX10,34,0.73994,27,0.44395,22,0.05660,5,-2.2956,20,-0.1109,23,0.20259
ENSG00000149527,PLCH2,13,-0.2385,25,0.90143,13,-0.1510,9,-0.8244,0,-4.3400,17,0.34018
ENSG00000157881,PANK4,8,-0.6994,10,-0.5111,20,0.58420,10,-0.4490,3,-1.9935,18,0.79753
ENSG00000157870,PRXL2B,29,-0.4972,44,0.17912,35,-0.2131,27,-0.6316,20,-1.0645,51,0.63650
ENSG00000177133,PRDM16-DT,24,0.83713,41,2.18518,7,-1.0743,9,-0.7553,4,-1.6939,7,-1.4319
ENSG00000158109,TPRG1L,99,-0.8814,158,-0.1828,170,-0.0553,133,-0.4713,164,-0.1088,219,0.59455
ENSG00000130764,LRRC47,41,-0.9236,50,-0.6472,113,0.67591,60,-0.3521,48,-0.6763,94,0.62937
ENSG00000116198,CEP104,44,0.82045,22,-0.3063,29,0.14541,33,0.37232,40,0.65323,19,-0.7346
ENSG00000198912,C1orf174,9,-0.6106,12,-0.2275,16,0.21577,11,-0.3539,16,0.22913,16,0.31679
ENSG00000196581,AJAP1,35,-0.5383,30,-0.8340,56,0.18044,69,0.57550,38,-0.4345,55,0.22029
ENSG00000069424,KCNAB2,131,-0.4878,226,0.41011,128,-0.5187,109,-0.8296,127,-0.5360,220,0.53937
ENSG00000116254,CHD5,151,-0.7139,246,0.04035,221,-0.1282,442,1.14319,173,-0.5102,192,-0.5120
ENSG00000116251,RPL22,1044,1.15674,690,0.51924,373,-0.5042,447,-0.2435,644,0.35208,371,-0.7371
ENSG00000116237,ICMT,15,-1.4149,33,-0.2873,41,0.05100,30,-0.4850,26,-0.6267,53,0.83052
ENSG00000097021,ACOT7,50,-2.4576,152,-0.8711,170,-0.6423,161,-0.7810,194,-0.4403,410,1.46213
ENSG00000171680,PLEKHG5,2,-3.3380,24,0.26489,40,1.02425,14,-0.6491,1,-3.9669,26,0.61480
ENSG00000162408,NOL9,24,0.18669,16,-0.4716,9,-1.2834,28,0.44134,25,0.22987,23,0.10390
ENSG00000162413,KLHL21,30,0.26201,20,-0.4092,39,0.69682,17,-0.6622,28,0.17243,26,0.12139
ENSG00000041988,THAP3,11,-0.5844,19,0.23993,15,-0.1407,11,-0.6155,6,-1.4662,21,0.64878
ENSG00000007923,DNAJC11,26,-0.2373,27,-0.1908,50,0.79845,39,0.45605,14,-1.1433,28,-0.1722
ENSG00000171735,CAMTA1,241,-0.7443,309,-0.3964,366,-0.1031,726,1.16686,350,-0.1700,332,-0.3827
ENSG00000049245,VAMP3,62,2.08503,18,0.01618,15,-0.2446,8,-1.2888,45,1.48646,9,-1.4834
ENSG00000049246,PER3,52,1.12716,34,0.49359,30,0.21719,34,0.48097,15,-0.8282,16,-1.0834
ENSG00000116288,PARK7,212,-0.6834,376,0.23022,202,-0.7583,250,-0.4683,394,0.27841,380,0.36871
ENSG00000116285,ERRFI1,12,-1.1352,19,-0.4093,26,0.08952,24,-0.0686,7,-1.8318,33,0.81060
ENSG00000162426,SLC45A1,4,-2.9409,21,-0.7183,23,-0.5834,23,-0.6366,24,-0.4831,52,1.36378
ENSG00000142599,RERE,162,0.41526,135,0.13942,148,0.27469,188,0.74382,94,-0.4407,89,-0.7465
ENSG00000074800,ENO1,472,-0.1258,540,0.09553,504,-0.0241,342,-0.6726,396,-0.3985,600,0.42173
ENSG00000171612,SLC25A33,37,0.28921,64,1.36462,20,-0.6481,23,-0.5144,16,-0.9876,25,-0.4805
ENSG00000171603,CLSTN1,240,-1.6416,471,-0.6755,736,0.06514,613,-0.2400,831,0.25889,899,0.66244
ENSG00000178585,CTNNBIP1,48,0.75682,37,0.36646,15,-1.0092,28,-0.0860,41,0.48424,25,-0.4249
ENSG00000162441,LZIC,88,0.84675,48,-0.1466,36,-0.5396,78,0.75048,65,0.35225,36,-0.7933
ENSG00000130939,UBE4B,31,-0.4131,31,-0.4517,49,0.27053,35,-0.2496,39,-0.0663,48,0.40347
ENSG00000054523,KIF1B,435,0.34932,294,-0.2907,347,-0.0074,489,0.60670,466,0.46195,274,-0.5492
ENSG00000142657,PGD,22,-1.4291,36,-0.7431,59,0.06853,40,-0.5823,61,0.12025,77,0.86744
ENSG00000241563,CORT,19,-1.6257,46,-0.3933,16,-1.9087,144,1.81805,72,0.33781,41,-0.7439
ENSG00000160049,DFFA,75,0.90522,47,0.18319,29,-0.5791,46,0.13762,42,-0.0327,36,-0.4067
ENSG00000142655,PEX14,7,-1.4979,14,-0.6201,30,0.62479,11,-0.9143,35,0.86068,24,0.44563
ENSG00000120948,TARDBP,62,-0.3847,62,-0.4027,115,0.59443,81,0.03249,82,0.04667,81,0.06202
ENSG00000116649,SRM,37,-0.7759,65,0.10307,53,-0.2434,42,-0.6303,77,0.34912,72,0.38868
ENSG00000171824,EXOSC10,23,-0.4660,12,-1.5171,97,1.90990,38,0.33025,15,-1.0971,28,-0.2415
ENSG00000198793,MTOR,34,-0.5107,32,-0.6491,49,0.04860,33,-0.6100,22,-1.1672,67,0.98798
ENSG00000116661,FBXO2,204,0.11755,268,0.62999,144,-0.4176,81,-1.3653,62,-1.6875,232,0.54698
ENSG00000132879,FBXO44,45,-1.0295,68,-0.4124,108,0.33529,50,-0.9333,51,-0.8367,122,0.95464
ENSG00000177000,MTHFR,11,-0.5989,10,-0.8046,39,1.48021,20,0.37282,8,-0.9578,15,-0.1725
ENSG00000011021,CLCN6,41,-0.6397,63,0.00992,79,0.37419,64,0.05010,46,-0.4593,66,0.12737
ENSG00000116685,KIAA2013,40,0.38563,19,-0.7798,30,-0.0599,22,-0.5926,55,0.90067,34,0.17905
ENSG00000083444,PLOD1,30,0.65392,18,-0.1721,30,0.67887,16,-0.3241,9,-1.2449,20,0.03385
ENSG00000116688,MFN2,69,-0.6567,88,-0.3017,95,-0.1606,100,-0.0805,85,-0.3267,127,0.50865
ENSG00000048707,VPS13D,50,-0.6032,52,-0.5911,108,0.59564,86,0.25064,94,0.37194,73,-0.0511
ENSG00000162496,DHRS3,32,1.15469,21,0.48002,20,0.41875,6,-1.4591,3,-2.4841,16,0.02808
ENSG00000116731,PRDM2,154,-0.6906,193,-0.3748,182,-0.4331,454,1.19217,250,0.05883,202,-0.4088
ENSG00000189337,KAZN,69,0.00803,61,-0.1964,77,0.17483,111,0.86525,47,-0.5794,58,-0.4064
ENSG00000142634,EFHD2,69,-0.5904,46,-1.2811,129,0.37635,61,-0.8343,517,2.99972,58,-1.1806
ENSG00000116138,DNAJC16,13,-1.3765,28,-0.2675,27,-0.3256,28,-0.2597,28,-0.2630,43,0.73131
ENSG00000197312,DDI2,21,-1.0040,32,-0.4361,46,0.16731,65,0.82761,36,-0.2147,40,-0.0958
ENSG00000116786,PLEKHM2,127,0.24525,182,0.95134,63,-0.8276,115,0.10234,85,-0.3853,87,-0.5148
ENSG00000065526,SPEN,229,0.57519,120,-0.4831,140,-0.2078,346,1.49625,112,-0.5514,101,-0.9977
ENSG00000116809,ZBTB17,18,-0.0684,22,0.20651,32,0.77457,14,-0.5086,8,-1.3259,20,0.13680
ENSG00000037637,FBXO42,16,-0.4087,14,-0.6785,29,0.49401,18,-0.2942,6,-1.8347,28,0.75310
ENSG00000055070,SZRD1,37,0.98230,40,1.30427,25,0.38700,14,-0.5739,13,-0.6224,11,-1.2039
ENSG00000159363,ATP13A2,46,-1.5061,99,-0.3868,103,-0.2957,90,-0.5408,86,-0.5697,177,1.00335
ENSG00000117118,SDHB,39,-0.9401,67,-0.1493,39,-0.9611,54,-0.5076,54,-0.4746,101,0.90761
ENSG00000117115,PADI2,163,3.23081,39,0.52029,34,0.22824,9,-1.8696,29,0.00241,6,-2.9422
ENSG00000179051,RCC2,32,0.67181,18,-0.2201,15,-0.5401,14,-0.5938,6,-1.7403,26,0.62764
ENSG00000117154,IGSF21,32,-1.2525,46,-0.7824,82,0.17213,28,-1.5429,132,0.94610,98,0.79182
ENSG00000159423,ALDH4A1,35,1.26570,44,2.03743,11,-0.6045,4,-1.9290,6,-1.4328,9,-1.2507
ENSG00000127481,UBR4,30,-0.2524,18,-1.1073,51,0.55729,72,1.31406,15,-1.2744,31,-0.3582
ENSG00000127463,EMC1,19,-0.8819,23,-0.6209,86,1.53814,24,-0.5907,24,-0.5146,37,0.20741
ENSG00000053372,MRTO4,23,-0.7769,42,0.13749,48,0.34038,40,0.05691,24,-0.7275,41,0.14809
ENSG00000053371,AKR7A2,55,1.02429,33,0.20627,30,0.06042,13,-1.2421,22,-0.3912,30,0.06172
ENSG00000077549,CAPZB,94,-1.0769,150,-0.3899,161,-0.2491,145,-0.4542,201,0.09505,245,0.71285
ENSG00000173436,MICOS10,423,0.36356,477,0.63036,216,-0.6827,226,-0.6676,416,0.33727,315,-0.1572
ENSG00000158747,NBL1,122,-0.3085,152,0.02877,192,0.40375,88,-0.8753,187,0.35851,162,0.20819
ENSG00000169914,OTUD3,7,-1.4197,17,-0.1511,28,0.67265,29,0.82457,15,-0.3325,16,-0.3505
ENSG00000162545,CAMK2N1,2053,0.45453,2825,1.13232,682,-1.2501,1347,-0.2339,648,-1.3268,1361,-0.2991
ENSG00000090432,MUL1,5,-1.8688,23,0.29179,17,-0.2251,18,-0.1190,13,-0.5793,23,0.45083
ENSG00000183114,FAM43B,11,-1.0075,11,-1.0464,46,1.22789,12,-0.8809,74,2.09840,16,-0.6371
ENSG00000158828,PINK1,325,-0.5918,515,0.13788,228,-1.1247,303,-0.7518,514,0.12127,602,0.63896
ENSG00000244038,DDOST,9,-1.7344,19,-0.7126,27,-0.1089,25,-0.2533,17,-0.8165,42,1.03521
ENSG00000117245,KIF17,7,-2.0018,12,-1.2270,12,-1.1673,34,0.40904,50,1.01200,32,0.45902
ENSG00000189410,SH2D5,16,-1.0841,32,-0.0535,20,-0.7683,24,-0.5108,3,-3.3216,49,1.15837
ENSG00000127483,HP1BP3,334,0.64008,187,-0.3018,170,-0.4239,381,0.98401,207,-0.1217,168,-0.6535
ENSG00000075151,EIF4G3,140,-1.3310,211,-0.7749,259,-0.4030,581,1.01565,196,-0.8305,371,0.25164
ENSG00000117298,ECE1,36,1.15623,23,0.47990,47,1.62123,10,-0.9023,13,-0.4160,10,-1.2219
ENSG00000076864,RAP1GAP,41,-1.7650,95,-0.5645,222,0.83115,95,-0.5503,203,0.68360,149,0.30071
ENSG00000090686,USP48,79,-0.0621,40,-1.1746,156,1.03541,108,0.47409,82,-0.0067,75,-0.2143
ENSG00000070831,CDC42,111,-0.7133,111,-0.7676,162,-0.1371,153,-0.2427,182,0.04915,227,0.69020
ENSG00000133216,EPHB2,15,0.07740,10,-0.5861,6,-1.3430,14,-0.0050,17,0.26787,17,0.45931
ENSG00000004487,KDM1A,33,-1.2937,57,-0.4998,108,0.53089,68,-0.2202,57,-0.4630,96,0.57681
ENSG00000169641,LUZP1,80,-1.4460,179,-0.2430,116,-0.8910,371,1.09011,120,-0.8360,213,0.07485
ENSG00000125944,HNRNPR,108,-0.2997,89,-0.6444,141,0.12465,169,0.46155,174,0.45465,126,-0.0941
ENSG00000142676,RPL11,863,1.41456,444,0.32710,271,-0.4764,259,-0.5920,579,0.72738,261,-0.7710
ENSG00000011007,ELOA,34,0.41382,29,0.17570,21,-0.2875,34,0.49098,22,-0.2484,22,-0.4211
ENSG00000057757,PITHD1,73,-1.0790,139,-0.1005,119,-0.3306,109,-0.5048,159,0.12422,184,0.60341
ENSG00000011009,LYPLA2,15,-0.7056,24,0.06951,35,0.61804,13,-0.9164,25,0.08182,26,0.29882
ENSG00000117308,GALE,0,-4.4046,14,-0.2191,22,0.45124,13,-0.4083,9,-0.8565,22,0.83208
ENSG00000189266,PNRC2,69,0.17585,46,-0.4909,65,0.06859,62,-0.0061,74,0.28517,64,0.07552
ENSG00000188529,SRSF10,70,0.06217,44,-0.6988,136,1.14796,84,0.38041,28,-1.3507,64,-0.1298
ENSG00000001461,NIPAL3,166,0.38872,58,-1.3158,172,0.44825,118,-0.1570,309,1.44164,112,-0.3521
ENSG00000133226,SRRM1,409,1.04466,118,-0.9896,318,0.62102,402,1.17251,177,-0.3083,129,-1.1088
ENSG00000169504,CLIC4,122,3.49358,10,-1.0784,20,0.04032,3,-2.9242,58,1.79615,2,-3.5778
ENSG00000117614,SYF2,170,0.48515,140,0.19471,79,-0.7169,207,0.92572,87,-0.5573,95,-0.6357
ENSG00000117616,RSRP1,57,-0.3964,12,-2.7965,385,3.08659,40,-0.9929,39,-0.9776,59,-0.4958
ENSG00000183726,TMEM50A,75,0.23763,50,-0.4191,69,0.10370,43,-0.6702,72,0.17668,74,0.36567
ENSG00000204178,MACO1,60,-0.3189,38,-1.0875,109,0.62756,115,0.82146,62,-0.2529,69,-0.1545
ENSG00000117643,MAN1C1,9,-2.2249,31,-0.4413,46,0.20245,28,-0.5958,6,-2.8731,61,1.24536
ENSG00000162430,SELENON,43,1.11477,36,0.92212,42,1.04218,9,-1.4084,17,-0.3696,14,-0.9701
ENSG00000117640,MTFR1L,60,0.00130,57,-0.0779,57,-0.0883,45,-0.4733,31,-1.0176,74,0.54104
ENSG00000117632,STMN1,519,-1.4621,943,-0.6064,797,-0.8185,1225,-0.1717,2252,0.82304,1670,0.56392
ENSG00000158008,EXTL1,37,-0.0397,47,0.37215,44,0.24306,26,-0.5953,53,0.52266,35,-0.1990
ENSG00000175087,PDIK1L,13,-0.2809,11,-0.5303,14,-0.1380,15,-0.0244,28,0.96298,15,0.00543
ENSG00000142684,ZNF593,20,-1.2098,45,-0.0099,32,-0.5438,42,-0.1275,51,0.20265,53,0.41800
ENSG00000142669,SH3BGRL3,155,-0.0147,185,0.29825,141,-0.1656,102,-0.7088,259,0.81156,150,-0.1087
ENSG00000158062,UBXN11,28,0.45633,21,0.01449,37,0.86183,14,-0.6685,20,-0.1031,20,-0.1632
ENSG00000117682,DHDDS,10,-1.0344,17,-0.2610,19,-0.0986,15,-0.4220,28,0.57081,23,0.41254
ENSG00000198830,HMGN2,278,1.01870,163,0.15945,159,0.10769,105,-0.5872,238,0.76022,115,-0.5904
ENSG00000117713,ARID1A,103,0.61483,71,0.02286,76,0.12378,84,0.32396,46,-0.6276,61,-0.3259
ENSG00000204160,ZDHHC18,13,-0.8347,16,-0.5224,25,0.14155,13,-0.8692,19,-0.2690,31,0.88798
ENSG00000142751,GPN2,26,0.38852,13,-0.6889,18,-0.1816,20,-0.0452,14,-0.5212,24,0.41124
ENSG00000090273,NUDC,246,0.01074,243,-0.0069,195,-0.3475,242,-0.0166,243,-0.0080,255,0.11073
ENSG00000253368,TRNP1,20,-1.4330,66,0.43403,23,-1.2350,52,-0.0003,33,-0.6867,62,0.47062
ENSG00000090020,SLC9A1,10,-1.0982,18,-0.2802,21,-0.0312,20,-0.0877,17,-0.3187,26,0.54225
ENSG00000142784,WDTC1,36,0.71136,29,0.37204,27,0.24704,16,-0.6283,13,-0.8474,23,-0.0708
ENSG00000186501,TMEM222,32,-0.0018,32,0.00878,51,0.75071,18,-0.9311,30,-0.1189,34,0.16325
ENSG00000158195,WASF2,161,2.74593,33,-0.0830,44,0.36993,32,-0.1411,33,-0.0751,10,-2.3316
ENSG00000126705,AHDC1,45,-0.2954,35,-0.7264,80,0.60332,62,0.20829,42,-0.3991,59,0.19392
ENSG00000126709,IFI6,99,0.02685,65,-0.6802,119,0.30724,42,-1.3794,113,0.22599,126,0.69161
ENSG00000009780,FAM76A,24,0.38474,10,-0.9437,44,1.41755,22,0.30269,16,-0.2445,15,-0.5026
ENSG00000117758,STX12,94,-0.1737,84,-0.3704,141,0.47301,94,-0.1895,140,0.45911,105,0.01442
ENSG00000117751,PPP1R8,46,0.92218,18,-0.5960,26,-0.0256,21,-0.3522,27,0.02949,27,0.10145
ENSG00000117748,RPA2,21,-1.0492,24,-0.9420,55,0.39949,22,-1.0843,56,0.41334,58,0.84728
ENSG00000126698,DNAJC8,192,-0.2986,284,0.34968,111,-1.1271,357,0.77772,195,-0.2797,203,-0.3251
ENSG00000130770,ATP5IF1,228,-1.3111,585,0.14493,248,-1.1861,428,-0.3880,434,-0.3353,704,0.74798
ENSG00000204138,PHACTR4,78,2.13982,17,-0.4459,34,0.68622,32,0.63290,24,0.13405,7,-2.2457
ENSG00000180098,TRNAU1AP,27,0.61685,14,-0.4760,25,0.47752,10,-0.9719,20,0.17959,20,0.21744
ENSG00000120656,TAF12,11,-0.6357,25,0.73104,16,-0.0203,14,-0.2603,10,-0.7821,16,0.01937
ENSG00000198492,YTHDF2,23,-2.1065,66,-0.6032,91,-0.0621,93,-0.0289,122,0.40778,116,0.55100
ENSG00000116329,OPRD1,5,-1.6004,16,0.16002,11,-0.4702,23,0.85085,4,-1.8491,15,0.11970
ENSG00000159023,EPB41,15,-0.3575,13,-0.6125,31,0.75441,42,1.47190,5,-1.9953,14,-0.6960
ENSG00000116350,SRSF4,98,-0.0019,62,-0.7485,115,0.25503,158,0.87144,68,-0.5749,91,-0.1773
ENSG00000116353,MECR,24,-0.4884,41,0.37291,30,-0.1432,18,-1.0329,25,-0.4693,41,0.52420
ENSG00000162512,SDC3,200,0.77571,181,0.68638,138,0.17732,74,-0.8447,59,-1.1222,115,-0.1700
ENSG00000134644,PUM1,104,-0.5426,109,-0.5041,189,0.39014,217,0.69200,115,-0.3866,143,-0.0875
ENSG00000060688,SNRNP40,19,-0.1056,8,-1.5339,20,-0.0478,18,-0.2356,26,0.33041,26,0.65228
ENSG00000121766,ZCCHC17,112,-0.5173,141,-0.1732,102,-0.6655,180,0.25029,179,0.21349,168,0.18363
ENSG00000121769,FABP3,27,-2.4077,122,-0.1996,69,-1.0453,60,-1.3451,136,-0.0224,211,1.29991
ENSG00000162517,PEF1,20,-2.0131,82,0.09362,55,-0.5264,51,-0.6969,74,-0.0827,104,0.79739
ENSG00000084636,COL16A1,33,0.14928,22,-0.5332,65,1.23404,12,-1.5269,33,0.12724,33,0.22857
ENSG00000121753,ADGRB2,137,-0.6316,180,-0.2289,234,0.19831,126,-0.8187,232,0.18605,252,0.53608
ENSG00000184007,PTP4A2,662,1.57775,207,-0.3724,176,-0.5902,194,-0.4818,520,1.14856,187,-0.7179
ENSG00000121774,KHDRBS1,84,-0.4795,83,-0.5490,130,0.19171,119,0.06062,143,0.35137,124,0.18404
ENSG00000025800,KPNA6,61,-0.7616,81,-0.3634,83,-0.2913,140,0.59213,115,0.21871,101,0.00846
ENSG00000084652,TXLNA,18,-0.3173,21,-0.0507,31,0.55256,27,0.39404,15,-0.5392,20,-0.1871
ENSG00000160050,CCDC28B,13,-0.4300,25,0.58381,10,-0.8096,17,-0.0279,2,-2.7682,20,0.36814
ENSG00000084623,EIF3I,71,-0.6218,69,-0.7156,80,-0.4383,97,-0.1566,118,0.16313,135,0.64872
ENSG00000175130,MARCKSL1,549,1.98100,214,0.37955,158,-0.1405,82,-1.2217,354,1.17620,84,-1.4801
ENSG00000160058,BSDC1,68,0.09625,48,-0.4853,83,0.41077,54,-0.2885,85,0.46140,65,0.05905
ENSG00000160062,ZBTB8A,21,0.31779,18,0.11774,29,0.83954,11,-0.6994,10,-0.7141,17,0.00688
ENSG00000176261,ZBTB8OS,17,-1.3926,52,0.33335,52,0.30245,35,-0.3604,42,-0.0259,46,0.18248
ENSG00000162521,RBBP4,113,0.00264,89,-0.3921,97,-0.2276,127,0.20676,63,-0.8855,129,0.35724
ENSG00000162522,KIAA1522,23,0.77684,27,1.15909,19,0.45332,11,-0.4595,3,-2.3989,10,-0.7241
ENSG00000134684,YARS,37,-1.8015,84,-0.6507,88,-0.5198,115,-0.1193,120,-0.0407,168,0.86423
ENSG00000160097,FNDC5,11,-1.8705,43,0.22422,8,-2.2627,79,1.41903,12,-1.6766,35,-0.1498
ENSG00000121905,HPCA,43,-2.1751,175,-0.0945,102,-0.9082,146,-0.3958,219,0.27048,242,0.74896
ENSG00000121900,TMEM54,61,0.57565,73,0.99439,18,-1.3132,29,-0.6425,31,-0.4788,39,-0.1862
ENSG00000116514,RNF19B,8,-1.3009,19,-0.0433,17,-0.2109,13,-0.6552,5,-1.9858,28,1.03402
ENSG00000004455,AK2,34,0.51428,26,0.09798,25,0.05350,17,-0.5965,24,-0.0551,25,0.05096
ENSG00000142920,AZIN2,14,-0.6448,12,-0.9506,24,0.10253,17,-0.4181,19,-0.2308,30,0.83492
ENSG00000160094,ZNF362,26,0.56630,24,0.51203,11,-0.7723,20,0.14251,3,-2.3865,18,-0.0338
ENSG00000134686,PHC2,41,-0.1306,36,-0.3833,62,0.49881,45,-0.0011,52,0.22460,45,-0.0160
ENSG00000163866,SMIM12,34,-0.6857,45,-0.2827,55,0.06224,39,-0.5362,32,-0.7641,70,0.75527
ENSG00000116544,DLGAP3,66,0.64225,74,0.95224,46,0.06862,31,-0.5969,17,-1.4308,38,-0.3428
ENSG00000163867,ZMYM6,13,-0.6933,12,-0.8901,30,0.58872,25,0.35780,29,0.56640,20,-0.0609
ENSG00000116560,SFPQ,278,0.09298,150,-0.9190,544,1.20366,345,0.49323,201,-0.4100,225,-0.3502
ENSG00000146463,ZMYM4,66,0.04234,58,-0.1734,42,-0.6429,112,1.01989,52,-0.3356,55,-0.3885
ENSG00000142687,KIAA0319L,57,-0.0874,55,-0.1408,62,0.05772,64,0.11937,59,-0.0366,61,0.02747
ENSG00000020129,NCDN,91,-2.4930,296,-0.7974,527,0.15521,250,-1.0634,287,-0.7850,747,1.38821
ENSG00000126067,PSMB2,52,-0.9140,71,-0.5039,72,-0.4306,59,-0.8064,123,0.39763,128,0.81939
ENSG00000142686,C1orf216,20,-2.3330,66,-0.6214,77,-0.3205,66,-0.6061,129,0.48996,130,0.89215
ENSG00000092847,AGO1,45,0.19120,27,-0.6095,57,0.57945,55,0.57936,69,0.88141,28,-0.7579
ENSG00000126070,AGO3,67,0.67526,25,-0.9245,89,1.16181,59,0.54695,35,-0.3581,33,-0.6250
ENSG00000116863,ADPRHL2,17,0.07391,4,-2.0069,6,-1.3955,8,-1.1515,19,0.26515,26,1.38348
ENSG00000054116,TRAPPC3,23,-0.8401,31,-0.4786,32,-0.3884,29,-0.5577,16,-1.3923,60,1.11941
ENSG00000116871,MAP7D1,180,-0.0352,186,0.01500,165,-0.1784,151,-0.3415,193,0.07083,200,0.21084
ENSG00000054118,THRAP3,138,-0.2934,124,-0.4942,127,-0.4261,321,1.24116,154,-0.1188,138,-0.4395
ENSG00000196182,STK40,25,0.79419,20,0.48555,11,-0.4421,15,0.00324,4,-1.7296,14,-0.1679
ENSG00000181817,LSM10,26,-0.6611,47,0.25599,41,-0.0077,31,-0.4700,27,-0.6559,48,0.42314
ENSG00000116885,OSCP1,7,-1.6661,11,-1.0930,30,0.44227,16,-0.6181,19,-0.2588,32,1.01409
ENSG00000116898,MRPS15,28,-1.2227,63,0.03207,66,0.10325,50,-0.3589,50,-0.3267,75,0.49275
ENSG00000163873,GRIK3,8,-1.2759,3,-2.6442,36,1.09370,22,0.34621,83,2.69106,8,-1.5353
ENSG00000163875,MEAF6,45,-1.3378,107,-0.0343,91,-0.2738,111,0.03000,168,0.69408,114,0.10333
ENSG00000134697,GNL2,24,-0.4583,19,-0.8242,19,-0.7842,49,0.77221,21,-0.6512,36,0.35249
ENSG00000116922,C1orf109,5,-1.3168,10,-0.4745,15,0.20930,13,-0.1159,21,0.71780,15,0.24245
ENSG00000185090,MANEAL,4,-2.6016,15,-0.7509,31,0.39532,20,-0.3387,18,-0.4095,33,0.90155
