Feature ID,Feature Name,Feature count topic 1to3,Feature log2 fold change topic 1to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to10,Feature log2 fold change topic 5to10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12to13,Feature log2 fold change topic 12to13
ENSG00000078369,GNB1,446,-0.1022,322,-0.5866,441,-0.1692,477,0.02115,669,0.62061
ENSG00000187730,GABRD,296,1.16573,143,-0.2632,134,-0.5812,76,-1.2174,148,-0.2332
ENSG00000067606,PRKCZ,230,0.26836,169,-0.2627,197,-0.0417,119,-0.7896,220,0.16455
ENSG00000162585,FAAP20,23,-0.3419,11,-1.3470,22,-0.5333,39,0.55105,54,1.21032
ENSG00000157933,SKI,11,-1.0600,17,-0.3260,19,-0.3004,49,1.35135,32,0.68471
ENSG00000157916,RER1,60,0.69832,33,-0.3666,34,-0.4980,53,0.37819,37,-0.2021
ENSG00000157911,PEX10,17,-0.0197,10,-0.7859,15,-0.4284,36,1.16859,20,0.25889
ENSG00000157870,PRXL2B,52,0.52561,39,-0.0043,33,-0.4684,26,-0.6551,49,0.35725
ENSG00000177133,PRDM16-DT,5,-1.3325,2,-2.1832,5,-1.5247,61,3.02410,18,0.81233
ENSG00000158109,TPRG1L,253,0.33450,167,-0.3758,203,-0.1192,134,-0.7093,243,0.22858
ENSG00000116213,WRAP73,14,0.51382,18,0.83718,9,-0.4329,15,0.59136,5,-1.2587
ENSG00000130764,LRRC47,96,0.51652,57,-0.3913,75,0.05807,54,-0.4720,53,-0.5313
ENSG00000116198,CEP104,21,-0.8838,50,0.56331,41,0.48157,41,0.23923,26,-0.4680
ENSG00000198912,C1orf174,17,0.57735,13,0.00565,10,-0.5582,21,0.76884,10,-0.3972
ENSG00000196581,AJAP1,41,0.06813,39,-0.0183,43,0.23652,24,-0.7339,35,-0.2258
ENSG00000069424,KCNAB2,252,0.68607,147,-0.2989,140,-0.5934,137,-0.4134,220,0.36615
ENSG00000116254,CHD5,213,-0.5762,323,0.15136,369,0.69178,164,-0.8864,236,-0.3608
ENSG00000116251,RPL22,349,-0.6868,302,-0.8142,509,-0.0233,656,0.38821,807,0.81067
ENSG00000116237,ICMT,48,0.63172,39,0.17158,30,-0.3666,35,-0.0053,27,-0.4030
ENSG00000097021,ACOT7,384,1.21675,180,-0.2816,192,-0.2949,47,-2.2839,136,-0.7607
ENSG00000215788,TNFRSF25,13,0.42393,38,2.16349,2,-2.5798,14,0.45657,15,0.57541
ENSG00000171680,PLEKHG5,29,0.84304,19,-0.0236,15,-0.6199,12,-0.7156,21,0.15156
ENSG00000162408,NOL9,29,0.35477,30,0.32886,22,-0.1771,14,-0.8181,24,-0.0245
ENSG00000204859,ZBTB48,11,0.42233,11,0.43871,7,-0.5232,8,-0.1138,9,0.13747
ENSG00000162413,KLHL21,30,0.45257,20,-0.2570,19,-0.5162,31,0.40705,26,0.16696
ENSG00000116273,PHF13,12,0.06155,7,-0.7714,14,0.54892,11,-0.1193,7,-0.9243
ENSG00000041988,THAP3,17,0.19973,12,-0.4211,15,-0.0987,19,0.34969,15,-0.1052
ENSG00000007923,DNAJC11,35,0.21491,32,0.03618,32,0.05998,39,0.34609,19,-0.7867
ENSG00000171735,CAMTA1,377,-0.4910,537,0.12972,628,0.72517,285,-0.8427,353,-0.5585
ENSG00000049245,VAMP3,9,-0.9201,16,0.00563,11,-0.9253,66,2.40303,18,0.16213
ENSG00000049246,PER3,24,-0.7880,43,0.20417,37,-0.0624,74,1.06787,41,0.11880
ENSG00000116288,PARK7,339,0.45108,169,-0.7138,234,-0.3582,234,-0.2151,338,0.39646
ENSG00000116285,ERRFI1,27,0.52875,21,0.04590,18,-0.3538,17,-0.2773,20,-0.0101
ENSG00000162426,SLC45A1,49,1.30943,31,0.28539,19,-0.7305,19,-0.4802,14,-0.9808
ENSG00000142599,RERE,89,-0.5065,97,-0.3026,127,0.21541,138,0.24326,133,0.21017
ENSG00000074800,ENO1,511,0.46130,305,-0.4349,285,-0.8250,980,1.46145,359,-0.1967
ENSG00000171612,SLC25A33,22,-0.1448,12,-1.0762,14,-1.1246,88,2.22051,29,0.33576
ENSG00000188807,TMEM201,9,-0.0166,12,0.41396,7,-0.6341,9,-0.1170,15,0.82944
ENSG00000171608,PIK3CD,16,0.44958,18,0.54385,12,-0.0337,6,-0.9808,8,-0.6350
ENSG00000171603,CLSTN1,953,0.65055,676,-0.0258,715,0.10793,346,-1.0450,380,-0.9653
ENSG00000178585,CTNNBIP1,30,0.20621,15,-0.8175,23,-0.3879,43,0.75395,31,0.25935
ENSG00000162441,LZIC,40,-0.6679,38,-0.6579,70,0.56013,70,0.30078,53,-0.1637
ENSG00000130939,UBE4B,46,0.22167,55,0.48963,41,0.02072,25,-0.7348,32,-0.3706
ENSG00000054523,KIF1B,341,-0.5620,415,-0.1825,600,0.76767,345,-0.4663,341,-0.5212
ENSG00000284642,AL139424.2,16,0.44141,16,0.38253,13,0.06378,11,-0.2507,6,-1.1744
ENSG00000142657,PGD,86,0.71198,64,0.09707,51,-0.3915,62,0.03917,45,-0.4903
ENSG00000175279,CENPS,16,0.21715,15,0.03442,12,-0.4099,6,-1.2948,22,0.77914
ENSG00000241563,CORT,29,-0.8511,29,-0.7462,55,0.38691,27,-0.8705,74,0.78069
ENSG00000160049,DFFA,30,-0.7313,31,-0.5727,52,0.37279,56,0.34593,51,0.19312
ENSG00000142655,PEX14,22,0.49834,18,0.04260,17,-0.0990,18,0.09169,11,-0.7554
ENSG00000120948,TARDBP,75,0.14468,82,0.26044,65,-0.1730,103,0.63214,51,-0.5002
ENSG00000271895,AL109811.2,13,0.04169,48,2.29245,6,-1.6255,21,0.83594,10,-0.3181
ENSG00000116649,SRM,64,0.66268,27,-0.7893,32,-0.8492,64,0.52191,61,0.48405
ENSG00000171824,EXOSC10,25,-0.3107,90,1.83492,23,-0.5912,43,0.56008,20,-0.6470
ENSG00000198793,MTOR,50,0.33536,47,0.17672,41,-0.0846,45,0.11576,30,-0.5638
ENSG00000116661,FBXO2,207,0.57115,97,-0.7098,81,-1.4122,391,1.53523,206,0.50479
ENSG00000132879,FBXO44,115,0.70046,79,-0.0431,67,-0.4712,52,-0.6889,88,0.13283
ENSG00000116670,MAD2L2,8,0.03340,8,0.04390,4,-1.4703,8,0.08527,20,1.68230
ENSG00000177000,MTHFR,20,-0.0645,27,0.41055,21,0.02396,21,0.01378,18,-0.2315
ENSG00000011021,CLCN6,74,0.26369,65,0.02949,61,-0.1125,57,-0.1714,61,-0.0923
ENSG00000116685,KIAA2013,31,0.11570,39,0.46727,30,0.05002,31,0.10686,18,-0.7287
ENSG00000083444,PLOD1,17,0.24185,15,-0.0176,11,-0.5866,34,1.34250,12,-0.3576
ENSG00000116688,MFN2,157,0.57247,98,-0.2814,115,-0.0708,78,-0.6354,97,-0.3208
ENSG00000116691,MIIP,9,-0.1569,14,0.53579,7,-0.5914,26,1.58141,7,-0.4427
ENSG00000048707,VPS13D,69,-0.1218,101,0.49460,82,0.32093,74,0.00372,40,-0.9755
ENSG00000162496,DHRS3,12,0.02304,9,-0.4833,3,-2.7536,62,2.87861,17,0.61131
ENSG00000116731,PRDM2,162,-0.9418,301,0.12927,383,1.03535,138,-1.0648,190,-0.6194
ENSG00000189337,KAZN,66,-0.0047,58,-0.2119,68,0.07679,68,0.04421,64,-0.0570
ENSG00000142634,EFHD2,67,-0.7440,124,0.29655,142,1.04385,58,-0.8710,48,-1.2062
ENSG00000116138,DNAJC16,41,0.09585,41,0.07699,45,0.37078,27,-0.5521,24,-0.7599
ENSG00000197312,DDI2,32,-0.5924,59,0.43323,58,0.73114,25,-0.8738,30,-0.6762
ENSG00000116786,PLEKHM2,72,-0.4950,57,-0.7682,88,-0.1829,104,0.14938,162,0.97300
ENSG00000065526,SPEN,88,-1.3849,189,-0.0672,282,1.17422,244,0.33638,88,-1.2974
ENSG00000116809,ZBTB17,20,0.25307,11,-0.7538,17,-0.0704,28,0.71606,14,-0.4191
ENSG00000185519,FAM131C,11,0.24083,5,-0.9700,9,-0.2275,9,-0.0124,12,0.44591
ENSG00000037637,FBXO42,20,0.29134,32,1.01742,17,0.03821,10,-0.7383,8,-1.2413
ENSG00000055070,SZRD1,12,-0.8641,18,-0.2413,19,-0.2510,51,1.46163,25,0.34207
ENSG00000219481,NBPF1,8,-0.5926,19,0.80975,10,-0.1790,23,1.13895,9,-0.4059
ENSG00000159363,ATP13A2,168,1.02910,95,-0.0981,76,-0.6974,67,-0.6351,100,-0.0281
ENSG00000117118,SDHB,83,0.84378,34,-0.7313,45,-0.4818,49,-0.1688,54,-0.0107
ENSG00000117115,PADI2,11,-1.8564,10,-1.8009,27,-0.5490,161,2.74519,38,0.19494
ENSG00000179051,RCC2,33,0.66597,17,-0.4863,18,-0.5928,21,-0.1321,29,0.35186
ENSG00000074964,ARHGEF10L,14,0.24340,6,-0.9047,8,-0.8528,24,1.07030,18,0.67136
ENSG00000117154,IGSF21,71,0.86001,66,0.56272,35,-0.6880,26,-0.8983,45,-0.0682
ENSG00000159423,ALDH4A1,10,-0.4886,4,-1.7952,7,-1.3069,48,2.13710,24,1.05991
ENSG00000127481,UBR4,35,-0.7124,89,0.86025,64,0.58813,46,-0.2037,28,-1.0001
ENSG00000127463,EMC1,34,0.04253,51,0.70692,30,-0.2520,43,0.43361,26,-0.3540
ENSG00000053372,MRTO4,46,0.20491,40,-0.0531,37,-0.3094,46,0.13564,48,0.23201
ENSG00000053371,AKR7A2,19,-0.0282,16,-0.2828,15,-0.6018,42,1.20656,24,0.33309
ENSG00000077549,CAPZB,201,0.46799,174,0.15021,146,-0.2028,134,-0.2575,134,-0.2821
ENSG00000173436,MICOS10,291,0.09713,176,-0.6904,225,-0.5071,192,-0.5628,500,1.08499
ENSG00000158747,NBL1,137,0.36274,128,0.17924,99,-0.3529,85,-0.4502,130,0.23544
ENSG00000169914,OTUD3,20,-0.6572,64,1.27453,30,0.07045,18,-0.7191,29,-0.0371
ENSG00000162545,CAMK2N1,1310,-0.4899,835,-1.1009,1354,-0.5833,2528,0.61564,3455,1.30147
ENSG00000090432,MUL1,17,0.17504,19,0.30355,14,-0.2262,19,0.36438,13,-0.2330
ENSG00000183114,FAM43B,10,-0.5185,9,-0.5583,17,0.89614,8,-0.6666,9,-0.5757
ENSG00000158828,PINK1,522,0.47409,347,-0.2552,375,-0.2294,287,-0.5454,437,0.11216
ENSG00000244038,DDOST,34,0.73639,22,-0.0780,17,-0.8087,47,1.10292,17,-0.5101
ENSG00000117245,KIF17,26,-0.0028,21,-0.3041,35,0.92233,6,-2.1756,11,-1.2884
ENSG00000189410,SH2D5,60,0.84169,43,0.13404,25,-1.0205,31,-0.3642,54,0.53701
ENSG00000127483,HP1BP3,190,-0.8084,265,-0.1937,385,0.76537,293,-0.0353,229,-0.4474
ENSG00000075151,EIF4G3,342,-0.1113,434,0.28128,461,0.72735,147,-1.3702,171,-1.2107
ENSG00000117298,ECE1,12,-0.5515,21,0.31584,12,-0.8309,66,2.31898,13,-0.4529
ENSG00000076864,RAP1GAP,132,0.61074,168,0.88251,83,-0.3719,56,-0.8366,69,-0.5624
ENSG00000090686,USP48,66,-0.4761,120,0.51243,112,0.77428,56,-0.6617,40,-1.2324
ENSG00000070831,CDC42,229,0.67612,186,0.20200,145,-0.3026,128,-0.3727,125,-0.4421
ENSG00000184677,ZBTB40,6,-1.0295,13,0.21646,14,0.60466,22,1.09364,4,-1.3460
ENSG00000173372,C1QA,5,-1.4955,3,-2.0815,4,-1.9489,54,2.57559,30,1.69756
ENSG00000173369,C1QB,4,-1.7775,2,-2.8902,7,-1.3155,50,2.19726,34,1.72716
ENSG00000133216,EPHB2,11,-0.3504,20,0.59677,17,0.53256,7,-1.0506,9,-0.6262
ENSG00000004487,KDM1A,80,0.45735,61,-0.0451,67,0.18129,50,-0.3693,33,-1.0631
ENSG00000169641,LUZP1,254,0.25228,220,-0.0177,263,0.48498,58,-2.0115,138,-0.7915
ENSG00000125944,HNRNPR,113,-0.4551,127,-0.2162,177,0.57362,99,-0.6009,134,-0.1489
ENSG00000125945,ZNF436,8,-0.1775,9,0.02019,9,0.03156,4,-1.2694,13,0.56559
ENSG00000142676,RPL11,296,-0.1510,153,-1.1338,245,-0.6580,531,0.80246,568,1.03775
ENSG00000011007,ELOA,21,-0.6213,30,0.01870,36,0.51953,43,0.57309,19,-0.7534
ENSG00000057757,PITHD1,199,0.76337,130,-0.0656,121,-0.2862,64,-1.1339,123,-0.1655
ENSG00000011009,LYPLA2,28,0.67950,15,-0.4310,18,-0.1626,14,-0.4795,16,-0.3194
ENSG00000117308,GALE,20,1.47651,8,-0.3515,5,-1.2496,9,-0.2179,10,-0.0218
ENSG00000117305,HMGCL,15,0.71548,9,-0.2046,4,-1.7992,33,1.86274,12,0.19560
ENSG00000179163,FUCA1,16,1.28689,10,0.21705,6,-0.9346,7,-0.3004,6,-0.4693
ENSG00000189266,PNRC2,35,-0.5259,49,0.05199,50,0.13045,55,0.24389,54,0.21396
ENSG00000188529,SRSF10,62,-0.0978,92,0.55570,66,0.05936,70,0.10646,50,-0.4450
ENSG00000001460,STPG1,10,0.29083,14,0.68163,9,-0.0033,4,-1.0370,6,-0.5039
ENSG00000001461,NIPAL3,124,-0.3682,140,-0.1262,201,0.86301,103,-0.5945,78,-1.0846
ENSG00000133226,SRRM1,138,-0.9461,288,0.30545,306,0.77907,213,-0.1693,166,-0.5922
ENSG00000169504,CLIC4,8,-1.6646,5,-2.0449,19,-0.2852,98,2.63713,20,-0.1665
ENSG00000117614,SYF2,81,-0.8691,104,-0.3826,164,0.61271,146,0.14236,128,-0.0727
ENSG00000117616,RSRP1,41,-0.3533,227,2.68949,28,-1.2709,74,0.62592,27,-0.9843
ENSG00000183726,TMEM50A,69,0.60582,55,0.13796,38,-0.6697,64,0.35215,52,0.02666
ENSG00000204178,MACO1,57,-0.5940,100,0.35274,103,0.75269,60,-0.4364,46,-0.8936
ENSG00000117643,MAN1C1,60,1.17260,36,0.10631,23,-0.8846,21,-0.7187,33,-0.0545
ENSG00000162430,SELENON,17,-0.0275,21,0.29804,10,-1.2222,56,1.98600,18,0.09702
ENSG00000117640,MTFR1L,72,0.39874,55,-0.0821,48,-0.4959,58,-0.0216,72,0.36473
ENSG00000117632,STMN1,1431,0.31039,1141,-0.1015,1367,0.32645,436,-1.5550,880,-0.5395
ENSG00000158008,EXTL1,32,-0.0958,52,0.66909,32,-0.1479,19,-0.8986,41,0.31869
ENSG00000175087,PDIK1L,19,0.30821,15,-0.0806,18,0.38629,12,-0.4593,7,-1.2592
ENSG00000142684,ZNF593,60,0.42160,39,-0.3440,44,-0.2206,33,-0.5751,55,0.22196
ENSG00000142669,SH3BGRL3,160,0.54427,89,-0.4823,103,-0.3975,156,0.39933,115,-0.0871
ENSG00000158062,UBXN11,15,-0.0273,16,0.05623,11,-0.7262,13,-0.2498,29,1.13995
ENSG00000117682,DHDDS,19,0.10910,33,0.99418,14,-0.5199,24,0.50220,15,-0.2393
ENSG00000198830,HMGN2,73,-0.6145,68,-0.6317,93,-0.2592,234,1.34842,129,0.39326
ENSG00000117713,ARID1A,56,-0.6229,91,0.21187,83,0.13386,118,0.62423,78,-0.0380
ENSG00000204160,ZDHHC18,19,0.39236,20,0.42942,15,-0.0387,6,-1.3470,13,-0.2832
ENSG00000142751,GPN2,16,-0.1180,12,-0.5256,19,0.27257,34,1.04035,8,-1.1921
ENSG00000198746,GPATCH3,14,0.49211,8,-0.3716,10,-0.1716,7,-0.5309,11,0.02457
ENSG00000090273,NUDC,251,0.20059,166,-0.4804,213,-0.1534,198,-0.2058,272,0.31672
ENSG00000253368,TRNP1,66,0.77322,30,-0.5969,38,-0.3988,16,-1.5339,55,0.33819
ENSG00000090020,SLC9A1,32,0.96705,20,0.01986,17,-0.3446,5,-2.0627,17,-0.2843
ENSG00000142784,WDTC1,26,0.26671,18,-0.3657,18,-0.5118,28,0.36607,30,0.47402
ENSG00000186501,TMEM222,42,0.29707,33,-0.0935,28,-0.5743,50,0.51852,43,0.33214
ENSG00000158195,WASF2,14,-1.8730,14,-1.6540,45,0.18489,138,1.99499,43,0.01992
ENSG00000126705,AHDC1,33,-0.3883,56,0.50506,45,0.30995,41,0.00577,30,-0.4788
ENSG00000126709,IFI6,172,0.65852,150,0.30836,91,-0.7414,242,1.08860,77,-0.7820
ENSG00000009780,FAM76A,19,-0.4911,53,1.23038,25,0.06719,27,0.13323,16,-0.6524
ENSG00000117758,STX12,112,0.28487,96,-0.0028,101,0.10803,80,-0.2869,70,-0.5360
ENSG00000117751,PPP1R8,20,0.20334,20,0.15757,13,-0.7516,29,0.74495,24,0.44442
ENSG00000117748,RPA2,55,0.55300,27,-0.6824,40,-0.0996,47,0.17327,31,-0.4889
ENSG00000158161,EYA3,10,0.36857,18,1.22661,6,-0.6952,10,0.22936,7,-0.3814
ENSG00000126698,DNAJC8,203,-0.4986,204,-0.4238,332,0.63988,185,-0.5720,247,-0.1422
ENSG00000130770,ATP5IF1,573,0.71343,305,-0.4199,343,-0.3896,170,-1.3054,478,0.30597
ENSG00000204138,PHACTR4,16,-1.0028,19,-0.6003,36,0.79552,38,0.49283,21,-0.4888
ENSG00000180098,TRNAU1AP,12,0.05974,28,1.42305,9,-0.6959,8,-0.5800,14,0.27502
ENSG00000120656,TAF12,14,0.51960,14,0.42500,7,-0.8641,14,0.46301,12,0.22715
ENSG00000162419,GMEB1,12,-0.2623,13,-0.0532,15,0.24318,16,0.27460,11,-0.2779
ENSG00000198492,YTHDF2,115,0.16458,110,0.06111,120,0.36478,65,-0.7463,66,-0.7692
ENSG00000116329,OPRD1,19,0.71015,21,0.76956,12,-0.1750,2,-2.4635,8,-0.7114
ENSG00000159023,EPB41,18,-0.6416,56,1.22932,29,0.25093,18,-0.5907,20,-0.4440
ENSG00000116350,SRSF4,59,-0.6771,109,0.37101,104,0.56913,90,0.06646,58,-0.6370
ENSG00000116353,MECR,37,0.57490,34,0.32943,24,-0.3416,21,-0.4252,24,-0.2271
ENSG00000060656,PTPRU,10,-0.5183,24,0.89659,16,0.45882,8,-0.8257,9,-0.6056
ENSG00000162511,LAPTM5,8,-1.7310,3,-2.8714,13,-1.3250,89,2.21358,60,1.70505
ENSG00000162512,SDC3,65,-0.4321,66,-0.3539,68,-0.4982,257,1.89865,77,-0.1336
ENSG00000134644,PUM1,128,-0.4128,167,0.06142,197,0.60767,109,-0.5942,122,-0.4507
ENSG00000060688,SNRNP40,16,0.43016,12,-0.0827,14,0.19576,10,-0.3531,7,-1.0146
ENSG00000121766,ZCCHC17,141,-0.1920,133,-0.2584,189,0.55214,91,-0.8230,127,-0.3478
ENSG00000121769,FABP3,122,0.56375,84,-0.1281,102,0.28962,19,-2.3205,56,-0.8112
ENSG00000162517,PEF1,90,0.86487,50,-0.2439,49,-0.4491,38,-0.6759,55,-0.0925
ENSG00000084636,COL16A1,19,-0.4996,49,1.08192,21,-0.4290,63,1.52289,15,-0.8297
ENSG00000121753,ADGRB2,191,0.32374,200,0.33793,146,-0.2574,103,-0.6859,173,0.11874
ENSG00000184007,PTP4A2,127,-1.0759,196,-0.2815,306,0.80892,223,-0.0791,211,-0.1850
ENSG00000121774,KHDRBS1,140,0.06593,112,-0.2848,140,0.09655,126,-0.1131,129,-0.0744
ENSG00000121775,TMEM39B,14,0.75948,15,0.63591,8,-0.3687,7,-0.5633,6,-0.7725
ENSG00000025800,KPNA6,97,-0.0690,149,0.61789,112,0.30728,63,-0.7083,66,-0.6944
ENSG00000084652,TXLNA,25,0.18087,30,0.42079,20,-0.2954,42,0.94946,14,-0.7752
ENSG00000160050,CCDC28B,16,0.43842,5,-1.1817,8,-0.9022,20,0.71217,20,0.80425
ENSG00000084623,EIF3I,114,0.58172,64,-0.4296,78,-0.2084,62,-0.4701,82,-0.0518
ENSG00000175130,MARCKSL1,47,-1.5535,49,-1.3091,118,0.02756,365,1.91669,129,0.16281
ENSG00000160058,BSDC1,53,0.15025,61,0.34427,46,-0.1530,63,0.39181,38,-0.4056
ENSG00000160062,ZBTB8A,14,-0.5795,20,0.00604,21,0.14169,28,0.52973,21,0.09046
ENSG00000176261,ZBTB8OS,32,-0.0535,35,0.09485,29,-0.3676,31,-0.1290,49,0.66738
ENSG00000162521,RBBP4,95,-0.2817,126,0.20967,118,0.18149,146,0.43640,86,-0.4162
ENSG00000162522,KIAA1522,21,0.68610,11,-0.4824,8,-1.3937,18,0.31395,27,1.08490
ENSG00000134684,YARS,159,0.70162,101,-0.1481,107,-0.0945,68,-0.7574,79,-0.5587
ENSG00000160097,FNDC5,38,0.18220,26,-0.4371,41,0.55599,12,-1.5674,23,-0.6603
ENSG00000121905,HPCA,148,0.32574,74,-0.7882,124,-0.0255,39,-1.7618,162,0.45578
ENSG00000121900,TMEM54,33,0.43599,11,-1.2682,18,-0.8678,32,0.30880,45,0.98563
ENSG00000116514,RNF19B,21,0.54936,15,-0.1029,17,0.26495,12,-0.4155,5,-1.5961
ENSG00000004455,AK2,26,0.10573,29,0.27870,14,-1.2387,46,1.01522,40,0.90173
ENSG00000142920,AZIN2,21,0.99216,19,0.54151,7,-1.4358,22,0.78803,13,-0.0238
ENSG00000160094,ZNF362,16,-0.1690,17,-0.0900,17,-0.1189,17,-0.0753,24,0.48055
ENSG00000134686,PHC2,55,0.36422,30,-0.6386,45,-0.0223,40,-0.2011,43,-0.0965
ENSG00000121904,CSMD2,5,-0.7299,33,2.28679,7,-0.4423,0,-3.3646,9,0.09808
ENSG00000163866,SMIM12,91,1.02493,46,-0.2773,45,-0.5191,39,-0.5328,46,-0.3102
ENSG00000116544,DLGAP3,33,-0.1533,22,-0.7461,24,-0.9135,65,0.93456,69,1.16844
ENSG00000163867,ZMYM6,21,0.04828,32,0.67022,21,0.03047,13,-0.6314,17,-0.3047
ENSG00000116560,SFPQ,172,-0.3914,336,0.71995,241,0.33838,192,-0.1658,144,-0.6486
ENSG00000146463,ZMYM4,58,-0.2871,70,0.04266,75,0.27284,58,-0.2405,66,-0.0546
ENSG00000142687,KIAA0319L,63,-0.1485,77,0.19390,74,0.22259,66,-0.0413,55,-0.3476
ENSG00000020129,NCDN,731,1.24418,367,-0.1564,288,-0.8106,128,-1.7443,428,0.09343
ENSG00000126067,PSMB2,106,0.74917,62,-0.2414,59,-0.5009,83,0.20508,63,-0.2317
ENSG00000142686,C1orf216,138,1.00088,98,0.22764,70,-0.4780,31,-1.5282,70,-0.3226
ENSG00000134698,AGO4,10,-0.3212,17,0.52847,10,-0.3058,19,0.76089,13,0.12924
ENSG00000092847,AGO1,38,-0.1380,52,0.38674,40,-0.0217,31,-0.4055,45,0.17756
ENSG00000126070,AGO3,27,-0.9957,117,1.46367,48,-0.0227,76,0.73219,32,-0.6611
ENSG00000116863,ADPRHL2,18,0.41617,10,-0.5416,14,-0.0145,16,0.16170,11,-0.4751
ENSG00000054116,TRAPPC3,57,1.14021,35,0.09187,22,-0.8862,21,-0.6347,32,-0.0134
ENSG00000116871,MAP7D1,189,0.24736,147,-0.1925,161,-0.0911,145,-0.2123,169,0.02868
ENSG00000054118,THRAP3,161,-0.5889,236,0.08330,288,0.76996,156,-0.5517,153,-0.6314
ENSG00000196182,STK40,18,0.56697,12,-0.2053,9,-0.8296,20,0.56230,17,0.36722
ENSG00000181817,LSM10,39,0.49907,16,-0.9947,26,-0.3448,20,-0.6339,41,0.53227
ENSG00000116885,OSCP1,29,1.05652,13,-0.4467,15,-0.3786,12,-0.5106,12,-0.6233
ENSG00000116898,MRPS15,56,0.42858,41,-0.1097,38,-0.4022,40,-0.1806,52,0.25971
ENSG00000163873,GRIK3,10,-0.9363,32,0.87676,26,1.16148,3,-2.7270,7,-1.4569
ENSG00000163875,MEAF6,132,0.24477,106,-0.1379,123,0.16287,74,-0.6850,97,-0.3038
ENSG00000163877,SNIP1,16,-0.1125,19,0.18382,17,0.07778,26,0.70105,11,-0.6780
ENSG00000134697,GNL2,27,-0.3405,26,-0.3357,44,0.93008,14,-1.2356,19,-0.8416
ENSG00000116922,C1orf109,22,0.59232,24,0.60818,10,-1.0573,30,0.96080,15,-0.1054
ENSG00000183317,EPHA10,12,0.64669,18,1.20678,6,-0.8955,8,-0.1296,7,-0.2464
ENSG00000185090,MANEAL,30,0.65677,25,0.24170,18,-0.3933,13,-0.7097,20,-0.0908
ENSG00000196449,YRDC,12,0.63058,6,-0.6326,9,0.16618,2,-1.7348,6,-0.4543
