Feature ID,Feature Name,Feature count topic 1to10,Feature log2 fold change topic 1to10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12
ENSG00000196581,AJAP1,51,0.20116,37,-0.4657,51,0.05749
ENSG00000069424,KCNAB2,212,1.41485,110,-0.8345,48,-2.0645
ENSG00000116254,CHD5,250,0.82112,152,-0.6501,130,-0.8844
ENSG00000116251,RPL22,489,-0.5271,849,0.77480,562,0.10620
ENSG00000116237,ICMT,45,1.03477,27,-0.6492,17,-1.3624
ENSG00000097021,ACOT7,244,2.26152,58,-1.9418,43,-2.4006
ENSG00000215788,TNFRSF25,26,2.33828,2,-3.4339,8,-1.5703
ENSG00000171680,PLEKHG5,25,1.07038,15,-0.6613,9,-1.4316
ENSG00000162408,NOL9,29,-0.3865,46,0.64565,30,-0.0110
ENSG00000162413,KLHL21,28,0.22655,22,-0.2870,25,-0.1312
ENSG00000116273,PHF13,15,0.01080,16,0.14348,13,-0.1780
ENSG00000041988,THAP3,14,-0.3950,25,0.79102,13,-0.2217
ENSG00000007923,DNAJC11,38,0.84730,15,-1.2952,27,-0.4031
ENSG00000171735,CAMTA1,503,0.94977,266,-0.8505,254,-0.9204
ENSG00000049245,VAMP3,16,-2.1558,49,1.05731,97,2.31966
ENSG00000049246,PER3,40,-0.8114,56,0.34234,85,1.02869
ENSG00000116288,PARK7,298,0.67328,260,-0.1145,114,-1.3700
ENSG00000116285,ERRFI1,31,0.83719,16,-0.8732,18,-0.6886
ENSG00000162426,SLC45A1,31,2.71886,0,-5.1179,8,-1.7190
ENSG00000142599,RERE,126,-0.2746,150,0.22416,154,0.27030
ENSG00000074800,ENO1,364,-0.5277,854,1.29220,195,-1.0628
ENSG00000171612,SLC25A33,25,-0.8736,79,1.69686,14,-1.1050
ENSG00000171603,CLSTN1,763,1.68115,230,-1.6348,245,-1.5423
ENSG00000178585,CTNNBIP1,34,-0.0827,50,0.58199,23,-0.6433
ENSG00000162441,LZIC,56,-0.8335,85,0.44850,117,0.98391
ENSG00000130939,UBE4B,47,-0.3171,46,-0.0762,70,0.58609
ENSG00000054523,KIF1B,449,-0.4538,529,0.16482,701,0.61950
ENSG00000142657,PGD,58,0.80825,39,-0.5043,27,-1.0421
ENSG00000241563,CORT,58,0.67554,41,-0.4282,31,-0.8504
ENSG00000160049,DFFA,46,-1.2354,81,0.57413,137,1.46792
ENSG00000142655,PEX14,24,1.35925,10,-1.1580,8,-1.4056
ENSG00000120948,TARDBP,86,-0.1112,74,-0.2513,111,0.39383
ENSG00000271895,AL109811.2,15,-0.2227,21,0.48244,14,-0.1335
ENSG00000116649,SRM,51,0.26001,52,0.08835,32,-0.6439
ENSG00000171824,EXOSC10,33,-0.3417,40,0.21609,45,0.39376
ENSG00000198793,MTOR,42,0.57523,32,-0.3603,25,-0.7225
ENSG00000116661,FBXO2,145,-0.4980,356,1.37238,55,-1.5692
ENSG00000132879,FBXO44,89,0.96197,52,-0.7140,40,-1.1031
ENSG00000177000,MTHFR,20,-0.0966,23,0.17995,20,-0.0099
ENSG00000011021,CLCN6,72,0.50738,61,-0.1688,40,-0.8338
ENSG00000116685,KIAA2013,28,-0.2914,28,-0.0938,42,0.55936
ENSG00000083444,PLOD1,16,0.03556,9,-0.8671,22,0.52666
ENSG00000116688,MFN2,141,0.76214,68,-1.0151,99,-0.4489
ENSG00000048707,VPS13D,87,0.47907,52,-0.7184,73,-0.2044
ENSG00000162496,DHRS3,10,-2.5188,104,3.24998,15,-0.2656
ENSG00000116731,PRDM2,265,0.45414,142,-0.8918,245,-0.0507
ENSG00000189337,KAZN,66,0.03512,28,-1.2984,101,0.68697
ENSG00000142634,EFHD2,102,1.01773,24,-2.0291,76,-0.3147
ENSG00000116138,DNAJC16,43,0.76499,20,-1.0072,29,-0.4590
ENSG00000197312,DDI2,44,1.06048,13,-1.6504,29,-0.5266
ENSG00000116786,PLEKHM2,106,0.29651,102,-0.0117,70,-0.5800
ENSG00000065526,SPEN,149,-1.1423,230,0.40139,428,1.45099
ENSG00000116809,ZBTB17,17,-0.3014,32,0.92138,11,-0.7629
ENSG00000037637,FBXO42,24,0.61978,16,-0.5354,15,-0.6119
ENSG00000055070,SZRD1,19,-1.2368,59,1.52412,32,0.48813
ENSG00000219481,NBPF1,11,-1.1377,23,0.89735,26,1.07550
ENSG00000159363,ATP13A2,108,1.99301,27,-1.8740,26,-1.9087
ENSG00000117118,SDHB,70,1.06388,36,-0.8624,30,-1.1369
ENSG00000117115,PADI2,29,-2.9294,182,1.84779,264,2.61181
ENSG00000179051,RCC2,27,0.45490,25,-0.0574,15,-0.8826
ENSG00000074964,ARHGEF10L,13,-0.5788,35,1.42405,6,-1.3726
ENSG00000117154,IGSF21,67,1.25549,29,-1.1476,27,-1.2072
ENSG00000159423,ALDH4A1,13,-0.7701,31,1.25509,13,-0.1435
ENSG00000127481,UBR4,34,-0.6670,43,0.19616,66,0.91920
ENSG00000127463,EMC1,36,1.15111,13,-1.3955,19,-0.8124
ENSG00000053372,MRTO4,47,1.26309,16,-1.4230,22,-0.9775
ENSG00000053371,AKR7A2,20,-0.9153,51,1.27455,26,0.18396
ENSG00000077549,CAPZB,167,0.21986,154,-0.0846,132,-0.3263
ENSG00000173436,MICOS10,294,0.92721,170,-0.7111,138,-1.0323
ENSG00000158747,NBL1,147,0.24953,173,0.29821,74,-1.0005
ENSG00000169914,OTUD3,24,0.94201,11,-1.1236,14,-0.6647
ENSG00000162545,CAMK2N1,1729,0.07974,2575,0.65453,698,-1.3714
ENSG00000090432,MUL1,14,0.15583,2,-2.6676,23,0.81754
ENSG00000183114,FAM43B,21,2.98750,1,-3.3381,3,-2.5119
ENSG00000158828,PINK1,478,1.10236,256,-0.8194,189,-1.2743
ENSG00000244038,DDOST,27,0.72358,20,-0.3776,13,-1.0295
ENSG00000117245,KIF17,32,2.90709,6,-2.3022,2,-3.5181
ENSG00000189410,SH2D5,46,1.55909,24,-0.8189,7,-2.6219
ENSG00000127483,HP1BP3,256,-0.6449,317,0.19724,484,0.88605
ENSG00000075151,EIF4G3,306,0.54859,149,-1.0181,269,-0.1172
ENSG00000117298,ECE1,13,-1.5591,57,1.94413,24,0.46739
ENSG00000076864,RAP1GAP,139,1.49608,30,-2.1076,68,-0.9296
ENSG00000090686,USP48,77,-0.5866,88,0.08085,143,0.87925
ENSG00000070831,CDC42,213,0.46402,130,-0.6894,178,-0.2014
ENSG00000184677,ZBTB40,12,-0.6722,13,0.00077,26,1.04885
ENSG00000173372,C1QA,10,-2.0386,60,2.36626,25,0.74146
ENSG00000173369,C1QB,10,-2.1294,61,2.30762,30,1.02728
ENSG00000133216,EPHB2,13,-0.3079,7,-0.9295,26,0.98948
ENSG00000004487,KDM1A,62,0.41688,54,-0.1404,38,-0.6686
ENSG00000169641,LUZP1,189,1.23424,92,-0.9457,68,-1.4008
ENSG00000125944,HNRNPR,135,-0.4181,158,0.15736,204,0.56897
ENSG00000142676,RPL11,458,-0.4742,742,0.67432,531,0.13432
ENSG00000011007,ELOA,31,-0.5084,39,0.26757,48,0.62349
ENSG00000057757,PITHD1,173,0.97268,81,-1.0215,94,-0.7999
ENSG00000011009,LYPLA2,21,0.02662,26,0.38044,14,-0.5542
ENSG00000117308,GALE,15,2.05868,4,-1.6085,2,-2.4062
ENSG00000117305,HMGCL,9,-1.6435,34,1.77165,21,0.93054
ENSG00000189266,PNRC2,68,0.23294,60,-0.1669,56,-0.2608
ENSG00000188529,SRSF10,73,-0.3103,76,-0.0028,105,0.52294
ENSG00000001460,STPG1,14,1.14480,1,-2.9893,11,-0.2366
ENSG00000001461,NIPAL3,126,-1.0254,127,-0.2386,387,1.61481
ENSG00000133226,SRRM1,176,-1.1770,298,0.53150,501,1.41631
ENSG00000169504,CLIC4,22,-2.3058,78,1.19666,147,2.40350
ENSG00000117614,SYF2,109,-0.6636,179,0.63662,169,0.54014
ENSG00000117616,RSRP1,97,-0.3633,77,-0.4280,174,0.85658
ENSG00000183726,TMEM50A,77,0.41685,47,-0.6998,69,-0.1180
ENSG00000204178,MACO1,60,-0.0848,46,-0.4294,81,0.46894
ENSG00000117643,MAN1C1,46,1.31969,23,-0.9155,14,-1.6473
ENSG00000162430,SELENON,21,-0.5118,43,1.03175,18,-0.3830
ENSG00000117640,MTFR1L,69,0.72639,43,-0.6089,40,-0.7408
ENSG00000117632,STMN1,1522,1.19938,455,-1.6821,870,-0.7123
ENSG00000158008,EXTL1,41,0.77964,25,-0.6660,23,-0.7837
ENSG00000175087,PDIK1L,18,0.43771,14,-0.3166,13,-0.4940
ENSG00000142684,ZNF593,27,0.28245,29,0.19238,14,-0.8786
ENSG00000142669,SH3BGRL3,124,0.10606,100,-0.3211,131,0.10161
ENSG00000158062,UBXN11,16,1.64009,4,-1.9215,6,-1.2480
ENSG00000117682,DHDDS,22,0.38091,23,0.09017,11,-0.9511
ENSG00000198830,HMGN2,134,-1.2325,356,1.28065,273,0.82618
ENSG00000117713,ARID1A,76,-0.4094,75,-0.1068,128,0.74278
ENSG00000204160,ZDHHC18,16,0.97575,7,-1.0354,9,-0.7933
ENSG00000142751,GPN2,19,0.17585,13,-0.4736,20,0.10333
ENSG00000090273,NUDC,224,0.64939,167,-0.3591,118,-0.8853
ENSG00000253368,TRNP1,59,1.71652,19,-1.4724,16,-1.7883
ENSG00000090020,SLC9A1,23,1.02078,9,-1.2953,13,-0.6711
ENSG00000142784,WDTC1,28,-0.2209,30,0.04556,36,0.34093
ENSG00000186501,TMEM222,41,-0.1035,41,0.00157,46,0.18151
ENSG00000158195,WASF2,28,-2.4705,115,1.38689,200,2.46146
ENSG00000126705,AHDC1,52,0.18790,27,-0.9739,64,0.36972
ENSG00000126709,IFI6,114,-0.0477,161,0.54134,75,-0.6582
ENSG00000009780,FAM76A,26,-0.2152,27,0.05326,33,0.32490
ENSG00000117758,STX12,110,0.20099,85,-0.3672,107,-0.0183
ENSG00000117751,PPP1R8,26,-0.7055,34,0.29954,50,0.90316
ENSG00000117748,RPA2,57,0.47764,55,0.00109,27,-1.0449
ENSG00000158161,EYA3,15,0.24393,14,-0.0622,11,-0.4016
ENSG00000126698,DNAJC8,215,-0.2207,225,0.03101,275,0.35287
ENSG00000130770,ATP5IF1,482,1.72046,184,-1.2796,108,-2.0747
ENSG00000204138,PHACTR4,20,-2.0594,83,1.61035,90,1.77566
ENSG00000180098,TRNAU1AP,19,-0.1665,15,-0.3711,27,0.55267
ENSG00000120656,TAF12,15,0.29337,18,0.25307,7,-1.0324
ENSG00000162419,GMEB1,11,-0.9982,23,0.83063,24,0.91452
ENSG00000198492,YTHDF2,98,0.35280,67,-0.5348,86,-0.1369
ENSG00000116329,OPRD1,19,1.54899,9,-0.9475,3,-2.2338
ENSG00000159023,EPB41,23,0.38921,27,0.28988,8,-1.4384
ENSG00000116350,SRSF4,71,-0.7200,101,0.37921,135,0.86521
ENSG00000116353,MECR,27,0.65610,20,-0.3631,14,-0.8949
ENSG00000060656,PTPRU,19,1.53976,0,-4.6998,12,-0.4879
ENSG00000162511,LAPTM5,15,-1.7763,69,1.96879,38,0.88914
ENSG00000162512,SDC3,65,-1.0185,180,1.40787,87,0.19070
ENSG00000134644,PUM1,173,0.34641,104,-0.7311,168,0.01260
ENSG00000121766,ZCCHC17,146,0.04784,129,-0.1940,155,0.09479
ENSG00000121769,FABP3,79,1.86171,19,-1.9029,23,-1.6355
ENSG00000162517,PEF1,65,0.81267,35,-0.8256,38,-0.6874
ENSG00000084636,COL16A1,19,-1.3598,52,1.23587,48,1.09750
ENSG00000121753,ADGRB2,183,1.26302,87,-0.9864,65,-1.4111
ENSG00000184007,PTP4A2,225,-1.6015,309,0.03586,1061,2.18479
ENSG00000121774,KHDRBS1,148,-0.2049,166,0.14376,175,0.22539
ENSG00000025800,KPNA6,104,0.10493,93,-0.1557,100,-0.0377
ENSG00000084652,TXLNA,29,-0.0030,12,-1.2779,45,0.72738
ENSG00000160050,CCDC28B,13,-0.3094,20,0.57429,13,-0.0759
ENSG00000084623,EIF3I,102,0.61456,74,-0.3968,58,-0.7599
ENSG00000175130,MARCKSL1,68,-2.7109,294,1.32128,607,2.76476
ENSG00000160058,BSDC1,54,-0.1301,55,0.00519,64,0.22373
ENSG00000160062,ZBTB8A,19,-0.7263,37,0.89176,27,0.35712
ENSG00000176261,ZBTB8OS,41,0.57537,33,-0.2509,22,-0.8706
ENSG00000162521,RBBP4,114,-0.3300,134,0.19105,153,0.39646
ENSG00000162522,KIAA1522,20,1.20860,16,-0.1649,1,-4.2857
ENSG00000134684,YARS,123,1.43143,46,-1.3169,44,-1.3765
ENSG00000160097,FNDC5,32,1.77925,8,-1.7919,10,-1.5816
ENSG00000121905,HPCA,172,2.13413,49,-1.6948,29,-2.4592
ENSG00000121900,TMEM54,29,0.08551,41,0.53361,15,-1.0412
ENSG00000116514,RNF19B,16,1.64731,1,-3.0221,8,-0.8207
ENSG00000004455,AK2,29,-1.1091,59,0.84732,67,1.07597
ENSG00000142920,AZIN2,18,0.23316,14,-0.4124,18,-0.0354
ENSG00000160094,ZNF362,24,-0.2834,42,0.83671,16,-0.6137
ENSG00000134686,PHC2,48,-0.1040,29,-0.8143,75,0.68831
ENSG00000163866,SMIM12,64,1.60830,20,-1.5768,21,-1.4600
ENSG00000116544,DLGAP3,44,0.40958,52,0.33237,14,-1.6496
ENSG00000163867,ZMYM6,24,-0.0886,30,0.31827,22,-0.1950
ENSG00000116560,SFPQ,249,-0.5642,227,-0.2611,509,1.04246
ENSG00000146463,ZMYM4,68,-0.1257,61,-0.1934,88,0.37537
ENSG00000142687,KIAA0319L,67,0.16224,70,0.09593,50,-0.4334
ENSG00000020129,NCDN,513,2.29758,109,-2.1171,99,-2.2647
ENSG00000126067,PSMB2,86,0.72748,53,-0.6203,50,-0.7307
ENSG00000142686,C1orf216,107,2.20037,18,-2.4020,27,-1.8383
ENSG00000134698,AGO4,18,-0.3150,10,-0.9300,34,0.99837
ENSG00000092847,AGO1,46,0.01804,37,-0.3285,54,0.24779
ENSG00000126070,AGO3,50,-1.0829,61,0.02737,153,1.57223
ENSG00000116863,ADPRHL2,16,0.87788,2,-2.6550,15,0.01110
ENSG00000054116,TRAPPC3,45,0.87513,24,-0.8345,25,-0.7941
ENSG00000116871,MAP7D1,175,-0.1452,138,-0.3932,249,0.53499
ENSG00000054118,THRAP3,170,-0.3626,170,-0.0726,267,0.65184
ENSG00000196182,STK40,21,0.60808,15,-0.3642,12,-0.7876
ENSG00000181817,LSM10,33,0.70918,30,-0.0373,10,-1.6781
ENSG00000116885,OSCP1,20,1.67790,6,-1.6363,6,-1.5349
ENSG00000116898,MRPS15,52,0.75646,44,-0.1590,18,-1.5276
ENSG00000163873,GRIK3,30,1.30072,3,-3.0927,21,-0.3978
ENSG00000163875,MEAF6,136,1.14332,66,-0.9521,56,-1.1967
ENSG00000163877,SNIP1,20,0.25317,11,-0.7805,22,0.18101
ENSG00000134697,GNL2,27,-0.4220,31,0.13180,41,0.59522
ENSG00000116922,C1orf109,16,1.13507,6,-1.3812,8,-0.7963
ENSG00000185090,MANEAL,22,1.00586,16,-0.2992,5,-2.0297
ENSG00000196449,YRDC,13,0.99330,10,-0.2939,3,-1.9975
ENSG00000197982,C1orf122,125,-0.4538,190,0.57664,152,0.21815
ENSG00000188786,MTF1,14,-1.4003,30,0.81665,45,1.52609
ENSG00000183431,SF3A3,44,-0.1237,66,0.60951,31,-0.5858
ENSG00000183520,UTP11,42,0.72062,34,-0.2119,16,-1.3062
ENSG00000185668,POU3F1,16,2.21416,3,-2.0898,3,-2.1252
ENSG00000116954,RRAGC,44,-0.2671,50,0.15058,56,0.32660
ENSG00000174574,AKIRIN1,105,0.21453,68,-0.6321,113,0.14979
ENSG00000168653,NDUFS5,718,1.35482,334,-1.0121,227,-1.5857
ENSG00000127603,MACF1,279,-1.4294,689,1.07227,815,1.36385
ENSG00000090621,PABPC4,69,-0.8425,136,0.90458,111,0.56492
ENSG00000116983,HPCAL4,302,0.27908,331,0.19170,167,-0.8682
ENSG00000084072,PPIE,31,-0.1782,41,0.41358,29,-0.1334
ENSG00000168389,MFSD2A,14,-0.5303,33,1.22970,9,-0.8382
ENSG00000131236,CAP1,152,0.00993,150,-0.0178,151,-0.0002
ENSG00000131238,PPT1,126,0.53288,111,-0.1143,63,-0.9830
ENSG00000117000,RLF,31,-0.0794,23,-0.4833,43,0.49254
ENSG00000259943,AL050341.2,15,0.13053,16,0.14467,11,-0.4314
ENSG00000084073,ZMPSTE24,42,0.42179,43,0.08888,20,-1.0614
ENSG00000049089,COL9A2,9,-2.7733,22,0.30243,107,3.32535
ENSG00000084070,SMAP2,166,0.78441,87,-0.8846,105,-0.5858
ENSG00000117016,RIMS3,205,2.35729,60,-1.6353,19,-3.3019
ENSG00000066136,NFYC,36,1.30003,12,-1.4387,16,-1.0281
ENSG00000179862,CITED4,15,2.30395,0,-5.0309,5,-1.2772
ENSG00000171793,CTPS1,17,1.32305,6,-1.3954,7,-1.1024
ENSG00000127124,HIVEP3,30,-0.0748,36,0.26543,27,-0.1548
ENSG00000198815,FOXJ3,54,0.45400,39,-0.4095,39,-0.4268
ENSG00000177181,RIMKLA,64,2.01495,19,-1.6342,12,-2.2542
ENSG00000127125,PPCS,52,-0.1609,60,0.19362,56,0.09606
ENSG00000186409,CCDC30,62,0.02392,49,-0.3605,73,0.26128
ENSG00000171960,PPIH,12,0.44611,11,-0.1107,7,-0.7777
ENSG00000065978,YBX1,75,-1.4813,246,1.54560,174,0.94100
ENSG00000164008,C1orf50,16,-0.3855,15,-0.1679,27,0.74593
ENSG00000177868,SVBP,37,0.10671,47,0.41985,21,-0.8436
ENSG00000117394,SLC2A1,33,-1.3226,133,2.01309,32,-0.3871
ENSG00000117395,EBNA1BP2,81,0.70845,54,-0.5171,45,-0.8093
ENSG00000179178,TMEM125,5,-3.2472,3,-2.1854,101,4.26125
ENSG00000066322,ELOVL1,9,-3.0980,35,0.74056,132,3.45638
ENSG00000159479,MED8,23,0.42346,20,-0.0792,13,-0.7721
ENSG00000198198,SZT2,14,-1.0790,27,0.80398,32,1.06761
ENSG00000178922,HYI,12,-1.1342,30,1.22404,22,0.71575
ENSG00000142949,PTPRF,91,-0.2127,104,0.17438,107,0.20960
ENSG00000066135,KDM4A,19,-0.0851,12,-0.7477,29,0.63446
ENSG00000126091,ST3GAL3,34,0.36448,29,-0.2057,24,-0.4748
ENSG00000117408,IPO13,43,-1.0089,60,0.29645,112,1.33487
ENSG00000117410,ATP6V0B,341,1.45123,105,-1.6105,143,-1.1540
ENSG00000117411,B4GALT2,60,-0.0467,91,0.65329,33,-0.9108
ENSG00000159214,CCDC24,12,-0.1218,21,0.87555,5,-1.2925
ENSG00000178028,DMAP1,51,0.39737,28,-0.8389,49,0.00248
ENSG00000117419,ERI3,100,0.34007,101,0.05751,58,-0.7881
ENSG00000187147,RNF220,120,0.25052,72,-0.7456,130,0.16495
ENSG00000142937,RPS8,769,-0.5294,1151,0.53120,1069,0.41179
ENSG00000070785,EIF2B3,33,0.45111,33,0.03593,16,-1.0389
ENSG00000126107,HECTD3,14,-0.0393,14,-0.0797,16,0.14403
ENSG00000126088,UROD,75,0.61492,51,-0.5128,47,-0.6264
ENSG00000117450,PRDX1,208,-0.6563,451,1.11457,206,-0.1609
ENSG00000117448,AKR1A1,41,-0.0579,48,0.26557,36,-0.1900
ENSG00000132780,NASP,57,-1.5276,106,0.53850,227,1.86748
ENSG00000159592,GPBP1L1,35,-0.5451,44,0.24185,58,0.70204
ENSG00000159596,TMEM69,16,0.30320,9,-0.7509,16,0.09010
ENSG00000086015,MAST2,25,0.19429,30,0.31756,14,-0.8814
ENSG00000117461,PIK3R3,37,0.52823,40,0.21898,11,-1.7619
ENSG00000085998,POMGNT1,48,0.05652,53,0.16516,40,-0.2994
ENSG00000132128,LRRC41,35,0.39739,25,-0.4207,27,-0.3119
ENSG00000173660,UQCRH,515,1.84747,177,-1.4277,108,-2.1580
ENSG00000117481,NSUN4,19,0.25461,11,-0.7522,21,0.16278
ENSG00000117480,FAAH,23,-0.0799,10,-1.2015,38,0.79795
ENSG00000079277,MKNK1,24,-0.3519,52,1.14086,11,-1.2684
ENSG00000123472,ATPAF1,127,0.48838,125,0.05071,56,-1.1744
ENSG00000159658,EFCAB14,64,-1.4844,167,1.13706,192,1.38801
ENSG00000186377,CYP4X1,25,1.71525,14,-0.7209,1,-4.1368
ENSG00000162368,CMPK1,146,0.50781,92,-0.6357,113,-0.3164
ENSG00000186094,AGBL4,16,2.46113,0,-6.7953,5,-1.3589
ENSG00000162373,BEND5,52,2.10212,8,-2.5140,15,-1.6139
ENSG00000162374,ELAVL4,325,2.14666,78,-1.9429,68,-2.1467
ENSG00000185104,FAF1,44,0.09509,27,-0.7455,55,0.38743
ENSG00000123091,RNF11,501,1.30198,211,-1.1642,195,-1.2816
ENSG00000085832,EPS15,269,0.57728,132,-1.0028,228,-0.1691
ENSG00000117859,OSBPL9,23,-1.0364,32,0.30117,62,1.36913
ENSG00000078618,NRDC,134,0.20591,72,-0.9115,160,0.31614
ENSG00000169213,RAB3B,99,0.15658,26,-1.9495,151,0.70588
ENSG00000117862,TXNDC12,27,0.05448,35,0.43332,16,-0.7244
ENSG00000134717,BTF3L4,67,0.99793,22,-1.5420,44,-0.4909
ENSG00000157077,ZFYVE9,63,1.11567,27,-1.1466,31,-0.9462
ENSG00000134748,PRPF38A,40,-1.2289,107,1.26814,83,0.83506
ENSG00000134744,TUT4,65,-1.3700,129,0.73179,206,1.54466
ENSG00000162377,COA7,36,1.41102,15,-1.1546,12,-1.5204
ENSG00000162378,ZYG11B,204,1.08883,79,-1.3107,113,-0.7705
ENSG00000121310,ECHDC2,9,-2.1340,68,2.68989,18,0.25336
ENSG00000116171,SCP2,91,-0.4835,170,0.90618,85,-0.2079
ENSG00000162384,CZIB,47,0.20945,48,0.06944,33,-0.5004
ENSG00000162385,MAGOH,25,0.74013,20,-0.2408,10,-1.3046
ENSG00000157193,LRP8,53,1.12215,15,-1.7795,34,-0.5528
ENSG00000058799,YIPF1,23,0.67445,18,-0.2515,10,-1.1100
ENSG00000081870,HSPB11,30,0.73753,7,-2.0868,29,0.05247
ENSG00000116209,TMEM59,146,0.01826,130,-0.1706,158,0.12480
ENSG00000116205,TCEANC2,11,-1.4298,25,0.88131,37,1.51931
ENSG00000116221,MRPL37,63,1.28687,33,-0.8101,18,-1.7416
ENSG00000157216,SSBP3,292,0.77476,161,-0.8110,181,-0.6323
ENSG00000243725,TTC4,22,-0.2594,30,0.40678,24,0.04236
ENSG00000116133,DHCR24,186,0.69413,74,-1.3047,156,-0.1749
ENSG00000162402,USP24,34,-0.5192,62,0.84478,36,-0.0172
ENSG00000162407,PLPP3,31,-3.6625,648,3.94614,148,0.75951
ENSG00000162409,PRKAA2,71,0.92334,35,-0.9390,39,-0.7846
ENSG00000162601,MYSM1,72,0.26385,47,-0.6017,73,0.05455
ENSG00000177606,JUN,81,-0.8768,186,1.14700,112,0.30599
ENSG00000134709,HOOK1,57,1.98157,14,-1.8753,14,-1.8849
ENSG00000162599,NFIA,139,-2.1160,558,1.58959,648,1.87107
ENSG00000162604,TM2D1,50,0.13441,47,-0.0726,44,-0.1742
ENSG00000132849,PATJ,13,-0.5600,21,0.66193,17,0.32080
ENSG00000162607,USP1,51,-0.7767,63,0.16084,112,1.09854
ENSG00000116641,DOCK7,24,-1.5433,101,1.99592,39,0.32373
ENSG00000125703,ATG4C,21,-2.0215,46,0.61581,124,2.41066
ENSG00000203965,EFCAB7,16,1.82644,3,-2.0023,5,-1.4973
ENSG00000079739,PGM1,30,-0.2028,56,0.98147,13,-1.3281
ENSG00000162434,JAK1,90,-0.2459,125,0.47313,88,-0.0709
ENSG00000162433,AK4,48,-0.9313,149,1.65886,35,-0.6978
ENSG00000116675,DNAJC6,433,0.80284,103,-2.0539,393,-0.0363
ENSG00000213625,LEPROT,17,-2.1559,110,2.41322,49,0.89968
ENSG00000184588,PDE4B,65,-1.1450,90,0.22612,199,1.55280
ENSG00000118473,SGIP1,171,0.75292,92,-0.8392,110,-0.5691
ENSG00000198160,MIER1,60,-0.7865,97,0.56899,112,0.81240
ENSG00000142864,SERBP1,231,-0.5175,308,0.34574,354,0.57147
ENSG00000116717,GADD45A,38,0.61819,27,-0.4448,22,-0.7093
