Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9
ENSG00000078369,GNB1,168,-1.6269,595,0.35347,535,0.17600,581,0.31279,651,0.50258,440,-0.1401,452,-0.0998,487,0.02123,415,-0.2369
ENSG00000187730,GABRD,42,-2.4474,84,-1.4305,316,0.67715,237,0.18897,243,0.22974,239,0.20619,308,0.63344,246,0.25452,182,-0.2364
ENSG00000067606,PRKCZ,178,-0.2622,157,-0.4642,158,-0.4570,277,0.45590,323,0.72234,286,0.51090,215,0.03758,165,-0.3798,131,-0.7496
ENSG00000162585,FAAP20,42,0.41074,52,0.79585,71,1.35588,25,-0.4167,54,0.83408,24,-0.5065,7,-2.2900,7,-2.1842,10,-1.7270
ENSG00000157933,SKI,32,-0.3688,69,0.89852,47,0.25157,41,0.02445,20,-1.0805,59,0.63209,21,-1.0271,24,-0.8091,50,0.35641
ENSG00000157916,RER1,50,-0.2733,60,0.03258,57,-0.0662,76,0.40717,52,-0.2028,43,-0.5099,95,0.78562,61,0.05912,39,-0.6687
ENSG00000157870,PRXL2B,15,-1.6871,49,0.12506,49,0.11409,46,0.02413,57,0.38644,59,0.44485,48,0.09409,37,-0.3283,47,0.07868
ENSG00000158109,TPRG1L,79,-1.6040,176,-0.3799,205,-0.1380,224,0.00358,331,0.65200,227,0.02257,320,0.59650,237,0.09468,213,-0.0769
ENSG00000130764,LRRC47,65,-0.5302,68,-0.4774,111,0.32475,112,0.33249,119,0.42837,102,0.18577,84,-0.1289,73,-0.3661,88,-0.0591
ENSG00000116198,CEP104,110,2.05678,24,-0.6057,25,-0.5434,21,-0.7839,19,-0.9924,34,-0.0512,23,-0.7002,25,-0.5427,38,0.09876
ENSG00000196581,AJAP1,38,-0.5747,21,-1.4372,54,-0.0101,69,0.39100,34,-0.7360,57,0.06378,57,0.06960,59,0.13402,101,1.04690
ENSG00000069424,KCNAB2,41,-2.3289,214,0.18405,153,-0.3576,264,0.53990,218,0.21535,174,-0.1467,264,0.53824,225,0.27210,164,-0.2396
ENSG00000116254,CHD5,251,-0.1756,197,-0.5563,103,-1.5517,179,-0.7070,293,0.07113,605,1.33489,310,0.16673,265,-0.0905,318,0.20680
ENSG00000116251,RPL22,492,0.09623,844,1.01956,476,0.04093,495,0.10680,479,0.05233,433,-0.1126,190,-1.3854,366,-0.3792,399,-0.2409
ENSG00000116237,ICMT,16,-1.4454,27,-0.6519,78,1.13480,31,-0.3904,36,-0.1922,25,-0.7149,55,0.51720,54,0.47529,40,-0.0042
ENSG00000097021,ACOT7,81,-1.6434,92,-1.4422,313,0.48360,320,0.51741,242,0.05605,145,-0.7585,484,1.25520,219,-0.1097,210,-0.1767
ENSG00000215788,TNFRSF25,16,-0.7828,17,-0.7110,19,-0.5338,45,0.85503,26,-0.0495,35,0.45968,13,-1.1440,9,-1.6159,61,1.41713
ENSG00000171680,PLEKHG5,2,-3.8192,23,-0.2403,29,0.15763,52,1.14306,15,-0.8877,13,-1.0953,42,0.76671,34,0.38784,29,0.15710
ENSG00000162408,NOL9,52,0.61606,32,-0.1807,42,0.26099,38,0.10215,35,-0.0410,22,-0.7913,39,0.14654,22,-0.7471,40,0.18964
ENSG00000162413,KLHL21,31,-0.0729,36,0.14054,51,0.73023,35,0.09793,43,0.46234,35,0.09898,32,-0.0507,22,-0.6360,10,-1.7504
ENSG00000007923,DNAJC11,47,0.15832,19,-1.2088,42,-0.0373,38,-0.1803,48,0.19465,56,0.45448,63,0.64247,18,-1.2831,52,0.31829
ENSG00000171735,CAMTA1,280,-0.7054,310,-0.5503,512,0.25883,375,-0.2474,396,-0.1604,647,0.65176,493,0.19510,397,-0.1579,528,0.30915
ENSG00000049245,VAMP3,79,2.08609,50,1.17575,12,-1.0848,12,-1.0501,26,0.05441,3,-3.1983,11,-1.1890,23,-0.1169,8,-1.7084
ENSG00000049246,PER3,70,0.79730,51,0.26492,70,0.78896,19,-1.2518,35,-0.3388,48,0.15290,12,-1.9449,37,-0.2769,50,0.21280
ENSG00000116288,PARK7,106,-1.5424,317,0.15878,524,1.02220,436,0.69982,378,0.45368,128,-1.2636,235,-0.3183,278,-0.0515,183,-0.7152
ENSG00000116285,ERRFI1,24,-0.3773,17,-0.8740,47,0.70359,22,-0.5100,38,0.33418,32,0.05075,56,1.01287,24,-0.3948,16,-0.9818
ENSG00000162426,SLC45A1,7,-2.3108,17,-0.9684,31,-0.0274,48,0.69914,48,0.71067,32,0.04008,53,0.88776,28,-0.1648,18,-0.8332
ENSG00000142599,RERE,177,0.50525,144,0.15975,103,-0.3697,86,-0.6645,85,-0.6847,151,0.24295,120,-0.1373,123,-0.0929,185,0.58087
ENSG00000074800,ENO1,176,-1.5981,812,0.83912,897,1.01710,559,0.20311,470,-0.0790,210,-1.3304,566,0.22332,436,-0.1980,316,-0.7069
ENSG00000171612,SLC25A33,3,-3.3653,79,1.68246,51,0.88627,16,-0.9983,16,-0.9398,8,-1.9604,17,-0.9157,66,1.33685,16,-0.9519
ENSG00000171603,CLSTN1,305,-1.5210,363,-1.2589,788,-0.0524,977,0.29972,851,0.07322,933,0.22354,1338,0.83764,925,0.20875,845,0.06009
ENSG00000178585,CTNNBIP1,13,-1.3618,39,0.30160,20,-0.7593,15,-1.1732,82,1.65771,65,1.19754,18,-0.8976,24,-0.4837,14,-1.3017
ENSG00000162441,LZIC,126,1.36029,83,0.62022,56,-0.0315,24,-1.3412,43,-0.4476,68,0.28666,29,-1.0483,58,0.02321,28,-1.1331
ENSG00000130939,UBE4B,40,-0.1662,25,-0.8944,40,-0.1906,40,-0.1721,64,0.59867,44,-0.0432,53,0.28053,47,0.08664,49,0.15049
ENSG00000054523,KIF1B,620,0.49006,379,-0.3164,342,-0.4743,242,-1.0108,445,-0.0587,765,0.85271,477,0.05350,448,-0.0485,434,-0.0992
ENSG00000142657,PGD,43,-0.5320,45,-0.4715,102,0.87143,60,-0.0094,62,0.05261,37,-0.7814,81,0.49001,79,0.43273,35,-0.8490
ENSG00000241563,CORT,9,-3.0646,33,-1.2337,329,2.94138,52,-0.5607,40,-0.9572,159,1.31918,20,-1.9633,2,-4.9837,22,-1.8455
ENSG00000160049,DFFA,57,0.28940,73,0.69349,65,0.50626,15,-1.7221,41,-0.2638,67,0.55178,55,0.23134,21,-1.2736,37,-0.4140
ENSG00000142655,PEX14,15,-0.5913,15,-0.5683,22,0.05265,22,0.05465,28,0.40317,14,-0.6783,31,0.60859,22,0.04920,25,0.21962
ENSG00000120948,TARDBP,99,0.22920,70,-0.3468,69,-0.3478,125,0.61338,100,0.24193,45,-1.0101,73,-0.2764,94,0.14393,102,0.26538
ENSG00000116649,SRM,46,-0.3268,74,0.42658,92,0.79991,50,-0.2072,53,-0.1060,42,-0.4886,52,-0.1418,38,-0.6410,65,0.22248
ENSG00000171824,EXOSC10,33,-0.0051,35,0.11933,41,0.35328,35,0.11385,17,-1.0068,24,-0.4862,31,-0.1226,40,0.30255,40,0.33015
ENSG00000198793,MTOR,18,-1.4034,39,-0.1877,57,0.40015,74,0.86205,41,-0.1449,21,-1.1610,49,0.17307,45,0.01989,56,0.36592
ENSG00000116661,FBXO2,39,-1.8626,239,1.02322,167,0.39976,192,0.64081,143,0.14790,43,-1.7223,131,-0.0005,126,-0.0585,98,-0.4633
ENSG00000132879,FBXO44,57,-0.9283,47,-1.2180,74,-0.5306,145,0.55868,134,0.42477,121,0.25581,137,0.45962,88,-0.2666,129,0.35556
ENSG00000177000,MTHFR,33,0.61258,15,-0.6126,14,-0.7455,20,-0.1961,17,-0.4872,37,0.81291,21,-0.1493,16,-0.5124,32,0.52473
ENSG00000011021,CLCN6,48,-0.8185,73,-0.1557,61,-0.4378,52,-0.6847,112,0.54074,86,0.10214,136,0.87040,105,0.42914,54,-0.6442
ENSG00000116685,KIAA2013,47,0.36589,40,0.10467,49,0.43302,27,-0.5149,36,-0.0662,40,0.11817,35,-0.1097,30,-0.3660,34,-0.1763
ENSG00000116688,MFN2,116,-0.3228,81,-0.8954,188,0.45584,143,0.00109,151,0.09701,152,0.10719,210,0.64295,123,-0.2324,119,-0.2932
ENSG00000048707,VPS13D,78,-0.1185,55,-0.6546,63,-0.4408,62,-0.4687,90,0.11895,117,0.55338,105,0.37012,68,-0.3371,115,0.52409
ENSG00000162496,DHRS3,31,0.40858,56,1.42795,17,-0.5494,14,-0.8020,9,-1.5687,11,-1.1796,21,-0.2418,46,1.05752,14,-0.8314
ENSG00000116731,PRDM2,310,0.58429,117,-0.9822,158,-0.5129,206,-0.0951,139,-0.7171,277,0.39213,284,0.43378,171,-0.3889,303,0.54410
ENSG00000189337,KAZN,108,0.58484,38,-1.0596,116,0.69993,39,-1.0347,88,0.23247,98,0.41419,95,0.36915,53,-0.5716,49,-0.6917
ENSG00000142634,EFHD2,79,-0.0791,51,-0.7556,21,-2.1130,25,-1.8127,201,1.54437,240,1.90841,100,0.30046,19,-2.2228,12,-2.8733
ENSG00000116138,DNAJC16,33,-0.4645,31,-0.5923,28,-0.7073,45,-0.0022,29,-0.6987,49,0.16435,67,0.67051,36,-0.3277,84,1.06597
ENSG00000197312,DDI2,37,-0.0287,17,-1.2040,27,-0.5507,25,-0.6844,29,-0.4387,59,0.71662,54,0.56863,44,0.24306,51,0.48019
ENSG00000116786,PLEKHM2,69,-0.4931,120,0.38783,75,-0.3670,105,0.17412,122,0.42015,154,0.81563,61,-0.6846,86,-0.1582,59,-0.7452
ENSG00000065526,SPEN,331,1.49189,108,-0.4324,66,-1.1898,25,-2.6336,49,-1.6457,217,0.71996,81,-0.8816,161,0.21797,234,0.84918
ENSG00000037637,FBXO42,24,0.19620,13,-0.7251,26,0.31020,20,-0.0893,23,0.11322,24,0.18482,31,0.58480,9,-1.3230,22,0.07181
ENSG00000055070,SZRD1,40,0.62267,49,0.96720,43,0.73079,13,-1.1739,8,-1.8610,16,-0.8521,18,-0.6749,45,0.80999,17,-0.7876
ENSG00000159363,ATP13A2,56,-1.1691,77,-0.6990,139,0.25382,98,-0.3208,200,0.87388,111,-0.1170,201,0.87432,94,-0.3869,98,-0.3071
ENSG00000117118,SDHB,12,-2.5169,45,-0.5800,180,1.79284,65,-0.0053,67,0.02127,52,-0.3604,72,0.14671,60,-0.1576,38,-0.8497
ENSG00000117115,PADI2,288,3.05288,123,1.15528,33,-1.0057,37,-0.8271,35,-0.8912,6,-3.3358,6,-3.3849,16,-2.0564,18,-1.9063
ENSG00000179051,RCC2,35,0.22517,21,-0.5775,21,-0.5785,36,0.28284,38,0.37829,30,-0.0147,36,0.28180,43,0.55325,13,-1.2724
ENSG00000117154,IGSF21,77,0.13234,58,-0.3036,39,-0.9158,101,0.59096,87,0.33812,67,-0.0720,95,0.48667,46,-0.6799,65,-0.1254
ENSG00000159423,ALDH4A1,31,0.14508,72,1.63698,33,0.24605,25,-0.1738,28,-0.0294,13,-1.1445,6,-2.2382,29,0.01014,18,-0.7425
ENSG00000127481,UBR4,52,0.57737,32,-0.2403,26,-0.5246,22,-0.8095,21,-0.8932,51,0.52156,26,-0.5256,48,0.41992,54,0.63156
ENSG00000127463,EMC1,41,-0.0741,25,-0.8728,58,0.48617,62,0.60859,40,-0.1112,41,-0.0882,63,0.63475,29,-0.6039,28,-0.6576
ENSG00000053372,MRTO4,18,-1.2925,27,-0.6844,24,-0.8748,39,-0.1346,52,0.35178,75,0.97450,51,0.31129,41,-0.0472,52,0.33613
ENSG00000053371,AKR7A2,26,-0.2196,62,1.22021,49,0.79507,47,0.73026,22,-0.4660,13,-1.2701,23,-0.4315,8,-1.9037,21,-0.5607
ENSG00000077549,CAPZB,92,-0.8714,140,-0.2126,206,0.41870,220,0.52995,205,0.40416,89,-0.9148,197,0.33864,141,-0.1990,149,-0.1098
ENSG00000173436,MICOS10,104,-1.4445,333,0.37940,368,0.55096,273,0.05562,533,1.20649,191,-0.5156,163,-0.7648,289,0.14577,124,-1.1836
ENSG00000158747,NBL1,92,-0.8705,178,0.17966,140,-0.2055,193,0.31365,219,0.52964,206,0.42343,214,0.48920,105,-0.6657,87,-0.9446
ENSG00000162545,CAMK2N1,475,-1.8594,2546,0.79440,1478,-0.1153,3288,1.25764,674,-1.3346,1106,-0.5752,763,-1.1466,1867,0.26587,2090,0.45456
ENSG00000090432,MUL1,19,-0.2875,15,-0.6342,28,0.32523,10,-1.2744,9,-1.4206,28,0.35783,49,1.32495,33,0.62904,13,-0.8494
ENSG00000158828,PINK1,213,-1.0384,333,-0.3429,417,0.01789,534,0.42754,731,0.97290,315,-0.4295,485,0.26545,455,0.16264,227,-0.9354
ENSG00000244038,DDOST,15,-1.1381,46,0.67204,42,0.53140,41,0.46323,25,-0.3146,14,-1.2408,33,0.12597,34,0.15696,27,-0.2312
ENSG00000117245,KIF17,7,-2.1788,16,-1.0622,15,-1.1494,26,-0.3056,86,1.78248,47,0.65469,57,1.01838,16,-1.0147,13,-1.3734
ENSG00000189410,SH2D5,9,-2.7565,41,-0.4713,60,0.12281,119,1.32149,34,-0.7698,46,-0.3034,63,0.22504,43,-0.3802,83,0.67028
ENSG00000127483,HP1BP3,373,0.48159,224,-0.3534,274,-0.0315,172,-0.7634,205,-0.4911,361,0.42523,276,-0.0186,248,-0.1910,379,0.50650
ENSG00000075151,EIF4G3,149,-0.7356,114,-1.1515,245,0.04413,177,-0.4763,120,-1.0751,210,-0.2027,347,0.62834,429,0.99760,353,0.65698
ENSG00000076864,RAP1GAP,99,-0.5596,89,-0.7262,74,-1.0149,126,-0.1872,265,1.07139,213,0.68444,197,0.55410,88,-0.7472,120,-0.2568
ENSG00000090686,USP48,138,1.02122,39,-1.0224,86,0.22173,62,-0.3008,38,-1.0811,53,-0.5500,89,0.26413,45,-0.8037,128,0.89426
ENSG00000070831,CDC42,160,-0.4967,162,-0.4820,246,0.19036,251,0.22178,289,0.45659,165,-0.4541,289,0.45713,258,0.26943,152,-0.5835
ENSG00000004487,KDM1A,65,-0.0535,30,-1.2404,78,0.24404,57,-0.2585,48,-0.5149,85,0.39342,114,0.89667,59,-0.1967,67,-0.0147
ENSG00000169641,LUZP1,58,-1.4866,72,-1.1661,181,0.28762,77,-1.0524,107,-0.5536,226,0.66461,187,0.34846,278,1.03321,178,0.26322
ENSG00000125944,HNRNPR,148,0.10005,103,-0.4744,175,0.37338,163,0.25460,97,-0.5710,109,-0.3946,137,-0.0214,137,-0.0197,183,0.45553
ENSG00000142676,RPL11,574,0.53680,807,1.13643,502,0.30944,550,0.46371,570,0.52243,212,-1.0548,152,-1.5607,143,-1.6480,231,-0.9244
ENSG00000011007,ELOA,35,0.51288,44,0.87442,26,-0.0049,20,-0.3710,15,-0.8801,20,-0.3902,26,-0.0172,16,-0.7174,31,0.28339
ENSG00000057757,PITHD1,85,-1.1142,126,-0.5145,164,-0.0963,231,0.46986,200,0.22710,213,0.33181,261,0.67795,179,0.04598,106,-0.7729
ENSG00000011009,LYPLA2,13,-1.2116,27,-0.0287,12,-1.3095,22,-0.3945,38,0.51953,41,0.65868,35,0.39239,24,-0.2249,38,0.50272
ENSG00000189266,PNRC2,49,-0.1303,60,0.17270,97,1.00182,52,-0.0445,24,-1.2140,37,-0.5691,31,-0.8567,51,-0.0731,80,0.67230
ENSG00000188529,SRSF10,79,0.11528,74,0.02173,123,0.87475,66,-0.1712,45,-0.7462,47,-0.7110,64,-0.2180,66,-0.1737,95,0.43612
ENSG00000001461,NIPAL3,346,1.64875,91,-0.6382,79,-0.8612,66,-1.1247,132,-0.0499,133,-0.0381,179,0.45176,99,-0.5063,101,-0.4783
ENSG00000133226,SRRM1,657,2.25586,111,-0.8862,150,-0.4174,79,-1.3966,55,-1.9354,177,-0.1588,123,-0.7211,159,-0.3236,243,0.36037
ENSG00000169504,CLIC4,193,3.52144,54,0.66313,4,-3.1289,14,-1.4361,30,-0.2825,10,-1.9186,4,-3.1195,8,-2.1576,6,-2.5776
ENSG00000117614,SYF2,154,0.60334,120,0.18558,98,-0.1382,98,-0.1497,68,-0.7226,107,0.00450,86,-0.3577,110,0.04665,123,0.22686
ENSG00000117616,RSRP1,148,1.12465,48,-0.7220,63,-0.3036,91,0.28143,48,-0.7373,54,-0.5479,39,-1.0276,46,-0.8096,151,1.16284
ENSG00000183726,TMEM50A,70,-0.1192,82,0.12456,51,-0.6200,91,0.29820,61,-0.3331,62,-0.3090,87,0.22334,88,0.23606,89,0.26811
ENSG00000204178,MACO1,69,0.07795,32,-1.1391,55,-0.2825,26,-1.4246,40,-0.7852,108,0.82043,69,0.07487,60,-0.1481,135,1.22310
ENSG00000117643,MAN1C1,10,-2.2391,37,-0.2433,52,0.30365,76,0.96358,11,-2.0362,13,-1.8021,56,0.43647,37,-0.2357,95,1.37017
ENSG00000162430,SELENON,35,0.14451,59,0.99496,27,-0.2929,24,-0.4417,33,0.03373,17,-0.9684,15,-1.1637,36,0.15354,45,0.54125
ENSG00000117640,MTFR1L,45,-0.7997,49,-0.6690,89,0.26984,75,-0.0190,99,0.44638,75,-0.0189,83,0.15305,87,0.23598,77,0.03629
ENSG00000117632,STMN1,695,-0.9176,562,-1.2416,1247,0.00367,1732,0.54851,2217,0.98073,1408,0.20209,1441,0.24023,1083,-0.2231,816,-0.6702
ENSG00000158008,EXTL1,18,-1.4720,37,-0.3615,18,-1.4452,81,0.96080,84,1.02081,92,1.18481,42,-0.1328,18,-1.4021,24,-1.0338
ENSG00000142684,ZNF593,26,-0.3605,23,-0.5645,41,0.33522,54,0.81220,42,0.39768,27,-0.3109,22,-0.6194,38,0.22965,24,-0.5013
ENSG00000142669,SH3BGRL3,165,0.20824,184,0.38742,97,-0.6341,134,-0.1284,250,0.91971,178,0.33353,160,0.15792,59,-1.4073,80,-0.9339
ENSG00000198830,HMGN2,223,0.34339,317,0.95168,206,0.21251,217,0.29595,136,-0.4572,147,-0.3312,80,-1.2628,131,-0.5077,170,-0.0958
ENSG00000117713,ARID1A,120,0.46272,75,-0.3059,102,0.19985,76,-0.2794,71,-0.3870,80,-0.1940,87,-0.0560,104,0.23288,99,0.14096
ENSG00000204160,ZDHHC18,10,-1.1887,13,-0.8957,12,-0.9087,37,0.84128,26,0.22097,30,0.47496,25,0.18389,7,-1.6781,41,1.02284
ENSG00000142751,GPN2,59,1.39196,5,-2.3676,36,0.51436,29,0.13882,12,-1.1762,19,-0.5014,16,-0.8237,30,0.19438,32,0.28567
ENSG00000090273,NUDC,128,-0.7783,225,0.11864,242,0.23792,356,0.89656,189,-0.1616,197,-0.1012,163,-0.3996,172,-0.3134,212,0.02012
ENSG00000253368,TRNP1,8,-2.9105,41,-0.4511,88,0.79042,55,0.01065,86,0.75724,52,-0.0858,58,0.08509,66,0.28975,40,-0.5070
ENSG00000090020,SLC9A1,0,-6.3401,19,-0.4241,13,-0.9544,18,-0.5010,53,1.27416,35,0.57288,51,1.22881,21,-0.2817,14,-0.9010
ENSG00000142784,WDTC1,23,-0.4606,60,1.11924,15,-1.1500,26,-0.2446,36,0.24465,24,-0.4121,31,0.02072,25,-0.3059,38,0.32252
ENSG00000186501,TMEM222,57,0.18703,60,0.27718,20,-1.3989,61,0.30619,47,-0.1043,77,0.69470,79,0.73588,18,-1.5819,36,-0.5250
ENSG00000158195,WASF2,153,2.25981,86,1.10259,20,-1.2291,7,-2.7022,21,-1.1765,24,-0.9562,17,-1.4497,47,0.07009,29,-0.6934
ENSG00000126705,AHDC1,95,0.84522,41,-0.5246,42,-0.4962,20,-1.5908,65,0.20545,59,0.03979,59,0.03168,56,-0.0597,81,0.55549
ENSG00000126709,IFI6,79,-0.4588,137,0.42841,81,-0.4278,96,-0.1662,92,-0.2177,142,0.47861,185,0.94068,99,-0.1116,42,-1.4143
ENSG00000009780,FAM76A,41,0.79202,19,-0.4698,19,-0.4590,31,0.32128,20,-0.3678,28,0.13731,36,0.57944,8,-1.6924,27,0.08487
ENSG00000117758,STX12,98,-0.2230,103,-0.1335,118,0.08442,76,-0.6165,152,0.49368,128,0.20658,139,0.34540,92,-0.3283,106,-0.0876
ENSG00000117751,PPP1R8,29,-0.0688,45,0.64774,18,-0.8343,43,0.56731,31,0.01541,21,-0.5789,33,0.14667,15,-1.0903,39,0.39975
ENSG00000117748,RPA2,32,-0.4015,33,-0.3569,58,0.55409,48,0.24452,43,0.07259,20,-1.0900,62,0.65552,40,-0.0467,36,-0.2274
ENSG00000126698,DNAJC8,247,0.27686,191,-0.1436,164,-0.3841,170,-0.3265,148,-0.5394,186,-0.1803,197,-0.0927,263,0.38328,310,0.66206
ENSG00000130770,ATP5IF1,129,-1.6949,334,-0.2319,735,1.10059,644,0.86278,419,0.13190,167,-1.3049,344,-0.1842,381,-0.0202,321,-0.2932
ENSG00000204138,PHACTR4,116,2.28502,19,-0.8982,29,-0.2261,14,-1.3044,7,-2.2714,34,-0.0087,9,-1.9292,58,0.90862,17,-1.0679
ENSG00000198492,YTHDF2,71,-0.5652,62,-0.7700,98,-0.0491,82,-0.3317,64,-0.7319,124,0.33232,127,0.36641,189,1.05677,96,-0.0985
ENSG00000116350,SRSF4,110,0.75688,70,-0.0008,78,0.18556,58,-0.3112,40,-0.8854,49,-0.5537,80,0.22311,55,-0.3828,89,0.40385
ENSG00000116353,MECR,23,-0.2886,19,-0.5649,37,0.45999,56,1.20544,41,0.67198,8,-1.8598,18,-0.6556,16,-0.8396,30,0.13369
ENSG00000162512,SDC3,103,-0.0930,161,0.64847,83,-0.4326,68,-0.7536,47,-1.3144,111,0.02030,92,-0.2710,152,0.54931,166,0.69822
ENSG00000134644,PUM1,217,0.20767,137,-0.5314,113,-0.8273,145,-0.4374,157,-0.3122,317,0.85305,220,0.22868,186,-0.0405,227,0.28478
ENSG00000121766,ZCCHC17,137,0.00194,92,-0.6388,125,-0.1462,169,0.34426,106,-0.4045,127,-0.1216,129,-0.0973,173,0.37663,176,0.40989
ENSG00000121769,FABP3,25,-1.6030,16,-2.2623,98,0.51611,70,-0.0278,119,0.85333,75,0.08435,125,0.94523,62,-0.2326,53,-0.4691
ENSG00000162517,PEF1,27,-1.5507,56,-0.4760,86,0.22234,84,0.16617,80,0.09863,63,-0.2879,116,0.72281,88,0.25434,78,0.05106
ENSG00000084636,COL16A1,85,1.18074,74,0.93947,23,-0.9846,30,-0.5530,58,0.50407,42,-0.0099,27,-0.7008,25,-0.8569,19,-1.2200
ENSG00000121753,ADGRB2,113,-1.0866,156,-0.5840,121,-0.9836,382,0.89037,211,-0.1100,242,0.11351,306,0.50622,220,-0.0378,280,0.35249
ENSG00000184007,PTP4A2,871,2.28837,241,-0.0905,122,-1.1500,165,-0.6919,216,-0.2646,186,-0.5005,158,-0.7556,184,-0.5151,151,-0.8257
ENSG00000121774,KHDRBS1,157,-0.0339,172,0.11637,207,0.42649,197,0.33728,110,-0.5948,169,0.09130,129,-0.3403,122,-0.4339,177,0.16787
ENSG00000025800,KPNA6,101,0.13732,45,-1.1430,86,-0.1238,91,-0.0268,70,-0.4400,136,0.63191,86,-0.1201,117,0.38147,103,0.17342
ENSG00000084652,TXLNA,51,0.88525,24,-0.3457,36,0.28816,39,0.43601,12,-1.4328,26,-0.2454,29,-0.0881,23,-0.3983,31,0.04628
