Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000160049,DFFA,92,0.70805,68,0.19829,134,1.34731,39,-0.6435,36,-0.8298,48,-0.3367,61,0.03281,45,-0.4524,40,-0.6071,57,-0.0759
ENSG00000142655,PEX14,11,-1.2563,29,0.23959,8,-1.7364,17,-0.5843,32,0.48812,37,0.63484,71,1.80229,11,-1.1889,12,-1.1190,12,-1.0554
ENSG00000120948,TARDBP,104,0.39615,70,-0.2280,75,-0.1290,75,-0.1216,105,0.46800,98,0.30738,64,-0.3556,67,-0.3054,72,-0.1834,56,-0.5586
ENSG00000116649,SRM,14,-2.3614,83,0.27397,46,-0.6553,79,0.19536,100,0.65899,69,-0.0263,60,-0.2404,45,-0.6987,108,0.69482,66,-0.0868
ENSG00000171824,EXOSC10,64,1.01960,42,0.32353,40,0.24524,60,0.90931,37,0.13865,31,-0.1585,42,0.32933,12,-1.5545,6,-2.4801,5,-2.6958
ENSG00000198793,MTOR,12,-1.7056,43,0.14861,36,-0.1279,38,-0.0320,41,0.07509,62,0.73872,37,-0.0684,35,-0.1573,55,0.53570,29,-0.4349
ENSG00000116661,FBXO2,66,-1.8204,439,1.14946,116,-0.9826,140,-0.6961,296,0.54862,167,-0.4278,231,0.08438,209,-0.0768,233,0.09562,220,0.00345
ENSG00000132879,FBXO44,40,-1.3318,67,-0.5508,63,-0.6598,75,-0.3803,157,0.93052,115,0.28241,145,0.66637,84,-0.2061,63,-0.6511,89,-0.1166
ENSG00000116670,MAD2L2,14,0.00738,30,1.17217,5,-1.4918,12,-0.2849,13,-0.2198,19,0.47288,8,-0.8772,8,-0.8864,15,0.07977,21,0.62896
ENSG00000177000,MTHFR,30,0.19564,25,-0.0882,23,-0.1924,38,0.60221,18,-0.5958,18,-0.5751,32,0.31516,46,0.91177,18,-0.5554,22,-0.2983
ENSG00000011021,CLCN6,39,-1.4112,72,-0.4852,44,-1.2127,117,0.28189,71,-0.5500,113,0.21808,222,1.36321,159,0.78567,113,0.22401,59,-0.7777
ENSG00000116685,KIAA2013,41,0.32696,38,0.22815,33,-0.0097,26,-0.3487,31,-0.1140,43,0.41604,41,0.34379,39,0.27230,13,-1.3632,27,-0.3096
ENSG00000083444,PLOD1,41,0.88137,38,0.73848,32,0.45417,0,-5.9110,10,-1.4156,53,1.31149,12,-1.0999,25,0.07548,22,-0.1236,21,-0.2096
ENSG00000116688,MFN2,74,-0.5794,85,-0.3677,93,-0.2398,102,-0.0902,117,0.14598,127,0.25776,151,0.53745,96,-0.1796,121,0.18166,104,-0.0602
ENSG00000116691,MIIP,14,-0.1835,29,0.95596,6,-1.4540,18,0.18836,15,-0.1256,19,0.25785,27,0.79822,15,-0.1562,9,-0.8043,10,-0.6881
ENSG00000048707,VPS13D,54,-0.4857,57,-0.3755,72,-0.0191,63,-0.2310,60,-0.3279,140,1.06500,65,-0.1899,114,0.71126,70,-0.0795,50,-0.5902
ENSG00000162496,DHRS3,32,0.45966,92,2.36082,26,0.09657,1,-4.0593,24,-0.0396,15,-0.6892,6,-2.1123,15,-0.6980,14,-0.8377,18,-0.4688
ENSG00000116731,PRDM2,308,0.20207,100,-1.5247,528,1.10064,353,0.42259,257,-0.1007,143,-0.9896,266,-0.0312,278,0.03789,319,0.25549,179,-0.6481
ENSG00000189337,KAZN,107,1.43384,43,-0.0772,24,-0.9780,46,0.01554,30,-0.6701,70,0.70194,58,0.38738,21,-1.1937,19,-1.3444,51,0.19484
ENSG00000142634,EFHD2,54,-0.8984,22,-2.2292,42,-1.2871,195,1.16722,41,-1.4158,240,1.54134,136,0.54675,122,0.37267,61,-0.7028,110,0.20168
ENSG00000116138,DNAJC16,29,-0.0912,20,-0.6303,25,-0.2959,16,-0.9930,49,0.85398,19,-0.7465,55,0.94906,29,-0.0817,29,-0.0905,18,-0.8223
ENSG00000197312,DDI2,54,0.61278,23,-0.7097,54,0.59315,57,0.68917,25,-0.6416,28,-0.4175,24,-0.6725,46,0.34429,45,0.30518,26,-0.5527
ENSG00000116786,PLEKHM2,94,-0.8732,115,-0.5649,220,0.45656,177,0.10951,115,-0.6229,133,-0.3487,149,-0.1700,246,0.64207,247,0.64967,211,0.38824
ENSG00000065526,SPEN,375,1.52286,105,-0.5885,334,1.30875,125,-0.3135,99,-0.7244,65,-1.3119,113,-0.4658,122,-0.3517,169,0.16082,73,-1.1399
ENSG00000116809,ZBTB17,23,-0.2423,31,0.25680,18,-0.6232,6,-2.0591,25,-0.1333,31,0.25357,43,0.76300,39,0.62057,26,-0.0220,26,-0.0526
ENSG00000037637,FBXO42,13,-0.9770,23,-0.1226,23,-0.1018,45,0.98828,24,-0.0331,31,0.35825,44,0.94791,21,-0.2664,15,-0.7305,8,-1.7234
ENSG00000055070,SZRD1,53,0.78607,46,0.55379,43,0.45258,13,-1.3203,31,-0.0703,36,0.17355,13,-1.3573,26,-0.3151,32,-0.0252,32,-0.0411
ENSG00000159363,ATP13A2,35,-1.6874,61,-0.8673,77,-0.4997,114,0.11430,120,0.21868,132,0.34751,206,1.09091,93,-0.2097,99,-0.1084,112,0.08311
ENSG00000117118,SDHB,25,-1.0790,66,0.42215,36,-0.5206,35,-0.5519,68,0.54463,66,0.42280,76,0.65887,24,-1.1624,55,0.12305,37,-0.4709
ENSG00000117115,PADI2,122,1.61792,135,1.80561,33,-0.5700,11,-2.1574,21,-1.3379,33,-0.5387,28,-0.8100,42,-0.1614,22,-1.1565,50,0.10180
ENSG00000179051,RCC2,3,-3.2258,20,-0.6459,20,-0.6503,31,0.02167,40,0.45276,23,-0.4452,87,1.76625,30,-0.0425,17,-0.9336,28,-0.1326
ENSG00000074964,ARHGEF10L,1,-3.5674,31,1.06702,10,-0.6885,9,-0.9455,13,-0.3403,18,0.12669,10,-0.6763,22,0.46031,30,0.99665,21,0.40197
ENSG00000117154,IGSF21,45,-0.6521,30,-1.2633,40,-0.8400,36,-1.0127,100,0.67296,153,1.32936,56,-0.3180,74,0.10343,62,-0.1560,64,-0.1250
ENSG00000159423,ALDH4A1,20,-1.1318,95,1.34288,33,-0.4017,10,-2.1028,20,-1.2445,30,-0.5313,29,-0.5872,52,0.33053,107,1.54586,52,0.31067
ENSG00000127481,UBR4,108,1.53855,25,-0.8437,66,0.68161,68,0.73299,28,-0.7176,17,-1.3895,48,0.16526,30,-0.5904,44,0.03421,14,-1.7147
ENSG00000127463,EMC1,18,-0.6145,28,0.06555,10,-1.5291,31,0.24230,39,0.67269,30,0.18919,21,-0.3564,42,0.72869,17,-0.7324,20,-0.4232
ENSG00000053372,MRTO4,25,-0.8097,38,-0.1780,42,-0.0508,48,0.17655,53,0.39484,44,0.05397,71,0.82631,41,-0.0631,24,-0.9120,31,-0.4857
ENSG00000053371,AKR7A2,15,-0.9340,78,1.69907,23,-0.3611,6,-2.2889,30,0.08533,26,-0.1514,12,-1.3359,20,-0.5113,34,0.26485,41,0.56101
ENSG00000077549,CAPZB,138,-0.4244,179,-0.0139,153,-0.2610,177,-0.0370,229,0.42423,205,0.19967,203,0.18618,169,-0.1121,158,-0.2166,151,-0.2834
ENSG00000173436,MICOS10,136,-1.0961,323,0.24176,131,-1.1538,188,-0.6062,299,0.13125,329,0.26875,223,-0.3465,190,-0.5930,467,0.84800,471,0.86448
ENSG00000158747,NBL1,61,-1.4047,125,-0.3199,130,-0.2536,99,-0.6776,184,0.32757,217,0.56083,129,-0.2719,258,0.85254,163,0.10322,135,-0.1983
ENSG00000169914,OTUD3,22,0.01658,6,-1.8334,20,-0.0624,23,0.14544,16,-0.5066,29,0.48297,34,0.73001,34,0.73477,25,0.23699,10,-1.0652
ENSG00000162545,CAMK2N1,747,-1.0376,1962,0.47347,1637,0.17927,780,-0.9720,2214,0.77223,366,-2.1001,627,-1.3018,979,-0.6265,2952,1.16763,1613,0.15601
ENSG00000090432,MUL1,13,-0.4182,20,0.21398,12,-0.5940,22,0.35948,12,-0.6440,34,1.11643,25,0.61741,15,-0.2061,15,-0.2170,10,-0.7552
ENSG00000183114,FAM43B,15,-0.2787,27,0.59031,9,-1.1383,21,0.22338,7,-1.4303,70,2.36006,8,-1.1617,18,-0.0623,2,-3.2658,18,-0.0315
ENSG00000158828,PINK1,120,-1.6558,337,-0.0912,234,-0.6552,266,-0.4565,422,0.30103,572,0.76824,326,-0.1430,286,-0.3457,437,0.32295,503,0.55578
ENSG00000244038,DDOST,10,-1.4166,29,0.16011,23,-0.1877,16,-0.7301,39,0.74047,31,0.26857,47,0.99271,21,-0.3418,17,-0.6749,14,-0.9407
ENSG00000117245,KIF17,10,-1.4770,19,-0.5625,9,-1.6613,32,0.29457,19,-0.5541,68,1.54999,40,0.62208,41,0.66244,22,-0.3167,17,-0.6550
ENSG00000189410,SH2D5,2,-3.6888,17,-0.8746,13,-1.2141,26,-0.2089,75,1.85864,22,-0.4990,33,0.11814,24,-0.3753,18,-0.8065,28,-0.1301
ENSG00000127483,HP1BP3,482,1.09699,170,-0.5901,403,0.79079,308,0.34344,222,-0.1936,136,-0.9285,225,-0.1591,169,-0.5987,225,-0.1581,170,-0.5869
ENSG00000075151,EIF4G3,277,0.11505,118,-1.1961,436,0.85987,383,0.64334,241,-0.1152,172,-0.6282,343,0.45949,229,-0.1883,249,-0.0535,145,-0.8868
ENSG00000117298,ECE1,24,0.01327,37,0.72524,28,0.26639,14,-0.8227,20,-0.3249,28,0.25037,33,0.49244,42,0.90822,7,-1.8352,10,-1.2633
ENSG00000076864,RAP1GAP,60,-1.1639,41,-1.7047,47,-1.5291,234,0.99557,126,-0.0148,251,1.11763,219,0.88299,126,-0.0233,89,-0.5596,85,-0.6383
ENSG00000090686,USP48,159,1.17756,44,-0.8940,112,0.57762,120,0.69486,61,-0.4222,47,-0.7728,104,0.46342,63,-0.3196,53,-0.6013,34,-1.2420
ENSG00000070831,CDC42,130,-0.1360,142,0.00435,50,-1.5950,149,0.08053,159,0.20678,233,0.81671,202,0.57823,101,-0.5203,135,-0.0683,96,-0.6039
ENSG00000004487,KDM1A,53,-0.3374,72,0.14794,65,-0.0023,38,-0.8363,80,0.36202,39,-0.8125,151,1.40862,64,-0.0367,62,-0.0864,16,-2.1265
ENSG00000169641,LUZP1,83,-1.2873,68,-1.5790,318,0.81503,228,0.26216,129,-0.6803,131,-0.6038,359,1.02198,317,0.80853,231,0.28680,130,-0.6103
ENSG00000125944,HNRNPR,154,0.55574,116,0.10235,114,0.06852,110,0.01163,135,0.38504,122,0.17100,83,-0.4272,70,-0.6857,97,-0.1879,64,-0.8133
ENSG00000142676,RPL11,499,0.44733,515,0.49863,321,-0.2551,260,-0.5855,276,-0.5395,413,0.14117,201,-0.9763,181,-1.1371,637,0.85409,581,0.69751
ENSG00000011007,ELOA,35,0.20373,24,-0.3761,34,0.13741,46,0.61827,32,0.03397,30,-0.0623,13,-1.3596,49,0.73914,21,-0.6140,27,-0.2334
ENSG00000057757,PITHD1,50,-1.3128,85,-0.4979,56,-1.1334,138,0.26098,137,0.27619,176,0.65736,225,1.07683,104,-0.1842,73,-0.7293,109,-0.1189
ENSG00000011009,LYPLA2,8,-2.0319,20,-0.6228,10,-1.6022,42,0.49316,30,-0.0113,28,-0.1092,35,0.19322,40,0.42801,72,1.43302,20,-0.6324
ENSG00000117308,GALE,4,-2.3150,15,-0.5419,7,-1.5913,34,0.68578,32,0.67602,26,0.27261,49,1.34390,28,0.36968,8,-1.5589,6,-1.9140
ENSG00000117305,HMGCL,23,0.32763,36,1.04149,11,-0.8203,13,-0.5896,13,-0.6470,25,0.44288,10,-0.9649,21,0.17093,28,0.63432,15,-0.3305
ENSG00000189266,PNRC2,47,-0.0110,61,0.38195,56,0.25663,32,-0.6152,63,0.50861,49,0.05194,35,-0.4925,24,-1.0520,56,0.25118,39,-0.3325
ENSG00000188529,SRSF10,96,0.57079,52,-0.4040,80,0.25974,119,0.92035,66,-0.0476,86,0.38479,74,0.13236,35,-1.0094,38,-0.8738,33,-1.1178
ENSG00000001460,STPG1,11,-0.7874,20,0.02372,8,-1.2955,26,0.50119,28,0.66692,24,0.33198,31,0.74961,8,-1.2250,5,-2.0014,23,0.27444
ENSG00000001461,NIPAL3,367,1.65046,49,-1.5744,108,-0.3926,159,0.20999,80,-0.9346,152,0.13497,154,0.15845,144,0.05324,129,-0.1206,111,-0.3576
ENSG00000133226,SRRM1,800,2.12854,180,-0.4401,419,0.92160,281,0.25959,135,-0.9539,97,-1.3763,149,-0.7312,177,-0.4659,147,-0.7539,106,-1.2393
ENSG00000169504,CLIC4,121,2.09156,93,1.57266,21,-0.8127,18,-1.0395,8,-2.3578,58,0.75103,16,-1.2503,21,-0.8245,11,-1.7927,26,-0.5435
ENSG00000117614,SYF2,192,0.31020,164,0.06293,289,0.99496,153,-0.0448,125,-0.4019,120,-0.4283,140,-0.1846,129,-0.3128,170,0.11255,129,-0.3136
ENSG00000117616,RSRP1,123,1.07348,60,-0.0981,33,-1.0068,137,1.26577,87,0.55552,65,0.01566,48,-0.4574,30,-1.1358,9,-2.8405,25,-1.4098
ENSG00000183726,TMEM50A,32,-0.9065,78,0.47101,29,-1.0585,56,-0.0491,79,0.56055,76,0.43665,91,0.72451,41,-0.5369,31,-0.9555,46,-0.3595
ENSG00000204178,MACO1,106,0.59398,33,-1.2375,85,0.23882,158,1.27347,55,-0.4981,68,-0.1137,79,0.11317,65,-0.1971,79,0.12432,25,-1.6311
ENSG00000117643,MAN1C1,50,0.21272,26,-0.7563,18,-1.2897,12,-1.9550,85,1.31056,19,-1.2519,89,1.18143,22,-1.0552,47,0.11169,25,-0.8696
ENSG00000162430,SELENON,17,-0.7779,79,1.71685,21,-0.4571,14,-1.0817,32,0.20611,20,-0.5857,28,-0.0202,28,-0.0467,18,-0.6861,26,-0.1737
ENSG00000117640,MTFR1L,24,-1.2836,63,0.17782,45,-0.3644,47,-0.2998,75,0.49849,57,0.01486,50,-0.1986,91,0.76302,56,-0.0192,41,-0.5016
ENSG00000117632,STMN1,576,-0.4494,448,-0.8346,400,-1.0069,981,0.39525,1164,0.77719,1365,0.94742,888,0.23338,395,-1.0255,619,-0.3373,440,-0.8602
ENSG00000158008,EXTL1,22,-1.1155,24,-0.9577,25,-0.9267,49,0.12713,55,0.35382,69,0.67473,58,0.40269,73,0.76869,33,-0.5010,35,-0.3808
ENSG00000142684,ZNF593,7,-2.2107,23,-0.4624,18,-0.7691,25,-0.2897,43,0.60494,54,0.93508,23,-0.4331,21,-0.5522,56,0.98621,23,-0.4346
ENSG00000142669,SH3BGRL3,100,-0.6204,176,0.25999,64,-1.3007,90,-0.7889,142,-0.0867,275,1.00824,123,-0.3052,147,-0.0265,236,0.74343,148,-0.0144
