Feature ID,Feature Name,Feature count topic 1to4,Feature log2 fold change topic 1to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to8,Feature log2 fold change topic 6to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000132879,FBXO44,108,0.75943,45,-0.9281,75,-0.1549,77,-0.0847,34,-1.3469
ENSG00000116670,MAD2L2,10,-0.7319,30,1.20442,11,-0.5956,16,0.11634,27,0.99472
ENSG00000177000,MTHFR,26,-0.0135,45,0.90106,19,-0.5582,23,-0.1807,30,0.23581
ENSG00000011021,CLCN6,88,0.41785,66,-0.2038,81,0.16037,42,-0.8813,45,-0.7944
ENSG00000116685,KIAA2013,32,-0.2553,49,0.52900,28,-0.4788,42,0.27998,54,0.66059
ENSG00000083444,PLOD1,15,-0.2767,7,-1.2822,18,0.13562,35,1.20738,13,-0.4123
ENSG00000116688,MFN2,131,0.43198,75,-0.6214,112,0.02426,94,-0.2647,79,-0.5414
ENSG00000116691,MIIP,12,0.01120,5,-1.2738,12,0.03942,20,0.74956,11,-0.1499
ENSG00000048707,VPS13D,94,0.68570,47,-0.6742,70,-0.0894,37,-1.0427,58,-0.3706
ENSG00000162496,DHRS3,20,-0.1589,0,-7.2234,18,-0.2841,59,1.74638,20,-0.1074
ENSG00000116731,PRDM2,250,0.16802,441,1.06418,170,-0.6235,202,-0.2305,185,-0.3717
ENSG00000189337,KAZN,61,-0.0120,39,-0.7053,57,-0.1351,55,-0.1682,103,0.85681
ENSG00000142634,EFHD2,107,0.19689,211,1.29527,87,-0.2489,50,-1.0459,36,-1.5542
ENSG00000116138,DNAJC16,46,0.65447,18,-1.0559,30,-0.3194,31,-0.2115,34,-0.0985
ENSG00000197312,DDI2,51,0.72021,22,-0.8880,32,-0.3452,31,-0.3523,34,-0.2104
ENSG00000116786,PLEKHM2,76,-0.7357,113,0.09103,146,0.69570,137,0.39745,76,-0.5423
ENSG00000065526,SPEN,163,-0.3529,280,0.63472,129,-0.7465,176,-0.1259,407,1.29324
ENSG00000116809,ZBTB17,17,-0.8124,43,0.88347,18,-0.6260,56,1.35686,29,0.23781
ENSG00000037637,FBXO42,21,0.22816,2,-2.8357,21,0.21883,24,0.37241,16,-0.2097
ENSG00000055070,SZRD1,16,-0.7649,0,-5.0224,26,0.31940,27,0.27803,57,1.56679
ENSG00000157191,NECAP2,6,-1.7750,8,-0.8864,12,-0.3045,52,2.27477,26,0.91255
ENSG00000219481,NBPF1,13,-1.1522,40,0.88116,18,-0.5067,25,0.08965,62,1.67521
ENSG00000159363,ATP13A2,127,0.75752,57,-0.8042,99,0.06057,64,-0.6361,33,-1.6282
ENSG00000117118,SDHB,50,0.20876,12,-1.9946,62,0.63500,41,-0.1862,23,-1.1044
ENSG00000117115,PADI2,20,-2.5674,71,-0.1774,56,-0.6841,143,0.97273,335,2.70340
ENSG00000179051,RCC2,21,0.28818,9,-1.0871,22,0.33825,6,-1.7522,22,0.27078
ENSG00000074964,ARHGEF10L,15,-0.1115,8,-1.1114,15,-0.1768,40,1.52563,8,-1.0119
ENSG00000117154,IGSF21,75,1.00867,34,-0.6621,51,-0.0523,16,-1.7973,20,-1.4888
ENSG00000159423,ALDH4A1,12,-1.3764,3,-2.9274,32,0.66667,64,1.70236,27,0.16612
ENSG00000127481,UBR4,45,0.13653,62,0.62458,33,-0.4915,22,-1.0215,62,0.61382
ENSG00000127463,EMC1,38,0.67310,4,-2.7287,31,0.07020,18,-0.7586,29,-0.0602
ENSG00000053372,MRTO4,44,0.40409,12,-1.7648,45,0.38508,30,-0.3447,23,-0.7910
ENSG00000053371,AKR7A2,21,-0.2133,6,-2.0630,25,0.19294,36,0.72161,29,0.36712
ENSG00000077549,CAPZB,160,0.42950,122,-0.1711,120,-0.2469,97,-0.5184,135,-0.0035
ENSG00000173436,MICOS10,232,-0.3147,228,-0.2467,400,0.93171,209,-0.3843,99,-1.5253
ENSG00000158747,NBL1,166,0.42769,163,0.23659,130,-0.1510,123,-0.2065,63,-1.2324
ENSG00000169914,OTUD3,25,0.41190,18,-0.2331,22,0.08237,22,0.08507,5,-2.0557
ENSG00000162545,CAMK2N1,1284,-0.4723,1068,-0.6179,2229,0.77142,1929,0.32099,1005,-0.7111
ENSG00000090432,MUL1,21,0.34167,3,-2.5052,14,-0.4411,32,0.96225,19,0.07816
ENSG00000183114,FAM43B,19,-0.1755,50,1.52919,19,-0.0816,11,-0.9518,8,-1.2910
ENSG00000158828,PINK1,472,0.51787,301,-0.3921,419,0.16846,271,-0.5579,148,-1.4798
ENSG00000244038,DDOST,27,0.22818,9,-1.5243,32,0.55074,17,-0.5939,17,-0.5600
ENSG00000117245,KIF17,35,1.51916,11,-0.9215,19,-0.1605,0,-6.4760,2,-3.4991
ENSG00000189410,SH2D5,50,1.06329,7,-2.2444,41,0.41595,3,-3.6284,7,-2.2867
ENSG00000127483,HP1BP3,241,-0.3030,338,0.32971,218,-0.4588,335,0.31977,461,0.85340
ENSG00000075151,EIF4G3,316,0.65495,293,0.28004,171,-0.7085,158,-0.6988,240,-0.0460
ENSG00000117298,ECE1,13,-0.9864,3,-2.6759,21,-0.0729,65,1.92011,32,0.61737
ENSG00000076864,RAP1GAP,154,0.80259,164,0.58998,92,-0.4233,38,-1.6902,50,-1.2852
ENSG00000090686,USP48,94,0.32108,57,-0.5812,50,-0.9451,77,-0.1141,167,1.18165
ENSG00000070831,CDC42,202,0.54686,96,-0.8303,138,-0.3408,133,-0.3279,186,0.20654
ENSG00000133216,EPHB2,15,0.65533,3,-1.7666,10,-0.3468,1,-3.5143,23,1.11981
ENSG00000004487,KDM1A,74,0.73338,32,-0.8716,51,-0.1831,44,-0.3891,36,-0.6808
ENSG00000169641,LUZP1,215,1.00477,103,-0.5830,143,-0.0888,41,-1.9712,66,-1.2740
ENSG00000125944,HNRNPR,137,0.00808,160,0.25672,116,-0.3283,124,-0.1551,187,0.50561
ENSG00000125945,ZNF436,16,0.41354,5,-1.3860,10,-0.5434,30,1.39212,4,-1.5782
ENSG00000142676,RPL11,215,-1.1145,445,0.31983,472,0.56284,406,0.17299,525,0.59616
ENSG00000011007,ELOA,29,0.11263,13,-1.1600,27,-0.0654,24,-0.2366,44,0.74537
ENSG00000057757,PITHD1,183,0.74408,79,-0.8841,143,0.06476,41,-1.8595,106,-0.4246
ENSG00000011009,LYPLA2,27,0.58577,13,-0.7693,18,-0.3522,32,0.59901,9,-1.2971
ENSG00000117305,HMGCL,12,-0.4714,7,-1.0370,19,0.61299,18,0.33828,15,0.07574
ENSG00000189266,PNRC2,52,-0.2287,51,-0.1739,47,-0.3758,107,1.06145,63,0.17136
ENSG00000188529,SRSF10,75,0.25576,48,-0.5433,55,-0.3977,70,0.05747,93,0.51302
ENSG00000001461,NIPAL3,137,-0.2200,257,0.89034,85,-1.0702,102,-0.6147,343,1.41078
ENSG00000133226,SRRM1,192,-0.3287,233,0.08451,117,-1.1793,290,0.44237,570,1.64242
ENSG00000169504,CLIC4,11,-2.5812,73,0.72680,23,-1.2524,64,0.50664,214,2.91329
ENSG00000117614,SYF2,95,-0.5301,203,0.85936,115,-0.0910,128,0.09686,149,0.33949
ENSG00000117616,RSRP1,67,-0.0065,15,-2.1988,53,-0.4409,114,0.88225,112,0.85683
ENSG00000183726,TMEM50A,75,0.27178,52,-0.4090,57,-0.3512,83,0.33362,69,0.04035
ENSG00000204178,MACO1,74,0.37943,39,-0.7621,46,-0.6280,76,0.29643,87,0.51346
ENSG00000117643,MAN1C1,41,1.09522,6,-2.1418,32,0.28177,2,-3.5140,10,-1.5831
ENSG00000162430,SELENON,17,-0.9433,36,0.50690,30,0.25922,39,0.65656,31,0.26985
ENSG00000117640,MTFR1L,74,0.52054,61,0.01487,57,-0.1196,34,-0.9053,43,-0.5321
ENSG00000117632,STMN1,1479,0.58205,1291,0.13899,1105,-0.1418,415,-1.6139,908,-0.4197
ENSG00000158008,EXTL1,54,0.50539,44,-0.0165,46,0.06183,41,-0.1262,5,-3.0388
ENSG00000175087,PDIK1L,19,0.28357,16,-0.1407,17,0.00506,9,-0.9266,18,0.07107
ENSG00000142684,ZNF593,45,0.48768,27,-0.4885,43,0.31108,8,-2.2647,27,-0.4809
ENSG00000142669,SH3BGRL3,138,0.12987,106,-0.3284,130,-0.0108,139,0.10000,120,-0.1317
ENSG00000158062,UBXN11,17,-0.2466,13,-0.5117,23,0.40044,31,0.83220,7,-1.3597
ENSG00000117682,DHDDS,27,1.16373,7,-1.4093,16,-0.2623,9,-1.0866,8,-1.1426
ENSG00000198830,HMGN2,79,-0.9348,95,-0.4054,135,0.19548,212,0.90590,200,0.80458
ENSG00000117713,ARID1A,81,-0.3210,133,0.58827,59,-0.8421,129,0.53928,164,0.95221
ENSG00000204160,ZDHHC18,21,0.37938,25,0.52913,14,-0.4921,15,-0.3489,15,-0.2844
ENSG00000142751,GPN2,26,0.65127,0,-5.5901,13,-0.8950,41,1.13716,21,0.04006
ENSG00000090273,NUDC,220,0.03569,217,-0.0017,247,0.27259,180,-0.2974,152,-0.5589
ENSG00000253368,TRNP1,45,0.44923,11,-1.8829,53,0.74484,20,-0.9958,9,-2.2078
ENSG00000090020,SLC9A1,25,1.18929,8,-1.0190,15,-0.1929,10,-0.7332,1,-3.5401
ENSG00000142784,WDTC1,22,0.01903,7,-1.6439,23,0.15642,21,-0.0103,30,0.54967
ENSG00000186501,TMEM222,39,-0.1948,48,0.19749,49,0.27877,34,-0.3507,41,-0.0536
ENSG00000158195,WASF2,21,-1.8776,20,-1.4983,42,-0.5289,124,1.38182,196,2.30881
ENSG00000126705,AHDC1,48,0.46506,30,-0.4572,38,-0.1073,40,-0.0039,24,-0.7611
ENSG00000126709,IFI6,113,0.87999,52,-0.7040,75,-0.1666,20,-2.1336,69,-0.2733
ENSG00000009780,FAM76A,27,0.04887,6,-2.2648,25,-0.0876,43,0.76942,33,0.33080
ENSG00000117758,STX12,122,0.41391,93,-0.1635,94,-0.1926,81,-0.3830,91,-0.2012
ENSG00000117751,PPP1R8,26,-0.1571,10,-1.5349,30,0.16417,28,-0.0019,46,0.82640
ENSG00000117748,RPA2,50,0.42868,19,-1.2400,43,0.03485,47,0.16776,28,-0.6513
ENSG00000126698,DNAJC8,221,-0.0321,312,0.54194,206,-0.1648,172,-0.4185,253,0.19405
ENSG00000130770,ATP5IF1,410,0.51605,160,-1.1525,416,0.46484,190,-0.8919,121,-1.5656
ENSG00000204138,PHACTR4,19,-0.7591,9,-1.5892,17,-0.9076,36,0.44588,102,2.36722
ENSG00000180098,TRNAU1AP,22,0.44020,3,-2.3562,13,-0.6624,21,0.26118,32,0.91516
ENSG00000198492,YTHDF2,114,0.65471,66,-0.4726,85,-0.0937,38,-1.3051,75,-0.2730
ENSG00000116329,OPRD1,18,1.11865,0,-6.4289,15,0.44809,0,-6.3916,4,-1.5322
ENSG00000159023,EPB41,31,1.07084,1,-4.3986,22,0.06860,10,-1.0890,11,-1.0292
ENSG00000116350,SRSF4,76,-0.2172,100,0.29908,77,-0.1659,55,-0.6431,144,0.90720
ENSG00000116353,MECR,35,0.88693,12,-1.1034,24,-0.1021,11,-1.2422,17,-0.5957
ENSG00000060656,PTPRU,19,0.04033,50,1.64923,8,-1.5964,36,1.03035,5,-2.0730
ENSG00000162512,SDC3,60,-0.5027,71,-0.0961,61,-0.4102,165,1.32155,94,0.35829
ENSG00000134644,PUM1,191,0.29498,194,0.21498,141,-0.3615,168,-0.0189,147,-0.2235
ENSG00000060688,SNRNP40,16,0.28287,7,-0.9342,8,-0.8953,26,1.02580,18,0.36846
ENSG00000121766,ZCCHC17,157,0.40027,161,0.28810,103,-0.5277,110,-0.3220,137,0.02740
ENSG00000121769,FABP3,86,1.33870,34,-0.7512,50,-0.1864,3,-4.1762,16,-1.8121
ENSG00000162517,PEF1,69,0.44784,29,-1.0642,67,0.28989,42,-0.5108,33,-0.8745
ENSG00000084636,COL16A1,30,-0.5136,29,-0.4312,27,-0.6733,73,1.07880,78,1.20261
ENSG00000121753,ADGRB2,229,0.75888,183,0.09671,135,-0.4865,156,-0.1571,67,-1.4588
ENSG00000184007,PTP4A2,161,-1.3975,592,1.03830,183,-1.0410,314,-0.0247,1089,2.22204
ENSG00000121774,KHDRBS1,123,0.04681,124,0.04478,114,-0.1031,116,-0.0534,129,0.11549
ENSG00000025800,KPNA6,92,0.46032,56,-0.4909,69,-0.2296,55,-0.5206,84,0.13533
ENSG00000084652,TXLNA,29,-0.0427,21,-0.5222,25,-0.3679,34,0.22360,52,0.89400
ENSG00000160050,CCDC28B,16,-0.0210,1,-3.6260,21,0.58767,26,0.79474,6,-1.3697
ENSG00000084623,EIF3I,89,0.45119,85,0.20670,64,-0.3047,60,-0.3454,53,-0.5288
ENSG00000175130,MARCKSL1,58,-2.4426,256,0.29658,125,-1.0010,293,0.51807,977,2.92141
ENSG00000160058,BSDC1,54,-0.1577,60,0.08117,50,-0.2731,81,0.56418,68,0.26584
ENSG00000160062,ZBTB8A,14,-0.5138,11,-0.6683,19,0.22547,22,0.39498,27,0.72416
ENSG00000176261,ZBTB8OS,26,-0.1682,11,-1.4359,42,0.94037,9,-1.6666,29,0.04889
ENSG00000162521,RBBP4,105,0.06126,104,0.02297,88,-0.2962,102,0.00121,132,0.42135
ENSG00000162522,KIAA1522,16,-0.2019,11,-0.6463,30,1.30695,6,-1.4580,2,-3.0449
ENSG00000134684,YARS,132,1.12473,48,-0.9477,77,-0.2797,46,-1.0309,36,-1.3931
ENSG00000160097,FNDC5,27,0.24518,3,-2.8997,40,1.14073,5,-2.3545,9,-1.5392
ENSG00000121905,HPCA,149,0.99799,73,-0.5569,110,0.10699,29,-1.9468,15,-2.8794
ENSG00000121900,TMEM54,34,-0.0796,1,-5.0600,54,1.01686,17,-1.0793,33,-0.0742
ENSG00000116514,RNF19B,20,1.02099,1,-3.9115,16,0.29273,2,-2.3614,7,-1.0106
ENSG00000004455,AK2,21,-0.6618,25,-0.1508,27,-0.0676,37,0.46217,53,1.07397
ENSG00000142920,AZIN2,16,-0.0559,13,-0.3437,19,0.31503,11,-0.6591,19,0.22984
ENSG00000160094,ZNF362,20,0.22741,11,-0.7177,19,0.10848,12,-0.6229,21,0.22645
ENSG00000134686,PHC2,51,0.03959,22,-1.2833,53,0.11493,38,-0.4395,79,0.74542
ENSG00000163866,SMIM12,65,0.99867,28,-0.7451,46,0.02160,5,-3.1437,23,-1.0462
ENSG00000116544,DLGAP3,32,0.15476,34,0.16389,35,0.29049,32,0.11139,3,-3.1659
ENSG00000163867,ZMYM6,28,0.35138,11,-1.1404,20,-0.3692,33,0.50548,26,0.10917
ENSG00000116560,SFPQ,246,-0.0296,197,-0.3715,155,-0.9026,327,0.43784,521,1.24562
ENSG00000146463,ZMYM4,57,-0.2401,93,0.62614,65,0.05317,62,-0.0304,55,-0.2233
ENSG00000142687,KIAA0319L,67,0.20312,82,0.44866,61,-0.0167,35,-0.8721,49,-0.3672
ENSG00000020129,NCDN,584,1.14996,249,-0.7101,374,-0.0920,113,-1.8934,93,-2.1809
ENSG00000126067,PSMB2,97,0.66452,50,-0.6275,66,-0.2806,53,-0.5395,66,-0.2160
ENSG00000142686,C1orf216,121,0.96631,44,-1.0340,87,0.03710,40,-1.1685,26,-1.8303
ENSG00000134698,AGO4,14,0.15857,3,-1.9603,18,0.57740,5,-1.3988,16,0.22737
ENSG00000092847,AGO1,43,0.13877,19,-1.1520,41,0.04617,47,0.23627,43,0.10272
ENSG00000126070,AGO3,49,-0.4262,55,-0.0966,39,-0.7683,97,0.83806,122,1.23678
ENSG00000116863,ADPRHL2,23,0.52117,18,-0.0677,11,-0.8785,21,0.20556,21,0.19137
ENSG00000054116,TRAPPC3,42,0.62453,24,-0.4835,26,-0.4320,38,0.21361,21,-0.6930
ENSG00000116871,MAP7D1,191,0.06807,183,-0.0259,160,-0.2973,138,-0.4711,293,0.75013
ENSG00000054118,THRAP3,191,0.19308,244,0.52950,134,-0.5388,119,-0.6113,236,0.47386
ENSG00000196182,STK40,18,-0.0671,18,-0.0183,25,0.66044,13,-0.6027,7,-1.4057
ENSG00000181817,LSM10,32,-0.0430,4,-3.0383,48,0.83078,32,-0.0391,21,-0.7086
ENSG00000116885,OSCP1,19,1.46801,2,-2.7181,12,-0.0411,3,-2.0342,1,-2.9141
ENSG00000116898,MRPS15,43,0.10218,40,-0.0607,45,0.15607,43,0.04671,25,-0.7879
ENSG00000163873,GRIK3,25,0.35621,52,1.44603,16,-0.6619,11,-1.0592,9,-1.2917
ENSG00000163875,MEAF6,135,0.60702,129,0.30570,94,-0.2528,67,-0.7366,52,-1.1279
ENSG00000163877,SNIP1,21,0.25931,39,1.20339,10,-1.1415,18,-0.0497,17,-0.1182
ENSG00000134697,GNL2,30,0.27502,22,-0.3294,21,-0.4856,29,0.12516,35,0.42529
ENSG00000116922,C1orf109,22,1.04662,2,-2.8544,9,-0.8395,21,0.55389,11,-0.5162
ENSG00000185090,MANEAL,27,1.06227,2,-3.3418,15,-0.4102,22,0.26628,8,-1.2222
ENSG00000197982,C1orf122,121,-0.6057,122,-0.4193,199,0.48223,169,0.09093,221,0.53122
ENSG00000188786,MTF1,15,-0.5937,11,-0.9040,14,-0.5979,36,0.99733,47,1.46983
ENSG00000183431,SF3A3,52,0.31078,57,0.36406,42,-0.1521,27,-0.8269,39,-0.2586
ENSG00000183520,UTP11,33,0.02289,37,0.20473,25,-0.5150,54,0.84936,28,-0.2553
ENSG00000116954,RRAGC,60,0.26870,43,-0.3573,43,-0.4463,59,0.14186,68,0.37961
ENSG00000174574,AKIRIN1,89,0.30890,49,-0.7328,81,0.06436,55,-0.5448,82,0.07533
ENSG00000168653,NDUFS5,577,0.17751,343,-0.7010,723,0.66000,343,-0.7010,206,-1.4752
ENSG00000127603,MACF1,266,-0.9041,278,-0.5885,259,-0.8476,1095,1.73882,833,1.22040
ENSG00000090621,PABPC4,48,-0.3400,70,0.36038,57,0.05108,34,-0.7637,90,0.79119
ENSG00000116983,HPCAL4,310,0.14965,394,0.49033,293,0.01336,280,-0.0651,122,-1.3454
ENSG00000084072,PPIE,36,0.27487,3,-3.1991,39,0.45188,22,-0.5680,33,0.03630
ENSG00000131236,CAP1,134,0.09247,97,-0.4459,104,-0.4359,215,0.83874,133,0.04353
ENSG00000131238,PPT1,156,0.53901,83,-0.6627,135,0.13424,101,-0.3596,54,-1.3136
ENSG00000117000,RLF,30,0.01631,34,0.21523,22,-0.5667,38,0.41514,38,0.42199
ENSG00000259943,AL050341.2,13,-0.4199,0,-6.8012,17,0.15166,41,1.65799,13,-0.2715
ENSG00000084073,ZMPSTE24,39,0.43703,17,-0.9947,28,-0.3564,40,0.28231,34,0.04685
ENSG00000049089,COL9A2,6,-2.6276,65,1.53525,18,-0.7172,29,0.15736,91,2.22585
ENSG00000084070,SMAP2,193,0.78650,216,0.66495,111,-0.5026,43,-1.8369,76,-0.9908
