Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000117298,ECE1,23,0.92628,19,0.62041,13,0.01590,13,-0.0613,6,-1.1246,7,-0.9113,10,-0.4045,28,1.23915,4,-1.7729
ENSG00000076864,RAP1GAP,65,-0.9730,73,-0.7897,142,0.25217,147,0.30530,125,0.04149,124,0.03666,179,0.63447,134,0.16349,102,-0.2778
ENSG00000090686,USP48,102,0.60873,49,-0.5708,41,-0.8240,44,-0.7157,86,0.33945,70,0.01117,80,0.20779,93,0.46546,64,-0.1356
ENSG00000070831,CDC42,115,-0.5780,115,-0.5798,195,0.25442,98,-0.8273,203,0.32251,171,0.04751,255,0.70244,151,-0.1542,191,0.21678
ENSG00000184677,ZBTB40,15,0.71041,1,-2.5904,17,0.91859,5,-0.8851,11,0.20441,8,-0.3554,11,0.11403,18,0.93214,3,-1.4723
ENSG00000173372,C1QA,45,2.23906,11,-0.2671,6,-1.0762,17,0.43446,11,-0.2505,3,-2.0658,5,-1.4221,14,0.11475,13,0.02909
ENSG00000173369,C1QB,29,2.04109,20,1.33682,2,-1.8973,6,-0.6706,1,-2.4879,5,-0.8411,4,-1.2125,12,0.49442,4,-1.0821
ENSG00000133216,EPHB2,11,0.41162,5,-0.9484,12,0.47614,7,-0.3067,3,-1.4546,9,-0.0047,9,0.06363,10,0.18194,13,0.62270
ENSG00000004487,KDM1A,37,-0.4900,44,-0.2229,38,-0.4527,26,-1.0173,50,-0.0200,49,-0.0549,58,0.23193,92,1.00616,61,0.32288
ENSG00000169641,LUZP1,72,-0.8308,51,-1.3478,116,-0.0932,90,-0.4894,105,-0.2453,182,0.75882,244,1.15901,100,-0.3258,84,-0.5951
ENSG00000125944,HNRNPR,143,0.20501,83,-0.6480,70,-0.9007,84,-0.6313,117,-0.1148,162,0.47498,117,-0.1075,163,0.42950,154,0.33024
ENSG00000125945,ZNF436,6,-1.1751,8,-0.6094,7,-0.8856,12,-0.0975,3,-1.9536,13,0.03724,14,0.13581,35,1.75278,15,0.31090
ENSG00000249087,ZNF436-AS1,6,-0.4445,9,0.13302,12,0.47164,11,0.38389,6,-0.5822,7,-0.4119,3,-1.3214,7,-0.4138,19,1.24939
ENSG00000204219,TCEA3,16,0.33785,15,0.26176,13,0.09208,8,-0.6174,35,1.73971,7,-0.8887,3,-1.8484,17,0.46061,4,-1.6708
ENSG00000088280,ASAP3,16,0.83045,13,0.52141,7,-0.3642,16,0.80811,5,-0.9234,10,0.08131,9,-0.1052,6,-0.7589,3,-1.5985
ENSG00000117318,ID3,73,3.40783,34,1.61578,5,-1.4348,7,-0.9109,0,-6.3186,0,-4.8477,1,-3.2923,10,-0.4344,1,-3.1475
ENSG00000142676,RPL11,631,0.29087,873,0.83600,664,0.37482,609,0.23224,413,-0.3885,449,-0.2836,274,-1.0197,438,-0.2946,474,-0.1713
ENSG00000011007,ELOA,38,0.60280,33,0.36020,17,-0.6939,14,-0.9351,21,-0.3154,27,0.04784,30,0.22763,31,0.26420,24,-0.1430
ENSG00000057757,PITHD1,63,-1.4747,109,-0.6426,224,0.50675,145,-0.1949,188,0.22054,161,-0.0304,219,0.47125,200,0.31669,171,0.06279
ENSG00000011009,LYPLA2,18,-0.3714,14,-0.7685,32,0.47340,27,0.19649,13,-0.9133,34,0.66766,23,-0.0030,19,-0.3597,22,-0.1051
ENSG00000117308,GALE,5,-1.4549,11,-0.2296,22,0.86793,5,-1.5310,6,-1.1107,8,-0.7297,21,0.75058,19,0.56257,25,1.08241
ENSG00000117305,HMGCL,15,0.16947,21,0.77802,21,0.79927,12,-0.1208,6,-1.1012,8,-0.8959,8,-0.7642,13,0.04346,19,0.57860
ENSG00000179163,FUCA1,8,-0.3778,6,-0.8325,8,-0.3147,9,-0.1428,11,0.15197,13,0.49217,10,-0.0152,11,0.13045,11,0.17583
ENSG00000189266,PNRC2,57,0.04665,51,-0.1330,22,-1.4035,54,-0.0424,48,-0.2008,66,0.33940,58,0.07820,59,0.11394,70,0.38343
ENSG00000188529,SRSF10,92,0.90420,34,-0.6857,56,0.08616,36,-0.5978,51,-0.0720,36,-0.6743,49,-0.1258,72,0.47275,71,0.45648
ENSG00000001460,STPG1,4,-1.3053,2,-2.3619,26,1.56480,6,-0.8471,7,-0.6232,13,0.47086,11,0.05133,13,0.40961,8,-0.4798
ENSG00000001461,NIPAL3,120,0.65725,50,-0.7384,65,-0.3294,86,0.10406,96,0.28691,72,-0.1893,114,0.56807,69,-0.2439,59,-0.4728
ENSG00000133226,SRRM1,407,1.80006,68,-1.1687,67,-1.1936,105,-0.5054,195,0.47735,126,-0.2473,132,-0.1482,133,-0.1410,93,-0.6905
ENSG00000169504,CLIC4,121,3.05727,42,0.87753,14,-0.8816,12,-1.0832,16,-0.6458,10,-1.4759,5,-2.2868,12,-1.0998,5,-2.2409
ENSG00000117614,SYF2,145,0.54579,129,0.35252,67,-0.6821,103,-0.0215,120,0.23083,81,-0.4292,75,-0.5046,121,0.23799,117,0.18776
