Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to10,Feature log2 fold change topic 7to10
ENSG00000037637,FBXO42,13,-0.4938,14,-0.4204,26,0.68954,10,-0.9317,19,0.16120
ENSG00000055070,SZRD1,42,0.79991,30,0.28798,14,-1.0035,24,-0.1445,26,0.01111
ENSG00000219481,NBPF1,34,1.44230,8,-0.9350,10,-0.6033,14,-0.0563,15,0.08725
ENSG00000159363,ATP13A2,37,-1.4209,64,-0.6394,89,-0.0846,96,0.04456,123,0.74829
ENSG00000117118,SDHB,44,-0.5259,48,-0.4045,46,-0.4810,51,-0.2769,82,0.77909
ENSG00000117115,PADI2,160,2.18331,70,0.73529,10,-2.5024,41,-0.2460,29,-1.0559
ENSG00000179051,RCC2,15,-0.5898,16,-0.5684,17,-0.4795,21,-0.1207,31,0.82927
ENSG00000117154,IGSF21,36,-0.9747,59,-0.2443,64,-0.0938,54,-0.3549,85,0.59934
ENSG00000159423,ALDH4A1,34,0.87761,39,1.35002,2,-3.2685,8,-1.3360,18,-0.1594
ENSG00000127481,UBR4,65,1.31089,12,-1.4304,54,1.16139,33,0.17966,17,-1.1696
ENSG00000127463,EMC1,24,-0.7007,36,-0.0969,40,0.08927,41,0.14831,40,0.15960
ENSG00000053372,MRTO4,23,-0.9365,40,-0.1056,47,0.17334,38,-0.1852,48,0.28177
ENSG00000053371,AKR7A2,44,0.52755,40,0.40546,24,-0.5151,30,-0.0917,30,-0.1835
ENSG00000077549,CAPZB,122,-0.4492,156,-0.0758,156,-0.0707,141,-0.2302,185,0.32009
ENSG00000173436,MICOS10,265,-0.4977,571,0.87273,233,-0.7666,280,-0.4103,370,0.04646
ENSG00000158747,NBL1,86,-0.8091,167,0.26058,122,-0.2979,76,-0.9967,177,0.51664
ENSG00000169914,OTUD3,16,-0.3007,17,-0.1694,32,0.93758,10,-0.9709,17,-0.2579
ENSG00000162545,CAMK2N1,1506,-0.2983,2365,0.49323,1277,-0.6114,1406,-0.4055,1993,0.23010
ENSG00000090432,MUL1,19,-0.3266,26,0.15918,12,-1.1858,48,1.15786,24,0.01622
ENSG00000183114,FAM43B,8,-1.3722,18,-0.1902,26,0.47844,39,1.09115,17,-0.4407
ENSG00000158828,PINK1,242,-1.0635,506,0.09871,430,-0.1936,494,0.04592,547,0.33077
ENSG00000244038,DDOST,17,-0.7986,16,-0.9240,27,-0.0607,15,-0.9299,40,1.02156
ENSG00000117245,KIF17,8,-1.8394,28,0.08547,30,0.20921,11,-1.3407,33,0.55033
ENSG00000189410,SH2D5,8,-2.4971,36,-0.3489,44,-0.0335,15,-1.6082,65,1.08117
ENSG00000127483,HP1BP3,523,1.09759,220,-0.3728,305,0.21087,292,0.11327,214,-0.5399
ENSG00000075151,EIF4G3,279,0.23745,170,-0.5977,414,1.06551,224,-0.1172,184,-0.5965
ENSG00000076864,RAP1GAP,62,-1.3215,134,-0.1588,147,0.01162,164,0.17820,169,0.36237
ENSG00000090686,USP48,134,0.88290,53,-0.6745,112,0.68124,84,0.11786,59,-0.6321
ENSG00000070831,CDC42,105,-0.8692,146,-0.3970,169,-0.1469,236,0.41535,215,0.41076
ENSG00000173372,C1QA,34,1.33911,34,1.66660,3,-2.2236,8,-1.0294,9,-1.1125
ENSG00000173369,C1QB,23,0.50323,37,1.62305,8,-1.2879,16,-0.0974,10,-1.0627
ENSG00000004487,KDM1A,35,-0.9327,43,-0.6626,93,0.71327,64,-0.0038,67,0.10821
ENSG00000169641,LUZP1,141,-0.3813,124,-0.6364,371,1.49522,140,-0.3948,131,-0.6961
ENSG00000125944,HNRNPR,216,0.67024,136,-0.0928,135,-0.1130,133,-0.1211,136,-0.1249
ENSG00000142676,RPL11,669,0.65723,676,0.78564,220,-1.1949,536,0.28820,372,-0.4249
ENSG00000011007,ELOA,49,0.89998,23,-0.3510,26,-0.1381,44,0.72471,23,-0.4751
ENSG00000057757,PITHD1,73,-1.3554,160,-0.1671,152,-0.2611,159,-0.1603,226,0.66143
ENSG00000011009,LYPLA2,21,-0.4730,19,-0.6504,25,-0.2596,21,-0.4691,39,0.82472
ENSG00000117305,HMGCL,15,0.12697,16,0.25384,12,-0.1879,3,-2.0163,16,0.32725
ENSG00000189266,PNRC2,68,0.16139,80,0.46777,50,-0.3884,41,-0.6356,63,0.03271
ENSG00000188529,SRSF10,96,0.37264,73,-0.0814,82,0.13012,87,0.20865,67,-0.2796
ENSG00000001461,NIPAL3,181,0.42913,117,-0.3079,172,0.38948,272,1.12686,90,-0.9248
ENSG00000133226,SRRM1,372,1.29483,140,-0.3763,258,0.75680,171,-0.0227,99,-1.1686
ENSG00000169504,CLIC4,110,1.75311,36,-0.1957,6,-3.0334,149,2.39481,15,-1.9187
ENSG00000117614,SYF2,227,1.01563,127,0.04809,139,0.22266,121,-0.0274,88,-0.7276
ENSG00000117616,RSRP1,74,-0.0449,30,-1.5420,77,0.02512,201,1.68893,68,-0.2629
ENSG00000183726,TMEM50A,51,-0.4709,58,-0.3044,51,-0.5150,60,-0.2224,90,0.70955
ENSG00000204178,MACO1,73,0.42107,42,-0.4789,87,0.85077,54,-0.0442,43,-0.5668
ENSG00000117643,MAN1C1,19,-1.1507,19,-1.2262,31,-0.4531,35,-0.2079,62,1.25235
ENSG00000162430,SELENON,27,-0.2022,31,0.04910,19,-0.7729,41,0.47491,34,0.26645
ENSG00000117640,MTFR1L,63,-0.0595,70,0.10947,53,-0.3553,68,0.05466,70,0.14473
ENSG00000117632,STMN1,778,-0.9710,1349,-0.1305,1462,0.01375,1653,0.20997,1615,0.26647
ENSG00000158008,EXTL1,19,-1.4584,46,-0.0911,43,-0.1912,40,-0.2931,62,0.63279
ENSG00000175087,PDIK1L,8,-1.1167,11,-0.7993,15,-0.2057,42,1.49065,18,0.05723
ENSG00000142684,ZNF593,17,-1.4192,51,0.28559,50,0.24648,23,-0.9720,48,0.26166
ENSG00000142669,SH3BGRL3,119,-0.5521,219,0.48282,122,-0.5695,139,-0.3140,188,0.26295
ENSG00000158062,UBXN11,9,-1.3000,41,1.37199,14,-0.6919,23,0.19629,16,-0.5223
ENSG00000117682,DHDDS,11,-0.8191,12,-0.7092,24,0.40878,10,-1.0017,24,0.62170
ENSG00000198830,HMGN2,227,0.54315,180,0.17618,87,-1.0666,323,1.15150,137,-0.3990
ENSG00000117713,ARID1A,120,0.55828,74,-0.2474,80,-0.1100,97,0.21282,82,-0.1012
ENSG00000204160,ZDHHC18,16,-0.5850,16,-0.5614,21,-0.1306,40,0.89286,25,0.17384
ENSG00000142751,GPN2,25,0.40620,14,-0.5245,18,-0.0932,29,0.67151,18,-0.1006
ENSG00000090273,NUDC,220,-0.2067,278,0.19284,202,-0.3781,275,0.15331,262,0.11119
ENSG00000253368,TRNP1,12,-2.0873,62,0.49092,43,-0.1675,40,-0.2760,53,0.28622
ENSG00000090020,SLC9A1,5,-1.8125,11,-0.7513,15,-0.2689,3,-2.3049,29,1.45401
ENSG00000142784,WDTC1,25,-0.1280,26,-0.0565,25,-0.1111,22,-0.3018,30,0.25614
ENSG00000186501,TMEM222,21,-1.1259,37,-0.2772,40,-0.1474,52,0.28299,52,0.45392
ENSG00000158195,WASF2,151,2.45903,36,-0.1451,18,-1.2600,35,-0.1747,25,-0.9828
ENSG00000126705,AHDC1,44,-0.3224,53,-0.0547,70,0.45501,31,-0.8479,56,0.06598
ENSG00000126709,IFI6,70,-0.5708,86,-0.2948,97,-0.0689,113,0.17984,116,0.33532
ENSG00000009780,FAM76A,32,0.22671,18,-0.7161,36,0.45767,30,0.11856,27,-0.0625
ENSG00000117758,STX12,97,-0.1590,105,-0.0390,103,-0.0676,87,-0.3390,118,0.23960
ENSG00000117751,PPP1R8,25,-0.1978,34,0.30747,22,-0.4340,37,0.40243,28,-0.0531
ENSG00000117748,RPA2,32,-0.7661,51,-0.0307,36,-0.6225,54,0.05333,65,0.57915
ENSG00000126698,DNAJC8,380,0.88345,205,-0.1514,272,0.37021,170,-0.4261,181,-0.4657
ENSG00000130770,ATP5IF1,205,-1.2507,479,0.07399,368,-0.3907,394,-0.2446,576,0.59174
ENSG00000204138,PHACTR4,60,1.34234,17,-0.7618,17,-0.7583,60,1.34001,20,-0.6140
ENSG00000180098,TRNAU1AP,17,-0.0562,21,0.29481,20,0.23508,28,0.74067,12,-0.7433
ENSG00000198492,YTHDF2,79,-0.4338,78,-0.4874,132,0.44747,112,0.12435,106,0.06220
ENSG00000116329,OPRD1,5,-2.0468,14,-0.4893,19,-0.0489,24,0.32695,25,0.61783
ENSG00000159023,EPB41,7,-1.3799,10,-0.9132,28,0.82858,37,1.18366,15,-0.4181
ENSG00000116350,SRSF4,79,0.13136,66,-0.1885,72,-0.0308,44,-0.7672,83,0.31703
ENSG00000116353,MECR,22,-0.7652,30,-0.2903,28,-0.4461,37,0.04505,46,0.64855
ENSG00000060656,PTPRU,15,-0.6041,18,-0.3298,24,0.18354,14,-0.6961,26,0.47333
ENSG00000162511,LAPTM5,30,0.37186,43,1.17477,12,-1.0568,15,-0.6852,20,-0.3616
ENSG00000162512,SDC3,190,0.41246,162,0.17512,112,-0.4757,131,-0.1920,151,0.05995
ENSG00000134644,PUM1,177,-0.0374,135,-0.5111,243,0.55106,286,0.75034,148,-0.4530
ENSG00000060688,SNRNP40,24,0.30151,7,-1.5229,22,0.21916,21,0.10950,23,0.39463
ENSG00000121766,ZCCHC17,128,-0.1770,140,-0.0345,206,0.69774,104,-0.5053,126,-0.2877
ENSG00000121769,FABP3,32,-1.5214,88,-0.0005,98,0.18734,68,-0.4136,102,0.37813
ENSG00000162517,PEF1,30,-1.4415,63,-0.3485,74,-0.0690,43,-0.8927,105,0.86086
ENSG00000084636,COL16A1,27,-0.2382,21,-0.6959,26,-0.3275,38,0.26723,40,0.56274
ENSG00000121753,ADGRB2,99,-1.4204,235,-0.1033,231,-0.1316,191,-0.4233,317,0.63714
ENSG00000184007,PTP4A2,650,1.49650,343,0.43022,199,-0.5416,330,0.30978,164,-1.0644
ENSG00000121774,KHDRBS1,184,0.45353,120,-0.2644,107,-0.4688,157,0.18845,150,0.18004
ENSG00000025800,KPNA6,89,-0.0226,70,-0.4421,136,0.78829,90,1.44457,78,-0.3435
ENSG00000084652,TXLNA,24,-0.2894,31,0.13214,28,-0.0165,38,0.44385,26,-0.1696
ENSG00000160050,CCDC28B,12,-0.7297,24,0.48582,16,-0.3083,10,-0.8742,21,0.31158
ENSG00000084623,EIF3I,63,-0.7440,81,-0.3938,114,0.21538,100,-0.0294,116,0.32335
ENSG00000175130,MARCKSL1,461,1.64703,192,0.13202,28,-2.9346,374,1.25203,127,-0.7358
ENSG00000160058,BSDC1,60,-0.0377,47,-0.4522,53,-0.2649,57,-0.1270,74,0.48830
ENSG00000160062,ZBTB8A,29,0.86709,14,-0.2909,19,0.20375,11,-0.6440,16,-0.1712
ENSG00000176261,ZBTB8OS,24,-0.7153,56,0.69359,25,-0.7584,35,-0.1538,41,0.17329
ENSG00000162521,RBBP4,127,0.00915,97,-0.4570,131,0.06272,173,0.50843,127,0.01103
ENSG00000162522,KIAA1522,6,-1.4786,20,0.40414,11,-0.6078,5,-1.8207,22,0.82590
ENSG00000134684,YARS,45,-1.3278,77,-0.5721,112,0.09323,132,0.34408,128,0.46668
ENSG00000160097,FNDC5,11,-1.1868,21,-0.3060,25,-0.0147,23,-0.1473,31,0.56021
ENSG00000121905,HPCA,36,-2.1339,113,-0.4605,117,-0.4028,118,-0.3593,215,1.06746
ENSG00000121900,TMEM54,41,-0.0246,64,0.83695,29,-0.6388,38,-0.1574,38,-0.2209
ENSG00000116514,RNF19B,13,-0.2283,6,-1.6151,22,0.68845,16,0.08252,17,0.26898
ENSG00000004455,AK2,60,1.44079,21,-0.3629,17,-0.6741,38,0.63220,21,-0.4816
ENSG00000142920,AZIN2,11,-0.7972,16,-0.1807,11,-0.7732,5,-1.9344,27,1.19007
ENSG00000160094,ZNF362,27,0.61701,20,0.15417,12,-0.7314,9,-1.1090,21,0.33561
ENSG00000134686,PHC2,51,0.14890,48,0.06036,33,-0.5613,55,0.28900,48,0.11420
ENSG00000163866,SMIM12,18,-1.6973,56,0.04185,50,-0.1607,41,-0.4520,69,0.60979
ENSG00000116544,DLGAP3,22,-0.9500,53,0.52172,39,-0.0601,37,-0.1372,40,-0.0221
ENSG00000163867,ZMYM6,21,-0.0466,15,-0.6527,20,-0.1501,39,0.95609,22,0.02687
ENSG00000116560,SFPQ,368,0.75653,181,-0.4447,282,0.35177,303,0.42688,183,-0.5361
ENSG00000146463,ZMYM4,91,0.57891,49,-0.4632,65,0.02919,111,0.91516,52,-0.4520
ENSG00000142687,KIAA0319L,49,-0.4704,56,-0.2913,83,0.40342,81,0.31956,64,-0.0855
ENSG00000020129,NCDN,145,-2.0129,393,-0.5618,470,-0.2554,458,-0.2686,775,0.99614
ENSG00000126067,PSMB2,76,-0.3440,70,-0.5096,87,-0.1305,100,0.09996,112,0.45686
ENSG00000142686,C1orf216,37,-1.5261,86,-0.2947,103,0.02433,87,-0.2341,128,0.61111
ENSG00000134698,AGO4,17,0.04101,12,-0.5557,12,-0.5267,47,1.76265,14,-0.4341
ENSG00000092847,AGO1,56,0.34667,40,-0.2226,41,-0.1782,48,0.07562,47,0.08358
ENSG00000126070,AGO3,104,1.18386,41,-0.4011,57,0.18841,104,1.18024,28,-1.2714
ENSG00000116863,ADPRHL2,10,-0.9250,11,-0.8783,21,0.20060,28,0.60119,22,0.33958
ENSG00000054116,TRAPPC3,31,-0.4233,30,-0.5169,35,-0.2698,40,-0.0111,51,0.60640
ENSG00000116871,MAP7D1,206,0.09410,160,-0.3392,164,-0.2949,197,0.02484,222,0.34277
ENSG00000054118,THRAP3,247,0.60119,128,-0.4975,230,0.56161,255,0.66034,122,-0.7320
ENSG00000196182,STK40,10,-0.7766,19,0.14272,25,0.68913,20,0.21737,14,-0.4951
ENSG00000181817,LSM10,18,-1.2111,42,0.08959,26,-0.7490,22,-0.9178,56,0.92732
ENSG00000116885,OSCP1,10,-0.7851,10,-0.9782,10,-0.8716,7,-1.2583,29,1.55624
ENSG00000116898,MRPS15,31,-0.5637,47,0.08821,34,-0.4951,36,-0.3193,55,0.51400
ENSG00000163873,GRIK3,15,-1.4981,56,0.53664,43,0.06543,55,0.44161,37,-0.2605
ENSG00000163875,MEAF6,69,-0.8249,109,-0.1244,120,0.03493,137,0.24376,128,0.20335
ENSG00000163877,SNIP1,23,0.26617,15,-0.4305,28,0.70409,23,0.31187,15,-0.5354
ENSG00000134697,GNL2,39,0.77818,15,-0.8074,37,0.81817,17,-0.5541,20,-0.3805
ENSG00000185090,MANEAL,11,-1.1407,15,-0.7135,22,-0.0982,18,-0.4309,33,0.89935
ENSG00000197982,C1orf122,215,0.23900,255,0.60377,85,-1.2985,198,0.10574,190,0.05809
ENSG00000188786,MTF1,27,0.66238,17,-0.0636,15,-0.2903,40,1.32377,12,-0.8494
ENSG00000183431,SF3A3,44,-0.1896,39,-0.4286,46,-0.1510,48,-0.0620,59,0.43839
ENSG00000183520,UTP11,30,-0.1671,35,0.11475,44,0.51415,40,0.29352,26,-0.5427
ENSG00000116954,RRAGC,58,-0.1019,45,-0.5610,72,0.27625,97,0.73398,58,-0.1649
ENSG00000174574,AKIRIN1,74,-0.2591,82,-0.1220,82,-0.1069,76,-0.2108,99,0.30850
ENSG00000168653,NDUFS5,333,-1.0589,847,0.46999,548,-0.3229,587,-0.1838,719,0.21643
ENSG00000127603,MACF1,747,1.85109,199,-0.4740,329,0.43391,157,-0.7912,162,-1.0114
ENSG00000090621,PABPC4,118,1.14333,53,-0.2268,68,0.22797,46,-0.4197,48,-0.4778
ENSG00000116983,HPCAL4,240,-0.6229,396,0.19277,310,-0.2450,403,0.19663,377,0.13894
ENSG00000084072,PPIE,28,-0.1024,21,-0.6564,32,0.12019,29,-0.0518,35,0.34688
ENSG00000131236,CAP1,155,-0.0682,160,-0.0156,175,0.14736,124,-0.4183,167,0.07356
ENSG00000131238,PPT1,102,-0.4647,98,-0.5846,109,-0.4098,128,-0.1083,182,0.76285
ENSG00000117000,RLF,39,0.92976,11,-1.1571,43,1.29379,19,-0.2757,14,-0.9207
ENSG00000084073,ZMPSTE24,41,0.15881,33,-0.2422,31,-0.3262,65,0.92507,35,-0.1538
ENSG00000049089,COL9A2,46,1.98176,14,-0.0497,1,-3.2354,27,0.94011,11,-0.6452
ENSG00000084070,SMAP2,140,-0.2564,129,-0.4269,227,0.60725,145,-0.2056,162,-0.0336
ENSG00000117016,RIMS3,37,-2.2402,148,-0.1755,126,-0.4525,66,-1.3832,245,1.17273
ENSG00000066136,NFYC,31,-0.4623,34,-0.3306,36,-0.2547,65,0.74924,44,0.17206
ENSG00000127124,HIVEP3,28,-0.3887,39,0.17626,39,0.20038,57,0.79671,28,-0.5253
ENSG00000198815,FOXJ3,33,-0.9462,52,-0.2625,49,-0.3636,62,0.03167,77,0.63307
ENSG00000177181,RIMKLA,21,-1.3679,40,-0.4649,65,0.40958,34,-0.6338,63,0.52299
ENSG00000127125,PPCS,55,-0.1110,66,0.18662,59,-0.0067,40,-0.5917,62,0.10331
ENSG00000186409,CCDC30,97,1.14804,64,0.49091,72,0.74737,17,-1.5960,26,-1.3147
ENSG00000065978,YBX1,186,1.08445,156,0.91782,42,-1.3909,135,0.53033,64,-0.9001
ENSG00000164008,C1orf50,25,0.34344,27,0.55186,12,-0.8294,23,0.21538,18,-0.1788
