Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to6,Feature log2 fold change topic 4to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9to10,Feature log2 fold change topic 9to10
ENSG00000228594,FNDC10,2,-3.5339,27,0.13402,12,-1.0592,23,-0.1658,32,0.41472,30,0.30497,38,0.81227
ENSG00000272106,AL691432.2,8,-1.2063,35,1.09653,37,1.21065,10,-1.0945,6,-1.6850,30,0.80371,17,-0.0498
ENSG00000197530,MIB2,9,-1.9192,40,0.40718,41,0.42638,38,0.38499,5,-2.7271,44,0.53606,31,-0.0087
ENSG00000248333,CDK11B,71,1.23412,23,-0.6262,49,0.58097,22,-0.8528,44,0.41318,35,0.03436,27,-0.3893
ENSG00000189339,SLC35E2B,14,-0.8146,21,-0.1670,22,-0.1055,27,0.27500,23,-0.0341,37,0.73607,19,-0.3775
ENSG00000008130,NADK,15,-0.6699,30,0.37879,21,-0.2024,22,-0.1908,27,0.20547,27,0.19130,26,0.18491
ENSG00000078369,GNB1,204,-1.4101,435,-0.2484,393,-0.4089,471,-0.1567,588,0.23215,844,0.83705,607,0.32404
ENSG00000187730,GABRD,1,-5.9922,44,-1.3681,141,0.44438,150,0.74846,91,-0.2557,174,0.80428,85,-0.3986
ENSG00000067606,PRKCZ,45,-1.9008,77,-1.0820,164,0.09061,197,0.51229,114,-0.4855,219,0.55897,173,0.18976
ENSG00000162585,FAAP20,27,-0.1839,45,0.63384,15,-1.0583,27,-0.2250,11,-1.5715,48,0.74750,39,0.42768
ENSG00000157933,SKI,34,0.46289,3,-2.9231,29,0.21593,14,-1.0820,34,0.50051,10,-1.3809,50,1.37491
ENSG00000157916,RER1,42,-0.5624,99,0.82754,56,-0.1082,74,0.47566,29,-1.0849,45,-0.4488,52,-0.2529
ENSG00000157911,PEX10,27,0.35537,25,0.27674,14,-0.6184,16,-0.5734,12,-0.8602,36,0.83865,26,0.35568
ENSG00000197921,HES5,0,-7.8157,131,3.15448,11,-1.3043,13,-1.2192,8,-1.6845,19,-0.4810,25,-0.0316
ENSG00000157870,PRXL2B,16,-1.1783,33,-0.0787,36,0.04466,36,0.06634,23,-0.6229,44,0.39335,44,0.42116
ENSG00000177133,PRDM16-DT,7,-1.9053,108,2.75761,3,-2.9785,7,-2.0569,20,-0.3153,19,-0.4019,34,0.60383
ENSG00000158109,TPRG1L,26,-2.7850,125,-0.4288,202,0.33498,206,0.49112,175,0.10422,212,0.41858,142,-0.2567
ENSG00000130764,LRRC47,46,-0.6247,66,-0.0397,65,-0.0843,94,0.72091,42,-0.7451,65,-0.0782,58,-0.2976
ENSG00000116198,CEP104,104,1.99100,27,-0.3412,27,-0.3248,18,-1.0969,32,-0.0546,31,-0.1272,29,-0.2307
ENSG00000196581,AJAP1,15,-1.4264,19,-1.0770,108,1.76876,32,-0.3931,35,-0.1501,27,-0.5571,44,0.24332
ENSG00000069424,KCNAB2,10,-4.0572,112,-0.4755,168,0.17166,182,0.39751,105,-0.5792,149,-0.0221,211,0.63358
ENSG00000116254,CHD5,21,-3.1044,60,-1.5807,281,0.85778,184,0.20078,300,0.96819,135,-0.3454,163,-0.0471
ENSG00000116251,RPL22,899,0.94265,459,-0.1706,287,-0.8995,351,-0.7215,481,-0.0954,721,0.56362,604,0.30851
ENSG00000116237,ICMT,12,-1.8227,35,-0.2057,62,0.71643,44,0.19577,33,-0.2878,65,0.81201,30,-0.4868
ENSG00000097021,ACOT7,10,-4.0922,161,-0.0737,206,0.32394,261,1.01378,92,-0.9372,215,0.40040,109,-0.7517
ENSG00000215788,TNFRSF25,1,-3.5893,5,-1.6272,58,2.31052,18,0.26048,0,-5.4515,8,-1.0772,17,0.08001
ENSG00000171680,PLEKHG5,0,-6.3832,9,-0.9698,27,0.68913,16,-0.2090,13,-0.4108,27,0.69194,26,0.73108
ENSG00000162408,NOL9,19,-0.3404,20,-0.2832,22,-0.1231,26,0.16446,21,-0.2160,14,-0.7982,32,0.57422
ENSG00000162413,KLHL21,40,0.61147,41,0.63353,25,-0.1567,25,-0.1579,10,-1.5786,27,-0.0338,28,0.05274
ENSG00000041988,THAP3,13,-0.4619,7,-1.3931,16,-0.1486,27,1.01530,5,-1.8590,16,-0.1735,18,0.08928
ENSG00000007923,DNAJC11,11,-1.4050,28,-0.0609,42,0.59885,34,0.34368,8,-1.8479,36,0.33252,31,0.12721
ENSG00000171735,CAMTA1,174,-1.2146,335,-0.2068,375,-0.0273,430,0.25575,671,0.94185,320,-0.2763,324,-0.2899
ENSG00000049245,VAMP3,112,2.31449,41,0.45912,17,-0.9326,15,-1.3453,13,-1.2777,30,-0.0596,27,-0.2668
ENSG00000049246,PER3,72,0.77408,85,1.04740,58,0.41081,32,-0.6585,41,-0.1491,17,-1.4519,41,-0.1755
ENSG00000116288,PARK7,199,-0.7430,366,0.21670,196,-0.7701,401,0.48579,177,-0.9203,397,0.34886,333,0.06886
ENSG00000116285,ERRFI1,15,-0.9032,54,1.10276,28,-0.0106,33,0.34451,20,-0.5329,23,-0.2705,20,-0.5730
ENSG00000162426,SLC45A1,4,-2.4968,23,-0.0256,23,0.00631,36,0.97579,12,-1.0117,20,-0.2041,21,-0.1457
ENSG00000142599,RERE,150,0.44519,107,-0.1007,153,0.48010,95,-0.3736,179,0.73414,75,-0.6546,97,-0.2871
ENSG00000074800,ENO1,280,-0.8885,1256,1.61513,407,-0.3086,440,-0.2321,260,-0.9996,355,-0.5218,532,0.13429
ENSG00000171612,SLC25A33,27,-0.6273,96,1.49651,16,-1.4039,24,-0.9585,35,-0.2140,46,0.22422,54,0.57187
ENSG00000171603,CLSTN1,111,-2.4328,663,0.29998,904,0.82140,732,0.63096,401,-0.5002,503,-0.1436,364,-0.7141
ENSG00000178585,CTNNBIP1,23,-0.7500,55,0.65976,32,-0.2392,29,-0.4717,22,-0.7914,48,0.41074,51,0.61996
ENSG00000162441,LZIC,130,1.56957,40,-0.4049,40,-0.4237,30,-1.0446,68,0.42432,48,-0.1390,53,0.04154
ENSG00000130939,UBE4B,51,0.38185,54,0.45625,25,-0.7450,49,0.41349,27,-0.6462,21,-1.0361,40,-0.0180
ENSG00000054523,KIF1B,576,0.68598,376,-0.0166,415,0.14194,361,-0.1004,491,0.41788,292,-0.4139,282,-0.5210
ENSG00000142657,PGD,29,-0.7635,68,0.59907,42,-0.2010,61,0.56855,41,-0.2275,49,0.06470,30,-0.7812
ENSG00000241563,CORT,10,-2.4683,41,-0.3511,25,-1.0997,103,1.81041,7,-2.9606,37,-0.5094,42,-0.3506
ENSG00000160049,DFFA,90,1.11095,67,0.58518,49,0.08343,27,-0.9920,49,0.08696,39,-0.2619,44,-0.0861
ENSG00000142655,PEX14,5,-1.9035,25,0.36174,28,0.49544,25,0.41900,14,-0.6166,18,-0.1701,19,-0.1005
ENSG00000120948,TARDBP,109,0.38361,74,-0.2432,80,-0.1199,95,0.21038,68,-0.3681,74,-0.2370,85,-0.0188
ENSG00000116649,SRM,33,-0.8860,69,0.24986,57,-0.0518,55,-0.1356,35,-0.7979,86,0.61137,72,0.36811
ENSG00000171824,EXOSC10,39,0.63529,37,0.55218,56,1.28644,19,-0.5662,10,-1.4097,20,-0.4552,21,-0.3933
ENSG00000198793,MTOR,22,-0.8392,45,0.27230,54,0.54022,45,0.34275,20,-0.9789,51,0.44346,28,-0.5325
ENSG00000116661,FBXO2,109,-0.9007,210,0.12896,118,-0.7777,215,0.22018,157,-0.3338,130,-0.6261,284,0.73243
ENSG00000132879,FBXO44,11,-2.5421,60,0.00356,103,0.88982,77,0.52197,46,-0.4159,57,-0.0771,47,-0.4225
ENSG00000177000,MTHFR,15,-0.2499,19,0.08854,23,0.37821,15,-0.3335,12,-0.6614,9,-0.9879,29,0.84710
ENSG00000011021,CLCN6,28,-1.2211,54,-0.2081,52,-0.2834,82,0.60365,43,-0.5610,74,0.28862,62,-0.0074
ENSG00000116685,KIAA2013,36,0.45712,17,-0.7385,27,-0.0012,27,-0.0026,8,-1.8392,31,0.21963,35,0.49852
ENSG00000116688,MFN2,71,-0.8271,92,-0.4248,118,-0.0347,154,0.54037,104,-0.2371,112,-0.1127,123,0.03110
ENSG00000048707,VPS13D,50,-0.5005,85,0.35540,74,0.13661,67,-0.0431,108,0.75823,53,-0.4057,56,-0.3443
ENSG00000162496,DHRS3,16,-0.5085,80,2.34482,20,-0.1510,7,-1.9800,14,-0.6589,4,-2.5439,32,0.73169
ENSG00000116731,PRDM2,138,-0.2908,119,-0.5113,247,0.65596,181,0.19136,269,0.80715,93,-0.8997,122,-0.5266
ENSG00000189337,KAZN,86,0.58611,43,-0.5258,52,-0.2275,75,0.48829,69,0.22536,45,-0.4588,40,-0.6982
ENSG00000142634,EFHD2,27,-1.8662,86,-0.0966,50,-0.9432,172,1.57511,54,-0.8173,70,-0.4287,57,-0.8036
ENSG00000116138,DNAJC16,24,-0.5794,26,-0.4856,53,0.67791,43,0.44028,41,0.23544,24,-0.5581,27,-0.4710
ENSG00000197312,DDI2,26,-0.2585,27,-0.1768,42,0.50747,34,0.21842,36,0.27748,28,-0.1188,22,-0.5614
ENSG00000116786,PLEKHM2,60,-1.0230,82,-0.5268,64,-0.9242,121,0.10757,143,0.34655,152,0.45231,144,0.41202
ENSG00000065526,SPEN,278,1.71868,61,-0.8319,135,0.43151,64,-0.9143,211,1.19882,26,-2.0581,66,-0.7595
ENSG00000116809,ZBTB17,13,-0.2860,12,-0.4057,14,-0.2278,17,0.15776,12,-0.3842,24,0.66754,16,0.00480
ENSG00000037637,FBXO42,12,-0.7721,18,-0.1270,24,0.36278,23,0.41957,16,-0.2560,19,-0.0327,17,-0.2461
ENSG00000055070,SZRD1,44,0.95016,19,-0.4351,14,-0.8258,17,-0.7224,12,-1.0418,21,-0.2619,43,1.08237
ENSG00000219481,NBPF1,51,1.76603,31,0.84473,8,-1.1860,15,-0.3790,13,-0.5128,6,-1.6717,15,-0.4028
ENSG00000159363,ATP13A2,12,-2.8140,88,0.11901,64,-0.3930,111,0.66859,68,-0.2855,131,0.77798,61,-0.5026
ENSG00000117118,SDHB,57,-0.2487,111,0.84799,52,-0.3847,81,0.41879,32,-1.1359,83,0.35341,44,-0.7081
ENSG00000117115,PADI2,234,2.66377,77,0.51131,24,-1.2966,16,-2.1967,18,-1.6904,27,-1.1107,67,0.33011
ENSG00000179051,RCC2,14,-0.7963,41,0.94974,19,-0.2942,28,0.41220,8,-1.5514,29,0.34168,18,-0.4252
ENSG00000117154,IGSF21,6,-3.4484,45,-0.6387,103,0.67753,93,0.70265,16,-2.1660,84,0.35134,72,0.11628
ENSG00000159423,ALDH4A1,18,-0.2403,66,1.95312,3,-2.8536,9,-1.4907,14,-0.6775,15,-0.5856,36,0.99042
ENSG00000127481,UBR4,55,0.71626,17,-1.0964,40,0.22085,36,0.05673,49,0.53826,25,-0.5592,29,-0.3475
ENSG00000127463,EMC1,14,-1.1467,28,-0.0468,57,1.11333,32,0.21161,11,-1.4378,35,0.29707,25,-0.2864
ENSG00000053372,MRTO4,12,-1.7274,45,0.30488,51,0.51777,38,0.02734,37,-0.0112,52,0.54396,31,-0.3196
ENSG00000053371,AKR7A2,44,0.45336,74,1.33116,18,-0.9661,23,-0.7391,18,-0.9217,37,0.13935,38,0.23155
ENSG00000077549,CAPZB,114,-0.5240,151,-0.0864,201,0.37851,168,0.10656,157,-0.0215,205,0.40511,131,-0.3428
ENSG00000173436,MICOS10,218,-0.7052,345,0.01236,188,-0.9296,297,-0.2844,322,-0.0950,595,0.92025,431,0.43078
ENSG00000158747,NBL1,33,-2.2588,144,-0.0231,129,-0.1994,180,0.45244,107,-0.4969,152,0.05836,179,0.36982
ENSG00000169914,OTUD3,4,-2.2082,24,0.25603,33,0.73749,27,0.56089,17,-0.3224,11,-0.9992,19,-0.1732
ENSG00000162545,CAMK2N1,1055,-0.6870,876,-0.9722,2638,0.79140,822,-1.2698,2166,0.45843,1683,0.04616,2733,1.00609
ENSG00000090432,MUL1,17,0.11316,12,-0.4911,25,0.74718,11,-0.7557,14,-0.2163,30,1.00519,15,-0.0901
ENSG00000158828,PINK1,145,-1.7637,433,-0.0944,320,-0.5701,568,0.46206,371,-0.3360,697,0.68810,460,0.00426
ENSG00000244038,DDOST,17,-0.8860,68,1.35772,44,0.58784,36,0.33595,8,-2.0305,32,0.08953,14,-1.2470
ENSG00000117245,KIF17,2,-3.2098,14,-0.7903,7,-1.7967,52,2.24326,9,-1.3919,16,-0.5767,13,-0.9165
ENSG00000189410,SH2D5,0,-6.2560,17,-0.4813,61,1.61024,22,-0.1135,14,-0.7773,28,0.25261,25,0.08867
ENSG00000127483,HP1BP3,473,1.32276,216,-0.0070,272,0.36215,182,-0.3479,285,0.44076,98,-1.2262,141,-0.7465
ENSG00000075151,EIF4G3,241,0.24020,132,-0.7052,292,0.55945,243,0.33890,329,0.76099,113,-0.9501,119,-0.9422
ENSG00000117298,ECE1,39,1.21932,38,1.18026,12,-0.6205,10,-1.1989,12,-0.6505,13,-0.6133,22,0.29547
ENSG00000076864,RAP1GAP,23,-2.6011,136,0.09343,196,0.69694,198,1.00571,39,-1.8064,140,0.14497,77,-0.8651
ENSG00000090686,USP48,125,0.92506,59,-0.3118,92,0.41245,71,-0.0249,94,0.45015,36,-1.0497,48,-0.6714
ENSG00000070831,CDC42,187,-0.1715,265,0.39340,168,-0.3400,295,0.78425,151,-0.5053,155,-0.4664,136,-0.7365
ENSG00000004487,KDM1A,37,-0.3490,69,0.63937,73,0.72086,45,-0.0884,59,0.38325,29,-0.7486,33,-0.6003
ENSG00000169641,LUZP1,39,-1.7602,65,-0.9790,119,-0.0547,156,0.51253,303,1.55260,71,-0.8609,83,-0.6752
ENSG00000125944,HNRNPR,213,0.81998,140,0.11734,191,0.62843,119,-0.1693,131,0.01643,94,-0.5124,86,-0.7092
ENSG00000117318,ID3,66,1.34676,75,1.57193,6,-2.4230,1,-4.6986,3,-3.1189,1,-4.1376,72,1.86092
ENSG00000142676,RPL11,998,0.93652,483,-0.2597,256,-1.2346,471,-0.3740,363,-0.7059,635,0.17659,771,0.57068
ENSG00000011007,ELOA,45,0.63659,25,-0.2686,31,0.06362,28,-0.1610,38,0.37781,22,-0.4880,28,-0.1148
ENSG00000057757,PITHD1,66,-1.2467,130,-0.1927,139,-0.0931,214,0.85028,101,-0.5932,179,0.31868,108,-0.5465
ENSG00000011009,LYPLA2,4,-2.3122,31,0.57881,25,0.22615,26,0.34475,13,-0.8088,20,-0.1103,24,0.13467
ENSG00000117305,HMGCL,22,0.47674,20,0.31066,11,-0.5731,15,-0.1251,13,-0.3134,21,0.38120,15,-0.1403
ENSG00000189266,PNRC2,76,0.39405,74,0.34659,67,0.18061,61,0.04961,44,-0.4876,66,0.16326,43,-0.5528
ENSG00000188529,SRSF10,95,0.51640,93,0.48708,74,0.12141,60,-0.2742,86,0.36090,66,-0.0653,47,-0.6459
ENSG00000001461,NIPAL3,203,1.07070,88,-0.3115,87,-0.3190,129,0.40887,81,-0.4429,68,-0.7127,77,-0.5584
ENSG00000133226,SRRM1,434,1.87526,95,-0.7017,202,0.49502,95,-0.8643,258,0.90787,58,-1.4554,81,-1.0300
ENSG00000169504,CLIC4,234,3.15627,51,0.15197,4,-3.4014,10,-2.6075,24,-1.0056,24,-1.0239,49,0.10695
ENSG00000117614,SYF2,203,0.89116,83,-0.5498,176,0.65044,87,-0.5933,188,0.76485,95,-0.3516,89,-0.5031
ENSG00000117616,RSRP1,132,0.75825,111,0.46613,194,1.44976,75,-0.2192,32,-1.4690,39,-1.1580,50,-0.8638
ENSG00000183726,TMEM50A,103,0.44001,103,0.44038,130,0.84039,74,-0.1238,30,-1.4761,56,-0.5194,70,-0.1932
ENSG00000204178,MACO1,83,0.99186,49,0.10100,53,0.21876,38,-0.3567,70,0.70249,32,-0.5713,28,-0.8129
ENSG00000117643,MAN1C1,10,-1.8445,40,0.29440,47,0.58317,38,0.32385,23,-0.5429,33,0.00859,31,-0.1218
ENSG00000162430,SELENON,27,-0.0478,63,1.37096,29,0.05050,11,-1.6533,34,0.29614,14,-1.0888,40,0.68658
ENSG00000117640,MTFR1L,29,-0.8696,70,0.50845,61,0.27166,52,0.02855,31,-0.7973,58,0.18457,54,0.10185
ENSG00000117632,STMN1,1155,-0.1783,1295,0.00456,1031,-0.3566,2023,1.04859,685,-0.9875,1353,0.07501,663,-1.1272
ENSG00000158008,EXTL1,2,-4.1509,24,-0.8005,45,0.16662,60,0.89017,17,-1.2880,60,0.62553,39,-0.0882
ENSG00000142684,ZNF593,13,-1.2040,33,0.26047,26,-0.1164,36,0.52661,21,-0.4617,29,0.08994,25,-0.1736
ENSG00000142669,SH3BGRL3,91,-0.8619,127,-0.3486,103,-0.6702,213,0.65844,81,-1.0474,219,0.53140,162,0.03562
ENSG00000158062,UBXN11,5,-1.7444,11,-0.5474,14,-0.1581,13,-0.2732,17,0.10266,23,0.62473,23,0.72260
ENSG00000117682,DHDDS,10,-0.9481,21,0.19413,18,-0.0583,27,0.89162,11,-0.8129,12,-0.6317,15,-0.3182
ENSG00000198830,HMGN2,332,1.17775,237,0.59015,153,-0.1256,100,-0.9535,84,-1.0416,141,-0.2488,203,0.38008
ENSG00000117713,ARID1A,94,0.79076,54,-0.1362,96,0.82208,38,-0.8265,61,0.05839,40,-0.5849,63,0.13574
ENSG00000204160,ZDHHC18,8,-0.8704,12,-0.3694,31,1.22920,21,0.75119,5,-1.6045,8,-0.9299,11,-0.5318
ENSG00000142751,GPN2,19,0.26148,15,-0.1811,14,-0.2166,19,0.33125,11,-0.5544,9,-0.9429,19,0.26211
ENSG00000090273,NUDC,132,-0.7866,235,0.11367,220,0.00534,213,-0.0587,196,-0.1721,332,0.68398,218,-0.0082
ENSG00000253368,TRNP1,1,-5.0148,20,-1.1587,23,-0.9478,51,0.35194,56,0.43725,80,1.02074,49,0.22717
ENSG00000142784,WDTC1,18,-0.2201,7,-1.6697,14,-0.5983,19,-0.0967,21,0.03329,30,0.62005,28,0.61404
ENSG00000186501,TMEM222,20,-0.7680,52,0.72647,39,0.23564,35,0.07825,15,-1.2585,30,-0.1491,37,0.18075
ENSG00000158195,WASF2,164,2.43016,62,0.56531,19,-1.2896,16,-1.7229,40,-0.1358,16,-1.4670,42,-0.0418
ENSG00000126705,AHDC1,11,-1.7596,39,0.14612,61,0.89129,37,0.06218,38,0.11582,17,-1.1142,40,0.19455
ENSG00000126709,IFI6,96,-0.0179,88,-0.1581,65,-0.6195,136,0.74677,49,-1.0582,91,-0.1034,88,-0.1836
ENSG00000009780,FAM76A,36,1.23137,18,0.09864,20,0.23271,16,-0.1087,9,-0.9176,13,-0.4375,13,-0.4412
ENSG00000117758,STX12,82,-0.3139,106,0.08590,105,0.06746,120,0.38119,55,-0.9367,104,0.04700,97,-0.0721
ENSG00000117751,PPP1R8,38,0.61327,44,0.86293,30,0.22862,25,-0.1022,9,-1.6284,25,-0.0797,20,-0.4328
ENSG00000117748,RPA2,27,-0.6993,61,0.60323,52,0.32434,52,0.44410,27,-0.7060,49,0.23855,25,-0.8550
ENSG00000126698,DNAJC8,353,0.85967,145,-0.5802,207,-0.0272,187,-0.2345,332,0.75290,189,-0.1666,157,-0.5033
ENSG00000130770,ATP5IF1,198,-1.5821,572,0.04947,427,-0.4125,778,0.76094,365,-0.6556,916,0.83298,366,-0.7143
ENSG00000204138,PHACTR4,85,2.04414,30,0.20158,33,0.33298,8,-1.9796,30,0.17097,12,-1.1852,26,-0.0556
ENSG00000180098,TRNAU1AP,14,-0.2697,30,0.93963,17,0.01779,17,0.01852,12,-0.5039,12,-0.5589,16,-0.0609
ENSG00000120656,TAF12,17,-0.0349,25,0.64486,9,-1.0044,20,0.36353,6,-1.5026,16,-0.1331,19,0.14456
ENSG00000198492,YTHDF2,70,-0.3164,66,-0.4157,106,0.34326,113,0.62316,94,0.15473,71,-0.2998,54,-0.7791
ENSG00000159023,EPB41,12,-0.4030,6,-1.4163,10,-0.7065,23,0.82487,31,1.08601,10,-0.6755,10,-0.7256
ENSG00000116350,SRSF4,116,1.01484,39,-0.7373,73,0.22432,60,-0.0860,71,0.18357,27,-1.3121,62,-0.0293
ENSG00000116353,MECR,7,-2.1505,27,-0.2773,37,0.25579,44,0.70894,13,-1.3863,45,0.56996,29,-0.1860
ENSG00000060656,PTPRU,7,-1.4178,25,0.43844,10,-0.9414,35,1.48159,17,-0.1891,10,-0.9708,8,-1.3867
ENSG00000162512,SDC3,108,0.41490,112,0.48361,104,0.36198,45,-1.1361,62,-0.4614,46,-0.9173,133,0.90028
ENSG00000134644,PUM1,98,-0.5659,142,0.01507,212,0.67672,144,0.04883,166,0.27447,127,-0.1629,114,-0.3655
ENSG00000121766,ZCCHC17,133,0.05957,87,-0.6028,209,0.81002,134,0.09291,143,0.18425,123,-0.0565,91,-0.5870
ENSG00000121769,FABP3,16,-2.1200,60,-0.1435,49,-0.4734,117,1.41165,47,-0.5322,63,-0.0637,36,-1.0251
ENSG00000162517,PEF1,21,-1.7024,89,0.52791,84,0.42630,75,0.31479,27,-1.3457,91,0.57220,54,-0.3121
ENSG00000084636,COL16A1,33,0.28312,55,1.15282,34,0.35572,24,-0.2871,10,-1.5691,23,-0.2942,25,-0.1953
ENSG00000121753,ADGRB2,19,-3.3170,147,-0.3054,331,1.03867,214,0.40081,108,-0.7809,167,-0.1005,182,0.04153
ENSG00000184007,PTP4A2,1093,2.53037,163,-0.8410,184,-0.6515,164,-0.9957,262,-0.1011,245,-0.2071,176,-0.7939
ENSG00000121774,KHDRBS1,181,0.51136,109,-0.3054,173,0.43876,112,-0.3288,129,-0.0370,134,0.02731,130,-0.0358
ENSG00000025800,KPNA6,58,-0.5519,84,0.03176,143,0.91594,86,0.09446,86,0.07979,56,-0.6089,69,-0.3151
ENSG00000084652,TXLNA,27,0.48444,18,-0.1924,35,0.90670,15,-0.5300,25,0.37799,15,-0.4096,17,-0.2650
ENSG00000160050,CCDC28B,10,-1.0277,31,0.68322,10,-1.0553,17,-0.3146,9,-1.2236,47,1.39063,23,0.16453
ENSG00000084623,EIF3I,71,-0.5497,145,0.60147,103,0.04744,129,0.55636,74,-0.4827,87,-0.2287,68,-0.6756
ENSG00000175130,MARCKSL1,768,2.81208,228,0.42862,53,-1.8252,73,-1.5861,115,-0.6558,112,-0.6919,128,-0.5476
ENSG00000160058,BSDC1,51,0.14548,32,-0.5754,67,0.60013,47,0.01124,50,0.11067,34,-0.4913,45,-0.0454
ENSG00000176261,ZBTB8OS,37,-0.3486,50,0.14300,30,-0.6761,43,-0.1179,51,0.17510,59,0.42172,51,0.18500
ENSG00000162521,RBBP4,119,0.32924,58,-0.7991,151,0.72838,92,-0.1151,90,-0.1136,61,-0.7340,108,0.19710
ENSG00000162522,KIAA1522,1,-3.9807,22,0.40421,15,-0.2298,11,-0.8061,14,-0.3022,14,-0.3503,37,1.52602
ENSG00000134684,YARS,47,-1.1346,71,-0.5081,76,-0.4007,143,0.84793,82,-0.2847,123,0.36108,78,-0.4161
ENSG00000160097,FNDC5,4,-2.7096,15,-0.9507,12,-1.2560,41,0.81685,60,1.24469,28,-0.0324,21,-0.5265
ENSG00000121905,HPCA,8,-4.3562,133,-0.1841,318,1.28120,162,0.16438,88,-0.8290,232,0.72714,115,-0.4553
ENSG00000121900,TMEM54,16,-1.1465,15,-1.2100,13,-1.3756,40,0.37555,29,-0.2093,42,0.35627,50,0.74861
ENSG00000004455,AK2,60,1.05287,34,0.09958,11,-1.6101,31,-0.0658,18,-0.8265,25,-0.3448,38,0.34691
ENSG00000142920,AZIN2,14,-0.5549,28,0.48690,21,0.03161,26,0.47289,8,-1.4604,14,-0.6171,22,0.12002
ENSG00000160094,ZNF362,9,-0.9928,8,-1.0269,15,-0.1706,16,-0.0765,20,0.30229,27,0.73559,20,0.33669
ENSG00000134686,PHC2,46,0.11809,35,-0.3073,53,0.34402,35,-0.3767,22,-0.9974,42,-0.0487,62,0.69777
ENSG00000163866,SMIM12,15,-1.6713,59,0.39039,42,-0.1686,72,1.01619,22,-1.1598,59,0.37939,26,-0.9983
ENSG00000116544,DLGAP3,0,-6.0966,17,-1.2195,78,1.18513,23,-0.9175,32,-0.2961,45,0.25901,70,1.20653
ENSG00000163867,ZMYM6,29,0.49103,21,-0.0450,22,0.00274,23,0.10857,21,-0.0291,18,-0.2921,18,-0.2864
ENSG00000116560,SFPQ,420,1.17191,176,-0.2749,357,0.88786,153,-0.6053,186,-0.1902,131,-0.7319,182,-0.2480
ENSG00000146463,ZMYM4,83,0.74803,37,-0.5300,60,0.20155,49,-0.1262,71,0.49020,34,-0.6959,47,-0.2186
ENSG00000142687,KIAA0319L,30,-0.9520,72,0.38289,57,0.01094,62,0.20631,57,0.02303,50,-0.1868,56,-0.0252
