Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9to10,Feature log2 fold change topic 9to10
ENSG00000041988,THAP3,3,-2.5789,13,-0.5988,23,0.23411,14,-0.5284,29,0.58048,21,0.05795,19,-0.0887,22,0.18252,27,0.59099
ENSG00000007923,DNAJC11,16,-0.8874,16,-0.9039,22,-0.4232,25,-0.2564,42,0.56784,33,0.18179,50,0.87509,28,-0.0568,30,0.05819
ENSG00000171735,CAMTA1,197,-0.8524,170,-1.0749,345,0.02461,573,0.86705,306,-0.1690,370,0.13503,335,-0.0249,528,0.72507,288,-0.2920
ENSG00000049245,VAMP3,122,2.52274,93,1.92323,28,-0.1489,10,-1.6223,9,-1.8995,21,-0.5957,2,-3.8877,10,-1.6324,7,-2.2955
ENSG00000049246,PER3,43,0.92956,36,0.65171,36,0.62733,27,0.18796,41,0.85853,10,-1.3964,10,-1.3726,6,-2.0514,17,-0.5898
ENSG00000116288,PARK7,141,-1.3315,181,-0.9557,361,0.11844,201,-0.7957,197,-0.8311,550,0.82153,373,0.17490,359,0.10978,493,0.73833
ENSG00000162426,SLC45A1,10,-1.4659,7,-1.8987,13,-1.0977,3,-3.2546,41,0.74416,28,0.12687,12,-1.1309,47,0.96458,50,1.29342
ENSG00000142599,RERE,235,0.59346,285,0.92381,153,-0.1064,281,0.89930,175,0.11025,123,-0.4516,90,-0.9299,108,-0.6463,93,-0.9656
ENSG00000074800,ENO1,208,-1.2347,255,-0.9268,624,0.49263,267,-0.8576,360,-0.3918,452,-0.0323,284,-0.7585,703,0.69242,732,0.89129
ENSG00000171612,SLC25A33,22,0.20514,15,-0.3983,53,1.79232,0,-6.7715,1,-3.7604,14,-0.4541,7,-1.4268,25,0.41898,26,0.62027
ENSG00000171603,CLSTN1,224,-1.7968,196,-1.9938,414,-0.8744,857,0.26979,889,0.32993,643,-0.1914,586,-0.3371,1183,0.81133,1129,0.85484
ENSG00000178585,CTNNBIP1,41,0.44033,12,-1.4268,55,0.93200,13,-1.3544,19,-0.8075,54,0.90052,43,0.48940,25,-0.3299,26,-0.3381
ENSG00000162441,LZIC,116,1.06724,120,1.13275,77,0.38196,58,-0.0900,37,-0.7720,47,-0.4157,67,0.15020,37,-0.7979,26,-1.4021
ENSG00000130939,UBE4B,59,0.48965,16,-1.4822,19,-1.2826,28,-0.6787,80,1.02161,42,-0.0366,42,-0.0487,65,0.66271,41,-0.0935
ENSG00000054523,KIF1B,610,0.65095,505,0.33682,311,-0.4401,627,0.69632,368,-0.1735,286,-0.5688,465,0.19979,437,0.10057,248,-0.8590
ENSG00000142657,PGD,41,-0.5269,22,-1.4836,63,0.13926,43,-0.4728,25,-1.2976,66,0.21057,78,0.47811,64,0.15567,89,0.81655
ENSG00000241563,CORT,264,2.52672,1,-6.1500,47,-0.5626,36,-0.9790,27,-1.3891,86,0.40493,51,-0.4226,29,-1.2715,66,-0.0430
ENSG00000160049,DFFA,155,1.45629,96,0.60709,68,0.05264,87,0.45212,63,-0.0861,41,-0.7362,32,-1.1161,40,-0.7847,39,-0.8786
ENSG00000142655,PEX14,8,-1.4327,10,-1.1149,14,-0.5884,9,-1.2496,42,1.18550,14,-0.6237,21,0.00832,29,0.53977,30,0.70572
ENSG00000120948,TARDBP,111,0.67455,70,-0.0697,74,0.01044,90,0.33346,95,0.42089,51,-0.5782,33,-1.2401,54,-0.4827,78,0.11307
ENSG00000116649,SRM,54,-0.2362,35,-0.8969,97,0.69984,46,-0.5030,30,-1.1537,84,0.46303,57,-0.1695,39,-0.7309,94,0.76980
ENSG00000171824,EXOSC10,67,0.92317,32,-0.2983,38,-0.0285,34,-0.1791,97,1.58143,16,-1.3763,8,-2.3375,22,-0.8631,36,-0.1312
ENSG00000198793,MTOR,38,-0.1128,10,-2.0640,14,-1.6261,33,-0.3365,26,-0.6882,38,-0.1445,42,0.03765,57,0.52705,77,1.22653
ENSG00000116661,FBXO2,57,-1.8823,99,-1.0690,472,1.50357,36,-2.5535,99,-1.0621,217,0.15595,271,0.52160,118,-0.7921,299,0.80333
ENSG00000132879,FBXO44,17,-2.8108,34,-1.7975,99,-0.1938,80,-0.5168,178,0.77090,153,0.51371,60,-0.9609,125,0.18165,185,0.98242
ENSG00000011021,CLCN6,34,-0.8777,24,-1.3741,71,0.25856,24,-1.4052,97,0.78699,75,0.36072,59,-0.0357,57,-0.0781,80,0.53219
ENSG00000116685,KIAA2013,37,0.32041,19,-0.7602,20,-0.6257,32,0.06401,56,0.99718,39,0.37884,22,-0.4692,19,-0.7139,30,-0.0013
ENSG00000116688,MFN2,81,-0.4350,100,-0.0971,77,-0.5086,75,-0.5513,88,-0.2972,117,0.15110,73,-0.5854,152,0.58206,150,0.65694
ENSG00000048707,VPS13D,66,-0.1189,42,-0.8210,61,-0.2517,70,-0.0211,72,0.00355,39,-0.9233,98,0.51149,70,-0.0246,98,0.58833
ENSG00000116731,PRDM2,166,-0.7303,277,0.07076,196,-0.4712,681,1.63714,304,0.22085,161,-0.7764,290,0.14479,272,0.04406,151,-0.9591
ENSG00000189337,KAZN,141,1.22917,32,-1.1736,44,-0.6866,39,-0.8655,42,-0.7585,73,0.11386,94,0.52658,115,0.86472,50,-0.5122
ENSG00000142634,EFHD2,41,-1.6214,92,-0.4066,54,-1.2174,184,0.72110,113,-0.0835,121,0.02092,147,0.34392,193,0.79933,122,0.04959
ENSG00000116138,DNAJC16,20,-0.5786,5,-2.5908,6,-2.2262,39,0.45359,54,1.01482,48,0.79518,16,-0.8855,27,-0.1373,39,0.52015
ENSG00000197312,DDI2,26,-0.3800,17,-1.0310,35,0.06876,36,0.14140,62,1.05298,26,-0.3704,27,-0.2943,34,0.04068,34,0.03655
ENSG00000116786,PLEKHM2,60,-1.2554,134,-0.0259,214,0.73964,89,-0.6778,93,-0.6006,276,1.18752,230,0.86073,83,-0.7831,93,-0.6561
ENSG00000065526,SPEN,427,1.33271,343,0.93800,159,-0.3248,418,1.29210,214,0.14814,54,-1.9655,103,-0.9936,141,-0.5061,46,-2.3178
ENSG00000116809,ZBTB17,31,0.64503,16,-0.4059,22,0.07659,12,-0.8965,44,1.22887,31,0.64576,22,0.05934,1,-3.8517,15,-0.5335
ENSG00000055070,SZRD1,21,-0.2042,42,0.91897,47,1.11975,20,-0.2643,22,-0.1623,12,-1.0112,37,0.68950,21,-0.2399,9,-1.5484
ENSG00000159363,ATP13A2,36,-1.7267,33,-1.8512,86,-0.4153,60,-0.9581,126,0.19141,156,0.53964,111,-0.0076,139,0.35350,186,0.98586
ENSG00000117118,SDHB,32,-1.1637,39,-0.8503,54,-0.3465,17,-2.0416,39,-0.8411,106,0.74422,62,-0.1346,92,0.50071,116,1.07502
ENSG00000117115,PADI2,398,3.31011,215,1.83266,70,-0.1202,14,-2.4920,13,-2.5862,14,-2.5148,6,-3.6082,14,-2.5647,5,-4.0016
ENSG00000179051,RCC2,17,-0.4474,18,-0.3115,24,0.11705,6,-1.8401,16,-0.4666,28,0.34244,40,0.95140,14,-0.6632,30,0.52465
ENSG00000117154,IGSF21,17,-2.3353,21,-2.0187,64,-0.3718,63,-0.3839,127,0.73887,62,-0.4159,86,0.10584,94,0.24215,137,1.03001
ENSG00000127481,UBR4,49,0.12989,76,0.85195,34,-0.4231,65,0.60178,48,0.08752,20,-1.2313,42,-0.1096,63,0.53285,27,-0.8595
ENSG00000127463,EMC1,24,-0.2848,10,-1.5755,17,-0.8025,15,-0.9664,36,0.33931,35,0.29187,32,0.15481,32,0.18042,44,0.79055
ENSG00000053372,MRTO4,26,-0.8177,39,-0.1942,59,0.49501,41,-0.1138,23,-0.9983,58,0.45723,37,-0.2761,41,-0.1015,57,0.49657
ENSG00000053371,AKR7A2,20,-0.4087,31,0.27421,64,1.53318,17,-0.6467,17,-0.6744,16,-0.7829,14,-0.9823,15,-0.8514,34,0.47381
ENSG00000077549,CAPZB,121,-0.9594,166,-0.4703,184,-0.3105,221,-0.0177,238,0.10256,294,0.44662,215,-0.0588,272,0.31603,262,0.29385
ENSG00000173436,MICOS10,176,-1.0279,318,-0.1103,396,0.24171,179,-1.0028,129,-1.4999,623,1.00906,651,1.08475,258,-0.4395,340,-0.0058
ENSG00000158747,NBL1,32,-2.4129,83,-0.9983,230,0.62393,133,-0.2633,168,0.10613,174,0.16140,158,0.00968,145,-0.1357,225,0.68116
ENSG00000162545,CAMK2N1,1020,-0.9779,1171,-0.7679,5275,1.77803,2397,0.36789,1497,-0.3863,2408,0.37532,1465,-0.4203,825,-1.3001,1528,-0.3937
ENSG00000158828,PINK1,194,-1.3827,249,-1.0050,348,-0.4912,283,-0.8085,301,-0.7168,706,0.65132,681,0.59021,736,0.72030,627,0.51952
ENSG00000244038,DDOST,16,-0.8660,17,-0.8548,33,0.21689,20,-0.5885,33,0.23450,33,0.21078,26,-0.1791,30,0.05561,41,0.63062
ENSG00000117245,KIF17,7,-1.9790,1,-4.3223,16,-0.8438,5,-2.5811,14,-1.0428,70,1.52378,54,1.07204,26,-0.1702,46,0.89925
ENSG00000189410,SH2D5,14,-1.5978,7,-2.5948,37,-0.1526,23,-0.8966,50,0.31235,43,0.06207,49,0.27135,17,-1.3152,85,1.49378
ENSG00000127483,HP1BP3,508,0.92461,440,0.67964,235,-0.3378,552,1.07144,322,0.15976,136,-1.1773,136,-1.1784,293,0.00866,145,-1.1691
ENSG00000075151,EIF4G3,337,-0.0828,320,-0.1639,174,-1.1066,540,0.69415,345,-0.0412,191,-0.9602,327,-0.1292,660,1.04050,325,-0.1522
ENSG00000076864,RAP1GAP,37,-1.9572,27,-2.3990,80,-0.7940,151,0.19788,204,0.69692,126,-0.0904,132,-0.0247,133,-0.0136,223,1.00142
ENSG00000090686,USP48,127,0.45486,176,1.01284,65,-0.6149,137,0.57826,138,0.59439,25,-2.0253,50,-0.9972,78,-0.3258,82,-0.2837
ENSG00000070831,CDC42,151,-0.0719,97,-0.7635,109,-0.5864,81,-1.0409,129,-0.3185,164,0.06105,155,-0.0346,196,0.34831,250,0.88178
ENSG00000004487,KDM1A,42,-0.5967,33,-0.9504,39,-0.7104,69,0.18786,80,0.41892,52,-0.2816,72,0.23683,69,0.17171,81,0.49970
ENSG00000169641,LUZP1,39,-2.5016,97,-1.1535,121,-0.8184,324,0.76188,265,0.42210,149,-0.4959,290,0.57279,424,1.23831,167,-0.3578
ENSG00000125944,HNRNPR,251,0.79781,147,-0.0805,118,-0.4341,251,0.79634,155,-0.0039,94,-0.7833,125,-0.3380,135,-0.2176,137,-0.2184
ENSG00000142676,RPL11,705,0.51685,1032,1.17490,820,0.77168,245,-1.1467,275,-0.9758,677,0.44798,434,-0.2680,241,-1.1773,356,-0.6352
ENSG00000011007,ELOA,39,0.59998,44,0.79731,21,-0.3641,31,0.23824,20,-0.5011,24,-0.2171,25,-0.1095,36,0.47526,15,-0.9946
ENSG00000057757,PITHD1,97,-0.6369,45,-1.7815,90,-0.7475,115,-0.3688,92,-0.7077,197,0.49542,221,0.69400,157,0.12500,219,0.78546
ENSG00000011009,LYPLA2,7,-2.0651,11,-1.3728,17,-0.7443,23,-0.2875,49,0.97257,37,0.49058,30,0.15687,19,-0.5520,40,0.72676
ENSG00000117305,HMGCL,43,1.29155,14,-0.5260,31,0.71225,7,-1.5005,7,-1.5930,25,0.35494,12,-0.8061,24,0.28181,18,-0.1484
ENSG00000189266,PNRC2,58,0.17488,46,-0.1838,78,0.66795,73,0.54339,66,0.38192,32,-0.7636,52,-0.0088,38,-0.4870,39,-0.5112
ENSG00000188529,SRSF10,79,0.17110,109,0.69578,53,-0.4447,50,-0.5481,153,1.29340,34,-1.1325,53,-0.4539,63,-0.1837,58,-0.3522
ENSG00000001461,NIPAL3,480,1.60501,358,1.06378,115,-0.7813,147,-0.3993,141,-0.4650,89,-1.1616,89,-1.1664,264,0.53890,106,-0.9797
ENSG00000133226,SRRM1,675,1.29212,687,1.32476,197,-0.7332,507,0.78409,326,0.05344,101,-1.7409,186,-0.8238,262,-0.2902,106,-1.7948
ENSG00000169504,CLIC4,173,3.12055,62,0.96497,56,0.79032,7,-2.3870,19,-0.9041,7,-2.2946,13,-1.4466,2,-4.0461,4,-3.3276
ENSG00000117614,SYF2,185,0.34046,258,0.90147,181,0.30676,197,0.44218,140,-0.1128,87,-0.8486,131,-0.2179,149,-0.0059,86,-0.9486
ENSG00000117616,RSRP1,162,1.28541,58,-0.4280,46,-0.7830,37,-1.1070,304,2.58103,27,-1.5797,8,-3.3362,18,-2.1287,49,-0.7419
ENSG00000183726,TMEM50A,101,0.98301,37,-0.6301,57,0.03917,68,0.31247,40,-0.5134,33,-0.7976,43,-0.4070,43,-0.4159,68,0.35850
ENSG00000204178,MACO1,108,0.72385,82,0.26579,43,-0.7506,140,1.18305,82,0.27968,31,-1.2554,42,-0.7822,64,-0.1282,51,-0.5320
ENSG00000117643,MAN1C1,13,-1.5316,6,-2.6617,49,0.52259,34,-0.0679,37,0.07219,41,0.23289,24,-0.5916,15,-1.3369,68,1.30203
ENSG00000162430,SELENON,14,-0.6694,19,-0.1905,58,1.67266,24,0.16232,27,0.35997,22,-0.0067,17,-0.3868,3,-2.8145,17,-0.4405
ENSG00000117640,MTFR1L,32,-0.8989,39,-0.5826,64,0.18961,31,-0.9269,73,0.40905,71,0.36423,91,0.78772,41,-0.4999,62,0.17004
ENSG00000117632,STMN1,1296,-0.1547,756,-0.9912,543,-1.4904,1050,-0.4852,1281,-0.1731,2046,0.58921,1207,-0.2677,2058,0.59854,2024,0.66103
ENSG00000158008,EXTL1,13,-1.7658,10,-2.0903,43,0.09228,45,0.14773,38,-0.1263,88,1.27705,39,-0.0658,23,-0.8761,55,0.56392
ENSG00000142684,ZNF593,25,-0.6739,17,-1.2394,49,0.39286,19,-1.0993,18,-1.1239,70,0.99075,37,-0.0377,42,0.14575,53,0.61456
ENSG00000142669,SH3BGRL3,143,-0.2941,120,-0.5746,210,0.31497,54,-1.7798,118,-0.6017,243,0.55490,216,0.36240,199,0.23212,212,0.38201
ENSG00000117682,DHDDS,20,-0.0666,4,-2.4973,11,-0.9010,18,-0.2493,27,0.40138,24,0.25226,18,-0.2084,26,0.37682,30,0.66936
ENSG00000198830,HMGN2,240,0.78472,249,0.84764,218,0.62096,159,0.10237,175,0.26168,110,-0.4830,84,-0.8935,69,-1.1795,94,-0.7967
ENSG00000117713,ARID1A,115,0.81383,74,0.08351,91,0.42894,79,0.19781,94,0.48829,35,-1.0694,52,-0.4529,52,-0.4741,54,-0.4594
ENSG00000204160,ZDHHC18,31,0.36513,4,-2.5442,19,-0.3564,17,-0.5377,29,0.26985,31,0.39579,13,-0.9673,32,0.44531,33,0.59637
ENSG00000090273,NUDC,123,-1.2297,189,-0.5797,259,-0.0869,305,0.17543,142,-1.0190,476,0.92131,413,0.67668,194,-0.5438,317,0.27229
ENSG00000253368,TRNP1,5,-3.3621,9,-2.6307,55,0.08087,18,-1.6478,46,-0.2243,102,1.11138,141,1.71608,15,-1.8951,67,0.45643
ENSG00000142784,WDTC1,49,0.86087,24,-0.2958,42,0.58104,4,-2.7270,36,0.32473,36,0.34020,29,-0.0268,17,-0.8462,27,-0.1102
ENSG00000186501,TMEM222,48,0.06050,29,-0.6943,58,0.37276,51,0.15465,51,0.16856,61,0.45058,27,-0.7963,30,-0.6767,52,0.24123
ENSG00000158195,WASF2,243,2.58744,176,1.88146,75,0.34302,46,-0.4123,8,-3.0496,10,-2.7018,15,-2.1246,15,-2.1270,8,-3.0730
ENSG00000126705,AHDC1,25,-0.8488,20,-1.2206,53,0.29746,87,1.14974,63,0.59679,40,-0.1633,21,-1.1584,36,-0.3188,47,0.13280
ENSG00000126709,IFI6,66,-0.6853,30,-1.8773,76,-0.4836,19,-2.5590,126,0.32927,60,-0.8351,106,0.03643,180,0.92330,184,1.14753
ENSG00000117758,STX12,120,0.49444,67,-0.4310,48,-0.9520,71,-0.3503,68,-0.4119,72,-0.3294,89,0.01559,107,0.30702,121,0.59341
ENSG00000117751,PPP1R8,19,-0.3795,20,-0.2975,35,0.56707,18,-0.4572,45,0.99244,23,-0.0587,16,-0.6308,18,-0.4612,25,0.02803
ENSG00000117748,RPA2,26,-0.8124,10,-2.1656,34,-0.3923,23,-0.9645,37,-0.2622,46,0.11482,40,-0.1319,91,1.25709,63,0.71046
ENSG00000126698,DNAJC8,289,0.04965,361,0.41309,236,-0.2754,426,0.69032,230,-0.3154,225,-0.3448,256,-0.1454,304,0.13247,238,-0.2918
ENSG00000130770,ATP5IF1,184,-1.7863,165,-1.9501,584,-0.0216,271,-1.2128,398,-0.6249,1071,0.99011,861,0.61343,548,-0.1243,920,0.84998
ENSG00000204138,PHACTR4,144,2.29943,75,1.03936,45,0.17282,47,0.23832,49,0.30529,7,-2.5073,5,-3.0570,11,-1.9348,10,-2.1876
ENSG00000198492,YTHDF2,79,0.03645,41,-0.9769,52,-0.6060,105,0.50049,72,-0.1078,56,-0.5026,57,-0.4857,112,0.59729,100,0.46684
ENSG00000116350,SRSF4,143,0.49131,190,0.97251,94,-0.1892,114,0.12310,124,0.25816,63,-0.8075,80,-0.4413,96,-0.1551,77,-0.5504
ENSG00000116353,MECR,30,0.02741,12,-1.4006,17,-0.8581,12,-1.3373,15,-1.0146,56,1.05023,42,0.54616,21,-0.5067,46,0.82342
ENSG00000162511,LAPTM5,82,1.80983,95,2.12011,65,1.37027,0,-7.2320,2,-3.9358,16,-0.9197,6,-2.2547,4,-2.9788,10,-1.7156
ENSG00000162512,SDC3,99,-0.2209,137,0.29387,176,0.71156,119,0.06700,148,0.42042,108,-0.0928,60,-1.0035,51,-1.2347,122,0.11860
ENSG00000134644,PUM1,74,-0.9345,117,-0.2367,157,0.22921,245,0.98235,141,0.06273,74,-0.9349,122,-0.1656,172,0.38373,128,-0.1107
ENSG00000121766,ZCCHC17,203,0.04926,227,0.23512,198,0.01222,257,0.43766,126,-0.6914,140,-0.5347,186,-0.0858,260,0.45675,184,-0.1205
ENSG00000121769,FABP3,16,-2.9817,21,-2.6160,45,-1.5059,18,-2.8637,69,-0.8794,188,0.71790,216,0.95694,175,0.59200,233,1.31387
ENSG00000162517,PEF1,41,-0.9197,17,-2.2637,70,-0.1005,39,-1.0284,88,0.25960,111,0.63666,108,0.59946,75,-0.0111,101,0.55224
ENSG00000084636,COL16A1,103,1.75710,51,0.49223,34,-0.1565,25,-0.6082,37,-0.0042,27,-0.4971,8,-2.3143,42,0.18682,23,-0.7892
ENSG00000121753,ADGRB2,39,-2.4943,49,-2.1579,191,-0.0931,198,-0.0335,306,0.67771,195,-0.0612,190,-0.1032,195,-0.0595,331,0.95777
ENSG00000184007,PTP4A2,1098,1.53954,1708,2.46275,186,-1.3578,335,-0.4610,107,-2.1764,228,-1.0553,266,-0.8205,249,-0.9208,158,-1.7230
ENSG00000121774,KHDRBS1,137,0.07520,124,-0.0912,145,0.16263,126,-0.0575,189,0.60299,105,-0.3421,79,-0.7844,101,-0.4155,151,0.26651
ENSG00000025800,KPNA6,107,-0.0975,78,-0.5899,108,-0.0895,175,0.70162,157,0.51573,44,-1.4560,111,-0.0435,175,0.70156,93,-0.3580
ENSG00000084652,TXLNA,59,1.46370,35,0.55639,28,0.21007,18,-0.5161,5,-2.3081,25,-0.0007,13,-0.9740,30,0.29331,18,-0.5748
ENSG00000084623,EIF3I,119,0.28652,47,-1.1611,82,-0.3159,103,0.05020,54,-0.9612,95,-0.0793,80,-0.3484,118,0.26822,150,0.78287
ENSG00000175130,MARCKSL1,1440,3.45911,383,0.62681,332,0.38896,73,-1.9525,79,-1.8266,108,-1.3612,68,-2.0411,16,-4.1373,58,-2.4312
ENSG00000160058,BSDC1,78,0.41613,62,0.04916,81,0.49159,53,-0.2013,54,-0.1676,64,0.10911,45,-0.4625,48,-0.3445,58,-0.0693
