Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to10,Feature log2 fold change topic 6to10
ENSG00000272106,AL691432.2,14,-0.1099,27,0.95980,7,-1.1241,12,-0.2948,16,0.24877
ENSG00000197530,MIB2,23,-0.4528,14,-1.2168,36,0.24061,23,-0.4492,36,0.44210
ENSG00000248333,CDK11B,92,0.64533,34,-0.9465,70,0.23255,116,1.03905,48,-0.6787
ENSG00000189339,SLC35E2B,24,0.59997,14,-0.2869,12,-0.4679,13,-0.3856,18,0.23671
ENSG00000008128,CDK11A,64,0.85600,28,-0.4664,35,-0.1309,78,1.21356,28,-0.7840
ENSG00000215790,SLC35E2A,12,-0.5351,13,-0.3348,24,0.67142,26,0.73827,13,-0.5449
ENSG00000008130,NADK,14,-0.8070,27,0.26459,21,-0.1902,23,-0.0388,25,0.26151
ENSG00000078369,GNB1,144,-1.7560,329,-0.5086,627,0.60751,378,-0.2942,488,0.21268
ENSG00000187730,GABRD,4,-5.0199,16,-3.2089,115,-0.3725,179,0.37652,198,1.20051
ENSG00000067606,PRKCZ,66,-1.6868,121,-0.7729,203,0.03899,199,-9.1406,239,0.59236
ENSG00000162585,FAAP20,21,-0.9246,82,1.24987,63,0.89507,12,-1.7414,30,-0.6686
ENSG00000157933,SKI,43,0.31291,35,0.00181,60,1.05036,46,0.44997,21,-1.1835
ENSG00000157916,RER1,61,0.08504,76,0.44311,41,-0.5967,35,-0.7658,65,0.34873
ENSG00000157911,PEX10,10,-1.2470,24,0.10921,26,0.23768,13,-0.8530,26,0.36342
ENSG00000197921,HES5,2,-3.0065,0,-7.7316,28,1.08189,12,-0.4015,18,0.36071
ENSG00000157870,PRXL2B,7,-2.6327,15,-1.5892,53,0.34490,49,0.18648,52,0.54623
ENSG00000177133,PRDM16-DT,5,-2.2534,10,-1.3641,35,0.68159,7,-1.8708,30,0.70720
ENSG00000142611,PRDM16,12,-0.1460,5,-1.5555,18,0.54253,10,-0.5126,14,0.19152
ENSG00000158109,TPRG1L,25,-2.6990,67,-1.2613,133,-0.2341,143,-0.1011,204,1.01987
ENSG00000116213,WRAP73,16,0.08449,12,-0.3363,8,-1.0271,15,-0.0124,18,0.61643
ENSG00000130764,LRRC47,33,-1.0722,64,-0.0576,48,-0.5594,59,-0.2039,83,0.70830
ENSG00000116198,CEP104,96,1.46132,80,1.12051,40,-0.0482,40,-0.0447,23,-1.3682
ENSG00000196581,AJAP1,9,-2.0602,26,-0.5661,34,-0.1649,106,1.79877,33,-0.3297
ENSG00000069424,KCNAB2,18,-3.3179,43,-2.0922,201,0.28631,186,0.12437,214,0.71797
ENSG00000116254,CHD5,57,-2.1798,36,-2.8339,350,0.71789,516,1.29871,218,-0.2622
ENSG00000116251,RPL22,481,-0.0334,882,0.97750,696,0.66285,297,-0.7883,372,-0.7151
ENSG00000116237,ICMT,18,-1.2134,23,-0.8221,33,-0.2856,43,0.13994,48,0.68109
ENSG00000097021,ACOT7,25,-2.9692,47,-2.0416,78,-1.3719,85,-1.1541,295,2.22807
ENSG00000215788,TNFRSF25,5,-1.7887,0,-8.4044,9,-1.1273,31,0.94016,24,1.15499
ENSG00000171680,PLEKHG5,0,-4.6417,6,-1.7026,18,-0.1979,34,0.81038,26,0.70952
ENSG00000162408,NOL9,21,-0.2427,34,0.50994,21,-0.2892,23,-0.1339,26,0.09097
ENSG00000162413,KLHL21,35,0.12291,34,0.10472,25,-0.4410,24,-0.4341,35,0.31191
ENSG00000116273,PHF13,2,-2.2779,9,-0.5684,7,-1.0124,25,1.05861,16,0.64353
ENSG00000041988,THAP3,8,-1.1565,27,0.69940,12,-0.5673,13,-0.3798,20,0.44580
ENSG00000007923,DNAJC11,19,-0.8126,27,-0.3076,33,-0.0041,29,-0.1936,37,0.40684
ENSG00000171735,CAMTA1,272,-0.5586,142,-1.5409,427,0.17459,635,0.81731,395,0.05351
ENSG00000049245,VAMP3,89,1.31243,166,2.58640,28,-0.6423,9,-2.2008,18,-1.8105
ENSG00000049246,PER3,110,1.35214,60,0.31670,53,0.13429,51,0.06381,33,-0.9691
ENSG00000116288,PARK7,101,-1.6034,296,0.04934,294,0.04401,146,-1.0488,348,0.61936
ENSG00000116285,ERRFI1,11,-1.3413,23,-0.2198,22,-0.3725,17,-0.6794,35,0.85622
ENSG00000162426,SLC45A1,8,-1.9242,6,-2.3346,12,-1.4271,17,-0.7864,47,2.04023
ENSG00000142599,RERE,211,0.60879,102,-0.5511,189,0.48924,208,0.58366,111,-0.6933
ENSG00000074800,ENO1,187,-1.5870,420,-0.3571,560,0.11421,243,-1.1953,658,0.73863
ENSG00000171612,SLC25A33,10,-1.8689,28,-0.3314,52,0.73274,7,-2.4556,40,0.44185
ENSG00000171603,CLSTN1,175,-2.0493,270,-1.4059,406,-0.8603,859,0.39977,920,1.11894
ENSG00000178585,CTNNBIP1,22,-0.4485,37,0.32495,34,0.22171,11,-1.4711,32,0.22133
ENSG00000162441,LZIC,122,1.06294,116,0.97609,81,0.41586,40,-0.7367,41,-1.0900
ENSG00000130939,UBE4B,52,0.05099,66,0.43072,23,-1.3135,43,-0.2520,60,0.52381
ENSG00000054523,KIF1B,591,0.53360,544,0.39593,411,-0.0669,502,0.26167,362,-0.4439
ENSG00000284642,AL139424.2,7,-0.8845,9,-0.4723,6,-1.2929,10,-0.4628,18,1.23545
ENSG00000142657,PGD,62,-0.2371,67,-0.1331,37,-1.1477,33,-1.1918,98,1.04844
ENSG00000241563,CORT,5,-3.0123,14,-1.4484,31,-0.3281,19,-1.0245,55,1.43080
ENSG00000160049,DFFA,132,1.27612,104,0.85752,59,-0.1001,39,-0.7058,45,-0.7834
ENSG00000142655,PEX14,8,-1.5967,17,-0.4640,11,-1.1531,26,0.21525,31,1.05259
ENSG00000120948,TARDBP,113,0.47123,86,0.03712,76,-0.1802,87,0.05356,81,-0.1152
ENSG00000271895,AL109811.2,20,0.19811,21,0.29539,5,-1.9687,17,-0.0861,22,0.65846
ENSG00000116649,SRM,33,-0.9804,42,-0.6386,54,-0.2639,52,-0.2864,79,0.73237
ENSG00000171824,EXOSC10,45,0.21754,31,-0.3664,24,-0.8488,46,0.26534,44,0.38624
ENSG00000198793,MTOR,35,-0.3288,29,-0.6555,33,-0.4973,38,-0.2285,54,0.68035
ENSG00000116661,FBXO2,69,-1.5479,125,-0.6504,320,1.02841,67,-1.5923,199,0.13871
ENSG00000132879,FBXO44,16,-2.4603,20,-2.1539,60,-0.5332,105,0.39611,112,1.09399
ENSG00000116670,MAD2L2,17,0.20560,34,1.41455,14,-0.1040,11,-0.4393,11,-0.6243
ENSG00000177000,MTHFR,22,0.04832,13,-0.7861,32,0.73062,28,0.43051,18,-0.5074
ENSG00000011021,CLCN6,53,-0.4665,60,-0.2909,67,-0.1157,51,-0.5364,84,0.48755
ENSG00000116685,KIAA2013,47,0.30754,55,0.57486,28,-0.5294,24,-0.7468,41,0.15816
ENSG00000083444,PLOD1,25,0.27334,42,1.16148,13,-0.7703,12,-0.7986,21,-0.0307
ENSG00000116688,MFN2,64,-0.9128,71,-0.7481,101,-0.2245,96,-0.2833,143,0.72042
ENSG00000116691,MIIP,13,-0.0465,31,1.43239,12,-0.1871,7,-0.8898,11,-0.3739
ENSG00000048707,VPS13D,84,0.17009,28,-1.5011,59,-0.4427,79,0.06368,90,0.53531
ENSG00000162496,DHRS3,44,0.96852,19,-0.4059,32,0.48130,8,-1.7170,22,-0.2741
ENSG00000116731,PRDM2,179,-0.3706,105,-1.1864,264,0.28117,504,1.36497,189,-0.4727
ENSG00000189337,KAZN,80,0.30940,82,0.34500,65,-0.0317,57,-0.2214,62,-0.1629
ENSG00000142634,EFHD2,25,-2.0711,72,-0.5071,68,-0.6339,29,-1.8679,145,1.46023
ENSG00000116138,DNAJC16,29,-0.5014,26,-0.6598,28,-0.5799,46,0.25484,47,0.59202
ENSG00000197312,DDI2,55,0.39289,16,-1.4657,29,-0.6760,61,0.58067,48,0.32583
ENSG00000116786,PLEKHM2,71,-0.8855,69,-0.9286,248,1.38917,128,0.03424,98,-0.6437
ENSG00000065526,SPEN,454,1.49271,147,-0.4109,223,0.28836,407,1.29031,90,-1.6861
ENSG00000116809,ZBTB17,22,-0.1259,30,0.38473,23,-0.0318,16,-0.5449,24,0.07871
ENSG00000037637,FBXO42,26,0.14158,12,-0.9623,14,-0.8969,26,0.17148,28,0.62890
ENSG00000055070,SZRD1,32,0.06071,60,1.13328,40,0.50723,24,-0.3994,22,-0.8280
ENSG00000157191,NECAP2,21,0.67929,27,1.07156,14,-0.0228,5,-1.5867,12,-0.4273
ENSG00000159363,ATP13A2,21,-2.4911,36,-1.6917,71,-0.7413,73,-0.6360,164,1.58921
ENSG00000117118,SDHB,30,-1.0834,71,0.27199,49,-0.3571,28,-1.1542,75,0.71263
ENSG00000117115,PADI2,278,2.19628,327,2.56525,67,-0.3610,7,-3.5916,15,-3.2721
ENSG00000179051,RCC2,17,-0.7115,26,-0.0803,20,-0.5234,23,-0.2580,33,0.63432
ENSG00000074964,ARHGEF10L,6,-1.1752,6,-1.3318,19,0.56793,9,-0.6856,16,0.44097
ENSG00000117154,IGSF21,7,-3.2684,29,-1.3096,47,-0.6067,55,-0.3041,97,1.37779
ENSG00000159423,ALDH4A1,16,-0.6685,24,-0.0487,41,1.01722,8,-1.7172,23,-0.1792
ENSG00000127481,UBR4,76,1.02372,18,-1.2919,33,-0.3793,87,1.25862,33,-0.5784
ENSG00000127463,EMC1,27,-0.2835,20,-0.7066,17,-1.0217,32,-0.0228,41,0.85765
ENSG00000053372,MRTO4,9,-2.0045,32,-0.1683,34,-0.0908,41,0.21345,41,0.45879
ENSG00000053371,AKR7A2,25,-0.4333,65,1.12667,40,0.35600,5,-2.8635,31,-0.1658
ENSG00000077549,CAPZB,162,-0.2470,126,-0.6430,160,-0.2972,141,-0.4647,229,0.61146
ENSG00000173436,MICOS10,116,-1.4097,267,-0.1245,389,0.55525,116,-1.4129,323,0.34000
ENSG00000158747,NBL1,23,-2.6797,73,-1.0017,138,-0.0158,103,-0.4700,183,0.94326
ENSG00000169914,OTUD3,21,0.05295,4,-2.3765,16,-0.4035,33,0.75983,23,0.33851
ENSG00000162545,CAMK2N1,407,-1.6630,891,-0.4710,2578,1.58922,1768,0.63569,757,-1.1182
ENSG00000090432,MUL1,23,0.38930,18,-0.0066,10,-0.9365,9,-1.0366,22,0.62393
ENSG00000183114,FAM43B,5,-2.1064,12,-0.7411,11,-0.9306,6,-1.6488,30,1.68161
ENSG00000158828,PINK1,108,-2.0604,272,-0.6694,400,-0.0768,185,-1.2616,562,1.04039
ENSG00000244038,DDOST,7,-1.8239,19,-0.4425,14,-0.9997,19,-0.4862,36,1.28738
ENSG00000117245,KIF17,5,-2.4697,5,-2.3613,18,-0.6761,15,-0.8906,42,1.72165
ENSG00000189410,SH2D5,6,-2.3565,5,-2.6625,27,-0.0985,38,0.44184,37,0.83693
ENSG00000127483,HP1BP3,572,1.08459,246,-0.3114,359,0.33390,474,0.75774,197,-1.0259
ENSG00000075151,EIF4G3,280,-0.0704,126,-1.3033,214,-0.5465,565,1.10666,306,0.12704
ENSG00000117298,ECE1,42,1.09333,25,0.22892,30,0.60829,16,-0.4217,15,-0.9530
ENSG00000076864,RAP1GAP,48,-1.4369,44,-1.5788,78,-0.7712,108,-0.2057,174,1.28532
ENSG00000090686,USP48,230,1.48333,107,0.16099,64,-0.7098,138,0.58052,73,-0.7221
ENSG00000070831,CDC42,152,-0.2160,234,0.47812,99,-0.9602,111,-0.7079,210,0.59166
ENSG00000133216,EPHB2,21,0.59090,16,0.19040,11,-0.4041,29,1.11888,11,-0.6403
ENSG00000004487,KDM1A,32,-1.3544,42,-0.9459,44,-0.9478,108,0.53417,101,0.89621
ENSG00000169641,LUZP1,85,-1.2132,9,-4.4654,176,-0.1150,376,1.17689,210,0.35344
ENSG00000125944,HNRNPR,198,0.47061,180,0.32023,148,-0.0043,215,0.61042,118,-0.5837
ENSG00000088280,ASAP3,8,-0.6145,12,0.00995,23,1.21668,2,-2.5249,11,-0.3170
ENSG00000142676,RPL11,417,0.10723,755,1.11092,551,0.65712,177,-1.2230,289,-0.7593
ENSG00000011007,ELOA,51,0.54589,31,-0.2593,38,0.10669,40,0.17632,33,-0.2787
ENSG00000057757,PITHD1,60,-1.3513,144,0.00595,89,-0.8207,89,-0.7508,193,1.03459
ENSG00000011009,LYPLA2,7,-1.6900,13,-0.7878,23,0.11462,24,0.11596,26,0.49984
ENSG00000117308,GALE,8,-0.9336,9,-0.6642,10,-0.6452,15,0.06535,18,0.81469
ENSG00000117305,HMGCL,30,1.12810,14,-0.1202,12,-0.4392,11,-0.4863,15,-0.0999
ENSG00000189266,PNRC2,39,-0.5644,63,0.16618,63,0.18521,63,0.16148,55,-0.0727
ENSG00000188529,SRSF10,108,0.66564,79,0.13923,58,-0.3795,76,0.09375,68,-0.1505
ENSG00000001460,STPG1,4,-1.6658,14,-0.0657,8,-0.9422,19,0.42196,18,0.73999
ENSG00000001461,NIPAL3,282,1.08539,267,0.98585,85,-0.9469,111,-0.4440,129,-0.3564
ENSG00000133226,SRRM1,678,1.84687,154,-0.6798,250,0.09469,381,0.78238,132,-1.3738
ENSG00000169504,CLIC4,204,2.31432,263,2.92970,22,-1.5475,2,-4.9723,11,-3.1180
ENSG00000117614,SYF2,155,0.17425,144,0.05384,198,0.67085,173,0.35080,105,-0.7284
ENSG00000117616,RSRP1,238,1.43863,83,-0.3379,30,-1.9909,91,-0.1850,111,0.22856
ENSG00000183726,TMEM50A,81,0.22944,120,0.89321,54,-0.4483,59,-0.2726,66,-0.1466
ENSG00000204178,MACO1,127,0.91432,39,-0.9719,57,-0.4284,135,1.01966,63,-0.3906
ENSG00000117643,MAN1C1,11,-1.7474,13,-1.5720,27,-0.4919,63,0.90809,44,0.63612
ENSG00000162430,SELENON,17,-0.7719,37,0.49149,39,0.66096,17,-0.7459,25,-0.2408
ENSG00000117640,MTFR1L,38,-0.7124,43,-0.5305,46,-0.4808,62,0.03243,74,0.65206
ENSG00000117632,STMN1,628,-0.9056,1020,-0.1529,658,-0.9115,882,-0.3808,1475,0.93912
ENSG00000158008,EXTL1,4,-3.2874,12,-1.8698,50,0.33453,36,-0.2503,53,0.79344
ENSG00000175087,PDIK1L,14,-0.2858,10,-0.8182,12,-0.6323,14,-0.2380,21,0.78154
ENSG00000142684,ZNF593,9,-1.7816,28,-0.1441,38,0.34852,21,-0.5917,36,0.39022
ENSG00000142669,SH3BGRL3,85,-1.1074,245,0.57159,167,-0.0609,63,-1.5360,200,0.45975
ENSG00000158062,UBXN11,4,-2.4540,17,-0.4548,28,0.36129,10,-1.1539,28,0.67269
ENSG00000117682,DHDDS,3,-2.4769,12,-0.7562,14,-0.6161,18,-0.1229,27,1.12674
ENSG00000198830,HMGN2,241,0.51702,317,0.98178,232,0.52029,121,-0.5810,123,-0.8943
ENSG00000117713,ARID1A,147,0.91475,92,0.14410,87,0.05342,82,-0.0431,70,-0.5005
ENSG00000204160,ZDHHC18,7,-1.8552,13,-0.9925,17,-0.5915,25,0.00478,33,1.05258
ENSG00000142751,GPN2,19,-0.0044,17,-0.1841,21,0.21330,24,0.36372,17,-0.2232
ENSG00000090273,NUDC,160,-0.4600,160,-0.4622,249,0.27104,204,-0.0830,225,0.13827
ENSG00000253368,TRNP1,10,-2.2818,10,-2.2024,51,0.22787,30,-0.6369,60,0.96293
ENSG00000090020,SLC9A1,4,-2.5522,2,-3.4088,14,-0.6942,17,-0.4000,33,1.65946
ENSG00000142784,WDTC1,16,-0.9332,25,-0.2427,37,0.42005,24,-0.2695,30,0.13932
ENSG00000186501,TMEM222,47,0.07461,49,0.12837,33,-0.5300,47,0.05688,49,0.20673
ENSG00000158195,WASF2,322,2.60940,158,1.15259,86,0.15170,27,-1.6333,23,-2.5493
ENSG00000126705,AHDC1,53,-0.2154,38,-0.7105,49,-0.3594,106,0.92798,62,0.06627
ENSG00000126709,IFI6,70,-0.6246,95,-0.1486,74,-0.5800,48,-1.1866,136,0.90493
ENSG00000009780,FAM76A,52,1.27700,40,0.82528,19,-0.4380,33,0.48820,16,-1.0038
ENSG00000117758,STX12,87,-0.1891,125,0.38862,74,-0.4817,73,-0.4603,109,0.33412
ENSG00000117751,PPP1R8,16,-0.8522,61,1.36070,22,-0.3782,20,-0.4485,26,-0.0957
ENSG00000117748,RPA2,26,-0.6876,47,0.21543,37,-0.2086,24,-0.8140,48,0.48878
ENSG00000158161,EYA3,10,-0.3963,15,0.16469,14,0.01260,20,0.63947,12,-0.2171
ENSG00000126698,DNAJC8,366,0.67488,181,-0.4629,273,0.21584,366,0.67414,194,-0.5901
ENSG00000130770,ATP5IF1,111,-2.0026,216,-1.0017,378,-0.1476,310,-0.4438,544,0.96214
ENSG00000204138,PHACTR4,109,1.92671,54,0.62835,49,0.56683,31,-0.2372,14,-1.9995
ENSG00000180098,TRNAU1AP,34,0.78179,23,0.16099,15,-0.6058,13,-0.6660,22,0.13033
ENSG00000120656,TAF12,12,-0.5469,21,0.39601,17,0.05062,6,-1.4108,19,0.32441
ENSG00000162419,GMEB1,13,-0.0733,18,0.47828,15,0.19500,18,0.44602,11,-0.4865
ENSG00000198492,YTHDF2,83,-0.1317,54,-0.7925,62,-0.6368,102,0.20050,108,0.56043
ENSG00000116329,OPRD1,0,-6.0134,1,-2.9200,12,-0.1444,27,1.21742,15,0.54917
ENSG00000159023,EPB41,9,-1.2522,5,-2.1422,18,-0.2509,59,1.81289,20,-0.1357
ENSG00000116350,SRSF4,195,0.96815,80,-0.4813,121,0.19802,150,0.52196,84,-0.6619
ENSG00000116353,MECR,12,-1.3716,14,-1.1817,30,-0.0053,12,-1.3377,41,1.02577
ENSG00000060656,PTPRU,6,-1.2953,17,0.13060,16,0.07451,10,-0.6584,18,0.43067
ENSG00000162512,SDC3,119,0.27029,92,-0.1538,143,0.65793,109,0.12522,81,-0.5845
ENSG00000134644,PUM1,222,0.49696,99,-0.7793,155,-0.0958,250,0.69881,151,-0.2239
ENSG00000060688,SNRNP40,19,-0.2175,35,0.82263,11,-1.0274,8,-1.4462,26,0.58565
ENSG00000121766,ZCCHC17,141,0.05906,95,-0.5625,119,-0.2347,199,0.62237,138,0.02883
ENSG00000121769,FABP3,16,-2.5042,26,-1.7984,40,-1.2465,39,-1.1934,137,2.07496
ENSG00000162517,PEF1,68,-0.2507,46,-0.8572,58,-0.5428,46,-0.8433,103,0.90589
ENSG00000084636,COL16A1,84,1.12780,34,-0.3586,33,-0.4409,11,-1.9864,46,0.24348
ENSG00000121753,ADGRB2,55,-1.8328,56,-1.7831,165,-0.1675,220,0.30812,231,0.80190
ENSG00000184007,PTP4A2,856,1.59244,978,1.85447,256,-0.4980,172,-1.0580,178,-1.4990
ENSG00000121774,KHDRBS1,207,0.72369,136,0.02833,119,-0.1999,160,0.30123,118,-0.3244
ENSG00000121775,TMEM39B,12,-0.1476,6,-1.1457,8,-0.8557,19,0.62277,16,0.54631
ENSG00000025800,KPNA6,121,0.28873,69,-0.5921,93,-0.1473,148,0.61917,97,-0.1045
ENSG00000084652,TXLNA,27,-0.0286,30,0.13807,28,0.03405,28,0.03057,27,-0.0744
ENSG00000160050,CCDC28B,8,-1.1519,15,-0.1707,24,0.65423,6,-1.5818,18,0.25687
ENSG00000084623,EIF3I,70,-0.5870,109,0.10270,74,-0.5498,91,-0.1824,121,0.52206
ENSG00000116478,HDAC1,59,2.37552,22,0.53691,19,0.34845,6,-1.5053,7,-1.8568
ENSG00000175130,MARCKSL1,823,1.40053,1515,2.68946,269,-0.5169,42,-3.2336,141,-2.0428
ENSG00000160058,BSDC1,78,0.34484,68,0.14317,52,-0.3190,59,-0.0896,63,0.03210
ENSG00000160062,ZBTB8A,17,0.14292,16,0.07998,22,0.67431,38,1.51877,8,-1.5169
ENSG00000176261,ZBTB8OS,32,-0.0738,25,-0.4840,36,0.09522,23,-0.6009,37,0.30052
ENSG00000162521,RBBP4,154,0.33324,120,-0.0694,128,0.04179,146,0.24886,115,-0.2304
ENSG00000162522,KIAA1522,3,-1.9045,8,-0.7902,22,0.97773,20,0.66294,11,-0.3990
ENSG00000134684,YARS,29,-1.9561,57,-0.9642,71,-0.6916,88,-0.3046,150,1.23413
ENSG00000160097,FNDC5,9,-1.8569,6,-2.2614,31,0.06010,37,0.30357,38,0.70777
ENSG00000121905,HPCA,8,-4.2113,25,-2.6283,123,-0.3021,165,0.19208,204,1.18934
ENSG00000121900,TMEM54,10,-2.0192,62,0.78830,57,0.76315,20,-1.0174,35,-0.2174
ENSG00000116514,RNF19B,8,-0.8003,6,-1.2638,11,-0.3244,11,-0.2690,18,0.86118
ENSG00000004455,AK2,71,1.10881,67,1.01298,21,-0.9283,16,-1.2457,34,-0.2158
ENSG00000142920,AZIN2,24,0.25428,15,-0.4691,8,-1.5067,15,-0.4942,27,0.92299
ENSG00000160094,ZNF362,14,-0.7509,27,0.31375,32,0.63240,26,0.25504,19,-0.4636
ENSG00000134686,PHC2,81,0.65448,92,0.89003,27,-1.1655,29,-0.9487,57,0.14832
ENSG00000163866,SMIM12,33,-0.4178,27,-0.7236,29,-0.6640,34,-0.3904,56,0.86624
ENSG00000116544,DLGAP3,5,-3.1010,7,-2.5300,95,1.72783,66,0.74261,30,-0.8388
ENSG00000163867,ZMYM6,36,0.69759,20,-0.2736,17,-0.5381,37,0.75657,22,-0.2417
ENSG00000116560,SFPQ,614,1.36766,207,-0.4518,214,-0.4397,350,0.38994,231,-0.4697
ENSG00000146463,ZMYM4,63,-0.0179,50,-0.3970,78,0.35982,76,0.26588,59,-0.2164
ENSG00000142687,KIAA0319L,52,-0.3911,44,-0.6399,81,0.37003,79,0.27636,65,-0.0431
ENSG00000020129,NCDN,55,-3.0363,101,-2.1536,195,-1.2755,603,0.60399,605,1.39269
ENSG00000126067,PSMB2,71,-0.3455,102,0.23068,56,-0.7733,67,-0.4365,107,0.58963
ENSG00000142686,C1orf216,25,-1.8518,21,-2.0813,48,-0.9242,90,0.12210,120,1.36449
ENSG00000134698,AGO4,30,1.02090,7,-1.1898,15,-0.0924,17,0.06527,15,-0.1415
ENSG00000092847,AGO1,38,-0.1664,46,0.14203,45,0.14466,42,0.00409,41,-0.0928
ENSG00000126070,AGO3,208,2.14073,75,0.27881,40,-0.7513,70,0.16529,39,-1.1391
ENSG00000116863,ADPRHL2,18,-0.1741,30,0.65032,11,-0.9730,15,-0.4897,23,0.43940
ENSG00000054116,TRAPPC3,12,-1.7742,29,-0.4974,22,-1.0021,37,-0.1048,55,1.16081
ENSG00000116871,MAP7D1,164,-0.2289,341,0.98472,149,-0.4140,217,0.21979,174,-0.2278
ENSG00000054118,THRAP3,320,0.78837,146,-0.4814,210,0.10223,344,0.91384,151,-0.7026
ENSG00000196182,STK40,8,-1.3272,17,-0.1383,23,0.32579,13,-0.5570,21,0.33095
ENSG00000181817,LSM10,3,-3.1993,41,0.50341,25,-0.3226,20,-0.6493,37,0.70148
ENSG00000116885,OSCP1,5,-1.9354,7,-1.4005,7,-1.4444,16,-0.2456,28,1.67535
ENSG00000116898,MRPS15,18,-1.6365,46,-0.2278,34,-0.7350,42,-0.3427,71,1.00672
ENSG00000163873,GRIK3,3,-2.5304,14,-0.2026,9,-0.8726,5,-1.7953,24,1.52352
ENSG00000163875,MEAF6,60,-0.9714,62,-0.9125,91,-0.3468,91,-0.3186,144,0.85868
ENSG00000163877,SNIP1,21,0.43541,10,-0.6445,12,-0.4969,38,1.47555,13,-0.4865
ENSG00000134697,GNL2,52,0.81980,16,-1.0806,21,-0.7207,50,0.73081,32,-0.0074
ENSG00000116922,C1orf109,4,-2.0071,9,-0.7274,12,-0.3001,7,-1.1862,21,1.18744
ENSG00000185090,MANEAL,10,-1.2018,8,-1.4793,11,-1.1464,18,-0.2780,32,1.43626
ENSG00000197982,C1orf122,108,-0.5442,374,1.55042,180,0.31192,51,-1.6790,126,-0.5054
ENSG00000188786,MTF1,39,1.33437,30,0.84826,18,0.03025,21,0.23804,10,-1.2554
ENSG00000183431,SF3A3,36,-0.5632,54,0.05498,49,-0.1027,60,0.21765,54,0.13459
ENSG00000183520,UTP11,33,-0.2889,22,-0.8740,48,0.38130,66,0.85137,35,-0.3079
ENSG00000185668,POU3F1,0,-7.7601,0,-4.2849,16,0.13866,29,1.09501,17,0.50232
ENSG00000116954,RRAGC,50,0.18498,59,0.42814,34,-0.5027,49,0.14982,45,-0.0110
ENSG00000174574,AKIRIN1,77,0.09543,89,0.32764,49,-0.6923,66,-0.1668,80,0.27476
ENSG00000168653,NDUFS5,185,-1.8242,427,-0.5603,655,0.13092,359,-0.8288,763,0.74140
ENSG00000127603,MACF1,1064,1.77316,243,-0.7232,444,0.25492,469,0.31628,239,-1.1517
ENSG00000090621,PABPC4,93,0.51587,104,0.70010,102,0.78656,65,-0.0747,42,-1.1324
ENSG00000116983,HPCAL4,59,-2.0562,89,-1.4600,338,0.73669,383,0.84505,218,-0.1461
ENSG00000084072,PPIE,20,-0.9398,41,0.17916,29,-0.4028,23,-0.7424,45,0.65870
