Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to9,Feature log2 fold change topic 7to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000179403,VWA1,135,3.33091,24,0.01614,6,-1.9742,4,-2.6367,2,-3.4025,15,-0.8148,18,-0.4291,25,0.03731
ENSG00000197785,ATAD3A,9,-0.2603,8,-0.4167,2,-2.4847,8,-0.4216,6,-0.8127,17,1.00073,20,0.97965,5,-1.0480
ENSG00000205090,TMEM240,12,-0.8903,4,-2.5416,27,0.40757,12,-0.8654,43,1.17194,23,0.20927,34,0.77816,17,-0.3359
ENSG00000160075,SSU72,61,-1.2063,90,-0.6170,113,-0.2621,132,-0.0221,173,0.41457,165,0.43386,122,-0.1456,153,0.21487
ENSG00000228594,FNDC10,2,-3.4097,34,0.42669,8,-1.7544,26,-0.0350,23,-0.1628,34,0.52398,31,0.26223,36,0.52451
ENSG00000272106,AL691432.2,9,-0.5589,13,-0.0739,22,0.72619,12,-0.2469,21,0.67327,14,0.00964,12,-0.1638,8,-0.7406
ENSG00000197530,MIB2,12,-1.0881,16,-0.6296,23,-0.0850,13,-1.0552,28,0.18189,27,0.18118,56,1.35902,29,0.26464
ENSG00000248333,CDK11B,97,1.31510,47,0.09189,53,0.29247,69,0.83902,34,-0.3822,18,-1.5332,36,-0.3227,24,-0.8991
ENSG00000189339,SLC35E2B,12,-0.3665,8,-0.8757,16,0.06603,16,0.13276,17,0.21228,16,0.16381,18,0.23744,13,-0.1906
ENSG00000008128,CDK11A,73,1.80650,23,-0.1534,48,1.05930,20,-0.3797,20,-0.3458,14,-0.9931,17,-0.5837,12,-1.0521
ENSG00000215790,SLC35E2A,11,-1.1238,40,0.84591,38,0.76464,16,-0.6177,10,-1.3323,25,0.13439,14,-0.7419,38,0.77184
ENSG00000008130,NADK,16,-0.2871,9,-1.0234,18,-0.0704,15,-0.3929,19,0.05887,20,0.13183,28,0.63784,26,0.52069
ENSG00000078369,GNB1,191,-1.3515,524,0.20406,355,-0.4073,378,-0.3413,442,-0.0640,594,0.53146,448,-0.0454,570,0.34223
ENSG00000187730,GABRD,6,-4.6330,53,-1.5905,68,-1.2098,164,0.16363,335,1.35100,203,0.64805,150,0.00423,96,-0.6845
ENSG00000067606,PRKCZ,86,-1.1288,94,-1.0064,135,-0.4476,149,-0.3257,216,0.29065,226,0.46819,281,0.72369,194,0.11383
ENSG00000162585,FAAP20,37,0.37992,35,0.25535,14,-1.1274,11,-1.5227,16,-0.9497,47,1.03170,13,-1.1776,45,0.66850
ENSG00000157933,SKI,45,0.69769,43,0.61693,37,0.39206,23,-0.3682,23,-0.3353,19,-0.7781,30,0.04220,38,0.42495
ENSG00000157916,RER1,57,0.28529,38,-0.3746,32,-0.6269,37,-0.4376,44,-0.1411,62,0.55235,45,-0.0799,49,0.04680
ENSG00000157911,PEX10,25,0.42972,24,0.37482,7,-1.5534,10,-1.0863,13,-0.5892,25,0.53517,28,0.62297,19,0.00083
ENSG00000149527,PLCH2,7,-1.0863,23,0.82729,11,-0.3351,8,-0.9798,39,1.73966,13,-0.0950,12,-0.2421,6,-1.2095
ENSG00000157881,PANK4,2,-2.3593,4,-1.6588,12,0.06491,9,-0.4371,27,1.31370,20,1.07198,6,-0.8881,3,-2.0666
ENSG00000157873,TNFRSF14,0,-5.8273,26,0.97317,4,-1.7421,14,-0.0453,35,1.52013,12,-0.3454,18,0.38406,9,-0.6044
ENSG00000157870,PRXL2B,19,-1.0012,31,-0.3139,18,-1.1137,28,-0.4883,70,1.01058,37,-0.0099,55,0.61511,52,0.51695
ENSG00000177133,PRDM16-DT,7,-1.4492,49,1.57903,22,0.21342,5,-1.9691,14,-0.4977,23,0.42181,14,-0.4236,22,0.26283
ENSG00000142611,PRDM16,8,-0.5479,32,1.74059,6,-1.0409,9,-0.3233,7,-0.6464,12,0.02792,1,-2.8519,18,0.67955
ENSG00000158109,TPRG1L,39,-2.1487,79,-1.0798,115,-0.5239,174,0.14558,239,0.64199,188,0.32366,212,0.45126,169,0.08272
ENSG00000116213,WRAP73,11,-0.1069,8,-0.5438,16,0.49250,5,-1.1815,9,-0.3012,17,0.88545,9,-0.3091,10,-0.2157
ENSG00000130764,LRRC47,39,-0.7011,34,-0.9014,52,-0.2681,54,-0.2284,85,0.51291,81,0.55841,75,0.30958,44,-0.5431
ENSG00000116198,CEP104,87,1.50494,35,-0.0358,55,0.69584,43,0.32816,20,-0.8795,23,-0.7775,27,-0.4260,12,-1.5874
ENSG00000198912,C1orf174,7,-0.6542,6,-0.9511,7,-0.6247,10,-0.2509,15,0.41076,15,0.57312,10,-0.1797,14,0.39547
ENSG00000196581,AJAP1,30,-0.3766,12,-1.7736,80,1.22482,41,0.11335,84,1.31853,30,-0.4643,24,-0.6803,19,-1.0941
ENSG00000069424,KCNAB2,36,-2.2184,119,-0.4275,130,-0.2951,156,-0.0169,210,0.46494,172,0.17651,219,0.53513,188,0.28807
ENSG00000116254,CHD5,61,-1.9655,179,-0.3542,379,0.85672,388,1.04609,253,0.19025,112,-1.2525,296,0.44823,188,-0.2784
ENSG00000116251,RPL22,685,0.72772,547,0.35460,428,-0.0385,312,-0.5811,376,-0.2409,456,0.07905,169,-1.4549,625,0.57383
ENSG00000116237,ICMT,16,-1.2358,26,-0.5288,30,-0.3081,33,-0.2014,55,0.64234,44,0.34091,54,0.61719,27,-0.4607
ENSG00000097021,ACOT7,24,-2.9077,36,-2.3331,115,-0.5928,181,0.12227,294,0.90931,257,0.92095,169,-0.0011,86,-1.0434
ENSG00000215788,TNFRSF25,0,-5.4481,9,-1.2077,39,1.10523,8,-1.4606,47,1.42369,13,-0.7997,51,1.57891,19,-0.0939
ENSG00000171680,PLEKHG5,0,-7.2755,11,-0.5039,7,-1.1326,12,-0.4729,44,1.73412,16,-0.0137,23,0.61598,17,0.12751
ENSG00000162408,NOL9,22,-0.3483,18,-0.6536,33,0.30691,28,0.00142,30,0.13174,21,-0.4958,47,0.86614,34,0.34012
ENSG00000162413,KLHL21,26,0.04763,30,0.24574,16,-0.6847,22,-0.2891,28,0.15598,29,0.29045,34,0.43509,15,-0.8061
ENSG00000116273,PHF13,10,-0.5606,5,-1.4368,16,0.19848,13,-0.1484,24,0.85864,14,-0.0429,23,0.80234,10,-0.5954
ENSG00000041988,THAP3,6,-0.9106,8,-0.6733,13,0.07476,11,-0.1727,15,0.33653,15,0.40348,18,0.59316,7,-0.7596
ENSG00000007923,DNAJC11,20,-0.5683,18,-0.7619,30,0.07668,32,0.19931,36,0.33188,29,0.00269,40,0.53277,23,-0.3839
ENSG00000171735,CAMTA1,174,-1.3978,250,-0.8483,687,0.75456,768,1.09960,358,-0.2961,349,-0.4116,434,0.00525,273,-0.7145
ENSG00000049245,VAMP3,115,2.72299,37,0.57986,13,-1.0802,4,-2.7978,11,-1.3440,22,-0.3424,11,-1.2533,26,-0.0202
ENSG00000049246,PER3,44,0.48892,56,0.89301,46,0.56514,12,-1.5671,32,-0.0136,31,-0.0450,25,-0.3718,33,0.03979
ENSG00000116288,PARK7,128,-1.1745,301,0.14833,148,-0.9531,204,-0.5027,314,0.21412,423,0.95285,161,-0.8296,288,0.07531
ENSG00000116285,ERRFI1,20,-0.4445,8,-1.7740,16,-0.7822,29,0.15935,21,-0.3319,38,0.75449,35,0.44530,20,-0.4451
ENSG00000162426,SLC45A1,7,-1.7565,14,-0.7317,11,-1.1139,28,0.37327,31,0.47756,35,0.87027,15,-0.6929,15,-0.6578
ENSG00000142599,RERE,167,0.47733,150,0.30834,140,0.19148,133,0.12118,130,0.08315,95,-0.5006,128,0.05017,97,-0.3803
ENSG00000074800,ENO1,182,-1.1422,580,0.67748,268,-0.5515,248,-0.7287,346,-0.1551,583,0.92573,229,-0.7938,352,-0.1303
ENSG00000171612,SLC25A33,16,-0.9328,72,1.44658,19,-0.7147,26,-0.2447,19,-0.6972,35,0.31311,12,-1.4204,36,0.28717
ENSG00000171608,PIK3CD,0,-4.5599,7,-0.8007,3,-1.9128,9,-0.4070,5,-1.1077,19,1.09475,25,1.25340,12,-0.0071
ENSG00000171603,CLSTN1,184,-1.9299,313,-1.1362,536,-0.3132,739,0.21669,1013,0.71187,796,0.40405,867,0.45386,420,-0.6908
ENSG00000178585,CTNNBIP1,21,-0.0849,26,0.30062,10,-1.1172,20,-0.1328,11,-1.0897,24,0.18407,30,0.48107,30,0.52093
ENSG00000162441,LZIC,125,1.28495,69,0.29828,62,0.11974,59,0.03092,47,-0.3119,49,-0.3159,27,-1.1389,39,-0.5964
ENSG00000130939,UBE4B,39,0.13779,20,-0.9091,38,0.07959,43,0.32189,30,-0.2554,34,-0.1004,44,0.33160,35,-0.0308
ENSG00000054523,KIF1B,462,0.43262,347,-0.0264,396,0.18271,402,0.23468,281,-0.3548,316,-0.2107,385,0.14111,256,-0.5036
ENSG00000284642,AL139424.2,8,-0.2410,8,-0.3601,5,-1.0701,9,-0.1752,10,0.04259,13,0.59430,10,0.04705,10,0.00663
ENSG00000142657,PGD,39,-0.2968,20,-1.3161,18,-1.4345,47,0.01150,51,0.12777,64,0.66024,65,0.53029,36,-0.3960
ENSG00000175279,CENPS,0,-7.6787,4,-1.4490,8,-0.5656,22,1.25801,14,0.28031,12,0.12159,10,-0.1900,9,-0.2981
ENSG00000241563,CORT,8,-2.8240,55,-0.0385,24,-1.3036,18,-1.8240,32,-0.8672,52,-0.1787,301,3.20061,12,-2.3259
ENSG00000160049,DFFA,88,0.98050,85,0.91217,56,0.21838,42,-0.2543,41,-0.2514,36,-0.5574,28,-0.8198,43,-0.1746
ENSG00000142655,PEX14,5,-1.8466,5,-1.6164,22,0.46836,13,-0.3853,29,0.91217,18,0.20422,27,0.79528,12,-0.4898
ENSG00000120948,TARDBP,108,0.38094,90,0.09072,97,0.21491,82,-0.0627,94,0.16300,86,0.03261,62,-0.4934,60,-0.5277
ENSG00000271895,AL109811.2,6,-1.1966,7,-1.0671,25,0.85437,6,-1.4292,16,0.14533,19,0.54693,25,0.90080,11,-0.3568
ENSG00000116649,SRM,24,-1.1706,67,0.42935,51,-0.0099,30,-0.9078,55,0.11497,66,0.51996,67,0.44470,42,-0.2952
ENSG00000171824,EXOSC10,20,-0.3752,22,-0.2147,46,0.98713,24,-0.1185,31,0.32993,24,-0.0779,24,-0.0724,15,-0.8346
ENSG00000198793,MTOR,18,-1.1417,39,-0.0131,27,-0.5405,42,0.14399,43,0.15701,52,0.59986,22,-0.8702,39,-0.0079
ENSG00000116661,FBXO2,60,-1.1910,220,0.85979,51,-1.4343,81,-0.7925,157,0.29582,183,0.72915,53,-1.3669,179,0.51526
ENSG00000132879,FBXO44,18,-2.1938,39,-1.0170,92,0.30082,65,-0.2645,116,0.67649,92,0.39846,102,0.46567,63,-0.2857
ENSG00000116670,MAD2L2,35,1.30595,11,-0.5276,14,-0.2042,6,-1.4845,20,0.40322,15,-0.0926,18,0.24197,17,0.16378
ENSG00000177000,MTHFR,14,-0.4832,32,0.83968,31,0.78386,17,-0.2232,20,0.07975,14,-0.6134,21,0.18259,17,-0.1963
ENSG00000011021,CLCN6,21,-1.4816,51,-0.1601,35,-0.7257,45,-0.3977,53,-0.0929,61,0.15392,124,1.31069,64,0.20045
ENSG00000116685,KIAA2013,40,0.55257,15,-0.9644,29,0.02948,18,-0.7628,32,0.20181,33,0.29302,38,0.47197,23,-0.2990
ENSG00000083444,PLOD1,26,0.25977,40,0.99442,16,-0.5077,9,-1.3367,17,-0.3440,22,0.03971,33,0.68135,22,0.00010
ENSG00000116688,MFN2,97,-0.1065,64,-0.7336,96,-0.1079,88,-0.2821,128,0.34560,121,0.32989,119,0.22424,92,-0.1787
ENSG00000116691,MIIP,20,0.81139,14,0.24524,4,-1.4192,3,-2.0052,15,0.42330,13,0.27147,19,0.74565,11,-0.1474
ENSG00000048707,VPS13D,43,-0.5012,36,-0.7911,71,0.26796,74,0.39422,52,-0.2035,67,0.21918,62,0.05026,45,-0.4488
ENSG00000162496,DHRS3,11,-1.1813,73,1.94943,16,-0.5328,14,-0.8699,20,-0.2124,24,0.06674,11,-1.0966,26,0.15165
ENSG00000116731,PRDM2,158,-0.3674,158,-0.3611,395,1.13356,344,1.03668,196,-0.0236,104,-1.1709,183,-0.1363,103,-1.0187
ENSG00000189337,KAZN,119,0.81097,43,-0.8206,76,0.06938,72,-0.0015,45,-0.7310,75,0.06098,96,0.45760,49,-0.6027
ENSG00000142634,EFHD2,62,0.06798,16,-1.9263,39,-0.6580,57,-0.0696,5,-3.5287,64,0.14846,167,1.76065,59,-0.0184
ENSG00000116138,DNAJC16,12,-1.6082,26,-0.4579,38,0.09720,47,0.49923,57,0.76566,31,-0.2520,47,0.44646,23,-0.6475
ENSG00000197312,DDI2,27,-0.2350,27,-0.2766,57,0.94307,40,0.39713,27,-0.2571,26,-0.3726,41,0.39089,14,-1.2608
ENSG00000116786,PLEKHM2,69,-0.2091,76,-0.0443,58,-0.4865,74,-0.1051,51,-0.6623,85,0.14316,71,-0.1624,139,0.92792
ENSG00000065526,SPEN,360,1.40104,201,0.40140,320,1.18994,245,0.84173,106,-0.5969,44,-2.1633,63,-1.3965,48,-1.7974
ENSG00000116809,ZBTB17,20,0.14631,10,-0.9393,12,-0.5823,23,0.40264,21,0.23325,18,-0.0260,19,0.10224,18,-0.0186
ENSG00000037637,FBXO42,19,-0.0748,7,-1.4176,27,0.50478,14,-0.5899,28,0.55122,21,0.10558,25,0.40070,20,0.02574
ENSG00000055070,SZRD1,37,0.70881,38,0.72843,19,-0.3470,16,-0.6546,18,-0.4778,24,0.02770,17,-0.4826,29,0.31228
ENSG00000157191,NECAP2,31,1.55843,14,0.25322,7,-0.9013,4,-1.5299,3,-1.8853,14,0.22427,15,0.29755,14,0.20377
ENSG00000159363,ATP13A2,20,-2.2397,40,-1.2109,41,-1.1903,95,0.11381,90,0.03115,125,0.73541,135,0.67612,85,-0.0662
ENSG00000117118,SDHB,23,-1.3669,27,-1.1098,17,-1.8242,55,-0.0237,63,0.18439,92,1.10681,51,-0.1310,49,-0.2205
ENSG00000117115,PADI2,250,3.19887,95,1.16098,15,-1.7017,13,-2.0507,10,-2.3492,22,-1.3136,18,-1.4747,38,-0.3494
ENSG00000179051,RCC2,12,-0.7721,17,-0.2898,9,-1.1432,23,0.22422,23,0.24376,25,0.48461,30,0.66141,7,-1.5468
ENSG00000074964,ARHGEF10L,4,-1.5643,9,-0.4508,3,-2.0961,10,-0.2424,7,-0.7404,19,0.99276,14,0.24523,17,0.55811
ENSG00000117154,IGSF21,30,-1.0261,19,-1.6903,43,-0.4895,45,-0.4458,81,0.51691,81,0.68138,82,0.55101,57,-0.0536
ENSG00000159423,ALDH4A1,14,-0.6616,31,0.48927,20,-0.1586,10,-1.2401,9,-1.3524,33,0.83460,23,0.05098,29,0.40501
ENSG00000127481,UBR4,60,0.72589,54,0.55696,71,1.01185,52,0.56390,25,-0.6573,21,-1.0720,33,-0.2504,11,-1.8934
ENSG00000127463,EMC1,14,-1.2427,29,-0.1792,18,-0.9098,35,0.09039,54,0.78901,38,0.27210,46,0.53348,18,-0.8963
ENSG00000053372,MRTO4,16,-0.9465,11,-1.5289,27,-0.1615,36,0.29960,33,0.14582,37,0.38291,42,0.50031,23,-0.4457
ENSG00000053371,AKR7A2,30,0.13360,60,1.26807,16,-0.8388,11,-1.4637,22,-0.3609,35,0.46763,17,-0.7303,33,0.29037
ENSG00000077549,CAPZB,95,-0.5138,116,-0.2062,141,0.10173,131,-0.0086,165,0.35346,152,0.28499,134,0.02283,84,-0.7042
ENSG00000173436,MICOS10,199,-0.4488,140,-0.9828,163,-0.7537,225,-0.2826,219,-0.2975,360,0.65396,216,-0.3184,444,0.84817
ENSG00000158747,NBL1,55,-1.2543,99,-0.3557,99,-0.3509,101,-0.3526,129,0.05929,138,0.21207,247,1.13711,121,-0.0362
ENSG00000169914,OTUD3,8,-1.1340,13,-0.5174,20,0.18966,19,0.12954,17,-0.0857,16,-0.2274,32,0.95031,20,0.19211
ENSG00000162545,CAMK2N1,646,-1.1853,2246,0.77921,1359,-0.0401,1343,-0.0655,2672,1.07696,1098,-0.4553,581,-1.3423,1851,0.45682
ENSG00000090432,MUL1,18,0.10986,17,0.01457,16,-0.0903,9,-0.9413,18,0.07350,24,0.76736,11,-0.5818,13,-0.3273
ENSG00000183114,FAM43B,6,-1.7386,2,-2.9066,20,0.08962,19,-0.0572,2,-3.2842,23,0.35640,59,1.92147,16,-0.2752
ENSG00000158828,PINK1,180,-1.0817,181,-1.0767,199,-0.9324,378,0.06662,366,0.00738,527,0.79928,344,-0.0889,396,0.13398
ENSG00000244038,DDOST,6,-2.0332,25,0.16939,16,-0.4977,10,-1.2380,31,0.50464,37,1.10270,27,0.26417,11,-1.0765
ENSG00000117245,KIF17,4,-2.5291,3,-2.9179,28,0.42594,11,-1.0195,12,-0.8100,34,1.03068,39,1.00097,23,0.12261
ENSG00000189410,SH2D5,4,-3.1779,15,-1.2078,35,0.06489,29,-0.2652,104,1.96777,31,-0.1641,33,-0.0300,28,-0.2879
ENSG00000127483,HP1BP3,407,0.73138,324,0.35739,431,0.82903,336,0.46817,236,-0.1476,141,-1.1104,237,-0.1433,126,-1.1103
ENSG00000075151,EIF4G3,191,-0.3837,169,-0.5743,398,0.79615,478,1.31059,238,-0.0401,162,-0.7562,156,-0.6958,91,-1.5011
ENSG00000117298,ECE1,19,0.29741,58,2.26985,11,-0.5917,11,-0.6537,3,-2.3841,15,-0.0728,6,-1.4997,11,-0.5623
ENSG00000076864,RAP1GAP,33,-1.6409,36,-1.5420,108,0.14818,66,-0.6680,92,-0.0955,120,0.42067,237,1.48359,81,-0.3034
ENSG00000090686,USP48,135,0.85530,76,-0.0840,184,1.39611,92,0.26200,77,-0.0482,46,-0.9977,50,-0.7168,33,-1.3324
ENSG00000070831,CDC42,137,-0.2073,91,-0.8307,149,-0.0733,164,0.07766,150,-0.0630,189,0.38525,183,0.24639,117,-0.4515
ENSG00000184677,ZBTB40,19,0.78588,4,-1.6664,10,-0.1852,17,0.69951,7,-0.7869,10,-0.1813,14,0.26090,8,-0.4992
ENSG00000173372,C1QA,8,-0.4774,20,1.00936,8,-0.4340,3,-1.9112,13,0.25296,10,-0.0471,3,-1.9617,29,1.68191
ENSG00000173369,C1QB,9,-0.5046,36,1.63861,7,-0.9241,6,-1.3161,11,-0.3464,17,0.53235,5,-1.4661,15,0.23412
ENSG00000133216,EPHB2,17,0.49364,11,-0.2631,14,0.15616,11,-0.1963,15,0.23230,13,0.06543,17,0.44384,4,-1.6790
ENSG00000004487,KDM1A,30,-0.9452,34,-0.7461,82,0.62518,70,0.39707,74,0.45251,56,0.00394,42,-0.4307,44,-0.3737
ENSG00000169641,LUZP1,41,-2.1845,112,-0.7058,167,-0.0831,413,1.73418,182,0.04547,114,-0.8095,190,0.11382,81,-1.1914
ENSG00000125944,HNRNPR,195,0.61774,110,-0.2944,173,0.42260,148,0.18716,182,0.50317,107,-0.4072,99,-0.4528,86,-0.6785
ENSG00000125945,ZNF436,9,-0.1007,7,-0.3749,14,0.55299,6,-0.7665,14,0.64712,11,0.23330,11,0.29672,5,-0.9602
ENSG00000088280,ASAP3,13,0.36300,22,1.22719,3,-1.7448,5,-1.1193,2,-2.0166,14,0.71721,10,-0.0849,9,-0.1453
ENSG00000117318,ID3,27,0.86599,118,4.23192,1,-3.3104,0,-5.5079,5,-1.5658,3,-2.6192,0,-8.6586,15,-0.0534
ENSG00000142676,RPL11,519,0.57375,438,0.29736,229,-0.7185,198,-1.0119,296,-0.3244,428,0.33208,227,-0.7325,613,0.85370
ENSG00000011007,ELOA,33,0.27198,37,0.43618,48,0.87795,37,0.49165,18,-0.6867,22,-0.4340,22,-0.3844,10,-1.5574
ENSG00000057757,PITHD1,90,-0.4610,55,-1.1941,95,-0.3807,108,-0.1974,150,0.34166,167,0.68524,128,0.08918,96,-0.3672
ENSG00000011009,LYPLA2,8,-1.5486,17,-0.4160,15,-0.6374,17,-0.4779,24,0.12693,24,0.16558,47,1.21844,28,0.39104
ENSG00000117308,GALE,1,-3.3541,8,-0.7322,8,-0.7593,9,-0.4874,15,0.23013,22,1.18769,22,0.86871,3,-2.2308
ENSG00000117305,HMGCL,10,-0.4443,20,0.64273,14,0.14053,10,-0.4556,6,-1.0564,19,0.72922,10,-0.4214,8,-0.6718
ENSG00000189266,PNRC2,71,0.19896,98,0.73499,78,0.35462,60,-0.0704,66,0.08376,59,-0.1053,41,-0.6507,36,-0.8627
ENSG00000188529,SRSF10,76,0.06921,69,-0.0900,96,0.44026,78,0.11923,85,0.24706,72,-0.0073,66,-0.1434,35,-1.1046
ENSG00000001461,NIPAL3,317,1.59050,61,-1.0963,137,0.15565,150,0.34259,91,-0.4880,87,-0.6624,119,-0.0681,80,-0.6832
ENSG00000133226,SRRM1,404,1.34003,222,0.31831,381,1.23474,256,0.63163,114,-0.7200,64,-1.8035,107,-0.8186,65,-1.5689
ENSG00000169504,CLIC4,233,3.88809,44,0.34593,9,-2.0083,2,-4.0703,3,-3.3315,18,-1.2014,15,-1.2279,24,-0.5953
ENSG00000117614,SYF2,174,0.67156,172,0.65990,124,0.12075,134,0.27204,109,-0.0854,81,-0.6570,92,-0.3364,82,-0.5271
ENSG00000117616,RSRP1,103,0.33962,68,-0.3218,210,1.56248,41,-1.1597,108,0.41065,71,-0.3042,84,0.00812,49,-0.8245
ENSG00000183726,TMEM50A,96,0.44254,70,-0.0489,63,-0.2334,53,-0.5299,141,1.09940,76,0.09359,47,-0.6634,47,-0.6784
ENSG00000204178,MACO1,78,0.45081,45,-0.4183,116,1.12672,83,0.63403,78,0.45664,30,-1.2015,51,-0.2138,22,-1.4962
ENSG00000117643,MAN1C1,8,-2.1435,38,0.08517,28,-0.3471,27,-0.4440,93,1.61042,40,0.21483,29,-0.3460,23,-0.6846
ENSG00000162430,SELENON,27,0.15381,55,1.33591,19,-0.4067,12,-1.1180,27,0.14120,19,-0.4603,35,0.53426,26,0.07520
ENSG00000117640,MTFR1L,43,-0.4255,44,-0.3649,53,-0.0967,47,-0.3027,78,0.52419,58,0.07258,74,0.43950,57,0.02769
ENSG00000117632,STMN1,817,-0.3467,348,-1.6380,793,-0.3928,1068,0.08362,963,-0.0887,1426,0.71984,1229,0.30135,640,-0.7230
ENSG00000158008,EXTL1,8,-2.1556,11,-1.6981,29,-0.2669,34,-0.0753,46,0.45121,40,0.28902,65,1.00155,37,0.08564
ENSG00000175087,PDIK1L,4,-2.0105,1,-3.1307,10,-0.5647,18,0.37974,23,0.68860,19,0.51033,25,0.87284,5,-1.4576
ENSG00000142684,ZNF593,15,-1.2697,16,-1.1262,32,-0.0986,37,0.10692,42,0.31881,46,0.59335,27,-0.4036,36,0.07565
ENSG00000142669,SH3BGRL3,138,-0.1384,150,-0.0083,83,-0.9180,125,-0.3310,143,-0.0882,189,0.46857,171,0.20129,158,0.07272
ENSG00000158062,UBXN11,10,-0.6210,20,0.43400,12,-0.3272,14,-0.1869,21,0.47923,18,0.37422,10,-0.6346,12,-0.3480
ENSG00000117682,DHDDS,5,-1.9713,16,-0.2394,27,0.53352,14,-0.5329,12,-0.7475,24,0.47285,31,0.76556,20,0.04709
ENSG00000198830,HMGN2,271,0.74639,300,0.92280,177,0.05748,111,-0.7262,139,-0.3227,166,-0.0659,80,-1.1742,196,0.21622
ENSG00000117713,ARID1A,102,0.54808,84,0.23053,104,0.57136,67,-0.1352,85,0.25637,54,-0.5680,72,-0.0044,56,-0.3980
ENSG00000060642,PIGV,11,-0.0869,10,-0.2057,4,-1.6021,14,0.31586,18,0.68862,15,0.46543,4,-1.5695,9,-0.3434
ENSG00000204160,ZDHHC18,4,-1.8272,13,-0.2204,21,0.55269,10,-0.6226,24,0.81672,17,0.26885,14,-0.0933,15,0.03321
ENSG00000142751,GPN2,21,0.38456,9,-0.8903,18,0.15790,15,-0.1676,25,0.63359,17,0.05198,15,-0.1078,12,-0.4400
ENSG00000090273,NUDC,143,-0.5849,166,-0.3572,161,-0.4050,205,-0.0300,251,0.29770,281,0.63153,144,-0.5811,175,-0.2707
ENSG00000253368,TRNP1,8,-2.6155,21,-1.2517,25,-1.0065,49,0.04902,52,0.12886,71,0.85767,49,0.02905,60,0.35721
ENSG00000090020,SLC9A1,2,-2.8867,12,-0.3563,6,-1.3837,16,0.01887,17,0.10275,16,0.05262,37,1.41620,18,0.24378
ENSG00000142784,WDTC1,18,-0.7126,39,0.54088,15,-0.9744,26,-0.1095,24,-0.2559,24,-0.2799,56,1.12889,32,0.20817
ENSG00000186501,TMEM222,26,-0.5150,32,-0.2281,30,-0.3226,21,-0.9002,43,0.24120,45,0.40377,66,0.94420,31,-0.2648
