Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000053371,AKR7A2,47,0.44337,38,0.11032,29,-0.2992,32,-0.1640,27,-0.4445,39,0.15120,42,0.25920,34,-0.0687,30,-0.2637
ENSG00000040487,SLC66A1,18,0.77738,9,-0.3583,9,-0.3011,5,-1.0354,7,-0.7493,10,-0.1436,7,-0.7467,20,0.92134,17,0.70505
ENSG00000077549,CAPZB,140,-0.1312,160,0.09137,124,-0.3218,157,0.05452,155,0.03030,196,0.41659,124,-0.3259,186,0.32963,118,-0.4038
ENSG00000173436,MICOS10,151,-1.5441,491,0.32417,448,0.13286,369,-0.1773,297,-0.5176,456,0.16181,373,-0.1608,575,0.54260,472,0.21979
ENSG00000158747,NBL1,60,-1.4359,154,0.02989,187,0.34231,184,0.31419,123,-0.3366,153,0.01145,136,-0.1678,186,0.32713,180,0.27395
ENSG00000169914,OTUD3,27,-0.4917,25,-0.6938,39,0.05739,58,0.73003,66,0.92768,26,-0.5684,29,-0.3797,30,-0.3420,49,0.42993
ENSG00000162545,CAMK2N1,1028,-0.6298,1037,-0.6772,1195,-0.3952,1505,-0.0310,1060,-0.5824,3716,1.52386,1331,-0.2262,1715,0.18000,1719,0.18360
ENSG00000090432,MUL1,28,0.33933,22,-0.0304,29,0.43095,22,-0.0446,24,0.13717,7,-1.8127,23,0.03341,24,0.10754,23,0.06332
ENSG00000183114,FAM43B,4,-2.3695,14,-0.5147,33,0.93945,43,1.39195,22,0.22864,6,-1.7073,17,-0.1449,12,-0.7040,24,0.36717
ENSG00000158828,PINK1,187,-1.5141,555,0.18970,592,0.27231,590,0.26524,511,0.03420,341,-0.6046,386,-0.4085,607,0.31292,680,0.49991
ENSG00000244038,DDOST,23,-0.2097,23,-0.2318,30,0.17878,34,0.41699,30,0.22805,39,0.64561,22,-0.2514,21,-0.3193,17,-0.6635
ENSG00000117245,KIF17,5,-2.5835,42,0.46548,38,0.25936,32,-0.0034,30,-0.1192,12,-1.4917,29,-0.1473,45,0.54111,48,0.63154
ENSG00000189410,SH2D5,5,-2.8429,47,0.56159,40,0.23347,27,-0.4088,36,0.06803,35,0.03177,28,-0.3074,45,0.42883,36,0.05729
ENSG00000127483,HP1BP3,391,0.84595,152,-0.7438,215,-0.1397,287,0.32751,215,-0.1363,172,-0.4892,364,0.72454,161,-0.5870,236,0.00816
ENSG00000075151,EIF4G3,195,-0.0389,242,0.35130,134,-0.6270,306,0.69840,298,0.65330,122,-0.7725,197,-0.0251,100,-1.0692,164,-0.3118
ENSG00000117298,ECE1,34,0.90799,10,-1.1120,19,-0.0362,8,-1.3094,8,-1.3457,25,0.42851,29,0.64407,34,0.90612,17,-0.1523
ENSG00000076864,RAP1GAP,75,-1.5726,179,-0.2760,302,0.60440,237,0.20057,284,0.50262,113,-0.9625,156,-0.4595,200,-0.0740,366,0.93218
ENSG00000090686,USP48,140,1.07743,44,-0.8858,78,0.09594,87,0.27665,94,0.40651,42,-0.8748,97,0.45496,45,-0.7571,64,-0.2260
ENSG00000070831,CDC42,262,0.21296,283,0.39007,200,-0.2211,266,0.23641,245,0.10400,208,-0.1553,172,-0.4530,176,-0.4186,200,-0.2187
ENSG00000184677,ZBTB40,19,1.05016,8,-0.3383,8,-0.3504,11,0.14475,12,0.25416,3,-1.7970,10,0.05669,10,0.05139,10,0.05461
ENSG00000173372,C1QA,34,0.68567,8,-1.6855,14,-0.6506,10,-1.2223,5,-2.0985,66,1.93438,28,0.38358,30,0.52164,17,-0.4100
ENSG00000159189,C1QC,20,0.71394,3,-1.9787,9,-0.5541,3,-1.9643,2,-2.7956,30,1.43717,32,1.57383,17,0.49820,7,-0.8805
ENSG00000173369,C1QB,43,0.78015,12,-1.2361,16,-0.7419,11,-1.3898,7,-1.9107,74,1.78297,37,0.55465,29,0.16576,22,-0.2694
ENSG00000133216,EPHB2,21,1.02117,10,-0.0935,11,0.01366,15,0.52861,8,-0.4684,3,-1.7317,5,-1.0914,10,-0.0944,15,0.51035
