Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to8,Feature log2 fold change topic 6to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000097021,ACOT7,53,-2.0657,67,-1.7226,238,0.22254,123,-0.8190,257,0.34227,341,1.17977,111,-0.9722,203,-0.0342
ENSG00000215788,TNFRSF25,0,-5.5240,9,-0.3176,17,0.74177,8,-0.3620,13,0.30155,16,0.91249,9,-0.2137,2,-2.1101
ENSG00000171680,PLEKHG5,2,-3.0756,8,-0.9963,24,0.59022,15,-0.1148,26,0.76226,20,0.46013,21,0.39166,6,-1.3715
ENSG00000162408,NOL9,23,-0.2981,24,-0.2607,31,0.13996,38,0.47212,22,-0.3718,31,0.15801,32,0.18094,21,-0.4504
ENSG00000162413,KLHL21,26,0.29843,19,-0.2420,24,0.14798,23,0.06506,26,0.29686,19,-0.3061,37,0.84885,8,-1.5773
ENSG00000116273,PHF13,13,-0.2778,12,-0.3280,18,0.27486,9,-0.7246,14,-0.1053,18,0.37604,23,0.64333,8,-0.9517
ENSG00000041988,THAP3,20,0.28953,11,-0.6311,29,0.88289,24,0.54950,20,0.30569,17,-0.0027,4,-1.9286,9,-0.9367
ENSG00000007923,DNAJC11,15,-0.9829,23,-0.3275,56,1.08568,33,0.21145,19,-0.6108,27,-0.0977,28,-0.0218,31,0.12674
ENSG00000171735,CAMTA1,197,-1.3944,355,-0.5001,684,0.55610,694,0.58034,323,-0.6460,469,-0.0757,472,-0.0493,738,0.68289
ENSG00000049245,VAMP3,104,2.32868,41,0.57450,15,-1.0220,54,1.04732,18,-0.6784,9,-1.9645,21,-0.4464,6,-2.3087
ENSG00000049246,PER3,63,1.08478,50,0.67930,19,-0.8682,29,-0.1741,32,-0.0248,21,-0.8400,47,0.58444,25,-0.4184
ENSG00000116288,PARK7,175,-0.7998,462,0.75963,126,-1.2952,270,-0.1241,550,1.06444,340,0.32864,101,-1.6320,212,-0.5013
ENSG00000116285,ERRFI1,18,-0.5062,13,-0.9374,38,0.70310,21,-0.2889,25,-0.0273,34,0.68302,20,-0.3591,12,-1.0647
ENSG00000162426,SLC45A1,7,-1.7221,13,-0.8104,27,0.31424,17,-0.3441,16,-0.4991,35,1.09345,11,-1.1018,23,0.09673
ENSG00000142599,RERE,193,0.47264,192,0.46285,177,0.32612,103,-0.5340,136,-0.0932,100,-0.7066,182,0.38032,161,0.17435
ENSG00000074800,ENO1,285,-0.6390,712,0.84581,276,-0.6859,431,0.01386,525,0.33433,458,0.14350,350,-0.3166,322,-0.4462
ENSG00000171612,SLC25A33,20,-0.7401,79,1.50425,19,-0.8037,25,-0.3996,57,0.90098,30,-0.1773,21,-0.6903,16,-1.0974
ENSG00000171608,PIK3CD,3,-1.7645,6,-0.7904,37,2.19923,12,0.24517,3,-1.7719,8,-0.4748,9,-0.1857,10,-0.0398
ENSG00000171603,CLSTN1,160,-2.1016,276,-1.2859,694,0.14290,746,0.26118,604,-0.0810,906,0.80251,446,-0.5570,707,0.17370
ENSG00000178585,CTNNBIP1,22,-0.2266,34,0.43547,38,0.65756,51,1.15713,17,-0.6618,23,-0.2327,15,-0.7738,10,-1.3762
ENSG00000162441,LZIC,141,1.21564,71,0.05556,51,-0.4513,52,-0.4151,52,-0.4294,50,-0.6061,82,0.29135,85,0.34507
ENSG00000162444,RBP7,56,4.10716,6,-0.4149,2,-1.6857,9,0.07956,0,-6.5360,3,-1.7683,0,-3.5254,0,-4.4136
ENSG00000130939,UBE4B,38,-0.1083,28,-0.5733,48,0.26294,54,0.46535,26,-0.6998,44,0.16098,33,-0.3261,47,0.25469
ENSG00000054523,KIF1B,688,0.58309,331,-0.5887,648,0.48397,505,0.07560,240,-1.0847,392,-0.4074,574,0.28468,655,0.50225
ENSG00000284642,AL139424.2,8,-0.6137,6,-0.9391,15,0.49037,10,-0.1751,11,-0.0982,15,0.63279,10,-0.1402,8,-0.6051
ENSG00000142657,PGD,42,-0.5684,51,-0.2466,42,-0.5641,107,0.95778,39,-0.6664,83,0.70836,32,-0.9844,40,-0.6342
ENSG00000175279,CENPS,5,-1.2981,15,0.28351,12,-0.0206,3,-2.1148,22,0.89808,14,0.24501,5,-1.2394,20,0.78397
ENSG00000241563,CORT,12,-1.5100,43,0.44536,8,-2.1554,59,0.95571,31,-0.0793,20,-0.9258,4,-2.9889,112,2.18968
ENSG00000160049,DFFA,102,1.11109,65,0.32833,37,-0.5594,50,-0.0959,42,-0.3502,34,-0.8312,87,0.81742,43,-0.3206
ENSG00000142655,PEX14,5,-1.6314,13,-0.4132,15,-0.2014,25,0.66267,18,0.15083,21,0.48023,11,-0.6948,17,0.03913
ENSG00000120948,TARDBP,115,0.44964,65,-0.4599,94,0.12611,104,0.28841,80,-0.1260,82,-0.1192,88,0.01318,78,-0.1731
ENSG00000271895,AL109811.2,6,-0.8507,10,-0.1488,8,-0.6082,25,1.30357,5,-1.1039,12,0.15319,18,0.75100,4,-1.4821
ENSG00000116649,SRM,23,-0.9278,66,0.74534,35,-0.2991,50,0.26834,57,0.49707,45,0.15382,20,-1.0994,33,-0.3686
ENSG00000171824,EXOSC10,45,0.68027,25,-0.2251,14,-1.0890,16,-0.9554,27,-0.1233,23,-0.4742,65,1.33798,33,0.16248
ENSG00000198793,MTOR,21,-1.1171,31,-0.5222,56,0.43759,23,-0.9811,54,0.36602,53,0.44347,40,-0.1044,46,0.12744
ENSG00000120942,UBIAD1,24,1.04648,16,0.36048,9,-0.4582,20,0.68896,10,-0.4235,8,-0.8288,12,-0.0457,12,-0.1041
ENSG00000116661,FBXO2,73,-0.9586,312,1.41952,67,-1.1030,72,-0.9821,168,0.34044,163,0.39362,82,-0.7909,96,-0.5511
ENSG00000132879,FBXO44,20,-1.7568,33,-1.0158,107,0.86559,60,-0.0954,63,-0.0058,76,0.39050,80,0.37328,43,-0.5988
ENSG00000116670,MAD2L2,15,0.58732,21,1.09092,6,-0.8134,4,-1.5319,18,0.83514,6,-0.9313,15,0.54079,8,-0.3337
ENSG00000177000,MTHFR,12,-0.6085,7,-1.2916,40,1.35904,16,-0.1611,14,-0.3531,13,-0.5578,24,0.51287,24,0.47925
ENSG00000011021,CLCN6,34,-0.8806,30,-1.1113,117,1.08577,77,0.37874,43,-0.5281,80,0.59210,39,-0.6948,30,-1.1130
ENSG00000116685,KIAA2013,57,1.06583,23,-0.4010,30,-0.0258,40,0.44462,25,-0.2996,33,0.20686,18,-0.8111,9,-1.8141
ENSG00000083444,PLOD1,18,0.37210,18,0.44461,20,0.60070,23,0.82736,8,-0.8067,13,-0.1571,7,-0.9371,6,-1.3477
ENSG00000116688,MFN2,84,-0.5672,71,-0.8188,162,0.49126,148,0.34447,101,-0.2703,155,0.55678,96,-0.3530,73,-0.7688
ENSG00000116691,MIIP,14,0.57570,13,0.43443,4,-1.2287,21,1.20181,4,-1.3312,10,0.00506,5,-1.1034,9,-0.2333
ENSG00000048707,VPS13D,58,-0.4459,36,-1.1713,137,0.95331,72,-0.1137,30,-1.4236,81,0.09332,103,0.47833,92,0.29298
ENSG00000162496,DHRS3,28,0.39433,33,0.62191,19,-0.2656,12,-0.9287,22,-0.0352,18,-0.3682,47,1.26037,6,-1.8706
ENSG00000116731,PRDM2,198,-0.5188,127,-1.2030,464,0.86055,266,-0.0575,195,-0.5482,207,-0.5583,353,0.40114,535,1.11192
ENSG00000189337,KAZN,104,0.69809,69,0.01737,73,0.10678,50,-0.4839,41,-0.7997,73,0.13868,50,-0.4645,75,0.16292
ENSG00000142634,EFHD2,26,-2.0176,53,-0.9732,188,1.07803,282,1.83924,6,-4.0701,78,-0.4577,129,0.42798,70,-0.5442
ENSG00000116138,DNAJC16,29,-0.2028,13,-1.4276,20,-0.7782,36,0.14735,38,0.22434,44,0.62419,23,-0.5376,39,0.26906
ENSG00000197312,DDI2,48,0.09256,17,-1.5023,76,0.83434,64,0.56092,27,-0.8021,44,-0.0602,54,0.28206,36,-0.3551
ENSG00000116786,PLEKHM2,64,-0.7954,170,0.76205,165,0.70803,117,0.14959,95,-0.1792,94,-0.2654,103,-0.0621,74,-0.5720
ENSG00000065526,SPEN,381,1.13503,115,-0.8208,152,-0.3806,103,-0.9776,98,-1.0587,108,-1.0931,383,1.14426,383,1.14755
ENSG00000116809,ZBTB17,22,0.22674,19,0.05277,22,0.27917,18,-0.0338,21,0.15953,16,-0.3554,28,0.62229,11,-0.8649
ENSG00000037637,FBXO42,18,-0.1149,15,-0.3873,15,-0.4692,25,0.35613,17,-0.2580,24,0.40519,23,0.20645,14,-0.5814
ENSG00000055070,SZRD1,54,1.20755,43,0.80976,32,0.30879,32,0.32699,21,-0.3055,12,-1.3455,30,0.22132,12,-1.1400
ENSG00000157191,NECAP2,23,1.64515,15,0.91401,2,-1.7808,2,-1.8920,8,-0.0578,7,-0.2637,9,0.14450,3,-1.4264
ENSG00000219481,NBPF1,56,1.77205,14,-0.4911,8,-1.3940,18,-0.1652,17,-0.2085,14,-0.7175,27,0.46456,19,-0.1069
ENSG00000058453,CROCC,9,-0.1828,9,-0.2134,16,0.67932,25,1.51270,5,-0.9784,7,-0.6053,14,0.54723,1,-2.5393
ENSG00000159363,ATP13A2,23,-1.7124,50,-0.5613,96,0.48095,65,-0.1521,54,-0.4297,105,0.88111,42,-0.8157,68,-0.0767
ENSG00000117118,SDHB,29,-1.1582,78,0.39445,21,-1.6247,34,-0.9057,117,1.08212,90,0.88565,18,-1.8502,44,-0.5152
ENSG00000117115,PADI2,286,2.84456,112,0.92144,26,-1.4017,56,-0.2172,27,-1.3216,19,-2.1423,56,-0.2233,23,-1.5425
ENSG00000179051,RCC2,16,-0.2783,11,-0.9015,15,-0.3603,20,0.08169,26,0.51994,26,0.71076,10,-1.0282,14,-0.4814
ENSG00000074964,ARHGEF10L,7,-0.9325,22,0.81677,10,-0.3607,5,-1.4656,11,-0.2982,15,0.24265,17,0.44618,15,0.18552
ENSG00000117154,IGSF21,13,-2.1135,31,-0.8358,64,0.31339,118,1.36652,51,-0.0629,59,0.21200,32,-0.7853,44,-0.2786
ENSG00000159423,ALDH4A1,20,0.23750,38,1.28010,13,-0.4296,18,0.02597,17,-0.0557,9,-1.2318,32,0.96939,11,-0.6939
ENSG00000127481,UBR4,45,0.24281,23,-0.7878,41,0.10130,14,-1.5001,15,-1.4668,23,-0.9589,98,1.59353,81,1.24658
ENSG00000127463,EMC1,27,-0.1190,14,-1.1031,17,-0.8138,34,0.25786,34,0.29034,31,0.14628,38,0.47644,30,0.09447
ENSG00000053372,MRTO4,24,-0.6259,38,0.06572,69,1.07989,24,-0.6086,24,-0.6662,33,-0.1694,48,0.44992,35,-0.0421
ENSG00000053371,AKR7A2,53,1.00710,54,1.04411,21,-0.4816,30,0.06633,31,0.14319,18,-0.8976,24,-0.2584,20,-0.5223
ENSG00000040487,SLC66A1,10,0.04521,2,-1.9581,8,-0.2283,13,0.54738,3,-1.7308,14,0.87749,14,0.58754,2,-1.9997
ENSG00000077549,CAPZB,106,-0.5110,132,-0.1717,148,0.00769,165,0.18873,140,-0.0804,166,0.25913,127,-0.2310,154,0.06929
ENSG00000173436,MICOS10,158,-0.8645,478,0.91224,207,-0.4507,295,0.10769,431,0.73717,288,0.09265,125,-1.2202,198,-0.5182
ENSG00000158747,NBL1,50,-1.5344,103,-0.4514,221,0.79116,218,0.76692,97,-0.5500,141,0.06004,158,0.22946,100,-0.4959
ENSG00000169914,OTUD3,6,-1.6976,11,-0.9486,52,1.64285,22,0.19723,5,-1.9133,21,0.14600,18,-0.1150,19,-0.0245
ENSG00000162545,CAMK2N1,1082,-0.4706,2730,1.05231,1346,-0.1274,1069,-0.4897,3079,1.26889,998,-0.7284,1025,-0.5542,1250,-0.2436
ENSG00000090432,MUL1,22,0.06817,17,-0.3218,22,0.09044,22,0.06305,20,-0.0491,25,0.34320,20,-0.1154,13,-0.7480
ENSG00000183114,FAM43B,5,-2.0212,10,-1.1819,45,1.25619,51,1.46221,3,-2.9468,21,-0.0166,25,0.25403,11,-0.9679
ENSG00000158828,PINK1,138,-1.8046,425,-0.0886,488,0.13300,555,0.34182,514,0.21697,613,0.69325,241,-0.9720,293,-0.6712
ENSG00000244038,DDOST,15,-0.4041,13,-0.5349,6,-1.7354,15,-0.3517,38,1.15658,28,0.85674,9,-1.2048,11,-0.8664
ENSG00000117245,KIF17,2,-3.4754,7,-1.8390,31,0.36657,34,0.53693,13,-0.9197,40,1.13031,18,-0.5166,21,-0.2720
ENSG00000189410,SH2D5,6,-2.3541,15,-1.0495,51,0.83903,18,-0.7904,63,1.19729,40,0.55810,19,-0.7331,15,-1.1077
ENSG00000127483,HP1BP3,550,0.68182,332,-0.1417,366,0.01069,251,-0.5811,255,-0.5563,260,-0.6448,536,0.63883,562,0.71836
ENSG00000075151,EIF4G3,255,-0.4800,147,-1.3161,284,-0.3110,245,-0.5381,295,-0.2472,379,0.19678,311,-0.1639,777,1.38555
ENSG00000117298,ECE1,29,0.99685,19,0.30422,24,0.68108,13,-0.2288,5,-1.7774,7,-1.4608,37,1.42294,10,-0.6908
ENSG00000076864,RAP1GAP,21,-2.3358,44,-1.2751,142,0.55180,230,1.40284,42,-1.3405,126,0.48582,89,-0.1942,62,-0.7541
ENSG00000090686,USP48,144,0.72893,56,-0.7691,96,0.06646,79,-0.2389,50,-0.9602,80,-0.2885,128,0.53748,130,0.55539
ENSG00000070831,CDC42,183,0.09645,112,-0.6735,125,-0.5097,189,0.14295,166,-0.0627,227,0.60602,105,-0.7744,164,-0.0804
ENSG00000184677,ZBTB40,19,1.06176,3,-1.7169,22,1.33883,7,-0.5225,6,-0.7281,8,-0.4855,7,-0.6264,12,0.34250
ENSG00000173372,C1QA,7,-0.3053,28,2.12805,6,-0.4771,9,0.08728,8,-0.1131,5,-1.0322,10,0.30940,2,-2.1968
ENSG00000173369,C1QB,15,0.84960,25,1.74597,5,-0.8217,5,-0.9080,7,-0.2724,6,-0.7965,11,0.36915,3,-1.4536
ENSG00000133216,EPHB2,17,0.46398,7,-0.8363,15,0.27382,7,-0.8378,11,-0.3036,15,0.27117,19,0.62463,8,-0.7533
ENSG00000004487,KDM1A,57,-0.4753,45,-0.8372,61,-0.3670,63,-0.3282,97,0.35427,97,0.48777,71,-0.1295,89,0.22394
ENSG00000169641,LUZP1,42,-2.6550,86,-1.6060,288,0.25913,215,-0.2061,137,-0.9043,291,0.36976,279,0.21073,530,1.30883
ENSG00000125944,HNRNPR,213,0.46107,108,-0.6174,130,-0.3329,194,0.30737,179,0.17323,149,-0.1570,154,-0.0683,182,0.19825
ENSG00000125945,ZNF436,6,-0.6822,3,-1.6563,13,0.38749,16,0.72408,15,0.58243,12,0.27872,6,-0.6876,7,-0.5624
ENSG00000249087,ZNF436-AS1,9,0.03871,21,1.58079,3,-1.2872,21,1.53030,10,0.29990,4,-1.1668,5,-0.8612,2,-2.2172
ENSG00000204219,TCEA3,22,1.54152,16,0.96277,5,-0.7698,0,-3.3972,2,-2.1282,6,-0.5580,9,0.01053,14,0.72406
ENSG00000088280,ASAP3,12,0.26094,15,0.66240,19,1.10371,5,-0.9176,4,-1.4344,11,0.17936,7,-0.4683,4,-1.2690
ENSG00000117318,ID3,41,2.62279,39,2.50638,0,-7.6576,2,-2.1211,0,-4.6896,0,-4.2711,14,0.61823,0,-3.5301
ENSG00000142676,RPL11,583,0.65866,814,1.24209,176,-1.2368,538,0.52344,452,0.23580,324,-0.3703,175,-1.2392,196,-1.0700
ENSG00000011007,ELOA,35,0.10999,32,-0.0549,28,-0.2554,45,0.50767,29,-0.2062,29,-0.2266,42,0.38668,30,-0.1337
ENSG00000057757,PITHD1,92,-0.7368,102,-0.5897,156,0.07842,183,0.34163,157,0.09637,200,0.66412,100,-0.6214,92,-0.7408
ENSG00000011009,LYPLA2,9,-1.1148,20,0.01286,42,1.23753,22,0.16831,16,-0.3154,24,0.36102,3,-2.5397,15,-0.4328
ENSG00000117308,GALE,2,-2.0930,10,-0.1238,6,-0.9777,6,-0.9571,9,-0.3140,22,1.61593,4,-1.4047,9,-0.2686
ENSG00000117305,HMGCL,20,0.63975,27,1.09473,12,-0.1841,4,-1.7516,15,0.10836,15,0.14119,10,-0.5180,5,-1.4263
ENSG00000179163,FUCA1,3,-1.5387,9,-0.1807,6,-0.6937,6,-0.6993,12,0.33259,14,0.82793,10,-0.0164,9,-0.1370
ENSG00000189266,PNRC2,65,0.09174,57,-0.1004,41,-0.6320,79,0.41079,97,0.76462,54,-0.2575,63,0.06046,47,-0.3914
ENSG00000188529,SRSF10,112,0.60274,50,-0.6675,72,-0.1101,78,0.01590,63,-0.3068,76,-0.0300,86,0.18138,82,0.09306
ENSG00000001461,NIPAL3,282,1.22666,55,-1.3804,135,-0.0125,243,0.96595,51,-1.5181,118,-0.2800,123,-0.1595,118,-0.2317
ENSG00000133226,SRRM1,523,1.17802,163,-0.7323,203,-0.3932,151,-0.8484,145,-0.9130,184,-0.6683,507,1.12193,358,0.52022
ENSG00000169504,CLIC4,181,3.03695,48,0.41198,17,-1.2003,75,1.14704,6,-2.5945,8,-2.5584,15,-1.3603,8,-2.2213
ENSG00000117614,SYF2,186,0.44120,188,0.45247,118,-0.2915,138,-0.0475,147,0.05558,115,-0.4173,170,0.29427,128,-0.1634
ENSG00000117616,RSRP1,96,0.79402,38,-0.6777,40,-0.6136,111,1.03870,30,-1.0361,55,-0.1555,70,0.26847,43,-0.5035
ENSG00000183726,TMEM50A,81,0.34759,46,-0.5459,41,-0.7364,75,0.22485,111,0.88258,71,0.16738,30,-1.2089,57,-0.2186
ENSG00000204178,MACO1,79,0.18011,36,-1.0184,73,0.05763,55,-0.4043,41,-0.8374,58,-0.3870,91,0.41689,156,1.34847
ENSG00000117643,MAN1C1,11,-1.5608,18,-0.8065,19,-0.6693,4,-2.9936,83,1.75813,37,0.46083,23,-0.4042,31,0.05171
ENSG00000162430,SELENON,21,0.28911,39,1.29379,15,-0.2790,30,0.83597,17,-0.0986,14,-0.5106,10,-0.8593,6,-1.6588
ENSG00000117640,MTFR1L,38,-0.7937,53,-0.2550,72,0.21901,93,0.63753,73,0.23973,63,-0.0005,72,0.23365,38,-0.7681
ENSG00000117632,STMN1,974,-0.5287,583,-1.3139,1254,-0.1332,2332,0.89325,1170,-0.2420,1679,0.45262,834,-0.7685,1443,0.09151
ENSG00000158008,EXTL1,2,-3.9112,42,0.10784,79,1.18840,63,0.79842,25,-0.6957,37,-0.0716,41,0.07551,24,-0.7234
ENSG00000175087,PDIK1L,14,-0.1932,11,-0.5988,10,-0.6727,18,0.16793,15,-0.1183,20,0.47489,19,0.26734,13,-0.2989
ENSG00000142684,ZNF593,18,-0.6761,27,-0.0240,33,0.28004,20,-0.4783,32,0.26434,34,0.44972,20,-0.4998,23,-0.2783
ENSG00000142669,SH3BGRL3,106,-0.3201,142,0.15169,198,0.69537,182,0.55446,101,-0.3919,137,0.11649,88,-0.6114,68,-1.0025
ENSG00000158062,UBXN11,7,-0.9776,26,1.06105,13,-0.1527,27,1.06940,17,0.34244,13,-0.1409,4,-1.6421,5,-1.3890
ENSG00000117682,DHDDS,7,-1.2443,9,-0.8676,18,0.20346,21,0.47677,13,-0.3108,23,0.84224,12,-0.4351,9,-0.8568
ENSG00000198830,HMGN2,270,0.98038,233,0.73112,80,-0.9785,266,0.95693,175,0.25240,94,-0.8904,127,-0.2645,66,-1.2596
