Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to4,Feature log2 fold change topic 2to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000179403,VWA1,39,0.16193,14,-1.5581,42,0.27413,32,-0.1635,23,-0.6894,14,-1.4052,156,2.70075,25,-0.5167,16,-1.1723
ENSG00000205090,TMEM240,56,1.07900,25,-0.2728,7,-2.0212,12,-1.3713,11,-1.4677,43,0.64842,2,-3.5410,31,0.11433,81,1.74372
ENSG00000160075,SSU72,138,-0.0276,170,0.38930,77,-0.9263,151,0.10880,192,0.49963,233,0.82155,65,-1.1935,76,-0.9413,106,-0.4433
ENSG00000228594,FNDC10,21,-0.4945,49,1.12653,6,-2.3016,41,0.52461,29,-0.0230,21,-0.5602,2,-3.4980,31,0.06718,26,-0.1783
ENSG00000272106,AL691432.2,20,0.22840,15,-0.2825,6,-1.6633,23,0.42358,17,-0.0823,29,0.77848,13,-0.4262,16,-0.1164,24,0.50364
ENSG00000197530,MIB2,20,-0.6478,34,0.16650,37,0.26256,45,0.59596,28,-0.1395,35,0.21022,10,-1.6677,12,-1.4274,52,0.84316
ENSG00000248333,CDK11B,54,-0.1467,51,-0.2796,30,-1.0456,33,-0.9166,23,-1.4165,21,-1.5837,71,0.27966,233,2.45931,34,-0.8325
ENSG00000189339,SLC35E2B,26,0.30865,20,-0.0981,43,1.11748,22,0.00987,15,-0.5297,9,-1.2826,17,-0.3616,22,0.05451,21,-0.0152
ENSG00000008128,CDK11A,13,-1.4178,24,-0.6142,9,-1.8943,11,-1.6703,0,-5.5369,11,-1.5986,61,0.98597,149,2.76323,39,0.25605
ENSG00000215790,SLC35E2A,15,-0.6171,27,0.39375,11,-1.0473,32,0.57936,26,0.26168,26,0.23328,12,-0.9428,11,-1.1071,31,0.53472
ENSG00000008130,NADK,33,0.45810,32,0.52625,28,0.20038,25,0.04874,13,-0.9348,22,-0.1421,15,-0.7236,20,-0.3419,18,-0.4385
ENSG00000078369,GNB1,555,0.18635,520,0.10582,466,-0.0912,845,0.88127,753,0.68521,655,0.45491,183,-1.5147,189,-1.4721,224,-1.2153
ENSG00000187730,GABRD,98,-0.3675,230,1.44619,31,-2.1004,134,0.11995,101,-0.3194,153,0.33780,3,-5.4797,70,-0.8792,84,-0.6055
ENSG00000067606,PRKCZ,277,0.60677,205,0.14973,144,-0.4361,271,0.56770,159,-0.2882,223,0.24888,73,-1.4652,180,-0.0945,154,-0.3307
ENSG00000162585,FAAP20,39,0.14707,23,-0.7835,32,-0.1333,67,1.06170,62,0.92165,42,0.28670,40,0.20940,28,-0.3386,7,-2.2725
ENSG00000157933,SKI,53,0.46270,19,-1.2550,59,0.63122,41,0.06280,30,-0.4063,19,-1.0813,31,-0.3875,90,1.36402,54,0.49330
ENSG00000157916,RER1,61,0.21033,71,0.58059,53,-0.0054,45,-0.2562,63,0.25741,53,-0.0290,53,-0.0283,21,-1.4080,28,-1.0036
ENSG00000157911,PEX10,11,-0.8243,18,-0.1959,56,1.75883,20,0.04036,21,0.07538,22,0.18071,23,0.21450,8,-1.2968,3,-2.8572
ENSG00000157870,PRXL2B,45,0.10833,57,0.62670,20,-1.1497,35,-0.2900,58,0.50867,51,0.29299,20,-1.1048,22,-0.9654,42,-0.0085
ENSG00000177133,PRDM16-DT,1,-3.9954,9,-1.2799,54,1.81955,13,-0.5236,61,2.04254,8,-1.2051,5,-1.7764,0,-5.9480,35,1.04201
ENSG00000158109,TPRG1L,174,0.21389,206,0.63956,113,-0.4609,184,0.30499,131,-0.2313,245,0.77370,25,-2.7011,73,-1.1357,111,-0.4906
ENSG00000130764,LRRC47,93,0.36308,110,0.86822,52,-0.5576,57,-0.4066,68,-0.1318,70,-0.0844,40,-0.9585,50,-0.5945,53,-0.5234
ENSG00000116198,CEP104,59,0.58446,25,-0.9031,18,-1.2012,26,-0.6935,7,-2.5168,25,-0.7575,78,1.06909,99,1.49140,62,0.66395
ENSG00000198912,C1orf174,17,0.13040,25,0.98251,14,-0.1708,16,-0.0006,7,-1.1573,19,0.31103,11,-0.5285,5,-1.6009,9,-0.8301
ENSG00000196581,AJAP1,74,1.11996,26,-0.6464,19,-1.0302,24,-0.6787,27,-0.4854,56,0.66995,15,-1.4033,42,0.20871,74,1.12227
ENSG00000069424,KCNAB2,191,0.32538,217,0.71120,95,-0.7589,261,0.84651,164,0.07870,185,0.27925,10,-4.0482,59,-1.4894,96,-0.7558
ENSG00000116254,CHD5,406,0.88282,249,0.10138,148,-0.7285,288,0.31280,115,-1.1054,136,-0.8583,18,-3.8278,302,0.38939,445,1.03969
ENSG00000116251,RPL22,367,-0.4798,294,-0.9699,619,0.34656,632,0.38123,701,0.54972,816,0.80514,749,0.66064,495,-0.0114,226,-1.2195
ENSG00000116237,ICMT,29,-0.3252,45,0.48868,8,-2.2744,59,0.80072,42,0.24989,18,-1.0510,23,-0.6484,33,-0.1371,46,0.40700
ENSG00000097021,ACOT7,110,-0.2133,230,1.39123,35,-1.9438,93,-0.4813,90,-0.5326,230,0.98944,22,-2.6171,27,-2.2918,92,-0.4967
ENSG00000215788,TNFRSF25,11,-0.8987,24,0.34688,5,-2.1207,10,-1.0673,9,-1.2112,12,-0.8320,0,-5.4637,12,-0.8008,92,2.77905
ENSG00000171680,PLEKHG5,11,-0.9880,24,0.12147,9,-1.4091,21,-0.0688,20,-0.1607,62,1.73015,0,-4.6454,24,0.11479,26,0.24608
ENSG00000162408,NOL9,54,0.79292,28,-0.3094,32,-0.0349,49,0.63212,28,-0.2758,23,-0.5399,25,-0.4239,29,-0.2042,39,0.26120
ENSG00000162413,KLHL21,34,0.20848,27,-0.1718,49,0.77392,25,-0.2912,42,0.52215,22,-0.4742,24,-0.3427,29,-0.0569,24,-0.3750
ENSG00000041988,THAP3,12,-0.4398,24,0.83871,5,-1.6403,12,-0.4864,25,0.67302,30,1.01434,13,-0.3507,1,-3.2012,7,-1.1486
ENSG00000007923,DNAJC11,48,0.26812,47,0.29191,50,0.34072,39,-0.0624,24,-0.8132,24,-0.8379,14,-1.5512,44,0.12274,63,0.70376
ENSG00000171735,CAMTA1,633,0.75665,504,0.49555,187,-1.1621,474,0.27954,341,-0.2409,346,-0.2174,161,-1.3862,278,-0.5597,442,0.16807
ENSG00000049245,VAMP3,20,-1.0869,18,-1.4381,67,0.77907,15,-1.5321,46,0.17675,20,-1.1228,149,2.26300,33,-0.3747,51,0.33788
ENSG00000049246,PER3,27,-0.7199,44,0.06024,51,0.27516,15,-1.5357,46,0.08938,39,-0.1657,44,0.03545,31,-0.4956,87,1.16520
ENSG00000116288,PARK7,165,-0.7274,277,0.10159,206,-0.3861,239,-0.1534,545,1.21136,588,1.34937,145,-0.9184,68,-2.0499,109,-1.3542
ENSG00000116285,ERRFI1,31,0.14295,46,1.04772,12,-1.2821,18,-0.6658,32,0.16853,17,-0.7847,8,-1.8479,7,-2.1231,51,0.92660
ENSG00000162426,SLC45A1,10,-1.1235,43,1.53015,7,-1.6914,21,-0.1152,35,0.74071,16,-0.5137,6,-1.8751,13,-0.7606,7,-1.6572
ENSG00000142599,RERE,144,-0.0012,128,-0.2334,122,-0.2641,138,-0.0722,65,-1.2200,100,-0.5631,161,0.17366,354,1.51741,119,-0.2999
ENSG00000074800,ENO1,345,-0.5174,504,0.09399,861,0.95848,339,-0.5467,976,1.17907,437,-0.1494,282,-0.8275,152,-1.7525,384,-0.3535
ENSG00000171612,SLC25A33,0,-8.9431,31,-0.0670,43,0.46386,21,-0.6312,119,2.33570,38,0.28907,18,-0.8888,5,-2.6855,15,-1.1384
ENSG00000171603,CLSTN1,937,0.69252,964,1.00304,430,-0.5519,471,-0.4097,345,-0.8895,635,0.05677,122,-2.4302,350,-0.8679,554,-0.1565
ENSG00000178585,CTNNBIP1,23,-0.3789,36,0.43020,37,0.38181,35,0.29665,31,0.07609,24,-0.3408,20,-0.5543,30,0.01684,14,-1.1170
ENSG00000162441,LZIC,50,-0.1499,60,0.18079,46,-0.2606,48,-0.2223,50,-0.1412,42,-0.4011,113,1.19201,42,-0.4043,32,-0.8288
ENSG00000130939,UBE4B,42,-0.0746,56,0.52589,25,-0.8394,29,-0.6311,14,-1.6677,22,-1.0521,46,0.09722,51,0.24423,82,1.03457
ENSG00000054523,KIF1B,454,0.16525,400,-0.0462,440,0.11215,424,0.05635,169,-1.3526,196,-1.1349,511,0.35384,593,0.59985,518,0.37588
ENSG00000142657,PGD,77,0.62553,69,0.59885,51,-0.0279,35,-0.6194,56,0.12466,43,-0.2876,39,-0.4363,14,-1.9983,49,-0.0801
ENSG00000241563,CORT,21,-0.4011,41,0.85945,10,-1.5074,34,0.34200,47,0.85442,43,0.73621,2,-3.7551,15,-0.9062,7,-2.0042
ENSG00000160049,DFFA,36,-0.7296,40,-0.7085,78,0.45800,63,0.12076,40,-0.5926,30,-1.0271,113,1.08426,93,0.74710,71,0.30589
ENSG00000142655,PEX14,30,0.94259,23,0.68500,12,-0.4643,15,-0.1259,13,-0.3544,25,0.65295,7,-1.2831,3,-2.6063,8,-1.0168
ENSG00000120948,TARDBP,93,0.05803,92,0.04233,84,-0.1044,69,-0.4193,84,-0.1140,48,-0.9756,110,0.31797,134,0.64762,92,0.03947
ENSG00000271895,AL109811.2,21,0.35136,17,-0.0331,22,0.40902,14,-0.2774,5,-1.6378,18,0.06246,14,-0.3067,9,-0.9659,33,1.09537
ENSG00000116649,SRM,91,0.54996,68,0.10826,56,-0.2395,54,-0.2885,113,0.90361,81,0.35753,37,-0.8625,36,-0.9074,40,-0.7328
ENSG00000171824,EXOSC10,24,-0.7573,41,0.07996,30,-0.4261,7,-2.5824,46,0.22701,19,-1.1037,51,0.39766,45,0.19231,91,1.37906
ENSG00000198793,MTOR,42,0.10985,61,0.95801,33,-0.2602,25,-0.7139,40,0.04869,43,0.14741,35,-0.1870,7,-2.4963,24,-0.7807
ENSG00000120942,UBIAD1,13,-0.0850,13,-0.1705,11,-0.3514,11,-0.4158,9,-0.5978,11,-0.4179,26,0.97248,11,-0.4291,25,0.89420
ENSG00000116661,FBXO2,86,-0.8660,155,0.05512,232,0.70064,133,-0.1924,251,0.83385,251,0.83479,92,-0.7701,93,-0.7475,55,-1.5465
ENSG00000132879,FBXO44,95,0.24213,108,0.57448,61,-0.4494,72,-0.1899,48,-0.8111,118,0.58578,22,-1.9455,55,-0.6214,105,0.39643
ENSG00000116670,MAD2L2,10,-0.4980,15,0.06632,15,0.09330,13,-0.1260,20,0.56531,15,0.10397,29,1.16905,7,-0.9910,2,-2.7984
ENSG00000177000,MTHFR,14,-0.4681,16,-0.3987,26,0.47375,9,-1.1431,23,0.24164,16,-0.3296,16,-0.2462,38,1.12193,23,0.30481
ENSG00000011021,CLCN6,105,0.62602,89,0.46778,84,0.26039,105,0.62713,28,-1.4040,45,-0.6930,35,-1.1026,40,-0.8806,73,0.04238
ENSG00000116685,KIAA2013,44,0.31544,33,-0.1601,40,0.17875,28,-0.3727,22,-0.7260,23,-0.6995,50,0.51883,34,-0.0877,55,0.68307
ENSG00000083444,PLOD1,17,-0.5606,20,-0.3524,55,1.39529,19,-0.3599,22,-0.1442,19,-0.3782,25,0.05011,7,-1.7793,40,0.84604
ENSG00000116688,MFN2,160,0.47900,151,0.49622,80,-0.6247,139,0.25062,95,-0.3484,76,-0.6868,76,-0.7055,144,0.29790,86,-0.5027
ENSG00000116691,MIIP,6,-1.3116,8,-1.1075,31,1.15133,9,-0.8053,18,0.24292,21,0.48334,15,-0.0512,17,0.18372,27,0.91548
ENSG00000048707,VPS13D,93,0.12413,119,0.69234,84,-0.0259,87,0.01830,32,-1.5082,43,-1.0565,54,-0.7250,46,-0.9699,149,0.90315
ENSG00000162496,DHRS3,8,-2.3728,21,-1.0642,127,2.07466,14,-1.5410,76,1.10348,7,-2.4732,30,-0.3816,10,-1.9747,89,1.39938
ENSG00000116731,PRDM2,396,0.90196,241,0.10615,159,-0.5629,223,-0.0404,104,-1.2118,145,-0.7078,163,-0.5235,343,0.65805,258,0.19271
ENSG00000189337,KAZN,91,0.44934,74,0.16017,41,-0.7814,65,-0.0905,62,-0.1611,35,-1.0339,124,0.96523,59,-0.2307,55,-0.3403
ENSG00000142634,EFHD2,222,1.68931,68,-0.3777,79,-0.0647,146,0.94049,18,-2.2514,21,-2.0536,10,-3.1002,94,0.21526,113,0.50465
ENSG00000116138,DNAJC16,48,0.64865,63,1.56283,12,-1.4367,35,0.12343,13,-1.3778,6,-2.4589,22,-0.5574,6,-2.5570,25,-0.4147
ENSG00000197312,DDI2,32,-0.3413,49,0.44489,14,-1.5539,29,-0.4811,30,-0.4299,21,-0.9776,32,-0.3247,83,1.22323,48,0.28284
ENSG00000116786,PLEKHM2,32,-1.7886,89,-0.3077,117,0.18013,232,1.34040,118,0.19452,123,0.26317,43,-1.3354,155,0.64589,60,-0.8584
ENSG00000065526,SPEN,201,0.22724,89,-1.2094,134,-0.4066,79,-1.2201,50,-1.9046,72,-1.3482,381,1.30616,471,1.70109,263,0.66604
ENSG00000116809,ZBTB17,9,-0.9747,13,-0.6023,15,-0.2795,17,-0.1074,25,0.56904,28,0.71728,23,0.43698,29,0.78170,11,-0.7498
ENSG00000037637,FBXO42,37,0.39531,38,0.54332,14,-1.1223,17,-0.8378,23,-0.3353,12,-1.3063,16,-0.9394,43,0.64738,44,0.65698
ENSG00000055070,SZRD1,23,-0.2244,22,-0.3831,27,0.03850,23,-0.2086,44,0.79395,13,-1.0391,43,0.78875,22,-0.3215,32,0.29795
ENSG00000157191,NECAP2,18,0.44719,7,-1.2205,31,1.38594,6,-1.1279,14,0.06442,8,-0.7565,22,0.78537,3,-2.0091,25,1.02053
ENSG00000159363,ATP13A2,111,0.25362,183,1.56191,46,-1.1046,102,0.11440,36,-1.4836,85,-0.1805,18,-2.4782,59,-0.7388,37,-1.4141
ENSG00000117118,SDHB,40,-0.6147,73,0.41508,18,-1.8392,37,-0.7254,132,1.32213,128,1.26112,40,-0.6047,4,-4.0124,39,-0.6498
ENSG00000117115,PADI2,30,-1.0955,11,-2.8461,87,0.57052,35,-0.8363,67,0.15166,31,-1.0273,273,2.77597,92,0.67265,22,-1.5665
ENSG00000179051,RCC2,15,-0.6654,41,1.27286,15,-0.6229,20,-0.2122,25,0.11367,19,-0.2788,10,-1.2764,16,-0.5804,12,-0.9640
ENSG00000074964,ARHGEF10L,2,-2.5085,17,0.19731,37,1.48455,22,0.55824,15,-0.0304,13,-0.2696,6,-1.2810,6,-1.3080,15,0.00040
ENSG00000117154,IGSF21,105,0.86971,80,0.53948,49,-0.3514,78,0.38517,45,-0.4738,86,0.53002,8,-2.9633,25,-1.3971,42,-0.5985
ENSG00000159423,ALDH4A1,8,-1.5208,9,-1.5863,67,1.86657,9,-1.3416,49,1.27359,18,-0.3490,20,-0.1815,11,-1.1302,39,0.90719
ENSG00000127481,UBR4,44,-0.2114,41,-0.3877,39,-0.4141,22,-1.2995,17,-1.6686,16,-1.7470,60,0.26800,119,1.42231,118,1.41589
ENSG00000127463,EMC1,57,0.68139,48,0.51386,39,0.06676,26,-0.5349,42,0.17094,36,-0.0330,26,-0.5575,11,-1.7858,29,-0.3731
ENSG00000053372,MRTO4,71,1.01580,42,0.21967,50,0.45539,28,-0.4923,19,-1.0496,55,0.60365,15,-1.3508,14,-1.4492,37,-0.0184
ENSG00000053371,AKR7A2,18,-0.9591,28,-0.3982,42,0.31553,35,0.02221,81,1.42545,35,0.00244,27,-0.3525,15,-1.2368,42,0.31434
ENSG00000077549,CAPZB,143,-0.0106,181,0.47791,128,-0.1853,119,-0.3048,175,0.31026,171,0.27045,113,-0.3812,76,-0.9906,117,-0.3293
ENSG00000173436,MICOS10,161,-0.9980,286,-0.1409,389,0.38122,571,1.02509,485,0.74373,507,0.81931,179,-0.8368,92,-1.8277,136,-1.2493
ENSG00000158747,NBL1,165,0.59660,130,0.26786,146,0.39722,130,0.20511,80,-0.5499,120,0.07745,16,-2.9262,91,-0.3540,117,0.03484
ENSG00000169914,OTUD3,41,1.18143,25,0.47614,3,-2.5342,24,0.25543,15,-0.4541,9,-1.1244,7,-1.5103,8,-1.4025,37,0.99787
ENSG00000162545,CAMK2N1,673,-1.0813,807,-0.9537,1248,-0.1318,1887,0.53300,3082,1.37967,3249,1.47601,760,-0.8978,778,-0.8616,827,-0.7692
ENSG00000090432,MUL1,3,-2.2316,23,0.72702,16,0.00047,19,0.27990,10,-0.7896,18,0.15979,15,-0.0697,7,-1.2081,20,0.35385
ENSG00000158828,PINK1,300,-0.3462,489,0.56296,349,-0.1083,568,0.67968,416,0.16786,516,0.52041,147,-1.4317,200,-0.9671,151,-1.3889
ENSG00000244038,DDOST,8,-1.6442,32,0.45027,24,-0.1348,20,-0.3717,42,0.78451,42,0.79428,13,-1.0675,4,-2.6916,34,0.44047
ENSG00000117245,KIF17,34,0.48784,49,1.62801,14,-0.9032,34,0.48208,5,-2.4286,18,-0.4950,1,-4.5133,8,-1.7511,13,-0.9516
ENSG00000189410,SH2D5,5,-2.3225,35,0.61241,6,-2.2493,22,-0.2288,34,0.42513,69,1.64290,1,-4.3979,14,-0.9035,30,0.22990
ENSG00000127483,HP1BP3,417,0.65307,226,-0.4004,249,-0.1754,219,-0.3757,199,-0.5251,136,-1.1093,442,0.75115,374,0.47391,352,0.37333
ENSG00000075151,EIF4G3,375,0.81443,292,0.52099,140,-0.7484,108,-1.1471,105,-1.1837,165,-0.4995,202,-0.1887,184,-0.3293,347,0.68620
ENSG00000117298,ECE1,9,-1.4254,13,-0.9832,64,1.76231,11,-1.0545,22,-0.0661,1,-4.1758,23,0.04221,32,0.53232,49,1.25817
ENSG00000076864,RAP1GAP,228,0.98888,182,0.81079,53,-1.3169,135,0.12087,49,-1.4353,75,-0.7812,15,-3.0927,85,-0.5924,188,0.66075
ENSG00000090686,USP48,137,0.76678,96,0.23198,44,-1.0301,34,-1.4068,56,-0.6492,47,-0.9152,138,0.78287,115,0.48025,81,-0.0824
ENSG00000070831,CDC42,172,0.12643,213,0.61222,115,-0.5017,132,-0.2873,141,-0.1896,163,0.04131,193,0.30766,51,-1.7151,143,-0.1645
ENSG00000173372,C1QA,0,-8.2568,11,-0.9286,3,-2.7034,11,-0.8107,101,3.12584,45,1.38979,2,-3.2689,17,-0.1866,0,-6.2716
ENSG00000173369,C1QB,1,-4.4184,9,-1.5772,9,-1.4317,21,-0.1361,131,3.32431,52,1.33591,2,-3.1408,11,-1.1328,2,-3.6744
ENSG00000004487,KDM1A,54,-0.0513,75,0.59547,47,-0.2685,28,-1.0564,38,-0.5870,59,0.08501,26,-1.1473,44,-0.3808,96,0.87461
ENSG00000169641,LUZP1,122,-0.1352,246,1.44710,67,-1.0600,136,0.04470,56,-1.3056,81,-0.7715,44,-1.6898,69,-1.0141,146,0.15621
ENSG00000125944,HNRNPR,253,1.14239,94,-0.5704,97,-0.4232,82,-0.6811,108,-0.2523,120,-0.0891,206,0.78976,115,-0.1542,134,0.09033
ENSG00000117318,ID3,13,-0.6688,7,-1.8518,79,2.41998,5,-2.0513,34,0.85721,1,-3.7837,47,1.39775,6,-1.7089,17,-0.2871
ENSG00000142676,RPL11,293,-0.8441,328,-0.7991,580,0.22141,678,0.47410,821,0.79351,740,0.62031,785,0.71740,504,-0.0015,169,-1.6649
ENSG00000011007,ELOA,33,0.00702,32,-0.0590,38,0.25066,11,-1.5742,28,-0.2191,23,-0.5378,37,0.20622,59,0.95247,34,0.08771
ENSG00000057757,PITHD1,149,0.11491,197,0.75868,67,-1.1172,172,0.35234,94,-0.5951,149,0.11634,94,-0.6056,88,-0.6960,117,-0.2586
ENSG00000011009,LYPLA2,17,-0.0238,17,0.02931,14,-0.3124,20,0.21837,24,0.55711,8,-1.0758,5,-1.7403,17,-0.0414,31,0.96949
ENSG00000117305,HMGCL,4,-1.9249,18,0.32060,17,0.14001,17,0.10332,37,1.41758,11,-0.4962,18,0.24206,10,-0.6477,2,-2.5885
ENSG00000189266,PNRC2,42,-0.4645,64,0.24052,53,-0.1135,50,-0.2054,74,0.43315,65,0.21029,69,0.31406,12,-2.2486,67,0.26321
ENSG00000188529,SRSF10,94,0.45424,71,0.01432,64,-0.1486,43,-0.7765,41,-0.8271,61,-0.2285,91,0.40618,33,-1.1621,137,1.08606
ENSG00000001461,NIPAL3,200,0.46465,106,-0.6492,111,-0.4715,93,-0.7350,59,-1.4284,59,-1.4218,415,1.74142,297,1.13011,99,-0.6509
ENSG00000133226,SRRM1,244,-0.1814,163,-0.9481,93,-1.6486,93,-1.6424,124,-1.2123,105,-1.4626,605,1.32997,939,2.17853,317,0.23624
ENSG00000169504,CLIC4,55,0.03761,15,-2.1134,58,0.11530,42,-0.3799,80,0.63202,8,-2.7909,248,2.82203,29,-0.9670,28,-1.0280
ENSG00000117614,SYF2,169,0.31315,103,-0.5672,159,0.21979,135,-0.0414,135,-0.0446,130,-0.0982,190,0.51018,205,0.63254,94,-0.5989
ENSG00000117616,RSRP1,55,-0.3789,52,-0.5617,69,-0.0492,22,-1.7467,74,0.07674,38,-0.9581,104,0.62576,57,-0.3349,201,1.79373
ENSG00000183726,TMEM50A,70,-0.0354,81,0.26330,67,-0.0897,62,-0.2201,120,0.85574,92,0.41683,89,0.35350,6,-3.6561,34,-1.1340
ENSG00000204178,MACO1,79,0.45568,69,0.31385,23,-1.4254,30,-1.0587,39,-0.6459,18,-1.8207,81,0.49575,82,0.52626,93,0.73509
ENSG00000157978,LDLRAP1,18,0.67887,0,-5.5253,2,-2.1802,9,-0.3891,2,-2.2829,0,-6.4381,56,2.92115,24,1.23017,15,0.43510
ENSG00000117643,MAN1C1,44,0.01953,57,0.56225,10,-2.1053,21,-1.0729,50,0.23846,85,1.10319,16,-1.4868,15,-1.5855,64,0.63521
ENSG00000162430,SELENON,25,-0.1627,23,-0.3759,61,1.31312,19,-0.5465,35,0.37548,20,-0.4895,24,-0.1880,18,-0.6207,33,0.27036
ENSG00000117640,MTFR1L,72,0.11568,80,0.38181,71,0.10461,65,-0.0475,57,-0.2450,62,-0.1043,35,-1.0060,40,-0.7845,91,0.49450
ENSG00000117632,STMN1,1671,0.97600,1169,0.48970,325,-1.5986,1024,0.16364,665,-0.5142,1233,0.46447,949,0.04134,283,-1.8004,509,-0.9227
ENSG00000158008,EXTL1,43,0.40841,38,0.26103,18,-0.9737,47,0.55441,43,0.40357,44,0.44395,0,-5.3061,27,-0.3200,30,-0.1433
ENSG00000142684,ZNF593,38,-0.0589,60,0.89365,36,-0.1745,26,-0.6436,48,0.29173,45,0.19428,20,-1.0820,9,-2.2716,36,-0.1416
ENSG00000142669,SH3BGRL3,161,0.11409,138,-0.1547,143,-0.0767,151,0.01054,163,0.13537,223,0.64671,188,0.36822,110,-0.4851,94,-0.7289
ENSG00000158062,UBXN11,10,-0.6826,14,-0.2799,20,0.35189,18,0.19449,14,-0.2132,38,1.43078,6,-1.5365,5,-1.6131,24,0.61464
ENSG00000117682,DHDDS,34,0.70735,28,0.52186,13,-0.7856,13,-0.7654,16,-0.4435,14,-0.6444,9,-1.3655,22,-0.0035,35,0.73366
ENSG00000198830,HMGN2,216,0.11312,146,-0.5991,304,0.67072,188,-0.1002,327,0.79617,235,0.24821,263,0.43610,137,-0.5950,101,-1.0546
ENSG00000117713,ARID1A,76,-0.1141,59,-0.5994,135,0.81754,65,-0.3608,61,-0.4627,27,-1.6701,119,0.60535,73,-0.1726,166,1.16624
ENSG00000204160,ZDHHC18,48,1.81398,17,0.07492,15,-0.1266,17,0.06680,12,-0.4944,4,-2.1042,10,-0.6712,14,-0.2615,9,-0.8404
ENSG00000142751,GPN2,38,1.09243,13,-0.6847,12,-0.7359,15,-0.3577,15,-0.3783,20,0.05343,21,0.14491,33,0.83637,19,-0.0240
ENSG00000090273,NUDC,189,-0.2169,265,0.40877,159,-0.4852,260,0.28752,255,0.25558,363,0.83769,141,-0.6696,127,-0.8301,101,-1.1794
ENSG00000253368,TRNP1,33,-0.4116,73,1.16491,19,-1.2749,69,0.74149,41,-0.0977,64,0.61334,5,-3.2587,13,-1.7624,16,-1.5387
ENSG00000090020,SLC9A1,24,0.33757,39,1.71192,6,-1.6258,15,-0.3702,23,0.27952,15,-0.3702,0,-5.7385,6,-1.7814,4,-2.0760
