,img_file_name,type_of_object_str,x1,y1,x2,y2,x3,y3,x4,y4,Width,Height
19,"20220712_VIF_MockPNN_Strong_Scan1_[12864,50280]_component_data_17.tif",Blood_vessels,978,1013,989,1013,978,1024,989,1024,11,11
20,"20220712_VIF_MockPNN_Strong_Scan1_[12864,50280]_component_data_17.tif",Blood_vessels,508,991,517,991,508,1006,517,1006,9,15
21,"20220712_VIF_MockPNN_Strong_Scan1_[12864,50280]_component_data_17.tif",Blood_vessels,1203,974,1215,974,1203,986,1215,986,12,12
22,"20220712_VIF_MockPNN_Strong_Scan1_[12864,50280]_component_data_17.tif",Blood_vessels,744,962,758,962,744,974,758,974,14,12
23,"20220712_VIF_MockPNN_Strong_Scan1_[12864,50280]_component_data_17.tif",Blood_vessels,93,939,121,939,93,956,121,956,28,17
24,"20220712_VIF_MockPNN_Strong_Scan1_[12864,50280]_component_data_17.tif",Blood_vessels,1842,938,1856,938,1842,951,1856,951,14,13
25,"20220712_VIF_MockPNN_Strong_Scan1_[12864,50280]_component_data_17.tif",Blood_vessels,1241,888,1286,888,1241,919,1286,919,45,31
26,"20220712_VIF_MockPNN_Strong_Scan1_[12864,50280]_component_data_17.tif",Blood_vessels,1722,885,1737,885,1722,915,1737,915,15,30
27,"20220712_VIF_MockPNN_Strong_Scan1_[12864,50280]_component_data_17.tif",Blood_vessels,257,873,277,873,257,896,277,896,20,23
28,"20220712_VIF_MockPNN_Strong_Scan1_[12864,50280]_component_data_17.tif",Blood_vessels,429,836,443,836,429,871,443,871,14,35
29,"20220712_VIF_MockPNN_Strong_Scan1_[12864,50280]_component_data_17.tif",Blood_vessels,1126,824,1190,824,1126,853,1190,853,64,29
30,"20220712_VIF_MockPNN_Strong_Scan1_[12864,50280]_component_data_17.tif",Blood_vessels,820,812,836,812,820,854,836,854,16,42
31,"20220712_VIF_MockPNN_Strong_Scan1_[12864,50280]_component_data_17.tif",Blood_vessels,960,801,975,801,960,825,975,825,15,24
32,"20220712_VIF_MockPNN_Strong_Scan1_[12864,50280]_component_data_17.tif",Blood_vessels,1004,787,1019,787,1004,801,1019,801,15,14
33,"20220712_VIF_MockPNN_Strong_Scan1_[12864,50280]_component_data_17.tif",Blood_vessels,1334,731,1344,731,1334,741,1344,741,10,10
34,"20220712_VIF_MockPNN_Strong_Scan1_[12864,50280]_component_data_17.tif",Blood_vessels,1714,713,1728,713,1714,725,1728,725,14,12
35,"20220712_VIF_MockPNN_Strong_Scan1_[12864,50280]_component_data_17.tif",Blood_vessels,1419,703,1455,703,1419,750,1455,750,36,47
36,"20220712_VIF_MockPNN_Strong_Scan1_[12864,50280]_component_data_17.tif",Blood_vessels,752,658,766,658,752,668,766,668,14,10
37,"20220712_VIF_MockPNN_Strong_Scan1_[12864,50280]_component_data_17.tif",Blood_vessels,1252,641,1275,641,1252,670,1275,670,23,29
38,"20220712_VIF_MockPNN_Strong_Scan1_[12864,50280]_component_data_17.tif",Blood_vessels,593,635,610,635,593,654,610,654,17,19
39,"20220712_VIF_MockPNN_Strong_Scan1_[12864,50280]_component_data_17.tif",Blood_vessels,1413,553,1442,553,1413,570,1442,570,29,17
40,"20220712_VIF_MockPNN_Strong_Scan1_[12864,50280]_component_data_17.tif",Blood_vessels,755,548,768,548,755,567,768,567,13,19
41,"20220712_VIF_MockPNN_Strong_Scan1_[12864,50280]_component_data_17.tif",Blood_vessels,424,541,434,541,424,554,434,554,10,13
42,"20220712_VIF_MockPNN_Strong_Scan1_[12864,50280]_component_data_17.tif",Blood_vessels,98,535,131,535,98,615,131,615,33,80
43,"20220712_VIF_MockPNN_Strong_Scan1_[12864,50280]_component_data_17.tif",Blood_vessels,1569,529,1599,529,1569,548,1599,548,30,19
44,"20220712_VIF_MockPNN_Strong_Scan1_[12864,50280]_component_data_17.tif",Blood_vessels,1069,520,1076,520,1069,535,1076,535,7,15
45,"20220712_VIF_MockPNN_Strong_Scan1_[12864,50280]_component_data_17.tif",Blood_vessels,1559,505,1599,505,1559,526,1599,526,40,21
46,"20220712_VIF_MockPNN_Strong_Scan1_[12864,50280]_component_data_17.tif",Blood_vessels,354,493,376,493,354,531,376,531,22,38
47,"20220712_VIF_MockPNN_Strong_Scan1_[12864,50280]_component_data_17.tif",Blood_vessels,1355,491,1370,491,1355,502,1370,502,15,11
48,"20220712_VIF_MockPNN_Strong_Scan1_[12864,50280]_component_data_17.tif",Blood_vessels,731,481,749,481,731,510,749,510,18,29
49,"20220712_VIF_MockPNN_Strong_Scan1_[12864,50280]_component_data_17.tif",Blood_vessels,1067,470,1080,470,1067,485,1080,485,13,15
50,"20220712_VIF_MockPNN_Strong_Scan1_[12864,50280]_component_data_17.tif",Blood_vessels,332,455,358,455,332,482,358,482,26,27
51,"20220712_VIF_MockPNN_Strong_Scan1_[12864,50280]_component_data_17.tif",Blood_vessels,750,441,760,441,750,462,760,462,10,21
52,"20220712_VIF_MockPNN_Strong_Scan1_[12864,50280]_component_data_17.tif",Blood_vessels,1136,425,1167,425,1136,454,1167,454,31,29
53,"20220712_VIF_MockPNN_Strong_Scan1_[12864,50280]_component_data_17.tif",Blood_vessels,1290,416,1299,416,1290,455,1299,455,9,39
54,"20220712_VIF_MockPNN_Strong_Scan1_[12864,50280]_component_data_17.tif",Blood_vessels,896,403,911,403,896,419,911,419,15,16
55,"20220712_VIF_MockPNN_Strong_Scan1_[12864,50280]_component_data_17.tif",Blood_vessels,320,388,338,388,320,454,338,454,18,66
56,"20220712_VIF_MockPNN_Strong_Scan1_[12864,50280]_component_data_17.tif",Blood_vessels,730,333,746,333,730,349,746,349,16,16
57,"20220712_VIF_MockPNN_Strong_Scan1_[12864,50280]_component_data_17.tif",Blood_vessels,1239,317,1261,317,1239,329,1261,329,22,12
58,"20220712_VIF_MockPNN_Strong_Scan1_[12864,50280]_component_data_17.tif",Blood_vessels,980,305,994,305,980,317,994,317,14,12
59,"20220712_VIF_MockPNN_Strong_Scan1_[12864,50280]_component_data_17.tif",Blood_vessels,926,268,937,268,926,278,937,278,11,10
60,"20220712_VIF_MockPNN_Strong_Scan1_[12864,50280]_component_data_17.tif",Blood_vessels,332,263,366,263,332,284,366,284,34,21
61,"20220712_VIF_MockPNN_Strong_Scan1_[12864,50280]_component_data_17.tif",Blood_vessels,559,241,582,241,559,262,582,262,23,21
62,"20220712_VIF_MockPNN_Strong_Scan1_[12864,50280]_component_data_17.tif",Blood_vessels,99,239,114,239,99,270,114,270,15,31
63,"20220712_VIF_MockPNN_Strong_Scan1_[12864,50280]_component_data_17.tif",Blood_vessels,655,222,709,222,655,245,709,245,54,23
64,"20220712_VIF_MockPNN_Strong_Scan1_[12864,50280]_component_data_17.tif",Blood_vessels,1206,211,1252,211,1206,251,1252,251,46,40
65,"20220712_VIF_MockPNN_Strong_Scan1_[12864,50280]_component_data_17.tif",Blood_vessels,86,190,94,190,86,214,94,214,8,24
66,"20220712_VIF_MockPNN_Strong_Scan1_[12864,50280]_component_data_17.tif",Blood_vessels,702,184,713,184,702,196,713,196,11,12
67,"20220712_VIF_MockPNN_Strong_Scan1_[12864,50280]_component_data_17.tif",Blood_vessels,680,159,701,159,680,182,701,182,21,23
68,"20220712_VIF_MockPNN_Strong_Scan1_[12864,50280]_component_data_17.tif",Blood_vessels,1030,157,1055,157,1030,186,1055,186,25,29
69,"20220712_VIF_MockPNN_Strong_Scan1_[12864,50280]_component_data_17.tif",Blood_vessels,501,70,514,70,501,94,514,94,13,24
70,"20220712_VIF_MockPNN_Strong_Scan1_[12864,50280]_component_data_17.tif",Blood_vessels,525,66,539,66,525,85,539,85,14,19
71,"20220712_VIF_MockPNN_Strong_Scan1_[12864,50280]_component_data_17.tif",Blood_vessels,732,59,759,59,732,91,759,91,27,32
72,"20220712_VIF_MockPNN_Strong_Scan1_[12864,50280]_component_data_17.tif",Blood_vessels,834,13,861,13,834,68,861,68,27,55
