Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to7,Feature log2 fold change topic 5to7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000157933,SKI,37,-0.2736,58,0.44952,53,0.34687,15,-1.8395,40,-0.1531,69,0.74904,86,1.11290
ENSG00000157916,RER1,44,-0.4776,45,-0.4459,71,0.30381,62,0.06931,34,-0.9325,110,1.00834,62,0.07380
ENSG00000157911,PEX10,5,-1.9351,11,-0.9081,17,-0.2646,17,-0.2909,30,0.74995,23,0.24029,34,0.88099
ENSG00000157870,PRXL2B,27,-0.7532,26,-0.8104,52,0.33413,52,0.36349,46,0.10768,30,-0.5827,43,-0.0159
ENSG00000158109,TPRG1L,212,-0.1259,138,-0.7961,283,0.37532,254,0.19736,242,0.09258,224,-0.0421,144,-0.7242
ENSG00000130764,LRRC47,64,-0.4675,79,-0.1518,100,0.26278,109,0.48430,73,-0.2937,83,-0.0701,52,-0.7819
ENSG00000116198,CEP104,31,-0.1936,57,0.81639,27,-0.4068,28,-0.4329,26,-0.4675,49,0.55094,55,0.73482
ENSG00000196581,AJAP1,51,-0.2554,92,0.69470,106,1.08759,43,-0.6022,28,-1.2507,96,0.75889,22,-1.4895
ENSG00000069424,KCNAB2,158,-0.5740,154,-0.6076,254,0.18938,267,0.32271,259,0.22897,208,-0.1431,161,-0.5394
ENSG00000116254,CHD5,505,0.88524,554,1.04618,314,0.11701,188,-0.8266,285,-0.0581,223,-0.4330,192,-0.6648
ENSG00000116251,RPL22,292,-0.8831,287,-0.9069,336,-0.7259,442,-0.2986,942,1.15751,381,-0.4738,837,0.78814
ENSG00000116237,ICMT,39,-0.3576,34,-0.5472,69,0.62155,61,0.45396,34,-0.5946,47,-0.0616,29,-0.8173
ENSG00000097021,ACOT7,278,0.00237,191,-0.5880,355,0.44571,432,0.96825,189,-0.6541,123,-1.2478,82,-1.8549
ENSG00000215788,TNFRSF25,7,-2.1480,61,1.10101,50,0.90042,13,-1.5427,25,-0.3498,68,1.30922,16,-1.0192
ENSG00000171680,PLEKHG5,31,0.43139,6,-1.9377,47,1.32958,11,-1.2827,31,0.50974,17,-0.5398,15,-0.6705
ENSG00000162408,NOL9,39,0.27487,31,-0.0641,40,0.38391,20,-0.8606,45,0.57466,27,-0.3000,30,-0.1057
ENSG00000162413,KLHL21,13,-1.5913,31,-0.3671,42,0.14652,49,0.47865,41,0.07975,42,0.13489,28,-0.4966
ENSG00000116273,PHF13,14,-0.6760,18,-0.2571,23,0.16854,16,-0.4813,22,0.05547,38,0.97143,23,0.16410
ENSG00000041988,THAP3,17,-0.2349,8,-1.2581,22,0.20516,24,0.43647,18,-0.1373,18,-0.1083,19,-0.0514
ENSG00000007923,DNAJC11,67,0.95280,38,0.01259,34,-0.1702,33,-0.2226,42,0.19567,28,-0.4343,27,-0.4942
ENSG00000171735,CAMTA1,709,0.78664,592,0.48504,319,-0.5440,469,0.13519,372,-0.2847,468,0.10390,264,-0.7859
ENSG00000049245,VAMP3,7,-1.5633,17,-0.2240,12,-0.8126,14,-0.6200,21,0.15693,28,0.57620,54,1.74969
ENSG00000049246,PER3,33,0.06207,31,-0.0161,15,-1.1501,21,-0.7541,31,-0.0267,67,1.25410,59,1.04373
ENSG00000116288,PARK7,146,-1.1134,115,-1.4725,257,-0.2710,416,0.69075,356,0.30716,290,-0.0558,281,-0.1054
ENSG00000116285,ERRFI1,39,0.26127,40,0.29439,29,-0.2317,44,0.61571,26,-0.4289,24,-0.4747,18,-0.8998
ENSG00000162426,SLC45A1,17,-0.6850,16,-0.7474,40,0.75672,31,0.31441,21,-0.4076,34,0.38465,10,-1.4516
ENSG00000142599,RERE,154,0.10252,189,0.43649,104,-0.5479,117,-0.4031,157,0.14859,173,0.29662,197,0.50044
ENSG00000074800,ENO1,264,-0.8541,225,-1.0988,472,0.05441,478,0.08376,400,-0.2375,707,0.70591,667,0.60789
ENSG00000171612,SLC25A33,21,-0.4299,3,-3.0183,29,0.06935,19,-0.6944,36,0.47961,25,-0.1546,69,1.51698
ENSG00000171603,CLSTN1,838,0.00435,629,-0.4446,1316,0.85085,881,0.10596,540,-0.7395,918,0.14954,454,-0.9433
ENSG00000178585,CTNNBIP1,23,-0.4214,10,-1.6656,23,-0.5121,36,0.33994,41,0.50342,31,0.00947,38,0.33892
ENSG00000162441,LZIC,50,-0.0545,58,0.17652,37,-0.5684,42,-0.4163,48,-0.1330,62,0.27426,106,1.17836
ENSG00000130939,UBE4B,62,0.43700,31,-0.6599,36,-0.4411,67,0.75040,43,-0.1433,27,-0.8555,38,-0.3258
ENSG00000054523,KIF1B,829,0.94690,673,0.59384,397,-0.2793,327,-0.6667,469,0.00866,406,-0.2179,510,0.14419
ENSG00000142657,PGD,41,-0.8233,41,-0.8242,68,-0.0508,112,1.05863,45,-0.7503,81,0.23664,43,-0.7596
ENSG00000241563,CORT,11,-2.3873,16,-1.8158,6,-3.3895,34,-0.7993,21,-1.4668,392,4.31686,9,-2.6874
ENSG00000160049,DFFA,37,-0.5784,67,0.35711,44,-0.3428,37,-0.6899,58,0.12757,60,0.18543,112,1.21627
ENSG00000142655,PEX14,16,-0.4718,12,-0.8942,30,0.54525,19,-0.2745,24,0.16197,24,0.17371,24,0.14682
ENSG00000120948,TARDBP,76,-0.2585,81,-0.1534,108,0.33763,105,0.31565,70,-0.4199,75,-0.2815,83,-0.1165
ENSG00000116649,SRM,24,-1.0600,31,-0.7064,60,0.37150,52,0.12473,46,-0.0967,47,-0.0566,67,0.49099
ENSG00000171824,EXOSC10,18,-0.9347,71,1.27230,25,-0.4411,26,-0.4629,31,-0.1179,54,0.82494,29,-0.1870
ENSG00000198793,MTOR,40,-0.3295,35,-0.4964,64,0.49378,52,0.10303,38,-0.4468,60,0.31354,45,-0.1263
ENSG00000116661,FBXO2,48,-1.7745,36,-2.2035,148,-0.0625,177,0.28421,174,0.21679,168,0.13939,266,0.89646
ENSG00000132879,FBXO44,71,-0.5528,86,-0.2608,138,0.57467,92,-0.1801,93,-0.1487,139,0.51059,78,-0.4070
ENSG00000177000,MTHFR,26,0.26174,34,0.65308,25,0.19060,14,-0.8733,26,0.27412,19,-0.2617,24,0.08730
ENSG00000011021,CLCN6,68,-0.2040,50,-0.6776,98,0.42832,88,0.26056,80,0.04898,70,-0.1515,44,-0.8784
ENSG00000116685,KIAA2013,19,-0.7454,41,0.42885,45,0.67966,28,-0.1859,19,-0.8017,19,-0.7438,50,0.76461
ENSG00000083444,PLOD1,7,-1.7170,15,-0.5722,21,-0.0656,14,-0.7489,17,-0.3800,57,1.62051,41,1.02272
ENSG00000116688,MFN2,136,0.03812,112,-0.2676,145,0.16155,156,0.33436,129,-0.0400,77,-0.8280,115,-0.2205
ENSG00000048707,VPS13D,114,0.49920,128,0.68876,99,0.30895,76,-0.1838,51,-0.8275,81,-0.0509,68,-0.3241
ENSG00000162496,DHRS3,18,-0.0108,6,-1.5906,10,-0.9569,8,-1.3366,13,-0.4943,45,1.52850,57,1.99792
ENSG00000116731,PRDM2,431,1.00331,380,0.78515,250,0.11494,131,-1.0646,220,-0.1140,234,-0.0047,204,-0.2207
ENSG00000189337,KAZN,99,0.37064,97,0.34324,60,-0.4595,107,0.65449,67,-0.2681,35,-1.2330,57,-0.4999
ENSG00000142634,EFHD2,142,0.19888,117,-0.1000,166,0.51776,132,0.10729,160,0.44089,13,-3.2900,56,-1.2354
ENSG00000116138,DNAJC16,56,0.30041,36,-0.3875,54,0.27012,49,0.10147,38,-0.3515,44,-0.0822,44,-0.0795
ENSG00000197312,DDI2,64,0.53544,46,0.00439,46,-0.0097,55,0.36426,37,-0.3679,25,-0.9064,40,-0.2348
ENSG00000116786,PLEKHM2,83,-0.2692,75,-0.4416,77,-0.4365,74,-0.5567,179,1.12929,68,-0.5918,132,0.46497
ENSG00000065526,SPEN,344,1.00504,413,1.32907,134,-0.5685,117,-0.8680,94,-1.1321,224,0.29189,268,0.58155
ENSG00000116809,ZBTB17,17,-0.3000,20,-0.0921,23,0.15505,14,-0.7844,21,-0.0044,27,0.40455,38,0.96908
ENSG00000037637,FBXO42,28,0.14182,28,0.13333,28,0.12581,31,0.34692,15,-0.9415,38,0.62624,13,-1.0427
ENSG00000055070,SZRD1,17,-0.6538,22,-0.2923,17,-0.6998,10,-1.6174,32,0.36425,32,0.29080,89,2.12739
ENSG00000159363,ATP13A2,76,-0.6614,72,-0.7515,116,-0.0167,164,0.72180,121,0.06245,122,0.06180,50,-1.2862
ENSG00000117118,SDHB,26,-1.3684,30,-1.2031,61,-0.1210,93,0.75654,67,0.03318,88,0.48318,40,-0.7620
ENSG00000117115,PADI2,7,-2.8338,39,-0.3921,15,-1.8981,24,-1.2580,46,-0.1171,67,0.48158,237,2.92111
ENSG00000179051,RCC2,26,-0.0472,14,-0.9946,27,-0.0149,30,0.24490,24,-0.1632,48,0.93329,15,-0.9230
ENSG00000117154,IGSF21,65,-0.1991,49,-0.6347,128,1.04981,53,-0.6079,81,0.18163,71,-0.0433,46,-0.7250
ENSG00000159423,ALDH4A1,2,-3.1718,5,-1.9909,8,-1.5029,10,-1.3473,36,1.04982,56,1.66716,48,1.38592
ENSG00000127481,UBR4,66,0.95391,114,1.94957,24,-0.7309,19,-1.1522,24,-0.7206,25,-0.5770,47,0.37776
ENSG00000127463,EMC1,23,-0.7833,39,0.00517,41,0.06501,45,0.27236,38,-0.0666,54,0.51126,23,-0.8162
ENSG00000053372,MRTO4,38,-0.2400,39,-0.2150,54,0.33333,43,-0.0693,47,0.10512,54,0.31686,28,-0.7286
ENSG00000053371,AKR7A2,30,0.09625,9,-1.7286,35,0.38600,16,-1.0404,21,-0.5375,78,1.70564,36,0.39437
ENSG00000077549,CAPZB,178,0.00205,122,-0.5846,180,0.02228,212,0.36498,151,-0.2807,195,0.14939,160,-0.1592
ENSG00000173436,MICOS10,89,-1.8702,98,-1.7159,182,-0.8643,354,0.31531,636,1.46514,187,-0.7498,269,-0.1914
ENSG00000158747,NBL1,181,-0.0935,129,-0.6152,266,0.59849,177,-0.1625,193,0.00508,179,-0.1142,176,-0.1364
ENSG00000169914,OTUD3,29,0.34512,30,0.37166,29,0.37778,23,-0.0477,23,-0.0576,19,-0.3265,8,-1.5664
ENSG00000162545,CAMK2N1,1079,-0.7353,878,-1.0486,1477,-0.2752,932,-1.1243,2953,1.01620,2762,0.76212,2671,0.70564
ENSG00000090432,MUL1,17,-0.4172,26,0.20773,29,0.43659,19,-0.2855,22,-0.0673,17,-0.4247,29,0.39199
ENSG00000183114,FAM43B,36,0.65181,24,-0.0070,22,-0.1666,28,0.33275,18,-0.5013,23,-0.0470,17,-0.5549
ENSG00000158828,PINK1,371,-0.3534,249,-0.9615,483,0.06955,589,0.49506,606,0.48305,221,-1.1435,324,-0.5628
ENSG00000244038,DDOST,11,-1.2681,11,-1.2587,38,0.64426,27,0.04916,23,-0.2352,45,0.83026,21,-0.3460
ENSG00000117245,KIF17,34,0.56369,12,-1.0153,24,0.01857,35,0.78445,24,0.01933,4,-2.4998,12,-1.0289
ENSG00000189410,SH2D5,34,-0.5591,25,-1.0061,83,1.01394,38,-0.4450,48,-0.0150,76,0.73250,21,-1.2427
ENSG00000127483,HP1BP3,411,0.72532,464,0.93283,218,-0.3237,204,-0.4848,197,-0.4898,268,0.02774,308,0.25449
ENSG00000075151,EIF4G3,547,1.06188,394,0.50856,270,-0.1116,298,0.07159,175,-0.8323,240,-0.2857,198,-0.5797
ENSG00000117298,ECE1,17,-0.0519,17,-0.0342,20,0.15840,11,-0.8106,12,-0.6760,24,0.47425,41,1.35874
ENSG00000076864,RAP1GAP,148,-0.0308,134,-0.1947,248,0.92785,167,0.20493,109,-0.5562,77,-1.0454,90,-0.8071
ENSG00000090686,USP48,106,0.51529,186,1.49542,71,-0.1282,55,-0.6215,44,-0.9201,68,-0.1896,88,0.22062
ENSG00000070831,CDC42,195,0.12394,131,-0.4955,222,0.37227,239,0.58658,128,-0.5804,112,-0.7460,131,-0.4962
ENSG00000133216,EPHB2,24,0.44309,21,0.24776,27,0.70204,12,-0.7672,19,0.10197,10,-0.9290,17,-0.0943
ENSG00000004487,KDM1A,85,0.24878,76,0.06212,100,0.57678,75,0.06905,48,-0.6908,68,-0.1099,50,-0.5925
ENSG00000169641,LUZP1,502,1.32428,349,0.69179,195,-0.2706,244,0.13636,138,-0.8394,136,-0.8025,121,-0.9706
ENSG00000125944,HNRNPR,200,0.74666,146,0.23482,118,-0.1182,109,-0.2790,88,-0.6156,152,0.29655,151,0.29008
ENSG00000142676,RPL11,149,-1.3932,161,-1.2732,234,-0.7683,325,-0.2466,613,0.95877,442,0.28947,640,0.90239
ENSG00000011007,ELOA,40,0.52778,38,0.45812,21,-0.5232,18,-0.8545,29,0.00779,45,0.75204,38,0.45791
ENSG00000057757,PITHD1,149,-0.2255,105,-0.7613,188,0.16436,224,0.56528,169,-0.0256,144,-0.2769,101,-0.8135
ENSG00000011009,LYPLA2,16,-0.6850,14,-0.8200,35,0.63756,29,0.36004,24,-0.0631,14,-0.8526,21,-0.2381
ENSG00000189266,PNRC2,52,-0.2742,30,-1.1040,66,0.13421,56,-0.1704,48,-0.4297,113,0.99407,85,0.52070
ENSG00000188529,SRSF10,64,-0.1480,97,0.51355,76,0.12980,67,-0.1114,58,-0.3487,70,-0.0274,79,0.16963
ENSG00000001461,NIPAL3,198,0.65624,194,0.62024,157,0.31370,109,-0.3618,84,-0.7539,91,-0.5749,158,0.29048
ENSG00000133226,SRRM1,253,0.35203,470,1.41527,153,-0.4849,133,-0.7786,166,-0.3480,259,0.38966,213,0.07643
ENSG00000169504,CLIC4,4,-2.4432,19,-0.2471,8,-1.6355,11,-1.2636,13,-0.8698,20,-0.2149,131,3.40653
ENSG00000117614,SYF2,123,-0.1236,99,-0.4619,106,-0.3952,139,0.08986,110,-0.3279,182,0.50622,211,0.74646
ENSG00000117616,RSRP1,20,-1.9935,216,1.78006,82,0.12843,59,-0.4808,36,-1.2552,119,0.71200,73,-0.0748
ENSG00000183726,TMEM50A,48,-0.5541,65,-0.0824,97,0.62516,58,-0.3384,46,-0.6886,109,0.75079,76,0.16370
ENSG00000204178,MACO1,99,0.44641,154,1.20100,72,-0.0701,74,-0.0290,43,-0.9142,66,-0.1855,52,-0.5629
ENSG00000117643,MAN1C1,28,-0.7908,32,-0.6067,70,0.74571,50,0.10230,43,-0.1468,67,0.55711,15,-1.7017
ENSG00000162430,SELENON,13,-1.2607,26,-0.1773,29,0.00877,17,-0.9488,32,0.13384,55,1.04244,54,0.99803
ENSG00000117640,MTFR1L,48,-0.7180,57,-0.4654,88,0.25719,98,0.52034,73,-0.0918,61,-0.3507,59,-0.4032
ENSG00000117632,STMN1,1439,0.20172,883,-0.5663,1441,0.22820,1640,0.53781,1234,-0.0483,641,-1.0546,722,-0.8741
ENSG00000158008,EXTL1,41,-0.2568,52,0.09019,74,0.75235,43,-0.2404,63,0.44885,11,-2.2656,32,-0.6443
ENSG00000175087,PDIK1L,17,-0.5800,28,0.22119,31,0.42695,33,0.58799,14,-0.9610,27,0.16256,10,-1.2908
ENSG00000142684,ZNF593,30,-0.1628,25,-0.4626,29,-0.2498,40,0.37302,33,-0.0231,42,0.33495,28,-0.3123
ENSG00000142669,SH3BGRL3,124,-0.2097,107,-0.4289,148,0.07462,142,0.00094,167,0.29977,127,-0.1645,143,0.02008
ENSG00000117682,DHDDS,9,-1.3129,29,0.54998,23,0.20746,17,-0.3226,19,-0.1523,40,1.05403,14,-0.6434
ENSG00000198830,HMGN2,74,-1.1185,100,-0.6573,109,-0.5666,121,-0.4335,150,-0.0257,292,1.07393,328,1.28072
ENSG00000117713,ARID1A,90,0.07126,124,0.57477,104,0.32345,60,-0.6762,74,-0.2603,109,0.37379,92,0.09405
ENSG00000204160,ZDHHC18,31,0.16142,31,0.18068,38,0.55321,24,-0.2589,28,0.00739,22,-0.3766,18,-0.6732
ENSG00000142751,GPN2,32,0.42362,34,0.51671,25,0.01933,22,-0.2066,18,-0.4910,25,0.04749,26,0.10820
ENSG00000090273,NUDC,188,-0.3812,130,-0.9524,215,-0.1957,248,0.06129,292,0.34877,334,0.52973,235,-0.0317
ENSG00000253368,TRNP1,30,-0.8442,33,-0.7442,34,-0.7294,92,1.25154,61,0.24739,17,-1.6592,36,-0.6074
ENSG00000090020,SLC9A1,23,0.11838,2,-3.1364,33,0.75781,29,0.58975,15,-0.5597,17,-0.4028,13,-0.7639
ENSG00000142784,WDTC1,21,-0.6586,38,0.23226,35,0.12904,33,0.00235,39,0.32473,16,-1.0695,37,0.20801
ENSG00000186501,TMEM222,39,-0.2969,36,-0.4061,73,0.83972,33,-0.6474,52,0.19774,48,0.04696,41,-0.1992
ENSG00000158195,WASF2,23,-0.7379,54,0.59391,22,-0.8395,14,-1.6753,15,-1.4798,68,0.98843,147,2.47555
ENSG00000126705,AHDC1,88,0.55433,80,0.39810,94,0.74752,44,-0.6673,54,-0.2482,53,-0.2460,39,-0.7150
ENSG00000126709,IFI6,148,0.21197,94,-0.4999,117,-0.1886,179,0.68089,85,-0.7107,123,-0.0822,122,-0.0940
ENSG00000009780,FAM76A,25,0.20590,35,0.76483,40,1.13595,13,-0.9385,11,-1.0704,16,-0.4454,23,0.07808
ENSG00000117758,STX12,92,-0.2663,69,-0.6979,130,0.32010,128,0.33269,104,-0.0747,80,-0.4773,103,-0.0883
ENSG00000117751,PPP1R8,25,-0.1371,25,-0.1508,31,0.19343,26,-0.1036,29,0.05142,24,-0.2113,32,0.24565
ENSG00000117748,RPA2,22,-1.0963,23,-1.0317,55,0.36068,51,0.25101,42,-0.0966,55,0.34718,46,0.03973
ENSG00000126698,DNAJC8,361,0.76987,257,0.20713,202,-0.1882,179,-0.4379,216,-0.0722,228,0.02093,258,0.21842
ENSG00000130770,ATP5IF1,236,-0.9083,178,-1.3344,349,-0.3367,585,0.68689,601,0.64552,252,-0.8091,341,-0.3390
ENSG00000204138,PHACTR4,24,0.10327,55,1.47106,9,-1.4803,14,-0.8622,15,-0.7439,19,-0.3251,64,1.73775
ENSG00000180098,TRNAU1AP,9,-0.9719,29,0.81240,13,-0.5355,19,0.17570,22,0.40669,16,-0.1555,12,-0.6046
ENSG00000198492,YTHDF2,112,0.22500,122,0.35847,135,0.59445,115,0.33477,56,-0.9128,53,-0.9398,58,-0.8010
ENSG00000116329,OPRD1,25,0.27261,22,0.07614,33,0.84583,26,0.39592,11,-1.0107,16,-0.4424,3,-2.9049
ENSG00000159023,EPB41,32,0.55562,55,1.52369,6,-2.0639,27,0.43302,24,0.11646,5,-2.0272,10,-1.1236
ENSG00000116350,SRSF4,105,0.35080,102,0.29359,65,-0.4610,83,-0.0308,83,-0.0331,69,-0.3095,109,0.40776
ENSG00000116353,MECR,21,-0.5045,28,-0.0679,31,0.10978,28,-0.0512,43,0.73620,21,-0.4753,16,-0.9067
ENSG00000060656,PTPRU,32,0.30577,39,0.61135,51,1.24149,13,-1.2143,14,-0.9964,36,0.47837,15,-0.8845
ENSG00000162511,LAPTM5,7,-1.8527,12,-1.1651,7,-2.1082,16,-0.9427,37,0.60038,30,0.19234,107,2.51410
ENSG00000162512,SDC3,89,-0.5677,101,-0.3816,147,0.24075,94,-0.5893,106,-0.3391,274,1.25780,164,0.38664
ENSG00000134644,PUM1,303,0.85192,219,0.31616,220,0.35769,136,-0.5337,165,-0.1476,157,-0.2110,123,-0.5874
ENSG00000060688,SNRNP40,25,0.27203,20,-0.0806,28,0.53883,21,0.00479,19,-0.1552,12,-0.8715,16,-0.4044
ENSG00000121766,ZCCHC17,171,0.27082,142,-0.0196,183,0.43402,121,-0.3391,127,-0.2208,154,0.10137,136,-0.0884
ENSG00000121769,FABP3,122,-0.0138,76,-0.7498,121,-0.0278,200,1.08668,122,-0.0052,31,-2.0914,36,-1.8369
ENSG00000162517,PEF1,48,-0.6823,32,-1.2695,87,0.28840,109,0.83266,70,-0.1132,51,-0.5888,45,-0.7851
ENSG00000084636,COL16A1,31,-0.4778,68,0.75678,67,0.86024,30,-0.6708,18,-1.4287,63,0.63243,47,0.15043
ENSG00000121753,ADGRB2,223,-0.1996,193,-0.4246,455,1.12864,180,-0.6411,204,-0.3687,370,0.61839,138,-0.9321
ENSG00000184007,PTP4A2,259,0.13218,257,0.11883,181,-0.4691,200,-0.3345,306,0.45339,83,-1.6034,448,1.04024
ENSG00000121774,KHDRBS1,128,0.01187,119,-0.1032,117,-0.1500,119,-0.1298,113,-0.2102,187,0.61831,150,0.25968
ENSG00000025800,KPNA6,83,-0.1638,110,0.29375,106,0.25473,96,0.10041,62,-0.6463,111,0.30822,79,-0.2407
ENSG00000084652,TXLNA,45,0.60034,36,0.27332,31,0.01120,25,-0.3528,23,-0.4555,21,-0.5457,50,0.78519
ENSG00000160050,CCDC28B,12,-0.6844,15,-0.4067,17,-0.1710,17,-0.2325,24,0.39365,36,1.02167,15,-0.4152
ENSG00000084623,EIF3I,96,-0.1775,73,-0.5908,99,-0.1352,139,0.54962,100,-0.1235,124,0.23002,70,-0.6620
ENSG00000175130,MARCKSL1,48,-1.9111,139,-0.3275,75,-1.3615,141,-0.3718,169,-0.0260,137,-0.3533,650,2.39241
ENSG00000160058,BSDC1,63,0.12502,75,0.42230,67,0.25235,53,-0.1588,59,0.03225,41,-0.5322,46,-0.3463
ENSG00000176261,ZBTB8OS,8,-2.3190,28,-0.4293,31,-0.3304,42,0.20389,60,0.87799,28,-0.4493,42,0.17094
ENSG00000162521,RBBP4,114,-0.2445,131,-0.0288,161,0.32941,148,0.20832,77,-0.9264,163,0.31212,143,0.10662
ENSG00000162522,KIAA1522,10,-1.1770,10,-1.2084,23,0.13478,16,-0.5754,40,1.18062,34,0.70144,10,-1.1152
ENSG00000134684,YARS,97,-0.2741,45,-1.4463,112,-0.0589,181,0.97698,102,-0.2175,106,-0.1356,56,-1.1243
ENSG00000160097,FNDC5,28,-0.4072,8,-2.1247,19,-1.0001,57,1.00796,39,0.13571,50,0.54290,21,-0.8045
ENSG00000121905,HPCA,72,-1.2245,56,-1.6055,239,0.73346,174,0.14955,176,0.15453,229,0.56824,64,-1.4142
ENSG00000121900,TMEM54,15,-1.1876,6,-2.4512,17,-1.1100,43,0.57941,67,1.39540,11,-1.5978,31,-0.0763
ENSG00000116514,RNF19B,30,0.35298,9,-1.4359,28,0.27882,28,0.36630,20,-0.3106,27,0.22778,14,-0.7503
ENSG00000004455,AK2,13,-1.1489,29,0.06792,24,-0.2633,25,-0.1666,29,0.07591,19,-0.6018,63,1.35534
ENSG00000142920,AZIN2,9,-1.1921,15,-0.4939,24,0.21475,30,0.72876,24,0.26732,5,-2.1982,16,-0.3849
ENSG00000160094,ZNF362,21,-0.0528,21,-0.0262,18,-0.2531,16,-0.5433,23,0.15101,28,0.41832,34,0.76265
ENSG00000134686,PHC2,39,-0.5178,43,-0.3921,49,-0.2104,65,0.32086,52,-0.1025,73,0.44920,56,0.02241
ENSG00000163866,SMIM12,55,-0.2104,36,-0.8506,72,0.24326,81,0.54314,48,-0.4673,85,0.48933,31,-1.0948
ENSG00000116544,DLGAP3,47,-0.1667,37,-0.5249,55,0.10507,26,-1.2139,68,0.48938,97,1.01287,66,0.38437
