Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to7,Feature log2 fold change topic 5to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9to12,Feature log2 fold change topic 9to12
ENSG00000215788,TNFRSF25,5,-2.5458,22,-0.3173,11,-1.3891,35,0.44122,57,1.16744,30,0.19859
ENSG00000171680,PLEKHG5,0,-8.2573,2,-3.2582,32,0.37700,29,0.26364,61,1.42706,23,-0.2095
ENSG00000162408,NOL9,14,-1.1091,34,0.18625,31,0.07777,30,-0.0031,19,-0.6722,35,0.34238
ENSG00000162413,KLHL21,21,-0.7665,30,-0.2432,38,0.11469,27,-0.4773,36,0.04777,45,0.53944
ENSG00000116273,PHF13,18,0.01624,17,-0.0421,17,-0.1110,12,-0.7427,30,0.83445,20,0.24962
ENSG00000041988,THAP3,3,-2.4898,13,-0.3973,24,0.66869,14,-0.3203,23,0.46334,18,0.14603
ENSG00000007923,DNAJC11,39,0.03816,25,-0.6025,42,0.20453,40,0.09314,26,-0.5510,40,0.10764
ENSG00000171735,CAMTA1,201,-0.9982,286,-0.4586,350,-0.1584,547,0.72746,286,-0.4599,375,-0.0555
ENSG00000049245,VAMP3,133,2.87751,38,0.50554,22,-0.3359,18,-0.7656,6,-2.1183,13,-1.3500
ENSG00000049246,PER3,62,1.32298,24,-0.1996,26,-0.0851,22,-0.3952,38,0.51368,22,-0.4670
ENSG00000116288,PARK7,177,-0.9124,336,0.07315,353,0.16800,265,-0.3591,297,-0.1198,385,0.41313
ENSG00000116285,ERRFI1,23,-0.1708,14,-0.8868,23,-0.2132,23,-0.2038,29,0.17595,33,0.49694
ENSG00000162426,SLC45A1,5,-2.4957,5,-2.7280,17,-0.9983,37,0.35989,57,0.99260,40,0.57455
ENSG00000142599,RERE,155,0.35448,150,0.29771,126,0.02833,148,0.35640,94,-0.4268,98,-0.4828
ENSG00000074800,ENO1,268,-0.7626,864,1.11025,359,-0.3395,330,-0.5270,439,0.00144,497,0.27730
ENSG00000171612,SLC25A33,25,-0.0382,52,1.12317,47,1.07734,16,-0.8535,15,-0.7941,19,-0.5769
ENSG00000171603,CLSTN1,235,-1.8280,239,-1.8024,516,-0.7047,780,-0.0172,1204,0.68532,1098,0.79787
ENSG00000178585,CTNNBIP1,30,-0.1623,19,-0.8526,40,0.34285,32,-0.0691,9,-1.8900,41,0.47220
ENSG00000162441,LZIC,90,0.78574,93,0.84805,57,0.04696,57,0.07880,22,-1.3743,43,-0.5211
ENSG00000130939,UBE4B,53,0.25684,41,-0.1393,43,-0.0716,37,-0.3736,37,-0.3064,53,0.37153
ENSG00000054523,KIF1B,597,0.49415,448,0.03587,396,-0.1741,512,0.30927,267,-0.7610,404,-0.1715
ENSG00000142657,PGD,63,0.09154,20,-1.6018,52,-0.2160,49,-0.3806,53,-0.1801,82,0.75475
ENSG00000241563,CORT,5,-2.9302,29,-0.4297,48,0.39200,79,1.64818,15,-1.3857,20,-1.2618
ENSG00000160049,DFFA,89,0.85340,106,1.14251,50,-0.0960,56,0.11228,42,-0.3495,32,-0.9760
ENSG00000142655,PEX14,2,-3.1712,12,-0.7633,19,-0.0547,24,0.34238,38,1.02818,19,-0.0594
ENSG00000120948,TARDBP,134,0.67265,73,-0.2845,66,-0.4850,91,0.05724,132,0.64320,79,-0.2423
ENSG00000271895,AL109811.2,3,-2.2337,6,-1.4549,8,-1.0790,22,0.58925,16,-0.0493,22,0.69712
ENSG00000116649,SRM,40,-0.6247,48,-0.3343,69,0.25729,51,-0.3099,106,0.92532,58,-0.0544
ENSG00000171824,EXOSC10,50,0.51515,51,0.54828,22,-0.7903,41,0.22565,35,-0.0293,33,-0.2102
ENSG00000198793,MTOR,16,-1.5376,39,-0.1526,37,-0.2942,43,-0.0105,54,0.32569,53,0.43240
ENSG00000116661,FBXO2,44,-2.0984,354,1.10790,250,0.59573,108,-0.9164,245,0.49680,172,-0.0908
ENSG00000132879,FBXO44,38,-1.4279,69,-0.5115,76,-0.4101,98,0.01704,142,0.61478,117,0.42783
ENSG00000116670,MAD2L2,30,0.94756,20,0.30234,16,-0.0274,11,-0.7096,29,0.87191,14,-0.4055
ENSG00000177000,MTHFR,15,-0.6695,29,0.38121,21,-0.1235,27,0.34264,17,-0.4427,22,-0.0534
ENSG00000011021,CLCN6,40,-0.8084,17,-2.0690,62,-0.1534,64,-0.1014,76,0.16544,91,0.69572
ENSG00000116685,KIAA2013,43,0.51096,28,-0.1579,25,-0.3568,25,-0.3832,42,0.45985,34,0.17116
ENSG00000083444,PLOD1,19,-0.0631,35,0.90960,12,-0.8083,14,-0.6263,25,0.35854,23,0.35228
ENSG00000116688,MFN2,63,-1.0678,114,-0.1590,120,-0.0845,104,-0.3561,122,-0.0516,165,0.63569
ENSG00000048707,VPS13D,60,-0.3881,75,-0.0348,45,-0.8839,66,-0.2927,89,0.23608,103,0.68216
ENSG00000162496,DHRS3,6,-1.5253,58,2.03458,15,-0.2709,17,-0.0203,23,0.45680,10,-1.0225
ENSG00000116731,PRDM2,161,-0.6540,152,-0.7432,182,-0.5116,406,1.07131,251,0.03113,202,-0.4062
ENSG00000189337,KAZN,111,0.50050,36,-1.2095,84,0.06384,76,-0.1214,64,-0.3539,91,0.25909
ENSG00000142634,EFHD2,72,-0.3477,72,-0.3561,46,-1.1096,60,-0.7343,15,-2.6193,163,1.58912
ENSG00000116138,DNAJC16,47,0.45408,25,-0.5370,26,-0.5022,20,-0.9587,48,0.50650,47,0.68597
ENSG00000197312,DDI2,33,-0.2966,38,-0.1092,30,-0.4807,43,0.13601,36,-0.1763,47,0.32704
ENSG00000116786,PLEKHM2,77,-0.5943,124,0.13369,205,1.09946,101,-0.2280,60,-0.9831,98,-0.3127
ENSG00000065526,SPEN,312,1.03251,231,0.53155,124,-0.4789,259,0.95140,92,-0.8912,81,-1.3614
ENSG00000116809,ZBTB17,32,0.51075,28,0.31605,23,0.00135,21,-0.2034,24,0.03152,21,-0.1722
ENSG00000037637,FBXO42,21,0.01109,3,-2.8934,17,-0.3752,28,0.56784,14,-0.6244,24,0.31819
ENSG00000055070,SZRD1,45,0.99006,33,0.48600,28,0.24989,25,0.02932,15,-0.7160,17,-0.6971
ENSG00000159363,ATP13A2,49,-1.3399,58,-1.0992,110,-0.1225,86,-0.5887,150,0.37807,171,0.89801
ENSG00000117118,SDHB,45,-0.6882,67,-0.0748,77,0.13996,67,-0.1056,75,0.08591,77,0.18267
ENSG00000117115,PADI2,270,3.25994,167,2.15264,27,-0.9621,7,-3.1505,12,-2.0832,14,-2.2290
ENSG00000179051,RCC2,16,-0.4513,6,-1.8541,22,0.00291,21,-0.1074,21,-0.0750,29,0.59600
ENSG00000074964,ARHGEF10L,13,-0.0949,15,0.05790,23,0.89772,7,-1.0852,7,-0.9188,16,0.30588
ENSG00000117154,IGSF21,29,-1.5232,53,-0.6395,59,-0.5110,59,-0.5486,162,1.15230,105,0.63710
ENSG00000159423,ALDH4A1,8,-0.7944,40,1.68207,31,1.40930,8,-0.9720,11,-0.4493,7,-1.2899
ENSG00000127481,UBR4,56,0.25576,72,0.67990,29,-0.7856,64,0.59593,35,-0.4449,39,-0.4103
ENSG00000127463,EMC1,18,-1.1040,42,0.20053,30,-0.3617,32,-0.2714,48,0.40801,45,0.45170
ENSG00000053372,MRTO4,21,-1.1030,36,-0.3373,46,0.05168,46,0.06877,35,-0.3741,53,0.39085
ENSG00000053371,AKR7A2,35,0.46392,52,1.12601,30,0.28035,15,-0.8956,32,0.34797,21,-0.4208
ENSG00000077549,CAPZB,118,-0.5656,164,-0.0584,162,-0.0838,174,0.04307,191,0.17942,181,0.13294
ENSG00000173436,MICOS10,278,-0.1937,298,-0.0848,521,0.92923,225,-0.6112,248,-0.3699,308,-0.0428
ENSG00000158747,NBL1,56,-1.1665,110,-0.1392,149,0.38078,78,-0.7741,120,0.00191,156,0.60315
ENSG00000169914,OTUD3,8,-1.5180,6,-1.8854,15,-0.6859,27,0.26407,24,0.04556,33,0.78612
ENSG00000162545,CAMK2N1,1012,-0.7317,1601,-0.0234,2953,1.11844,1906,0.31554,1956,0.29420,827,-1.2901
ENSG00000090432,MUL1,24,0.70833,4,-2.0310,14,-0.2080,11,-0.5637,17,0.17590,20,0.55907
ENSG00000183114,FAM43B,9,-1.1499,22,0.11435,11,-0.9811,7,-1.6644,3,-2.5558,41,2.01311
ENSG00000158828,PINK1,249,-0.9523,277,-0.7907,502,0.14405,371,-0.4077,339,-0.4817,642,0.78185
ENSG00000244038,DDOST,7,-2.0465,29,0.03592,15,-1.0458,28,-0.0725,45,0.71535,38,0.61886
ENSG00000117245,KIF17,2,-4.1432,9,-1.8763,24,-0.5261,21,-0.8077,21,-0.6574,62,1.79459
ENSG00000189410,SH2D5,2,-4.3446,3,-3.7568,47,0.15119,52,0.38564,70,0.79724,47,0.21564
ENSG00000127483,HP1BP3,385,0.64888,296,0.22635,176,-0.6353,347,0.61444,198,-0.4049,202,-0.4873
ENSG00000075151,EIF4G3,224,-0.3252,165,-0.7887,181,-0.7040,445,1.01837,276,0.00416,237,-0.3171
ENSG00000117298,ECE1,24,0.54806,55,1.97346,16,-0.0898,17,-0.0705,10,-0.8460,9,-1.2640
ENSG00000076864,RAP1GAP,59,-1.4470,62,-1.3628,95,-0.7904,124,-0.4002,171,0.16835,247,1.20582
ENSG00000090686,USP48,104,0.29401,56,-0.6633,42,-1.1605,133,0.90843,82,-0.0833,78,-0.2263
ENSG00000070831,CDC42,219,0.19535,146,-0.4371,125,-0.7221,143,-0.5586,196,0.02125,271,0.80149
ENSG00000133216,EPHB2,27,0.99532,3,-2.2900,13,-0.1621,10,-0.5574,15,0.12840,17,0.42482
ENSG00000004487,KDM1A,30,-1.0799,26,-1.2923,49,-0.3518,76,0.45560,80,0.44299,66,0.19359
ENSG00000169641,LUZP1,26,-3.0346,25,-3.0615,172,-0.2385,349,1.23828,120,-0.7714,203,0.05930
ENSG00000125944,HNRNPR,222,0.73091,140,-0.0060,117,-0.3114,152,0.14466,156,0.16629,120,-0.3252
ENSG00000125945,ZNF436,4,-2.0455,21,0.38866,11,-0.5924,16,-0.0267,42,1.55258,15,-0.2367
ENSG00000142676,RPL11,858,0.79202,1037,1.11417,754,0.65191,356,-0.7100,344,-0.6546,373,-0.6900
ENSG00000011007,ELOA,35,0.15416,40,0.37933,30,-0.1038,40,0.46858,27,-0.2349,24,-0.5231
ENSG00000057757,PITHD1,142,-0.3032,58,-1.6480,157,-0.1694,136,-0.4419,166,-0.0689,247,0.85807
ENSG00000011009,LYPLA2,17,-0.5601,25,0.00963,31,0.37146,16,-0.7385,30,0.29468,29,0.32847
ENSG00000117308,GALE,7,-1.0842,2,-2.6663,14,-0.0153,14,0.05290,12,-0.2889,19,0.73019
ENSG00000189266,PNRC2,45,-0.5390,102,0.76128,59,-0.1253,66,0.05400,99,0.69743,51,-0.4563
ENSG00000188529,SRSF10,138,1.01919,63,-0.2381,43,-0.8747,78,0.10506,77,0.06465,72,-0.0624
ENSG00000001461,NIPAL3,405,1.81441,125,-0.1658,67,-1.1913,124,-0.2070,81,-0.8314,137,-0.0244
ENSG00000133226,SRRM1,387,1.07182,276,0.50614,143,-0.5728,296,0.80359,146,-0.4928,107,-1.2054
ENSG00000169504,CLIC4,250,3.60723,91,1.39161,16,-1.4450,9,-2.4370,13,-1.6806,15,-1.7703
ENSG00000117614,SYF2,132,0.10120,229,0.99916,119,-0.0720,156,0.46363,105,-0.2597,79,-0.8936
ENSG00000117616,RSRP1,135,0.67803,85,-0.0726,37,-1.3976,105,0.32879,136,0.68503,80,-0.2205
ENSG00000183726,TMEM50A,110,0.72295,62,-0.1856,52,-0.5005,54,-0.4852,131,1.01909,68,-0.0626
ENSG00000204178,MACO1,83,0.48749,48,-0.3664,46,-0.4582,82,0.59426,53,-0.2054,52,-0.3188
ENSG00000117643,MAN1C1,13,-1.8121,19,-1.1928,34,-0.3975,45,0.08447,128,1.85896,38,-0.2529
ENSG00000162430,SELENON,35,0.51472,57,1.36188,21,-0.3187,17,-0.7011,45,0.95672,18,-0.6841
ENSG00000117640,MTFR1L,37,-0.8712,61,-0.0971,82,0.39838,54,-0.3557,96,0.61243,66,0.02389
ENSG00000117632,STMN1,1358,-0.1078,580,-1.4029,1235,-0.2783,1187,-0.3792,1199,-0.3007,2071,0.85377
ENSG00000158008,EXTL1,15,-1.7123,47,0.00918,52,0.17406,34,-0.5965,40,-0.2447,64,0.72914
ENSG00000142684,ZNF593,13,-1.5067,24,-0.6396,39,0.13623,32,-0.2235,23,-0.6799,50,0.75639
ENSG00000142669,SH3BGRL3,144,-0.2502,190,0.18471,167,-0.0238,115,-0.7019,156,-0.1269,215,0.55829
ENSG00000158062,UBXN11,14,-0.5070,14,-0.4846,28,0.64758,21,0.15502,21,0.12769,16,-0.3677
ENSG00000117682,DHDDS,8,-1.3264,30,0.64777,15,-0.4909,13,-0.7715,18,-0.1543,28,0.86646
ENSG00000198830,HMGN2,321,1.30557,296,1.16292,133,-0.1587,96,-0.7495,125,-0.2352,113,-0.5217
ENSG00000117713,ARID1A,105,0.59809,90,0.33755,53,-0.5302,81,0.22606,75,0.04699,62,-0.3058
ENSG00000204160,ZDHHC18,17,-0.1509,15,-0.2724,24,0.48893,17,-0.1813,5,-1.8764,21,0.31700
ENSG00000142751,GPN2,15,-0.5245,16,-0.4170,20,-0.1406,21,-0.0187,25,0.22479,24,0.29154
ENSG00000090273,NUDC,205,-0.4053,185,-0.5574,374,0.61325,261,-0.0366,227,-0.2422,260,-0.0434
ENSG00000253368,TRNP1,5,-3.2881,26,-1.0674,73,0.60177,53,0.04887,29,-0.8750,65,0.49116
ENSG00000090020,SLC9A1,2,-2.8057,4,-2.2425,24,0.52066,6,-1.6996,19,0.06234,31,1.38076
ENSG00000142784,WDTC1,25,-0.0925,20,-0.4259,38,0.62612,21,-0.4480,21,-0.3576,29,0.16723
ENSG00000186501,TMEM222,49,0.22466,26,-0.7318,44,0.05646,30,-0.6162,45,0.07381,53,0.49851
ENSG00000158195,WASF2,175,2.49526,151,2.17641,37,-0.2235,22,-1.1523,6,-2.8366,10,-2.5106
ENSG00000126705,AHDC1,21,-1.2082,34,-0.5056,27,-0.9009,61,0.51071,56,0.28810,54,0.31399
ENSG00000126709,IFI6,100,-0.7209,97,-0.7777,147,-0.1457,70,-1.4454,71,-1.2324,288,1.57283
ENSG00000009780,FAM76A,25,0.03638,53,1.28281,13,-0.9510,23,-0.1012,35,0.60998,20,-0.3560
ENSG00000117758,STX12,112,0.05597,141,0.42391,91,-0.2930,87,-0.4032,101,-0.1073,125,0.32724
ENSG00000117751,PPP1R8,51,1.00061,24,-0.2179,29,0.09720,23,-0.2963,30,0.16036,24,-0.2802
ENSG00000117748,RPA2,29,-0.5958,53,0.32449,29,-0.6595,30,-0.6808,86,1.10597,51,0.37211
ENSG00000126698,DNAJC8,264,0.09949,265,0.10606,243,-0.0340,326,0.55445,180,-0.4996,200,-0.4375
ENSG00000130770,ATP5IF1,247,-1.1341,189,-1.5281,712,0.57290,465,-0.2027,630,0.31202,581,0.25922
ENSG00000204138,PHACTR4,104,1.92053,102,1.89677,17,-1.0721,33,-0.0047,15,-1.1518,11,-1.9368
ENSG00000180098,TRNAU1AP,37,0.92756,16,-0.4213,11,-1.0014,22,0.10608,19,-0.0986,22,0.14410
ENSG00000120656,TAF12,20,0.41044,13,-0.2437,15,0.04097,13,-0.3099,11,-0.5193,17,0.28574
ENSG00000198492,YTHDF2,91,-0.0301,49,-0.9875,69,-0.5000,101,0.16006,115,0.33469,105,0.27096
ENSG00000116329,OPRD1,0,-7.6516,0,-6.7522,16,-0.0787,22,0.58911,35,1.21672,16,-0.0147
ENSG00000159023,EPB41,7,-1.6228,7,-1.6997,22,0.00768,38,1.19538,11,-1.0305,19,-0.2142
ENSG00000116350,SRSF4,101,0.38694,86,0.13533,70,-0.2135,87,0.18922,86,0.13100,69,-0.2922
ENSG00000116353,MECR,10,-1.7353,17,-0.9312,30,-0.0508,31,0.00865,22,-0.5427,43,0.74672
ENSG00000060656,PTPRU,13,-0.5694,6,-1.7171,10,-0.9531,12,-0.8212,19,0.05207,33,1.44732
ENSG00000162512,SDC3,53,-0.3940,150,1.29438,65,-0.0846,74,0.14539,93,0.48380,43,-0.8929
ENSG00000134644,PUM1,125,-0.3502,134,-0.2404,144,-0.1431,166,0.10858,177,0.19370,165,0.10744
ENSG00000121766,ZCCHC17,145,-0.0459,99,-0.6312,130,-0.2262,192,0.50988,189,0.37441,130,-0.2895
ENSG00000121769,FABP3,42,-1.0623,23,-1.9622,81,-0.0729,72,-0.3035,60,-0.5242,129,1.02090
ENSG00000162517,PEF1,21,-1.6795,39,-0.7383,65,0.02207,55,-0.2777,92,0.57316,80,0.51730
ENSG00000084636,COL16A1,91,1.61979,89,1.57402,11,-1.7558,22,-0.7999,47,0.48990,25,-0.6724
ENSG00000121753,ADGRB2,56,-1.9679,91,-1.2488,191,-0.1325,170,-0.3674,427,1.18946,254,0.46954
ENSG00000184007,PTP4A2,837,1.87142,547,1.10232,228,-0.3435,237,-0.3078,150,-0.9474,162,-1.0569
ENSG00000121774,KHDRBS1,168,0.23985,164,0.20418,113,-0.4210,147,0.02888,213,0.62258,131,-0.2104
ENSG00000025800,KPNA6,100,-0.0688,81,-0.3991,71,-0.6481,143,0.63983,124,0.26391,95,-0.2064
ENSG00000084652,TXLNA,28,-0.0539,24,-0.2351,27,-0.0869,24,-0.3441,35,0.31557,33,0.29185
ENSG00000160050,CCDC28B,14,-0.3504,44,1.45744,24,0.44623,11,-0.9043,25,0.46398,14,-0.5321
ENSG00000084623,EIF3I,85,-0.2509,73,-0.4875,99,-0.0031,78,-0.4405,126,0.37010,119,0.41164
ENSG00000175130,MARCKSL1,829,3.29243,333,1.36174,97,-0.6773,52,-1.7475,23,-2.7330,54,-1.8130
ENSG00000160058,BSDC1,67,0.38015,53,0.01190,42,-0.3912,46,-0.2502,63,0.28691,57,0.16478
ENSG00000160062,ZBTB8A,11,-0.6140,21,0.31823,15,-0.1617,21,0.39034,35,1.14941,11,-0.8379
ENSG00000176261,ZBTB8OS,34,-0.3722,45,0.08931,62,0.64958,31,-0.5926,37,-0.2189,45,0.13158
ENSG00000162521,RBBP4,94,-0.1919,123,0.22169,77,-0.5537,126,0.32559,101,-0.0809,108,0.02200
ENSG00000162522,KIAA1522,4,-2.6959,8,-1.5959,40,0.87532,29,0.29367,32,0.43611,21,-0.2990
ENSG00000134684,YARS,71,-0.8407,49,-1.3952,110,-0.1771,107,-0.2466,160,0.42912,161,0.64971
ENSG00000160097,FNDC5,3,-3.1911,14,-1.1641,54,1.01977,21,-0.7008,14,-1.1950,42,0.73541
ENSG00000121905,HPCA,14,-3.5269,38,-2.0980,164,0.10865,140,-0.1760,209,0.49209,209,0.72678
ENSG00000121900,TMEM54,20,-0.6981,37,0.19026,55,0.96186,26,-0.3931,12,-1.4651,33,0.03209
ENSG00000116514,RNF19B,5,-1.9180,11,-0.7508,15,-0.3689,20,0.18948,27,0.62612,22,0.37094
ENSG00000004455,AK2,65,1.26223,40,0.44835,38,0.38255,13,-1.3845,14,-1.1927,32,0.12178
ENSG00000142920,AZIN2,11,-0.8297,11,-0.8109,9,-1.1539,18,-0.0816,22,0.23445,27,0.90447
ENSG00000160094,ZNF362,18,-0.2205,39,1.05643,19,-0.1047,19,-0.1315,13,-0.6425,20,-0.0645
ENSG00000134686,PHC2,55,0.21118,37,-0.3853,52,0.12413,32,-0.7482,43,-0.1667,61,0.53577
ENSG00000163866,SMIM12,23,-1.3984,25,-1.2811,63,0.13605,46,-0.4535,71,0.31720,79,0.72751
ENSG00000116544,DLGAP3,13,-1.5508,21,-0.8781,70,1.14420,34,-0.1807,73,1.05417,26,-0.7417
ENSG00000163867,ZMYM6,15,-0.6660,11,-1.1016,21,-0.1915,28,0.36333,30,0.41404,24,0.09411
ENSG00000116560,SFPQ,381,0.63231,328,0.38882,183,-0.5721,312,0.38520,276,0.11376,200,-0.5189
ENSG00000146463,ZMYM4,41,-0.5847,84,0.52072,68,0.20446,73,0.37069,44,-0.5000,50,-0.3726
ENSG00000142687,KIAA0319L,50,-0.5092,57,-0.3188,53,-0.4730,78,0.21267,85,0.31515,77,0.20633
ENSG00000020129,NCDN,111,-2.4355,145,-2.0436,445,-0.3921,520,-0.1414,1363,1.48120,665,0.38586
ENSG00000126067,PSMB2,65,-0.5079,52,-0.8376,65,-0.5400,72,-0.4109,128,0.56187,122,0.72107
ENSG00000142686,C1orf216,28,-2.0795,15,-2.9593,107,-0.0649,121,0.17122,127,0.21493,146,0.64346
ENSG00000092847,AGO1,47,0.15461,50,0.23866,41,-0.0694,39,-0.1458,29,-0.5812,46,0.18453
ENSG00000126070,AGO3,97,1.13320,58,0.28171,34,-0.5705,67,0.65702,37,-0.4184,30,-0.9348
ENSG00000116863,ADPRHL2,37,0.92856,13,-0.6769,12,-0.9003,14,-0.6931,24,0.22936,27,0.62083
ENSG00000054116,TRAPPC3,23,-0.9858,13,-1.7555,45,0.02848,40,-0.1780,74,0.82950,52,0.37767
ENSG00000116871,MAP7D1,296,0.53808,158,-0.4544,225,0.10529,180,-0.2993,292,0.51828,200,-0.1155
ENSG00000054118,THRAP3,157,-0.1375,137,-0.3488,150,-0.2227,273,0.99102,146,-0.2527,124,-0.6524
ENSG00000196182,STK40,13,-0.2409,12,-0.3050,19,0.43184,14,-0.1550,17,0.23061,14,-0.0822
ENSG00000181817,LSM10,36,-0.0787,26,-0.6050,48,0.38979,25,-0.7509,46,0.28679,45,0.36405
ENSG00000116885,OSCP1,6,-1.6026,14,-0.4266,15,-0.3055,19,0.04620,33,0.92570,20,0.20102
ENSG00000116898,MRPS15,22,-1.3459,58,0.08555,56,0.02952,41,-0.5483,53,-0.0626,73,0.66533
