Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to8,Feature log2 fold change topic 5to8,Feature count topic 9to11,Feature log2 fold change topic 9to11
ENSG00000177133,PRDM16-DT,0,-4.4892,26,0.68758,35,1.45523,4,-2.3374,23,0.68820
ENSG00000158109,TPRG1L,34,-2.1128,43,-1.7508,147,0.12957,175,0.61631,143,0.09542
ENSG00000116213,WRAP73,14,0.29223,12,0.11178,5,-1.3865,13,0.23555,13,0.27994
ENSG00000130764,LRRC47,35,-0.4722,20,-1.3603,36,-0.4854,61,0.57450,53,0.18270
ENSG00000116198,CEP104,81,1.93453,33,0.37923,11,-1.3645,15,-1.1319,31,0.34143
ENSG00000198912,C1orf174,11,-0.1036,13,0.15742,9,-0.3196,12,0.04705,12,0.13836
ENSG00000196581,AJAP1,14,-1.3183,9,-1.8874,25,-0.4863,29,-0.3053,59,1.31116
ENSG00000069424,KCNAB2,25,-2.5576,36,-2.0580,168,0.33211,176,0.56396,145,0.07620
ENSG00000116254,CHD5,31,-2.4961,52,-1.7480,156,-0.0953,135,-0.4394,294,1.32857
ENSG00000116251,RPL22,739,0.53644,887,0.84346,743,0.62177,422,-0.4879,344,-0.8032
ENSG00000116237,ICMT,23,-0.4188,2,-3.5149,17,-0.9787,34,0.22729,47,0.94692
ENSG00000097021,ACOT7,36,-2.6709,20,-3.5386,111,-1.0808,382,1.70531,180,-0.3267
ENSG00000171680,PLEKHG5,0,-8.2832,5,-1.5741,15,-0.0745,23,0.92591,16,-0.0023
ENSG00000162408,NOL9,20,0.04555,24,0.34788,18,-0.1501,11,-1.1275,30,0.94573
ENSG00000162413,KLHL21,35,0.98206,19,-0.0292,14,-0.4720,15,-0.4633,22,0.29228
ENSG00000041988,THAP3,19,0.46181,14,-0.0829,13,-0.1832,20,0.76670,7,-1.2518
ENSG00000007923,DNAJC11,26,-0.0726,26,-0.0284,21,-0.3993,30,0.24279,27,0.02576
ENSG00000171735,CAMTA1,123,-1.4409,114,-1.5564,307,-0.0483,290,-0.1828,486,0.94859
ENSG00000049245,VAMP3,180,2.94548,83,1.33659,20,-1.0445,11,-2.2434,21,-0.9956
ENSG00000049246,PER3,55,0.91358,59,1.01424,28,-0.1856,14,-1.5518,40,0.50215
ENSG00000116288,PARK7,216,-0.7076,219,-0.6869,356,0.07881,468,0.79914,244,-0.6290
ENSG00000116285,ERRFI1,29,0.57251,17,-0.2540,9,-1.1974,27,0.77258,15,-0.4889
ENSG00000162426,SLC45A1,12,-1.2111,0,-6.4609,16,-0.8654,39,0.84378,35,0.47376
ENSG00000142599,RERE,121,0.31008,130,0.43587,80,-0.3675,73,-0.6433,130,0.55833
ENSG00000074800,ENO1,350,-0.6070,773,0.65577,480,-0.1280,560,0.18974,452,-0.2580
ENSG00000171612,SLC25A33,22,-0.6339,43,0.43419,57,1.03436,23,-0.7164,30,-0.1729
ENSG00000171603,CLSTN1,153,-2.0422,201,-1.6358,324,-0.9967,796,0.76260,760,0.53888
ENSG00000178585,CTNNBIP1,29,-0.0697,35,0.20269,31,0.02140,35,0.28735,24,-0.4540
ENSG00000162441,LZIC,95,1.05044,83,0.81289,39,-0.4089,39,-0.5119,46,-0.1735
ENSG00000130939,UBE4B,49,0.41768,13,-1.5972,14,-1.6312,43,0.31657,51,0.63153
ENSG00000054523,KIF1B,399,0.43376,448,0.62482,241,-0.4044,234,-0.5641,363,0.35981
ENSG00000142657,PGD,52,0.09360,39,-0.3426,29,-0.8492,58,0.37803,53,0.15489
ENSG00000175279,CENPS,11,-0.3367,2,-2.4501,19,0.55596,20,0.97491,6,-1.2845
ENSG00000241563,CORT,0,-6.8299,297,2.35716,22,-2.0663,114,0.92243,26,-1.9224
ENSG00000160049,DFFA,83,0.84940,38,-0.3908,41,-0.2972,38,-0.5145,61,0.44271
ENSG00000142655,PEX14,12,-0.5852,10,-0.9592,10,-0.9646,24,0.63018,21,0.30784
ENSG00000120948,TARDBP,103,0.45965,117,0.66648,56,-0.5444,73,-0.1315,76,-0.0411
ENSG00000271895,AL109811.2,10,-0.2311,12,0.03355,7,-0.9723,12,0.02676,16,0.57846
ENSG00000116649,SRM,42,-0.4906,29,-1.0491,58,-0.0079,79,0.76324,46,-0.4610
ENSG00000171824,EXOSC10,42,0.39359,37,0.22352,23,-0.5646,23,-0.6982,47,0.75917
ENSG00000198793,MTOR,26,-0.7700,14,-1.6356,30,-0.5901,53,0.51882,52,0.42347
ENSG00000116661,FBXO2,108,-0.9763,298,0.62116,227,0.19497,256,0.56932,116,-1.0131
ENSG00000132879,FBXO44,24,-1.5622,18,-1.9596,63,-0.1087,89,0.70535,71,0.11610
ENSG00000177000,MTHFR,6,-1.2528,15,0.02569,9,-0.8094,14,-0.1218,22,0.89280
ENSG00000011021,CLCN6,31,-0.6046,13,-1.8654,31,-0.6825,48,0.10600,69,0.88492
ENSG00000116685,KIAA2013,52,1.14853,14,-0.9270,19,-0.5475,24,-0.2217,29,0.24531
ENSG00000083444,PLOD1,34,1.29566,27,0.87916,11,-0.5070,13,-0.3742,11,-0.5283
ENSG00000116688,MFN2,60,-0.6118,74,-0.2745,77,-0.2516,107,0.43729,87,-0.0293
ENSG00000048707,VPS13D,53,-0.4159,36,-0.9935,54,-0.4235,75,0.16146,90,0.52452
ENSG00000162496,DHRS3,25,0.43705,59,1.92421,22,0.27945,11,-1.1354,13,-0.7071
ENSG00000116731,PRDM2,132,-0.5704,129,-0.6096,167,-0.2271,154,-0.4616,296,0.96464
ENSG00000189337,KAZN,86,0.43395,49,-0.4428,53,-0.3727,73,0.25930,62,-0.0953
ENSG00000142634,EFHD2,26,-1.5055,55,-0.3964,71,0.01831,55,-0.5237,111,0.99214
ENSG00000116138,DNAJC16,25,-0.1841,14,-1.0670,15,-1.0574,33,0.36001,37,0.54711
ENSG00000197312,DDI2,32,0.20199,17,-0.7417,17,-0.8619,28,-0.0600,39,0.69279
ENSG00000116786,PLEKHM2,53,-0.5543,44,-0.8402,146,1.26430,67,-0.2697,60,-0.4639
ENSG00000065526,SPEN,209,0.96637,190,0.79947,56,-1.2042,74,-0.9308,158,0.64552
ENSG00000116809,ZBTB17,17,-0.0038,17,-0.0089,15,-0.1615,18,0.18646,16,-0.1005
ENSG00000037637,FBXO42,16,-0.3502,6,-1.7626,9,-1.2880,22,0.16403,32,0.97830
ENSG00000055070,SZRD1,40,1.09310,47,1.38067,24,0.25761,8,-1.7962,20,-0.0463
ENSG00000219481,NBPF1,29,1.30954,21,0.74505,9,-0.6050,7,-1.1687,16,0.37826
ENSG00000159363,ATP13A2,22,-2.1757,35,-1.4813,78,-0.2955,141,1.13898,79,-0.3018
ENSG00000117118,SDHB,69,-0.2770,47,-0.8608,74,-0.1662,120,0.98290,53,-0.8131
ENSG00000117115,PADI2,320,3.22087,159,1.65473,29,-1.1767,7,-3.5556,31,-1.1777
ENSG00000179051,RCC2,22,0.26521,8,-1.3368,13,-0.6646,22,0.36903,21,0.24080
ENSG00000074964,ARHGEF10L,5,-1.1357,10,-0.1490,14,0.33331,16,0.74181,7,-0.9100
ENSG00000117154,IGSF21,16,-2.1589,26,-1.4876,49,-0.5768,82,0.41423,96,0.71920
ENSG00000159423,ALDH4A1,12,-0.7388,43,1.26306,35,1.03564,9,-1.5078,20,-0.0227
ENSG00000127481,UBR4,36,0.02032,39,0.12560,17,-1.1765,31,-0.2935,53,0.84250
ENSG00000127463,EMC1,22,-0.1737,14,-0.8684,13,-0.9677,31,0.54667,28,0.25838
ENSG00000053372,MRTO4,28,-0.4667,10,-1.9273,38,-0.0037,40,0.12320,47,0.47001
ENSG00000053371,AKR7A2,45,0.57984,71,1.36188,30,-0.0789,29,-0.1793,18,-1.0174
ENSG00000077549,CAPZB,152,-0.2641,94,-0.9973,164,-0.1656,216,0.43217,182,0.01450
ENSG00000173436,MICOS10,145,-1.2229,308,-0.0661,504,0.84525,361,0.27246,209,-0.7917
ENSG00000158747,NBL1,29,-2.1590,93,-0.4350,130,0.10795,142,0.34890,132,0.15670
ENSG00000169914,OTUD3,7,-1.1786,4,-1.8987,13,-0.3439,17,0.27050,21,0.67526
ENSG00000162545,CAMK2N1,1237,-0.3908,1039,-0.6591,2902,1.16419,1530,-0.0820,1085,-0.7094
ENSG00000090432,MUL1,19,0.03410,26,0.51718,7,-1.5247,21,0.30179,20,0.17161
ENSG00000183114,FAM43B,1,-4.1132,7,-1.4559,14,-0.5792,19,-0.1060,36,1.31582
ENSG00000158828,PINK1,146,-1.6345,265,-0.7376,444,0.06929,574,0.74687,365,-0.2988
ENSG00000244038,DDOST,21,-0.7151,30,-0.1850,22,-0.7221,36,0.15837,43,0.54482
ENSG00000117245,KIF17,1,-3.2168,1,-3.2352,14,-0.1645,20,0.68892,19,0.41869
ENSG00000189410,SH2D5,0,-4.9947,2,-3.1014,24,0.24914,37,1.55979,11,-1.0997
ENSG00000127483,HP1BP3,339,0.77841,329,0.72683,158,-0.4918,152,-0.6831,241,0.27858
ENSG00000075151,EIF4G3,214,-0.3862,137,-1.0666,126,-1.2822,327,0.41979,369,0.62485
ENSG00000117298,ECE1,25,0.86308,40,1.68390,10,-0.5601,9,-0.8947,13,-0.2727
ENSG00000162551,ALPL,3,-2.0181,2,-2.1124,11,-0.0141,12,0.04941,17,0.83811
ENSG00000076864,RAP1GAP,21,-2.3174,21,-2.2609,78,-0.3728,111,0.30804,143,0.82461
ENSG00000090686,USP48,123,0.78989,70,-0.1153,34,-1.3229,66,-0.2976,103,0.64183
ENSG00000070831,CDC42,214,0.15208,119,-0.7569,113,-0.8996,246,0.57825,197,0.03316
ENSG00000173372,C1QA,7,-1.1022,22,0.67111,37,1.92037,6,-1.7223,11,-0.4648
ENSG00000173369,C1QB,6,-1.6679,40,1.20931,44,1.66698,13,-0.7875,8,-1.4695
ENSG00000133216,EPHB2,38,1.66191,5,-1.4047,8,-0.9844,11,-0.5248,17,0.44521
ENSG00000004487,KDM1A,38,-0.6262,22,-1.4504,35,-0.7796,64,0.27856,79,0.70795
ENSG00000169641,LUZP1,39,-1.9316,49,-1.6100,100,-0.5923,184,0.65995,176,0.45682
ENSG00000125944,HNRNPR,193,0.65687,166,0.41083,74,-0.9116,115,-0.2374,148,0.28992
ENSG00000117318,ID3,32,0.84230,124,3.78854,11,-0.9255,1,-3.9675,9,-1.3553
ENSG00000142676,RPL11,860,0.77077,1007,1.04180,663,0.38462,432,-0.4606,325,-0.9217
ENSG00000011007,ELOA,59,1.32323,34,0.39496,15,-0.9823,18,-0.8235,33,0.44820
ENSG00000057757,PITHD1,89,-0.5079,46,-1.4807,116,-0.1081,169,0.80971,103,-0.3415
ENSG00000011009,LYPLA2,11,-0.9136,5,-2.1286,18,-0.1862,27,0.67250,21,0.10354
ENSG00000117308,GALE,5,-1.4239,0,-4.6750,7,-0.8850,19,1.00710,15,0.31566
ENSG00000117305,HMGCL,21,0.75560,23,0.87821,12,-0.1790,13,-0.0443,9,-0.7759
ENSG00000189266,PNRC2,79,0.60666,70,0.40168,49,-0.1974,54,-0.0165,45,-0.3459
ENSG00000188529,SRSF10,108,0.70850,60,-0.2294,52,-0.5042,52,-0.6039,95,0.66115
ENSG00000001460,STPG1,8,-0.5459,6,-0.9116,8,-0.5214,16,0.98409,9,-0.4044
ENSG00000001461,NIPAL3,319,1.44912,101,-0.4484,68,-1.1273,111,-0.4212,161,0.36594
ENSG00000133226,SRRM1,370,1.18544,228,0.36763,114,-0.7890,128,-0.7295,220,0.39457
ENSG00000169504,CLIC4,281,3.74798,100,1.36468,14,-1.8016,6,-3.4713,18,-1.5575
ENSG00000117614,SYF2,166,0.70480,146,0.49476,114,0.10863,91,-0.3520,92,-0.2973
ENSG00000117616,RSRP1,142,0.89472,50,-0.7617,30,-1.6158,48,-1.0900,154,1.46293
ENSG00000183726,TMEM50A,128,0.88141,71,-0.0688,46,-0.8135,81,0.20811,67,-0.1890
ENSG00000204178,MACO1,62,0.31028,31,-0.7929,23,-1.2966,43,-0.3764,84,1.10521
ENSG00000117643,MAN1C1,11,-1.6635,4,-2.9330,25,-0.5180,56,1.33056,29,-0.3082
ENSG00000162430,SELENON,27,0.42499,34,0.81997,23,0.16986,12,-1.0414,24,0.28961
ENSG00000117640,MTFR1L,39,-0.4104,35,-0.5664,42,-0.3073,52,0.09315,62,0.43115
ENSG00000117632,STMN1,1292,-0.0505,391,-1.8664,895,-0.6776,1873,0.86838,1236,-0.1492
ENSG00000158008,EXTL1,4,-3.0280,3,-3.5354,35,0.12278,36,0.27058,45,0.68712
ENSG00000142684,ZNF593,26,-0.8920,21,-1.1622,48,0.07905,59,0.60181,42,-0.1580
ENSG00000142669,SH3BGRL3,136,-0.4585,112,-0.7571,187,0.03992,231,0.57206,155,-0.3199
ENSG00000158062,UBXN11,4,-1.9668,10,-0.7158,24,0.73596,21,0.61655,10,-0.7672
ENSG00000117682,DHDDS,8,-1.1866,9,-0.8876,12,-0.5642,22,0.66592,19,0.19586
ENSG00000198830,HMGN2,347,1.40776,319,1.25172,148,-0.0316,87,-1.0971,115,-0.5085
ENSG00000117713,ARID1A,85,0.49897,60,-0.0640,55,-0.1942,45,-0.6854,83,0.61037
ENSG00000204160,ZDHHC18,6,-1.2144,6,-1.0831,11,-0.3809,12,-0.2890,22,1.12077
ENSG00000142751,GPN2,24,0.72550,12,-0.3623,6,-1.5307,14,-0.1766,21,0.70087
ENSG00000090273,NUDC,138,-0.4844,146,-0.3924,187,-0.0033,244,0.64187,144,-0.4993
ENSG00000253368,TRNP1,5,-3.0108,6,-2.7889,42,0.05376,68,1.37834,28,-0.6921
ENSG00000090020,SLC9A1,0,-4.8186,0,-7.1908,9,-0.6913,18,0.49276,23,1.00319
ENSG00000142784,WDTC1,17,-0.2271,22,0.20498,25,0.39172,17,-0.2714,20,-0.0134
ENSG00000186501,TMEM222,41,0.17928,35,-0.0620,39,0.11394,35,-0.1073,36,-0.0169
ENSG00000158195,WASF2,166,2.24730,138,1.87310,33,-0.5676,5,-3.6786,40,-0.2729
ENSG00000126705,AHDC1,11,-1.6570,26,-0.4555,28,-0.3561,27,-0.5017,60,1.21760
ENSG00000126709,IFI6,72,-0.1872,82,0.03011,43,-1.0587,111,0.79246,69,-0.3054
ENSG00000009780,FAM76A,20,0.27053,15,-0.0899,18,0.19333,8,-1.3512,26,0.95452
ENSG00000117758,STX12,127,0.23917,88,-0.3381,80,-0.5345,114,0.10015,123,0.24898
ENSG00000117751,PPP1R8,53,1.30862,18,-0.4141,17,-0.5950,19,-0.4751,27,0.27480
ENSG00000117748,RPA2,47,0.25217,17,-1.2564,30,-0.5111,52,0.65548,36,-0.2102
ENSG00000126698,DNAJC8,297,0.36046,219,-0.1270,210,-0.2128,234,-0.0280,245,0.06882
ENSG00000130770,ATP5IF1,187,-1.5774,169,-1.7323,515,-0.0370,842,1.28477,344,-0.7888
ENSG00000204138,PHACTR4,75,1.74438,55,1.17716,17,-0.7063,8,-2.1271,32,0.38725
ENSG00000180098,TRNAU1AP,23,0.51185,21,0.34759,8,-1.2373,13,-0.5465,25,0.79976
ENSG00000120656,TAF12,21,0.44503,13,-0.2955,19,0.28215,17,0.17629,12,-0.5872
ENSG00000198492,YTHDF2,80,-0.1863,41,-1.2126,56,-0.7871,112,0.52591,103,0.27679
ENSG00000159023,EPB41,7,-1.2049,15,-0.0790,14,-0.1737,13,-0.4731,24,0.92420
ENSG00000116350,SRSF4,108,0.43434,87,0.09372,63,-0.4540,68,-0.4183,104,0.49294
ENSG00000116353,MECR,15,-1.1824,12,-1.4333,38,0.27890,47,0.95820,21,-0.7374
ENSG00000060656,PTPRU,5,-1.1509,3,-1.8963,13,0.15296,6,-1.3249,24,1.68647
ENSG00000162511,LAPTM5,17,-0.4101,50,1.35961,43,1.29000,8,-1.9200,19,-0.2279
ENSG00000162512,SDC3,75,0.04432,171,1.42300,51,-0.5967,54,-0.6386,80,0.18208
ENSG00000134644,PUM1,96,-0.4184,114,-0.1396,80,-0.7569,113,-0.2124,184,0.83398
ENSG00000060688,SNRNP40,28,1.25355,12,-0.0735,5,-1.5293,15,0.31118,11,-0.2929
ENSG00000121766,ZCCHC17,124,-0.1564,85,-0.7410,115,-0.3067,146,0.13939,163,0.34506
ENSG00000121769,FABP3,15,-3.0158,13,-3.2157,86,-0.4709,199,1.60289,85,-0.5447
ENSG00000162517,PEF1,49,-0.5100,11,-2.6685,60,-0.2114,95,0.82463,64,-0.1326
ENSG00000084636,COL16A1,47,0.50722,37,0.09946,22,-0.7634,32,-0.1738,41,0.37234
ENSG00000121753,ADGRB2,44,-1.9322,43,-1.9576,145,-0.1487,187,0.39890,205,0.53903
ENSG00000184007,PTP4A2,946,2.19504,573,1.23354,158,-0.9184,148,-1.2167,193,-0.6489
ENSG00000121774,KHDRBS1,170,0.59076,76,-0.6767,93,-0.4095,124,0.10562,124,0.09630
ENSG00000025800,KPNA6,97,0.25081,39,-1.1390,51,-0.8018,81,-0.0625,117,0.73023
ENSG00000084652,TXLNA,36,1.09806,20,0.14525,12,-0.7279,17,-0.2344,19,0.04436
ENSG00000160050,CCDC28B,17,-0.2282,10,-1.0640,28,0.62905,22,0.23140,16,-0.4241
ENSG00000084623,EIF3I,71,-0.4709,60,-0.7393,71,-0.5293,137,0.89445,80,-0.3471
ENSG00000175130,MARCKSL1,1353,3.26538,535,1.26621,132,-1.0610,66,-2.4147,113,-1.4208
ENSG00000160058,BSDC1,76,0.71157,54,0.13860,42,-0.2888,39,-0.4844,57,0.30242
ENSG00000160062,ZBTB8A,17,0.45420,21,0.80149,11,-0.1819,9,-0.6694,14,0.21295
ENSG00000176261,ZBTB8OS,33,-0.3103,16,-1.4215,49,0.32674,55,0.73468,27,-0.7336
ENSG00000162521,RBBP4,137,0.55946,88,-0.1452,75,-0.4468,101,0.09222,96,-0.0206
ENSG00000162522,KIAA1522,3,-1.8885,4,-1.3417,16,0.80648,13,0.68243,6,-0.7971
ENSG00000134684,YARS,49,-1.2222,38,-1.5926,51,-1.2565,187,1.52480,88,-0.4118
ENSG00000116497,S100PBP,35,1.91146,14,0.38351,10,-0.2543,5,-1.3520,11,-0.0104
ENSG00000160097,FNDC5,5,-2.7741,24,-0.4836,23,-0.5733,55,1.47218,21,-0.8149
ENSG00000121905,HPCA,12,-3.9890,29,-2.7234,168,-0.0833,285,1.31107,142,-0.4190
ENSG00000121900,TMEM54,22,-0.4231,34,0.30372,49,1.02431,28,-0.0488,16,-1.0472
ENSG00000116514,RNF19B,11,-0.5501,10,-0.7062,11,-0.6413,23,0.84165,15,-0.1878
ENSG00000004455,AK2,81,1.59246,44,0.53256,21,-0.6936,26,-0.4267,26,-0.3871
ENSG00000142920,AZIN2,33,0.56953,19,-0.3332,16,-0.5816,27,0.32094,21,-0.1588
ENSG00000160094,ZNF362,16,-0.0493,13,-0.3823,18,0.16391,13,-0.4450,21,0.49421
ENSG00000134686,PHC2,65,0.86217,52,0.48647,27,-0.6074,37,-0.0650,34,-0.2263
ENSG00000163866,SMIM12,23,-1.1346,10,-2.2890,36,-0.5428,79,1.28164,40,-0.3893
ENSG00000116544,DLGAP3,0,-5.2550,17,-0.7978,51,1.03387,21,-0.6669,39,0.62010
ENSG00000163867,ZMYM6,13,-0.7635,10,-1.1821,18,-0.3196,25,0.27372,28,0.47383
ENSG00000116560,SFPQ,329,0.59853,283,0.34874,139,-0.8337,165,-0.6745,318,0.71513
ENSG00000146463,ZMYM4,62,0.16729,50,-0.1825,50,-0.2025,52,-0.1644,66,0.31770
ENSG00000142687,KIAA0319L,53,-0.1917,50,-0.2787,44,-0.4973,63,0.13573,70,0.33850
ENSG00000020129,NCDN,48,-3.1536,28,-3.9119,242,-0.8412,685,1.54448,361,-0.1937
ENSG00000126067,PSMB2,87,0.16381,40,-1.0233,47,-0.8654,102,0.62715,79,0.01534
ENSG00000142686,C1orf216,16,-2.7504,26,-2.0519,76,-0.4755,151,1.07714,102,0.03376
ENSG00000134698,AGO4,21,0.92041,10,-0.2054,8,-0.6585,7,-1.0109,19,0.92994
ENSG00000092847,AGO1,38,0.13550,35,0.03075,26,-0.5119,23,-0.7989,55,0.98647
ENSG00000126070,AGO3,93,1.39027,52,0.39061,20,-1.1508,17,-1.6761,65,1.03044
ENSG00000116863,ADPRHL2,29,1.02579,11,-0.5243,9,-0.9333,18,0.35136,13,-0.2482
ENSG00000054116,TRAPPC3,24,-0.7388,5,-3.0243,31,-0.4116,58,0.97411,37,-0.0991
ENSG00000116871,MAP7D1,303,0.98234,110,-0.6506,131,-0.4140,166,-0.0110,165,-0.0174
ENSG00000054118,THRAP3,163,0.22854,185,0.44095,82,-0.9014,127,-0.2299,177,0.46880
ENSG00000196182,STK40,15,0.06876,5,-1.5665,13,-0.1373,14,-0.0680,19,0.53174
ENSG00000181817,LSM10,19,-0.9054,24,-0.5921,45,0.43615,49,0.83181,19,-1.0682
ENSG00000116885,OSCP1,5,-1.6634,0,-5.9033,8,-1.0749,26,1.22194,18,0.19920
ENSG00000116898,MRPS15,30,-0.9667,27,-1.1240,59,0.10778,83,1.05404,35,-0.8560
ENSG00000163873,GRIK3,2,-3.3125,17,-0.3099,12,-0.8228,12,-1.0253,44,1.90791
ENSG00000163875,MEAF6,54,-0.8795,45,-1.1708,84,-0.2175,123,0.62075,98,0.03639
ENSG00000163877,SNIP1,15,0.13702,16,0.20542,7,-1.0821,16,0.31140,15,0.10684
ENSG00000134697,GNL2,33,0.35157,7,-1.9733,14,-1.0574,28,0.18155,36,0.66149
ENSG00000116922,C1orf109,12,-0.1850,3,-1.9304,12,-0.1794,19,0.94838,10,-0.5392
ENSG00000185090,MANEAL,6,-1.4950,2,-3.1498,15,-0.3002,27,1.15727,15,-0.2370
ENSG00000196449,YRDC,10,-0.3159,2,-2.3437,3,-1.8634,19,1.11119,13,0.16720
ENSG00000197982,C1orf122,343,1.11468,219,0.36088,225,0.46174,156,-0.2522,96,-1.0914
ENSG00000188786,MTF1,31,1.42882,39,1.82532,6,-1.2558,6,-1.5309,13,0.02366
ENSG00000183431,SF3A3,36,-0.6860,43,-0.4162,29,-1.0550,78,0.84259,55,-0.0268
ENSG00000183520,UTP11,40,0.10408,42,0.19085,16,-1.3916,43,0.35113,41,0.19827
ENSG00000116954,RRAGC,76,0.90575,38,-0.2136,24,-0.9984,39,-0.2509,54,0.44724
ENSG00000174574,AKIRIN1,75,-0.0741,73,-0.1326,72,-0.1593,85,0.16709,79,0.00097
ENSG00000168653,NDUFS5,262,-1.2293,318,-0.9352,635,0.15457,825,0.89568,418,-0.6231
ENSG00000127603,MACF1,392,0.51277,526,1.00807,197,-0.6281,151,-1.2610,408,0.76647
ENSG00000090621,PABPC4,83,0.60724,84,0.63891,51,-0.1680,43,-0.5995,61,0.15183
ENSG00000116983,HPCAL4,49,-2.1875,167,-0.3351,240,0.26185,202,-0.0526,258,0.45458
ENSG00000084072,PPIE,31,0.21924,14,-1.0124,18,-0.6788,40,0.93499,20,-0.5447
ENSG00000168389,MFSD2A,4,-1.8074,32,1.55259,15,0.25625,8,-0.8423,14,0.15110
ENSG00000131236,CAP1,208,0.33591,99,-0.8209,106,-0.7825,186,0.22549,198,0.32381
ENSG00000131238,PPT1,83,-0.6604,91,-0.5313,99,-0.4277,172,0.74359,115,-0.2082
ENSG00000117000,RLF,32,0.40618,18,-0.5236,16,-0.7570,25,-0.0283,32,0.47501
ENSG00000084073,ZMPSTE24,38,0.29010,40,0.37515,23,-0.4914,33,0.08921,30,-0.0813
