Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3to5,Feature log2 fold change topic 3to5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8to10,Feature log2 fold change topic 8to10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12
ENSG00000221978,CCNL2,78,0.54202,37,-0.8130,34,-0.8903,64,0.19929,82,0.55369,86,0.62681
ENSG00000242485,MRPL20,67,-1.0326,138,0.16453,134,0.10269,158,0.44703,131,0.05405,96,-0.4232
ENSG00000235098,ANKRD65,7,-1.9426,28,0.28157,16,-0.6711,37,0.87130,27,0.16370,23,-0.0759
ENSG00000179403,VWA1,12,-1.0025,13,-0.8893,4,-2.4086,13,-0.9326,47,1.23406,107,2.84790
ENSG00000205090,TMEM240,33,0.29958,22,-0.4183,25,-0.1813,43,0.84675,8,-1.8707,18,-0.6758
ENSG00000160075,SSU72,100,-0.3475,135,0.18994,107,-0.2348,169,0.65161,76,-0.7427,71,-0.8440
ENSG00000228594,FNDC10,19,-0.5955,40,0.84487,14,-0.9994,32,0.33032,35,0.42035,4,-2.6906
ENSG00000272106,AL691432.2,20,0.07432,17,-0.2345,13,-0.5949,26,0.58465,13,-0.5526,22,0.23595
ENSG00000197530,MIB2,28,-0.0731,41,0.69099,16,-0.9857,32,0.18649,30,0.05425,13,-1.2261
ENSG00000248333,CDK11B,63,0.86781,21,-1.0674,57,0.68770,11,-2.0203,49,0.35859,80,1.18624
ENSG00000189339,SLC35E2B,23,0.40850,22,0.32601,14,-0.3855,15,-0.3141,18,-0.0105,15,-0.3047
ENSG00000008128,CDK11A,38,0.95583,19,-0.3060,21,-0.0749,9,-1.4448,24,0.10950,41,0.95862
ENSG00000215790,SLC35E2A,31,-0.0556,40,0.47270,23,-0.5576,25,-0.4180,48,0.65260,30,-0.1033
ENSG00000008130,NADK,20,-0.2345,19,-0.3294,16,-0.6094,35,0.88120,23,-0.0014,18,-0.3754
ENSG00000078369,GNB1,399,-0.4373,671,0.52935,479,-0.1283,580,0.22796,446,-0.2282,242,-1.1632
ENSG00000187730,GABRD,106,-0.7705,133,-0.4334,263,0.82168,278,1.07707,21,-3.0706,24,-2.8633
ENSG00000067606,PRKCZ,179,0.03191,198,0.23483,143,-0.3494,218,0.43695,97,-0.9028,117,-0.6290
ENSG00000162585,FAAP20,15,-0.9245,38,0.66648,23,-0.2764,25,-0.1690,38,0.54219,23,-0.2424
ENSG00000157933,SKI,37,0.12994,34,-0.0241,18,-1.0336,24,-0.6805,78,1.33601,52,0.66178
ENSG00000157916,RER1,34,-0.6054,31,-0.7944,46,-0.0926,75,0.92549,56,0.21704,47,-0.0362
ENSG00000157911,PEX10,11,-0.9220,14,-0.5607,14,-0.5881,26,0.53220,31,0.75034,34,0.89813
ENSG00000149527,PLCH2,5,-1.5491,12,-0.2393,7,-0.9929,19,0.78435,25,1.02710,16,0.34467
ENSG00000157881,PANK4,14,-0.1884,16,0.02457,18,0.30319,21,0.58601,7,-1.0738,4,-1.8461
ENSG00000157870,PRXL2B,35,-0.4638,51,0.21248,37,-0.3926,71,0.90633,27,-0.7998,15,-1.6378
ENSG00000177133,PRDM16-DT,12,-0.7160,23,0.34563,14,-0.5904,11,-1.0262,71,2.23342,8,-1.2609
ENSG00000158109,TPRG1L,131,-0.5730,207,0.22296,213,0.25264,251,0.62722,102,-0.9117,51,-1.9481
ENSG00000116213,WRAP73,12,0.10497,8,-0.7434,6,-1.0309,20,1.16408,11,-0.1128,9,-0.4436
ENSG00000130764,LRRC47,38,-1.0715,85,0.27067,89,0.31865,97,0.54086,44,-0.7820,44,-0.7919
ENSG00000116198,CEP104,62,0.88737,27,-0.5991,28,-0.5258,17,-1.4161,33,-0.2260,113,1.83158
ENSG00000198912,C1orf174,12,-0.2009,11,-0.4964,16,0.18099,19,0.56301,7,-0.9731,17,0.31530
ENSG00000196581,AJAP1,72,0.67725,42,-0.3182,54,0.14512,43,-0.2626,37,-0.4657,51,0.05749
ENSG00000069424,KCNAB2,154,-0.3524,213,0.22278,183,-0.0597,269,0.71556,110,-0.8345,48,-2.0645
ENSG00000116254,CHD5,392,0.97061,231,-0.0092,263,0.22328,165,-0.6158,152,-0.6501,130,-0.8844
ENSG00000116251,RPL22,350,-0.6797,675,0.50522,472,-0.1843,409,-0.4657,849,0.77480,562,0.10620
ENSG00000116237,ICMT,22,-1.0035,51,0.41890,42,0.03791,57,0.63924,27,-0.6492,17,-1.3624
ENSG00000097021,ACOT7,123,-0.8999,177,-0.3302,265,0.39607,377,1.26764,58,-1.9418,43,-2.4006
ENSG00000215788,TNFRSF25,52,1.64913,21,-0.1238,7,-1.8627,26,0.29389,2,-3.4339,8,-1.5703
ENSG00000171680,PLEKHG5,16,-0.5931,20,-0.2380,22,-0.0933,39,1.10596,15,-0.6613,9,-1.4316
ENSG00000162408,NOL9,30,-0.0203,32,0.05444,21,-0.6206,31,0.04409,46,0.64565,30,-0.0110
ENSG00000162413,KLHL21,24,-0.1822,20,-0.5168,25,-0.1612,40,0.77678,22,-0.2870,25,-0.1312
ENSG00000116273,PHF13,19,0.46132,14,-0.1377,16,0.10336,12,-0.3345,16,0.14348,13,-0.1780
ENSG00000041988,THAP3,16,0.15541,8,-1.0675,19,0.41449,16,0.09023,25,0.79102,13,-0.2217
ENSG00000007923,DNAJC11,33,-0.1156,50,0.71965,30,-0.2349,34,-0.0427,15,-1.2952,27,-0.4031
ENSG00000171735,CAMTA1,658,0.63499,499,0.14715,654,0.62328,303,-0.7641,266,-0.8505,254,-0.9204
ENSG00000049245,VAMP3,20,-0.3765,19,-0.4914,6,-2.1245,16,-0.8101,49,1.05731,97,2.31966
ENSG00000049246,PER3,47,0.06546,44,-0.0445,36,-0.3722,34,-0.5159,56,0.34234,85,1.02869
ENSG00000116288,PARK7,135,-1.1885,272,-0.0563,323,0.24920,418,0.83617,260,-0.1145,114,-1.3700
ENSG00000116285,ERRFI1,26,-0.1955,28,-0.0743,33,0.22608,38,0.50149,16,-0.8732,18,-0.6886
ENSG00000162426,SLC45A1,24,-0.2202,25,-0.1011,31,0.24481,43,0.97181,0,-5.1179,8,-1.7190
ENSG00000142599,RERE,149,0.23625,137,0.09741,140,0.12422,90,-0.6753,150,0.22416,154,0.27030
ENSG00000074800,ENO1,235,-0.8404,299,-0.4953,341,-0.2309,530,0.62085,854,1.29220,195,-1.0628
ENSG00000171612,SLC25A33,13,-1.2875,29,0.01784,32,0.21299,25,-0.2784,79,1.69686,14,-1.1050
ENSG00000171603,CLSTN1,713,0.09564,613,-0.1828,756,0.19753,950,0.70236,230,-1.6348,245,-1.5423
ENSG00000178585,CTNNBIP1,27,-0.4129,49,0.69453,24,-0.5842,31,-0.1869,50,0.58199,23,-0.6433
ENSG00000162441,LZIC,55,-0.2376,72,0.23886,57,-0.1864,41,-0.8028,85,0.44850,117,0.98391
ENSG00000130939,UBE4B,49,0.02771,47,-0.0766,38,-0.4291,51,0.08850,46,-0.0762,70,0.58609
ENSG00000054523,KIF1B,627,0.48843,482,0.02193,454,-0.0844,294,-0.8694,529,0.16482,701,0.61950
ENSG00000142657,PGD,40,-0.5095,54,-0.0077,61,0.22425,73,0.60177,39,-0.5043,27,-1.0421
ENSG00000241563,CORT,142,1.93420,29,-1.0967,16,-1.9273,59,0.15517,41,-0.4282,31,-0.8504
ENSG00000160049,DFFA,68,0.32026,44,-0.4529,45,-0.3975,34,-0.8907,81,0.57413,137,1.46792
ENSG00000142655,PEX14,14,-0.6622,29,0.61732,21,0.00154,27,0.43285,10,-1.1580,8,-1.4056
ENSG00000120948,TARDBP,90,0.05659,83,-0.0808,91,0.07991,82,-0.1096,74,-0.2513,111,0.39383
ENSG00000271895,AL109811.2,17,0.14312,10,-0.6709,10,-0.6049,21,0.63145,21,0.48244,14,-0.1335
ENSG00000116649,SRM,28,-0.9121,53,0.16078,43,-0.2188,68,0.64532,52,0.08835,32,-0.6439
ENSG00000171824,EXOSC10,39,0.20395,26,-0.5470,29,-0.2925,40,0.25394,40,0.21609,45,0.39376
ENSG00000198793,MTOR,38,-0.1034,33,-0.3502,53,0.49400,48,0.34643,32,-0.3603,25,-0.7225
ENSG00000116661,FBXO2,55,-1.6680,141,-0.1852,134,-0.2491,218,0.69065,356,1.37238,55,-1.5692
ENSG00000132879,FBXO44,93,0.22389,64,-0.4612,57,-0.6193,134,1.04449,52,-0.7140,40,-1.1031
ENSG00000177000,MTHFR,19,-0.1436,24,0.33892,18,-0.2599,19,-0.1514,23,0.17995,20,-0.0099
ENSG00000011021,CLCN6,67,-0.0332,81,0.33781,59,-0.2635,75,0.17873,61,-0.1688,40,-0.8338
ENSG00000116685,KIAA2013,47,0.84835,14,-1.3091,18,-0.8050,38,0.47973,28,-0.0938,42,0.55936
ENSG00000083444,PLOD1,15,-0.1104,14,-0.2457,15,-0.1008,19,0.38855,9,-0.8671,22,0.52666
ENSG00000116688,MFN2,121,-0.1471,146,0.19878,129,-0.0351,159,0.37300,68,-1.0151,99,-0.4489
ENSG00000048707,VPS13D,98,0.29051,85,0.05589,79,-0.0837,87,0.09007,52,-0.7184,73,-0.2044
ENSG00000162496,DHRS3,6,-1.6858,8,-1.4633,4,-2.2133,19,0.06247,104,3.24998,15,-0.2656
ENSG00000116731,PRDM2,465,1.14107,233,-0.1589,330,0.47439,120,-1.3009,142,-0.8918,245,-0.0507
ENSG00000189337,KAZN,53,-0.3484,60,-0.1759,77,0.27757,73,0.20777,28,-1.2984,101,0.68697
ENSG00000142634,EFHD2,129,0.56922,147,0.94663,55,-0.8775,72,-0.4889,24,-2.0291,76,-0.3147
ENSG00000116138,DNAJC16,54,0.53399,42,0.10019,38,-0.0498,39,-0.0389,20,-1.0072,29,-0.4590
ENSG00000197312,DDI2,73,1.10587,42,0.08941,37,-0.1384,32,-0.4512,13,-1.6504,29,-0.5266
ENSG00000116786,PLEKHM2,65,-0.7511,135,0.56039,138,0.52534,82,-0.4089,102,-0.0117,70,-0.5800
ENSG00000065526,SPEN,317,1.06005,118,-0.7479,189,0.09263,41,-2.4349,230,0.40139,428,1.45099
ENSG00000116809,ZBTB17,20,0.14309,15,-0.3429,13,-0.5312,21,0.30496,32,0.92138,11,-0.7629
ENSG00000037637,FBXO42,31,0.59367,17,-0.4684,18,-0.3276,29,0.50670,16,-0.5354,15,-0.6119
ENSG00000055070,SZRD1,15,-0.6709,16,-0.6328,23,-0.0191,21,-0.1887,59,1.52412,32,0.48813
ENSG00000219481,NBPF1,12,-0.0899,8,-0.8703,14,0.10203,11,-0.3679,23,0.89735,26,1.07550
ENSG00000159363,ATP13A2,63,-0.6706,114,0.37093,91,-0.0574,143,0.86709,27,-1.8740,26,-1.9087
ENSG00000117118,SDHB,22,-1.7108,47,-0.5568,94,0.70818,108,1.14347,36,-0.8624,30,-1.1369
ENSG00000117115,PADI2,35,-0.9349,46,-0.5312,12,-2.5117,19,-1.9338,182,1.84779,264,2.61181
ENSG00000179051,RCC2,20,-0.4195,26,-0.0319,24,-0.1596,36,0.65912,25,-0.0574,15,-0.8826
ENSG00000074964,ARHGEF10L,9,-0.8262,13,-0.1669,13,-0.1612,17,0.27885,35,1.42405,6,-1.3726
ENSG00000117154,IGSF21,58,-0.0847,75,0.41905,35,-0.8863,87,0.74307,29,-1.1476,27,-1.2072
ENSG00000159423,ALDH4A1,8,-0.8518,17,0.37137,9,-0.7920,14,-0.0694,31,1.25509,13,-0.1435
ENSG00000127481,UBR4,66,1.04843,18,-1.3113,52,0.56830,18,-1.3000,43,0.19616,66,0.91920
ENSG00000127463,EMC1,39,0.29412,29,-0.2004,29,-0.2248,46,0.68841,13,-1.3955,19,-0.8124
ENSG00000053372,MRTO4,46,0.15215,53,0.43978,40,-0.1092,46,0.17537,16,-1.4230,22,-0.9775
ENSG00000053371,AKR7A2,13,-0.8955,22,-0.0833,14,-0.8022,27,0.27085,51,1.27455,26,0.18396
ENSG00000077549,CAPZB,144,-0.2101,132,-0.3915,191,0.28459,200,0.41386,154,-0.0846,132,-0.3263
ENSG00000173436,MICOS10,145,-1.0186,366,0.62021,288,0.11267,323,0.35158,170,-0.7111,138,-1.0323
ENSG00000158747,NBL1,150,0.08101,153,0.12969,85,-0.8605,180,0.46371,173,0.29821,74,-1.0005
ENSG00000169914,OTUD3,36,0.84542,25,0.19690,16,-0.5310,22,-0.0518,11,-1.1236,14,-0.6647
ENSG00000162545,CAMK2N1,1194,-0.6066,1950,0.25445,1927,0.20594,1733,0.02163,2575,0.65453,698,-1.3714
ENSG00000090432,MUL1,13,-0.0844,11,-0.4004,9,-0.6523,21,0.84556,2,-2.6676,23,0.81754
ENSG00000183114,FAM43B,39,1.46677,24,0.62227,13,-0.5060,11,-0.8414,1,-3.3381,3,-2.5119
ENSG00000158828,PINK1,276,-0.7614,480,0.18877,490,0.20739,603,0.66855,256,-0.8194,189,-1.2743
ENSG00000244038,DDOST,24,-0.0888,18,-0.5938,31,0.35352,35,0.68714,20,-0.3776,13,-1.0295
ENSG00000117245,KIF17,21,-0.4414,47,1.17053,21,-0.4236,32,0.27365,6,-2.3022,2,-3.5181
ENSG00000189410,SH2D5,27,-0.6765,32,-0.4584,56,0.53090,67,1.03482,24,-0.8189,7,-2.6219
ENSG00000127483,HP1BP3,350,0.39435,227,-0.3917,333,0.30374,171,-0.8836,317,0.19724,484,0.88605
ENSG00000075151,EIF4G3,390,0.52902,182,-0.8433,528,1.12205,227,-0.4532,149,-1.0181,269,-0.1172
ENSG00000117298,ECE1,17,-0.1086,11,-0.9164,14,-0.4065,14,-0.4928,57,1.94413,24,0.46739
ENSG00000076864,RAP1GAP,175,0.61149,132,0.12070,85,-0.6389,159,0.49690,30,-2.1076,68,-0.9296
ENSG00000090686,USP48,125,0.73852,48,-0.9660,89,0.12423,64,-0.4689,88,0.08085,143,0.87925
ENSG00000070831,CDC42,155,-0.4514,208,0.04896,196,-0.0599,266,0.55265,130,-0.6894,178,-0.2014
ENSG00000184677,ZBTB40,18,0.52077,10,-0.4679,13,-0.0294,9,-0.6291,13,0.00077,26,1.04885
ENSG00000173372,C1QA,6,-1.4476,12,-0.4520,1,-3.9067,17,0.16112,60,2.36626,25,0.74146
ENSG00000173369,C1QB,5,-1.6923,12,-0.5198,9,-0.8657,12,-0.5305,61,2.30762,30,1.02728
ENSG00000133216,EPHB2,21,0.73555,7,-1.1719,14,0.01961,14,0.03282,7,-0.9295,26,0.98948
ENSG00000004487,KDM1A,87,0.69876,33,-1.0120,68,0.24678,69,0.30026,54,-0.1404,38,-0.6686
ENSG00000169641,LUZP1,242,0.62528,136,-0.4293,305,1.08148,130,-0.5061,92,-0.9457,68,-1.4008
ENSG00000125944,HNRNPR,186,0.46900,112,-0.4431,157,0.16731,110,-0.4883,158,0.15736,204,0.56897
ENSG00000142676,RPL11,197,-1.4664,614,0.46188,455,-0.1209,478,-0.0380,742,0.67432,531,0.13432
ENSG00000011007,ELOA,41,0.41147,28,-0.2920,47,0.64088,15,-1.3353,39,0.26757,48,0.62349
ENSG00000057757,PITHD1,90,-0.9286,215,0.61762,148,-0.1189,202,0.48771,81,-1.0215,94,-0.7999
ENSG00000011009,LYPLA2,11,-1.0689,18,-0.2979,20,-0.0507,31,0.84008,26,0.38044,14,-0.5542
ENSG00000117308,GALE,12,-0.0914,8,-0.7421,12,-0.0870,25,1.42042,4,-1.6085,2,-2.4062
ENSG00000117305,HMGCL,4,-1.6544,5,-1.4966,10,-0.3156,15,0.44143,34,1.77165,21,0.93054
ENSG00000189266,PNRC2,67,-0.0029,83,0.42411,61,-0.1530,61,-0.1852,60,-0.1669,56,-0.2608
ENSG00000188529,SRSF10,100,0.49927,68,-0.1949,81,0.11725,53,-0.6312,76,-0.0028,105,0.52294
ENSG00000001460,STPG1,19,0.75573,13,0.09791,12,-0.1349,12,-0.0186,1,-2.9893,11,-0.2366
ENSG00000001461,NIPAL3,172,0.26547,123,-0.3465,117,-0.3904,104,-0.6344,127,-0.2386,387,1.61481
ENSG00000133226,SRRM1,288,0.53409,131,-0.8801,270,0.41663,85,-1.5851,298,0.53150,501,1.41631
ENSG00000169504,CLIC4,23,-0.7663,41,0.19837,4,-3.3080,15,-1.5669,78,1.19666,147,2.40350
ENSG00000117614,SYF2,116,-0.0560,107,-0.2193,164,0.55448,71,-0.9352,179,0.63662,169,0.54014
ENSG00000117616,RSRP1,199,1.25979,63,-0.8701,61,-0.8612,89,-0.2569,77,-0.4280,174,0.85658
ENSG00000183726,TMEM50A,60,-0.3537,94,0.47443,53,-0.5582,88,0.35063,47,-0.6998,69,-0.1180
ENSG00000204178,MACO1,87,0.66026,48,-0.4264,84,0.59818,37,-0.8760,46,-0.4294,81,0.46894
ENSG00000117643,MAN1C1,31,-0.4766,35,-0.3034,47,0.21975,67,0.99151,23,-0.9155,14,-1.6473
ENSG00000162430,SELENON,31,0.56884,17,-0.4900,9,-1.5116,26,0.30684,43,1.03175,18,-0.3830
ENSG00000117640,MTFR1L,50,-0.4095,82,0.49467,57,-0.2167,76,0.32718,43,-0.6089,40,-0.7408
ENSG00000117632,STMN1,1016,-0.5150,1504,0.17033,1676,0.34462,1775,0.50940,455,-1.6821,870,-0.7123
ENSG00000158008,EXTL1,38,-0.0152,45,0.33969,28,-0.5081,48,0.43386,25,-0.6660,23,-0.7837
ENSG00000175087,PDIK1L,27,0.77845,17,-0.0702,18,0.04438,14,-0.3797,14,-0.3166,13,-0.4940
ENSG00000142684,ZNF593,12,-1.2463,20,-0.4445,36,0.58241,37,0.71609,29,0.19238,14,-0.8786
ENSG00000142669,SH3BGRL3,92,-0.4836,152,0.42814,65,-1.0428,157,0.49781,100,-0.3211,131,0.10161
ENSG00000158062,UBXN11,9,-0.8294,15,0.11404,19,0.42803,21,0.76364,4,-1.9215,6,-1.2480
ENSG00000117682,DHDDS,24,0.16647,25,0.33444,14,-0.7224,24,0.21891,23,0.09017,11,-0.9511
ENSG00000198830,HMGN2,111,-0.6512,161,-0.0362,116,-0.5816,134,-0.3781,356,1.28065,273,0.82618
ENSG00000117713,ARID1A,112,0.59201,88,0.17503,64,-0.3982,49,-0.8807,75,-0.1068,128,0.74278
ENSG00000204160,ZDHHC18,22,0.73097,13,-0.2350,12,-0.3021,18,0.35006,7,-1.0354,9,-0.7933
ENSG00000142751,GPN2,23,0.35653,13,-0.5817,22,0.27406,20,0.14140,13,-0.4736,20,0.10333
ENSG00000090273,NUDC,134,-0.7497,198,-0.1171,288,0.55885,268,0.48391,167,-0.3591,118,-0.8853
ENSG00000253368,TRNP1,18,-1.6957,66,0.46477,78,0.74384,66,0.48759,19,-1.4724,16,-1.7883
ENSG00000090020,SLC9A1,9,-1.2491,23,0.17965,25,0.33811,30,0.73478,9,-1.2953,13,-0.6711
ENSG00000142784,WDTC1,20,-0.5786,35,0.35921,23,-0.3617,30,0.06594,30,0.04556,36,0.34093
ENSG00000186501,TMEM222,35,-0.2694,45,0.16224,24,-0.8866,52,0.44085,41,0.00157,46,0.18151
ENSG00000158195,WASF2,55,0.18560,37,-0.5274,12,-2.2615,12,-2.3566,115,1.38689,200,2.46146
ENSG00000126705,AHDC1,81,0.85048,53,0.08768,35,-0.6181,42,-0.3373,27,-0.9739,64,0.36972
ENSG00000126709,IFI6,87,-0.4678,115,0.00416,79,-0.6141,154,0.60385,161,0.54134,75,-0.6582
ENSG00000009780,FAM76A,49,1.15292,26,-0.0346,12,-1.2300,19,-0.6059,27,0.05326,33,0.32490
ENSG00000117758,STX12,101,-0.1065,116,0.14168,113,0.07777,109,0.01522,85,-0.3672,107,-0.0183
ENSG00000117751,PPP1R8,30,0.10978,26,-0.1860,22,-0.4174,25,-0.2435,34,0.29954,50,0.90316
ENSG00000117748,RPA2,45,-0.3454,50,-0.1697,46,-0.3043,81,0.81979,55,0.00109,27,-1.0449
ENSG00000158161,EYA3,23,0.85835,14,-0.0268,12,-0.2741,12,-0.4063,14,-0.0622,11,-0.4016
ENSG00000126698,DNAJC8,233,0.09641,174,-0.4390,358,0.88728,147,-0.7289,225,0.03101,275,0.35287
ENSG00000130770,ATP5IF1,145,-1.7360,387,-0.1834,632,0.71475,703,1.07240,184,-1.2796,108,-2.0747
ENSG00000204138,PHACTR4,46,0.66121,15,-1.3230,23,-0.5291,8,-2.2429,83,1.61035,90,1.77566
ENSG00000180098,TRNAU1AP,16,-0.2639,20,0.10815,14,-0.4824,22,0.25337,15,-0.3711,27,0.55267
ENSG00000120656,TAF12,11,-0.4732,10,-0.6588,20,0.54252,20,0.58840,18,0.25307,7,-1.0324
ENSG00000162419,GMEB1,10,-0.5179,9,-0.6739,14,0.09127,13,-0.0503,23,0.83063,24,0.91452
ENSG00000198492,YTHDF2,87,-0.1341,85,-0.1955,124,0.49202,100,0.11656,67,-0.5348,86,-0.1369
ENSG00000116329,OPRD1,33,1.26981,15,-0.2051,17,0.03213,14,-0.2698,9,-0.9475,3,-2.2338
ENSG00000159023,EPB41,24,0.07454,26,0.25900,37,0.87156,12,-1.0278,27,0.28988,8,-1.4384
ENSG00000116350,SRSF4,90,0.23185,61,-0.4683,81,0.04816,62,-0.4469,101,0.37921,135,0.86521
ENSG00000116353,MECR,28,0.16902,20,-0.4179,24,-0.1062,35,0.67560,20,-0.3631,14,-0.8949
ENSG00000060656,PTPRU,38,1.48710,23,0.59787,3,-2.4674,14,-0.3600,0,-4.6998,12,-0.4879
ENSG00000162511,LAPTM5,10,-1.1760,27,0.41184,5,-2.2578,14,-0.7568,69,1.96879,38,0.88914
ENSG00000162512,SDC3,82,0.12581,75,-0.0502,36,-1.2097,64,-0.3316,180,1.40787,87,0.19070
ENSG00000134644,PUM1,260,0.81014,160,-0.0829,152,-0.1622,143,-0.2967,104,-0.7311,168,0.01260
ENSG00000121766,ZCCHC17,148,0.03081,132,-0.1908,195,0.52504,127,-0.2516,129,-0.1940,155,0.09479
ENSG00000121769,FABP3,46,-0.6794,64,-0.1583,89,0.44989,109,0.95332,19,-1.9029,23,-1.6355
ENSG00000162517,PEF1,36,-0.8434,61,0.03731,62,0.05050,90,0.82346,35,-0.8256,38,-0.6874
ENSG00000084636,COL16A1,33,0.54716,14,-0.9070,7,-1.9994,23,-0.1091,52,1.23587,48,1.09750
ENSG00000121753,ADGRB2,187,0.21941,137,-0.3436,138,-0.3010,256,0.91845,87,-0.9864,65,-1.4111
ENSG00000184007,PTP4A2,286,-0.0950,312,0.06430,151,-1.1299,148,-1.2570,309,0.03586,1061,2.18479
ENSG00000121774,KHDRBS1,142,-0.1144,146,-0.0732,155,0.04361,149,-0.0370,166,0.14376,175,0.22539
ENSG00000025800,KPNA6,156,0.75429,77,-0.5332,131,0.43475,78,-0.4983,93,-0.1557,100,-0.0377
ENSG00000084652,TXLNA,33,0.22075,33,0.27583,25,-0.2121,24,-0.3329,12,-1.2779,45,0.72738
ENSG00000160050,CCDC28B,5,-1.4890,9,-0.6326,20,0.68145,17,0.46460,20,0.57429,13,-0.0759
ENSG00000084623,EIF3I,72,-0.4867,82,-0.2857,112,0.26808,135,0.69664,74,-0.3968,58,-0.7599
ENSG00000175130,MARCKSL1,58,-1.3274,109,-0.3611,36,-2.0533,56,-1.4735,294,1.32128,607,2.76476
ENSG00000160058,BSDC1,64,0.24477,53,-0.0769,42,-0.4596,58,0.08891,55,0.00519,64,0.22373
ENSG00000160062,ZBTB8A,27,0.44943,14,-0.7258,30,0.63149,11,-1.1250,37,0.89176,27,0.35712
ENSG00000176261,ZBTB8OS,22,-0.9477,45,0.27694,45,0.23754,48,0.42540,33,-0.2509,22,-0.8706
ENSG00000162521,RBBP4,143,0.32771,102,-0.2940,125,0.09038,99,-0.3338,134,0.19105,153,0.39646
ENSG00000162522,KIAA1522,13,-0.5051,25,0.60937,13,-0.5490,25,0.62471,16,-0.1649,1,-4.2857
ENSG00000134684,YARS,62,-0.9266,101,-0.1568,153,0.59599,164,0.83852,46,-1.3169,44,-1.3765
ENSG00000160097,FNDC5,11,-1.4770,29,0.02200,53,1.15553,36,0.47641,8,-1.7919,10,-1.5816
ENSG00000121905,HPCA,109,-0.5300,177,0.33676,168,0.20383,210,0.70005,49,-1.6948,29,-2.4592
ENSG00000121900,TMEM54,15,-1.0308,30,0.05219,38,0.48397,32,0.19959,41,0.53361,15,-1.0412
ENSG00000116514,RNF19B,5,-1.4854,15,0.12875,24,0.92249,19,0.57197,1,-3.0221,8,-0.8207
ENSG00000004455,AK2,24,-0.5982,36,0.09847,20,-0.8581,30,-0.2449,59,0.84732,67,1.07597
ENSG00000142920,AZIN2,17,-0.1424,14,-0.4926,16,-0.2181,26,0.77327,14,-0.4124,18,-0.0354
ENSG00000160094,ZNF362,25,-0.0009,30,0.39146,16,-0.7159,22,-0.2001,42,0.83671,16,-0.6137
ENSG00000134686,PHC2,47,-0.0543,56,0.25782,36,-0.5183,50,0.03113,29,-0.8143,75,0.68831
ENSG00000163866,SMIM12,40,-0.5923,53,-0.1219,74,0.46479,84,0.82037,20,-1.5768,21,-1.4600
ENSG00000116544,DLGAP3,43,0.01301,48,0.24653,29,-0.6438,52,0.39232,52,0.33237,14,-1.6496
ENSG00000163867,ZMYM6,28,0.18425,22,-0.2563,29,0.27383,22,-0.1864,30,0.31827,22,-0.1950
ENSG00000116560,SFPQ,398,0.70812,215,-0.4146,237,-0.2173,192,-0.6156,227,-0.2611,509,1.04246
ENSG00000146463,ZMYM4,78,0.21952,66,-0.0933,95,0.56867,45,-0.7527,61,-0.1934,88,0.37537
ENSG00000142687,KIAA0319L,65,-0.0294,55,-0.3555,84,0.42764,70,0.11962,70,0.09593,50,-0.4334
ENSG00000020129,NCDN,342,-0.4458,363,-0.3787,447,0.00610,822,1.36271,109,-2.1171,99,-2.2647
ENSG00000126067,PSMB2,77,-0.0588,60,-0.5382,88,0.15806,116,0.76749,53,-0.6203,50,-0.7307
