Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6to8,Feature log2 fold change topic 6to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000171680,PLEKHG5,11,-0.3265,19,0.43511,24,0.88621,16,0.26389,9,-0.8119,19,0.45435,8,-0.8409
ENSG00000162408,NOL9,28,0.11475,29,0.18298,23,-0.2156,26,0.02926,26,0.03668,29,0.19789,18,-0.5267
ENSG00000204859,ZBTB48,7,-0.6774,14,0.42637,22,1.13598,9,-0.3645,7,-0.7466,11,-0.0616,16,0.62838
ENSG00000162413,KLHL21,30,-0.0011,33,0.15052,22,-0.4672,22,-0.5172,26,-0.2981,43,0.60582,49,0.82106
ENSG00000116273,PHF13,10,-0.2890,18,0.55766,15,0.32596,12,-0.0681,11,-0.2625,13,0.05453,12,-0.0885
ENSG00000041988,THAP3,13,-0.6337,18,-0.1842,20,-0.0403,27,0.50318,21,0.11233,14,-0.6111,20,0.00872
ENSG00000007923,DNAJC11,31,0.40470,24,-0.0086,26,0.13174,24,0.00173,18,-0.5577,28,0.23731,29,0.32641
ENSG00000171735,CAMTA1,285,0.05478,285,0.05241,200,-0.5054,297,0.13918,277,0.01401,328,0.28195,231,-0.2829
ENSG00000049245,VAMP3,45,1.14364,17,-0.4200,17,-0.4498,12,-1.0488,11,-1.2685,29,0.36786,62,1.71116
ENSG00000049246,PER3,76,0.88730,40,-0.1529,55,0.35298,33,-0.5157,30,-0.7726,49,0.15188,69,0.72450
ENSG00000116288,PARK7,425,-0.2022,387,-0.3531,657,0.50258,510,0.09952,513,0.12510,412,-0.2542,391,-0.3361
ENSG00000116285,ERRFI1,36,0.32871,18,-0.8036,20,-0.6034,34,0.24800,33,0.18986,31,0.07185,26,-0.2087
ENSG00000162426,SLC45A1,7,-1.9426,27,0.00214,23,-0.1965,34,0.43633,27,0.01514,30,0.20105,31,0.22779
ENSG00000142599,RERE,116,0.07188,106,-0.0798,129,0.23588,132,0.31261,86,-0.5040,133,0.29338,106,-0.0694
ENSG00000074800,ENO1,710,0.63364,340,-0.5526,458,-0.0851,352,-0.5517,549,0.27286,484,0.00383,486,0.01020
ENSG00000171612,SLC25A33,78,1.50963,22,-0.5973,26,-0.3259,38,0.28401,22,-0.6888,25,-0.4089,29,-0.1818
ENSG00000171608,PIK3CD,11,0.12190,7,-0.6486,4,-1.1691,11,0.15116,12,0.37333,6,-0.8424,15,0.62456
ENSG00000171603,CLSTN1,367,-1.2963,825,-0.0428,719,-0.2607,970,0.24753,924,0.18028,1095,0.41692,759,-0.1756
ENSG00000178585,CTNNBIP1,38,0.20034,45,0.50142,17,-1.0458,40,0.35349,24,-0.6207,30,-0.1587,50,0.65879
ENSG00000162441,LZIC,66,0.26927,55,-0.0064,60,0.12277,49,-0.2393,52,-0.1544,41,-0.4770,82,0.64105
ENSG00000130939,UBE4B,13,-1.5559,38,0.11121,23,-0.6328,45,0.45266,33,-0.1137,48,0.49169,41,0.23740
ENSG00000054523,KIF1B,302,-0.1873,338,-0.0093,228,-0.6276,317,-0.1232,325,-0.0895,459,0.49147,461,0.49854
ENSG00000284642,AL139424.2,11,-0.0410,3,-2.0340,4,-1.6078,12,0.19631,14,0.45768,13,0.30365,14,0.39109
ENSG00000142657,PGD,32,-0.6096,28,-0.7846,36,-0.4020,51,0.14111,53,0.24419,51,0.12122,63,0.46950
ENSG00000175279,CENPS,10,-0.1764,8,-0.5176,23,1.10304,12,0.03314,13,0.21464,9,-0.4558,4,-1.6155
ENSG00000241563,CORT,38,-0.7954,65,0.04238,79,0.36605,28,-1.3717,49,-0.4895,17,-1.9779,231,2.35552
ENSG00000160049,DFFA,66,1.03948,32,-0.1393,32,-0.1830,29,-0.3547,28,-0.4328,30,-0.2735,52,0.60537
ENSG00000142655,PEX14,13,-0.4574,22,0.35926,13,-0.4472,15,-0.2557,17,-0.0648,19,0.12251,28,0.70490
ENSG00000120948,TARDBP,75,-0.0783,71,-0.1634,91,0.22416,74,-0.1117,82,0.06148,81,0.03321,80,0.01019
ENSG00000271895,AL109811.2,17,0.15979,21,0.42607,28,0.90426,13,-0.3832,11,-0.7312,22,0.53617,13,-0.3009
ENSG00000116649,SRM,52,-0.0206,75,0.55919,74,0.53189,64,0.35203,38,-0.6466,46,-0.2413,42,-0.3645
ENSG00000171824,EXOSC10,36,-0.0571,45,0.32167,45,0.30516,29,-0.4060,33,-0.2355,50,0.48179,37,0.01501
ENSG00000198793,MTOR,33,-0.7640,45,-0.2806,49,-0.1374,62,0.27818,60,0.24769,53,-0.0195,50,-0.0925
ENSG00000120942,UBIAD1,17,1.20591,5,-0.8379,5,-0.6207,4,-1.2542,8,-0.0304,13,0.71652,10,0.36554
ENSG00000116661,FBXO2,340,1.02231,167,-0.1577,210,0.20670,204,0.18012,146,-0.4577,104,-0.8960,178,-0.0530
ENSG00000132879,FBXO44,50,-0.9821,118,0.35099,94,-0.0133,100,0.08546,98,0.06764,91,-0.0750,103,0.13066
ENSG00000116670,MAD2L2,20,0.66044,19,0.58445,16,0.29420,13,-0.0634,8,-0.8666,11,-0.2943,16,0.31508
ENSG00000177000,MTHFR,14,0.23644,6,-0.9218,10,-0.2933,15,0.40954,13,0.11984,16,0.46167,5,-1.2043
ENSG00000011021,CLCN6,33,-0.9940,70,0.16230,43,-0.6108,95,0.77188,60,-0.1202,65,0.03484,54,-0.2657
ENSG00000116685,KIAA2013,27,0.17754,23,-0.1069,29,0.29007,24,-0.0422,17,-0.6599,42,0.87527,24,-0.0454
ENSG00000083444,PLOD1,34,1.02728,15,-0.2712,12,-0.6648,16,-0.1897,12,-0.7406,16,-0.1795,36,1.09946
ENSG00000116688,MFN2,78,-0.5899,100,-0.2062,116,0.02996,125,0.17147,125,0.19779,102,-0.1629,116,0.03164
ENSG00000116691,MIIP,20,1.01991,15,0.57017,5,-1.0120,6,-0.8726,9,-0.3692,9,-0.3003,18,0.88509
ENSG00000048707,VPS13D,55,-0.4234,70,-0.0445,31,-1.3126,60,-0.3223,93,0.55408,88,0.31646,79,0.13923
ENSG00000162496,DHRS3,65,2.43324,8,-1.2068,12,-0.5875,8,-1.1946,15,-0.2751,11,-0.7109,15,-0.2287
ENSG00000116731,PRDM2,87,-0.8224,168,0.20752,122,-0.3086,96,-0.7390,171,0.30710,213,0.59720,184,0.35154
ENSG00000189337,KAZN,42,-0.3777,60,0.20014,16,-1.7802,63,0.30742,57,0.16405,48,-0.1506,66,0.36280
ENSG00000142634,EFHD2,22,-1.8282,49,-0.6123,3,-4.3479,71,-0.0570,72,-0.0260,150,1.20644,149,1.19176
ENSG00000132906,CASP9,17,1.08356,6,-0.5078,11,0.32294,10,0.32132,6,-0.5642,7,-0.2943,6,-0.5822
ENSG00000116138,DNAJC16,20,-0.8072,37,0.14458,30,-0.1962,40,0.31081,41,0.39842,35,0.06716,13,-1.3943
ENSG00000197312,DDI2,24,-0.1082,22,-0.2653,8,-1.7917,20,-0.4128,32,0.48390,37,0.60457,29,0.20385
ENSG00000116786,PLEKHM2,74,-0.2097,175,1.22161,82,-0.0522,84,-0.0173,57,-0.7466,60,-0.5313,116,0.51275
ENSG00000065526,SPEN,130,0.80098,69,-0.2393,58,-0.5040,61,-0.4737,69,-0.2801,121,0.67454,92,0.22681
ENSG00000116809,ZBTB17,20,0.30703,21,0.39436,13,-0.3866,15,-0.1248,13,-0.4874,23,0.53760,19,0.20972
ENSG00000037637,FBXO42,10,-1.1220,19,-0.1110,12,-0.7580,29,0.69259,21,0.05187,25,0.35230,15,-0.4155
ENSG00000055070,SZRD1,41,1.19103,23,0.25215,27,0.47755,18,-0.1492,10,-1.1918,15,-0.4317,26,0.41170
ENSG00000157191,NECAP2,23,1.30402,8,-0.4294,7,-0.5527,7,-0.7493,4,-1.5935,18,0.88304,23,1.29472
ENSG00000219481,NBPF1,17,0.58202,12,0.01790,9,-0.3724,6,-0.9984,7,-0.9110,17,0.57134,29,1.49658
ENSG00000058453,CROCC,7,-0.4939,12,0.27410,12,0.30698,12,0.21786,8,-0.4785,15,0.60599,8,-0.3064
ENSG00000238142,BX284668.5,13,0.58186,12,0.54792,10,0.15541,9,-0.0029,8,-0.1863,5,-0.8733,7,-0.4117
ENSG00000159363,ATP13A2,41,-1.1741,103,0.25324,68,-0.4125,128,0.70498,87,-0.0196,69,-0.3970,83,-0.0889
ENSG00000117118,SDHB,79,-0.5698,115,0.02770,146,0.40935,136,0.33274,117,0.06318,84,-0.4788,88,-0.4043
ENSG00000117115,PADI2,81,1.59886,10,-1.7815,13,-1.3019,16,-1.1833,12,-1.7030,45,0.54485,102,2.07443
ENSG00000179051,RCC2,23,-0.0855,20,-0.3378,21,-0.2341,36,0.74967,20,-0.4014,17,-0.5244,31,0.36856
ENSG00000074964,ARHGEF10L,14,0.30463,13,0.19480,8,-0.4708,16,0.65371,12,0.12214,4,-1.5549,6,-0.9194
ENSG00000117154,IGSF21,33,-1.0038,61,-0.0562,42,-0.6379,51,-0.3889,56,-0.2394,141,1.35535,87,0.50621
ENSG00000159423,ALDH4A1,18,0.65131,23,1.02433,8,-0.7127,11,-0.1193,5,-1.6842,20,0.78835,17,0.52484
ENSG00000127481,UBR4,25,0.73603,16,-0.0009,14,-0.2262,12,-0.4498,15,-0.1296,15,-0.1333,21,0.41439
ENSG00000127463,EMC1,21,-0.5065,35,0.29811,42,0.59128,29,-0.0177,28,-0.0686,29,-0.0065,22,-0.4311
ENSG00000053372,MRTO4,38,0.09879,34,-0.0791,27,-0.4529,40,0.21277,35,-0.0249,38,0.06967,35,-0.0329
ENSG00000053371,AKR7A2,74,1.59228,22,-0.4120,28,-0.0507,20,-0.6116,24,-0.3584,30,0.05619,23,-0.3457
ENSG00000040487,SLC66A1,8,-0.2763,14,0.73100,4,-1.0186,10,0.12406,8,-0.2734,14,0.65907,7,-0.2933
ENSG00000077549,CAPZB,155,0.09171,105,-0.5137,128,-0.2138,118,-0.3721,186,0.52626,125,-0.2447,154,0.08181
ENSG00000173436,MICOS10,411,-0.0566,466,0.14583,463,0.13418,612,0.69082,351,-0.3822,286,-0.6227,353,-0.2949
ENSG00000158747,NBL1,139,0.06272,151,0.19942,110,-0.3020,145,0.15351,113,-0.3242,158,0.27169,146,0.14401
ENSG00000169914,OTUD3,10,-1.0121,16,-0.2417,7,-1.3987,23,0.29855,22,0.30586,36,1.03399,10,-0.9433
ENSG00000162545,CAMK2N1,2904,0.92675,3204,1.10075,3289,1.14752,1095,-0.7231,918,-1.1116,1280,-0.4153,1027,-0.7565
ENSG00000090432,MUL1,18,-0.1126,18,-0.1236,20,0.10159,21,0.16644,14,-0.5402,21,0.12138,30,0.70316
ENSG00000183114,FAM43B,5,-1.5742,10,-0.5510,4,-1.7244,13,-0.0944,13,-0.1211,37,1.70095,17,0.33926
ENSG00000158828,PINK1,284,-0.8220,407,-0.2656,344,-0.5275,633,0.51728,511,0.12937,489,0.02914,482,0.00289
ENSG00000244038,DDOST,18,-0.5070,22,-0.1867,27,0.12934,22,-0.2072,28,0.18613,33,0.43045,24,-0.0958
ENSG00000117245,KIF17,10,-1.4200,13,-1.0314,2,-3.4067,31,0.38130,37,0.87269,24,-0.0757,30,0.26095
ENSG00000189410,SH2D5,24,-0.6268,39,0.11447,55,0.65422,51,0.63229,27,-0.5767,40,0.15806,23,-0.7034
ENSG00000127483,HP1BP3,281,0.34624,162,-0.5332,274,0.30721,183,-0.3724,200,-0.2561,283,0.36178,302,0.46762
ENSG00000075151,EIF4G3,127,-1.0828,117,-1.2033,183,-0.5201,235,-0.1480,401,1.05100,263,0.04526,191,-0.4558
ENSG00000117298,ECE1,34,1.25753,22,0.54776,9,-0.8153,11,-0.6616,11,-0.7081,18,0.19976,21,0.47191
ENSG00000076864,RAP1GAP,35,-2.2619,144,-0.1399,78,-1.0778,152,-0.0591,162,0.05512,334,1.27433,193,0.32679
ENSG00000090686,USP48,79,0.19336,54,-0.3976,58,-0.2854,71,0.03956,65,-0.1465,95,0.48949,75,0.11591
ENSG00000070831,CDC42,144,-0.6599,159,-0.5044,188,-0.2437,236,0.13692,279,0.52837,188,-0.2437,202,-0.1250
ENSG00000184677,ZBTB40,4,-1.4339,16,0.64419,10,-0.0659,11,0.08557,8,-0.5631,22,1.24453,8,-0.4823
ENSG00000133216,EPHB2,4,-1.2624,5,-0.9435,12,0.30977,7,-0.6037,10,0.13651,18,0.99075,13,0.52311
ENSG00000004487,KDM1A,46,-0.2720,40,-0.5023,62,0.19484,48,-0.2479,68,0.46522,67,0.31626,34,-0.7244
ENSG00000169641,LUZP1,52,-1.2511,105,-0.1722,88,-0.4439,133,0.23452,148,0.50695,110,-0.1016,106,-0.1588
ENSG00000125944,HNRNPR,127,-0.0449,135,0.05226,131,-0.0005,105,-0.3876,131,0.00386,158,0.30577,154,0.26434
ENSG00000125945,ZNF436,11,-0.2023,24,0.95006,10,-0.3500,14,0.09149,11,-0.3581,21,0.79010,4,-1.7054
ENSG00000249087,ZNF436-AS1,9,-0.4328,23,1.02487,18,0.58900,10,-0.3542,9,-0.6010,14,0.20565,12,-0.0179
ENSG00000117318,ID3,142,4.41661,1,-3.5169,3,-2.8074,5,-2.0765,4,-2.6026,8,-1.3939,22,0.13600
ENSG00000142676,RPL11,1092,1.14043,724,0.43435,747,0.48685,500,-0.1845,387,-0.6927,310,-0.9057,511,-0.1312
ENSG00000011007,ELOA,31,0.38859,18,-0.4932,16,-0.6158,18,-0.5057,23,-0.0866,38,0.70437,35,0.57133
ENSG00000057757,PITHD1,99,-0.9994,223,0.27954,164,-0.2202,201,0.12064,217,0.30689,186,-0.0198,155,-0.3056
ENSG00000011009,LYPLA2,20,-0.2410,25,0.09343,25,0.07205,24,0.04173,22,-0.1968,33,0.54060,21,-0.2115
ENSG00000117308,GALE,5,-2.1784,24,0.18674,28,0.43710,28,0.50352,21,-0.0290,25,0.24368,12,-0.8180
ENSG00000117305,HMGCL,12,-0.3986,15,-0.0429,23,0.62836,14,-0.2098,13,-0.2847,12,-0.3991,25,0.80574
ENSG00000179163,FUCA1,7,-0.6139,11,0.00053,6,-0.8510,9,-0.3281,15,0.65016,12,0.14579,11,-0.0553
ENSG00000189266,PNRC2,99,0.47110,85,0.23369,73,-0.0132,55,-0.5144,70,-0.1104,94,0.39659,67,-0.1489
ENSG00000188529,SRSF10,78,0.23256,59,-0.2052,60,-0.1872,70,0.08735,61,-0.1843,68,0.02639,82,0.32693
ENSG00000001460,STPG1,1,-2.4374,10,0.23110,6,-0.4902,14,0.92550,8,-0.1376,12,0.49002,5,-0.9627
ENSG00000001461,NIPAL3,42,-1.2316,57,-0.7707,51,-0.9327,81,-0.2624,115,0.44280,113,0.30009,167,0.96036
ENSG00000133226,SRRM1,158,0.54913,99,-0.2105,105,-0.1227,91,-0.3862,104,-0.1709,134,0.27148,142,0.36782
ENSG00000169504,CLIC4,131,2.53457,7,-2.3008,5,-2.6156,12,-1.6745,11,-1.8855,14,-1.2891,117,2.26697
ENSG00000117614,SYF2,191,0.86146,136,0.28868,104,-0.1364,96,-0.2908,92,-0.4101,111,-0.0305,124,0.13982
ENSG00000117616,RSRP1,73,-0.0831,94,0.32553,69,-0.1801,57,-0.5124,64,-0.3753,111,0.60345,117,0.68598
ENSG00000183726,TMEM50A,78,-0.1429,78,-0.1552,156,1.00516,73,-0.2703,67,-0.4704,97,0.20564,98,0.21151
ENSG00000204178,MACO1,31,-0.4650,32,-0.4392,40,-0.0867,26,-0.8036,52,0.42606,56,0.46194,56,0.44806
ENSG00000117643,MAN1C1,36,-0.4240,62,0.44703,82,0.92586,47,0.01132,43,-0.1508,46,-0.0311,18,-1.4213
ENSG00000162430,SELENON,40,0.77755,27,0.14378,27,0.13390,30,0.34861,15,-0.9664,23,-0.1304,27,0.13149
ENSG00000117640,MTFR1L,54,-0.2699,48,-0.4486,64,0.00840,69,0.14339,61,-0.1038,78,0.32678,74,0.24035
ENSG00000117632,STMN1,729,-1.4889,1283,-0.6291,1301,-0.6081,2366,0.39277,2606,0.68738,1362,-0.5367,1921,0.00573
ENSG00000158008,EXTL1,20,-0.7829,32,-0.0636,11,-1.6011,30,-0.1932,33,-0.0318,64,1.07606,48,0.59034
ENSG00000175087,PDIK1L,5,-1.3717,10,-0.4399,11,-0.3192,13,-0.0908,17,0.42010,20,0.58490,14,0.06200
ENSG00000142684,ZNF593,32,-0.1342,31,-0.1986,43,0.32620,25,-0.6097,41,0.30593,42,0.26675,33,-0.1241
ENSG00000142669,SH3BGRL3,153,0.15310,108,-0.4007,69,-1.0757,135,-0.0591,153,0.20405,154,0.15939,178,0.40051
ENSG00000158062,UBXN11,4,-2.1300,33,1.05649,22,0.36667,15,-0.1942,13,-0.5009,18,0.05622,26,0.63175
ENSG00000117682,DHDDS,26,0.24327,20,-0.1388,19,-0.2254,21,-0.0952,22,0.02370,20,-0.1665,27,0.32425
ENSG00000198830,HMGN2,349,1.58893,149,0.11358,167,0.29583,79,-0.9576,82,-0.9876,115,-0.2964,205,0.63805
ENSG00000117713,ARID1A,50,0.13343,44,-0.0714,45,-0.0203,42,-0.1546,41,-0.2478,49,0.08417,66,0.58678
ENSG00000060642,PIGV,16,0.36334,9,-0.5341,14,0.22459,11,-0.1670,12,-0.0847,14,0.20065,13,0.08774
ENSG00000204160,ZDHHC18,9,-1.1707,22,0.20928,13,-0.5885,22,0.25244,20,0.05411,19,-0.0221,26,0.48146
ENSG00000142751,GPN2,14,-0.3426,14,-0.4211,20,0.15044,15,-0.2787,16,-0.1829,18,0.01304,34,1.05244
ENSG00000090273,NUDC,183,-0.1914,277,0.47824,227,0.15141,211,0.04245,182,-0.2507,195,-0.0896,213,0.05274
ENSG00000253368,TRNP1,25,-1.2469,43,-0.4389,60,0.06228,106,1.22447,54,-0.1191,41,-0.5392,30,-0.9941
ENSG00000090020,SLC9A1,17,-0.1492,19,0.07256,12,-0.6712,27,0.68295,19,0.05274,17,-0.0987,9,-1.0494
ENSG00000142784,WDTC1,8,-1.0943,28,0.74561,7,-1.3538,24,0.56617,14,-0.3944,21,0.27849,20,0.25451
ENSG00000186501,TMEM222,26,-0.7873,39,-0.1410,33,-0.3977,44,0.03485,40,-0.1493,63,0.62406,61,0.56735
ENSG00000158195,WASF2,101,1.97735,10,-1.7970,19,-0.8275,18,-1.0241,19,-0.9947,30,-0.1191,75,1.39772
ENSG00000126705,AHDC1,22,-0.2318,26,0.03116,14,-0.8451,27,0.16156,24,-0.0773,39,0.73473,23,-0.1693
ENSG00000126709,IFI6,106,-0.4034,82,-0.7949,62,-1.2201,109,-0.4007,225,1.18754,108,-0.3759,116,-0.2629
ENSG00000009780,FAM76A,16,-0.3052,18,-0.1292,16,-0.3419,17,-0.2756,14,-0.5944,31,0.72788,39,1.14273
ENSG00000117758,STX12,88,-0.3863,103,-0.1398,93,-0.3026,91,-0.3698,136,0.40494,120,0.10670,131,0.24595
ENSG00000117751,PPP1R8,33,0.28053,42,0.67213,35,0.40217,23,-0.3248,24,-0.2964,24,-0.2367,25,-0.1435
ENSG00000117748,RPA2,37,-0.6266,61,0.15957,66,0.29395,50,-0.1519,59,0.16318,59,0.12249,48,-0.2267
ENSG00000158161,EYA3,16,0.55741,8,-0.4702,9,-0.4152,13,0.18038,11,-0.1236,15,0.45422,8,-0.4941
ENSG00000126698,DNAJC8,303,0.22485,226,-0.2410,300,0.20768,232,-0.2229,291,0.21059,196,-0.4701,272,0.05107
